Date,IWF,IWM,MSB,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5123164265940975,-1.354290808426782,1.0,-0.0411016750340168,-0.9007178717214847,-0.8834983343499273,0.0
2018-09-25,-0.5132004689331771,-1.3524501758499414,1.0,-0.04314185228604924,-0.8991793669402111,-0.8814067995310668,0.0
2018-09-26,-0.5131307447008066,-1.3525135996998685,1.0,-0.04281560682798724,-0.8993153254548865,-0.8817295066591633,0.0
2018-09-27,-0.5160202360876897,-1.3430766348135654,1.0,-0.045390668915120856,-0.8988195615514334,-0.880925613640622,0.0
2018-09-28,-0.5130078235460458,-1.3589405221981334,1.0,-0.04712979545668772,-0.9059289282684513,-0.8880196059949099,0.0
2018-10-01,-0.5139046003016592,-1.357843137254902,1.0,-0.04732277526395174,-0.9063442684766214,-0.8880090497737557,0.0
2018-10-02,-0.5333652694610779,-1.3248862275449103,1.0,-0.06759281437125748,-0.9418443113772456,-0.9227784431137724,0.0
2018-10-03,-0.6069612622529749,-1.396131467211826,1.0,-0.06180217015253971,-1.093253656235257,-1.0837133721234995,0.0
2018-10-04,-0.6182590461852788,-1.4555621269960752,1.0,-0.06451959782784021,-1.1120490348943493,-1.126243346416474,0.0
2018-10-05,-0.6126590433242068,-1.458098459225855,1.0,-0.05352445374993289,-1.1150480485317014,-1.1291673377355451,0.0
2018-10-08,-0.6099833967114777,-1.4536982486208558,1.0,-0.05077392748112046,-1.1146162497991539,-1.1268277007123346,0.0
2018-10-09,-0.6077175609493569,-1.4634842042947096,1.0,-0.03482051558043162,-1.1302405683224799,-1.1455788170712018,0.0
2018-10-10,-0.6083050938626217,-1.4619439513743209,1.0,-0.03560862783067076,-1.1304394599537413,-1.1426496691947718,0.0
2018-10-11,-0.5041479878394394,-1.427732261555109,1.0,-0.0,-1.081362395012109,-1.139537280362756,0.0
2018-10-12,-0.5064060363599534,-1.411252342127918,1.0,-0.0,-1.0455765432723958,-1.1008760824429027,0.0
2018-10-15,-0.5155844816189556,-1.4100777952916053,1.0,-0.0,-1.0531855392281486,-1.1058117659022728,0.0
2018-10-16,-0.503812467800103,-1.4664605873261207,1.0,-0.0,-1.0650695517774342,-1.1166409067490983,0.0
2018-10-17,-0.46572944023894125,-1.4155208816107936,1.0,-0.0,-1.092280755960657,-1.1760646789227045,0.0
2018-10-18,-0.4651426217691278,-1.4148388425496858,1.0,-0.0,-1.0927813819380086,-1.176037483266399,0.0
2018-10-19,-0.4374299969453212,-1.3934935342633132,1.0,-0.0,-1.0891966194888503,-1.1710110986661235,0.0
2018-10-22,-0.44296023337939505,-1.4127130354675264,1.0,-0.0,-1.090178617124725,-1.1721173038538308,0.0
2018-10-23,-0.4527508588422294,-1.4166025739629802,1.0,-0.0,-1.0866533353842998,-1.171409526739476,0.0
2018-10-24,-0.4494209285641078,-1.410423285846059,1.0,-0.0,-1.0885518089576713,-1.1761812032387005,0.0
2018-10-25,-0.3838829996073812,-1.321505692972124,1.0,-0.0,-1.0870632116215155,-1.1153317628582646,0.0
2018-10-26,-0.3619098245783598,-1.2943990721500023,1.0,-0.0,-1.081090223747161,-1.0951046247523317,0.0
2018-10-29,-0.3235591506572295,-1.3152294284751311,1.0,-0.0,-1.066974818238721,-1.109104915980548,0.0
2018-10-30,-0.3348134562478884,-1.3183551329697378,1.0,-0.0,-1.0696944833244846,-1.1036729571890536,0.0
2018-10-31,-0.3516244440146974,-1.287758654032102,1.0,-0.0,-1.0855733900599498,-1.1096499709920713,0.0
2018-11-01,-0.31313670321140974,-1.3282235374017657,1.0,-0.0,-1.0918793053264773,-1.1178325409915593,0.0
2018-11-02,-0.3205214546853954,-1.2817009813353857,1.0,-0.0,-1.10092360977487,-1.107369636328651,0.0
2018-11-05,-0.3183500793231095,-1.286428537089563,1.0,-0.0,-1.1004759386567953,-1.1022066246815057,0.0
2018-11-06,-0.3343313855218042,-1.305259091128604,1.0,-0.0,-1.09740667407157,-1.0923842178973295,0.0
2018-11-07,-0.3332205519841462,-1.3089564502875926,1.0,-0.0,-1.097201411378027,-1.094107980086036,0.0
2018-11-08,-0.29994751157131266,-1.3014267309252276,1.0,-0.0,-1.0780168917306867,-1.092236484229613,0.0
2018-11-09,-0.29891148668003437,-1.3021579299150194,1.0,-0.0,-1.0805404373150005,-1.0925236321970782,0.0
2018-11-12,-0.29669703872437364,-1.2818906605922553,1.0,-0.0,-1.0815299924069857,-1.0855637813211847,0.0
2018-11-13,-0.25255042076066003,-1.2780311221851346,1.0,-0.0,-1.0876780593296036,-1.0829768229044239,0.0
2018-11-14,-0.25377274223120677,-1.2771378872643506,1.0,-0.0,-1.0878661087866108,-1.0824596868976541,0.0
2018-11-15,-0.2519825442259866,-1.2780723569987331,1.0,-0.0,-1.0913612688283048,-1.0709492750222889,0.0
2018-11-16,-0.24917021177130572,-1.2669814407928568,1.0,-0.0,-1.0867187134776308,-1.072039642840447,0.0
2018-11-19,-0.25292247264565604,-1.2662489479098475,1.0,-0.0,-1.0851491630038343,-1.0716356494903208,0.0
2018-11-20,-0.167602207877257,-1.2640097296285902,1.0,-0.0,-1.1123117223313688,-1.133829170174946,0.0
2018-11-21,-0.17024717024717026,-1.2502656502656504,1.0,-0.0,-1.1022407022407021,-1.0972510972510972,0.0
2018-11-23,-0.17209409594095942,-1.233210332103321,1.0,-0.0,-1.1086254612546127,-1.0986162361623617,0.0
2018-11-26,-0.1717539653264478,-1.2340925857617115,1.0,-0.0,-1.107478790114349,-1.0974732571007009,0.0
2018-11-27,-0.1517113783533765,-1.2590656799259945,1.0,-0.0,-1.1138297872340426,-1.1007400555041629,0.0
2018-11-28,-0.1491892394182967,-1.283928820331738,1.0,-0.0,-1.1118338521581563,-1.1012405333828927,0.0
2018-11-29,-0.1382323185873264,-1.2671295870504922,1.0,-0.0,-1.0989607284098226,-1.0942702106134463,0.0
2018-11-30,-0.13741089905725454,-1.2675097723614623,1.0,-0.0,-1.0992871924580363,-1.094596458956082,0.0
2018-12-03,-0.1355324818524304,-1.267113847284756,1.0,-0.0,-1.0982265919323717,-1.0934025544427088,0.0
2018-12-04,-0.1240388136213841,-1.2707341633101428,1.0,-0.0,-1.0921823507872574,-1.0901226656902232,0.0
2018-12-06,-0.10751450205907098,-1.1762387636717884,1.0,-0.0,-1.0943630164282867,-1.04999335783554,0.0
2018-12-07,-0.10385927599805042,-1.177854579290177,1.0,-0.0,-1.096016660020382,-1.0531702778147016,0.0
2018-12-10,-0.057551432205992015,-1.191340965916568,1.0,-0.0,-1.104838355924025,-1.0328552002456464,0.0
2018-12-11,-0.06290025440828144,-1.1893587156768137,1.0,-0.0,-1.105842617773489,-1.0282480919378894,0.0
2018-12-12,-0.06422179329706966,-1.189112124934199,1.0,-0.0,-1.106115107913669,-1.0272416213370767,0.0
2018-12-13,-0.06463061957760055,-1.1855665585838224,1.0,-0.0,-1.1064762071685217,-1.0250197178161422,0.0
2018-12-14,-0.06808231173380035,-1.1771891418563922,1.0,-0.0,-1.1089754816112085,-1.0240367775831873,0.0
2018-12-17,-0.054294304762734766,-1.1742995337487472,1.0,-0.0,-1.0974770142489867,-1.0314174909582117,0.0
2018-12-18,-0.035973397823458285,-1.157885645189152,1.0,-0.0,-1.0912938331318016,-1.0333822767317327,0.0
2018-12-19,-0.05250814332247557,-1.1607383279044516,1.0,-0.0,-1.0925081433224755,-1.0373507057546145,0.0
2018-12-20,-0.05324293980481907,-1.1471197858191553,1.0,-0.0,-1.0888677778737368,-1.0288885050522498,0.0
2018-12-21,-0.045635856744585035,-1.1465151190220888,1.0,-0.0,-1.0903281149474586,-1.0066051897919794,0.0
2018-12-24,-0.03082950093680804,-1.1300459887583036,1.0,-0.0,-1.0831630045988758,-1.014179867143587,0.0
2018-12-26,-0.02998399730480923,-1.1408237176787668,1.0,-0.0,-1.047797523793481,-0.9926303377410932,0.0
2018-12-27,-0.0,-1.0851484349790255,1.0,-0.0,-0.9447402387867054,-1.0036302032913844,0.0
2018-12-28,-0.0,-1.0881689232753062,1.0,-0.0,-0.9418520309477756,-0.9996373307543521,0.0
2018-12-31,-0.0,-1.0863361547763,1.0,-0.0,-0.943248690044337,-1.0010479645304313,0.0
2019-01-02,-0.0,-1.0845274512960876,1.0,-0.0,-0.9392207374013847,-1.001368539687651,0.0
2019-01-03,-0.0,-1.0888565774061958,1.0,-0.0,-0.9340037965992165,-1.0161153519932147,0.0
2019-01-04,-0.0,-1.1038070656557508,1.0,-0.0,-0.8988949830617842,-1.0302064849169221,0.0
2019-01-07,-0.0,-1.0642339218158892,1.0,-0.0,-0.8773644388398487,-0.999093631778058,0.0
2019-01-08,-0.0,-1.041627284183995,1.0,-0.0,-0.8986294896030246,-0.997991493383743,0.0
2019-01-09,-0.0,-1.0446231472721539,1.0,-0.0,-0.8997950173446861,-0.9975559760327972,0.0
2019-01-10,-0.0,-1.0458704740869291,1.0,-0.0,-0.8997791275538377,-0.9985012226867556,0.0
2019-01-11,-0.0,-1.0348782031002848,1.0,-0.0,-0.9062401138880102,-1.0132869345143942,0.0
2019-01-14,-0.0,-1.0315233666955632,1.0,-0.0,-0.900937820159193,-1.007999054298999,0.0
2019-01-15,-0.0,-1.021088115396676,1.0,-0.0,-0.9013797428661021,-0.9972953904045154,0.0
2019-01-16,-0.0,-0.9999611951882033,1.0,-0.0,-0.891036088474971,-0.9894838960031044,0.0
2019-01-17,-0.0,-0.9968579075992086,1.0,-0.0,-0.8918499553900461,-0.9903797664765893,0.0
2019-01-18,-0.0,-0.9888571763693943,1.0,-0.0,-0.9006529303671268,-1.0202525706689605,0.0
2019-01-22,-0.0,-1.0183713407084947,1.0,-0.0,-0.937856943168657,-1.0375014976636447,0.0
2019-01-23,-0.0,-0.9885707410972089,1.0,-0.0,-0.9560474815527751,-1.065607956368303,0.0
2019-01-24,-0.0,-0.987728093041909,1.0,-0.0,-0.9577300982554642,-1.064968919189894,0.0
2019-01-25,-0.0,-0.9496927961733536,1.0,-0.0,-1.05191538493258,-1.1219331161601582,0.0
2019-01-28,-0.0,-0.9185921769268857,1.0,-0.0,-1.0924657534246576,-1.1150354844033668,0.0
2019-01-29,-0.0,-0.9183783113609125,1.0,-0.0,-1.099433814109187,-1.1149316030912924,0.0
2019-01-30,-0.0,-0.9185022936727694,1.0,-0.0,-1.0995577964210441,-1.114642311030293,0.0
2019-01-31,-0.0,-0.9407382883628538,1.0,-0.0,-1.0401423605363351,-1.157507035259063,0.0
2019-02-01,-0.0,-0.9425053888244072,1.0,-0.0,-1.044312717625601,-1.1584314375725417,0.0
2019-02-04,-0.0,-0.939194535837741,1.0,-0.0,-1.0434384240556411,-1.1821248594394236,0.0
2019-02-05,-0.0,-0.931466899970837,1.0,-0.0,-1.0371203599550056,-1.1975586385035204,0.0
2019-02-06,-0.0,-0.916479307186277,1.0,-0.0,-1.0358064784744774,-1.211258222999417,0.0
2019-02-07,-0.0,-0.9099263941447998,1.0,-0.0,-1.0345157400091487,-1.2140807585145756,0.0
2019-02-08,-0.0,-0.8789309467115527,1.0,-0.0,-1.0250841612611874,-1.2013712127432465,0.0
2019-02-11,-0.0,-0.8879565646594274,1.0,-0.0,-1.041790062520566,-1.1834896347482724,0.0
2019-02-12,-0.0,-0.8992529613273349,1.0,-0.0,-1.048701968715176,-1.1793305542944406,0.0
2019-02-13,-0.0,-0.898745630269381,1.0,-0.0,-1.0458153403249024,-1.1681266707793543,0.0
2019-02-14,-0.0,-0.6606232294617564,1.0,-0.0,-1.0204721435316337,-1.0960906515580737,0.0
2019-02-15,-0.0,-0.6966355775403088,1.0,-0.0,-1.0005286410149907,-1.0788430313786204,0.0
2019-02-19,-0.0,-0.6761261261261261,1.0,-0.0,-1.008596096096096,-1.0690315315315313,0.0
2019-02-20,-0.0,-0.6411495705840801,1.0,-0.0,-1.0132356768412834,-1.0635015057441353,0.0
2019-02-21,-0.0,-0.6614254987762367,1.0,-0.0,-1.0048950530297411,-1.042090039308759,0.0
2019-02-22,-0.0,-0.6601569765279172,1.0,-0.0,-1.026373544619276,-1.0332924152810328,0.0
2019-02-25,-0.0,-0.6556519138755982,1.0,-0.0,-1.0397353468899522,-1.0426136363636365,0.0
2019-02-26,-0.0,-0.6565350680424704,1.0,-0.0,-1.0367130252729175,-1.0453491849857934,0.0
2019-02-27,-0.0,-0.6485004476275739,1.0,-0.0,-1.0298418382572367,-1.0518874962697704,0.0
2019-02-28,-0.0,-0.6455875765268031,1.0,-0.0,-1.0278856204270568,-1.0595415857846797,0.0
2019-03-01,-0.0,-0.6518140124538574,1.0,-0.0,-1.0186807860099183,-1.058205003915135,0.0
2019-03-04,-0.0,-0.6385456451733692,1.0,-0.0,-1.0127312214483635,-1.0932000299558151,0.0
2019-03-05,-0.0,-0.6171009284216831,1.0,-0.0,-1.0350778676250374,-1.0914944594189875,0.0
2019-03-06,-0.0,-0.6131023645615085,1.0,-0.0,-1.0379377431906613,-1.0903546842262795,0.0
2019-03-07,-0.0,-0.5675706003366374,1.0,-0.0,-1.0914905554516552,-1.0813540302973632,0.0
2019-03-08,-0.0,-0.554863313698837,1.0,-0.0,-1.1256230176710464,-1.0953405829935055,0.0
2019-03-11,-0.0,-0.5541693773678772,1.0,-0.0,-1.142857142857143,-1.1298840457693928,0.0
2019-03-12,-0.0,-0.5005418376035297,1.0,-0.0,-1.1681244678380678,-1.2016409938849755,0.0
2019-03-13,-0.0,-0.525125039074711,1.0,-0.0,-1.176422319474836,-1.2059628008752736,0.0
2019-03-14,-0.0,-0.532483184946153,1.0,-0.0,-1.1545818591812138,-1.2008086777341473,0.0
2019-03-15,-0.0,-0.5355819697437479,1.0,-0.0,-1.1427523927138004,-1.1808814448903981,0.0
2019-03-18,-0.0,-0.5589555442800828,1.0,-0.0,-1.1537410717770578,-1.1903126341672847,0.0
2019-03-19,-0.0,-0.5677338453701165,1.0,-0.0,-1.13777969356166,-1.2131353109447864,0.0
2019-03-20,-0.0,-0.5771862220824159,1.0,-0.0,-1.137071406102548,-1.2177964768795217,0.0
2019-03-21,-0.0,-0.5787466582796038,1.0,-0.0,-1.1689731089793993,-1.1837159930806733,0.0
2019-03-22,-0.0,-0.576232917409388,1.0,-0.0,-1.2062982768865123,-1.1786492374727668,0.0
2019-03-25,-0.0,-0.5390449990174887,1.0,-0.0,-1.2168205934368246,-1.1741796030654352,0.0
2019-03-26,-0.0,-0.5775718036438858,1.0,-0.0,-1.2276235181796482,-1.1728458906834274,0.0
2019-03-27,-0.0,-0.5599841049076097,1.0,-0.0,-1.2383469103914169,-1.1754420822571032,0.0
2019-03-28,-0.0,-0.5594163718045562,1.0,-0.0,-1.2368703534369658,-1.1793821810519622,0.0
2019-03-29,-0.0,-0.5506775497266028,1.0,-0.0,-1.2338933354465489,-1.17766859497583,0.0
2019-04-01,-0.0,-0.548210194192991,1.0,-0.0,-1.0997633625061036,-1.1081771400668594,0.0
2019-04-02,-0.0,-0.5611044507717667,1.0,-0.0,-1.114004196013787,-1.0713696987861532,0.0
2019-04-03,-0.0,-0.5587200598802395,1.0,-0.0,-1.1209206586826348,-1.0629116766467066,0.0
2019-04-04,-0.0,-0.5556802873821285,1.0,-0.0,-1.1087412064062268,-1.077570722945667,0.0
2019-04-05,-0.0,-0.541555963028103,1.0,-0.0,-1.113497736032631,-1.0870411256221233,0.0
2019-04-08,-0.0,-0.5228639299235395,1.0,-0.0,-1.0999925766461287,-1.0888204290698538,0.0
2019-04-09,-0.0,-0.5005785524989737,1.0,-0.0,-1.149826434250308,-1.082191780821918,0.0
2019-04-10,-0.0,-0.47659336563548277,1.0,-0.0,-1.1664927320163998,-1.0841222512113307,0.0
2019-04-11,-0.0,-0.45969693585018057,1.0,-0.0,-1.200938232994527,-1.0625488663017981,0.0
2019-04-12,-0.0,-0.4627920821550826,1.0,-0.0,-1.1976856675100462,-1.0603512427444561,0.0
