Date,G,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29947063959834097,-0.5389380048024449,-0.12887469984719496,-0.4272811613184895,-0.3340700720366732,0.0
2018-09-25,1.0,-0.2997681080343746,-0.5384804255899605,-0.1295048424498704,-0.42689946801254947,-0.3335152093848043,0.0
2018-09-26,1.0,-0.29964805063705563,-0.5383733937194772,-0.12907538264262133,-0.42705917660218806,-0.3341336316263334,0.0
2018-09-27,1.0,-0.3016357688113413,-0.5330152671755725,-0.13061613958560522,-0.427071973827699,-0.33396946564885494,0.0
2018-09-28,1.0,-0.30068157033805887,-0.5337241003271538,-0.13091603053435114,-0.4269356597600872,-0.33402399127589966,0.0
2018-10-01,1.0,-0.3008533493279533,-0.5334660159764443,-0.131001390441397,-0.4269745631015022,-0.3340603615147632,0.0
2018-10-02,1.0,-0.30067410823940394,-0.540187221964466,-0.12919953058049724,-0.426052782402227,-0.3330695122949701,0.0
2018-10-03,1.0,-0.300379190877595,-0.5353411353902392,-0.1285975393512835,-0.427640014185558,-0.33603404533922576,0.0
2018-10-04,1.0,-0.3001773775412744,-0.5360076408787011,-0.12874880611270295,-0.4272888525037522,-0.3366352844862873,0.0
2018-10-05,1.0,-0.29692135993684843,-0.5347197648147645,-0.12477883332879659,-0.4286142036638811,-0.3370171761439421,0.0
2018-10-08,1.0,-0.2956873828093155,-0.5324872958504308,-0.12258485284926221,-0.4303649555694449,-0.33634066143101715,0.0
2018-10-09,1.0,-0.2961030490787543,-0.5325561171802816,-0.1234034458394478,-0.42991466927550415,-0.33556171531061474,0.0
2018-10-10,1.0,-0.2960054347826087,-0.5326902173913044,-0.12317934782608697,-0.4299728260869565,-0.3355434782608696,0.0
2018-10-11,1.0,-0.2804095599636422,-0.5291931775650964,-0.10404747901406192,-0.42445062289472274,-0.33526706945409823,0.0
2018-10-12,1.0,-0.2862051648032141,-0.5237226759707134,-0.1033489281843893,-0.4113340205640579,-0.31855787275658815,0.0
2018-10-15,1.0,-0.2742199461485666,-0.5450345810675254,-0.08592471358428806,-0.4124650229660525,-0.32213188321630326,0.0
2018-10-16,1.0,-0.27293129851613246,-0.5506416010983788,-0.08179753920895601,-0.4128161799651475,-0.3221735227332735,0.0
2018-10-17,1.0,-0.26807607670543854,-0.539007649586084,-0.07851304621188306,-0.4108246882531698,-0.32329980090118415,0.0
2018-10-18,1.0,-0.26674879429649817,-0.5371409100440343,-0.07965506395470748,-0.4136349339484168,-0.3239148668483959,0.0
2018-10-19,1.0,-0.25933447898765816,-0.5300734260271832,-0.07295735041399781,-0.4174087382179868,-0.32395979794823726,0.0
2018-10-22,1.0,-0.260543580131209,-0.5267104029990628,-0.0697438300531084,-0.42002499218994066,-0.32633031344371544,0.0
2018-10-23,1.0,-0.26056961366239717,-0.5267104029990628,-0.06976986358429657,-0.4199989586587525,-0.32630427991252736,0.0
2018-10-24,1.0,-0.260022939367082,-0.5299515145195767,-0.07053855377717533,-0.4205724414785465,-0.32566081017673737,0.0
2018-10-25,1.0,-0.24447221442962433,-0.5064905256178113,-0.06931728341536814,-0.42194792277677184,-0.30807681517941393,0.0
2018-10-26,1.0,-0.23517185440535335,-0.5023826421981141,-0.05153097434857549,-0.4380006083341783,-0.3076396633884214,0.0
2018-10-29,1.0,-0.23097146035036276,-0.5048914279936297,-0.047549230263656816,-0.4363355999898886,-0.30809676685457166,0.0
2018-10-30,1.0,-0.22519402381373715,-0.5059787142604343,-0.04353211820916652,-0.43802613949490615,-0.31526657734408575,0.0
2018-10-31,1.0,-0.2287760743905504,-0.4905755214878111,-0.04491078160341795,-0.43704448353857756,-0.3119125408394069,0.0
2018-11-01,1.0,-0.23766000959426367,-0.4833993990961194,-0.05244022521271493,-0.4383568561112935,-0.31294973110813745,0.0
2018-11-02,1.0,-0.24423221915054036,-0.4634581553154059,-0.047851218899220914,-0.44689620507665245,-0.31075647147524504,0.0
2018-11-05,1.0,-0.24278966937996183,-0.4671892272133453,-0.047884634710079386,-0.4470656215455733,-0.30740629082504267,0.0
2018-11-06,1.0,-0.24483798040693291,-0.46852549610650585,-0.04704848028133635,-0.4458678723938709,-0.3056518462697814,0.0
2018-11-07,1.0,-0.2436428445917112,-0.46810753821823936,-0.04902477596204533,-0.4445113838893491,-0.30494264126314735,0.0
2018-11-08,1.0,-0.27285347582377284,-0.4920896851589921,-0.05597464508355597,-0.47935984074597937,-0.31903190319031904,0.0
2018-11-09,1.0,-0.2744799727198804,-0.49340293261285834,-0.05484877895233849,-0.4797628728064423,-0.3205938672192639,0.0
2018-11-12,1.0,-0.28315727699530513,-0.48130068288518996,-0.04206679470763978,-0.5232341015791719,-0.33776141698676915,0.0
2018-11-13,1.0,-0.2728380346973911,-0.48012183816713017,-0.029611971924248446,-0.5299960270162892,-0.3360879353727983,0.0
2018-11-14,1.0,-0.273232871633253,-0.47972668767711013,-0.02966180248417596,-0.5299398818824651,-0.33581397812442065,0.0
2018-11-15,1.0,-0.27352472089314195,-0.4819776714513557,-0.028415736310473155,-0.5313131313131314,-0.342902711323764,0.0
