Date,IWF,IWM,MTUM,NWBI,SPY,VLUE,VXX
2018-09-24,-0.11488010309752843,-0.5426658075205965,-0.054402356514935336,1.0,-0.2827587793989046,-0.3066000828462282,0.0
2018-09-25,-0.11356496026612457,-0.5474727407133617,-0.050106265015708744,1.0,-0.28703104786545924,-0.31193402328589914,0.0
2018-09-26,-0.11353923629559472,-0.5475062949017071,-0.05005890641964471,1.0,-0.2870244172884567,-0.31194991799302363,0.0
2018-09-27,-0.11237414745047093,-0.5564190599916485,-0.04806755440077947,1.0,-0.28905488795063333,-0.31397021296339256,0.0
2018-09-28,-0.11023914557696772,-0.5590898537264917,-0.04852565590898537,1.0,-0.28945902019967495,-0.31448804272115155,0.0
2018-10-01,-0.11061577040958484,-0.5586282158447107,-0.04855112844803567,1.0,-0.28965821491594684,-0.31447942788148975,0.0
2018-10-02,-0.11092954853167748,-0.5805359727344881,-0.042368924786404596,1.0,-0.2883187823894673,-0.3122227928474719,0.0
2018-10-03,-0.11151617124696205,-0.5841045055150496,-0.04292858478220228,1.0,-0.2876705926341372,-0.3106655449616751,0.0
2018-10-04,-0.10988571697314584,-0.5950242204768846,-0.04232704698302214,1.0,-0.2860132624747213,-0.31822884823402153,0.0
2018-10-05,-0.09863052246505957,-0.5914313854235063,-0.032548541412625455,1.0,-0.29394522089860237,-0.3284401088078041,0.0
2018-10-08,-0.09755754864997776,-0.590028803596937,-0.030887759642179706,1.0,-0.2952017422663513,-0.32805657682130057,0.0
2018-10-09,-0.09564544857973188,-0.5912627730383425,-0.025475766382300553,1.0,-0.2986312927721009,-0.332661479328771,0.0
2018-10-10,-0.09656255125711741,-0.5903882653419875,-0.0266888487944326,1.0,-0.29915411111371465,-0.33041216580359445,0.0
2018-10-11,-0.06506637320310887,-0.5938739482311942,-0.0,1.0,-0.2921108742004264,-0.3416328495769998,0.0
2018-10-12,-0.058556076054009365,-0.599338660788096,-0.0,1.0,-0.294020391292367,-0.3443786166988151,0.0
2018-10-15,-0.021037510715692407,-0.6487106415514006,-0.0,1.0,-0.29394592340307224,-0.35321239081578276,0.0
2018-10-16,-0.016740088105726872,-0.6564804080686297,-0.0,1.0,-0.293090656155808,-0.35226060746580107,0.0
2018-10-17,-0.005638968481375357,-0.6377765042979942,-0.0,1.0,-0.2912550143266476,-0.35761604584527223,0.0
2018-10-18,-0.004815961472308222,-0.6363031762412568,-0.0,1.0,-0.29388831556014217,-0.35830753353973166,0.0
2018-10-19,-0.0,-0.6343361943024105,-0.0,1.0,-0.29168188458729,-0.3566700146092038,0.0
2018-10-22,-0.0,-0.6372920855419485,-0.0,1.0,-0.29128587095594954,-0.3561963078047889,0.0
2018-10-23,-0.00045694441271219356,-0.6381457195732139,-0.0,1.0,-0.2902510909547853,-0.35586830862025637,0.0
2018-10-24,-0.0,-0.6387740653618654,-0.0,1.0,-0.28953799072784164,-0.3554708018361615,0.0
2018-10-25,-0.0,-0.630960733280525,-0.0,1.0,-0.28493832748670367,-0.3473124363471767,0.0
2018-10-26,-0.0,-0.6320418943120764,-0.0,1.0,-0.2860964385300719,-0.3488925664800163,0.0
2018-10-29,-0.0,-0.6350106147522471,-0.0,1.0,-0.27510275983558424,-0.3483445503410271,0.0
2018-10-30,-0.0,-0.6338254972670159,-0.0,1.0,-0.2714159352248758,-0.36279512825746746,0.0
2018-10-31,-0.0,-0.6287335790354308,-0.0,1.0,-0.27085264657336017,-0.3614760214348701,0.0
2018-11-01,-0.0,-0.6382757372896689,-0.0,1.0,-0.26492672335806045,-0.3584222905735481,0.0
2018-11-02,-0.0,-0.6265573253430059,-0.0,1.0,-0.26951584923513644,-0.356838714037894,0.0
2018-11-05,-0.0,-0.6449229517827286,-0.0,1.0,-0.2713181797641105,-0.3432373808125085,0.0
2018-11-06,-0.0,-0.6433836830680173,-0.0,1.0,-0.2725669319826338,-0.3452424023154848,0.0
2018-11-07,-0.0,-0.6437996514496526,-0.0,1.0,-0.27365728900255754,-0.34585700382500056,0.0
2018-11-08,-0.0,-0.6418652803096797,-0.0,1.0,-0.2639929781918844,-0.34472126572592443,0.0
2018-11-09,-0.0,-0.6424418604651163,-0.0,1.0,-0.26615738236884806,-0.34487110149630434,0.0
2018-11-12,-0.0,-0.6320708091836277,-0.0,1.0,-0.2710383250213416,-0.3433751179404233,0.0
2018-11-13,-0.0,-0.6287824689815228,-0.0,1.0,-0.265330714987057,-0.33743193787378384,0.0
2018-11-14,-0.0,-0.628494923574696,-0.0,1.0,-0.26560303469820373,-0.337320093718621,0.0
2018-11-15,-0.0,-0.6289624073577997,-0.0,1.0,-0.265001339405304,-0.33837842664523615,0.0
2018-11-16,-0.0,-0.6364085186598146,-0.0,1.0,-0.26940598281008055,-0.3383003074437288,0.0
2018-11-19,-0.0,-0.6371293800539084,-0.0,1.0,-0.27035040431266844,-0.33870170709793357,0.0
2018-11-20,-0.0,-0.629790278585163,-0.0,1.0,-0.2631131780172607,-0.34293252247015155,0.0
2018-11-21,-0.0,-0.6289200542306581,-0.0,1.0,-0.2615740226257418,-0.33207387815882466,0.0
2018-11-23,-0.0,-0.6170297910182304,-0.0,1.0,-0.27047576700755893,-0.33570475767007557,0.0
2018-11-26,-0.0,-0.619554587482219,-0.0,1.0,-0.2689144736842105,-0.334148293029872,0.0
2018-11-27,-0.0,-0.6196836243427328,-0.0,1.0,-0.26656756816719546,-0.3323719299802542,0.0
2018-11-28,-0.0,-0.6182604836920347,-0.0,1.0,-0.2675615708897271,-0.3329709341025072,0.0
2018-11-29,-0.0,-0.6103077330041443,-0.0,1.0,-0.2619257561061635,-0.3321797019663169,0.0
2018-11-30,-0.0,-0.6106319620602184,-0.0,1.0,-0.2614536230285651,-0.3337156722179332,0.0
2018-12-03,-0.0,-0.6118026842372919,-0.0,1.0,-0.2636257103057908,-0.3356181042297743,0.0
2018-12-04,-0.0,-0.6139367594165802,-0.0,1.0,-0.2590745603389307,-0.333546636068757,0.0
2018-12-06,-0.0,-0.6149850325761578,-0.0,1.0,-0.2550625110054587,-0.3310441979221694,0.0
2018-12-07,-0.0,-0.6177093443924822,-0.0,1.0,-0.2598826436071649,-0.32835524574252184,0.0
2018-12-10,-0.0,-0.6238236261928266,-0.0,1.0,-0.25725567620927936,-0.3126467039596359,0.0
2018-12-11,-0.0,-0.6289692609837367,-0.0,1.0,-0.2501268839508352,-0.3275812608954697,0.0
2018-12-12,-0.0,-0.6290197982651689,-0.0,1.0,-0.24982894475467368,-0.32829364115920284,0.0
