Date,IWF,IWM,MTUM,SPY,USX,VLUE,VXX
2019-02-11,-0.1939813812513531,-1.548098434004474,-0.015371292487551418,-2.160857328426066,1.0,-2.298332972504871,0.0
2019-02-12,-0.1822416302765648,-1.589665211062591,-0.004585152838427948,-2.180494905385735,1.0,-2.3211062590975255,0.0
2019-02-13,-0.1746813441483198,-1.5821263035921203,-0.008907879490150636,-2.1693945538818076,1.0,-2.307140787949015,0.0
2019-02-14,-0.17343227120616908,-1.5886075949367089,-0.0,-2.1828895678742906,1.0,-2.329332169358359,0.0
2019-02-15,-0.1702127659574468,-1.5845963276012824,-0.0,-2.193019527834451,1.0,-2.3386767706208103,0.0
2019-02-19,-0.20621859753877522,-1.5476589237602854,-0.0,-2.1972620694677056,1.0,-2.3305905483142793,0.0
2019-02-20,-0.2104113578449217,-1.546268656716418,-0.0,-2.1976701856570804,1.0,-2.3263924281033854,0.0
2019-02-21,-0.2139683926880781,-1.540237418978953,-0.004151190736290147,-2.1979462530041514,1.0,-2.326560337921492,0.0
2019-02-22,-0.20705487938196926,-1.5408497922891917,-0.024123606151155164,-2.1974345893156477,1.0,-2.31856278696888,0.0
2019-02-25,-0.1963373704946739,-1.5342185903983658,-0.026776594192324532,-2.2072085218152635,1.0,-2.331533634904422,0.0
2019-02-26,-0.19559349237615817,-1.5346173487998833,-0.029255125118552563,-2.2066097614357627,1.0,-2.3294666958488364,0.0
2019-02-27,-0.19578379166970605,-1.5322780655044133,-0.029615581005179085,-2.207090232693851,1.0,-2.3297833540010213,0.0
2019-02-28,-0.19543332360665305,-1.531733294426612,-0.029763641669098336,-2.207251240151736,1.0,-2.3309016632623285,0.0
2019-03-01,-0.1945133518167226,-1.5321027287319424,-0.028527652123157745,-2.2085947760105062,1.0,-2.332263242375602,0.0
2019-03-04,-0.18992700729927006,-1.533941605839416,-0.023284671532846715,-2.2151094890510947,1.0,-2.337007299270073,0.0
2019-03-05,-0.16779761026700102,-1.5617347691399912,-0.0154890101784924,-2.2487830063431185,1.0,-2.3819884938781533,0.0
2019-03-06,-0.1625415589213151,-1.5674916882157368,-0.010195788695973401,-2.255633542667159,1.0,-2.3923162172146286,0.0
2019-03-07,-0.18124170476330928,-1.5084795752838815,-0.028609349653443448,-2.2786462173720694,1.0,-2.376640613478838,0.0
2019-03-08,-0.16701046117577723,-1.5071460144393696,-0.03970826580226904,-2.277221158096361,1.0,-2.375865625460439,0.0
2019-03-11,-0.16816772478960582,-1.5144692160047246,-0.036468330134357005,-2.27993503617304,1.0,-2.383212756533294,0.0
2019-03-12,-0.1475337639459777,-1.498458602466236,-0.03383734586024663,-2.2797269524368757,1.0,-2.380431591309454,0.0
2019-03-13,-0.14729194187582564,-1.4988991633641569,-0.033245266402465876,-2.2792455599589023,1.0,-2.380228974020256,0.0
2019-03-14,-0.1449636857163818,-1.5035580661726946,-0.034773677646540976,-2.2748881226615802,1.0,-2.377961998386032,0.0
2019-03-15,-0.1463360962370718,-1.5014303528203623,-0.036969119049365506,-2.274481038656202,1.0,-2.375926061761901,0.0
2019-03-18,-0.14815629352686752,-1.5050216259805,-0.03496811084231361,-2.27285389634191,1.0,-2.369767612345136,0.0
2019-03-19,-0.14260472649635572,-1.4966502245453874,-0.05367002871236103,-2.2910255466391813,1.0,-2.3780460870205404,0.0
2019-03-20,-0.1259655377302436,-1.5348336304218657,-0.038324420677361845,-2.3273915626856803,1.0,-2.4006238859180034,0.0
2019-03-21,-0.12028231797919763,-1.535661218424963,-0.03328380386329866,-2.3343239227340264,1.0,-2.405943536404161,0.0
2019-03-22,-0.10283214709371294,-1.5298784104389087,-0.051601423487544484,-2.346085409252669,1.0,-2.3835260972716488,0.0
2019-03-25,-0.068449119731171,-1.4270582219300167,-0.10037256191102345,-2.3427569581415733,1.0,-2.3664986485499306,0.0
2019-03-26,-0.06694499377426207,-1.4164652457335383,-0.09580312019336408,-2.355672745916648,1.0,-2.389511462682194,0.0
2019-03-27,-0.07441520467836257,-1.4048245614035086,-0.09371345029239765,-2.3541666666666665,1.0,-2.3828216374269005,0.0
2019-03-28,-0.07173643071078968,-1.4061655343706625,-0.09292132369055446,-2.352399737015121,1.0,-2.381912484476587,0.0
2019-03-29,-0.07037307973664961,-1.4136795903438188,-0.08836869056327726,-2.3585223116313094,1.0,-2.384345281638625,0.0
2019-04-01,-0.06218941829874306,-1.4239257527038878,-0.09025138848289975,-2.3599093832212805,1.0,-2.3715287927506576,0.0
2019-04-02,-0.055782114768424124,-1.4208418293038159,-0.10209729099912612,-2.352315758811535,1.0,-2.3512234197494903,0.0
2019-04-03,-0.05919615552643076,-1.4200524246395807,-0.10113586719091307,-2.3527013251783897,1.0,-2.3481869812145044,0.0
2019-04-04,-0.05587121212121211,-1.4151369463869463,-0.11232517482517482,-2.36261655011655,1.0,-2.338432400932401,0.0
2019-04-05,-0.05472963124908905,-1.4169217315260165,-0.11004226789097799,-2.364232619151727,1.0,-2.3416411601807314,0.0
2019-04-08,-0.05319536544487358,-1.4160897762879838,-0.10901406398017927,-2.3660278364789042,1.0,-2.3427093201195075,0.0
2019-04-09,-0.049905151028746535,-1.4215671968480958,-0.10885743470013133,-2.370786516853933,1.0,-2.344958412374143,0.0
2019-04-10,-0.048510452327190624,-1.4049821545633332,-0.12054774564789861,-2.3765022944132856,1.0,-2.3333090538276644,0.0
2019-04-11,-0.04797262866710345,-1.3976850840794934,-0.12098711509063115,-2.3797772439397247,1.0,-2.3331877411370754,0.0
2019-04-12,-0.048489261012013105,-1.398107025846378,-0.12326174008008738,-2.3791044776119405,1.0,-2.3317073170731706,0.0
2019-04-15,-0.045841519318926,-1.3989667467074147,-0.1265371461835116,-2.3719711853307137,1.0,-2.3331150403841954,0.0
2019-04-16,-0.04674530362603758,-1.3956604048347168,-0.13433813892529492,-2.373088685015291,1.0,-2.3313674093490606,0.0
2019-04-17,-0.047050254916241804,-1.3937363437727603,-0.1512745812090313,-2.375673707210488,1.0,-2.3155863073561544,0.0
2019-04-18,-0.05622402100196893,-1.378764675855028,-0.13731495661051557,-2.383869321082185,1.0,-2.336177349959892,0.0
2019-04-22,-0.05718036612938516,-1.3768507038144555,-0.1381372620523667,-2.3841441178615708,1.0,-2.337028663117205,0.0
2019-04-23,-0.06288757569125264,-1.3747720142992632,-0.1381046180783541,-2.386809659298169,1.0,-2.3329685562121543,0.0
2019-04-24,-0.05380185171684772,-1.3457753153021799,-0.15068892615003282,-2.3898082671138003,1.0,-2.350222351826201,0.0
2019-04-25,-0.046927455845861915,-1.361844986133411,-0.16209312509122756,-2.3884834330754634,1.0,-2.338855641512188,0.0
2019-04-26,-0.030790711346266902,-1.3846266901822457,-0.133450911228689,-2.4128453850676075,1.0,-2.3868312757201644,0.0
2019-04-29,-0.030191728494821126,-1.3791228972305882,-0.13024314993021377,-2.413942554910747,1.0,-2.3923455520458385,0.0
2019-04-30,-0.031075521598589485,-1.380179253599765,-0.13010578900969733,-2.4129444607699093,1.0,-2.392300910960917,0.0
2019-05-01,-0.04843577475156423,-1.3948472580051527,-0.10717703349282297,-2.422083179977917,1.0,-2.3885167464114834,0.0
2019-05-02,-0.05005520794994479,-1.385645933014354,-0.10467427309532573,-2.4194331983805673,1.0,-2.4012513801987487,0.0
2019-05-03,-0.05079879260840756,-1.3835676949127587,-0.10454244275933151,-2.4208937642641537,1.0,-2.4023411617463,0.0
2019-05-06,-0.04490540232505129,-1.3034723805181978,-0.17992553757313273,-2.55345338500114,1.0,-2.5164501177722056,0.0
2019-05-07,-0.03725102630378592,-1.3161015660635549,-0.18785160407480614,-2.548958491713547,1.0,-2.5120875779230656,0.0
2019-05-08,-0.03406087153538252,-1.291216675477683,-0.21939430556604486,-2.5093270900989353,1.0,-2.4983007325730684,0.0
2019-05-09,-0.038060715903942,-1.2875698534964506,-0.22307808488143782,-2.51117655943211,1.0,-2.491844132306298,0.0
2019-05-10,-0.03887966178468972,-1.287709497206704,-0.22693643364034427,-2.509965272535105,1.0,-2.4860335195530725,0.0
