Date,IWF,IWM,MTUM,SNN,SPY,VLUE,VXX
2018-09-24,-0.21941698352344738,-0.44119138149556403,-0.015057034220532318,1.0,-0.43718631178707223,-0.42202788339670466,0.0
2018-09-25,-0.22047942428542472,-0.44007196432191364,-0.01685080072977904,1.0,-0.4361443340766268,-0.42040847354550986,0.0
2018-09-26,-0.2226114326327546,-0.4432937354046096,-0.0202050969641588,1.0,-0.43628794801502696,-0.41593055132500767,0.0
2018-09-27,-0.22453327922077923,-0.4382355925324676,-0.02166193181818182,1.0,-0.4363078327922078,-0.41576197240259744,0.0
2018-09-28,-0.22481544432887696,-0.4381136000405896,-0.02189299576346432,1.0,-0.43628706968720665,-0.41573860321164924,0.0
2018-10-01,-0.22686514085401477,-0.4374222064165417,-0.021490080524297,1.0,-0.43803185409098994,-0.4163639596616455,0.0
2018-10-02,-0.22742050187950827,-0.4324138982017678,-0.023468454739408715,1.0,-0.439017575942294,-0.4175556232855836,0.0
2018-10-03,-0.22767119806886035,-0.4339474018549104,-0.02383432854783382,1.0,-0.43867361199339344,-0.4168466522678186,0.0
2018-10-04,-0.22823463658765847,-0.43281762060818535,-0.024185148489698452,1.0,-0.4391433579757641,-0.41607601046668197,0.0
2018-10-05,-0.22657161702775383,-0.4326449845248364,-0.0206758333756152,1.0,-0.4403064589781318,-0.4167131767212948,0.0
2018-10-08,-0.2257100149476831,-0.43112664994552957,-0.019305312761267766,1.0,-0.44110866205568644,-0.41625497200476297,0.0
2018-10-09,-0.228750539326413,-0.43232405268901797,-0.024770944899875635,1.0,-0.4393543311083475,-0.4128321616202634,0.0
2018-10-10,-0.22888967827057746,-0.4318989140363341,-0.02491626915660205,1.0,-0.4394600629249974,-0.4121587333806962,0.0
2018-10-11,-0.20007433102081268,-0.4252725470763131,-0.0,1.0,-0.43225966303270563,-0.4201189296333003,0.0
2018-10-12,-0.20262654971333366,-0.41860636056255207,-0.0,1.0,-0.42135051697946785,-0.4075807321017298,0.0
2018-10-15,-0.19107797604497678,-0.4274749450012222,-0.0,1.0,-0.41862625274993887,-0.40721095086775844,0.0
2018-10-16,-0.1952790225029996,-0.4230759812923921,-0.0,1.0,-0.42087220548985044,-0.4093880849188276,0.0
2018-10-17,-0.1842162528107546,-0.4020164897603907,-0.0,1.0,-0.41804685799946806,-0.41357382915447666,0.0
2018-10-18,-0.1863666156871313,-0.40851601000169935,-0.0,1.0,-0.4171097031048964,-0.41560459301337604,0.0
2018-10-19,-0.17550075927398945,-0.3991129751488418,-0.0,1.0,-0.4195531130233567,-0.41622676983151347,0.0
2018-10-22,-0.1766553131869459,-0.4057298838080054,-0.0,1.0,-0.41817039882117063,-0.4151025436625842,0.0
2018-10-23,-0.17846101825910538,-0.40575789778765337,-0.0,1.0,-0.41669886967442754,-0.4143077963481789,0.0
2018-10-24,-0.17744662351463625,-0.40141049173992843,-0.0,1.0,-0.4185102888609796,-0.41785817795382085,0.0
2018-10-25,-0.15749069844110583,-0.3734281542881364,-0.0,1.0,-0.42365657231667686,-0.400249611453869,0.0
2018-10-26,-0.1427903606572704,-0.3662669752004301,-0.0,1.0,-0.43262510810368604,-0.3956945515742234,0.0
2018-10-29,-0.13448195576251454,-0.3678696158323632,-0.0,1.0,-0.42887077997671713,-0.39706635622817227,0.0
2018-10-30,-0.13785471320068962,-0.3682027864498393,-0.0,1.0,-0.4290573598620754,-0.3946694003075346,0.0
2018-10-31,-0.14017565406808333,-0.35781985030009494,-0.0,1.0,-0.42752531689569667,-0.3918151692813941,0.0
2018-11-01,-0.13628785773826063,-0.3604936556450866,-0.0,1.0,-0.4270630730758544,-0.3916134111327221,0.0
2018-11-02,-0.132700474644017,-0.46625031226580066,-0.0,1.0,-0.45665750686984763,-0.44251811141643765,0.0
2018-11-05,-0.1254990583804143,-0.49340866290018837,-0.0,1.0,-0.46355304456999374,-0.4285499058380414,0.0
2018-11-06,-0.1258286460425874,-0.49339594214543997,-0.0,1.0,-0.46341402169546003,-0.42843511450381677,0.0
2018-11-07,-0.12643389011873618,-0.49433990742604145,-0.0,1.0,-0.46528476554638765,-0.4295632924129604,0.0
2018-11-08,-0.11530576528826442,-0.4934996749837492,-0.0,1.0,-0.4605480274013701,-0.43077153857692885,0.0
2018-11-09,-0.11614291433146519,-0.49402021617293834,-0.0,1.0,-0.46044335468374703,-0.4313951160928743,0.0
2018-11-12,-0.11565796364180445,-0.48572354804119605,-0.0,1.0,-0.4628562878731204,-0.429465599361612,0.0
2018-11-13,-0.10273616441748173,-0.48275349758573727,-0.0,1.0,-0.4635632041599604,-0.4271140274854525,0.0
2018-11-14,-0.1038266253869969,-0.48220433436532506,-0.0,1.0,-0.4639256965944273,-0.4268235294117647,0.0
2018-11-15,-0.10329474621549421,-0.4829573562877214,-0.0,1.0,-0.4663599485505096,-0.4208964084298012,0.0
2018-11-16,-0.10020490285629645,-0.4758930555212679,-0.0,1.0,-0.466215715802207,-0.42639543782556105,0.0
2018-11-19,-0.10025427703853655,-0.4758930555212679,-0.0,1.0,-0.46619102871108703,-0.42639543782556105,0.0
2018-11-20,-0.08270270270270272,-0.47174447174447176,-0.0,1.0,-0.467936117936118,-0.43459459459459465,0.0
2018-11-21,-0.08665756363991028,-0.4676192333951039,-0.0,1.0,-0.4667414415293085,-0.4172924997561689,0.0
2018-11-23,-0.08715674569333107,-0.46414561048707387,-0.0,1.0,-0.4678735898248093,-0.41746058819229553,0.0
2018-11-26,-0.08678390491036633,-0.4659245908028059,-0.0,1.0,-0.466728371005456,-0.4162850740452066,0.0
2018-11-27,-0.0814796846573681,-0.46741055184960584,-0.0,1.0,-0.4637234687689509,-0.4130988477865373,0.0
2018-11-28,-0.08233667305499623,-0.4649814414982654,-0.0,1.0,-0.464835884621916,-0.41379393998204794,0.0
2018-11-29,-0.06872653768408894,-0.45853787660025025,-0.0,1.0,-0.462965636731158,-0.41613726056405814,0.0
