Date,GOOG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.48906936803190404,-0.33339155241172536,-0.3119378220242774,-0.46910022414345176,-0.3074840625272902,0.0
2018-09-25,1.0,-0.4914568476204336,-0.33174210449716196,-0.31552903507495267,-0.46744287585504296,-0.30461359336341143,0.0
2018-09-26,1.0,-0.49286421622881116,-0.3337799266033669,-0.31834333313916235,-0.4670588920603484,-0.30051843653521293,0.0
2018-09-27,1.0,-0.49353674158611854,-0.33154768836613485,-0.3189414230814021,-0.466926749737976,-0.3003959473622918,0.0
2018-09-28,1.0,-0.49574567282475673,-0.3308176467160091,-0.31866658896206074,-0.4676263185500321,-0.3010664957165336,0.0
2018-10-01,1.0,-0.49602237957863454,-0.33047760585132735,-0.31861759477809837,-0.46778564559839153,-0.30110440889355133,0.0
2018-10-02,1.0,-0.4959785522788203,-0.32949644480708706,-0.31909313439794845,-0.467974122858142,-0.301579438162956,0.0
2018-10-03,1.0,-0.4955710955710956,-0.3219988344988345,-0.3178030303030303,-0.4712121212121212,-0.30713869463869464,0.0
2018-10-04,1.0,-0.49641712787649284,-0.3201281677832799,-0.3180017477424993,-0.472385668511506,-0.30597145353917854,0.0
2018-10-05,1.0,-0.5008457276173812,-0.32178477690288715,-0.3188393117526976,-0.4722076407115778,-0.3026246719160105,0.0
2018-10-08,1.0,-0.5002330459100444,-0.3200302959683058,-0.3174667909578187,-0.47334537403868565,-0.3020274994173852,0.0
2018-10-09,1.0,-0.5005680328585161,-0.3199044539602086,-0.31798188120830784,-0.4730694165282997,-0.3014652334760698,0.0
2018-10-10,1.0,-0.5001894657067071,-0.3211589471536421,-0.3168449587547731,-0.47328533535430084,-0.303349170723176,0.0
2018-10-11,1.0,-0.4911436882578266,-0.3139598513867688,-0.3013450073442585,-0.47032055528354594,-0.30336107830995646,0.0
2018-10-12,1.0,-0.5054672110086504,-0.30722014445998796,-0.30305193136723096,-0.45579124675250515,-0.28340994090273214,0.0
2018-10-15,1.0,-0.5066221384940344,-0.3059599246446309,-0.3031340983045042,-0.4561568761774277,-0.28249700291145746,0.0
2018-10-16,1.0,-0.5077959906333885,-0.3023587869095894,-0.30615683362841967,-0.45636529784682167,-0.28299731566622877,0.0
2018-10-17,1.0,-0.5015286191473701,-0.28488931665062556,-0.30000566155239766,-0.45626450772801896,-0.2880880937553077,0.0
2018-10-18,1.0,-0.5018968348338146,-0.2854028650699281,-0.2996715927750411,-0.45600475624256837,-0.2881207179661401,0.0
2018-10-19,1.0,-0.5013544018058691,-0.2797686230248307,-0.2974887133182844,-0.4571952595936795,-0.2858352144469526,0.0
2018-10-22,1.0,-0.505225988700565,-0.272090395480226,-0.2862146892655367,-0.4669491525423729,-0.29437853107344636,0.0
2018-10-23,1.0,-0.5065100121444912,-0.2716412008924789,-0.28932132064281074,-0.46408902194481316,-0.2927387239811337,0.0
2018-10-24,1.0,-0.5090200728381468,-0.2678072329973744,-0.2835323678044098,-0.46686993591372344,-0.29592614550690266,0.0
2018-10-25,1.0,-0.5022876911059034,-0.25145073094520703,-0.28317152103559873,-0.468362905925678,-0.2845943533087825,0.0
2018-10-26,1.0,-0.5025977653631285,-0.2529050279329609,-0.28430167597765366,-0.46782122905027934,-0.28567039106145253,0.0
2018-10-29,1.0,-0.49913634590739403,-0.2543879199866273,-0.2803811221931242,-0.46542597648632084,-0.28664957931687746,0.0
2018-10-30,1.0,-0.525734569118517,-0.2618531143476914,-0.29205284953658056,-0.46987069329802517,-0.2676282502746711,0.0
2018-10-31,1.0,-0.5275181723779854,-0.25242064494400945,-0.29322780724649883,-0.46844040301984224,-0.264937835031293,0.0
2018-11-01,1.0,-0.5376919825278287,-0.2432295336057489,-0.30243764971114556,-0.4692123432436241,-0.2655488234465267,0.0
2018-11-02,1.0,-0.5481623018995168,-0.21720804765651344,-0.2942564909520063,-0.48507924019332366,-0.2652298527593571,0.0
2018-11-05,1.0,-0.5479629109300366,-0.2177577971340264,-0.29426805282382695,-0.4850800786737847,-0.26470918797415005,0.0
2018-11-06,1.0,-0.5602027883396705,-0.229404309252218,-0.28705816082241936,-0.48238276299112803,-0.25748486128714265,0.0
2018-11-07,1.0,-0.5615326059375794,-0.23022921424342382,-0.2848966703318391,-0.4841692745778003,-0.2585356226564042,0.0
2018-11-08,1.0,-0.5589674371520162,-0.2295427703728699,-0.2814802317080029,-0.48301557842641024,-0.25898430909397674,0.0
2018-11-09,1.0,-0.5596882649185493,-0.2301719044537602,-0.28092732746251015,-0.48293616183214694,-0.2597417212953324,0.0
2018-11-12,1.0,-0.560113432165319,-0.22383198562443846,-0.28088499550763707,-0.4848663522012579,-0.25803009883198563,0.0
2018-11-13,1.0,-0.5578900312919087,-0.21907130084935178,-0.2749217702279839,-0.48767881090746534,-0.254358515869468,0.0
2018-11-14,1.0,-0.5579985472425546,-0.21891937196178132,-0.274934346538526,-0.48765156171425383,-0.25426049058501426,0.0
2018-11-15,1.0,-0.5596994077550564,-0.22200804559168621,-0.2722371214660856,-0.49430103922225943,-0.24539054642976868,0.0
2018-11-16,1.0,-0.5592704318194514,-0.22169152561309421,-0.27221942908217417,-0.49405061169767056,-0.24588011842913804,0.0
2018-11-19,1.0,-0.5592481916943615,-0.22110201915826516,-0.27408048705560367,-0.4928924511966934,-0.2453989443404921,0.0
2018-11-20,1.0,-0.5593617496094622,-0.21898013836197278,-0.27134010265565717,-0.4944487837536264,-0.24539723276054454,0.0
2018-11-21,1.0,-0.567834456741838,-0.21408560095420376,-0.2788826939613326,-0.4952705888879642,-0.21780255748800312,0.0
2018-11-23,1.0,-0.5677820320736917,-0.2152488763109705,-0.2785638976749348,-0.49497808112757335,-0.217967926308196,0.0
2018-11-26,1.0,-0.5679276178845993,-0.21431545058421914,-0.27873220282534483,-0.49576753351280844,-0.21867280952513113,0.0
2018-11-27,1.0,-0.5678348801773099,-0.21454495082421388,-0.27604931430946117,-0.4951101260562405,-0.21692755229256128,0.0
2018-11-28,1.0,-0.5670528883468233,-0.2202572347266881,-0.2746978600731788,-0.4935136933141146,-0.21637653841889345,0.0
