Date,BMRC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23756960366852276,-0.9904683917458237,-0.0,-0.5163445791025221,-0.5310841794955781,0.0
2018-09-25,1.0,-0.23630103295622232,-0.9921298573536645,-0.0,-0.5176914248237416,-0.5331037875061485,0.0
2018-09-26,1.0,-0.23546778637974017,-0.9917989765122687,-0.0,-0.5180750557669597,-0.535034772339588,0.0
2018-09-27,1.0,-0.23512031778339518,-0.9938610025934802,-0.0,-0.5184334066511277,-0.5354715866189554,0.0
2018-09-28,1.0,-0.2347186658787998,-0.9941238264066705,-0.0,-0.5184163876304905,-0.5355196638434772,0.0
2018-10-01,1.0,-0.23468181519669012,-0.9947133381493399,-0.0,-0.5184212254547843,-0.5358245222302489,0.0
2018-10-02,1.0,-0.23437962202136398,-1.0007559572719802,-0.0,-0.5171733771569432,-0.5344617912900576,0.0
2018-10-03,1.0,-0.2341075593810572,-0.9971746772232991,-0.0,-0.517921088077795,-0.5360557179933638,0.0
2018-10-04,1.0,-0.23431594860166288,-0.9976009727562523,-0.0,-0.5177297972329029,-0.5366919714745801,0.0
2018-10-05,1.0,-0.21080637214649367,-0.9913943176219412,-0.0,-0.5296436196419774,-0.5528001313844638,0.0
2018-10-08,1.0,-0.20763809211604653,-0.9880675299131291,-0.0,-0.5310932633994427,-0.5513522373381413,0.0
2018-10-09,1.0,-0.20868852459016393,-0.9887540983606558,-0.0,-0.5307868852459017,-0.5504918032786885,0.0
2018-10-10,1.0,-0.2115914458147468,-0.9881264759905536,-0.0,-0.5329637890317502,-0.547264497507216,0.0
2018-10-11,1.0,-0.15148038372055966,-0.9811326768014789,-0.0,-0.507473627179144,-0.5469611498868598,0.0
2018-10-12,1.0,-0.14358108108108109,-0.9882712901580827,-0.0,-0.5078085160632331,-0.5474885262621112,0.0
2018-10-15,1.0,-0.12731665448071972,-1.0015894713418316,-0.0,-0.5035127316654481,-0.5465556156022506,0.0
2018-10-16,1.0,-0.12068526302381864,-1.015157304801936,-0.0,-0.5028021908037194,-0.5456948159470131,0.0
2018-10-17,1.0,-0.09601512049141597,-0.9772562608284769,-0.0,-0.508017010552843,-0.5688139864545598,0.0
2018-10-18,1.0,-0.09503845668894212,-0.9755705459588954,-0.0,-0.511663094187366,-0.569915521371832,0.0
2018-10-19,1.0,-0.07878768922807457,-0.9687851870386589,-0.0,-0.5115100713123983,-0.5686538220943326,0.0
2018-10-22,1.0,-0.07909957792715334,-0.9631702360481476,-0.0,-0.513647022041582,-0.570548694700641,0.0
2018-10-23,1.0,-0.0785515494543294,-0.9633196785390412,-0.0,-0.5142749929641327,-0.5709371775227492,0.0
2018-10-24,1.0,-0.07992412266835282,-0.9643692696806829,-0.0,-0.5282010749288649,-0.5890294024660132,0.0
2018-10-25,1.0,-0.04504753143207605,-0.9249003373198404,-0.0,-0.5355719104569151,-0.5610242256976388,0.0
2018-10-26,1.0,-0.04051705740678638,-0.9172891070394195,-0.0,-0.5347397945184598,-0.556111094173958,0.0
2018-10-29,1.0,-0.022539740322776364,-0.9251001092100474,-0.0,-0.5264227642276422,-0.5595498119160296,0.0
2018-10-30,1.0,-0.004103592923581981,-0.9280807343911484,-0.0,-0.5299714268344581,-0.577573104748009,0.0
2018-10-31,1.0,-0.006704922983992752,-0.9135608577469043,-0.0,-0.5270009060706735,-0.5729688915735427,0.0
2018-11-01,1.0,-0.0015991310382282833,-0.9168451860121292,-0.0,-0.526234800712066,-0.5725492562532059,0.0
2018-11-02,1.0,-0.016696011171149293,-0.8786958897456135,-0.0,-0.5615627466456196,-0.5786837471920345,0.0
2018-11-05,1.0,-0.00731070496083551,-0.9254185225003839,-0.0,-0.5772385194286592,-0.5617570265704193,0.0
2018-11-06,1.0,-0.01525496709109922,-0.9327366672817863,-0.0,-0.573168481269607,-0.5544380882081565,0.0
2018-11-07,1.0,-0.015255436287023654,-0.932765355396303,-0.0,-0.5731861101713162,-0.554455141020515,0.0
2018-11-08,1.0,-0.0,-0.940223892041098,-0.0,-0.5607728875939273,-0.565986811838675,0.0
2018-11-09,1.0,-0.0,-0.9403768258254572,-0.0,-0.5623542408248435,-0.5659138333128759,0.0
2018-11-12,1.0,-0.0,-0.9360855051603222,-0.0,-0.5623373043824458,-0.5640829326554987,0.0
2018-11-13,1.0,-0.0,-0.9299279832264731,-0.0,-0.554589929806436,-0.5541645142666141,0.0
2018-11-14,1.0,-0.0,-0.9295047098146461,-0.0,-0.5550592525068369,-0.554056517775752,0.0
2018-11-15,1.0,-0.0,-0.9296253567308277,-0.0,-0.554799927135831,-0.5515817596696825,0.0
2018-11-16,1.0,-0.0,-0.9241093068347068,-0.0,-0.5527750848279206,-0.5527144934561319,0.0
2018-11-19,1.0,-0.0,-0.9242516058659556,-0.0,-0.5529632771785238,-0.5527511816749485,0.0
2018-11-20,1.0,-0.0,-0.9172347228087108,-0.0,-0.545273571816372,-0.5537190082644627,0.0
2018-11-21,1.0,-0.0,-0.9148425787106446,-0.0,-0.5416491754122938,-0.5419790104947526,0.0
2018-11-23,1.0,-0.0,-0.9042769857433809,-0.0,-0.5471127351144124,-0.5436983347310411,0.0
2018-11-26,1.0,-0.0,-0.9269530541961212,-0.0,-0.5496948824844421,-0.5443477735484261,0.0
2018-11-27,1.0,-0.0,-0.9292008782219014,-0.0,-0.5413095130680622,-0.5371289362086078,0.0
2018-11-28,1.0,-0.0,-0.9435629826254827,-0.0,-0.5373733108108109,-0.535472972972973,0.0
2018-11-29,1.0,-0.0,-0.9372240410897185,-0.0,-0.5327846694500346,-0.5336256870813685,0.0
2018-11-30,1.0,-0.0,-0.9374361746861296,-0.0,-0.5326184898179852,-0.5334895176308043,0.0
2018-12-03,1.0,-0.0,-0.9372673790370992,-0.0,-0.5316964821707287,-0.5325969504142153,0.0
2018-12-04,1.0,-0.0,-0.9400862327085455,-0.0,-0.5249416132702557,-0.5291634229594586,0.0
2018-12-06,1.0,-0.0,-0.9354934778724164,-0.0,-0.5200131038179759,-0.5226338674131872,0.0
2018-12-07,1.0,-0.0,-0.9373842938190505,-0.0,-0.5203642878471186,-0.5282472379814871,0.0
2018-12-10,1.0,-0.0,-0.9428097312353692,-0.0,-0.5143271994547663,-0.5060894301715708,0.0
2018-12-11,1.0,-0.0,-0.9423202323789198,-0.0,-0.51935502993657,-0.5023415733001363,0.0
2018-12-12,1.0,-0.0,-0.9422295995494561,-0.0,-0.5194593473041468,-0.5024157453241249,0.0
2018-12-13,1.0,-0.0,-0.9475672138948371,-0.0,-0.5198072805139187,-0.5066916488222698,0.0
2018-12-14,1.0,-0.0,-0.9637031726115791,-0.0,-0.5144291091593476,-0.5092609189221486,0.0
2018-12-17,1.0,-0.0,-0.9622585261149534,-0.0,-0.4922787979966611,-0.5265919389458621,0.0
2018-12-18,1.0,-0.0,-0.9501674917736341,-0.0,-0.48507396318145435,-0.5291850709987252,0.0
2018-12-19,1.0,-0.0,-0.9503335804299482,-0.0,-0.48554484803558196,-0.529310600444774,0.0
2018-12-20,1.0,-0.0,-0.9439009251322673,-0.0,-0.48562054798569443,-0.5262022285933851,0.0
2018-12-21,1.0,-0.0,-0.9476566179934056,-0.0,-0.4892251530852567,-0.5070654733867169,0.0
2018-12-24,1.0,-0.0,-0.9274226562956898,-0.0,-0.47736709749108136,-0.5193578571846307,0.0
2018-12-26,1.0,-0.0,-0.9335826520554298,-0.0,-0.45773177943990256,-0.5077694671537079,0.0
2018-12-27,1.0,-0.0,-0.8978476542794686,-0.0,-0.3972030715767053,-0.5074827644190347,0.0
2018-12-28,1.0,-0.0,-0.9028894930074829,-0.0,-0.3954205319357641,-0.5043020094728287,0.0
2018-12-31,1.0,-0.0,-0.9285307679171174,-0.0,-0.40570387658678203,-0.512011157283543,0.0
2019-01-02,1.0,-0.0,-0.9281731808613529,-0.0,-0.4045627809068669,-0.5118905387722592,0.0
2019-01-03,1.0,-0.0,-0.9274950241683252,-0.0,-0.41094682968439006,-0.5048905317031561,0.0
2019-01-04,1.0,-0.0,-0.9349623421484795,-0.0,-0.3857239934311116,-0.5107310719746305,0.0
2019-01-07,1.0,-0.0,-0.9134767963029983,-0.0,-0.3763815038556833,-0.49402856267921275,0.0
2019-01-08,1.0,-0.0,-0.8944390243902439,-0.0,-0.39824390243902436,-0.494773519163763,0.0
2019-01-09,1.0,-0.0,-0.8846796192172799,-0.0,-0.39809608639982186,-0.5007515448421755,0.0
2019-01-10,1.0,-0.0,-0.8815474533815754,-0.0,-0.40200389646534934,-0.499610353465071,0.0
2019-01-11,1.0,-0.0,-0.8686550522648084,-0.0,-0.4066620209059233,-0.5121393728222996,0.0
2019-01-14,1.0,-0.0,-0.8666536509176103,-0.0,-0.4082668600435098,-0.5141685725442071,0.0
2019-01-15,1.0,-0.0,-0.8626815642458101,-0.0,-0.4066201117318436,-0.5239944134078213,0.0
2019-01-16,1.0,-0.0,-0.8614723447005637,-0.0,-0.4016018306636156,-0.5275715800636267,0.0
2019-01-17,1.0,-0.0,-0.8698514990193331,-0.0,-0.40268982908377693,-0.5293639674978985,0.0
2019-01-18,1.0,-0.0,-0.8582757160999013,-0.0,-0.41114717087625224,-0.5526174686044871,0.0
