Date,HMLP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.32475280158206987,-0.7848055372445616,-0.0,-0.606493078444298,-0.5799274884640738,0.0
2018-09-25,1.0,-0.32357503547971883,-0.7867586388989737,-0.0,-0.6080068649130335,-0.5820654147001552,0.0
2018-09-26,1.0,-0.32635126205894016,-0.7899101361173516,-0.0,-0.6087947667503634,-0.5787630500858993,0.0
2018-09-27,1.0,-0.3258676018129487,-0.7933635491448043,-0.0,-0.6095212889138849,-0.5795480861481458,0.0
2018-09-28,1.0,-0.3265501952220237,-0.7930315664085765,-0.0,-0.6095890410958904,-0.5796770564489445,0.0
2018-10-01,1.0,-0.3263353091161959,-0.794827643299447,-0.0,-0.6097884035895229,-0.5804165700851022,0.0
2018-10-02,1.0,-0.32799205429564643,-0.7886442641946698,-0.0,-0.6116536997185896,-0.5823870220162225,0.0
2018-10-03,1.0,-0.3288270377733598,-0.7915838303512259,-0.0,-0.6114645460569914,-0.5815440689198145,0.0
2018-10-04,1.0,-0.3311148637462336,-0.7871262540975464,-0.0,-0.6140194033310155,-0.5788550048011656,0.0
2018-10-05,1.0,-0.3118488724779111,-0.7773638401687987,-0.0,-0.6200712119214031,-0.5875972570222867,0.0
2018-10-08,1.0,-0.30822188549970353,-0.7737334475261874,-0.0,-0.6248764740760261,-0.5871928322023848,0.0
2018-10-09,1.0,-0.31520697743566023,-0.7778254980342925,-0.0,-0.6255244639730417,-0.5851531269615778,0.0
2018-10-10,1.0,-0.31813074228303256,-0.7770506973362415,-0.0,-0.6277348139335052,-0.5819948443386873,0.0
2018-10-11,1.0,-0.25619412515964246,-0.7572158365261814,-0.0,-0.599808429118774,-0.5796296296296297,0.0
2018-10-12,1.0,-0.26381237210766567,-0.7496615772076185,-0.0,-0.5791279710373053,-0.5555170785455691,0.0
2018-10-15,1.0,-0.24487618091083144,-0.7647280374125106,-0.0,-0.5744326920059006,-0.5545965286714164,0.0
2018-10-16,1.0,-0.23980777687040644,-0.7740750047113513,-0.0,-0.5734342609460393,-0.5535523588165087,0.0
2018-10-17,1.0,-0.21736715423069802,-0.7336604332531013,-0.0,-0.5700487564031352,-0.5647410973276553,0.0
2018-10-18,1.0,-0.21738727895565227,-0.7340986945653181,-0.0,-0.5698855044286023,-0.5647933833287042,0.0
2018-10-19,1.0,-0.20101547684590446,-0.7219061601517098,-0.0,-0.5716339389490426,-0.5640790359087294,0.0
2018-10-22,1.0,-0.20168402937832272,-0.7098122368704096,-0.0,-0.5851080175778249,-0.5764420269813466,0.0
2018-10-23,1.0,-0.20200344149459196,-0.7097468043264503,-0.0,-0.5847775319567355,-0.5762352507374631,0.0
2018-10-24,1.0,-0.20000613704010556,-0.7068335941575378,-0.0,-0.5847371812574795,-0.576943140323422,0.0
2018-10-25,1.0,-0.16471495063887817,-0.6600456553318905,-0.0,-0.5936971924935519,-0.5461741424802111,0.0
2018-10-26,1.0,-0.14850092318513525,-0.6470208962222678,-0.0,-0.5980481228568916,-0.5371765188593535,0.0
2018-10-29,1.0,-0.13060962816179042,-0.6530189998834363,-0.0,-0.5896666278120993,-0.5407972957221121,0.0
2018-10-30,1.0,-0.12662763261382506,-0.6528590987211979,-0.0,-0.5896181071397362,-0.543884179556643,0.0
2018-10-31,1.0,-0.12851975112140065,-0.6403125452177688,-0.0,-0.5859644045724207,-0.5391694400231515,0.0
2018-11-01,1.0,-0.1296065773094404,-0.6398112497466926,-0.0,-0.5861679645659034,-0.5393277943432823,0.0
2018-11-02,1.0,-0.1347387190474821,-0.6138448707256046,-0.0,-0.5930516809985332,-0.5343245808288516,0.0
2018-11-05,1.0,-0.13271817868230423,-0.6190352995285731,-0.0,-0.593193055076463,-0.5295791652293894,0.0
2018-11-06,1.0,-0.14085764478875676,-0.6273363476658123,-0.0,-0.5893787979149268,-0.5223626990755408,0.0
2018-11-07,1.0,-0.1404685161735927,-0.6270864510187637,-0.0,-0.5884079659260965,-0.5219005410383332,0.0
2018-11-08,1.0,-0.11363441841887535,-0.629625402984223,-0.0,-0.5805825796696242,-0.5291432484094605,0.0
2018-11-09,1.0,-0.11504829399325599,-0.6310224609933132,-0.0,-0.5809281591129908,-0.5306052466137052,0.0
2018-11-12,1.0,-0.11428733964786529,-0.618824131751856,-0.0,-0.5838382114514891,-0.5274625252439059,0.0
2018-11-13,1.0,-0.09247887323943661,-0.6143943661971831,-0.0,-0.5859718309859155,-0.5240281690140846,0.0
2018-11-14,1.0,-0.09090137497878119,-0.6199569965484072,-0.0,-0.5898545804334295,-0.5284614949357778,0.0
2018-11-15,1.0,-0.09006693591662666,-0.62027282740701,-0.0,-0.5918321235913802,-0.5221001496879148,0.0
2018-11-16,1.0,-0.09035736464743407,-0.6190933212894484,-0.0,-0.5911477445943657,-0.5221870942245808,0.0
2018-11-19,1.0,-0.09094244827683536,-0.6188150949786898,-0.0,-0.5907589827542409,-0.5220299754438454,0.0
2018-11-20,1.0,-0.06880978428567422,-0.613004572358271,-0.0,-0.5921063704451738,-0.5312070464809673,0.0
2018-11-21,1.0,-0.06898665403583071,-0.6085369591262433,-0.0,-0.589284221671171,-0.519405979214845,0.0
2018-11-23,1.0,-0.07205062865783653,-0.5904903251099102,-0.0,-0.6086639970877321,-0.5290526728459019,0.0
2018-11-26,1.0,-0.07345938178026995,-0.5891684747386514,-0.0,-0.6177970638789484,-0.537377779030122,0.0
2018-11-27,1.0,-0.06529113285301785,-0.5917692242998513,-0.0,-0.6135796585461579,-0.5327577023352302,0.0
2018-11-28,1.0,-0.0730555950518982,-0.5769941703398265,-0.0,-0.6411204322479739,-0.5525664723446608,0.0
2018-11-29,1.0,-0.0519732403867776,-0.5662806386327861,-0.0,-0.6372835619518776,-0.5553463008769957,0.0
2018-11-30,1.0,-0.05430577446625592,-0.58693222524717,-0.0,-0.6637340593208196,-0.5607393609399628,0.0
2018-12-03,1.0,-0.0512585287540852,-0.5891577317814345,-0.0,-0.6650708101599678,-0.5613496932515337,0.0
2018-12-04,1.0,-0.04991547035731683,-0.5892718989082781,-0.0,-0.6651193443938221,-0.5611049027192756,0.0
2018-12-06,1.0,-0.0438896774373104,-0.5352481144415685,-0.0,-0.666694497787426,-0.5372797862569926,0.0
2018-12-07,1.0,-0.043635554071353035,-0.5352312573050593,-0.0,-0.6669727834362998,-0.5370679579228586,0.0
2018-12-10,1.0,-0.023895388850653818,-0.5365450791465932,-0.0,-0.6678871300757054,-0.5245973847212664,0.0
2018-12-11,1.0,-0.027528491989208828,-0.5353190552221548,-0.0,-0.6685844849419148,-0.5213896382756152,0.0
2018-12-12,1.0,-0.027611837577426017,-0.5353337921541638,-0.0,-0.6684377150722642,-0.5215416379903648,0.0
2018-12-13,1.0,-0.028024004845014588,-0.5351814127622089,-0.0,-0.6681990860540659,-0.5214446952595937,0.0
2018-12-14,1.0,-0.03303600925008259,-0.5216936460742209,-0.0,-0.6764673494108578,-0.5217762360973461,0.0
2018-12-17,1.0,-0.02534770800757139,-0.5202315310125367,-0.0,-0.6706718239925383,-0.52700737936521,0.0
2018-12-18,1.0,-0.02829004268615908,-0.5385988896018749,-0.0,-0.6876098540858745,-0.5354183522584605,0.0
2018-12-19,1.0,-0.011609885310113564,-0.5520049595626567,-0.0,-0.7067094992532477,-0.5476089835714487,0.0
2018-12-20,1.0,-0.011469111914977147,-0.5431704102520962,-0.0,-0.7066543282577606,-0.5428899918678669,0.0
2018-12-21,1.0,-0.008608602994784364,-0.5435477539117268,-0.0,-0.7086815097302451,-0.543267343390724,0.0
2018-12-24,1.0,-0.0,-0.5165724888251665,-0.0,-0.7099603609682044,-0.5847460009558347,0.0
2018-12-26,1.0,-0.0,-0.5171422992161129,-0.0,-0.6966552291684102,-0.5758361927078974,0.0
2018-12-27,1.0,-0.0,-0.48601935988351713,-0.0,-0.640817537142395,-0.5695257098174563,0.0
2018-12-28,1.0,-0.0,-0.5009230100988163,-0.0,-0.6443967857530676,-0.5694157889021608,0.0
2018-12-31,1.0,-0.0,-0.527047529723318,-0.0,-0.6541888499627596,-0.57730821218725,0.0
2019-01-02,1.0,-0.0,-0.5288424312814557,-0.0,-0.6529782644765223,-0.5835130800287595,0.0
2019-01-03,1.0,-0.0,-0.5366438833868044,-0.0,-0.6448598130841121,-0.6082856744315804,0.0
2019-01-04,1.0,-0.0,-0.5509634180396538,-0.0,-0.6185702317788329,-0.6229824071488412,0.0
2019-01-07,1.0,-0.0,-0.5418502202643172,-0.0,-0.613165987864683,-0.6155764275621312,0.0
2019-01-08,1.0,-0.0,-0.531652568142865,-0.0,-0.6194504340133797,-0.6133134295350251,0.0
2019-01-09,1.0,-0.0,-0.5245087215720909,-0.0,-0.6186244204018547,-0.6168580260543167,0.0
2019-01-10,1.0,-0.0,-0.5225761963867053,-0.0,-0.6199420769549028,-0.6157219693835334,0.0
2019-01-11,1.0,-0.0,-0.5095566066439853,-0.0,-0.6263104030094321,-0.6301551738444942,0.0
2019-01-14,1.0,-0.0,-0.5183776580978291,-0.0,-0.6381378046749209,-0.619538060074399,0.0
2019-01-15,1.0,-0.0,-0.516557945870923,-0.0,-0.6381401804302568,-0.6211519777931991,0.0
2019-01-16,1.0,-0.0,-0.5167498613422075,-0.0,-0.6257903494176373,-0.6306433721575153,0.0
2019-01-17,1.0,-0.0,-0.5248400556328233,-0.0,-0.6258136300417246,-0.6309596662030599,0.0
2019-01-18,1.0,-0.0,-0.524328412560576,-0.0,-0.6297655396509706,-0.6471049609232752,0.0
2019-01-22,1.0,-0.0,-0.48651870352500426,-0.0,-0.6899869444286768,-0.6616620309927911,0.0
2019-01-23,1.0,-0.0,-0.4647214401501578,-0.0,-0.698063305178739,-0.6811136706196854,0.0
2019-01-24,1.0,-0.0,-0.46799362150464147,-0.0,-0.696252633976878,-0.683324790705621,0.0
2019-01-25,1.0,-0.0,-0.4178236723359944,-0.0,-0.768136063866713,-0.7065255119750087,0.0
2019-01-28,1.0,-0.0,-0.39288085683766855,-0.0,-0.7976558214729063,-0.6963826900314675,0.0
2019-01-29,1.0,-0.0,-0.40397899183650166,-0.0,-0.7639435976479991,-0.6864759947479592,0.0
2019-01-30,1.0,-0.0,-0.39725910793326524,-0.0,-0.7494892747701737,-0.6906423788446261,0.0
2019-01-31,1.0,-0.0,-0.4024455982069396,-0.0,-0.7177915850994411,-0.7168837064147303,0.0
2019-02-01,1.0,-0.0,-0.4067588061922339,-0.0,-0.7403210576015109,-0.7143960855009014,0.0
2019-02-04,1.0,-0.0,-0.4180339563418462,-0.0,-0.7414181766300472,-0.6940219717506064,0.0
2019-02-05,1.0,-0.0,-0.416992605704171,-0.0,-0.7383161561081452,-0.6996317126787905,0.0
2019-02-06,1.0,-0.0,-0.4163264140707535,-0.0,-0.7382291636924307,-0.7007109613682437,0.0
2019-02-07,1.0,-0.0,-0.4135696751726894,-0.0,-0.7384540731860478,-0.7023462921733173,0.0
2019-02-08,1.0,-0.0,-0.40515543375867086,-0.0,-0.7483657332077303,-0.7010647712026491,0.0
2019-02-11,1.0,-0.0,-0.4027849259449877,-0.0,-0.7540172699719792,-0.702464688053983,0.0
2019-02-12,1.0,-0.0,-0.4022200550711335,-0.0,-0.7647430013767784,-0.7013251491509866,0.0
2019-02-13,1.0,-0.0,-0.4174904725063755,-0.0,-0.7575575231381988,-0.6903922748502822,0.0
2019-02-14,1.0,-0.0,-0.39580877914163337,-0.0,-0.7754620979101389,-0.7033949463880185,0.0
2019-02-15,1.0,-0.0,-0.42651088994663205,-0.0,-0.7645175248810038,-0.6937256598874946,0.0
2019-02-19,1.0,-0.0,-0.41058667588750575,-0.0,-0.7798524665744582,-0.6911018902720147,0.0
2019-02-20,1.0,-0.0,-0.4202408803396586,-0.0,-0.7842185830228461,-0.6837940097622968,0.0
2019-02-21,1.0,-0.0,-0.4175475076532085,-0.0,-0.7855079997689597,-0.6849766071738,0.0
2019-02-22,1.0,-0.0,-0.41997113997114005,-0.0,-0.783001443001443,-0.6830303030303031,0.0
2019-02-25,1.0,-0.0,-0.4103954081632653,-0.0,-0.7955705009276438,-0.6929209183673469,0.0
2019-02-26,1.0,-0.0,-0.4101374470799745,-0.0,-0.7949892710085252,-0.6946007075334919,0.0
2019-02-27,1.0,-0.0,-0.40260117285025837,-0.0,-0.8055507170643906,-0.6949428090344307,0.0
2019-02-28,1.0,-0.0,-0.3983221863468634,-0.0,-0.795145295202952,-0.6893738468634686,0.0
2019-03-01,1.0,-0.0,-0.39767160394213596,-0.0,-0.7990605728776439,-0.6849461126159876,0.0
2019-03-04,1.0,-0.0,-0.3926307905047246,-0.0,-0.7865291541829915,-0.7016881769993086,0.0
2019-03-05,1.0,-0.0,-0.3851399959713389,-0.0,-0.7991424707202671,-0.6933037898189981,0.0
2019-03-06,1.0,-0.0,-0.38409986481433545,-0.0,-0.803635631489631,-0.6885552391635746,0.0
2019-03-07,1.0,-0.0,-0.35050334126824795,-0.0,-0.8328218659477444,-0.6846875268878883,0.0
2019-03-08,1.0,-0.0,-0.33860933476084376,-0.0,-0.8644636708238086,-0.69052923985069,0.0
2019-03-11,1.0,-0.0,-0.334627397180303,-0.0,-0.8572929741089933,-0.7270206369129281,0.0
2019-03-12,1.0,-0.0,-0.27150537634408606,-0.0,-0.8608870967741936,-0.7895628798503974,0.0
2019-03-13,1.0,-0.0,-0.28021750694485487,-0.0,-0.8827353862521425,-0.792334062296826,0.0
2019-03-14,1.0,-0.0,-0.2886233888529221,-0.0,-0.8643105173327056,-0.7897710552645518,0.0
2019-03-15,1.0,-0.0,-0.29264102041410645,-0.0,-0.8525000728035179,-0.7670287428288536,0.0
2019-03-18,1.0,-0.0,-0.31266625741763865,-0.0,-0.8436084071443187,-0.7669619106083194,0.0
2019-03-19,1.0,-0.0,-0.31877536615493207,-0.0,-0.8423916240221164,-0.7798070701723429,0.0
2019-03-20,1.0,-0.0,-0.32203688994793045,-0.0,-0.8327008501750359,-0.7870738093136822,0.0
2019-03-21,1.0,-0.0,-0.3202372562837679,-0.0,-0.8407329105003525,-0.775369978858351,0.0
2019-03-22,1.0,-0.0,-0.30789080139577163,-0.0,-0.8674603407324868,-0.756942204498138,0.0
2019-03-25,1.0,-0.0,-0.2656758012076173,-0.0,-0.8810090571295865,-0.7562412912215514,0.0
2019-03-26,1.0,-0.0,-0.2769572070757196,-0.0,-0.8783641777103158,-0.763704828069356,0.0
2019-03-27,1.0,-0.0,-0.2536392220798882,-0.0,-0.8913182718062186,-0.7664201700244555,0.0
2019-03-28,1.0,-0.0,-0.24812949430842235,-0.0,-0.8790648927188563,-0.7840985181519112,0.0
2019-03-29,1.0,-0.0,-0.24303392051244724,-0.0,-0.8800407628475762,-0.7885864026787015,0.0
2019-04-01,1.0,-0.0,-0.24314399790166993,-0.0,-0.8799580333984204,-0.7912453006149274,0.0
2019-04-02,1.0,-0.0,-0.2681977764774722,-0.0,-0.92571679344646,-0.7317729666471621,0.0
2019-04-03,1.0,-0.0,-0.2676147192493769,-0.0,-0.942031960123149,-0.7224453892391145,0.0
2019-04-04,1.0,-0.0,-0.26557867856409056,-0.0,-0.9511872963691332,-0.7184830784584226,0.0
2019-04-05,1.0,-0.0,-0.25072501977326656,-0.0,-0.9487945630840438,-0.7298825321498666,0.0
2019-04-08,1.0,-0.0,-0.24079336712272578,-0.0,-0.9551167491870037,-0.733776697038057,0.0
2019-04-09,1.0,-0.0,-0.23865205511649087,-0.0,-0.969621294473661,-0.7297059082762876,0.0
2019-04-10,1.0,-0.0,-0.22927917351490956,-0.0,-0.9730277060342802,-0.7326543789621976,0.0
2019-04-11,1.0,-0.0,-0.22133114792483757,-0.0,-0.9990341274951706,-0.7065211028507873,0.0
2019-04-12,1.0,-0.0,-0.2235954071347182,-0.0,-0.9927250416337979,-0.7053495778186811,0.0
2019-04-15,1.0,-0.0,-0.22565029744546833,-0.0,-0.981482561530386,-0.7089700221626035,0.0
2019-04-16,1.0,-0.0,-0.2289212827988338,-0.0,-0.9801166180758016,-0.7064431486880466,0.0
2019-04-17,1.0,-0.0,-0.2304733038004197,-0.0,-0.9787537887619493,-0.7051760317090231,0.0
2019-04-18,1.0,-0.0,-0.24711248866925933,-0.0,-0.9827480335682329,-0.6941723442205913,0.0
2019-04-22,1.0,-0.0,-0.24911292923961176,-0.0,-0.9856602445676079,-0.6976921497903288,0.0
2019-04-23,1.0,-0.0,-0.25839103391620705,-0.0,-0.99674333998357,-0.6787935688299496,0.0
2019-04-24,1.0,-0.0,-0.23781790511867482,-0.0,-1.0006438584682023,-0.6881383710380755,0.0
2019-04-25,1.0,-0.0,-0.23626454127230637,-0.0,-1.0075599964837225,-0.6864066574852756,0.0
2019-04-26,1.0,-0.0,-0.22340050525821045,-0.0,-1.0371012278949532,-0.6770460019975324,0.0
2019-04-29,1.0,-0.0,-0.2196940782713367,-0.0,-1.036170400164411,-0.6800446258183847,0.0
2019-04-30,1.0,-0.0,-0.2207689142319675,-0.0,-1.0344776909058844,-0.6840279818940685,0.0
2019-05-01,1.0,-0.0,-0.22953427401537693,-0.0,-1.041122926915486,-0.6751112027572392,0.0
2019-05-02,1.0,-0.0,-0.22954779790838123,-0.0,-1.0381204890263662,-0.6782736780085433,0.0
2019-05-03,1.0,-0.0,-0.22213724740418272,-0.0,-1.0417683913286466,-0.6775303703267935,0.0
2019-05-06,1.0,-0.0,-0.1779198140615921,-0.0,-1.0223416618245205,-0.7050261475886113,0.0
2019-05-07,1.0,-0.0,-0.18404430215453838,-0.0,-1.0099795217905454,-0.6902310288137059,0.0
2019-05-08,1.0,-0.0,-0.1824949179717697,-0.0,-0.9814756492112119,-0.6991725599106707,0.0
2019-05-09,1.0,-0.0,-0.1839663172366386,-0.0,-0.982356647763075,-0.6978575929426591,0.0
2019-05-10,1.0,-0.0,-0.18511729155328963,-0.0,-0.979262738807894,-0.6998539226076247,0.0
2019-05-13,1.0,-0.0,-0.17947332499146854,-0.0,-0.9664429530201342,-0.697901262654988,0.0
2019-05-14,1.0,-0.0,-0.1727530058014069,-0.0,-0.95257980437768,-0.6772792242369888,0.0
2019-05-15,1.0,-0.0,-0.17705966506774384,-0.0,-0.9664787231058376,-0.6615893853965049,0.0
2019-05-16,1.0,-0.0,-0.16906202723146746,-0.0,-0.9064998919386212,-0.625945537065053,0.0
