Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WTM
2018-09-24,-0.18704480998298356,-0.45191151446398187,-0.05726602382302893,-0.3040726035167329,-0.2686103233125355,0.0,1.0
2018-09-25,-0.1888341916018239,-0.450556929289263,-0.05998049046074273,-0.30278351217077654,-0.26639595290487966,0.0,1.0
2018-09-26,-0.1884423824793614,-0.4511382502103659,-0.05660548998203361,-0.305337608878579,-0.27267972072502333,0.0,1.0
2018-09-27,-0.18784731711760952,-0.45449576386990975,-0.05586681242598159,-0.3059351371048556,-0.27332149038899517,0.0,1.0
2018-09-28,-0.18581327498176511,-0.4570568927789934,-0.056300145878920495,-0.3063001458789205,-0.2738648796498906,0.0,1.0
2018-10-01,-0.18526719474056655,-0.45951560252927615,-0.0566119569931746,-0.30652635423562447,-0.27484192024105736,0.0,1.0
2018-10-02,-0.18542955640282185,-0.4590762767973334,-0.05696216981347458,-0.3066140042464784,-0.27499372160452956,0.0,1.0
2018-10-03,-0.18527901403628896,-0.45678420632203587,-0.05676138308798357,-0.30724637681159417,-0.27625242496861807,0.0,1.0
2018-10-04,-0.1876640120484677,-0.45284439677794763,-0.05713894530269493,-0.31038495767062957,-0.27387444948999384,0.0,1.0
2018-10-05,-0.18224384034912264,-0.4499954541321938,-0.05223202109282662,-0.31232384762251114,-0.2761160105464133,0.0,1.0
2018-10-08,-0.18136220240121648,-0.448514559360886,-0.05083861010871292,-0.3132702389868592,-0.2756178933750936,0.0,1.0
2018-10-09,-0.18075570180415296,-0.44867808918642915,-0.04938159537047544,-0.31399069556337234,-0.2765913990695564,0.0,1.0
2018-10-10,-0.18055555555555558,-0.4489832970225127,-0.04899691358024692,-0.3139978213507626,-0.27689270152505446,0.0,1.0
2018-10-11,-0.1590651841001398,-0.4469227866924118,-0.023370397496504425,-0.30776571897818317,-0.2822646869520829,0.0,1.0
2018-10-12,-0.1576876312589809,-0.4471758594009064,-0.020537194650160275,-0.30593566928263516,-0.27936332485906934,0.0,1.0
2018-10-15,-0.138469385492205,-0.482624797640432,-0.0,-0.3092497726919921,-0.28731732197902116,0.0,1.0
2018-10-16,-0.14044470086987396,-0.4802503106692704,-0.0,-0.31015888514113266,-0.28823451091780583,0.0,1.0
2018-10-17,-0.13080566641813957,-0.46237007148809267,-0.0,-0.30774966010262705,-0.29196087890881983,0.0,1.0
2018-10-18,-0.12991918482080111,-0.4609320098383696,-0.0,-0.31186314125087844,-0.2933503162333099,0.0,1.0
2018-10-19,-0.12219652674753469,-0.45562440003490706,-0.0,-0.31187276376647177,-0.2919757395933328,0.0,1.0
2018-10-22,-0.12205834152736808,-0.4468917294875997,-0.0,-0.31830001092537963,-0.29784770020758217,0.0,1.0
2018-10-23,-0.12352260065977759,-0.4469010115133375,-0.0,-0.31708649203679024,-0.29718392939068883,0.0,1.0
2018-10-24,-0.12263615320784382,-0.4471546490806656,-0.0,-0.3169847578285365,-0.2968947897104424,0.0,1.0
2018-10-25,-0.10459912194706107,-0.4237671028515408,-0.0,-0.3220877200460338,-0.28076382080900214,0.0,1.0
2018-10-26,-0.09660220877586426,-0.4175517285152118,-0.0,-0.3248423814158169,-0.2766893750264461,0.0,1.0
2018-10-29,-0.08555541513964364,-0.42209023126500694,-0.0,-0.31947428282572987,-0.27909768734993046,0.0,1.0
2018-10-30,-0.07956029145432338,-0.4222928863243904,-0.0,-0.31986269637366804,-0.28416796529503435,0.0,1.0
2018-10-31,-0.08255497382198952,-0.41095287958115184,-0.0,-0.3190785340314136,-0.2816544502617801,0.0,1.0
2018-11-01,-0.0829004691689008,-0.41077412868632707,-0.0,-0.3191186327077748,-0.281689845844504,0.0,1.0
2018-11-02,-0.08956783415531222,-0.38683858563905377,-0.0,-0.33258797960377834,-0.2807615146702332,0.0,1.0
2018-11-05,-0.0885996615622454,-0.389370547558861,-0.0,-0.33267177805168485,-0.27845906365554557,0.0,1.0
2018-11-06,-0.08760817759939797,-0.38862410635896144,-0.0,-0.3339186420836991,-0.2802583720055186,0.0,1.0
2018-11-07,-0.0874234731189536,-0.3885580559560375,-0.0,-0.3334378068910759,-0.2800727135961888,0.0,1.0
2018-11-08,-0.07305888699838155,-0.3895713159314438,-0.0,-0.3287753662281612,-0.28354151969124786,0.0,1.0
2018-11-09,-0.07175083685053121,-0.39104310040127244,-0.0,-0.33193338461858324,-0.28440443270890076,0.0,1.0
2018-11-12,-0.07138252968207431,-0.39155386438774875,-0.0,-0.3319401991973884,-0.28444888029442955,0.0,1.0
2018-11-13,-0.05976309381319906,-0.389306203310083,-0.0,-0.33265921003755833,-0.2819142350076355,0.0,1.0
2018-11-14,-0.06070801940344721,-0.3888120549076272,-0.0,-0.3329961812364537,-0.28168025596036744,0.0,1.0
2018-11-15,-0.060321190755973364,-0.38961387016306925,-0.0,-0.33518873564640156,-0.276434329065908,0.0,1.0
2018-11-16,-0.060898626067582624,-0.39033296200024753,-0.0,-0.33541692453686517,-0.2763130750505426,0.0,1.0
2018-11-19,-0.061471182804571145,-0.3901151037584059,-0.0,-0.33503857419860555,-0.27616650851932834,0.0,1.0
2018-11-20,-0.028465143045050968,-0.3863038474186123,-0.0,-0.3429998355804012,-0.29747615915817166,0.0,1.0
2018-11-21,-0.034253286519147545,-0.38411447701477913,-0.0,-0.34412509185923085,-0.27884379848126073,0.0,1.0
2018-11-23,-0.035291717666258667,-0.37549979600163197,-0.0,-0.3487760097919217,-0.2804161566707466,0.0,1.0
2018-11-26,-0.03567269384002452,-0.37397078353253654,-0.0,-0.3509653692920625,-0.2824803350699765,0.0,1.0
2018-11-27,-0.03197899279403981,-0.3748524203069658,-0.0,-0.3487155477751089,-0.28003501200993364,0.0,1.0
2018-11-28,-0.032409103863849195,-0.37390578559504906,-0.0,-0.34909002076462686,-0.2803224624404544,0.0,1.0
2018-11-29,-0.022153945666235447,-0.3690976714100906,-0.0,-0.34779269081500647,-0.28228088615782665,0.0,1.0
2018-11-30,-0.02235608020698577,-0.3695423673997413,-0.0,-0.34896507115135833,-0.28050210219922384,0.0,1.0
2018-12-03,-0.02332031012773538,-0.36996700338063526,-0.0,-0.34974392194173975,-0.2813214842405717,0.0,1.0
2018-12-04,-0.019814979397269127,-0.37147531712046533,-0.0,-0.3481255554657833,-0.28045972368102123,0.0,1.0
2018-12-06,-0.01729009820775782,-0.33908352599442765,-0.0,-0.3526192028770723,-0.26701839666449306,0.0,1.0
2018-12-07,-0.014828288420095297,-0.33980505743490386,-0.0,-0.3534075406789379,-0.2690444650942091,0.0,1.0
2018-12-10,-0.0004901288058501774,-0.34318818985629423,-0.0,-0.3559315388083988,-0.26090536593016644,0.0,1.0
