Date,IWF,IWM,MTUM,PEAK,SPY,VLUE,VXX
2018-09-24,-0.31953632335983495,-0.6751532439157614,-0.0,1.0,-0.5844207076530922,-0.4554530557747163,0.0
2018-09-25,-0.31714942528735635,-0.6873869731800766,-0.0,1.0,-0.5937777777777778,-0.4668199233716475,0.0
2018-09-26,-0.31950793017762374,-0.6900021474368807,-0.0,1.0,-0.5943798509065252,-0.46387704389974543,0.0
2018-09-27,-0.31915612332637266,-0.6924210784915859,-0.0,1.0,-0.594828645129591,-0.46443925807640346,0.0
2018-09-28,-0.31908490710885923,-0.692491939198526,-0.0,1.0,-0.5947182557961002,-0.4645171196069399,0.0
2018-10-01,-0.32094552674029037,-0.7073148033254746,-0.0,1.0,-0.601191214790917,-0.472670306489639,0.0
2018-10-02,-0.3198739351577371,-0.7303647767341717,-0.0,1.0,-0.5994944924641933,-0.47068368334009425,0.0
2018-10-03,-0.31973298396656064,-0.7283673342067504,-0.0,1.0,-0.5997254975357165,-0.47148917586873795,0.0
2018-10-04,-0.3261881698590757,-0.7220573071274569,-0.0,1.0,-0.6084742055432303,-0.4679873761834828,0.0
2018-10-05,-0.31010474621577094,-0.7129269884685916,-0.0,1.0,-0.6125322475367544,-0.47260124949491805,0.0
2018-10-08,-0.3073703140987876,-0.7092493256023069,-0.0,1.0,-0.6132523022541937,-0.4708071067563796,0.0
2018-10-09,-0.30031172069825435,-0.7136221945137158,-0.0,1.0,-0.621352867830424,-0.4819513715710724,0.0
2018-10-10,-0.30437632663253844,-0.7135410163565988,-0.0,1.0,-0.6248595330253465,-0.47871144961917844,0.0
2018-10-11,-0.23202703110387066,-0.6995504872235798,-0.0,1.0,-0.6012308806226808,-0.4840558723263041,0.0
2018-10-12,-0.22695973779956102,-0.6994617674474547,-0.0,1.0,-0.6002946748053042,-0.48016958835733836,0.0
2018-10-15,-0.20127843466778705,-0.723335934217634,-0.0,1.0,-0.5958826000840285,-0.48052337794850253,0.0
2018-10-16,-0.19515348305823635,-0.7361173747031057,-0.0,1.0,-0.5953519136526262,-0.47993145124921077,0.0
2018-10-17,-0.18281384128111772,-0.7107124885297339,-0.0,1.0,-0.5877808365154071,-0.4787319065802327,0.0
2018-10-18,-0.1820307874481942,-0.709295441089402,-0.0,1.0,-0.5898460627590291,-0.47915926583777385,0.0
2018-10-19,-0.16403173670290921,-0.6980017631501616,-0.0,1.0,-0.5961210696444315,-0.4804290332059947,0.0
2018-10-22,-0.1650063554938071,-0.6863046498566319,-0.0,1.0,-0.6106594933341217,-0.4940731325194361,0.0
2018-10-23,-0.16160897036575597,-0.6894188840437839,-0.0,1.0,-0.6168016374477173,-0.49856130046572333,0.0
2018-10-24,-0.15976155876508794,-0.6849847267119429,-0.0,1.0,-0.6190278478009431,-0.5019425249859131,0.0
2018-10-25,-0.11911519442900197,-0.6533048541416742,-0.0,1.0,-0.6666179009275244,-0.48687713959680484,0.0
2018-10-26,-0.10411188487878176,-0.6395526916519779,-0.0,1.0,-0.6685641633195596,-0.47733117577368744,0.0
2018-10-29,-0.09648339621554679,-0.6403329397194781,-0.0,1.0,-0.6667434693701219,-0.47654157426341404,0.0
2018-10-30,-0.07357200787857722,-0.647230911829452,-0.0,1.0,-0.6739080060247944,-0.5018537828756807,0.0
2018-10-31,-0.07646129541864138,-0.6301019675427258,-0.0,1.0,-0.669826224328594,-0.4959643831681746,0.0
2018-11-01,-0.06888047717366369,-0.6348933241569168,-0.0,1.0,-0.6685593025923378,-0.49529708648772663,0.0
2018-11-02,-0.07072321479536503,-0.6229236828586107,-0.0,1.0,-0.6688167132827215,-0.49155202922541236,0.0
2018-11-05,-0.07039721492980254,-0.6237016322337633,-0.0,1.0,-0.6687592740554732,-0.49069740897157865,0.0
2018-11-06,-0.06600716845878135,-0.6230250896057348,-0.0,1.0,-0.6771039426523298,-0.501247311827957,0.0
2018-11-07,-0.06583548294640298,-0.6227858985382632,-0.0,1.0,-0.6765835482946403,-0.5009458297506448,0.0
2018-11-08,-0.04349182932364957,-0.6217374035406265,-0.0,1.0,-0.6680379028597367,-0.50380163413527,0.0
2018-11-09,-0.04323281609032368,-0.6215993872514255,-0.0,1.0,-0.6683782020368217,-0.5035885506794134,0.0
2018-11-12,-0.04255859926574414,-0.6055634001694437,-0.0,1.0,-0.6751765038124823,-0.5007907370799208,0.0
2018-11-13,-0.017615971814445096,-0.6012359142130134,-0.0,1.0,-0.680228168777787,-0.4971059474876269,0.0
2018-11-14,-0.017809712863813013,-0.6009729639052759,-0.0,1.0,-0.6801520955070316,-0.4969105600134202,0.0
2018-11-15,-0.016762117614191926,-0.6008381058807096,-0.0,1.0,-0.6807095963123341,-0.4953764492247521,0.0
2018-11-16,-0.013126724450266157,-0.5920124857166745,-0.0,1.0,-0.6800535102143196,-0.5017976087622975,0.0
2018-11-19,-0.013099219620958752,-0.5920289855072464,-0.0,1.0,-0.6801003344481605,-0.5018115942028986,0.0
2018-11-20,-0.0,-0.5779254950837834,-0.0,1.0,-0.6761113419194018,-0.5156626506024097,0.0
2018-11-21,-0.0,-0.5771293418772862,-0.0,1.0,-0.6833420422980666,-0.48972800528038285,0.0
2018-11-23,-0.0,-0.5653715102220268,-0.0,1.0,-0.6902615959551549,-0.4922510441855352,0.0
2018-11-26,-0.0,-0.5662921965556074,-0.0,1.0,-0.6892081193177135,-0.49125168236877526,0.0
2018-11-27,-0.0,-0.5674383011287546,-0.0,1.0,-0.6815709639509142,-0.48405258410997837,0.0
2018-11-28,-0.0,-0.5608067429259482,-0.0,1.0,-0.6875923594767663,-0.48817798697389303,0.0
2018-11-29,-0.0,-0.5440156114483955,-0.0,1.0,-0.676035342584562,-0.49026994796183865,0.0
2018-11-30,-0.0,-0.543929539295393,-0.0,1.0,-0.6761517615176151,-0.4899186991869919,0.0
2018-12-03,-0.0,-0.5448255277581809,-0.0,1.0,-0.6774569924567212,-0.491127150377164,0.0
2018-12-04,-0.0,-0.54774087008311,-0.0,1.0,-0.671404206935759,-0.4880207910338667,0.0
2018-12-06,-0.0,-0.4900858786143866,-0.0,1.0,-0.6742915670877432,-0.46187987499015154,0.0
2018-12-07,-0.0,-0.5082673373287672,-0.0,1.0,-0.7002086900684932,-0.4670376712328767,0.0
2018-12-10,-0.0,-0.5029748525795277,-0.0,1.0,-0.6920432609672899,-0.4492688473437872,0.0
2018-12-11,-0.0,-0.5032000423146091,-0.0,1.0,-0.6912884798476674,-0.45017454776261506,0.0
2018-12-12,-0.0,-0.5038774051822248,-0.0,1.0,-0.6908397956753036,-0.4519757562925125,0.0
2018-12-13,-0.0,-0.5023864757486068,-0.0,1.0,-0.7096232301415887,-0.4544436445084393,0.0
2018-12-14,-0.0,-0.4937501665733856,-0.0,1.0,-0.7161056475040644,-0.4553183550545028,0.0
2018-12-17,-0.0,-0.489059226056282,-0.0,1.0,-0.7004482401930882,-0.4627748455030104,0.0
2018-12-18,-0.0,-0.4900831054350423,-0.0,1.0,-0.7024666117940684,-0.4625760029737408,0.0
2018-12-19,-0.0,-0.4937583355561483,-0.0,1.0,-0.7065617497999467,-0.46705788210189386,0.0
2018-12-20,-0.0,-0.4836493833709057,-0.0,1.0,-0.7067232462538124,-0.4617955178358308,0.0
2018-12-21,-0.0,-0.48831237590999343,-0.0,1.0,-0.7165056254136334,-0.4424354731965586,0.0
2018-12-24,-0.0,-0.47525247212286975,-0.0,1.0,-0.7094203660845781,-0.44521880917315376,0.0
2018-12-26,-0.0,-0.4786222328778071,-0.0,1.0,-0.7282293081861531,-0.4570446735395189,0.0
2018-12-27,-0.0,-0.45081502114928296,-0.0,1.0,-0.6786856494377386,-0.44965438976581035,0.0
2018-12-28,-0.0,-0.4545173267326732,-0.0,1.0,-0.6771864686468646,-0.44667904290429045,0.0
2018-12-31,-0.0,-0.4548642446432716,-0.0,1.0,-0.6769976536111183,-0.44661320681742,0.0
2019-01-02,-0.0,-0.4538453613557925,-0.0,1.0,-0.6745994951836398,-0.44714881780250343,0.0
2019-01-03,-0.0,-0.4629798545776759,-0.0,1.0,-0.7143936827291444,-0.42873524276146047,0.0
2019-01-04,-0.0,-0.4870728239692486,-0.0,1.0,-0.6924069295982308,-0.45331999368121745,0.0
2019-01-07,-0.0,-0.4592627013630731,-0.0,1.0,-0.6875,-0.4348151590251962,0.0
2019-01-08,-0.0,-0.4536552683794161,-0.0,1.0,-0.690004380652975,-0.43319504213157417,0.0
2019-01-09,-0.0,-0.44936822872436244,-0.0,1.0,-0.689106770632286,-0.4349314187189583,0.0
2019-01-10,-0.0,-0.4466568907411695,-0.0,1.0,-0.692186977438193,-0.4337938308764889,0.0
2019-01-11,-0.0,-0.43407018086257537,-0.0,1.0,-0.6961920956355955,-0.44610192198691195,0.0
2019-01-14,-0.0,-0.43487335411888994,-0.0,1.0,-0.6945811538560643,-0.44726738643098257,0.0
2019-01-15,-0.0,-0.4325980076707251,-0.0,1.0,-0.694200622924657,-0.4472959406934542,0.0
2019-01-16,-0.0,-0.435795469122816,-0.0,1.0,-0.6837878749005823,-0.4460322754444929,0.0
2019-01-17,-0.0,-0.43892662002757493,-0.0,1.0,-0.6770157789919828,-0.43729254966041975,0.0
2019-01-18,-0.0,-0.4294950738916256,-0.0,1.0,-0.6728499589490968,-0.46333641215106736,0.0
2019-01-22,-0.0,-0.3879832084266914,-0.0,1.0,-0.8093950397898477,-0.3780421849648459,0.0
2019-01-23,-0.0,-0.3649785762221878,-0.0,1.0,-0.822260079500284,-0.393939393939394,0.0
2019-01-24,-0.0,-0.3661357358597723,-0.0,1.0,-0.82024937398353,-0.39512610682293414,0.0
2019-01-25,-0.0,-0.3175299741399577,-0.0,1.0,-0.9535564088498811,-0.34103910351853306,0.0
2019-01-28,-0.0,-0.3194444444444444,-0.0,1.0,-0.9498485797827902,-0.3414003759398496,0.0
2019-01-29,-0.0,-0.2957408518296341,-0.0,1.0,-0.9494535875433611,-0.36297957799744396,0.0
2019-01-30,-0.0,-0.2937555428034848,-0.0,1.0,-0.9471281757003495,-0.3674943919870624,0.0
2019-01-31,-0.0,-0.31259335565284574,-0.0,1.0,-0.8840587174864795,-0.37867628122585634,0.0
2019-02-01,-0.0,-0.31312949176991833,-0.0,1.0,-0.8843409494861029,-0.37845495994436,0.0
2019-02-04,-0.0,-0.30890982087708463,-0.0,1.0,-0.8918828494955734,-0.3728124356598723,0.0
2019-02-05,-0.0,-0.29973249652759915,-0.0,1.0,-0.8864910746437574,-0.3858994804259478,0.0
2019-02-06,-0.0,-0.3149383722114699,-0.0,1.0,-0.8677039828868289,-0.36396047672405013,0.0
2019-02-07,-0.0,-0.317898009633273,-0.0,1.0,-0.8742322689161294,-0.35635464716226206,0.0
2019-02-08,-0.0,-0.32594065463444477,-0.0,1.0,-0.8875802997858672,-0.3356785969205669,0.0
2019-02-11,-0.0,-0.3155028254366003,-0.0,1.0,-0.887903040220921,-0.3535759032447774,0.0
2019-02-12,-0.0,-0.30203594031975195,-0.0,1.0,-0.882774572350863,-0.3569631192334088,0.0
2019-02-13,-0.0,-0.316761909643031,-0.0,1.0,-0.8899367039950797,-0.35589267867667784,0.0
2019-02-14,-0.0,-0.27706483240080076,-0.0,1.0,-0.9126071556901596,-0.37693136902623064,0.0
2019-02-15,-0.0,-0.3019894750352971,-0.0,1.0,-0.8996277756385572,-0.3654473109998716,0.0
2019-02-19,-0.0,-0.29530854086150854,-0.0,1.0,-0.9021013027565201,-0.36205881600163803,0.0
2019-02-20,-0.0,-0.3016332172844563,-0.0,1.0,-0.8981927093999591,-0.36007577309031336,0.0
2019-02-21,-0.0,-0.28251533742331286,-0.0,1.0,-0.9022494887525563,-0.37147239263803683,0.0
2019-02-22,-0.0,-0.2860937978951671,-0.0,1.0,-0.9021405946663942,-0.36617451721671607,0.0
2019-02-25,-0.0,-0.27982097186700766,-0.0,1.0,-0.9108184143222506,-0.3669053708439898,0.0
2019-02-26,-0.0,-0.2771683673469388,-0.0,1.0,-0.9186224489795918,-0.35520408163265305,0.0
2019-02-27,-0.0,-0.27369925234121817,-0.0,1.0,-0.9218913470616754,-0.3561713746204292,0.0
2019-02-28,-0.0,-0.2717008123435345,-0.0,1.0,-0.9195830991672203,-0.36328105042660813,0.0
2019-03-01,-0.0,-0.272502043318349,-0.0,1.0,-0.9208469554556601,-0.3607989374744585,0.0
2019-03-04,-0.0,-0.26079513516275743,-0.0,1.0,-0.922837140375083,-0.3714293014461649,0.0
2019-03-05,-0.0,-0.2528373427612533,-0.0,1.0,-0.9357722952373632,-0.37332513514205923,0.0
2019-03-06,-0.0,-0.2451785714285714,-0.0,1.0,-0.9368622448979592,-0.3689540816326531,0.0
2019-03-07,-0.0,-0.24503614703187046,-0.0,1.0,-0.9390082476326239,-0.36152123001730985,0.0
2019-03-08,-0.0,-0.22831472211526121,-0.0,1.0,-0.9853420613528431,-0.35338210756000515,0.0
2019-03-11,-0.0,-0.22873581091587625,-0.0,1.0,-0.9858238739439176,-0.3770538537293319,0.0
2019-03-12,-0.0,-0.19359580052493439,-0.0,1.0,-1.0043307086614173,-0.426745406824147,0.0
2019-03-13,-0.0,-0.2110351332232964,-0.0,1.0,-0.9971704786606933,-0.4117215541407949,0.0
2019-03-14,-0.0,-0.20437368516738955,-0.0,1.0,-0.9960003116640262,-0.3968262213334026,0.0
2019-03-15,-0.0,-0.19227266814101726,-0.0,1.0,-0.9971120072850267,-0.4124105632886692,0.0
2019-03-18,-0.0,-0.21019125036171835,-0.0,1.0,-1.0004998290058664,-0.41996159208691763,0.0
2019-03-19,-0.0,-0.20663874012407868,-0.0,1.0,-1.00718489845697,-0.43743040458136695,0.0
2019-03-20,-0.0,-0.210693910043784,-0.0,1.0,-1.0070319755871036,-0.43584980761576225,0.0
2019-03-21,-0.0,-0.21280657563303726,-0.0,1.0,-1.0420257192098636,-0.396659154182686,0.0
2019-03-22,-0.0,-0.2108678676252794,-0.0,1.0,-1.0662681422839757,-0.41556937824810836,0.0
2019-03-25,-0.0,-0.141021539773939,-0.0,1.0,-1.1050063979526552,-0.4197590104499893,0.0
