Date,IWF,IWM,KAI,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2837737198010069,-0.8078882302123983,1.0,-0.0468587089278799,-0.46498257320742353,-0.37549524859245137,0.0
2018-09-25,-0.2837821734985701,-0.8078527168732126,1.0,-0.04688989513822689,-0.4649964251668256,-0.37553622497616784,0.0
2018-09-26,-0.28420263788968825,-0.8114508393285371,1.0,-0.04016786570743405,-0.4720323741007194,-0.3897482014388489,0.0
2018-09-27,-0.2918031801376657,-0.8014968889957619,1.0,-0.043854639454146506,-0.47596861943551055,-0.3926778682857916,0.0
2018-09-28,-0.289263905183046,-0.8045603585717293,1.0,-0.04449056944319105,-0.4764010468369281,-0.39340613061396384,0.0
2018-10-01,-0.2897238433307262,-0.8039227483304253,1.0,-0.04458215510498767,-0.47659587269117376,-0.3934179652247157,0.0
2018-10-02,-0.29051371511068336,-0.7964689605389798,1.0,-0.047311116458132824,-0.47810394610202117,-0.39530197305101056,0.0
2018-10-03,-0.29046129788897573,-0.7950021050099236,1.0,-0.04736272328140975,-0.4783484693570698,-0.39598243820292295,0.0
2018-10-04,-0.29514411216077985,-0.7885251820205788,1.0,-0.047987243516457063,-0.48468620253926226,-0.39223178289909144,0.0
2018-10-05,-0.29334856181058583,-0.7915602176069249,1.0,-0.04367166601544889,-0.48558804965285085,-0.39148207147365577,0.0
2018-10-08,-0.2917966874699952,-0.7890362457993277,1.0,-0.04059649543927028,-0.48820811329812763,-0.390872539606337,0.0
2018-10-09,-0.2940681784051659,-0.7899684637332932,1.0,-0.044901636882414775,-0.4866196125544376,-0.3878960804925664,0.0
2018-10-10,-0.2935050863781376,-0.7936555709384217,1.0,-0.042526936736290856,-0.48772045988081625,-0.39225305483657374,0.0
2018-10-11,-0.2797466849021823,-0.7958613307962181,1.0,-0.023755723375156097,-0.48329071772611054,-0.39049771064993766,0.0
2018-10-12,-0.2868016575072736,-0.7930466982102446,1.0,-0.02118905574984571,-0.46754048255796865,-0.3702941781526435,0.0
2018-10-15,-0.27537847670461213,-0.8128447365332708,1.0,-0.00472362398779486,-0.46807886398310056,-0.37290224152094825,0.0
2018-10-16,-0.27471689256586285,-0.8152907351992019,1.0,-0.0028164055624009857,-0.4680807369594555,-0.37282168632283047,0.0
2018-10-17,-0.2620563885833382,-0.7903085740751462,1.0,-0.0,-0.46477160886933366,-0.37758351183928673,0.0
2018-10-18,-0.2611226972540841,-0.7885818561001042,1.0,-0.0,-0.46825396825396826,-0.37854825628548255,0.0
2018-10-19,-0.24609228820633872,-0.7802757707475749,1.0,-0.0,-0.4730706122801463,-0.37917038487003085,0.0
2018-10-22,-0.24588889208881723,-0.7709875298793307,1.0,-0.0,-0.47864527834576504,-0.38441378913112345,0.0
2018-10-23,-0.24710624820040308,-0.7708897207025627,1.0,-0.0,-0.47754103080909877,-0.3837892312122084,0.0
2018-10-24,-0.24618353591796766,-0.7732012212685063,1.0,-0.0,-0.4778213030704534,-0.3831441903335446,0.0
2018-10-25,-0.2306214689265537,-0.7524858757062147,1.0,-0.0,-0.47624293785310734,-0.3655367231638418,0.0
2018-10-26,-0.21697003640436852,-0.7425091010921311,1.0,-0.0,-0.4814617754130496,-0.3593951274152899,0.0
2018-10-29,-0.19429545200581072,-0.7577662308637836,1.0,-0.0,-0.4732092971281708,-0.36833724438484744,0.0
2018-10-30,-0.17723431641390117,-0.7601992277127987,1.0,-0.0,-0.4761318484526275,-0.3845766411103028,0.0
2018-10-31,-0.1758431416930738,-0.7773313716613852,1.0,-0.0,-0.4833069262109552,-0.39282480760525124,0.0
2018-11-01,-0.15718609453228863,-0.7931434390292195,1.0,-0.0,-0.4838910417786326,-0.39436540039034873,0.0
2018-11-02,-0.16526642232872849,-0.7624471384268396,1.0,-0.0,-0.49926698618550885,-0.39233154778686213,0.0
2018-11-05,-0.1631485500098639,-0.7680297607304907,1.0,-0.0,-0.4995913536059522,-0.3874531465772342,0.0
2018-11-06,-0.16530951508833225,-0.7692654475782592,1.0,-0.0,-0.49790087627849317,-0.3851398946211716,0.0
2018-11-07,-0.16489736152958073,-0.7691831160420128,1.0,-0.0,-0.4970010981893954,-0.3847886689381353,0.0
2018-11-08,-0.15343915343915343,-0.7689874303630917,1.0,-0.0,-0.4918395341675765,-0.3852075809747767,0.0
2018-11-09,-0.1528081079567725,-0.7689400302368554,1.0,-0.0,-0.49283274539447897,-0.3851559437818467,0.0
2018-11-12,-0.15360035877456066,-0.7506236510917398,1.0,-0.0,-0.5113658659640665,-0.3873644084424139,0.0
2018-11-13,-0.1365469667046814,-0.7497983366248505,1.0,-0.0,-0.5125865761731245,-0.3826319156629857,0.0
2018-11-14,-0.136574782342633,-0.7497705209868989,1.0,-0.0,-0.5125865761731245,-0.3826319156629857,0.0
2018-11-15,-0.13585975050704302,-0.7501736448753923,1.0,-0.0,-0.5134609507404218,-0.37882366015614144,0.0
2018-11-16,-0.13286945915227455,-0.7426052726415879,1.0,-0.0,-0.5128212236298616,-0.3838882266515122,0.0
2018-11-19,-0.13696767928977666,-0.7420724094881398,1.0,-0.0,-0.5113885421001526,-0.38385351643778615,0.0
2018-11-20,-0.12276822729534023,-0.7402023105411532,1.0,-0.0,-0.5123542092753303,-0.38848045989718644,0.0
2018-11-21,-0.12032152031599591,-0.7418169764936607,1.0,-0.0,-0.5129409164986327,-0.38712261414799876,0.0
2018-11-23,-0.12072440162327802,-0.7389503906357839,1.0,-0.0,-0.5137343676669519,-0.3872677580542749,0.0
2018-11-26,-0.12040844487374086,-0.7405271146681386,1.0,-0.0,-0.5126535117979854,-0.38617358907133986,0.0
2018-11-27,-0.10721199048725182,-0.7557380675847575,1.0,-0.0,-0.5155688291576793,-0.3868148885570489,0.0
2018-11-28,-0.10401799350234638,-0.7744703301585538,1.0,-0.0,-0.5122316941104601,-0.38602726793102493,0.0
2018-11-29,-0.08519537699504678,-0.7660429279031371,1.0,-0.0,-0.5105393505778756,-0.39001100715465054,0.0
2018-11-30,-0.08453108651357454,-0.7666446390219726,1.0,-0.0,-0.5105732694531637,-0.3917065917726747,0.0
2018-12-03,-0.08275539409951563,-0.7672005724350507,1.0,-0.0,-0.5106230735358873,-0.3914850286217525,0.0
2018-12-04,-0.07921553547394732,-0.7686433927541406,1.0,-0.0,-0.5087483176312247,-0.3901172851374735,0.0
2018-12-06,-0.07353789522841524,-0.7736175589923906,1.0,-0.0,-0.5106721973463726,-0.3891712221520204,0.0
2018-12-07,-0.07784250151123812,-0.7735066219706545,1.0,-0.0,-0.5107710062098149,-0.38558553607737545,0.0
2018-12-10,-0.07598315766298813,-0.7765913531661942,1.0,-0.0,-0.5128106337892506,-0.3866582271513884,0.0
2018-12-11,-0.0656479285044409,-0.78195509461025,1.0,-0.0,-0.5119159265184532,-0.3987973740828598,0.0
2018-12-12,-0.07329974811083123,-0.7924433249370277,1.0,-0.0,-0.5311223061852784,-0.40190316260845227,0.0
2018-12-13,-0.07432204343422977,-0.8000450095645324,1.0,-0.0,-0.531000337571734,-0.40770226173061774,0.0
2018-12-14,-0.07475031650021101,-0.8001125334083556,1.0,-0.0,-0.5306231537487692,-0.4078773385848924,0.0
2018-12-17,-0.04924455970233397,-0.8083493065734582,1.0,-0.0,-0.5200980944864133,-0.4411151200811816,0.0
2018-12-18,-0.03886460434880072,-0.8010535754315177,1.0,-0.0,-0.5182694463124861,-0.44387469177314504,0.0
2018-12-19,-0.02818010518322693,-0.8071265854824649,1.0,-0.0,-0.5276879376775319,-0.4493911184858115,0.0
2018-12-20,-0.027587945328254534,-0.7980898498767645,1.0,-0.0,-0.529660542236164,-0.44544028680259906,0.0
2018-12-21,-0.02499508523604909,-0.8011907770943915,1.0,-0.0,-0.5318897969500379,-0.45038896846125764,0.0
2018-12-24,-0.014334413769978765,-0.7917458365932715,1.0,-0.0,-0.5291438470995865,-0.4590086062367274,0.0
2018-12-26,-0.013987566607460037,-0.7961811722912967,1.0,-0.0,-0.5150976909413855,-0.4500721580817052,0.0
2018-12-27,-0.0,-0.7718033848894648,1.0,-0.0,-0.472777822765676,-0.45466569492806436,0.0
2018-12-28,-0.0,-0.7712285822387979,1.0,-0.0,-0.4745419166531539,-0.45678611966920707,0.0
2018-12-31,-0.0,-0.769987566895508,1.0,-0.0,-0.4752959619438889,-0.45759230228661013,0.0
2019-01-02,-0.0,-0.7692681609505806,1.0,-0.0,-0.4733189305968134,-0.4579260059411288,0.0
2019-01-03,-0.0,-0.7689400075598035,1.0,-0.0,-0.4750256493331174,-0.4559641449322318,0.0
2019-01-04,-0.0,-0.7701444883381134,1.0,-0.0,-0.47957140537907894,-0.4560582282591049,0.0
2019-01-07,-0.0,-0.7495402819603976,1.0,-0.0,-0.47413586333715324,-0.4413559683394185,0.0
2019-01-08,-0.0,-0.738999733971801,1.0,-0.0,-0.4817238627294493,-0.439584996009577,0.0
2019-01-09,-0.0,-0.7370044404264936,1.0,-0.0,-0.48145390730942067,-0.44047967241883595,0.0
2019-01-10,-0.0,-0.7379356211758447,1.0,-0.0,-0.4811386006916733,-0.4411811652035115,0.0
2019-01-11,-0.0,-0.7316904037979409,1.0,-0.0,-0.4850642769509788,-0.4503387208620046,0.0
2019-01-14,-0.0,-0.7332284975612356,1.0,-0.0,-0.4887390388869639,-0.4433487033236493,0.0
2019-01-15,-0.0,-0.7261761801830651,1.0,-0.0,-0.4875243508659568,-0.4548608331331892,0.0
2019-01-16,-0.0,-0.7282756415380925,1.0,-0.0,-0.4771764329682629,-0.4593226210461801,0.0
2019-01-17,-0.0,-0.7195737670068026,1.0,-0.0,-0.4768548044217687,-0.46088435374149667,0.0
2019-01-18,-0.0,-0.7125450901803607,1.0,-0.0,-0.4817902471609886,-0.4776753507014028,0.0
2019-01-22,-0.0,-0.7833862206206637,1.0,-0.0,-0.474398967353305,-0.43139891356962295,0.0
2019-01-23,-0.0,-0.7032783848860901,1.0,-0.0,-0.45616913184981345,-0.4865451274045458,0.0
2019-01-24,-0.0,-0.7016011644832605,1.0,-0.0,-0.4593092497022628,-0.48564245070795287,0.0
2019-01-25,-0.0,-0.6970752089136489,1.0,-0.0,-0.4753321191343475,-0.5059727876580243,0.0
2019-01-28,-0.0,-0.6866471865533603,1.0,-0.0,-0.4903895129078091,-0.5037128381095355,0.0
2019-01-29,-0.0,-0.6781470129590794,1.0,-0.0,-0.4994353928052912,-0.5109963972683766,0.0
2019-01-30,-0.0,-0.6753883011655765,1.0,-0.0,-0.49812915556273385,-0.5183181243102103,0.0
2019-01-31,-0.0,-0.6722900599828621,1.0,-0.0,-0.46866966580976865,-0.5368466152527849,0.0
