Date,IWF,IWM,MTUM,SCI,SPY,VLUE,VXX
2018-09-24,-0.21020696747653939,-0.5486823499164416,-0.010335518704203624,1.0,-0.40334233191926977,-0.3984573852680293,0.0
2018-09-25,-0.21019206541022806,-0.5487105648831408,-0.010310338621345743,1.0,-0.4033887846141979,-0.3985292983313193,0.0
2018-09-26,-0.21041264944080215,-0.5489908728628358,-0.010875433860393366,1.0,-0.4031880704460727,-0.39758323691991254,0.0
2018-09-27,-0.21243576567317576,-0.5438335046248716,-0.01238437821171634,1.0,-0.40328879753340185,-0.3974563206577595,0.0
2018-09-28,-0.21124444330241282,-0.5448261685124752,-0.012796464270113318,1.0,-0.4031914073541126,-0.39748695942647166,0.0
2018-10-01,-0.21065630708276517,-0.5471969950346034,-0.01324963338393064,1.0,-0.40330340374077034,-0.3983380071522293,0.0
2018-10-02,-0.2112263010315643,-0.5423558768296761,-0.0151519049211535,1.0,-0.40426517119851824,-0.399480359118154,0.0
2018-10-03,-0.21123572383990122,-0.5416709538018314,-0.015227904105360634,1.0,-0.40436258874369796,-0.3997839283876942,0.0
2018-10-04,-0.21219367944663015,-0.5396384581758338,-0.015608526832780478,1.0,-0.4054359844686158,-0.3985188613746818,0.0
2018-10-05,-0.20504214598652354,-0.5362148036176373,-0.00827547334170275,1.0,-0.40926443083702696,-0.4032691962798801,0.0
2018-10-08,-0.20436701390670706,-0.5354851952583775,-0.0026941037614820135,1.0,-0.4176630574228974,-0.40562939395494435,0.0
2018-10-09,-0.20640505418871025,-0.536108685602753,-0.006677281832657044,1.0,-0.416097385587344,-0.4028712311880425,0.0
2018-10-10,-0.20737906952860222,-0.5350980794906028,-0.007830954092636335,1.0,-0.4166581082468933,-0.4005853959124987,0.0
2018-10-11,-0.16410500714590173,-0.5302509841285761,-0.0,1.0,-0.4039816463154728,-0.4089963142190908,0.0
2018-10-12,-0.16185921386937677,-0.528097444328202,-0.0,1.0,-0.39829621880137495,-0.4026553081253425,0.0
2018-10-15,-0.14957498632996968,-0.5381021026992097,-0.0,1.0,-0.395436695332306,-0.4023214196947856,0.0
2018-10-16,-0.14672764783376002,-0.5428152419775795,-0.0,1.0,-0.39462106335910124,-0.4014814446571052,0.0
2018-10-17,-0.13908116763148173,-0.5289075009237592,-0.0,1.0,-0.39199408794186474,-0.4033747998521986,0.0
2018-10-18,-0.13864873519052193,-0.528141087218897,-0.0,1.0,-0.3928668193797877,-0.4034582132564841,0.0
2018-10-19,-0.1294405680009793,-0.5224140041620762,-0.0,1.0,-0.3934630921777451,-0.4029624189007222,0.0
2018-10-22,-0.12990352123022675,-0.5225280376120279,-0.0,1.0,-0.3933836133013369,-0.4029090552916401,0.0
2018-10-23,-0.13542534935033096,-0.5239519490071096,-0.0,1.0,-0.39041431723461634,-0.401789654327041,0.0
2018-10-24,-0.13413678228493045,-0.5230256711738193,-0.0,1.0,-0.390334117185969,-0.4020429159318048,0.0
2018-10-25,-0.11793369980076333,-0.5024364483064884,-0.0,1.0,-0.3923281883866631,-0.3877673491922513,0.0
2018-10-26,-0.11194902512946567,-0.49686179987113094,-0.0,1.0,-0.3936710975347827,-0.383982053790898,0.0
2018-10-29,-0.10394614780809211,-0.499417235555767,-0.0,1.0,-0.3900715967745772,-0.38517161818225065,0.0
2018-10-30,-0.10450068985203863,-0.4994528759693611,-0.0,1.0,-0.39007564584423615,-0.3847471335458395,0.0
2018-10-31,-0.12014613021072752,-0.48590714441245497,-0.0,1.0,-0.41410011371059446,-0.3992209614593666,0.0
2018-11-01,-0.11907410990712075,-0.486624419504644,-0.0,1.0,-0.4139173761609907,-0.3991147445820433,0.0
2018-11-02,-0.11786018237082066,-0.497580547112462,-0.0,1.0,-0.41351975683890574,-0.4026261398176292,0.0
2018-11-05,-0.11408138940916057,-0.509012186519423,-0.0,1.0,-0.41507139208484345,-0.3942740385784827,0.0
2018-11-06,-0.11770572352898252,-0.5119067889372674,-0.0,1.0,-0.412517331127922,-0.39028483860767194,0.0
2018-11-07,-0.11934820904286551,-0.5152916422000391,-0.0,1.0,-0.4181101976903503,-0.3939127030730084,0.0
2018-11-08,-0.11256518984256958,-0.514865721109324,-0.0,1.0,-0.4152166496076425,-0.39435589998537796,0.0
2018-11-09,-0.1128713836554632,-0.5148553462185284,-0.0,1.0,-0.4151210119671452,-0.3944527041848449,0.0
2018-11-12,-0.1125983869400447,-0.5032309785249247,-0.0,1.0,-0.42065882810222527,-0.3928189680303178,0.0
2018-11-13,-0.09617286034678178,-0.5013384136783466,-0.0,1.0,-0.42303518460462536,-0.39100971857139416,0.0
2018-11-14,-0.09507705686265036,-0.5035508961785593,-0.0,1.0,-0.42424754819073385,-0.3927001304410841,0.0
2018-11-15,-0.09452124194832454,-0.5039444162987624,-0.0,1.0,-0.4256833369520639,-0.3883380376830475,0.0
2018-11-16,-0.09294485913797255,-0.4993257885865639,-0.0,1.0,-0.4248495063809295,-0.3907777510233566,0.0
2018-11-19,-0.08986947815387583,-0.5017973895630775,-0.0,1.0,-0.42823711066611975,-0.3927235880238365,0.0
2018-11-20,-0.06601531555320835,-0.49741940130110185,-0.0,1.0,-0.43164414144081426,-0.4054780709124517,0.0
2018-11-21,-0.0632339873676121,-0.4986911309109249,-0.0,1.0,-0.4327193256322198,-0.40695021494272193,0.0
2018-11-23,-0.06320747915114519,-0.5010694801605422,-0.0,1.0,-0.43204595159701026,-0.40697925929486406,0.0
2018-11-26,-0.06300007208246233,-0.5019342127393739,-0.0,1.0,-0.4314375645738725,-0.4063528676806266,0.0
2018-11-27,-0.05930396876721516,-0.5026705947162943,-0.0,1.0,-0.4291633733323753,-0.4040142751071831,0.0
2018-11-28,-0.05810998705470585,-0.5093973246392098,-0.0,1.0,-0.4269070336098192,-0.4028623483722491,0.0
2018-11-29,-0.05906049924465866,-0.5092439392849435,-0.0,1.0,-0.4267558688823346,-0.402848715919718,0.0
2018-11-30,-0.059447269935706745,-0.5102917186450437,-0.0,1.0,-0.4288935802706074,-0.40036944631033494,0.0
2018-12-03,-0.059143782228084904,-0.5102770116320902,-0.0,1.0,-0.4287564456169805,-0.4002158532198105,0.0
2018-12-04,-0.058263600834392304,-0.510537799410171,-0.0,1.0,-0.4287529671278203,-0.40010070251996066,0.0
2018-12-06,-0.05363559001512858,-0.49167927382753396,-0.0,1.0,-0.4280682677760968,-0.3904595310136157,0.0
2018-12-07,-0.06038727393239277,-0.4919278477416911,-0.0,1.0,-0.42900766972824544,-0.3858772843480731,0.0
2018-12-10,-0.057548509228584954,-0.49287742546142926,-0.0,1.0,-0.42998106956933274,-0.3859204921911974,0.0
2018-12-11,-0.06527606780945165,-0.4906004356473151,-0.0,1.0,-0.43273510749123967,-0.3790368406099063,0.0
2018-12-12,-0.0631416716064019,-0.4922110254890338,-0.0,1.0,-0.433195020746888,-0.38250148192056904,0.0
2018-12-13,-0.06312497038055069,-0.49045068954078,-0.0,1.0,-0.434434386995877,-0.3815458982986588,0.0
2018-12-14,-0.06284075285639786,-0.492414545109752,-0.0,1.0,-0.4334376333380743,-0.3817617218982601,0.0
2018-12-17,-0.0630175338695518,-0.4933447220442736,-0.0,1.0,-0.4359029112392341,-0.3803829454053669,0.0
2018-12-18,-0.059993370898243296,-0.4918319996211942,-0.0,1.0,-0.435413608598892,-0.38029736256451535,0.0
2018-12-19,-0.048111928046255976,-0.49877459728269924,-0.0,1.0,-0.44607038332500537,-0.3864658433863945,0.0
2018-12-20,-0.045489078822412155,-0.48817663817663814,-0.0,1.0,-0.4563390313390313,-0.38418803418803416,0.0
2018-12-21,-0.04365438688462089,-0.4902301863413239,-0.0,1.0,-0.4586093504265358,-0.39038745651241485,0.0
2018-12-24,-0.045513280689160086,-0.4975831538645609,-0.0,1.0,-0.46279014118210093,-0.38700646087580765,0.0
2018-12-26,-0.0441594420959614,-0.4984834372238542,-0.0,1.0,-0.4605335435026629,-0.3850875307492059,0.0
2018-12-27,-0.03225352772959542,-0.48581876142703107,-0.0,1.0,-0.4375556701514228,-0.3883784163892926,0.0
2018-12-28,-0.03187400393737695,-0.4860785600449986,-0.0,1.0,-0.4375175775757008,-0.3881831817755695,0.0
2018-12-31,-0.03150270726390549,-0.4869793497878724,-0.0,1.0,-0.4374282164873544,-0.38801772027283593,0.0
2019-01-02,-0.03170211269256923,-0.48725584449082,-0.0,1.0,-0.43794405233662387,-0.38792881093629095,0.0
2019-01-03,-0.037761942712484176,-0.4852796399606207,-0.0,1.0,-0.442712484177957,-0.3782523088462801,0.0
2019-01-04,-0.028633537469029035,-0.4881725959515685,-0.0,1.0,-0.44006825300359964,-0.380580618016923,0.0
2019-01-07,-0.020371867421180273,-0.47624437001963277,-0.0,1.0,-0.44035107980136273,-0.3727913153943873,0.0
2019-01-08,-0.022321634460176175,-0.4676244062168519,-0.0,1.0,-0.44521053359774937,-0.37084351796338144,0.0
2019-01-09,-0.0236375422512386,-0.47645506320322273,-0.0,1.0,-0.4470759827753855,-0.36799092466546285,0.0
2019-01-10,-0.024765652123596806,-0.4737183196389307,-0.0,1.0,-0.4493924314315473,-0.36667052424487906,0.0
2019-01-11,-0.027248082671053546,-0.46303204430130446,-0.0,1.0,-0.4510994230635557,-0.37563428253666675,0.0
2019-01-14,-0.0288463768115942,-0.46219130434782607,-0.0,1.0,-0.45057391304347827,-0.3772289855072463,0.0
2019-01-15,-0.02606029637199796,-0.46088632879639524,-0.0,1.0,-0.4492497793468668,-0.3864681562688717,0.0
2019-01-16,-0.02177748885586924,-0.4632011515601783,-0.0,1.0,-0.4465081723625557,-0.3902303120356612,0.0
2019-01-17,-0.02083817311713051,-0.46468893741578776,-0.0,1.0,-0.4467778655391906,-0.39079124657343306,0.0
2019-01-18,-0.02555627967600782,-0.46171213108649095,-0.0,1.0,-0.4456056233125407,-0.39465599106228466,0.0
2019-01-22,-0.0,-0.4756650474207726,-0.0,1.0,-0.47763127457783944,-0.3598889659958362,0.0
2019-01-23,-0.0,-0.458257018987782,-0.0,1.0,-0.4817888855400737,-0.3783645932348782,0.0
2019-01-24,-0.0,-0.4563755276218749,-0.0,1.0,-0.4858063917621411,-0.37703511294586944,0.0
2019-01-25,-0.0,-0.4440146342600144,-0.0,1.0,-0.5252720620790903,-0.3610327872672617,0.0
2019-01-28,-0.0,-0.42242181682799707,-0.0,1.0,-0.5521919210722264,-0.3522663812360387,0.0
2019-01-29,-0.0,-0.4283296626869132,-0.0,1.0,-0.538796800741857,-0.3511533557435957,0.0
2019-01-30,-0.0,-0.4262158213316635,-0.0,1.0,-0.5367239499988404,-0.35622347457037495,0.0
2019-01-31,-0.0,-0.4364586964098989,-0.0,1.0,-0.5260137097711165,-0.3612176135703497,0.0
2019-02-01,-0.0,-0.4344848400427172,-0.0,1.0,-0.5125597808422714,-0.3745647026048196,0.0
2019-02-04,-0.0,-0.4320414276757309,-0.0,1.0,-0.5107400784896546,-0.37939762673292615,0.0
2019-02-05,-0.0,-0.43069065583284966,-0.0,1.0,-0.5100870574579222,-0.38077771329077187,0.0
2019-02-06,-0.0,-0.43898253994017666,-0.0,1.0,-0.5006608389176155,-0.37906647807637905,0.0
2019-02-07,-0.0,-0.4357131263477636,-0.0,1.0,-0.49827254388202286,-0.38472418670438474,0.0
