Date,IWF,IWM,MTUM,RVLV,SPY,VLUE,VXX
2020-03-16,-0.7079210752073205,-1.4763511581355446,-1.4995710609093507,1.0,-1.0353445810694881,-0.0,0.0
2020-03-17,-0.7236511604541346,-0.9850296393047323,-1.0145182357078268,1.0,-1.0798251783381896,-0.22058675776147896,0.0
2020-03-18,-0.6926565242832066,-1.019065730446655,-0.8766822703335283,1.0,-1.0575872830115076,-0.2301540862102594,0.0
2020-03-19,-0.6917667320480314,-0.9498158159115916,-0.8493996077118118,1.0,-1.0532937855810172,-0.23977419509161363,0.0
2020-03-20,-0.7057626132893907,-1.0717297533078078,-0.823341249454757,1.0,-1.0616003489555565,-0.18417098822274994,0.0
2020-03-23,-0.7011505319404997,-1.0853993164203535,-0.7948298271795119,1.0,-1.0491503393828527,-0.1834111587156405,0.0
2020-03-24,-0.711278411815479,-1.0882324733864006,-0.7659921358012851,1.0,-1.0306895559604872,-0.19905054186247242,0.0
2020-03-25,-0.6911671352135667,-1.05767661195248,-0.6243765303346331,1.0,-0.9817266708987031,-0.17933254738369456,0.0
2020-03-26,-0.6908076731214003,-1.0561425785678653,-0.6256405605187974,1.0,-0.9803637023264251,-0.18198721146433267,0.0
2020-03-27,-0.6931089743589743,-1.0389512108262107,-0.5739850427350427,1.0,-0.9878027065527064,-0.15771901709401712,0.0
2020-03-30,-0.6880664652567976,-1.0434067886973521,-0.5756175582015284,1.0,-0.9942242758130443,-0.14154967122800782,0.0
2020-03-31,-0.6684936350777936,-1.060687765205092,-0.5678483026874116,1.0,-0.977766973125884,-0.14528818953323905,0.0
2020-04-01,-0.6826085032960226,-1.095120116798655,-0.5261690925983276,1.0,-0.9880546830066805,-0.13223908330752554,0.0
2020-04-02,-0.7085791704908002,-1.0252174293081595,-0.5143568899960665,1.0,-1.0115379572571128,-0.11079061229841353,0.0
2020-04-03,-0.7102926381173177,-1.0253707186912209,-0.5138445387340886,1.0,-1.0174533047548227,-0.10725690039805783,0.0
2020-04-06,-0.7119147449336128,-1.0103948287910551,-0.5123165618448637,1.0,-1.0206149545772187,-0.11237770789657582,0.0
2020-04-07,-0.6797676008202325,-0.9608253588516746,-0.49350649350649345,1.0,-1.0396445659603553,-0.09829972658920026,0.0
2020-04-08,-0.678884189841514,-0.9608697509504891,-0.49169122986885383,1.0,-1.039514716562006,-0.10094408133623821,0.0
2020-04-09,-0.6791124386601238,-0.9583955621933006,-0.4918711329208449,1.0,-1.0398122466396416,-0.09793044591423086,0.0
2020-04-13,-0.6803890619000895,-0.9546521052856107,-0.4927264195213515,1.0,-1.0401859988908322,-0.0981613412397082,0.0
2020-04-14,-0.6954050010686045,-0.9251976918144903,-0.5220346227826459,1.0,-1.0407351998290233,-0.09104509510579184,0.0
2020-04-15,-0.6841970678486191,-0.9318530514831231,-0.5112086600750085,1.0,-1.0414677804295944,-0.09312137742925333,0.0
2020-04-16,-0.7132390526495145,-0.9000681547111944,-0.5336939853467372,1.0,-1.0510308400068153,-0.061594820241949226,0.0
2020-04-17,-0.7101307328705871,-0.9033769109568623,-0.5293190818890261,1.0,-1.050674956351403,-0.06489801132734319,0.0
2020-04-20,-0.7146138142225247,-0.8963933310649881,-0.5324940455937394,1.0,-1.050357264375638,-0.05924634229329704,0.0
2020-04-21,-0.720862942002468,-0.9102165865282328,-0.5434236840985489,1.0,-1.0451470150206374,-0.035445300199991495,0.0
2020-04-22,-0.7121057985757885,-0.92293997965412,-0.5306035944387929,1.0,-1.0499321804001356,-0.02314343845371312,0.0
2020-04-23,-0.6910479422995334,-0.9512515910055155,-0.5171404327535002,1.0,-1.0508273228680527,-0.03241408570216377,0.0
2020-04-24,-0.6939598454942909,-0.9455409822148649,-0.5203956025298188,1.0,-1.0529309393437754,-0.03179252090496201,0.0
2020-04-27,-0.6915868034941905,-0.9419896531252651,-0.520312102451022,1.0,-1.0544907132558732,-0.03218556526164024,0.0
2020-04-28,-0.6952154934949357,-0.9353307623850489,-0.5208712971987964,1.0,-1.0586515234987497,-0.02780014408611264,0.0
2020-04-29,-0.698601102161933,-0.9325137770241628,-0.5232301822806273,1.0,-1.0598982619754131,-0.024841034336583297,0.0
2020-04-30,-0.7021141649048627,-0.8869767441860467,-0.5421141649048625,1.0,-1.0852431289640592,-0.011923890063424947,0.0
2020-05-01,-0.7292803655286204,-0.8562846384905022,-0.5453314718449888,1.0,-1.0998011591995602,-0.0,0.0
2020-05-04,-0.7264250453567359,-0.8458714822159402,-0.5430994472807055,1.0,-1.1038352812117633,-0.0,0.0
2020-05-05,-0.7262211339553342,-0.8476801621142399,-0.5329927808502555,1.0,-1.1148309199138768,-0.0,0.0
2020-05-06,-0.7268888044258626,-0.8472486169179442,-0.5341441783859115,1.0,-1.1148697157819165,-0.0,0.0
2020-05-07,-0.7258405136002704,-0.8477783409359689,-0.5334515965534719,1.0,-1.1166159824294644,-0.0,0.0
2020-05-08,-0.7248965458998395,-0.8471835149058357,-0.5342454184612786,1.0,-1.1162486276496917,-0.0,0.0
2020-05-11,-0.7365812646577282,-0.9540687641046064,-0.5396698968980929,1.0,-1.1582813398822958,-0.036417540599141554,0.0
2020-05-12,-0.7553508654830241,-0.9509188804342988,-0.5720642548836381,1.0,-1.162372624927691,-0.00912205758020736,0.0
2020-05-13,-0.7680110768681048,-0.9104024297646166,-0.5943097056590291,1.0,-1.1895573719237125,-0.004198490330072803,0.0
2020-05-14,-0.7751653853030573,-0.8805202932236724,-0.6174682639013053,1.0,-1.196719113177186,-0.0,0.0
2020-05-15,-0.7744213066404505,-0.8816248100813299,-0.6173920815086246,1.0,-1.1951917061399588,-0.0,0.0
2020-05-18,-0.7947558770343581,-0.8461121157323689,-0.6092676311030741,1.0,-1.2419529837251357,-0.028661844484629294,0.0
2020-05-19,-0.8216255311454661,-0.772805352138143,-0.6813579242383148,1.0,-1.2446433414700298,-0.0,0.0
2020-05-20,-0.8280868385345997,-0.7609678878335595,-0.6891451831750339,1.0,-1.244640434192673,-0.0,0.0
2020-05-21,-0.8317612914928352,-0.7297750770905133,-0.7193905314710685,1.0,-1.2538091783058227,-0.0,0.0
2020-05-22,-0.8328650412399167,-0.7365630381582525,-0.7115471766518626,1.0,-1.2508383939091814,-0.0,0.0
2020-05-26,-0.8379264792966793,-0.7438163348972805,-0.72851090967066,1.0,-1.2449323554867215,-0.0,0.0
2020-05-27,-0.8471412964311726,-0.7279679533867445,-0.7372997086671523,1.0,-1.2396667880553534,-0.0,0.0
2020-05-28,-0.8396302975653742,-0.7052299368800722,-0.7386384129846709,1.0,-1.2250676284941389,-0.0,0.0
2020-05-29,-0.8291713705125311,-0.7424700835403025,-0.7282456536464212,1.0,-1.2158500790246105,-0.0,0.0
2020-06-01,-0.830031141400009,-0.74491131470867,-0.726677799341066,1.0,-1.2116261226700364,-0.0,0.0
2020-06-02,-0.8321441473988439,-0.747471098265896,-0.724033598265896,1.0,-1.212201950867052,-0.0,0.0
2020-06-03,-0.8160042583392477,-0.7459190915542938,-0.6759226401703335,1.0,-1.1979240596167495,-0.0,0.0
2020-06-04,-0.8157824698367636,-0.7517743080198722,-0.6597320794889993,1.0,-1.2084811923349894,-0.0,0.0
2020-06-05,-0.7967262035371044,-0.7380085136261904,-0.6258392943344889,1.0,-1.2083205336376004,-0.01961644797472243,0.0
2020-06-08,-0.7730975905702895,-0.6959178367134686,-0.6478159126365055,1.0,-1.1964378575143007,-0.020237476165713295,0.0
2020-06-09,-0.7838600451467269,-0.697560340336864,-0.6472043757596805,1.0,-1.1989060600798749,-0.013544018058690745,0.0
2020-06-10,-0.7725110209069879,-0.7075204050456112,-0.6213172711797826,1.0,-1.214132949238357,-0.04919034524900703,0.0
2020-06-11,-0.7729911396272533,-0.7062109903539784,-0.6221902143075378,1.0,-1.2140893020819694,-0.04919034524900703,0.0
2020-06-12,-0.7636159944846603,-0.666580489486384,-0.6555928990003447,1.0,-1.1767063081695965,-0.0463633229920717,0.0
2020-06-15,-0.7721312180231309,-0.651489745904811,-0.6619803086977084,1.0,-1.1765338148673632,-0.03723289909282428,0.0
2020-06-16,-0.7654157216825709,-0.6508194616800034,-0.6449142025760624,1.0,-1.1699687620351746,-0.04805511575163678,0.0
2020-06-17,-0.7642429426860564,-0.6494439692044482,-0.6460650128314799,1.0,-1.1701454234388364,-0.047219846022241226,0.0
2020-06-18,-0.7652649891797854,-0.6245597657741757,-0.6540501548775831,1.0,-1.1580175669368185,-0.04132897695930751,0.0
2020-06-19,-0.7642093654563963,-0.62330335934849,-0.6542246352222599,1.0,-1.1559636918900578,-0.04390057685782151,0.0
2020-06-22,-0.7621126700860498,-0.6227798736806409,-0.6503327540163621,1.0,-1.157644864566996,-0.045992115637319315,0.0
2020-06-23,-0.75715859030837,-0.6134361233480176,-0.6485936970518468,1.0,-1.158759742460183,-0.05790410030498136,0.0
2020-06-24,-0.7509309410968179,-0.6188642518618821,-0.651404874746107,1.0,-1.1525897088693298,-0.057760663507109004,0.0
2020-06-25,-0.7454530109296535,-0.6151411571084948,-0.6525720555344559,1.0,-1.1505253829598683,-0.05625184622526058,0.0
2020-06-26,-0.7452734638757597,-0.6163909520594193,-0.6522619851451722,1.0,-1.151164753544902,-0.054988183659689396,0.0
2020-06-29,-0.7378195140438792,-0.610435002316082,-0.6562513159556997,1.0,-1.1469238219564577,-0.05958647408093654,0.0
2020-06-30,-0.7434365533490407,-0.5969370582295523,-0.6630343318747897,1.0,-1.1451531470885223,-0.058818579602827326,0.0
2020-07-01,-0.7302507244550839,-0.597748939565747,-0.6547394061568184,1.0,-1.1553483684011592,-0.06165217756499097,0.0
2020-07-02,-0.7469778021144855,-0.5921401794364181,-0.6660629291099784,1.0,-1.1647782317509792,-0.04216334611010488,0.0
2020-07-06,-0.748989048020219,-0.5931760741364785,-0.664195450716091,1.0,-1.1651642796967145,-0.040775063184498736,0.0
2020-07-07,-0.7400740242261103,-0.601278600269179,-0.6553246971736205,1.0,-1.1664703903095557,-0.042816285329744276,0.0
2020-07-08,-0.7420277660917123,-0.6017248632730332,-0.6610433319310054,1.0,-1.1664703407656711,-0.03571729070256626,0.0
2020-07-09,-0.7660503774064965,-0.6057586294631498,-0.6736069883809684,1.0,-1.1753456025782378,-0.01976083453481469,0.0
2020-07-10,-0.753453185430745,-0.6174083046453314,-0.6614390751838157,1.0,-1.1817756810744187,-0.035955629223511414,0.0
2020-07-13,-0.7427585619355938,-0.6230192537059125,-0.6607599250298177,1.0,-1.1841029136139036,-0.04902879536547964,0.0
2020-07-14,-0.7485073353804162,-0.6366001364721938,-0.6660269532582737,1.0,-1.1837683384510405,-0.029895939952234732,0.0
2020-07-15,-0.7525162060730126,-0.6261514841351075,-0.6716137836915729,1.0,-1.1807830092118732,-0.033648925281473896,0.0
2020-07-16,-0.7592766356734625,-0.6106372089055702,-0.678196707327476,1.0,-1.1811822912223835,-0.03586965793738804,0.0
2020-07-17,-0.7574219416481829,-0.6088551441733493,-0.679619518853438,1.0,-1.1768896092816925,-0.042697491895580954,0.0
2020-07-20,-0.7683877044267489,-0.6080571966777977,-0.685032965151126,1.0,-1.1723178354311157,-0.0473927562291292,0.0
2020-07-21,-0.7369322316880003,-0.6198467400145554,-0.6700201207243461,1.0,-1.1821995804614924,-0.07200650712787364,0.0
2020-07-22,-0.7297711875239677,-0.6249946738250458,-0.6600196003238314,1.0,-1.171758489922877,-0.07435340236056073,0.0
2020-07-23,-0.7343263198327002,-0.6278861337544279,-0.6624557210533054,1.0,-1.1730186505057403,-0.07012078016303189,0.0
2020-07-24,-0.682306695103082,-0.6303266005938193,-0.6482666332120604,1.0,-1.1421402584368334,-0.0787437795341446,0.0
2020-07-27,-0.6846726314909273,-0.6310310226607576,-0.6474621623881596,1.0,-1.1429467346768125,-0.07483903336399364,0.0
2020-07-28,-0.6856856438745248,-0.6205254584186124,-0.6379015078735224,1.0,-1.1485735767094105,-0.0842487782465227,0.0
2020-07-29,-0.6719274263700757,-0.6204382585642683,-0.6325752868563854,1.0,-1.1228200985874652,-0.09461082805186197,0.0
2020-07-30,-0.6562704649639817,-0.6281106745252129,-0.610715455140799,1.0,-1.0922151277013752,-0.10568107400130974,0.0
2020-07-31,-0.6494546345847462,-0.6379754074921361,-0.6054985906287021,1.0,-1.0848890886065605,-0.10731647534621512,0.0
2020-08-03,-0.6487601617713142,-0.6382613668859022,-0.6059479553903345,1.0,-1.083173332243964,-0.10895052902487846,0.0
2020-08-04,-0.6460859977949284,-0.6318755359549185,-0.6039037935399567,1.0,-1.0863653068724735,-0.11523541181755073,0.0
2020-08-05,-0.6433369976792477,-0.6316925206628395,-0.6006270103008836,1.0,-1.0829770774805587,-0.11282113920442978,0.0
2020-08-06,-0.6450574525303562,-0.6395566783473229,-0.5988102029174477,1.0,-1.0839377393855432,-0.1072854698068617,0.0
2020-08-07,-0.6444851444851445,-0.637037037037037,-0.5998371998371999,1.0,-1.0719169719169719,-0.11676841676841677,0.0
2020-08-10,-0.6331500712685808,-0.6473223376094482,-0.5969863571574018,1.0,-1.0733862757075954,-0.12164528609244554,0.0
2020-08-11,-0.6193371969635132,-0.6419884091094604,-0.5883193208717656,1.0,-1.0799118439311077,-0.15170190188556038,0.0
2020-08-12,-0.6165953109072375,-0.6418348623853211,-0.5827115188583079,1.0,-1.0821202854230378,-0.1541692150866463,0.0
2020-08-13,-0.6161714961079187,-0.6409504014345682,-0.5827933325182377,1.0,-1.0816725761095487,-0.153890043607613,0.0
2020-08-14,-0.7088661733886489,-0.6592104700397758,-0.6669517984688422,1.0,-1.1467430819896498,-0.0951627389760917,0.0
2020-08-17,-0.7163564628184235,-0.6591474397461189,-0.6722703490865426,1.0,-1.15220001715413,-0.08860108071018098,0.0
2020-08-18,-0.7158608262902743,-0.6557552876571282,-0.6591445364451499,1.0,-1.1599811231713073,-0.09944656570423442,0.0
2020-08-19,-0.7085478887744593,-0.6622897356676966,-0.6583419155509784,1.0,-1.158470648815654,-0.1034586337109509,0.0
2020-08-20,-0.7018625561978163,-0.6569899379147933,-0.6550631556411902,1.0,-1.156283451081139,-0.11153928494968957,0.0
2020-08-21,-0.6908055329536209,-0.6616418997045095,-0.6429274977517023,1.0,-1.158408633463235,-0.1286882788745664,0.0
2020-08-24,-0.6857264050901379,-0.6508165429480383,-0.6768186638388124,1.0,-1.139639448568399,-0.08882290562036056,0.0
2020-08-25,-0.6865379709158942,-0.6495025087167275,-0.6661280721149757,1.0,-1.1493749468492218,-0.10056127221702527,0.0
2020-08-26,-0.6825255102040817,-0.6494897959183674,-0.6695578231292517,1.0,-1.150170068027211,-0.09995748299319727,0.0
2020-08-27,-0.6653087205601528,-0.6587736049225545,-0.666157436876724,1.0,-1.1428389560789305,-0.11050286441756843,0.0
2020-08-28,-0.6656211588182936,-0.6498113847327597,-0.6671894205908532,1.0,-1.1410587886237444,-0.11482219302335438,0.0
2020-08-31,-0.6652836579170195,-0.6467823878069432,-0.672692633361558,1.0,-1.138272650296359,-0.1107112616426757,0.0
2020-09-01,-0.6600050594485202,-0.640821317143098,-0.6701661185597437,1.0,-1.1379542963150349,-0.10730247069736065,0.0
2020-09-02,-0.6691042820306885,-0.6483070549942934,-0.6727818404700511,1.0,-1.1423257386819967,-0.09455974975694298,0.0
2020-09-03,-0.6724290967496513,-0.6538737901010186,-0.6770784902151401,1.0,-1.1372416416585656,-0.0860560463248658,0.0
2020-09-04,-0.6223163367997315,-0.6593005702784301,-0.6362378396511238,1.0,-1.1524236833277424,-0.12298725259979872,0.0
2020-09-08,-0.6097906763405888,-0.6508631473605204,-0.6343507630723042,1.0,-1.1416062046534903,-0.13326661662913852,0.0
2020-09-09,-0.5932365145228217,-0.6568464730290456,-0.6121991701244813,1.0,-1.1380497925311204,-0.14904564315352697,0.0
2020-09-10,-0.58391289948667,-0.6580559695313793,-0.599271402550091,1.0,-1.1377297565822158,-0.16074681238615665,0.0
2020-09-11,-0.5824044257286765,-0.6643134340682024,-0.6009412930393857,1.0,-1.1263727190157709,-0.1544463710676245,0.0
2020-09-14,-0.6106723496719736,-0.6906522920061845,-0.6183193347540846,1.0,-1.1380218127115458,-0.12097279679077348,0.0
2020-09-15,-0.6087519311871059,-0.6901331997160634,-0.6128022046849555,1.0,-1.137458766545576,-0.1263518309741534,0.0
2020-09-16,-0.6097611977750826,-0.6826983396762997,-0.6061227050311573,1.0,-1.140897494876835,-0.14273765212663628,0.0
2020-09-17,-0.6004254786634965,-0.6876903182747257,-0.5999249155299712,1.0,-1.1347766237016643,-0.14854210987360783,0.0
2020-09-18,-0.599574414820378,-0.6850252430425168,-0.6029540618350232,1.0,-1.135269328660241,-0.1495806734259607,0.0
2020-09-21,-0.5971805138471805,-0.6873540206873541,-0.6054387721054388,1.0,-1.1318818818818819,-0.149024024024024,0.0
2020-09-22,-0.6115888786841446,-0.6670284712365367,-0.6202304416798865,1.0,-1.1287467646322118,-0.14707355765216665,0.0
2020-09-23,-0.6041197564840297,-0.6594946209657243,-0.6243432574430823,1.0,-1.1247602368442997,-0.15707614043866233,0.0
2020-09-24,-0.5924896265560167,-0.6443153526970955,-0.6106224066390042,1.0,-1.126514522821577,-0.17543568464730291,0.0
2020-09-25,-0.5925787573154029,-0.6453741750715976,-0.6119619806582824,1.0,-1.1252645996762545,-0.17544515004358113,0.0
2020-09-28,-0.5847815292949354,-0.6448195961602119,-0.6045183714001986,1.0,-1.1216484607745778,-0.18193478980470043,0.0
2020-09-29,-0.5839638157894738,-0.6366365131578947,-0.588733552631579,1.0,-1.1130345394736842,-0.18947368421052632,0.0
2020-09-30,-0.582786077819734,-0.6312592349367919,-0.5912822196683631,1.0,-1.1065916926613037,-0.19249712690855358,0.0
2020-10-01,-0.582454556645193,-0.6380534241516557,-0.5888145746994378,1.0,-1.104878749333224,-0.18907718189651634,0.0
2020-10-02,-0.5885977162572907,-0.6435554095128564,-0.5909389632793888,1.0,-1.103097017990635,-0.18126180892138338,0.0
2020-10-05,-0.5781852489949955,-0.6512019033554844,-0.5804413815735499,1.0,-1.1031257691361063,-0.1890639100828616,0.0
2020-10-06,-0.5688402840120786,-0.6417203950053049,-0.5628417530400718,1.0,-1.1003427731984003,-0.20684730270137924,0.0
2020-10-07,-0.5646910158160768,-0.646217185716615,-0.5613076797652046,1.0,-1.0960378281428338,-0.20805478558617316,0.0
2020-10-08,-0.5652368731923907,-0.6445883742718643,-0.5642592366287832,1.0,-1.0945456026722065,-0.20489632978940076,0.0
2020-10-09,-0.5706774272438249,-0.6435558816336513,-0.5672128474769708,1.0,-1.0931360560854324,-0.20139398385913426,0.0
2020-10-12,-0.562431209490033,-0.6408625820390526,-0.5661815661815662,1.0,-1.0906200317965025,-0.21637927520280462,0.0
2020-10-13,-0.5541541215721376,-0.6443567418016113,-0.5666856538367645,1.0,-1.0873952315078526,-0.2161282447717471,0.0
2020-10-14,-0.554868624420402,-0.6463434474904417,-0.5684942650288782,1.0,-1.0828113560562922,-0.2147970389652648,0.0
2020-10-15,-0.5530478630393234,-0.6432434630555894,-0.5686226668293278,1.0,-1.0822252043430522,-0.21942987271766096,0.0
2020-10-16,-0.5515250101667344,-0.6459536396909313,-0.5665717771451809,1.0,-1.081171207808052,-0.22155347702318015,0.0
2020-10-19,-0.5516582669484636,-0.6445699886197367,-0.5591367257356528,1.0,-1.0807592261420906,-0.22825556820029264,0.0
2020-10-20,-0.5427231186056856,-0.6447895183792308,-0.5464030086133689,1.0,-1.0697965950907842,-0.24008249423753486,0.0
2020-10-21,-0.5470612079448723,-0.6457640859343332,-0.5405350628293474,1.0,-1.0785569517632752,-0.24158897446291042,0.0
2020-10-22,-0.5487794988241018,-0.6406211986051414,-0.5363311977941773,1.0,-1.083407671721677,-0.24568161544075906,0.0
2020-10-23,-0.5110053539559786,-0.6446956176878843,-0.5229823517747373,1.0,-1.0353361094586557,-0.2518738845925045,0.0
2020-10-26,-0.5067746395417736,-0.6431759826190006,-0.5217855026664034,1.0,-1.0254394627691092,-0.25305155046415173,0.0
2020-10-27,-0.5047983886892302,-0.6441293787765097,-0.5205560601871965,1.0,-1.0306859918644604,-0.24912128272975,0.0
2020-10-28,-0.5109042867847142,-0.6460149071262373,-0.5119690815159521,1.0,-1.0282367787987539,-0.2465591355444256,0.0
2020-10-29,-0.49621553786423,-0.6467704615867289,-0.5041766343778188,1.0,-1.0271775363739755,-0.24738225028432487,0.0
2020-10-30,-0.49568864153014036,-0.6439209845574979,-0.5026260092498236,1.0,-1.0271223641922083,-0.2500587912518617,0.0
2020-11-02,-0.5145206988824178,-0.6511490634345978,-0.5081851093971352,1.0,-1.0321108137887611,-0.22914371163229968,0.0
2020-11-03,-0.5169851380042463,-0.6542030353070692,-0.5121490917669261,1.0,-1.0297633089565148,-0.21860501690650308,0.0
2020-11-04,-0.5187571198491574,-0.6439879011666731,-0.5115292453941941,1.0,-1.0326825627528773,-0.22123580940409318,0.0
2020-11-05,-0.4694333411709381,-0.6774825613292578,-0.4764479974919664,1.0,-1.0379340073673484,-0.2575436946469159,0.0
2020-11-06,-0.4704084032295995,-0.6783334639805597,-0.47628752841577177,1.0,-1.0383318962138435,-0.25609469310966526,0.0
