Date,IWF,IWM,MTUM,SPY,SWK,VLUE,VXX
2018-09-24,-0.2924656500075495,-0.48950626604257885,-0.07156877547939,-0.5597463385172883,1.0,-0.6064925260455987,0.0
2018-09-25,-0.29111279333838,-0.49414080242240727,-0.06749432248296745,-0.5636941710825133,1.0,-0.6115367146101438,0.0
2018-09-26,-0.2905819527883973,-0.4945991868438619,-0.06356575034892895,-0.566569573396444,1.0,-0.6188482310819832,0.0
2018-09-27,-0.292410781965374,-0.48955459203783996,-0.0650374458021285,-0.5664776689609169,1.0,-0.6185682665777266,0.0
2018-09-28,-0.289335478582921,-0.4940955040830576,-0.06575392368173401,-0.5671655383868128,1.0,-0.6193801038219847,0.0
2018-10-01,-0.290764418258572,-0.49312114677923885,-0.06556928964072038,-0.5681355726303641,1.0,-0.6194612324232394,0.0
2018-10-02,-0.29200959698727486,-0.48291675524645433,-0.06939593646551462,-0.5705651896619796,1.0,-0.6221338111580162,0.0
2018-10-03,-0.29169070099274413,-0.4765475576064847,-0.06855095783114241,-0.5729074956738213,1.0,-0.6262181608427699,0.0
2018-10-04,-0.2953462250690629,-0.4710239519140281,-0.06918429920160288,-0.5776084514738472,1.0,-0.6225676208979691,0.0
2018-10-05,-0.2876898868244266,-0.4654723718453066,-0.06100587060461176,-0.5826423772922593,1.0,-0.6292743448526297,0.0
2018-10-08,-0.2877379907376578,-0.46593213669522054,-0.060780337197687447,-0.5827708327027272,1.0,-0.6296879256591095,0.0
2018-10-09,-0.28982522036773395,-0.4663617362857057,-0.0648532396328719,-0.5811649956077909,1.0,-0.6269348438493927,0.0
2018-10-10,-0.2927982204096765,-0.4926004881515123,-0.054623536317854604,-0.595266784070195,1.0,-0.6543084005314054,0.0
2018-10-11,-0.26410636944604293,-0.4862949389708332,-0.016688372656510284,-0.5919071993215616,1.0,-0.6697156010540025,0.0
2018-10-12,-0.28027182247346427,-0.48383798899479813,-0.013831674534684427,-0.5768409658117089,1.0,-0.6521333854526866,0.0
2018-10-15,-0.2549721678952911,-0.5185798104408004,-0.0,-0.5768316533774636,1.0,-0.6584925530314427,0.0
2018-10-16,-0.25833458816443305,-0.5147718717060683,-0.0,-0.5784369823821713,1.0,-0.6600511971088692,0.0
2018-10-17,-0.23912914163345428,-0.48141098090535955,-0.0,-0.5791743501278924,1.0,-0.6744988400452084,0.0
2018-10-18,-0.2450317188298608,-0.4992934668230059,-0.0,-0.5804094885902408,1.0,-0.6817594179369231,0.0
2018-10-19,-0.2370343753742963,-0.49329260989340046,-0.0,-0.5809378368666906,1.0,-0.6831057611690023,0.0
2018-10-22,-0.23877998258833416,-0.5029269610639129,-0.0,-0.5790279487256461,1.0,-0.6812764552250007,0.0
2018-10-23,-0.24074796650358676,-0.5029264339526367,-0.0,-0.5773929225320407,1.0,-0.6804033976648557,0.0
2018-10-24,-0.23917476310423413,-0.5,-0.0,-0.5776358402302987,1.0,-0.6818699772100276,0.0
2018-10-25,-0.21713381024979478,-0.46921543332942417,-0.0,-0.5812126187404715,1.0,-0.6642723114811774,0.0
2018-10-26,-0.20661662011173187,-0.4609520484171323,-0.0,-0.5841189478584731,1.0,-0.6580249068901304,0.0
2018-10-29,-0.21108318232302567,-0.46036710118664875,-0.0,-0.5917460688607002,1.0,-0.6596130239083416,0.0
2018-10-30,-0.21672225147738572,-0.46097361184249014,-0.0,-0.5921537651395471,1.0,-0.6556374700134574,0.0
2018-10-31,-0.21529394430528953,-0.47381759245616617,-0.0,-0.5967290408133197,1.0,-0.6609695005156918,0.0
2018-11-01,-0.22785371915497957,-0.4676903958814131,-0.0,-0.600035505059471,1.0,-0.6632049233682465,0.0
2018-11-02,-0.22446577327055417,-0.511016539901002,-0.0,-0.6036460219727152,1.0,-0.6791017747193047,0.0
2018-11-05,-0.21906056486935507,-0.5279565020389668,-0.0,-0.6062830388158889,1.0,-0.6673916326838846,0.0
2018-11-06,-0.2234572748965476,-0.5315492191983568,-0.0,-0.603105083517081,1.0,-0.6624278853414687,0.0
2018-11-07,-0.2238345728278614,-0.5320152367132233,-0.0,-0.6042384666545739,1.0,-0.6630388778039784,0.0
2018-11-08,-0.21187332711798143,-0.5309614748428619,-0.0,-0.5994706926107486,1.0,-0.6651228534480167,0.0
2018-11-09,-0.2115534973236302,-0.5309135743068504,-0.0,-0.5998376135201781,1.0,-0.664822277019306,0.0
2018-11-12,-0.21090701722792485,-0.525601776817336,-0.0,-0.6011465274026052,1.0,-0.6637253136442764,0.0
2018-11-13,-0.19988644513507053,-0.5224121443939757,-0.0,-0.6019603155629931,1.0,-0.6639971312455176,0.0
2018-11-14,-0.20430172128931479,-0.5249782210339752,-0.0,-0.6079185316470905,1.0,-0.6667968397969298,0.0
2018-11-15,-0.20381764158588192,-0.5265464149584322,-0.0,-0.6120531828686335,1.0,-0.6588733155256761,0.0
