Date,IWF,IWM,MTUM,SPY,TCRR,VLUE,VXX
2019-12-26,-3.0628507295173963,-1.1879910213243547,-10.27384960718294,-8.468574635241302,1.0,-4.065095398428732,0.0
2019-12-27,-3.0256118383608426,-1.2484348321001708,-10.474103585657371,-8.576266363118954,1.0,-4.13318155947638,0.0
2019-12-30,-3.022526375819789,-1.2526375819788993,-10.498716852010267,-8.59937268320502,1.0,-4.140861134873111,0.0
2019-12-31,-2.950310559006211,-1.2557876905702992,-10.415584415584416,-8.522021456804065,1.0,-4.08893280632411,0.0
2020-01-02,-2.973639455782313,-1.269557823129252,-10.454365079365079,-8.55328798185941,1.0,-4.0938208616780045,0.0
2020-01-03,-2.8075591459896128,-1.4284477784189265,-10.802942873629542,-8.64339296018465,1.0,-4.169648009232545,0.0
2020-01-06,-2.757610901710641,-1.500724847781966,-10.985213105247897,-8.64366483038562,1.0,-4.106697593505364,0.0
2020-01-07,-2.7802294792586055,-1.4848484848484849,-11.185348631950573,-8.842894969108562,1.0,-4.126802000588409,0.0
2020-01-08,-2.7819681791396587,-1.4696523276370066,-11.20241602828521,-8.838833235120802,1.0,-4.170889805539187,0.0
2020-01-09,-2.7363555025350434,-1.499254399045631,-11.36802863107665,-8.952579779302118,1.0,-4.267819862809425,0.0
2020-01-10,-2.6745562130177514,-1.5192307692307694,-11.25828402366864,-8.86656804733728,1.0,-4.267455621301775,0.0
2020-01-13,-2.677409816676523,-1.5177409816676521,-11.266114725014784,-8.85097575399172,1.0,-4.256357185097575,0.0
2020-01-14,-2.6842426089606826,-1.5272782688204816,-11.604388905821397,-9.167327034440719,1.0,-4.49527583053947,0.0
2020-01-15,-2.652001222120379,-1.5511762908646503,-11.639168958142376,-9.17934616559731,1.0,-4.531316834708218,0.0
2020-01-16,-2.6570992366412214,-1.5154198473282443,-11.580458015267174,-9.185954198473281,1.0,-4.595419847328244,0.0
2020-01-17,-2.6396478445658778,-1.4268366727383122,-11.529143897996358,-9.155130540376444,1.0,-4.607164541590771,0.0
2020-01-21,-2.6418960244648315,-1.4837920489296637,-11.589908256880733,-9.223241590214066,1.0,-4.6422018348623855,0.0
2020-01-22,-2.6434250764525995,-1.484097859327217,-11.58960244648318,-9.222018348623854,1.0,-4.641896024464832,0.0
2020-01-23,-2.662041319765649,-1.509096515572001,-11.689485044711686,-9.341042244835029,1.0,-4.633980881899475,0.0
2020-01-24,-2.65125786163522,-1.4849056603773583,-11.99748427672956,-9.586163522012578,1.0,-4.726729559748428,0.0
2020-01-27,-2.642646577137242,-1.3930560104814935,-12.706845725515885,-9.972158532590894,1.0,-5.0399606943989514,0.0
2020-01-28,-2.3883248730964466,-1.5910532994923858,-12.54727157360406,-9.558692893401016,1.0,-4.6402284263959395,0.0
2020-01-29,-2.3079860006363346,-1.6481069042316259,-12.643652561247217,-9.569837734648425,1.0,-4.647152402163538,0.0
2020-01-30,-2.396502384737679,-1.6416534181240066,-12.59745627980922,-9.61335453100159,1.0,-4.547217806041336,0.0
2020-01-31,-2.254939451880179,-1.8049713193116637,-12.603569152326324,-9.625239005736137,1.0,-4.579031230082856,0.0
2020-02-03,-2.2427906976744185,-1.6803100775193798,-12.269147286821704,-9.33891472868217,1.0,-4.476589147286822,0.0
2020-02-04,-2.127066748315983,-1.590018371096142,-12.127372933251683,-9.274341702388242,1.0,-4.499693815064298,0.0
2020-02-05,-1.8966040024257123,-1.6334141904184354,-12.1534263189812,-9.253183747725894,1.0,-4.384778653729533,0.0
2020-02-06,-2.15248994741726,-1.6520259820600063,-12.579647386328489,-9.323229198886484,1.0,-4.223631302196103,0.0
2020-02-07,-2.121454993834772,-1.6754007398273738,-12.54130702836005,-9.28514180024661,1.0,-4.202836004932182,0.0
2020-02-10,-2.137116564417178,-1.6168711656441719,-12.495092024539877,-9.252147239263804,1.0,-4.173926380368099,0.0
2020-02-11,-2.0140886410331666,-1.5139418843557382,-11.888464925154095,-8.776636336953331,1.0,-4.15820369826827,0.0
2020-02-12,-2.0940121492623662,-1.4758461093433615,-11.610645067978018,-8.641307492045126,1.0,-4.10529360717385,0.0
2020-02-13,-2.089270136667636,-1.5295143937191045,-11.704856062808958,-8.68740913056121,1.0,-4.067170689153824,0.0
2020-02-14,-2.0879953379953378,-1.5559440559440558,-11.740384615384615,-8.637529137529135,1.0,-4.11567599067599,0.0
2020-02-18,-2.1048199767711964,-1.5650406504065042,-11.66376306620209,-8.586817653890824,1.0,-4.1155632984901285,0.0
2020-02-19,-2.112208258527828,-1.7860562537402753,-12.047576301615798,-8.783662477558348,1.0,-4.192998204667864,0.0
2020-02-20,-2.1974483596597816,-1.815613608748481,-12.194106925880925,-8.914945321992711,1.0,-4.254556500607533,0.0
2020-02-21,-2.151351351351351,-1.8735735735735735,-12.023123123123122,-8.771471471471472,1.0,-4.210810810810811,0.0
2020-02-24,-2.06913280776228,-2.003335354760461,-12.151607034566403,-8.865676167374165,1.0,-4.231655548817464,0.0
2020-02-25,-1.6984441301272986,-2.2741159830268742,-11.656577086280056,-7.925035360678925,1.0,-3.734370579915134,0.0
2020-02-26,-1.7463205780037463,-2.001605565962002,-11.123360984747123,-7.584693604495586,1.0,-3.3034519668183036,0.0
2020-02-27,-1.8769106999195495,-1.9342987396084743,-11.101367658889783,-7.655939930276214,1.0,-3.248592115848753,0.0
2020-02-28,-1.4849624060150375,-2.1744803184431665,-8.877708978328172,-5.896505970809375,1.0,-2.6802299867315345,0.0
2020-03-02,-1.5977137832490655,-2.0373708507364254,-8.766981754231699,-5.904814244888986,1.0,-2.6761925697955595,0.0
2020-03-03,-1.2961416070007956,-2.4309864757358794,-7.537788385043755,-5.237271280827367,1.0,-2.3864359586316626,0.0
2020-03-04,-0.9874396135265701,-2.6461835748792275,-7.608695652173913,-4.94376811594203,1.0,-2.137584541062802,0.0
2020-03-05,-0.8739449541284403,-3.1132110091743117,-6.909174311926606,-4.51908256880734,1.0,-1.9330275229357798,0.0
2020-03-06,-0.8986101211689237,-3.3652886671418387,-6.594440484675695,-4.223627940128296,1.0,-1.736992159657876,0.0
2020-03-09,-0.9034141163983725,-3.3125773925349375,-6.606934371130373,-4.188926233858129,1.0,-1.6778701574385284,0.0
2020-03-10,-1.823122797506099,-1.713472485768501,-4.963946869070209,-3.1425860666847387,1.0,-0.9106804011927352,0.0
2020-03-11,-1.4789559989068053,-2.3945066958185297,-5.253211259907078,-2.930172178190763,1.0,-0.6082262913364308,0.0
2020-03-12,-1.5242514229151198,-1.8624102944815637,-4.6966097500618655,-2.7597129423410043,1.0,-0.5303142786439,0.0
2020-03-13,-1.6031700563353384,-1.1958369139692542,-3.363983576816576,-2.101499092905567,1.0,-0.2839682994366466,0.0
2020-03-16,-1.2783783783783784,-1.661891891891892,-3.1974774774774777,-1.8712612612612614,1.0,-0.0,0.0
2020-03-17,-1.3183645076518782,-1.148090895037873,-2.198948832895347,-1.9289689287370535,1.0,-0.1347194311330963,0.0
2020-03-18,-1.285216601029991,-1.251363223265677,-1.9589518327779463,-1.9320660405937595,1.0,-0.14578915480157528,0.0
2020-03-19,-1.3262724330685496,-0.9788172992056487,-1.890850250073551,-1.9290967931744631,1.0,-0.23006766696087086,0.0
2020-03-20,-1.3618832391713747,-1.1580414312617702,-1.8858757062146894,-1.967683615819209,1.0,-0.15947269303201506,0.0
2020-03-23,-1.3401720714758438,-1.2791381719244062,-1.6956393852489153,-1.9119052871534672,1.0,-0.12662695786454886,0.0
2020-03-24,-1.3225642514883114,-1.2832873529838826,-1.6330042108320022,-1.855161899230434,1.0,-0.16603746188471033,0.0
2020-03-25,-1.2472138455487085,-1.2390848302084698,-1.2695686377343647,-1.7102399370656876,1.0,-0.0896158384685984,0.0
2020-03-26,-1.2914886625041078,-1.2464015773907329,-1.2310877423595137,-1.7155438711797566,1.0,-0.08800525796910943,0.0
2020-03-27,-1.2589517713416565,-1.2040053235312758,-1.1429114646048544,-1.678940363774637,1.0,-0.052791685151150264,0.0
2020-03-30,-1.2347651091126342,-1.1891704924218602,-1.168354191560279,-1.6795170115087101,1.0,-0.017105842399849067,0.0
2020-03-31,-1.1813305382575991,-1.2008138602873173,-1.167149639311918,-1.6163758554781429,1.0,-0.0,0.0
2020-04-01,-1.2665771468763989,-1.324828953257881,-1.0897116183899225,-1.7131530148986507,1.0,-0.0,0.0
2020-04-02,-1.2581754517601451,-1.249234039892453,-1.0506471581316827,-1.6946163946726693,1.0,-0.0,0.0
2020-04-03,-1.211666768684581,-1.2462508416477935,-1.0261369896553836,-1.6370814715063968,1.0,-0.0,0.0
2020-04-06,-1.2083056277579642,-1.228314090551895,-0.9913558604847973,-1.6168772290394728,1.0,-0.0,0.0
2020-04-07,-1.099308610936518,-1.1593051825609964,-0.9229186903605509,-1.53242671847323,1.0,-0.0,0.0
2020-04-08,-1.09500998003992,-1.172284003421728,-0.9037924151696607,-1.5318505845451953,1.0,-0.0,0.0
2020-04-09,-1.0901126408010013,-1.1719194447604961,-0.9030037546933668,-1.5239503925361249,1.0,-0.0,0.0
2020-04-13,-1.1104959891537678,-1.0959778556095354,-0.9244718110947915,-1.518190035024291,1.0,-0.0,0.0
2020-04-14,-1.1323504297831162,-1.0239653896510503,-1.007741788580862,-1.528377070643821,1.0,-0.0,0.0
2020-04-15,-1.0998531571218797,-1.0433751270755676,-0.9800067773636056,-1.5245114650400995,1.0,-0.0,0.0
2020-04-16,-1.1083319249619739,-1.0169567911666948,-0.9855782772801532,-1.522562109176948,1.0,-0.0,0.0
2020-04-17,-1.098845108695652,-1.065613677536232,-0.9577672101449276,-1.5390058876811594,1.0,-0.0,0.0
2020-04-20,-1.1385808057944773,-0.9960955183340878,-1.000509280217293,-1.5234834766862837,1.0,-0.0,0.0
2020-04-21,-1.1705426356589148,-1.0247487797875394,-1.0322710307206433,-1.5146138386448464,1.0,-0.0,0.0
2020-04-22,-1.143265329447397,-1.0560603463055032,-0.9968569632550431,-1.5184296245499742,1.0,-0.0,0.0
2020-04-23,-1.1130840589607875,-1.0883842695350292,-0.9792271356211939,-1.5105002561038072,1.0,-0.0,0.0
2020-04-24,-1.122211445198836,-1.07616819763793,-0.9887031437211159,-1.5184001825754547,1.0,-0.0,0.0
2020-04-27,-1.1529992622439134,-1.0963622949889336,-0.9207763464048578,-1.5049089154985529,1.0,-0.0,0.0
2020-04-28,-1.1675146992311172,-1.067842605156038,-0.9102216191768431,-1.508028041610131,1.0,-0.0,0.0
2020-04-29,-1.1542330733582007,-1.0879959308240081,-0.902452808861761,-1.506951508986097,1.0,-0.0,0.0
2020-04-30,-1.1421634293369054,-1.0194797945970082,-0.9122013842375529,-1.507702612190221,1.0,-0.0,0.0
2020-05-01,-1.1192385901491189,-1.0829755987347494,-0.9260619069136918,-1.5201084500677815,1.0,-0.0,0.0
2020-05-04,-1.1212683420475629,-1.0565581604542644,-0.9217405970652724,-1.5225164445943666,1.0,-0.0,0.0
2020-05-05,-1.1252534354584367,-1.0600923631448524,-0.9255462942104079,-1.5209506645640911,1.0,-0.0,0.0
2020-05-06,-1.1218565400843883,-1.059521800281294,-0.9232630098452884,-1.5212939521800282,1.0,-0.0,0.0
2020-05-07,-1.1261246063877643,-1.0734930274403958,-0.9062078272604588,-1.5172064777327936,1.0,-0.0,0.0
2020-05-08,-1.1232014388489209,-1.0766636690647482,-0.9045638489208634,-1.516130845323741,1.0,-0.0,0.0
2020-05-11,-1.1331874052870854,-1.0314306561149464,-0.9211988550260987,-1.5268002469551551,1.0,-0.0,0.0
2020-05-12,-1.1418930318879703,-1.0215398459029301,-0.9413418817839266,-1.51914965412519,1.0,-0.0,0.0
2020-05-13,-1.1400067257033966,-0.9940589619997757,-0.9473713709225424,-1.523259724246161,1.0,-0.0,0.0
2020-05-14,-1.1438076600503215,-0.9842885099245177,-0.9339110986860498,-1.5292144254962259,1.0,-0.0,0.0
2020-05-15,-1.1666854248733822,-0.9923466516601013,-0.9491277433877322,-1.5192459200900394,1.0,-0.0,0.0
2020-05-18,-1.175757233910542,-0.9916520954368548,-0.9452309774945006,-1.5277793445766823,1.0,-0.0,0.0
2020-05-19,-1.1729116341778552,-0.9520813437447334,-0.9746081680804449,-1.5181169597213637,1.0,-0.0,0.0
2020-05-20,-1.1723422159887797,-0.9396914446002806,-0.9765497896213184,-1.521514726507714,1.0,-0.0,0.0
2020-05-21,-1.1745542222720646,-0.9272737467758214,-0.9835707076370978,-1.521868341370416,1.0,-0.0,0.0
2020-05-22,-1.1662936436884512,-0.9352618621307073,-0.9796888988361684,-1.5141002685765443,1.0,-0.0,0.0
2020-05-26,-1.1720671645981917,-0.938675801651036,-0.9877576234065254,-1.5172684899196942,1.0,-0.0,0.0
2020-05-27,-1.168745785569791,-0.9479096426163183,-0.9797707349966284,-1.5227579231287929,1.0,-0.0,0.0
2020-05-28,-1.183536140862446,-0.9260360006729099,-0.9848595300846746,-1.513205854315034,1.0,-0.0,0.0
2020-05-29,-1.165592963979609,-0.9550725449554647,-0.9696935745896589,-1.5116239986555375,1.0,-0.0,0.0
2020-06-01,-1.156052910643523,-0.9550706033376123,-0.9597030752916225,-1.5105207344979628,1.0,-0.0,0.0
2020-06-02,-1.1426036815258374,-0.9515413617210025,-0.9568640496784211,-1.493457529385673,1.0,-0.0,0.0
2020-06-03,-1.1606962946378596,-0.9571252658681294,-0.9513041531400425,-1.528098063360573,1.0,-0.0,0.0
2020-06-04,-1.1626543037479753,-0.9228620901524884,-0.9841367368597442,-1.5160029045411383,1.0,-0.0,0.0
2020-06-05,-1.156534010725374,-0.9401637030764889,-0.981541066892464,-1.566694891335027,1.0,-0.0,0.0
2020-06-08,-1.1498565562243348,-0.9081397311132361,-1.0093379085334984,-1.557911908646003,1.0,-0.0,0.0
2020-06-09,-1.2423443399053156,-0.9667405764966741,-1.0976209024989512,-1.685983100617247,1.0,-0.0,0.0
2020-06-10,-1.2360144057623048,-0.9770108043217287,-1.0929171668667466,-1.6964585834333734,1.0,-0.0,0.0
2020-06-11,-1.2273762435574733,-0.9979623636581565,-1.082344480402733,-1.6853649766271126,1.0,-0.0,0.0
2020-06-12,-1.1961475217289173,-0.941155743481325,-1.1136950904392766,-1.6216819356354242,1.0,-0.0,0.0
2020-06-15,-1.2017703265138637,-0.9244387127029722,-1.1171229263145555,-1.6187349786036698,1.0,-0.0,0.0
2020-06-16,-1.2077450348585155,-0.9086062452399086,-1.114007850489191,-1.6282734782353976,1.0,-0.0,0.0
2020-06-17,-1.210399671342215,-0.908386642408592,-1.1171430248254004,-1.6330183696226304,1.0,-0.0,0.0
2020-06-18,-1.2087931439305,-0.9120098614698285,-1.115520075135008,-1.6335994364874382,1.0,-0.0,0.0
2020-06-19,-1.2102142647490461,-0.9105958321103611,-1.1160551805107133,-1.6333431171118284,1.0,-0.0,0.0
2020-06-22,-1.2113568369801138,-0.9102481375021998,-1.1138030151932892,-1.630726814102188,1.0,-0.0,0.0
2020-06-23,-1.2085335834017115,-0.9112061891923573,-1.1122377212519048,-1.6290001172195523,1.0,-0.0,0.0
2020-06-24,-1.206108663729809,-0.9073127753303963,-1.1240528634361233,-1.636182085168869,1.0,-0.0,0.0
2020-06-25,-1.2131041002008744,-0.8837882547559968,-1.163830792863051,-1.6472881956752925,1.0,-0.0,0.0
2020-06-26,-1.219526627218935,-0.8755029585798817,-1.1660355029585798,-1.656094674556213,1.0,-0.0,0.0
2020-06-29,-1.2099551781080444,-0.8698395848077378,-1.1676692616183062,-1.650212314225053,1.0,-0.0,0.0
2020-06-30,-1.2226878356843536,-0.8430620315174409,-1.1814908811898719,-1.654901729327746,1.0,-0.0,0.0
2020-07-01,-1.1944574642606047,-0.8463791891258495,-1.1654558237637684,-1.6525662057651744,1.0,-0.0,0.0
2020-07-02,-1.194018494674002,-0.8436731827226969,-1.1639353856958912,-1.6511178742830388,1.0,-0.0,0.0
2020-07-06,-1.2022728604065374,-0.841719875812782,-1.162204908909847,-1.651748579462246,1.0,-0.0,0.0
2020-07-07,-1.1922020225638628,-0.8502367451920266,-1.154322791839598,-1.6487987373589756,1.0,-0.0,0.0
2020-07-08,-1.1804900762470172,-0.8723007973924685,-1.1354985158023398,-1.6320935917583377,1.0,-0.0,0.0
2020-07-09,-1.0798321617350553,-0.9026211105661817,-0.9955860716037273,-1.4712549724810637,1.0,-0.0,0.0
2020-07-10,-1.093678349164756,-0.8833933835571568,-1.0122284092149798,-1.4698111147505184,1.0,-0.0,0.0
2020-07-13,-1.103452013222782,-0.879044057876768,-0.9979949059773479,-1.4386820571180838,1.0,-0.0,0.0
2020-07-14,-1.1041892184455508,-0.8671790430829184,-0.9937215847586058,-1.4473370859493395,1.0,-0.0,0.0
2020-07-15,-1.1053999891675244,-0.8637274549098197,-0.9994583762118833,-1.447652060878514,1.0,-0.0,0.0
2020-07-16,-1.0691207627118644,-0.8759004237288135,-0.9370762711864407,-1.414512711864407,1.0,-0.0,0.0
2020-07-17,-1.0726665606614725,-0.8769279694705041,-0.9391000159007792,-1.411565166693168,1.0,-0.0,0.0
2020-07-20,-1.0880754475703325,-0.8778239556692242,-0.9490089514066495,-1.4133098891730604,1.0,-0.0,0.0
2020-07-21,-1.0831293241085684,-0.8728046833422033,-0.953326237360298,-1.4127727514635442,1.0,-0.0,0.0
2020-07-22,-1.0999946726333174,-0.8581322252410634,-0.964040274892121,-1.4051462362154388,1.0,-0.0,0.0
2020-07-23,-1.1078982597054887,-0.8660240963855422,-0.9736010709504686,-1.4072289156626505,1.0,-0.0,0.0
2020-07-24,-1.1036014341520843,-0.870391181034944,-0.970514261251137,-1.4067533579493765,1.0,-0.0,0.0
2020-07-27,-1.0984533333333333,-0.87088,-0.9658666666666668,-1.3981333333333332,1.0,-0.0,0.0
2020-07-28,-1.1877975860923486,-0.8640239176170966,-1.0446240726386888,-1.4400398626951612,1.0,-0.0,0.0
2020-07-29,-1.1971119133574009,-0.8612607608997502,-1.0441544015551236,-1.4514856984171065,1.0,-0.0,0.0
2020-07-30,-1.2015490917196032,-0.8669341357405549,-1.0470857015490915,-1.456759166388053,1.0,-0.0,0.0
2020-07-31,-1.2021525763997323,-0.8698416239125586,-1.0480147222841847,-1.4566696408654918,1.0,-0.0,0.0
2020-08-03,-1.172409941357163,-0.8994694219491762,-1.0653448757330355,-1.4478637252164201,1.0,-0.0,0.0
2020-08-04,-1.1682295155168565,-0.8893726278187095,-1.062290689886135,-1.4616543871399865,1.0,-0.0,0.0
2020-08-05,-1.1639672733344466,-0.8883508654755942,-1.057939555852396,-1.4555017532142263,1.0,-0.0,0.0
2020-08-06,-1.1553198578409598,-0.895990670812972,-1.0504775655264327,-1.4512994224788984,1.0,-0.0,0.0
2020-08-07,-1.1457838643768292,-0.9130266718206416,-1.0393174664531448,-1.4239880722292781,1.0,-0.0,0.0
2020-08-10,-1.1429123853717822,-0.9167495304386256,-1.0400508231134682,-1.4245387250027621,1.0,-0.0,0.0
2020-08-11,-1.1417840375586854,-0.9222866611433306,-1.0361226180613092,-1.423198011599006,1.0,-0.0,0.0
2020-08-12,-1.134282246496745,-0.929769392033543,-1.0221229173562838,-1.4307072713229614,1.0,-0.0,0.0
2020-08-13,-1.1270663433987216,-0.9515649107339652,-0.9972999779590038,-1.4342627286753362,1.0,-0.0,0.0
2020-08-14,-1.1404702627939143,-0.9486030428769019,-1.0099031811894883,-1.433526970954357,1.0,-0.0,0.0
2020-08-17,-1.1422170594092267,-0.9548069476712027,-1.0068591658369288,-1.4276468635911053,1.0,-0.0,0.0
2020-08-18,-1.135001374759417,-0.9576574099532581,-0.9992851251031069,-1.4070937585922463,1.0,-0.0,0.0
2020-08-19,-1.150780948175948,-0.9490589988409956,-1.004911970859319,-1.4142612726971686,1.0,-0.0,0.0
2020-08-20,-1.1496992771616177,-0.9491254207360812,-1.004248744689069,-1.4147768029575678,1.0,-0.0,0.0
2020-08-21,-1.149045359231873,-0.9459772652025163,-1.0092704999448185,-1.4138064231321046,1.0,-0.0,0.0
2020-08-24,-1.1493656922228352,-0.9491450634307779,-0.9986210700496415,-1.4185328185328188,1.0,-0.0,0.0
2020-08-25,-1.1650523268759743,-0.9409930973057226,-1.0453685148073926,-1.4152749944333112,1.0,-0.0,0.0
2020-08-26,-1.1553608075877753,-0.9344944256475677,-1.0527483498807477,-1.4039602862055578,1.0,-0.0,0.0
2020-08-27,-1.1377092804080275,-0.9545958531988025,-1.0464574786561702,-1.4050892560150792,1.0,-0.0,0.0
2020-08-28,-1.1362302795460835,-0.9589814558538611,-1.0432327705507887,-1.3971768613340714,1.0,-0.0,0.0
2020-08-31,-1.1368945474674785,-0.9566565181289787,-1.0458344865762523,-1.3961804594519789,1.0,-0.0,0.0
2020-09-01,-1.150409447941619,-0.9427329953763021,-1.0850091916884852,-1.3925129519246837,1.0,-0.0,0.0
2020-09-02,-1.1436247621179894,-0.9416769282435911,-1.095880443300123,-1.4159856711071306,1.0,-0.0,0.0
2020-09-03,-1.1501896898013837,-0.9380160678419995,-1.0906605668377594,-1.4002454809194373,1.0,-0.0,0.0
2020-09-04,-1.0877028885832187,-0.9624759284731775,-1.037964236588721,-1.413920220082531,1.0,-0.0,0.0
2020-09-08,-1.0851391486085138,-0.967220327796722,-1.0356946430535694,-1.411890881091189,1.0,-0.0,0.0
2020-09-09,-1.0517505470459518,-0.9990153172866522,-0.9905908096280087,-1.4291575492341357,1.0,-0.0,0.0
