Date,DKNG,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-04-16,1.0,-0.44162697167631704,-0.3107333352348897,-0.44171254171539404,-0.6039818591517156,-0.05430845146752617,0.0
2020-04-17,1.0,-0.44852520864296325,-0.30421858923059336,-0.45124042528867037,-0.6050074311192408,-0.04913113067337373,0.0
2020-04-20,1.0,-0.4477641811527905,-0.3057525160109789,-0.4505089204025617,-0.6061013266239708,-0.048947849954254344,0.0
2020-04-21,1.0,-0.45464443298378315,-0.317574924073119,-0.4620365595094837,-0.602945389949,-0.02793536187037992,0.0
2020-04-22,1.0,-0.4474059699788825,-0.32640831002796644,-0.4534558529764283,-0.6059871011928543,-0.020461160892643115,0.0
2020-04-23,1.0,-0.436063238854864,-0.3387266771115226,-0.4456345249964393,-0.6042728955989176,-0.023899729383278737,0.0
2020-04-24,1.0,-0.4345892948754489,-0.34352733283930914,-0.4437382431739155,-0.6033175625605655,-0.024938721997377875,0.0
2020-04-27,1.0,-0.4496238425925926,-0.35572916666666665,-0.45164930555555555,-0.6159143518518518,-0.02060185185185185,0.0
2020-04-28,1.0,-0.4594657106510929,-0.3369376662426275,-0.45614085810107546,-0.6231930149184688,-0.015409968775297789,0.0
2020-04-29,1.0,-0.4909870493524677,-0.30979465639948667,-0.47876560494691406,-0.637265196593163,-0.0,0.0
2020-04-30,1.0,-0.49098547173113954,-0.31008226851041487,-0.4783242896318339,-0.6379602077134022,-0.0,0.0
2020-05-01,1.0,-0.5012687024236591,-0.2941348032782104,-0.4788112112462449,-0.6423134132470032,-0.0,0.0
2020-05-04,1.0,-0.5062149859943977,-0.26803221288515405,-0.4896708683473389,-0.6538865546218486,-0.0,0.0
2020-05-05,1.0,-0.508551881413911,-0.26763734175364734,-0.4974417448761805,-0.6501184106657311,-0.0,0.0
2020-05-06,1.0,-0.5087724428329142,-0.2674132990233347,-0.4978946137201006,-0.6500672553950524,-0.0,0.0
2020-05-07,1.0,-0.5418030348110682,-0.26361202023207375,-0.5198452841416245,-0.6500446295745314,-0.0,0.0
2020-05-08,1.0,-0.5393546082400572,-0.26071683734222434,-0.5274767801857585,-0.6493212669683258,-0.0,0.0
2020-05-11,1.0,-0.548175920966494,-0.23674343867166578,-0.5365708504433732,-0.654168898410998,-0.0,0.0
2020-05-12,1.0,-0.5524048066314816,-0.23114768762858934,-0.5478724990309211,-0.6503265050541193,-0.0,0.0
2020-05-13,1.0,-0.567596049620619,-0.19249066602432854,-0.5715404070817776,-0.6793628808864265,-0.0,0.0
2020-05-14,1.0,-0.5678700361010831,-0.18531889290012035,-0.5740673886883273,-0.6811371841155235,-0.0,0.0
2020-05-15,1.0,-0.5671686746987952,-0.1924096385542169,-0.5773795180722892,-0.675090361445783,-0.0,0.0
2020-05-18,1.0,-0.5874228346947683,-0.2287210824967263,-0.6191931159194363,-0.6824842551599426,-0.0,0.0
2020-05-19,1.0,-0.5955262421055907,-0.1880347198456896,-0.6501259994400025,-0.6774103226207884,-0.0,0.0
2020-05-20,1.0,-0.5967902463299328,-0.18415650659368002,-0.6520278676287634,-0.6772207016670814,-0.0,0.0
2020-05-21,1.0,-0.5962393162393164,-0.17190365190365192,-0.6614141414141415,-0.6783838383838384,-0.0,0.0
2020-05-22,1.0,-0.5995201595313766,-0.165576120147068,-0.6668847759705864,-0.6838661432043373,-0.0,0.0
2020-05-26,1.0,-0.599663425579656,-0.1661368735976066,-0.6673211169284468,-0.6833395661929693,-0.0,0.0
2020-05-27,1.0,-0.5998586527032671,-0.2377847023675672,-0.6226669664942658,-0.7521282405473996,-0.0,0.0
2020-05-28,1.0,-0.5966537966537966,-0.2459137709137709,-0.6203667953667954,-0.7545688545688546,-0.0,0.0
2020-05-29,1.0,-0.6128145416909243,-0.2182547383401255,-0.6342583608254091,-0.769001875929879,-0.0,0.0
2020-06-01,1.0,-0.6178238409305046,-0.20770655316936873,-0.6520679684200266,-0.771337600311901,-0.0,0.0
2020-06-02,1.0,-0.6307601223563464,-0.2182679340854521,-0.6617110153603263,-0.778410025326448,-0.0,0.0
2020-06-03,1.0,-0.6363907284768212,-0.2154635761589404,-0.6816225165562915,-0.7777814569536423,-0.0,0.0
2020-06-04,1.0,-0.6409133147484403,-0.1991902296561795,-0.7051639453073145,-0.7734634275852914,-0.0,0.0
2020-06-05,1.0,-0.6369910740949662,-0.20177854464611605,-0.7020937717755582,-0.7773169194014002,-0.0,0.0
2020-06-08,1.0,-0.6407050216162288,-0.17266378450282674,-0.7390089790488859,-0.7731958762886598,-0.0,0.0
2020-06-09,1.0,-0.6523871484335902,-0.1609448503653288,-0.7472725452907617,-0.7757314916758415,-0.0,0.0
2020-06-10,1.0,-0.6608413806930197,-0.14946369499114512,-0.7582450629866008,-0.7729140909546564,-0.0,0.0
2020-06-11,1.0,-0.6570397111913359,-0.16054953870838348,-0.7485292151357134,-0.7765744083433614,-0.0,0.0
2020-06-12,1.0,-0.6497235007781715,-0.14834928308884401,-0.7541309314877976,-0.7591642107354548,-0.0,0.0
2020-06-15,1.0,-0.6498940677966101,-0.14472987288135594,-0.7566207627118644,-0.7591697563559322,-0.0,0.0
2020-06-16,1.0,-0.656306944725653,-0.17014240399541067,-0.7858203414996288,-0.7622663157184316,-0.0,0.0
2020-06-17,1.0,-0.6576366341991342,-0.16250676406926406,-0.7921401515151516,-0.7697172619047619,-0.0,0.0
2020-06-18,1.0,-0.6578395562770563,-0.1621685606060606,-0.7923768939393939,-0.7696834415584416,-0.0,0.0
2020-06-19,1.0,-0.6576926979402713,-0.16241079581966383,-0.7924036933067271,-0.7696080089288735,-0.0,0.0
2020-06-22,1.0,-0.6562658634809978,-0.16169751937459814,-0.8005685471589563,-0.7656435073944974,-0.0,0.0
2020-06-23,1.0,-0.6624991413065878,-0.15720958988802636,-0.8153122209246411,-0.7997183485608298,-0.0,0.0
2020-06-24,1.0,-0.6605737845730975,-0.15746435320391688,-0.8180381377770143,-0.7997594914963065,-0.0,0.0
2020-06-25,1.0,-0.6569665809768638,-0.1495115681233933,-0.82382176520994,-0.7973264781491002,-0.0,0.0
2020-06-26,1.0,-0.663879713735205,-0.14327002477291495,-0.8263487475915221,-0.8072185521607487,-0.0,0.0
2020-06-29,1.0,-0.6688885818885127,-0.14250189956482695,-0.8278303515921805,-0.8145333978034123,-0.0,0.0
2020-06-30,1.0,-0.6735264666275337,-0.1311418804599289,-0.8331549324954249,-0.8151306930009323,-0.0,0.0
2020-07-01,1.0,-0.6712815909404778,-0.1315771302306311,-0.8249205910785803,-0.824782488606546,-0.0,0.0
2020-07-02,1.0,-0.6683692838654012,-0.13594477998274374,-0.8229853321829163,-0.8239516824849008,-0.0,0.0
2020-07-06,1.0,-0.6729572791372874,-0.13676897552882622,-0.8210286188303608,-0.8255910410618,-0.0,0.0
2020-07-07,1.0,-0.6635772582653203,-0.15005533268778531,-0.8149467422880067,-0.8296790704108453,-0.0,0.0
2020-07-08,1.0,-0.6665277922438635,-0.15564350935666424,-0.8121723431586987,-0.8375516439259799,-0.0,0.0
2020-07-09,1.0,-0.6800223565165753,-0.1538058476263667,-0.8195409927690641,-0.8398365179725433,-0.0,0.0
2020-07-10,1.0,-0.6786737474669835,-0.16015652295437077,-0.8152470127873664,-0.839738662567256,-0.0,0.0
2020-07-13,1.0,-0.6878998706429394,-0.15445932244869418,-0.8165227423696815,-0.8372548334090829,-0.0,0.0
2020-07-14,1.0,-0.7083891434614029,-0.14955939372576665,-0.8344377863940782,-0.8324286217835742,-0.0,0.0
2020-07-15,1.0,-0.709480661425096,-0.1469872721503367,-0.8375348164862674,-0.8316821210732291,-0.0,0.0
2020-07-16,1.0,-0.7021269053527117,-0.18117688762850054,-0.8299539170506912,-0.8315845444877702,-0.0,0.0
2020-07-17,1.0,-0.7046922083512699,-0.18080068876452862,-0.844561630076051,-0.8572607260726072,-0.0,0.0
2020-07-20,1.0,-0.7185833693615795,-0.18320363164721143,-0.8443579766536966,-0.8566796368352789,-0.0,0.0
2020-07-21,1.0,-0.7004357690784024,-0.19526776389239026,-0.8377930637087191,-0.8678647315158282,-0.0,0.0
2020-07-22,1.0,-0.6868989950112068,-0.21625334393753165,-0.8281758368881499,-0.883739425927265,-0.0,0.0
2020-07-23,1.0,-0.6900057895498625,-0.21938775510204084,-0.8288826168765379,-0.880192502532928,-0.0,0.0
2020-07-24,1.0,-0.6919707500724008,-0.2197726614538083,-0.828084274543875,-0.880212858384014,-0.0,0.0
2020-07-27,1.0,-0.7014443315430395,-0.21454492669473071,-0.8236318769052111,-0.8893525910872405,-0.0,0.0
2020-07-28,1.0,-0.7059383466354251,-0.211246979570916,-0.8184447536062093,-0.9255326938566304,-0.0,0.0
2020-07-29,1.0,-0.7138449105535759,-0.21356940822098958,-0.8171399184513095,-0.9288101972596701,-0.0,0.0
2020-07-30,1.0,-0.7136298527197267,-0.21181180445880926,-0.8177911631836045,-0.9295552209204098,-0.0,0.0
2020-07-31,1.0,-0.7087028518859246,-0.2188040478380865,-0.8181784728610856,-0.9341674333026678,-0.0,0.0
2020-08-03,1.0,-0.6896246262872329,-0.23972981951057465,-0.8289964197394161,-0.9326763370612337,-0.0,0.0
2020-08-04,1.0,-0.688278104104326,-0.2340315490043962,-0.8270346152425284,-0.9448815988769441,-0.0,0.0
2020-08-05,1.0,-0.6899545572098865,-0.2334577160379798,-0.8270218347064691,-0.9441386189825247,-0.0,0.0
2020-08-06,1.0,-0.6922564899045929,-0.22494637970564307,-0.8330374972265365,-0.9477109681236595,-0.0,0.0
2020-08-07,1.0,-0.7006234691605434,-0.2326504861575002,-0.8324426631039858,-0.9454093371929043,-0.0,0.0
2020-08-10,1.0,-0.6948743643989163,-0.23917158445607392,-0.8314218906580558,-0.9460713357829492,-0.0,0.0
2020-08-11,1.0,-0.714494108846082,-0.22775388068075558,-0.8518795586310082,-0.94628763792781,-0.0,0.0
2020-08-12,1.0,-0.70891281591147,-0.23392403170330492,-0.8403618962165396,-0.9553985344698669,-0.0,0.0
2020-08-13,1.0,-0.708629327749944,-0.23738129066028568,-0.8384431316832425,-0.9544230913033726,-0.0,0.0
2020-08-14,1.0,-0.7199639341798783,-0.23532947629423695,-0.8488992411150348,-0.9526636110902397,-0.0,0.0
2020-08-17,1.0,-0.7307169298179347,-0.23834705749036794,-0.8524967893027122,-0.955730150336179,-0.0,0.0
2020-08-18,1.0,-0.7296317280453258,-0.2372426817752597,-0.851444759206799,-0.9588290840415488,-0.0,0.0
2020-08-19,1.0,-0.7479489516864175,-0.22888179884533574,-0.8557429352780309,-0.9656639319355819,-0.0,0.0
2020-08-20,1.0,-0.7494203063823316,-0.2268597711635686,-0.8570342494393126,-0.9679552970692209,-0.0,0.0
2020-08-21,1.0,-0.747595331331027,-0.22666615975364027,-0.8588373949739574,-0.9687488119225943,-0.0,0.0
2020-08-24,1.0,-0.7473997028231799,-0.23198841772393036,-0.8627271688192937,-0.9678058444774642,-0.0,0.0
2020-08-25,1.0,-0.7461617585431827,-0.2380281153567755,-0.8594994095013143,-0.9659796563678616,-0.0,0.0
2020-08-26,1.0,-0.7593410391306018,-0.23386198686686382,-0.8727391421220384,-0.9741561383971431,-0.0,0.0
2020-08-27,1.0,-0.7460360118247783,-0.24951050024954893,-0.8677774791722657,-0.9758897377817025,-0.0,0.0
2020-08-28,1.0,-0.7462468803993089,-0.24876175849491264,-0.8681128815511614,-0.976387022461125,-0.0,0.0
2020-08-31,1.0,-0.7584858923249603,-0.24286875411231956,-0.8830359561868638,-0.9860664937879785,-0.0,0.0
2020-09-01,1.0,-0.7583627272374898,-0.2495445559905423,-0.8705763789294159,-0.9976743284623435,-0.0,0.0
2020-09-02,1.0,-0.7599658756010547,-0.249457111834962,-0.8707926167209555,-0.9975570032573289,-0.0,0.0
2020-09-03,1.0,-0.7654234381698429,-0.24817802720293075,-0.8702599477766086,-1.0133676292918663,-0.0,0.0
2020-09-04,1.0,-0.7332431910372802,-0.2566351168630481,-0.8442727448329148,-1.0290902066834073,-0.0,0.0
2020-09-08,1.0,-0.7366345819320423,-0.26073678920715915,-0.8432100197147165,-1.02504928679114,-0.0,0.0
2020-09-09,1.0,-0.7188918814928819,-0.28349365140438626,-0.8113505194305501,-1.0339361292804925,-0.0,0.0
2020-09-10,1.0,-0.7227085181043458,-0.28118613349785987,-0.8165657656268075,-1.035630278024139,-0.0,0.0
2020-09-11,1.0,-0.7180558780280165,-0.2920052627505611,-0.8221112916956892,-1.0374970977478524,-0.0,0.0
2020-09-14,1.0,-0.7220759101471728,-0.29298993028659953,-0.823470178156468,-1.0344306738962046,-0.0,0.0
2020-09-15,1.0,-0.7345238095238095,-0.3271428571428571,-0.8643253968253969,-1.0422619047619048,-0.0,0.0
2020-09-16,1.0,-0.7384804993440147,-0.3250904464676182,-0.8589035105156444,-1.0532342066552698,-0.0,0.0
2020-09-17,1.0,-0.7279326712137529,-0.34446172869051894,-0.8532966375493599,-1.0629811335806312,-0.0,0.0
2020-09-18,1.0,-0.7217426059152678,-0.3460031974420464,-0.8587529976019185,-1.0702637889688251,-0.0,0.0
2020-09-21,1.0,-0.7158012730693782,-0.3544577445053845,-0.8703711117338564,-1.0627326954641898,-0.0,0.0
2020-09-22,1.0,-0.7090030211480363,-0.38163141993957705,-0.8650956696878147,-1.0725075528700907,-0.0,0.0
2020-09-23,1.0,-0.7131570461141568,-0.37846662366978395,-0.8653257013866494,-1.0740083843921315,-0.0,0.0
2020-09-24,1.0,-0.7114710504049316,-0.3753172972319594,-0.8636528466094525,-1.078689713525928,-0.0,0.0
2020-09-25,1.0,-0.7104351329572924,-0.38025785656728445,-0.8612006446414182,-1.0771152296535054,-0.0,0.0
2020-09-28,1.0,-0.7089203767812575,-0.38004186458417194,-0.858707028419612,-1.0777715159809997,-0.0,0.0
2020-09-29,1.0,-0.7118159103731765,-0.3832916901749013,-0.8548803095027001,-1.0800354638510519,-0.0,0.0
2020-09-30,1.0,-0.7125287309972177,-0.3832815839348361,-0.854308641477479,-1.0823017057139401,-0.0,0.0
2020-10-01,1.0,-0.7131491801954608,-0.3841369840885227,-0.8568370890881188,-1.0843631370648574,-0.0,0.0
2020-10-02,1.0,-0.7158158522290935,-0.38567559920779276,-0.8580898104361182,-1.0822521320884362,-0.0,0.0
2020-10-05,1.0,-0.7005375692170891,-0.40839093003516436,-0.841154359160907,-1.0917909542864073,-0.0,0.0
2020-10-06,1.0,-0.7159063186142962,-0.39066438968854195,-0.8402455883548834,-1.1192567292835651,-0.0,0.0
2020-10-07,1.0,-0.7208657726327804,-0.385113928178372,-0.8429054742591612,-1.1272571638201607,-0.0,0.0
2020-10-08,1.0,-0.7313028486987933,-0.3758312125441261,-0.8540760200311961,-1.1435021755192512,-0.0,0.0
2020-10-09,1.0,-0.7414772727272727,-0.37182971014492755,-0.8609189723320158,-1.1430335968379446,-0.0,0.0
2020-10-12,1.0,-0.7358872634101992,-0.3812298537069179,-0.8620960409951235,-1.1533597818001489,-0.0,0.0
2020-10-13,1.0,-0.7316710700132101,-0.3842470277410832,-0.8609230515191546,-1.1512962351387055,-0.0,0.0
2020-10-14,1.0,-0.7325931734698089,-0.3809071773494572,-0.8645837632589046,-1.149242643113624,-0.0,0.0
2020-10-15,1.0,-0.7392097516480783,-0.3850491313901903,-0.8691488038475891,-1.1527011899332478,-0.0,0.0
2020-10-16,1.0,-0.7487516644474034,-0.37895306258322237,-0.8737516644474035,-1.159662117177097,-0.0,0.0
2020-10-19,1.0,-0.7503433922996879,-0.3792299687825182,-0.8726326742976067,-1.1601248699271594,-0.0,0.0
2020-10-20,1.0,-0.7479414455626716,-0.38089495134325874,-0.8719537553023371,-1.157905680778508,-0.0,0.0
2020-10-21,1.0,-0.7490824157490824,-0.38063063063063063,-0.8831331331331331,-1.1579913246579914,-0.0,0.0
2020-10-22,1.0,-0.7491132162083212,-0.3822977089679923,-0.8842799315611568,-1.1574093393982388,-0.0,0.0
2020-10-28,1.0,-0.7458872651356994,-0.38713987473903966,-0.8839248434237996,-1.1584133611691023,-0.0,0.0
