Date,IWF,IWM,MTUM,NHF,SPY,VLUE,VXX
2018-09-24,-0.1752127427449269,-0.4032729653065678,-0.0,1.0,-0.3223870826969234,-0.2811040802967489,0.0
2018-09-25,-0.17328227571115973,-0.40612691466083145,-0.0,1.0,-0.3245514223194748,-0.28420131291028444,0.0
2018-09-26,-0.17347162049800885,-0.406306069756247,-0.0,1.0,-0.32451533849722114,-0.2837950199116013,0.0
2018-09-27,-0.1839435377150419,-0.3999558888398765,-0.0,1.0,-0.3319805910895456,-0.28970004411116007,0.0
2018-09-28,-0.18351456867459248,-0.40044555219798394,-0.0,1.0,-0.3319805015770783,-0.28978538500562456,0.0
2018-10-01,-0.18372523933471566,-0.40025146689019275,-0.0,1.0,-0.3320686460493228,-0.2898045616976221,0.0
2018-10-02,-0.1844572386561666,-0.39792204354443783,-0.0,1.0,-0.3328480356473209,-0.29067125493569806,0.0
2018-10-03,-0.1842940942971817,-0.3961099104661933,-0.0,1.0,-0.3332598244608124,-0.29160234640321087,0.0
2018-10-04,-0.18375143538556665,-0.39866177899478844,-0.0,1.0,-0.33252362865471247,-0.2933486441127109,0.0
2018-10-05,-0.1803347280334728,-0.39713719445056156,-0.0,1.0,-0.33206342215371065,-0.29262277031490863,0.0
2018-10-08,-0.1802845438928776,-0.3974144386204466,-0.0,1.0,-0.3320266044135136,-0.29264854864995815,0.0
2018-10-09,-0.17432551968155682,-0.3995798319327731,-0.0,1.0,-0.33724015922158335,-0.3002432551968156,0.0
2018-10-10,-0.17473861049094805,-0.39905833462278123,-0.0,1.0,-0.3374300935033931,-0.29925506753022835,0.0
2018-10-11,-0.13924894133832033,-0.38831925367038544,-0.0,1.0,-0.32239203800434213,-0.2996066292642033,0.0
2018-10-12,-0.1432086718567701,-0.3823635476549076,-0.0,1.0,-0.31017585541248593,-0.2855051865679557,0.0
2018-10-15,-0.1396984073195527,-0.3842129786513046,-0.0,1.0,-0.30913249745848864,-0.2848610640460861,0.0
2018-10-16,-0.14353620235973177,-0.3803157626687038,-0.0,1.0,-0.31126389949919364,-0.28694508106272815,0.0
2018-10-17,-0.1333249612792499,-0.36062622964544355,-0.0,1.0,-0.3084264724350119,-0.29063585750763954,0.0
2018-10-18,-0.13248490439449848,-0.35935927541093593,-0.0,1.0,-0.3126048305937605,-0.2921418986917142,0.0
2018-10-19,-0.12449297971918877,-0.35201248049921996,-0.0,1.0,-0.31276131045241806,-0.2908164326573063,0.0
2018-10-22,-0.12442808418600783,-0.3480991598036769,-0.0,1.0,-0.3146160885117711,-0.2925505365610182,0.0
2018-10-23,-0.12531969309462915,-0.3480548104713784,-0.0,1.0,-0.31382945543010415,-0.2921007215187241,0.0
2018-10-24,-0.12506771115463144,-0.35155631484645194,-0.0,1.0,-0.31476311512979704,-0.2920330013750573,0.0
2018-10-25,-0.10866918300255693,-0.3275904054547668,-0.0,1.0,-0.31718008036040424,-0.27586346848492227,0.0
2018-10-26,-0.10509097518124356,-0.32377471273652536,-0.0,1.0,-0.31737312950584623,-0.2731880692259537,0.0
2018-10-29,-0.09824857734612215,-0.3251090868874545,-0.0,1.0,-0.31368763950051276,-0.27377289819227446,0.0
2018-10-30,-0.1120349578199915,-0.3285792316562481,-0.0,1.0,-0.3165220205943638,-0.265906010398333,0.0
2018-10-31,-0.11233889539816573,-0.3266332673427336,-0.0,1.0,-0.3159872328390772,-0.26518120479980606,0.0
2018-11-01,-0.1066246947958916,-0.33071009140989166,-0.0,1.0,-0.3154952882539298,-0.2650483281877434,0.0
2018-11-02,-0.10686407003247474,-0.32981019424329827,-0.0,1.0,-0.31558989047340497,-0.26482038041833916,0.0
2018-11-05,-0.10579908859942735,-0.3325805540992862,-0.0,1.0,-0.315703512521676,-0.26230995684961894,0.0
2018-11-06,-0.10161770363021602,-0.3311534490089288,-0.0,1.0,-0.3218197647344658,-0.2700896924540908,0.0
2018-11-07,-0.10135777737307514,-0.3311074687873085,-0.0,1.0,-0.3212124891236164,-0.26985572350715314,0.0
2018-11-08,-0.08498714446408484,-0.332737425678933,-0.0,1.0,-0.3164068777117146,-0.27452595211312875,0.0
2018-11-09,-0.08522179363548699,-0.33281099324975894,-0.0,1.0,-0.3163572806171649,-0.274630343940855,0.0
2018-11-12,-0.0848844672657253,-0.330311296534018,-0.0,1.0,-0.31677230423620023,-0.2738286264441592,0.0
2018-11-13,-0.06825238853503185,-0.3285031847133758,-0.0,1.0,-0.3208200636942675,-0.2728702229299363,0.0
2018-11-14,-0.06886942675159236,-0.32804538216560514,-0.0,1.0,-0.32089968152866244,-0.27261146496815286,0.0
2018-11-15,-0.06847409115302817,-0.3280594700960029,-0.0,1.0,-0.3217387847588003,-0.26936455248355234,0.0
2018-11-16,-0.06613635912796811,-0.3226478347979608,-0.0,1.0,-0.3214972922576422,-0.27343238578881596,0.0
2018-11-19,-0.06594322217152379,-0.32275279227091475,-0.0,1.0,-0.3216616739738528,-0.2735135993016843,0.0
2018-11-20,-0.04975929287349065,-0.3186607213321758,-0.0,1.0,-0.32325783284665777,-0.2813511167232263,0.0
2018-11-21,-0.05019433865965215,-0.316242000706686,-0.0,1.0,-0.3219151191551176,-0.27466530564171016,0.0
2018-11-23,-0.050681573011670096,-0.31230754143375505,-0.0,1.0,-0.3233892321270962,-0.2749632244777876,0.0
2018-11-26,-0.04948449551393042,-0.321954194868566,-0.0,1.0,-0.322642845899575,-0.27349283802927754,0.0
2018-11-27,-0.04842101126024328,-0.3218700257433136,-0.0,1.0,-0.32208619097215396,-0.27278086741210916,0.0
2018-11-28,-0.04538718409769013,-0.3386354205773676,-0.0,1.0,-0.31966646248690944,-0.2722440672607639,0.0
2018-11-29,-0.03542009884678748,-0.33374519494783084,-0.0,1.0,-0.31817290342825766,-0.2739075860986899,0.0
2018-11-30,-0.03565964458044016,-0.3342748421011337,-0.0,1.0,-0.3194656937742732,-0.27205680436232393,0.0
2018-12-03,-0.031887880636970255,-0.3387792059524044,-0.0,1.0,-0.3232092592957109,-0.27451134775505387,0.0
2018-12-04,-0.03262819628176567,-0.3388403682747472,-0.0,1.0,-0.3247244839619108,-0.2752991739447588,0.0
2018-12-06,-0.030626396486632256,-0.3067069882117267,-0.0,1.0,-0.32724015717697824,-0.26161491640342094,0.0
2018-12-07,-0.024410985910048512,-0.3096696882429115,-0.0,1.0,-0.3304663793270067,-0.26825025609308256,0.0
2018-12-10,-0.01349201786159183,-0.3109105195576765,-0.0,1.0,-0.3309568983690757,-0.2611203740968589,0.0
2018-12-11,-0.015619909155374973,-0.3101941468463116,-0.0,1.0,-0.33146788814995115,-0.25925216091381265,0.0
2018-12-12,-0.01550610469016541,-0.3102754298200218,-0.0,1.0,-0.3313782991202346,-0.25955954229199013,0.0
2018-12-13,-0.015556151576688763,-0.3092647227863136,-0.0,1.0,-0.3319475841986283,-0.2589945974941569,0.0
2018-12-14,-0.016796261539050828,-0.30616309801968816,-0.0,1.0,-0.33335886926877845,-0.25887692955912206,0.0
2018-12-17,-0.02106987951807229,-0.30920481927710836,-0.0,1.0,-0.34249638554216866,-0.2549397590361446,0.0
2018-12-18,-0.022151468675377116,-0.3154206061076705,-0.0,1.0,-0.34757032751557976,-0.2562658952804364,0.0
2018-12-19,-0.014531712638304502,-0.3195613214897927,-0.0,1.0,-0.35398161134486517,-0.2598761103319308,0.0
2018-12-20,-0.014828941735102947,-0.3181605884871366,-0.0,1.0,-0.35383178297590784,-0.2592340326158876,0.0
2018-12-21,-0.013188242947542728,-0.3235555029865752,-0.0,1.0,-0.3602617935221874,-0.2743312240029964,0.0
2018-12-24,-0.0064139026734401665,-0.31606613969362335,-0.0,1.0,-0.35855088951219033,-0.2804268089363121,0.0
2018-12-26,-0.007531820481880814,-0.32110466700400914,-0.0,1.0,-0.34500408703437,-0.27254680627457084,0.0
2018-12-27,-0.0030552246262634027,-0.3137850197917067,-0.0,1.0,-0.3316936320664079,-0.2729910456938627,0.0
2018-12-28,-0.0038665743305632506,-0.313057863958141,-0.0,1.0,-0.3325061557402278,-0.2742382271468144,0.0
2018-12-31,-0.0,-0.3273083792808884,-0.0,1.0,-0.3370738526054205,-0.2770637570862779,0.0
2019-01-02,-0.0,-0.3268335273573923,-0.0,1.0,-0.33513775708187815,-0.27824990298797053,0.0
2019-01-03,-0.0,-0.32779526641016676,-0.0,1.0,-0.33173992460456264,-0.28366561734872336,0.0
2019-01-04,-0.0,-0.329369682907966,-0.0,1.0,-0.31912219644238204,-0.28499613302397525,0.0
2019-01-07,-0.0,-0.31486774906623977,-0.0,1.0,-0.31564905861727266,-0.2751162436161293,0.0
2019-01-08,-0.0,-0.3415250121418164,-0.0,1.0,-0.3132588635259835,-0.2879067508499271,0.0
2019-01-09,-0.0,-0.3419150507130921,-0.0,1.0,-0.3133525045661213,-0.28778222515835694,0.0
2019-01-10,-0.0,-0.3401441140482063,-0.0,1.0,-0.31514751296443755,-0.28694621943403187,0.0
2019-01-11,-0.0,-0.329310009718173,-0.0,1.0,-0.31799805636540335,-0.29634596695821186,0.0
2019-01-14,-0.0,-0.3310959357185938,-0.0,1.0,-0.32164049884238993,-0.29284616432226307,0.0
2019-01-15,-0.0,-0.32902195297738474,-0.0,1.0,-0.3208991565537527,-0.2979917018914234,0.0
2019-01-16,-0.0,-0.3237167042012891,-0.0,1.0,-0.3205327327793741,-0.2971771375320339,0.0
2019-01-17,-0.0,-0.32048646132360925,-0.0,1.0,-0.3208549926293739,-0.29829699743967725,0.0
2019-01-18,-0.0,-0.3204903336451512,-0.0,1.0,-0.32302385406922357,-0.3053476769566573,0.0
2019-01-22,-0.0,-0.3121458721527171,-0.0,1.0,-0.3149979085066738,-0.2741947750693996,0.0
2019-01-23,-0.0,-0.31886345698500396,-0.0,1.0,-0.3095426015710152,-0.25081745405344463,0.0
2019-01-24,-0.0,-0.3161219961641157,-0.0,1.0,-0.31476815463878755,-0.24944530104170587,0.0
2019-01-25,-0.0,-0.3062954451267754,-0.0,1.0,-0.33225332479373093,-0.24520589232566026,0.0
2019-01-28,-0.0,-0.3023211997889818,-0.0,1.0,-0.3375913784007838,-0.24415931871278923,0.0
2019-01-29,-0.0,-0.28952926976463483,-0.0,1.0,-0.3383184972842486,-0.25810953530476766,0.0
2019-01-30,-0.0,-0.28884529782338075,-0.0,1.0,-0.3376777698140254,-0.2596099437926742,0.0
2019-01-31,-0.0,-0.2835434974049577,-0.0,1.0,-0.33066646680781697,-0.25946675160667776,0.0
2019-02-01,-0.0,-0.2835837694861838,-0.0,1.0,-0.3344776483388673,-0.25786482075524786,0.0
2019-02-04,-0.0,-0.2880212821761774,-0.0,1.0,-0.33358312413353813,-0.2518265952264978,0.0
2019-02-05,-0.0,-0.2841594544977708,-0.0,1.0,-0.3269079464988198,-0.2622419542167772,0.0
