Date,D,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.22303675695141084,-0.5049000694498031,-0.0,-0.48537695809861875,-0.3589011497800756,0.0
2018-09-25,1.0,-0.22184150865622426,-0.5067240313272877,-0.0,-0.48675803792250616,-0.36093363561417974,0.0
2018-09-26,1.0,-0.22084687193769661,-0.5064985300943834,-0.0,-0.48751869616793025,-0.36391768528547114,0.0
2018-09-27,1.0,-0.22056774193548387,-0.5080774193548387,-0.0,-0.4877677419354839,-0.364258064516129,0.0
2018-09-28,1.0,-0.22145346585775136,-0.5077836581902672,-0.0,-0.4879308119271976,-0.36450238802116947,0.0
2018-10-01,1.0,-0.22175188926688652,-0.5159061988729322,-0.0,-0.490715973719064,-0.36858233567922716,0.0
2018-10-02,1.0,-0.22245306048250965,-0.5139585010517568,-0.0,-0.4911834211961461,-0.3693094761991326,0.0
2018-10-03,1.0,-0.22234372152360127,-0.5036840323882423,-0.0,-0.4979301726157932,-0.3796245671587388,0.0
2018-10-04,1.0,-0.22728457488401188,-0.49825366209664806,-0.0,-0.5044831361100974,-0.37645310952405775,0.0
2018-10-05,1.0,-0.21066978193146418,-0.4890965732087228,-0.0,-0.511656282450675,-0.3846313603322949,0.0
2018-10-08,1.0,-0.20857903251056722,-0.4898763241663623,-0.0,-0.5225434430934613,-0.3881960027135626,0.0
2018-10-09,1.0,-0.202040869861756,-0.4935599800634821,-0.0,-0.5296555704205032,-0.3979696230424176,0.0
2018-10-10,1.0,-0.20437132661628882,-0.49275818639798485,-0.0,-0.5314599076406381,-0.3952823257766583,0.0
2018-10-11,1.0,-0.14501571848696887,-0.4777152418618801,-0.0,-0.512752256363452,-0.39973126457762903,0.0
2018-10-12,1.0,-0.1426066041990279,-0.47013579195269833,-0.0,-0.5045347497118805,-0.3881344891516761,0.0
2018-10-15,1.0,-0.11989795918367349,-0.49119647859143656,-0.0,-0.5010754301720689,-0.38883053221288516,0.0
2018-10-16,1.0,-0.116600790513834,-0.49687296742882875,-0.0,-0.500200130084555,-0.3879771851703608,0.0
2018-10-17,1.0,-0.10270589102705892,-0.46951264469512644,-0.0,-0.49487576494875773,-0.3905723905723906,0.0
2018-10-18,1.0,-0.1022704934145862,-0.4687438568901121,-0.0,-0.49560153332022805,-0.39060349911539216,0.0
2018-10-19,1.0,-0.08887969229271143,-0.4577876235454501,-0.0,-0.49832026875699886,-0.38942986513462197,0.0
2018-10-22,1.0,-0.08950874271440466,-0.4476416711563893,-0.0,-0.5107263554880738,-0.4010873291864623,0.0
2018-10-23,1.0,-0.09005656080899097,-0.44754046179084744,-0.0,-0.5101980852574619,-0.4007492470801401,0.0
2018-10-24,1.0,-0.08839927617743434,-0.4457133075756834,-0.0,-0.5104660830439672,-0.4007433853377023,0.0
2018-10-25,1.0,-0.05571210239755468,-0.4121453816028274,-0.0,-0.5381841627662622,-0.38198490782309674,0.0
2018-10-26,1.0,-0.035307028007061404,-0.40937067608187416,-0.0,-0.559019991411804,-0.3819123049763825,0.0
2018-10-29,1.0,-0.02864069593325886,-0.40924108097829964,-0.0,-0.5575547263090344,-0.38138473605400136,0.0
2018-10-30,1.0,-0.017174528414091676,-0.41054734889031613,-0.0,-0.5591236708770427,-0.3918979994766765,0.0
2018-10-31,1.0,-0.019291161956034097,-0.39829047720242733,-0.0,-0.5560435408845128,-0.3875941536209298,0.0
2018-11-01,1.0,-0.0,-0.4255860396557463,-0.0,-0.559269649564928,-0.3925871332794446,0.0
2018-11-02,1.0,-0.0013295977966665082,-0.39849945391519065,-0.0,-0.5800845244313595,-0.3943444608006078,0.0
2018-11-05,1.0,-0.0012345385912015383,-0.39885092946511247,-0.0,-0.5800432088506922,-0.39398399848056787,0.0
2018-11-06,1.0,-0.0018992450500925884,-0.3990788661507051,-0.0,-0.579507145909501,-0.39357105550543664,0.0
2018-11-07,1.0,-0.0018036833111828366,-0.3989225365483197,-0.0,-0.5791247389405734,-0.39339282323903546,0.0
2018-11-08,1.0,-0.0,-0.39327268880896976,-0.0,-0.5668147521331359,-0.3904990245163717,0.0
2018-11-09,1.0,-0.0,-0.39315094250928406,-0.0,-0.566962816716025,-0.3902599539322145,0.0
2018-11-12,1.0,-0.0,-0.37755581668625143,-0.0,-0.5812690951821387,-0.39135135135135135,0.0
2018-11-13,1.0,-0.0,-0.3715349316351377,-0.0,-0.5834425922457389,-0.3862848848098895,0.0
2018-11-14,1.0,-0.0,-0.37179757635421795,-0.0,-0.585237793872911,-0.38689262358483933,0.0
2018-11-15,1.0,-0.0,-0.3710688880569075,-0.0,-0.5857590789966305,-0.38314301759640584,0.0
2018-11-16,1.0,-0.0,-0.3631971995332555,-0.0,-0.5835005834305718,-0.38700116686114355,0.0
2018-11-19,1.0,-0.0,-0.36313996359733053,-0.0,-0.5833761142483782,-0.38698837914780415,0.0
2018-11-20,1.0,-0.0,-0.34666325866716236,-0.0,-0.5762849707221861,-0.4006877962635933,0.0
2018-11-21,1.0,-0.0,-0.3421203965679847,-0.0,-0.578450992570101,-0.37970694454028936,0.0
2018-11-23,1.0,-0.0,-0.3282737270122909,-0.0,-0.5943535717586175,-0.3876952222530265,0.0
2018-11-26,1.0,-0.0,-0.32916887975428955,-0.0,-0.5933999953813823,-0.3867630418215828,0.0
2018-11-27,1.0,-0.0,-0.3273162094419022,-0.0,-0.5893945316991285,-0.38282705176259574,0.0
2018-11-28,1.0,-0.0,-0.32656440447991164,-0.0,-0.5898857024584321,-0.38329922038497805,0.0
2018-11-29,1.0,-0.0,-0.3127521367521368,-0.0,-0.5803988603988604,-0.38602849002849005,0.0
2018-11-30,1.0,-0.0,-0.31357304088100507,-0.0,-0.5825258213821565,-0.38393488223625716,0.0
2018-12-03,1.0,-0.0,-0.3140301640541219,-0.0,-0.5831336847149018,-0.3845574645766308,0.0
2018-12-04,1.0,-0.0,-0.3132324496529753,-0.0,-0.5800887472977585,-0.3822505404482876,0.0
2018-12-06,1.0,-0.0,-0.26231749812535843,-0.0,-0.5831899783864849,-0.3599752988399277,0.0
2018-12-07,1.0,-0.0,-0.26259373621526244,-0.0,-0.584649316277018,-0.3583149536832818,0.0
2018-12-10,1.0,-0.0,-0.2630026223776224,-0.0,-0.5822115384615384,-0.34010052447552447,0.0
2018-12-11,1.0,-0.0,-0.2633352295103487,-0.0,-0.5886754474248458,-0.3358858793156259,0.0
2018-12-12,1.0,-0.0,-0.26341239278837736,-0.0,-0.588613688079818,-0.3359443374759321,0.0
2018-12-13,1.0,-0.0,-0.2602109047859163,-0.0,-0.5969789314449828,-0.3351676057264376,0.0
2018-12-14,1.0,-0.0,-0.2490125515667515,-0.0,-0.6079171421048012,-0.3374001579917493,0.0
2018-12-17,1.0,-0.0,-0.2465072482809968,-0.0,-0.5913152016817763,-0.35196864187798366,0.0
2018-12-18,1.0,-0.0,-0.25882823257673343,-0.0,-0.6042508772709101,-0.357859903167059,0.0
2018-12-19,1.0,-0.0,-0.25927736545042446,-0.0,-0.6047508999600019,-0.35809519576907695,0.0
2018-12-20,1.0,-0.0,-0.24846836086966137,-0.0,-0.6094486099130781,-0.3538362860239312,0.0
2018-12-21,1.0,-0.0,-0.24935042057515303,-0.0,-0.6148764698110715,-0.33773726163738055,0.0
2018-12-24,1.0,-0.0,-0.23033082214215525,-0.0,-0.6065290970629982,-0.3467845834698111,0.0
2018-12-26,1.0,-0.0,-0.23654543014360488,-0.0,-0.634970697445533,-0.3653200912629177,0.0
2018-12-27,1.0,-0.0,-0.20909756307586325,-0.0,-0.582579867389994,-0.3611039352449841,0.0
2018-12-28,1.0,-0.0,-0.20875449901937543,-0.0,-0.5839349985991078,-0.3625293648570012,0.0
2018-12-31,1.0,-0.0,-0.20891436946354291,-0.0,-0.5838308511326163,-0.362588098368429,0.0
2019-01-02,1.0,-0.0,-0.21392570063002392,-0.0,-0.5859656745600695,-0.37260482294155983,0.0
2019-01-03,1.0,-0.0,-0.21371642017938194,-0.0,-0.5924815948921754,-0.36547440658457664,0.0
