Date,IWF,IWM,MTUM,SPY,TLRY,VLUE,VXX
2019-07-22,-0.4060721062618596,-3.3870967741935485,-3.6055841691515313,-10.190566549200325,1.0,-8.5182976416373,0.0
2019-07-23,-0.39641109298531807,-3.421152800435019,-3.613648722131593,-10.215334420880913,1.0,-8.542142468733008,0.0
2019-07-24,-0.3996746203904555,-3.4059110629067244,-3.6569956616052055,-10.174891540130151,1.0,-8.477223427331886,0.0
2019-07-25,-0.43426402819192195,-3.291135809162375,-3.7188940092165903,-10.241257793439958,1.0,-8.422065600433722,0.0
2019-07-26,-0.42872570194384446,-3.2254319654427652,-3.727591792656588,-10.218142548596113,1.0,-8.39794816414687,0.0
2019-07-29,-0.40836707152496626,-3.1298245614035087,-3.729824561403509,-10.240215924426451,1.0,-8.482591093117408,0.0
2019-07-30,-0.3766828217555197,-3.127894453419494,-3.732364028002154,-10.215401184706517,1.0,-8.47253634894992,0.0
2019-07-31,-0.3591306652531142,-3.1550490326000533,-3.6671084018022797,-10.004240657301882,1.0,-8.318579379803868,0.0
2019-08-01,-0.3721455457967378,-3.1407779171894608,-3.4993726474278546,-9.322459222082811,1.0,-7.759347553324969,0.0
2019-08-02,-0.3606311044327573,-3.0803906836964687,-3.5807663410969193,-9.279489105935388,1.0,-7.742299023290759,0.0
2019-08-05,-0.321664129883308,-3.1009639776763067,-3.603754439370878,-9.473617453069508,1.0,-7.86783358701167,0.0
2019-08-06,-0.33104799216454456,-3.0646425073457393,-3.477717923604309,-8.996816846229187,1.0,-7.615572967678746,0.0
2019-08-07,-0.3505607020965383,-3.122866894197952,-3.3959044368600684,-8.892735251097026,1.0,-7.6160409556314,0.0
2019-08-08,-0.3454412481716236,-3.127254997562165,-3.398586055582643,-8.892735251097026,1.0,-7.614578254509995,0.0
2019-08-09,-0.2795389048991354,-3.015369836695485,-3.3326128722382324,-8.765369836695484,1.0,-7.622718539865514,0.0
2019-08-12,-0.3487595419847328,-2.9906965648854964,-3.3723759541984735,-8.661498091603054,1.0,-7.481393129770993,0.0
2019-08-13,-0.42617924528301887,-2.9988207547169816,-3.3379716981132073,-8.482075471698113,1.0,-7.339622641509433,0.0
2019-08-14,-0.34654612888270747,-2.9900324524802966,-3.2844228094575803,-8.334260547056097,1.0,-7.225312934631432,0.0
2019-08-15,-0.4094218415417559,-2.889293361884368,-3.0680942184154176,-7.5758029978586725,1.0,-6.47066381156317,0.0
2019-08-16,-0.39136069114470845,-2.9311015118790498,-3.079913606911447,-7.641252699784017,1.0,-6.554427645788337,0.0
2019-08-19,-0.4858657243816254,-2.84606890459364,-3.217314487632509,-7.867932862190813,1.0,-6.667844522968198,0.0
2019-08-20,-0.542918918918919,-2.871135135135135,-3.1435675675675676,-7.623351351351351,1.0,-6.4408648648648645,0.0
2019-08-21,-0.6395567635375288,-2.7681371524148024,-3.2071921388250058,-7.2166004599623665,1.0,-6.075893790508049,0.0
2019-08-22,-0.62079701120797,-2.7447073474470733,-3.1861768368617684,-7.180365296803653,1.0,-6.023661270236612,0.0
2019-08-23,-0.6125523012552301,-2.7633891213389123,-3.2131799163179915,-7.262343096234309,1.0,-6.069037656903766,0.0
2019-08-26,-0.6627122110861116,-2.6357128247085293,-3.1707915729187968,-7.093475148292084,1.0,-5.891388832071998,0.0
2019-08-27,-0.6891454029971648,-2.626569461320373,-3.1217091940056703,-6.969218307006885,1.0,-5.844471445929527,0.0
2019-08-28,-0.7215874924834637,-2.5911004209260375,-3.105031068350371,-6.8759270394868715,1.0,-5.750250551212669,0.0
2019-08-29,-0.787174905697836,-2.5687909469922574,-3.0990669049037125,-6.76216001588247,1.0,-5.636092912447886,0.0
2019-08-30,-0.790894757587702,-2.5226645644461962,-3.1150965707528577,-6.714820654316122,1.0,-5.564840362633031,0.0
2019-09-03,-0.8506103468320093,-2.526254601821352,-3.1100561906607247,-6.516760317767875,1.0,-5.372408447975198,0.0
2019-09-04,-0.73933281613654,-2.3929402637703645,-3.0956167571761055,-6.676881303335919,1.0,-5.490302560124127,0.0
2019-09-05,-0.0,-1.9552887961029923,-2.7232080723729992,-6.697286012526096,1.0,-5.021572720946416,0.0
2019-09-06,-0.0,-1.8588563917186987,-2.584127505750904,-6.3179428195859355,1.0,-4.670226749917844,0.0
2019-09-09,-0.0,-1.5184166284578937,-2.245453156044628,-6.12196240256763,1.0,-4.397676906617759,0.0
2019-09-10,-0.0,-1.4257292445774121,-2.3992520568436797,-5.986985789080029,1.0,-4.146896035901271,0.0
2019-09-11,-0.0,-1.4018082110567658,-2.361938639395287,-5.920260856677042,1.0,-4.137246183488958,0.0
2019-09-12,-0.0,-1.3447159258168973,-2.3772446276125994,-5.8865175154548135,1.0,-4.110391521931116,0.0
2019-09-13,-0.0,-1.3632429313329486,-2.326601269474899,-5.7150894402769765,1.0,-4.020773225620312,0.0
2019-09-16,-0.0,-1.3629725085910653,-2.2973940435280644,-5.665664375715922,1.0,-3.992411225658649,0.0
2019-09-17,-0.0,-1.4893081761006288,-2.2124388539482878,-5.453109713487072,1.0,-3.8213836477987417,0.0
2019-09-18,-0.0,-1.401912568306011,-2.1393442622950816,-5.333743169398907,1.0,-3.78620218579235,0.0
2019-09-19,-0.0,-1.3696382950114294,-2.1215543902111067,-5.256555062525211,1.0,-3.698399892429743,0.0
2019-09-20,-0.0013500742540839747,-1.401107060888349,-2.160253813959768,-5.2435533954367495,1.0,-3.6944781963007967,0.0
2019-09-23,-0.0,-1.4075222431922352,-2.174844971690483,-5.2116473442976545,1.0,-3.6867080075492047,0.0
2019-09-24,-0.0,-1.408270474137931,-2.162042025862069,-5.209725215517241,1.0,-3.6897898706896552,0.0
2019-09-25,-0.0,-1.3746158984635939,-2.1607214428857717,-5.179291917167669,1.0,-3.6454241816967268,0.0
2019-09-26,-0.07803468208092486,-1.1886495007882292,-2.457566999474514,-5.044666316342617,1.0,-3.3681029952706254,0.0
2019-09-27,-0.0,-1.1550780728680101,-2.51941812358201,-5.188042172694515,1.0,-3.48298411851061,0.0
2019-09-30,-0.037667560321715816,-1.1300268096514745,-2.5455764075067027,-5.1851206434316355,1.0,-3.506434316353887,0.0
2019-10-01,-0.0859722585710547,-1.0143941376602983,-2.557707406438105,-5.005234231876472,1.0,-3.4222716566343885,0.0
2019-10-02,-0.1589763474214812,-1.0697944939899187,-2.6379733746930336,-4.855111800439447,1.0,-3.203050277885486,0.0
2019-10-03,-0.13668972585190878,-1.2040737893927749,-2.6021009479887263,-4.790033307712016,1.0,-3.0777606968998206,0.0
2019-10-04,-0.15701219512195122,-1.235645325203252,-2.618775406504065,-4.6814024390243905,1.0,-3.0104166666666665,0.0
2019-10-07,-0.13930665307162884,-1.2768289574305378,-2.6022176905429517,-4.686846800917665,1.0,-3.040147846036197,0.0
2019-10-08,-0.1812406576980568,-1.271175884404584,-2.5642750373692076,-4.496885899352267,1.0,-2.942700548081714,0.0
2019-10-09,-0.18633771386064965,-1.2870071906769156,-2.540292586164146,-4.488594098685842,1.0,-2.895487230349616,0.0
2019-10-10,-0.2448396728547319,-1.4239906529923405,-2.7372452291315073,-4.533298714786447,1.0,-3.042450993119564,0.0
2019-10-11,-0.2722520107238606,-1.5045576407506704,-3.0092493297587133,-4.54396782841823,1.0,-3.074798927613941,0.0
2019-10-14,-0.3638303547612696,-1.376367031208322,-3.0834889303814346,-4.549079754601227,1.0,-2.9642571352360627,0.0
2019-10-15,-0.34546171023249705,-1.3659529751740442,-3.0,-4.47064232234336,1.0,-2.9535005910941807,0.0
2019-10-16,-0.28642688369650826,-1.423733263323707,-3.026384877920714,-4.458650564452612,1.0,-2.9316093462851143,0.0
2019-10-17,-0.33928099392016914,-1.3887126619085381,-3.0841924398625427,-4.458234205656885,1.0,-2.94660322495374,0.0
2019-10-18,-0.3072610784837159,-1.4805125467164977,-3.156433529097704,-4.437800320341697,1.0,-2.965696743192739,0.0
2019-10-21,-0.3270616493194555,-1.407659460902055,-3.156391780090739,-4.433546837469976,1.0,-3.0194822524686415,0.0
2019-10-22,-0.3022014676450967,-1.3867911941294195,-3.1695797198132087,-4.450567044696464,1.0,-3.0330887258172115,0.0
2019-10-23,-0.3052224886757261,-1.3972821742605914,-3.1446842525979215,-4.428990141220357,1.0,-3.046362909672262,0.0
2019-10-24,-0.0,-0.9981345769487009,-3.1040639573617588,-5.111125916055962,1.0,-3.1111259160559626,0.0
2019-10-25,-0.0,-0.9717314487632508,-3.0777385159010597,-5.013610783928804,1.0,-3.024211490642586,0.0
2019-10-28,-0.0,-1.0534057778955739,-3.1620726212562946,-5.068778160614896,1.0,-2.9677975086138355,0.0
2019-10-29,-0.0,-1.0252200183895965,-3.321029817417575,-4.898200446604492,1.0,-2.890975962169972,0.0
2019-10-30,-0.0,-1.0176431863067807,-3.328505595786702,-4.916919025674786,1.0,-2.90348913759052,0.0
2019-10-31,-0.0,-1.0275059508066648,-3.3484527902671246,-4.911399100766992,1.0,-2.936656969055805,0.0
2019-11-01,-0.0,-1.0586744899319909,-3.4011201493532472,-4.951726896919589,1.0,-2.9235898119749297,0.0
2019-11-04,-0.0,-1.0032085561497326,-3.5169786096256686,-4.974331550802139,1.0,-2.874598930481283,0.0
2019-11-05,-0.0,-1.0787465940054495,-3.883242506811989,-4.9023160762942775,1.0,-2.7595367847411443,0.0
2019-11-06,-0.0,-1.061218836565097,-3.9045706371191136,-4.945983379501385,1.0,-2.9386426592797785,0.0
2019-11-07,-0.0,-1.0540765391014975,-3.9193011647254576,-4.947171381031613,1.0,-2.9452301719356626,0.0
2019-11-08,-0.0,-0.9863107460643394,-3.886242299794661,-4.889664613278576,1.0,-2.9270362765229296,0.0
2019-11-11,-0.0,-0.9189151982378856,-4.0245044052863435,-4.8686674008810575,1.0,-2.954295154185022,0.0
2019-11-12,-0.0,-0.9032748376399059,-4.037031919303578,-4.904242089263507,1.0,-2.9733314909492883,0.0
2019-11-13,-0.0,-0.9357747260368984,-4.343320848938826,-4.7282563462338745,1.0,-2.8640588153696767,0.0
2019-11-14,-0.0,-0.9409147782566385,-4.337272348116224,-4.733629917975811,1.0,-2.89044904768525,0.0
2019-11-15,-0.0,-0.9261056425897685,-4.380285595452655,-4.678219880770831,1.0,-2.87910716761403,0.0
2019-11-18,-0.0,-0.9115191986644406,-4.414023372287145,-4.710767946577629,1.0,-2.8759042849193097,0.0
2019-11-19,-0.0,-1.1825899280575538,-4.44431654676259,-4.787338129496403,1.0,-2.9742446043165467,0.0
2019-11-20,-0.0,-1.1885163332853648,-4.445531731184343,-4.786587998273133,1.0,-2.9699237300330985,0.0
2019-11-21,-0.06429928393979249,-1.0843197428028641,-4.672219786643285,-4.72541283062984,1.0,-3.067221978664328,0.0
2019-11-22,-0.0619626445300919,-1.0452119774681292,-4.726949303290839,-4.844648680699674,1.0,-3.144974799881411,0.0
2019-11-25,-0.07484005356345781,-1.0456777265287902,-4.753905668799286,-4.865198631156078,1.0,-3.13926499032882,0.0
2019-11-26,-0.12336339831248182,-0.948356124527204,-4.646494035496072,-4.725632819319174,1.0,-3.1035787023567067,0.0
2019-11-27,-0.1459054209919262,-0.8820645905420991,-4.586505190311419,-4.695790080738177,1.0,-3.107266435986159,0.0
2019-11-29,-0.23290257005953244,-0.8574125163351242,-4.701466531145637,-4.743284448961813,1.0,-2.9848990852330477,0.0
2019-12-02,-0.2738978942584457,-0.9109225874867445,-4.995000757460991,-4.898500227238298,1.0,-3.0707468565368883,0.0
2019-12-03,-0.11913615560640733,-0.8702803203661328,-4.687213958810069,-4.700228832951945,1.0,-2.9253432494279177,0.0
2019-12-04,-0.13836662749706227,-0.9816392479435958,-4.847972972972973,-4.777761457109283,1.0,-2.94286133960047,0.0
2019-12-05,-0.16829472509070612,-0.8576611777839799,-4.644013396595032,-4.3836170806586665,1.0,-2.9012001116382917,0.0
2019-12-06,-0.33185650993282834,-0.9989995712448192,-4.709589824210376,-4.449478347863369,1.0,-2.801915106474203,0.0
2019-12-09,-0.27923627684964203,-0.8627684964200477,-5.052655131264916,-4.727923627684964,1.0,-2.9937350835322194,0.0
2019-12-10,-0.624776167996093,-0.8468175158717239,-5.833143415269412,-5.152694123392479,1.0,-2.821097183786424,0.0
2019-12-11,-0.643520782396088,-0.8083129584352078,-5.857701711491443,-5.151263243683781,1.0,-2.8389568052159735,0.0
2019-12-12,-0.6754924120116241,-0.7868905392315143,-5.77526638682596,-5.091378753632547,1.0,-2.8157894736842106,0.0
2019-12-13,-0.6696739474517253,-0.7657486546375435,-5.749920861031972,-4.949509338398227,1.0,-2.6929408040519154,0.0
2019-12-16,-0.671204685768561,-0.766028177932563,-5.760012664239354,-4.949817951559284,1.0,-2.6832357131549784,0.0
2019-12-17,-1.0114793856103477,-0.6042037186742117,-5.944381568310428,-5.027324171382377,1.0,-2.5807599029911077,0.0
2019-12-18,-1.3158685132654764,-0.6898047722342734,-6.028199566160521,-5.025696646087102,1.0,-2.6265643250458868,0.0
2019-12-19,-1.3172251220744233,-0.7560195319077286,-6.091934669136219,-5.0264354268395355,1.0,-2.6462367401919513,0.0
2019-12-20,-1.2798457411133466,-0.733903420523139,-6.076794097920859,-5.033199195171027,1.0,-2.6435278336686787,0.0
2019-12-23,-1.2758391492190098,-0.7816550348953141,-6.00033233632436,-4.971751412429379,1.0,-2.5872382851445663,0.0
2019-12-24,-1.2826520438683948,-0.7851445663010967,-5.989863742107013,-4.974410103024261,1.0,-2.584911930874045,0.0
2019-12-26,-1.1528013582342955,-0.6951690075628955,-5.600709986108968,-4.730822657817565,1.0,-2.254977620003087,0.0
2019-12-27,-1.1212583995113012,-0.7637446548564447,-5.574068417837507,-4.615913255956017,1.0,-2.196701282834453,0.0
2019-12-30,-1.1106985698569856,-0.6505775577557755,-5.10093509350935,-4.188256325632563,1.0,-1.7007700770077006,0.0
2019-12-31,-1.091107772162273,-0.6396667121977871,-5.086463597869144,-4.156535992350772,1.0,-1.6854254883212676,0.0
2020-01-02,-1.0762089510877098,-0.6463904669530276,-5.1827629208812525,-4.228349729804628,1.0,-1.7223222945822363,0.0
2020-01-03,-0.9870836165873554,-0.6443235893949694,-5.093813732154996,-4.116655336505778,1.0,-1.7543167912984363,0.0
2020-01-06,-1.0455172413793106,-0.6857931034482759,-5.154344827586208,-4.137103448275862,1.0,-1.7703448275862068,0.0
2020-01-07,-1.0207382828701783,-0.6825660168671367,-5.1870593114890085,-4.1417115996128855,1.0,-1.7934467026130236,0.0
2020-01-08,-1.01404765183859,-0.6682275168709545,-5.180140476518386,-4.12739292108525,1.0,-1.7823991185787085,0.0
2020-01-09,-1.0378557612600168,-0.6930091185410335,-5.17311411992263,-4.123100303951367,1.0,-1.7888919591047252,0.0
2020-01-10,-1.081621836491321,-0.6500596263415928,-4.944348747846827,-3.912283026368094,1.0,-1.66198489466013,0.0
2020-01-13,-1.0893306825712392,-0.6508946322067595,-4.951358515573228,-3.905765407554672,1.0,-1.6563286944996685,0.0
2020-01-14,-1.2740790354989955,-0.600669792364367,-5.0806430006697925,-3.929269926322841,1.0,-1.5111855324849297,0.0
2020-01-15,-1.542762663460093,-0.8835111979558093,-5.527280925898091,-4.1938974898542005,1.0,-1.8833608898241392,0.0
2020-01-16,-1.5476369092273068,-0.8705176294073519,-5.494223555888972,-4.191747936984246,1.0,-1.8996249062265567,0.0
2020-01-17,-1.5854694372819655,-0.846200515698468,-5.546792052176551,-4.262247838616714,1.0,-1.9268921583497647,0.0
2020-01-21,-1.5934182590233545,-0.8439490445859873,-5.5398847437064,-4.266454352441614,1.0,-1.9215953897482558,0.0
2020-01-22,-1.577596618357488,-0.8292572463768116,-5.5294384057971016,-4.230827294685991,1.0,-1.9294987922705318,0.0
2020-01-23,-1.616088848866877,-0.790184601530842,-5.412276752213718,-4.213267297013357,1.0,-1.976437040372205,0.0
2020-01-24,-1.616066066066066,-0.7897897897897898,-5.421021021021021,-4.217417417417417,1.0,-1.9708708708708704,0.0
2020-01-27,-1.5677323420074347,-0.7828996282527881,-5.396133828996282,-4.169962825278811,1.0,-1.953159851301115,0.0
2020-01-28,-1.4922196124486202,-0.8417498532002349,-5.396359365825014,-4.104227833235467,1.0,-1.8455666470933647,0.0
2020-01-29,-1.4485872414797554,-0.8394989804835421,-5.37620157296825,-4.075881153510049,1.0,-1.824351878823187,0.0
2020-01-30,-1.4666181818181818,-0.8271999999999999,-5.360290909090909,-4.084945454545454,1.0,-1.8065454545454545,0.0
2020-01-31,-1.4024496937882764,-0.8920968212306795,-5.375328083989501,-4.093321668124818,1.0,-1.8183143773694954,0.0
2020-02-03,-1.366911556936988,-0.833710087595366,-5.212913252331168,-3.9608646510313648,1.0,-1.7538852783272112,0.0
2020-02-04,-1.3377846499859434,-0.7828226033174024,-5.183159966263705,-3.9538937306719144,1.0,-1.7992690469496768,0.0
2020-02-05,-1.2441522491349482,-0.784083044982699,-5.153356401384083,-3.91681660899654,1.0,-1.7424221453287199,0.0
2020-02-06,-1.3420467185761957,-0.781840934371524,-5.265016685205785,-3.8834816462736375,1.0,-1.631952169076752,0.0
