Date,IWF,IWM,MTUM,SPY,TLRY,VLUE,VXX
2019-03-18,-0.729841488628532,-6.841833218470021,-1.1798759476223293,-12.313921433494142,1.0,-12.393521709166091,0.0
2019-03-19,-0.7326664367023111,-6.814073818558124,-1.233873749568817,-12.325284580889964,1.0,-12.388754743014834,0.0
2019-03-20,-0.7331722471522264,-6.829478771142561,-1.2336900241629272,-12.330341732827064,1.0,-12.39143942008975,0.0
2019-03-21,-0.843103448275862,-6.783448275862069,-1.2544827586206897,-12.364137931034481,1.0,-12.237241379310344,0.0
2019-03-22,-0.7765883977900553,-6.777279005524862,-1.343232044198895,-12.452002762430938,1.0,-12.181629834254144,0.0
2019-03-25,-0.7278481012658228,-5.843104596935376,-1.8964023984010658,-12.091272485009993,1.0,-11.752498334443704,0.0
2019-03-26,-0.7329337329337329,-5.853479853479853,-1.9020979020979019,-12.078588078588078,1.0,-11.733266733266733,0.0
2019-03-27,-0.8227636849132176,-5.800734312416555,-1.9295727636849132,-12.100133511348465,1.0,-11.724632843791722,0.0
2019-03-28,-0.8180306054557552,-5.794078509647371,-1.9264803725881572,-12.047571523619428,1.0,-11.68063872255489,0.0
2019-03-29,-0.8148886673313394,-5.742771684945165,-1.9508142239946829,-12.035892323030907,1.0,-11.689265536723164,0.0
2019-04-01,-0.7853577371048253,-5.811314475873544,-1.9700499168053245,-12.061564059900165,1.0,-11.649584026622296,0.0
2019-04-02,-0.7589915966386555,-5.88436974789916,-2.2591596638655465,-12.167731092436975,1.0,-11.543193277310925,0.0
2019-04-03,-0.7831932773109245,-5.881344537815126,-2.254789915966387,-12.170420168067228,1.0,-11.523697478991599,0.0
2019-04-04,-0.7820383451059536,-5.866464850319543,-2.2970063908509926,-12.197443659603096,1.0,-11.493104608139927,0.0
2019-04-05,-0.8091216216216216,-5.8625,-2.360810810810811,-12.249662162162162,1.0,-11.501689189189188,0.0
2019-04-08,-0.8286974219810042,-5.824966078697423,-2.3975576662143827,-12.316824966078697,1.0,-11.55359565807327,0.0
2019-04-09,-0.8252295137708263,-5.847330839850391,-2.4025841550493032,-12.347500850051004,1.0,-11.579394763685823,0.0
2019-04-10,-0.850609756097561,-5.745257452574526,-2.4847560975609753,-12.322154471544716,1.0,-11.472560975609756,0.0
2019-04-11,-0.8798646362098138,-5.630795262267344,-2.522504230118443,-12.348900169204738,1.0,-11.45922165820643,0.0
2019-04-12,-0.8775025449609773,-5.646080760095012,-2.535459789616559,-12.38615541228368,1.0,-11.487275195113675,0.0
2019-04-15,-0.8773360516479782,-5.664967720013592,-2.567108392796466,-12.359157322460074,1.0,-11.510363574583758,0.0
2019-04-16,-0.8700238176250426,-5.6743790404899626,-2.560734943858455,-12.385505273902687,1.0,-11.534535556311672,0.0
2019-04-17,-0.8738524311458689,-5.664739884393064,-2.5950357021421286,-12.376742604556274,1.0,-11.49166950017001,0.0
2019-04-18,-0.8966337980278818,-5.629037742264536,-2.564093845630738,-12.383883032981979,1.0,-11.528391703502212,0.0
2019-04-22,-0.8974795640326975,-5.659400544959128,-2.5660762942779294,-12.397820163487738,1.0,-11.53950953678474,0.0
2019-04-23,-0.9039972668261018,-5.662794670310898,-2.564058763238811,-12.464639562692176,1.0,-11.56884181756064,0.0
2019-04-24,-0.8720770288858322,-5.565680880330123,-2.639958734525447,-12.575309491059146,1.0,-11.734869325997249,0.0
2019-04-25,-0.8627450980392157,-5.598555211558308,-2.6621947024423807,-12.567251461988304,1.0,-11.708978328173377,0.0
2019-04-26,-0.88388869804191,-5.54723462727585,-2.729646169701134,-12.565441429062178,1.0,-11.626245276537272,0.0
2019-04-29,-0.8824134384641754,-5.496743229345218,-2.7051765512512853,-12.55056564964004,1.0,-11.646897497428863,0.0
2019-04-30,-0.8950617283950618,-5.480109739368999,-2.729766803840878,-12.550754458161867,1.0,-11.638203017832648,0.0
2019-05-01,-0.9227600411946447,-5.503261242705116,-2.7078613113628562,-12.559560590456575,1.0,-11.635427394438723,0.0
2019-05-02,-0.9399450926561428,-5.470830473575841,-2.7045298558682225,-12.534317089910777,1.0,-11.667124227865477,0.0
2019-05-03,-0.9444063143445436,-5.4670555936856555,-2.7059025394646534,-12.532944406314344,1.0,-11.66643788606726,0.0
2019-05-06,-0.955761316872428,-5.257887517146777,-2.819615912208505,-12.563100137174212,1.0,-11.69684499314129,0.0
2019-05-07,-0.9537671232876712,-5.280821917808219,-2.8373287671232874,-12.516780821917807,1.0,-11.657876712328767,0.0
2019-05-08,-0.975626043405676,-5.101168614357262,-2.9138564273789647,-12.064106844741234,1.0,-11.3338898163606,0.0
2019-05-09,-0.9876666666666667,-5.0856666666666674,-2.9196666666666666,-12.042666666666667,1.0,-11.297333333333334,0.0
2019-05-10,-0.9930023325558148,-5.086971009663445,-2.9346884371876043,-12.035321559480174,1.0,-11.272242585804733,0.0
2019-05-13,-0.9940179461615155,-5.073446327683616,-2.899966766367564,-12.010967098703889,1.0,-11.254901960784315,0.0
2019-05-14,-0.7366920152091255,-4.614702154626109,-3.3593155893536126,-11.370088719898606,1.0,-10.604879594423322,0.0
2019-05-15,-0.70311027332705,-4.52560477536915,-3.4169022934338678,-11.298146402764688,1.0,-10.473138548539115,0.0
2019-05-16,-0.6617462311557788,-4.543655778894472,-3.438756281407035,-11.282977386934673,1.0,-10.479899497487436,0.0
2019-05-17,-0.6423841059602649,-4.582781456953642,-3.4165878271838537,-11.297067171239355,1.0,-10.59697256385998,0.0
2019-05-20,-0.6266457680250784,-4.486833855799373,-3.4548589341692795,-11.238244514106583,1.0,-10.541379310344828,0.0
2019-05-21,-0.5755305867665419,-4.47191011235955,-3.481897627965044,-11.183832709113608,1.0,-10.497815230961297,0.0
2019-05-22,-0.5748987854251012,-4.391778262223607,-3.5593273123637497,-11.17408906882591,1.0,-10.442541264403612,0.0
2019-05-23,-0.5798188066229304,-4.366760387378944,-3.6685410809122154,-11.23992502343018,1.0,-10.384879725085911,0.0
2019-05-24,-0.5468315301391037,-4.168469860896446,-3.7721792890262753,-11.116537867078826,1.0,-10.307882534775889,0.0
2019-05-28,-0.5701455558996593,-4.126664602043977,-3.793744193248684,-11.143078352431093,1.0,-10.335397956023538,0.0
2019-05-29,-0.6283430679372886,-4.130033814940055,-3.7672917307101135,-11.04549646480172,1.0,-10.169382108822624,0.0
2019-05-30,-0.6243499541144082,-4.097277454879168,-3.750076475986541,-10.985622514530439,1.0,-10.133068216579995,0.0
2019-05-31,-0.6164929491109747,-4.12722256284488,-3.7335990190067436,-11.00459840588596,1.0,-10.174126302881668,0.0
2019-06-03,-0.6072077528770442,-4.1017565112053305,-3.8407026044821317,-10.866444579043005,1.0,-9.868867353119322,0.0
2019-06-04,-0.7136752136752138,-4.083333333333334,-3.8898046398046398,-10.985653235653237,1.0,-9.852564102564104,0.0
2019-06-05,-0.6470937129300118,-3.9027283511269273,-3.971826809015421,-10.815539739027285,1.0,-9.318801897983393,0.0
2019-06-06,-0.6296847114812613,-3.9821534800713865,-3.877453896490185,-10.81737061273052,1.0,-9.437239738251042,0.0
2019-06-07,-0.6212841854934601,-4.043400713436385,-3.8540428061831147,-10.78834720570749,1.0,-9.419143876337692,0.0
2019-06-10,-0.5336084905660378,-4.024469339622642,-3.797169811320755,-10.731132075471699,1.0,-9.394752358490567,0.0
2019-06-11,-0.47617647058823526,-3.995,-3.7876470588235294,-10.761470588235293,1.0,-9.391470588235293,0.0
2019-06-12,-0.46904481132075476,-4.008549528301887,-3.805424528301887,-10.79186320754717,1.0,-9.40625,0.0
2019-06-13,-0.45454545454545453,-4.033353010625738,-3.8341204250295156,-10.805785123966942,1.0,-9.388134592680048,0.0
2019-06-14,-0.4729049452176488,-3.9848978383180333,-3.900503405389399,-10.873556411015695,1.0,-9.380515250222091,0.0
2019-06-17,-0.4791605084244753,-3.961276973100798,-3.8977239136860775,-10.864026012415017,1.0,-9.35737511084836,0.0
2019-06-18,-0.4766410408042578,-3.966587817859254,-3.895328208160851,-10.870786516853931,1.0,-9.358959195742164,0.0
2019-06-19,-0.46980854197349037,-3.943446244477172,-3.9528718703976438,-10.84742268041237,1.0,-9.241531664212076,0.0
2019-06-20,-0.4216583062850398,-3.934493951017999,-3.9557391560932427,-10.915314251991738,1.0,-9.280318678076128,0.0
2019-06-21,-0.37232483142773376,-3.9199648197009673,-3.910876575784227,-10.862210495455878,1.0,-9.251539138082673,0.0
2019-06-24,-0.39413489736070384,-3.8903225806451616,-3.8926686217008797,-10.878299120234605,1.0,-9.27008797653959,0.0
2019-06-25,-0.3909224011713031,-3.8609077598828696,-3.89809663250366,-10.87320644216691,1.0,-9.259443631039531,0.0
2019-06-26,-0.32642940490081684,-3.87485414235706,-3.8669778296382735,-10.805134189031506,1.0,-9.298133022170363,0.0
2019-06-27,-0.3267211201866978,-3.879229871645274,-3.874270711785298,-10.803967327887982,1.0,-9.287339556592766,0.0
2019-06-28,-0.3728070175438596,-3.726900584795321,-3.9304093567251464,-10.898538011695907,1.0,-9.31111111111111,0.0
2019-07-01,-0.46816588785046725,-3.6492406542056077,-3.9410046728971966,-10.91033878504673,1.0,-9.236857476635514,0.0
2019-07-02,-0.4141238012205754,-3.6655042138913103,-3.9090380703283922,-10.858180761406567,1.0,-9.214181923859343,0.0
2019-07-03,-0.4102414896712249,-3.6936281640965962,-3.898748908932209,-10.86063427407623,1.0,-9.231888274658134,0.0
2019-07-05,-0.409593023255814,-3.693313953488372,-3.8712209302325586,-10.849127906976744,1.0,-9.246511627906976,0.0
2019-07-08,-0.17533875338753388,-3.405149051490515,-3.506233062330623,-10.276422764227641,1.0,-8.737127371273713,0.0
2019-07-09,-0.16554145287604644,-3.3686200378071836,-3.502025384823116,-10.244126384012963,1.0,-8.724547664056171,0.0
2019-07-10,-0.23656200106439595,-3.22299095263438,-3.4310803618946246,-10.117349654071313,1.0,-8.60191591271953,0.0
2019-07-11,-0.2764878569522284,-3.2095009340805976,-3.4753135842006935,-10.131571924206032,1.0,-8.595409661062183,0.0
2019-07-12,-0.2641559829059829,-3.2417200854700856,-3.4770299145299144,-10.133814102564102,1.0,-8.592681623931623,0.0
2019-07-15,-0.29434064446249664,-3.354725155699973,-3.611697806661251,-10.250473869482805,1.0,-8.567289466558355,0.0
2019-07-16,-0.3321564367191744,-3.3565996740901687,-3.6653992395437265,-10.259098316132537,1.0,-8.546170559478545,0.0
2019-07-17,-0.33874458874458874,-3.4099025974025974,-3.6160714285714284,-10.202922077922079,1.0,-8.488636363636363,0.0
2019-07-18,-0.3530204962243797,-3.4031823085221142,-3.621898597626753,-10.16046386192017,1.0,-8.430151024811218,0.0
2019-07-19,-0.4184281842818428,-3.42520325203252,-3.638211382113821,-10.18021680216802,1.0,-8.438482384823848,0.0
