Date,IWF,IWM,MTUM,SPY,VLUE,VVNT,VXX
2020-05-22,-1.1023461041756348,-0.6180585449849333,-1.0935751183814033,-1.1740744726646577,-0.39291863969005597,1.0,0.0
2020-05-26,-1.1020825485658936,-0.6172308023462304,-1.0929882150352475,-1.1743529031910886,-0.39466178765538396,1.0,0.0
2020-05-27,-1.107171679130575,-0.6116640662828858,-1.1020605799752514,-1.1741001775434443,-0.3851616721364394,1.0,0.0
2020-05-28,-1.1192295276014206,-0.6008823845905521,-1.1130420746798666,-1.1784676638329925,-0.36877219412460993,1.0,0.0
2020-05-29,-1.124818343290812,-0.594703697723236,-1.1184670864955057,-1.1831099628612949,-0.36137574681091555,1.0,0.0
2020-06-01,-1.1236541774332471,-0.5997523686477174,-1.1124031007751938,-1.1835163652024117,-0.363964254952627,1.0,0.0
2020-06-02,-1.1251279840491457,-0.6019291911408093,-1.113649835641537,-1.1842970307700598,-0.36374413967774966,1.0,0.0
2020-06-03,-1.1276722090261282,-0.6032174476355,-1.1133124595119845,-1.1886201684301447,-0.36557978838263877,1.0,0.0
2020-06-04,-1.1282784673502428,-0.6014031300593632,-1.1152185644900163,-1.1887209929843496,-0.3630329195898543,1.0,0.0
2020-06-05,-1.1248516240423005,-0.6010575159166937,-1.1121722240207188,-1.1882486241502104,-0.36915938275601595,1.0,0.0
2020-06-08,-1.125383414949147,-0.5872033579077651,-1.1243609750847547,-1.1853306785771942,-0.35903783027498254,1.0,0.0
2020-06-09,-1.1282340917648324,-0.5842612016567156,-1.1266741971921899,-1.185466085740412,-0.3543112258619762,1.0,0.0
2020-06-10,-1.1363954552797373,-0.5792364439179366,-1.1366108448656507,-1.1874966345377203,-0.3450541166334608,1.0,0.0
2020-06-11,-1.1407024348200818,-0.5735832794656325,-1.1443115707821592,-1.1877289377289377,-0.3404438698556346,1.0,0.0
2020-06-12,-1.1442471288813272,-0.5215333900467886,-1.174393874946831,-1.1873139089749043,-0.28945129732028924,1.0,0.0
2020-06-15,-1.1453395684982464,-0.5174832607078329,-1.177383356360931,-1.1881177595918802,-0.2857370602614518,1.0,0.0
2020-06-16,-1.1465137273644523,-0.5104349211406722,-1.1746057033614783,-1.1902182571292017,-0.2886198290053635,1.0,0.0
2020-06-17,-1.1435158195982829,-0.5060681541152154,-1.1731411309555355,-1.1881922730404368,-0.288780539509248,1.0,0.0
2020-06-18,-1.1523136588216543,-0.49795462997396794,-1.183870796366148,-1.1934335653190247,-0.2850767677840939,1.0,0.0
2020-06-19,-1.1528161530286927,-0.4981934112646121,-1.1840063761955366,-1.1936769394261424,-0.28480340063761955,1.0,0.0
2020-06-22,-1.1539648749334752,-0.4980840872804683,-1.1935604044704629,-1.1927088877062266,-0.28366152208621603,1.0,0.0
2020-06-23,-1.1540631153211645,-0.49763184503219626,-1.1937097546697888,-1.1930711510829652,-0.2832206907562131,1.0,0.0
2020-06-24,-1.1622870653984632,-0.5002418184749315,-1.2129077328174538,-1.2064592401526142,-0.29184803052286523,1.0,0.0
2020-06-25,-1.1699201898188094,-0.49072476272648835,-1.2343075927523728,-1.2140854184641934,-0.2834879206212252,1.0,0.0
2020-06-26,-1.1700269541778976,-0.4875471698113208,-1.2335309973045823,-1.2145013477088948,-0.28517520215633424,1.0,0.0
2020-06-29,-1.165681109558112,-0.4809697881948177,-1.2344909149553813,-1.2108913020105365,-0.28373293194280186,1.0,0.0
2020-06-30,-1.1735412745361655,-0.4654477009948911,-1.2441516536703414,-1.2135520301156224,-0.2810432912073138,1.0,0.0
2020-07-01,-1.172217447357112,-0.4644929093253116,-1.24172754619682,-1.214385474860335,-0.27889987107864206,1.0,0.0
2020-07-02,-1.1662369749704586,-0.47008271565152,-1.2368675475346438,-1.2117842947685036,-0.2861209582124825,1.0,0.0
2020-07-06,-1.168198183674566,-0.47122360148315334,-1.2362297812886238,-1.212585308184212,-0.285507012735773,1.0,0.0
2020-07-07,-1.1615673644659152,-0.47869028448738593,-1.2302737520128824,-1.211755233494364,-0.28545356951154055,1.0,0.0
2020-07-08,-1.1614583333333335,-0.481421821305842,-1.2290055841924399,-1.211769759450172,-0.28570661512027495,1.0,0.0
2020-07-09,-1.158296180909921,-0.4834291239189987,-1.2267819734651126,-1.212493957135951,-0.2903797604340119,1.0,0.0
2020-07-10,-1.1594498764370904,-0.4861394649188783,-1.2262275706457506,-1.2124207585688191,-0.2881164714730848,1.0,0.0
2020-07-13,-1.1663084363245568,-0.485061794734014,-1.2288554540569587,-1.2133261687264911,-0.2799570123589468,1.0,0.0
2020-07-14,-1.1632850241545893,-0.4811594202898551,-1.2261943102522814,-1.2170155662909286,-0.27997852925389155,1.0,0.0
2020-07-15,-1.1639203478074176,-0.47743008963555367,-1.2290268906660942,-1.2163598303902097,-0.28066126348558856,1.0,0.0
2020-07-16,-1.1689036830237303,-0.4663910662514764,-1.232309674648341,-1.2189949532910984,-0.28223987973800063,1.0,0.0
2020-07-17,-1.1682705230901564,-0.46567388850061825,-1.2341271974625019,-1.2196656093758398,-0.2883178323746035,1.0,0.0
2020-07-20,-1.1807763001405558,-0.47134825386528273,-1.2371607741377446,-1.2230511406638556,-0.2936533679316683,1.0,0.0
2020-07-21,-1.1644391537254477,-0.48173800119041177,-1.227909745143661,-1.228450841404686,-0.3084789784102592,1.0,0.0
2020-07-22,-1.1625277281826545,-0.4837418168046313,-1.2259914516041768,-1.2284802250716875,-0.309635881620949,1.0,0.0
2020-07-23,-1.1686642442648734,-0.4866858289495092,-1.2295135311025545,-1.2317370790173003,-0.3066869136070286,1.0,0.0
2020-07-24,-1.1613305162793217,-0.4916842732542391,-1.2226556151470827,-1.2291023349043826,-0.3125846470556368,1.0,0.0
2020-07-27,-1.1636688698667246,-0.4930111604724239,-1.221746668111388,-1.2310651208148229,-0.308213240871167,1.0,0.0
2020-07-28,-1.1634511164101453,-0.48872750921309344,-1.2171580316496857,-1.2349338825059615,-0.315196184695426,1.0,0.0
2020-07-29,-1.1643939805508772,-0.48715162709838644,-1.2133970771988916,-1.2343130330852392,-0.33346009670234145,1.0,0.0
2020-07-30,-1.1640964378801042,-0.48463292788879236,-1.2135642919200695,-1.2345243266724588,-0.33318853171155516,1.0,0.0
2020-07-31,-1.1637420546531212,-0.4897050035312652,-1.2125821698266963,-1.2329548541315805,-0.33373173249307325,1.0,0.0
2020-08-03,-1.1537623276848472,-0.5024246717157957,-1.2170217403149348,-1.231951179643655,-0.3435405655751103,1.0,0.0
2020-08-04,-1.1518139230853035,-0.4990195010349711,-1.214947162000218,-1.2336311145004903,-0.3478047717616298,1.0,0.0
2020-08-05,-1.1547749125874125,-0.5009287587412586,-1.219187062937063,-1.2372705419580419,-0.35112543706293703,1.0,0.0
2020-08-06,-1.155203496312483,-0.4970773012838023,-1.2207047254848402,-1.2371483201311118,-0.3529090412455614,1.0,0.0
2020-08-07,-1.1566984335633694,-0.5063533793405631,-1.2200679154343304,-1.233705772811918,-0.36022565450761307,1.0,0.0
2020-08-10,-1.152071459886015,-0.5124945199473915,-1.218380096448926,-1.2341626479614203,-0.3629438842612889,1.0,0.0
2020-08-11,-1.1479406919275124,-0.5183415705656232,-1.2121911037891266,-1.2369577155409115,-0.37605711147721027,1.0,0.0
2020-08-12,-1.1482091847945506,-0.5181828169633047,-1.2133597011645791,-1.2391232696110743,-0.37442320369149634,1.0,0.0
2020-08-13,-1.1419712435517506,-0.5267259356821424,-1.1999231697947537,-1.2373504554933596,-0.3819009987926682,1.0,0.0
2020-08-14,-1.153295128939828,-0.5297553449415914,-1.2110425391227684,-1.2423958562927044,-0.37376019396076704,1.0,0.0
2020-08-17,-1.1547874979328594,-0.5337632986053691,-1.2103522407805523,-1.2413869136210796,-0.37203020781654816,1.0,0.0
2020-08-18,-1.15275173706849,-0.5312672328223227,-1.2035403110179772,-1.2451748097496416,-0.38176905260835997,1.0,0.0
2020-08-19,-1.1513161525302136,-0.5371116384305502,-1.1983886099001158,-1.243198498979085,-0.38849953093096407,1.0,0.0
2020-08-20,-1.151766004415011,-0.5368653421633555,-1.1987858719646798,-1.2438189845474614,-0.38758278145695363,1.0,0.0
2020-08-21,-1.1520971302428256,-0.5358719646799117,-1.2008278145695364,-1.2440397350993377,-0.3858719646799117,1.0,0.0
2020-08-24,-1.1533366451399238,-0.5341392062703538,-1.2036209085389413,-1.2446873102610807,-0.3837831870618756,1.0,0.0
2020-08-25,-1.1625727751594122,-0.5412253950651511,-1.2224563349043527,-1.247019683947879,-0.3714998613806487,1.0,0.0
2020-08-26,-1.163865313141399,-0.5408553835912797,-1.2252177289621125,-1.2479059188994286,-0.3693348865590503,1.0,0.0
2020-08-27,-1.1538888272495285,-0.5499833573726839,-1.2196826805725063,-1.2463663597026517,-0.37762121380228564,1.0,0.0
2020-08-28,-1.158757501667037,-0.5479551011335853,-1.2242720604578794,-1.2488886419204268,-0.37686152478328516,1.0,0.0
2020-08-31,-1.1591755097505416,-0.5468081560086671,-1.2259014389688316,-1.248624923606867,-0.3752430690593922,1.0,0.0
2020-09-01,-1.1611450806003334,-0.5448026681489716,-1.2310728182323514,-1.2483046136742635,-0.37326292384658144,1.0,0.0
2020-09-02,-1.1571198399911107,-0.5423079059947775,-1.2299016612034002,-1.2475137507639311,-0.3790766153675204,1.0,0.0
2020-09-03,-1.1614140403535103,-0.5471068867767217,-1.2343393919181813,-1.2451225612806402,-0.37035184258796067,1.0,0.0
2020-09-04,-1.1266317818782705,-0.5473423299366565,-1.2017625998347563,-1.2461030019278436,-0.3862847700358028,1.0,0.0
2020-09-08,-1.1293488449026852,-0.5517450515520759,-1.2010255279263384,-1.2437007222804213,-0.3877157192479461,1.0,0.0
2020-09-09,-1.1089602983110332,-0.5615266505812678,-1.1719675367405133,-1.2380456240403597,-0.40315858740951965,1.0,0.0
2020-09-10,-1.1283824912843783,-0.5628354822644015,-1.1937358198218138,-1.2554368878313318,-0.3933373914005866,1.0,0.0
2020-09-11,-1.125987732773388,-0.5646792286014257,-1.1930706746974638,-1.251478145548986,-0.39050671381997015,1.0,0.0
2020-09-14,-1.1265403105487097,-0.5637951041609106,-1.1931811902525282,-1.2510360833287286,-0.3912250649278886,1.0,0.0
2020-09-15,-1.125565985643291,-0.5602981778023192,-1.1864163445610159,-1.2532302595251241,-0.3963003865267808,1.0,0.0
2020-09-16,-1.127075492583573,-0.5544055789240646,-1.1822559220721718,-1.2590214744299313,-0.4118330750498118,1.0,0.0
2020-09-17,-1.125338940844447,-0.5549222511205799,-1.180731558851198,-1.258148414586907,-0.4145869071993802,1.0,0.0
2020-09-18,-1.1216485707954795,-0.5536228672723243,-1.1831376024817193,-1.2598050077553733,-0.42133835586084645,1.0,0.0
2020-09-21,-1.1190291477335697,-0.5578521556023495,-1.1874099523440096,-1.2565665521445195,-0.4205364069599911,1.0,0.0
2020-09-22,-1.1209516415261758,-0.5552351375332741,-1.1924911268855367,-1.2553793256433006,-0.4216393078970719,1.0,0.0
2020-09-23,-1.1163938973647711,-0.5524549237170596,-1.1958391123439667,-1.2545908460471569,-0.4285714285714286,1.0,0.0
2020-09-24,-1.1092808578851363,-0.5424244099275883,-1.1885467912221548,-1.2541595268365486,-0.43325410425073246,1.0,0.0
2020-09-25,-1.108749792462228,-0.5470142232552991,-1.1882229232386963,-1.2539708893685317,-0.43638275499474244,1.0,0.0
2020-09-28,-1.1040561450044208,-0.5448165340406719,-1.1810344827586206,-1.2533156498673739,-0.44274977895667544,1.0,0.0
2020-09-29,-1.1046209904488489,-0.5398884778888091,-1.180367691713134,-1.2534091536465521,-0.44266548887539336,1.0,0.0
2020-09-30,-1.106799336650083,-0.5405196241017137,-1.1849087893864014,-1.2539524599226093,-0.4417357656163626,1.0,0.0
2020-10-01,-1.10741744565518,-0.5446097682393938,-1.1838044139609492,-1.254272913324852,-0.44117484374135735,1.0,0.0
2020-10-02,-1.1100841266327208,-0.5461589550586673,-1.1852446313925171,-1.2545384104494133,-0.4386207659951295,1.0,0.0
2020-10-05,-1.0984278122232065,-0.5591784765279009,-1.171833480956599,-1.2559787422497786,-0.4504539415411869,1.0,0.0
2020-10-06,-1.0993644653219121,-0.5523625310859354,-1.1710969881182647,-1.2559823155567837,-0.4476374689140647,1.0,0.0
2020-10-07,-1.0968418727915195,-0.5539421378091873,-1.1687279151943464,-1.2543617491166077,-0.447327738515901,1.0,0.0
2020-10-08,-1.0968737939019684,-0.5494844792413298,-1.16981860285604,-1.25351491426366,-0.4438992115564867,1.0,0.0
2020-10-09,-1.0970729287249876,-0.5483710931040185,-1.1696709111956343,-1.252577035444573,-0.44462819028719475,1.0,0.0
2020-10-12,-1.09347442680776,-0.5483906525573193,-1.166391093474427,-1.250220458553792,-0.45293209876543217,1.0,0.0
2020-10-13,-1.0864347060118915,-0.5524113631358731,-1.163675401893856,-1.2470821404976877,-0.4557366218894517,1.0,0.0
2020-10-14,-1.0868751376348822,-0.551585553842766,-1.1645562651398371,-1.247632680026426,-0.454745650737723,1.0,0.0
2020-10-15,-1.0883244255881865,-0.5530883244255881,-1.1659044575458704,-1.2485536393189707,-0.45401950520689843,1.0,0.0
2020-10-16,-1.088123449986222,-0.5549738219895288,-1.163130338936346,-1.2482226508680077,-0.45676494902176906,1.0,0.0
2020-10-19,-1.0877328336823542,-0.5547228039237297,-1.1616334178331311,-1.2484294059296814,-0.45833792571365584,1.0,0.0
2020-10-20,-1.0853571231896029,-0.5543807478385373,-1.1604713915964535,-1.245663307450851,-0.4609835343355912,1.0,0.0
2020-10-21,-1.0853571231896029,-0.5543256787268022,-1.1607467371551297,-1.2455531692273802,-0.46092846522385594,1.0,0.0
2020-10-22,-1.0851919158543972,-0.5543807478385373,-1.1603612533729832,-1.2453879618921746,-0.4615342254529434,1.0,0.0
2020-10-23,-1.0877299262033264,-0.5513272386826743,-1.1635091970481333,-1.245401475933473,-0.459301685207622,1.0,0.0
2020-10-26,-1.0875144572341244,-0.5507517761744781,-1.1635182023462025,-1.2453048411081125,-0.4603734097042463,1.0,0.0
2020-10-27,-1.0863253972617803,-0.5465442348930555,-1.1672623302358829,-1.2452301094188156,-0.4530708748006818,1.0,0.0
2020-10-28,-1.0847588141466367,-0.5466145976568946,-1.1678125515648206,-1.2458060612727573,-0.45525548649689235,1.0,0.0
