Date,IWF,IWM,MTUM,SPY,VLUE,VVNT,VXX
2020-03-20,-1.072559606867682,-0.9054783716556452,-1.2455256931383851,-1.1555542073651641,-0.6877388824849845,1.0,0.0
2020-03-23,-1.0625150421179304,-0.9534296028880866,-1.1838146811071,-1.1416365824308063,-0.6754512635379062,1.0,0.0
2020-03-24,-1.0925013683634373,-0.9890530925013684,-1.1603721948549535,-1.1496077358146324,-0.6901417016359546,1.0,0.0
2020-03-25,-1.0439403462659276,-0.9396605908233816,-1.0232558139534884,-1.0953659790869095,-0.6117936117936118,1.0,0.0
2020-03-26,-1.059783542346676,-0.9441104048559811,-1.012082689114127,-1.098093111149287,-0.6123804615472713,1.0,0.0
2020-03-27,-1.0510123734533183,-0.9219347581552306,-0.9755905511811023,-1.0913385826771653,-0.5844769403824521,1.0,0.0
2020-03-30,-1.0427182283176888,-0.9123152155584284,-1.0029228261480523,-1.0956663481535607,-0.5671968973076275,1.0,0.0
2020-03-31,-1.0310886644219976,-0.9267115600448934,-0.9977553310886645,-1.0873176206509538,-0.5687429854096521,1.0,0.0
2020-04-01,-1.0367477664774962,-0.9465078383997303,-0.978142383547789,-1.0921503624206328,-0.5653761869978087,1.0,0.0
2020-04-02,-1.0485124333925402,-0.8885990230905862,-0.9709702486678509,-1.0991896092362345,-0.5433503552397869,1.0,0.0
2020-04-03,-1.0453083407275954,-0.8951308784383318,-0.9711069210292812,-1.0890638864241349,-0.545086512866016,1.0,0.0
2020-04-06,-1.0439694318307675,-0.8905748144866541,-0.9693764536493522,-1.0880496178978847,-0.5457414996123602,1.0,0.0
2020-04-07,-1.0140510159965412,-0.8460332900994378,-0.9453091223519238,-1.081225680933852,-0.517725897103329,1.0,0.0
2020-04-08,-1.0143760471274927,-0.8459709236340053,-0.9460087553369724,-1.0812841160892828,-0.5168891531103065,1.0,0.0
2020-04-09,-1.02529665587918,-0.8185005393743258,-0.9621898597626752,-1.0842502696871628,-0.5034519956850054,1.0,0.0
2020-04-13,-1.0584338003692841,-0.7628977951558596,-0.9932659932659933,-1.102476376669925,-0.5135223199739329,1.0,0.0
2020-04-14,-1.0617940920938314,-0.75374674196351,-1.0009231103388359,-1.1020308427454388,-0.5116203301476977,1.0,0.0
2020-04-15,-1.041077331599198,-0.7702270633501328,-0.9802742101555303,-1.1024223703462852,-0.5251178670134937,1.0,0.0
2020-04-16,-1.0470143204539315,-0.7564982437179141,-0.9853012699270467,-1.1034855444474467,-0.5116455012158876,1.0,0.0
2020-04-17,-1.0429537462807683,-0.7660265079794428,-0.9776575601839329,-1.1052745469299432,-0.5178793616445767,1.0,0.0
2020-04-20,-1.0646435140106028,-0.7346099751163042,-0.9998918100183923,-1.1067294168559991,-0.503624364383858,1.0,0.0
2020-04-21,-1.0658669692548763,-0.73420867779759,-1.0012427730048088,-1.1065002431512398,-0.4954881936564543,1.0,0.0
2020-04-22,-1.055355123579775,-0.7484788110494859,-0.9865919982768834,-1.1079640299391524,-0.4863496849927306,1.0,0.0
2020-04-23,-1.0471358780265207,-0.7528319106673109,-0.9791163365007785,-1.1042035754549848,-0.4852633274279272,1.0,0.0
2020-04-24,-1.047511676598486,-0.7518118859719762,-0.9796531916035862,-1.1043646319858271,-0.4852633274279272,1.0,0.0
2020-04-27,-1.0460078288380075,-0.7485119845568127,-0.9791945948844443,-1.1045632473591078,-0.48394015764920373,1.0,0.0
2020-04-28,-1.048527048741296,-0.741831815747188,-0.9802892340653454,-1.106748794858061,-0.47878950187466524,1.0,0.0
2020-04-29,-1.0430216983659255,-0.748781141173319,-0.9755692472542191,-1.1051701044736135,-0.4851326011251005,1.0,0.0
2020-04-30,-1.0479982895932438,-0.713987920252285,-0.9904858624191565,-1.1188732695494146,-0.47362232080816713,1.0,0.0
2020-05-01,-1.0505903093113949,-0.7099738233880014,-0.9911854265719323,-1.1206795234788183,-0.46973663123030074,1.0,0.0
2020-05-04,-1.053197148632833,-0.694648366847537,-0.9961166081498031,-1.1251196935844239,-0.45063304606873067,1.0,0.0
2020-05-05,-1.054612231862458,-0.6950550912865279,-0.9986160642997817,-1.1254590940543991,-0.44908713472081757,1.0,0.0
2020-05-06,-1.0527659574468087,-0.6948404255319148,-0.9956914893617022,-1.125212765957447,-0.45058510638297866,1.0,0.0
2020-05-07,-1.0522781774580334,-0.6966160405009325,-0.9957367439381827,-1.1300826005861977,-0.45430322408739676,1.0,0.0
2020-05-08,-1.051215092730761,-0.6945214240034108,-1.0001598806224685,-1.1296631848219996,-0.45374120656576417,1.0,0.0
2020-05-11,-1.0550522648083624,-0.7082819619404985,-1.0018225676762262,-1.138407933529885,-0.4569284374162423,1.0,0.0
2020-05-12,-1.0530717272434866,-0.7100889889567921,-0.9974804331510668,-1.1389514313284015,-0.4611879489653693,1.0,0.0
2020-05-13,-1.0665984158629236,-0.6878603373026564,-1.0165418395387682,-1.1566355945902256,-0.46053127862492593,1.0,0.0
2020-05-14,-1.0693420840281889,-0.6799720264672656,-1.0209263542955511,-1.1602022701597718,-0.44902899564258436,1.0,0.0
2020-05-15,-1.0704066265060241,-0.6860477624784853,-1.0233433734939759,-1.1596923407917383,-0.43922117039586916,1.0,0.0
2020-05-18,-1.0702339338531863,-0.6852379671954827,-1.0228556063457919,-1.1597203549341222,-0.4397418660930357,1.0,0.0
2020-05-19,-1.0972408971118162,-0.6330877211853922,-1.0786855268111653,-1.1696875168074006,-0.3996665411714086,1.0,0.0
2020-05-20,-1.0988656523842804,-0.6290522014945433,-1.0806945863125639,-1.1699908607064136,-0.39745174990591897,1.0,0.0
2020-05-21,-1.1026041106208975,-0.6136877219412461,-1.0953405789303778,-1.1744861723878188,-0.3942752609491015,1.0,0.0
