Date,IWF,IWM,JPC,MTUM,SPY,VLUE,VXX
2018-09-24,-0.10456246910092522,-0.2735186100713327,1.0,-0.0,-0.20476375450243664,-0.18281658309202628,0.0
2018-09-25,-0.10605284990556213,-0.2729519337699246,1.0,-0.0,-0.20437415050043248,-0.1818326243137809,0.0
2018-09-26,-0.10574258124878634,-0.272741716242696,1.0,-0.0,-0.20442388829064204,-0.18241036595053578,0.0
2018-09-27,-0.10734951661844612,-0.26961752875590994,1.0,-0.0,-0.2046962105708842,-0.18250299908263354,0.0
2018-09-28,-0.11223928286145379,-0.27025827638235556,1.0,-0.0,-0.2076861631312683,-0.18491168900328392,0.0
2018-10-01,-0.1133657912505775,-0.26967909307367,1.0,-0.0,-0.2086605778456946,-0.18520558655247168,0.0
2018-10-02,-0.11269310172990674,-0.27546807147433616,1.0,-0.0,-0.20755321420943973,-0.1840250587314017,0.0
2018-10-03,-0.11231697119575855,-0.27181667763801665,1.0,-0.0,-0.20874624157133456,-0.18625793940256555,0.0
2018-10-04,-0.11335420298103943,-0.2701077869873003,1.0,-0.0,-0.2099711856568603,-0.1852299811461705,0.0
2018-10-05,-0.11154064406298766,-0.26909845368137325,1.0,-0.0,-0.2088239466591006,-0.18383813306852037,0.0
2018-10-08,-0.1111623044071521,-0.26866438659601993,1.0,-0.0,-0.2087327887154224,-0.18353387322570927,0.0
2018-10-09,-0.10992009354901579,-0.26845732712035575,1.0,-0.0,-0.20908559380592123,-0.18429864814585142,0.0
2018-10-10,-0.10895024487188588,-0.2699801263396977,1.0,-0.0,-0.209134786003265,-0.186386542692881,0.0
2018-10-11,-0.09025489856077683,-0.26164383561643834,1.0,-0.0,-0.19868215710074563,-0.18342292353043177,0.0
2018-10-12,-0.09007772420774497,-0.2573306109843351,1.0,-0.0,-0.19216581164318927,-0.17619202855034918,0.0
2018-10-15,-0.07429736071385754,-0.27249216435165363,1.0,-0.0,-0.18920307602719783,-0.17671741997362425,0.0
2018-10-16,-0.07180181260600661,-0.2767393650739262,1.0,-0.0,-0.18861039250286965,-0.17610375370487757,0.0
2018-10-17,-0.06796463186532903,-0.2691549056282945,1.0,-0.0,-0.18677095732018364,-0.17648359122598198,0.0
2018-10-18,-0.06736641546025213,-0.26801966554956363,1.0,-0.0,-0.18877906877838832,-0.17700695779392003,0.0
2018-10-19,-0.06104925775978408,-0.26206140350877194,1.0,-0.0,-0.18832658569500677,-0.175472334682861,0.0
2018-10-22,-0.06170148042993308,-0.26586899209085374,1.0,-0.0,-0.18755492462651252,-0.17486311093084567,0.0
2018-10-23,-0.07555785301972948,-0.27834927199103987,1.0,-0.0,-0.18917894374084604,-0.18002929266821746,0.0
2018-10-24,-0.07479272026696941,-0.2763443079781195,1.0,-0.0,-0.18883957752778066,-0.1802043554546393,0.0
2018-10-25,-0.059906213364595555,-0.25556858147713957,1.0,-0.0,-0.19309998325238656,-0.166186568414001,0.0
2018-10-26,-0.04969574036511156,-0.25040734213414023,1.0,-0.0,-0.19943138363315932,-0.1630864895421142,0.0
2018-10-29,-0.04293818951686267,-0.25208819199788285,1.0,-0.0,-0.1953059097901057,-0.16366463223010635,0.0
2018-10-30,-0.03588504872359082,-0.25261816918419006,1.0,-0.0,-0.19605247919527488,-0.16987905960988037,0.0
2018-10-31,-0.03645394986550489,-0.24963282010660592,1.0,-0.0,-0.1953232008185224,-0.1688532435599122,0.0
2018-11-01,-0.026897768689084226,-0.2574170885762818,1.0,-0.0,-0.19542523541731946,-0.16940152052377264,0.0
2018-11-02,-0.026318836743809037,-0.26191460852591353,1.0,-0.0,-0.1951828753866768,-0.1708160328199699,0.0
2018-11-05,-0.026217847986105366,-0.262195021090067,1.0,-0.0,-0.19518650235712512,-0.17054007112728475,0.0
2018-11-06,-0.026289666126203638,-0.2621686906455776,1.0,-0.0,-0.19529466265179843,-0.17070910955957777,0.0
2018-11-07,-0.02621611339916307,-0.2621280537223573,1.0,-0.0,-0.19505780777055526,-0.17061148877751867,0.0
2018-11-08,-0.019000657462195925,-0.2616042077580539,1.0,-0.0,-0.19169953977646284,-0.17135108481262326,0.0
2018-11-09,-0.01852856555692561,-0.26173448417591455,1.0,-0.0,-0.19247020139745172,-0.17134401972872995,0.0
2018-11-12,-0.018331940826657494,-0.2553365770547665,1.0,-0.0,-0.19460690355662588,-0.16995134417850297,0.0
2018-11-13,-0.009872533896240968,-0.2527401152878136,1.0,-0.0,-0.19392709263619387,-0.16723228058780545,0.0
2018-11-14,-0.010507169884859606,-0.252350715364503,1.0,-0.0,-0.1940984458482875,-0.1670266495607126,0.0
2018-11-15,-0.010155336019758222,-0.25251852333290004,1.0,-0.0,-0.193926296633303,-0.1682373586377226,0.0
2018-11-16,-0.006812897351262582,-0.2471829726345913,1.0,-0.0,-0.19606185265280243,-0.1759483585632754,0.0
2018-11-19,-0.009390206193955768,-0.2469282471072632,1.0,-0.0,-0.19516005663417255,-0.17592396699594773,0.0
2018-11-20,-0.0,-0.244001554253149,1.0,-0.0,-0.1951235307450701,-0.17987242172068776,0.0
2018-11-21,-0.0,-0.24454134314567766,1.0,-0.0,-0.19484203530498778,-0.1816148222593247,0.0
2018-11-23,-0.0,-0.24003563041541826,1.0,-0.0,-0.19719815369665558,-0.18233055308122115,0.0
2018-11-26,-0.0,-0.24299943315248196,1.0,-0.0,-0.19574054579318162,-0.1808405538910033,0.0
2018-11-27,-0.0,-0.24273912482251192,1.0,-0.0,-0.19260681554149994,-0.178181876855557,0.0
2018-11-28,-0.0,-0.24458469186816026,1.0,-0.0,-0.19177131420085872,-0.1777447783839623,0.0
2018-11-29,-0.0,-0.23954372623574144,1.0,-0.0,-0.1878198649147294,-0.17697453915387207,0.0
2018-11-30,-0.0,-0.24113053538145127,1.0,-0.0,-0.19066135355742655,-0.17499517963879427,0.0
2018-12-03,-0.0,-0.24136156802212466,1.0,-0.0,-0.19111475567989966,-0.17540559226922645,0.0
2018-12-04,-0.0,-0.2412403250152552,1.0,-0.0,-0.18991874618620935,-0.17463146738606802,0.0
2018-12-06,-0.0,-0.2204399993709802,1.0,-0.0,-0.18785677218474311,-0.1642528030696168,0.0
2018-12-07,-0.0,-0.22439024390243906,1.0,-0.0,-0.19065702709144355,-0.17389369984905062,0.0
2018-12-10,-0.0,-0.2231304731304731,1.0,-0.0,-0.18643293643293643,-0.16543816543816542,0.0
2018-12-11,-0.0,-0.22647482469886193,1.0,-0.0,-0.1814900992449784,-0.17487376735204266,0.0
2018-12-12,-0.0,-0.22698463001109173,1.0,-0.0,-0.18111234352717479,-0.17643796545713833,0.0
2018-12-13,-0.0,-0.22473867595818817,1.0,-0.0,-0.1837503959455179,-0.17530883750395945,0.0
2018-12-14,-0.0,-0.223031608285298,1.0,-0.0,-0.18508899727623992,-0.17546082219547726,0.0
2018-12-17,-0.0,-0.22409416841170124,1.0,-0.0,-0.18838441525477503,-0.1739164921632083,0.0
2018-12-18,-0.0,-0.22815603628305886,1.0,-0.0,-0.1913628465303129,-0.17462417701541552,0.0
2018-12-19,-0.0,-0.2284210526315789,1.0,-0.0,-0.1917543859649123,-0.17472089314194578,0.0
2018-12-20,-0.0,-0.22715250780702315,1.0,-0.0,-0.1919571729016634,-0.1741444139952839,0.0
2018-12-21,-0.0,-0.22690654354402168,1.0,-0.0,-0.1914185639229422,-0.17377806081834102,0.0
2018-12-24,-0.0,-0.2234160741493144,1.0,-0.0,-0.18894426104621637,-0.17473971559167092,0.0
2018-12-26,-0.0,-0.2303499125612465,1.0,-0.0,-0.1767523198840452,-0.16837080333370094,0.0
2018-12-27,-0.0,-0.22727628959701562,1.0,-0.0,-0.171679806893525,-0.168482264612298,0.0
2018-12-28,-0.0,-0.2272185824895771,1.0,-0.0,-0.1716560609385286,-0.1684743424971004,0.0
2018-12-31,-0.0,-0.22849571952710965,1.0,-0.0,-0.17134435071654802,-0.1680987174260717,0.0
2019-01-02,-0.0,-0.22941111791778585,1.0,-0.0,-0.17303614344281606,-0.16830812245731427,0.0
2019-01-03,-0.0,-0.2336037006526836,1.0,-0.0,-0.16570559533616372,-0.18487421582916164,0.0
2019-01-04,-0.0,-0.23398851590106004,1.0,-0.0,-0.1584427057041898,-0.18505489651691065,0.0
2019-01-07,-0.0,-0.22993805379126478,1.0,-0.0,-0.1564337802869913,-0.1818709323296479,0.0
2019-01-08,-0.0,-0.24181021528337998,1.0,-0.0,-0.15335579493506699,-0.18663692877141363,0.0
2019-01-09,-0.0,-0.24506354790656396,1.0,-0.0,-0.15416310101106145,-0.18550917562042407,0.0
2019-01-10,-0.0,-0.24490539726808863,1.0,-0.0,-0.15429594650270972,-0.1854340316293221,0.0
2019-01-11,-0.0,-0.24007618442980716,1.0,-0.0,-0.15619395286088406,-0.1909054836917705,0.0
2019-01-14,-0.0,-0.2369797840896518,1.0,-0.0,-0.1502204940964484,-0.19338675770939037,0.0
