Date,CHI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23300715833716426,-0.33814933998817887,-0.09868435454565357,-0.28311551848689825,-0.23611567172347364,0.0
2018-09-25,1.0,-0.23190027871047028,-0.34136546184738953,-0.09566133386003027,-0.2859086619702855,-0.2397348958676235,0.0
2018-09-26,1.0,-0.2391960914945592,-0.35443037974683544,-0.10259826782145237,-0.29085054408172334,-0.2336664445924939,0.0
2018-09-27,1.0,-0.2398561662079375,-0.3523483974074403,-0.10319186717570807,-0.29075290775104323,-0.23350794637308,0.0
2018-09-28,1.0,-0.2368128199421322,-0.35784553750278214,-0.10360560872468284,-0.2922323614511462,-0.23518807033162697,0.0
2018-10-01,1.0,-0.23884888878981742,-0.3571922159559528,-0.10309623057889926,-0.2940861773032255,-0.23588417556452151,0.0
2018-10-02,1.0,-0.24255442930343918,-0.338009890134479,-0.11031303841936856,-0.3022756259649594,-0.24445637824170416,0.0
2018-10-03,1.0,-0.30074035589037534,-0.5208208858293285,-0.10980646837251591,-0.3760748149110274,-0.29027146382647095,0.0
2018-10-04,1.0,-0.30059245400686,-0.5213075563870699,-0.10999376364203305,-0.37584450680802406,-0.290770190208918,0.0
2018-10-05,1.0,-0.2997119651244259,-0.522095648337961,-0.10727352933544386,-0.37608013078340297,-0.289721566286945,0.0
2018-10-08,1.0,-0.2991160536070716,-0.5210876947403894,-0.1063327889675195,-0.3764937657153226,-0.28918785805013353,0.0
2018-10-09,1.0,-0.31365158025146955,-0.5344913936262752,-0.12373144950839551,-0.3788122413474972,-0.2852624087302633,0.0
2018-10-10,1.0,-0.3184920634920635,-0.5349206349206349,-0.1273015873015873,-0.3835185185185185,-0.2812698412698413,0.0
2018-10-11,1.0,-0.29889107679552285,-0.53184267799772,-0.10179811379417555,-0.3758938750129546,-0.28251632293501916,0.0
2018-10-12,1.0,-0.3023655582922824,-0.5277863300492611,-0.10049774220032842,-0.3657635467980295,-0.26929392446633826,0.0
2018-10-15,1.0,-0.2984680807459781,-0.5338405574341634,-0.0947330669125935,-0.3654319090070704,-0.2692386515011784,0.0
2018-10-16,1.0,-0.2969655031011328,-0.5408529396688707,-0.08965093033984313,-0.3660105592290737,-0.26943974575836793,0.0
2018-10-17,1.0,-0.29082927324401137,-0.5258069427527406,-0.08495736906211937,-0.36408850994721886,-0.27184835566382465,0.0
2018-10-18,1.0,-0.2904297965190034,-0.525168721773989,-0.08522352463591618,-0.3645658902927894,-0.27178160044654187,0.0
2018-10-19,1.0,-0.2848067760719958,-0.5193476014015983,-0.0798104313191661,-0.3664574352769165,-0.27043787340240494,0.0
2018-10-22,1.0,-0.28726704158575644,-0.5137568405921368,-0.07303356618666935,-0.37230474365117394,-0.2755403122084079,0.0
2018-10-23,1.0,-0.2883795981141114,-0.5132995486977788,-0.07576330585180144,-0.36974006000554677,-0.2740589466253183,0.0
2018-10-24,1.0,-0.2884789839733898,-0.5132799112992642,-0.074438060679367,-0.3699475859288378,-0.2737627255317004,0.0
2018-10-25,1.0,-0.26948315269483153,-0.4856840915235076,-0.07161640738283075,-0.3769323404359901,-0.2539261225392612,0.0
2018-10-26,1.0,-0.26021805025911804,-0.4824728659430918,-0.053143639385939176,-0.39427495844333627,-0.2544001173364623,0.0
2018-10-29,1.0,-0.2548107370779948,-0.48609148925805035,-0.04810737077994836,-0.3913869537682077,-0.2554196911385005,0.0
2018-10-30,1.0,-0.2571463384915316,-0.4860728646277568,-0.049543072986474965,-0.3911295235774339,-0.25302790300962597,0.0
2018-10-31,1.0,-0.26251576598428256,-0.46917143688755214,-0.050257106820607356,-0.39250024255360433,-0.2510672358591249,0.0
2018-11-01,1.0,-0.25682225776743733,-0.4765886287625418,-0.04396296834860162,-0.39380059134312445,-0.2523629489603025,0.0
2018-11-02,1.0,-0.26076780155876744,-0.46241826122626256,-0.04145452790579832,-0.3982819776560577,-0.2500060323818256,0.0
2018-11-05,1.0,-0.2578419071518193,-0.47121416851655246,-0.04123636714602838,-0.39928578322555736,-0.2433162822121417,0.0
2018-11-06,1.0,-0.25578306852755106,-0.4699859950741295,-0.0423528275462404,-0.40075819771091903,-0.24573815617906988,0.0
2018-11-07,1.0,-0.2576212135875351,-0.4714264976289557,-0.03950933901093583,-0.40344043356237297,-0.24743540114197232,0.0
2018-11-08,1.0,-0.2513840080874212,-0.47198286236942183,-0.03350503056852645,-0.4010975785875897,-0.24897703750060177,0.0
2018-11-09,1.0,-0.2499879581908386,-0.4723520061654063,-0.034319156110013974,-0.4026058475025288,-0.24909686431289438,0.0
2018-11-12,1.0,-0.24981375117156523,-0.4679772175626637,-0.03419768811131672,-0.4036192352983586,-0.24760279733724255,0.0
2018-11-13,1.0,-0.24104522133396972,-0.46765302469872333,-0.023553275265481448,-0.40861472377997854,-0.24545996897744898,0.0
2018-11-14,1.0,-0.24096701828075032,-0.4678058326571524,-0.023531096367715148,-0.408667844016992,-0.24557300367524224,0.0
2018-11-15,1.0,-0.2409250375886017,-0.4680795207751605,-0.02303047659960383,-0.40889238920312165,-0.24565046180282094,0.0
2018-11-16,1.0,-0.2392547412560755,-0.4621176022109978,-0.019822738968836365,-0.4097255313065854,-0.25159630229676927,0.0
2018-11-19,1.0,-0.23937019127700623,-0.4613515638026726,-0.0218670350873014,-0.4084943188585312,-0.25094685691145996,0.0
