Date,IWF,IWM,MTUM,SPY,TRS,VLUE,VXX
2018-09-24,-0.3144224654416441,-0.8468387053586371,-0.07484017806339326,-0.5548080463232588,1.0,-0.5561468688288651,0.0
2018-09-25,-0.31361442552620994,-0.8493765920364659,-0.07249631317871028,-0.5570451803190776,1.0,-0.5591232068641909,0.0
2018-09-26,-0.3131916035141842,-0.8492723492723493,-0.07082019985245792,-0.5580108644624774,1.0,-0.5619676748709007,0.0
2018-09-27,-0.3133047210300429,-0.8488465665236051,-0.07101663090128756,-0.5579399141630901,1.0,-0.5618964592274678,0.0
2018-09-28,-0.3129924559932942,-0.8488516345347862,-0.07141659681475272,-0.5577870913663034,1.0,-0.5618440905280804,0.0
2018-10-01,-0.3151659563043259,-0.8478034701480015,-0.07111454173238917,-0.5595865355572709,1.0,-0.5624056113031514,0.0
2018-10-02,-0.31517719050500975,-0.8603321901687848,-0.06791742317261784,-0.5581669020240736,1.0,-0.5606213435545693,0.0
2018-10-03,-0.31520166851683656,-0.8496316479967707,-0.06616880277189088,-0.563662663571837,1.0,-0.5692804521142396,0.0
2018-10-04,-0.32202419055961723,-0.842121222330784,-0.06694518378760822,-0.5730265152791348,1.0,-0.5650079175229944,0.0
2018-10-05,-0.30852957973594924,-0.8369671112305573,-0.053011724392783954,-0.5833641280612759,1.0,-0.5775859172909598,0.0
2018-10-08,-0.30674537953241876,-0.8341998457048938,-0.04917317948545936,-0.5868580820447455,1.0,-0.5772984939455942,0.0
2018-10-09,-0.30456529036589464,-0.8357166834508224,-0.042732460557233974,-0.5910036925142665,1.0,-0.5828130245048674,0.0
2018-10-10,-0.3042573193661026,-0.8364893902766586,-0.04200241740531829,-0.5911899006177813,1.0,-0.5835683588503895,0.0
2018-10-11,-0.2696094519199212,-0.8362323596980636,-0.0,-0.5829340334755496,1.0,-0.5931079750574335,0.0
2018-10-12,-0.26646472542505373,-0.833984756693375,-0.0,-0.5737085531887173,1.0,-0.5829261937333072,0.0
2018-10-15,-0.24852955512949665,-0.8491534786988594,-0.0,-0.5694602411204628,1.0,-0.5824586488155201,0.0
2018-10-16,-0.24432815445621792,-0.8563674185789507,-0.0,-0.5683546772411103,1.0,-0.5813235389715921,0.0
2018-10-17,-0.22811517988841143,-0.8277432181106905,-0.0,-0.5640030783043672,1.0,-0.5867055730135317,0.0
2018-10-18,-0.22767642438039054,-0.8270864727948957,-0.0,-0.5647183301805124,1.0,-0.586745326878066,0.0
2018-10-19,-0.21608008161183373,-0.8217291507268554,-0.0,-0.5645881152767152,1.0,-0.5855649069115022,0.0
2018-10-22,-0.21622741323815287,-0.8164058765416361,-0.0,-0.5667165939003792,1.0,-0.5874948213773543,0.0
2018-10-23,-0.22169074268949904,-0.8175324468254728,-0.0,-0.563538378137058,1.0,-0.5861156286871393,0.0
2018-10-24,-0.22012117346938775,-0.8188137755102042,-0.0,-0.5636798469387756,1.0,-0.5861607142857144,0.0
2018-10-25,-0.18531762072074873,-0.7808525854295576,-0.0,-0.5811697397468983,1.0,-0.5620161064643512,0.0
2018-10-26,-0.16906574607773636,-0.7699966094380915,-0.0,-0.5882316678482261,1.0,-0.5550349844342385,0.0
2018-10-29,-0.1580968177908834,-0.7736822705492075,-0.0,-0.5836404963754761,1.0,-0.5562108367121268,0.0
2018-10-30,-0.15116993183074373,-0.7737517656451514,-0.0,-0.5838911748449304,1.0,-0.5618743474789658,0.0
2018-10-31,-0.15338452603729755,-0.8461315093243853,-0.0,-0.6237658901722914,1.0,-0.6031812608892044,0.0
2018-11-01,-0.12447032185023452,-0.8745592754326379,-0.0,-0.6274623968947114,1.0,-0.6082160763383472,0.0
2018-11-02,-0.13149591087642476,-0.8441625346126602,-0.0,-0.6395453667332088,1.0,-0.6045785304913387,0.0
2018-11-05,-0.1298680399098809,-0.8483102671387192,-0.0,-0.6396202124235597,1.0,-0.6007724493080142,0.0
2018-11-06,-0.13502639371700786,-0.8523561220548473,-0.0,-0.636088579889275,1.0,-0.5952748809063988,0.0
2018-11-07,-0.13652516637591264,-0.855107578988176,-0.0,-0.6406926406926408,1.0,-0.5982748594688894,0.0
2018-11-08,-0.11377917414721725,-0.8564375480892537,-0.0,-0.6330148756091305,1.0,-0.6026865863041806,0.0
2018-11-09,-0.11481089404292176,-0.8568633111987939,-0.0,-0.6328874346389504,1.0,-0.6033426362557341,0.0
2018-11-12,-0.11387388539103199,-0.8441624852184473,-0.0,-0.6373166288471988,1.0,-0.6006903384576049,0.0
2018-11-13,-0.09259024297405317,-0.8427647021506058,-0.0,-0.6390281037873502,1.0,-0.5976336991689399,0.0
2018-11-14,-0.09401573803782207,-0.8420802132250286,-0.0,-0.639548166010915,1.0,-0.597347379109024,0.0
2018-11-15,-0.09336546999873145,-0.8449828745401498,-0.0,-0.6449955600659648,1.0,-0.5880692629709502,0.0
2018-11-16,-0.09115934691811163,-0.8381850398683712,-0.0,-0.6436210606252374,1.0,-0.5911593469181117,0.0
2018-11-19,-0.08974358974358974,-0.8390946502057612,-0.0,-0.6448876226654005,1.0,-0.591832858499525,0.0
2018-11-20,-0.07436034955989526,-0.8372716660882734,-0.0,-0.6460863804145504,1.0,-0.5971543048238004,0.0
2018-11-21,-0.07715672459683731,-0.8332863629246907,-0.0,-0.6440582433067167,1.0,-0.5768279317363394,0.0
2018-11-23,-0.0810003145643284,-0.8122680088078011,-0.0,-0.6650833595470274,1.0,-0.5872916011324316,0.0
2018-11-26,-0.08043519275517262,-0.8150116344883969,-0.0,-0.6634488396956166,1.0,-0.5855921011257154,0.0
2018-11-27,-0.0703051569647221,-0.8207907763644338,-0.0,-0.6602857321887335,1.0,-0.5816467197192806,0.0
2018-11-28,-0.06805263323179349,-0.8353170241497346,-0.0,-0.6567848506736175,1.0,-0.5802531168545677,0.0
2018-11-29,-0.05707691348013224,-0.8279271411639948,-0.0,-0.6532655480007485,1.0,-0.5806562285571705,0.0
2018-11-30,-0.05646368854504617,-0.8282692787621663,-0.0,-0.6533566259046668,1.0,-0.5814512103818318,0.0
2018-12-03,-0.05643073275727609,-0.8282746358049723,-0.0,-0.6533362448139252,1.0,-0.5814330723398945,0.0
2018-12-04,-0.04796887159533074,-0.8334941634241245,-0.0,-0.6507081712062257,1.0,-0.5806381322957199,0.0
2018-12-06,-0.03960700976315871,-0.8195509562967754,-0.0,-0.6495426406726417,1.0,-0.5711909821676061,0.0
2018-12-07,-0.045144987827801915,-0.8195124957628425,-0.0,-0.6499337462635973,1.0,-0.5669779051493019,0.0
2018-12-10,-0.02166208371524595,-0.8258783990223038,-0.0,-0.6530400244424076,1.0,-0.5547204399633364,0.0
2018-12-11,-0.025083254407136966,-0.8245699795301091,-0.0,-0.6537227704622529,1.0,-0.5518315969570132,0.0
2018-12-12,-0.026062513367350052,-0.8243148278285312,-0.0,-0.6539765956796725,1.0,-0.551040361758685,0.0
2018-12-13,-0.026927784577723383,-0.8269277845777234,-0.0,-0.6531517747858018,1.0,-0.55296817625459,0.0
2018-12-14,-0.029239944945710354,-0.8211959015139929,-0.0,-0.6554519039608502,1.0,-0.5526838966202783,0.0
2018-12-17,-0.019393200182954717,-0.8212532398231438,-0.0,-0.648635462722976,1.0,-0.5599939015093764,0.0
2018-12-18,-0.005157766990291262,-0.8126820388349514,-0.0,-0.6494538834951457,1.0,-0.5666868932038835,0.0
2018-12-19,-0.0007286859363614282,-0.8145494291960166,-0.0,-0.652538256011659,1.0,-0.568344668447899,0.0
2018-12-20,-0.000635304795038572,-0.8067765844804113,-0.0,-0.6532143397368023,1.0,-0.5646346997428529,0.0
2018-12-21,-0.0,-0.8087003675363017,-0.0,-0.6563535578719045,1.0,-0.5475387118153883,0.0
2018-12-24,-0.0,-0.7916853865276904,-0.0,-0.6471680594243269,1.0,-0.5563243178482643,0.0
2018-12-26,-0.0,-0.7982938501322712,-0.0,-0.6289867134322147,1.0,-0.5451356894450554,0.0
2018-12-27,-0.0,-0.7647109676675696,-0.0,-0.5650682957754596,1.0,-0.5518990259927382,0.0
2018-12-28,-0.0,-0.7640819629490477,-0.0,-0.569232103118407,1.0,-0.5567469148290513,0.0
2018-12-31,-0.0,-0.7659795900667803,-0.0,-0.5687606602873579,1.0,-0.5561851348616692,0.0
2019-01-02,-0.0,-0.7652955110058351,-0.0,-0.5670749321162402,1.0,-0.5562713039459241,0.0
2019-01-03,-0.0,-0.7680176262538412,-0.0,-0.5932915869426566,1.0,-0.5377456949034614,0.0
2019-01-04,-0.0,-0.768602200213669,-0.0,-0.581757283515722,1.0,-0.537060029451679,0.0
2019-01-07,-0.0,-0.7464035935634276,-0.0,-0.5754250298515949,1.0,-0.5211804173537272,0.0
2019-01-08,-0.0,-0.7296621487227574,-0.0,-0.591452845736368,1.0,-0.5203591623334185,0.0
2019-01-09,-0.0,-0.71925642117213,-0.0,-0.5915708812260536,1.0,-0.5272598268766852,0.0
2019-01-10,-0.0,-0.726790450928382,-0.0,-0.5920823707253073,1.0,-0.5332991072701863,0.0
2019-01-11,-0.0,-0.7202575107296139,-0.0,-0.5978540772532189,1.0,-0.5431187410586552,0.0
2019-01-14,-0.0,-0.7199267483117775,-0.0,-0.598460569989699,1.0,-0.5429781389492961,0.0
2019-01-15,-0.0,-0.7141097616865262,-0.0,-0.5966429880843264,1.0,-0.5535632447296058,0.0
2019-01-16,-0.0,-0.7083464296939738,-0.0,-0.5937937537503214,1.0,-0.5552190187730377,0.0
2019-01-17,-0.0,-0.7014614374607524,-0.0,-0.5953930467545813,1.0,-0.5575155563167209,0.0
2019-01-18,-0.0,-0.7038855862841389,-0.0,-0.6003273886447833,1.0,-0.5676172424686252,0.0
2019-01-22,-0.0,-0.7425211235441882,-0.0,-0.5920301438684631,1.0,-0.5200102763187943,0.0
2019-01-23,-0.0,-0.7071783734354461,-0.0,-0.5983597188089387,1.0,-0.5521232211236212,0.0
2019-01-24,-0.0,-0.7021221901688042,-0.0,-0.6056382279854904,1.0,-0.5484561994801634,0.0
2019-01-25,-0.0,-0.6896581666618425,-0.0,-0.6484123997800225,1.0,-0.5563692147384873,0.0
2019-01-28,-0.0,-0.6880511145161757,-0.0,-0.6477781953800342,1.0,-0.5552632339761197,0.0
2019-01-29,-0.0,-0.6390507196710075,-0.0,-0.6526159469956591,1.0,-0.5641706648389307,0.0
2019-01-30,-0.0,-0.6343612334801763,-0.0,-0.6493506493506493,1.0,-0.5768922707248698,0.0
2019-01-31,-0.0,-0.6534619555910725,-0.0,-0.6019749985729779,1.0,-0.5986072264398653,0.0
2019-02-01,-0.0,-0.6525986045849352,-0.0,-0.5952726754948028,1.0,-0.5999145664246048,0.0
2019-02-04,-0.0,-0.6523794605986387,-0.0,-0.5992082704411472,1.0,-0.5963318429071853,0.0
2019-02-05,-0.0,-0.6584704909147959,-0.0,-0.6000228199788915,1.0,-0.5940040505462533,0.0
2019-02-06,-0.0,-0.6378667577335725,-0.0,-0.6030052078886707,1.0,-0.6049688380431999,0.0
2019-02-07,-0.0,-0.6397451939483563,-0.0,-0.5968319872596974,1.0,-0.6072403594585372,0.0
2019-02-08,-0.0,-0.6377699276394507,-0.0,-0.6064611703036864,1.0,-0.6046379123696656,0.0
2019-02-11,-0.0,-0.632841696859042,-0.0,-0.6082218355062334,1.0,-0.6117593358628363,0.0
2019-02-12,-0.0,-0.6438621475363144,-0.0,-0.6099686698946168,1.0,-0.5943605810310453,0.0
2019-02-13,-0.0,-0.6693886809572417,-0.0,-0.5915560848361121,1.0,-0.5744867868889646,0.0
2019-02-14,-0.0,-0.6537433915070207,-0.0,-0.6034619976124154,1.0,-0.5851856062759365,0.0
2019-02-15,-0.0,-0.6821370750134916,-0.0,-0.5871559633027522,1.0,-0.5710512114068226,0.0
2019-02-19,-0.0,-0.6750106549225743,-0.0,-0.5957380309703083,1.0,-0.5705640005682625,0.0
2019-02-20,-0.0,-0.6675659557549769,-0.0,-0.5981597705392895,1.0,-0.574134552580013,0.0
2019-02-21,-0.0,-0.6532825988187188,-0.0,-0.602964561562926,1.0,-0.583371194911404,0.0
2019-02-22,-0.0,-0.6459350516634496,-0.0,-0.6109344839332349,1.0,-0.5817815374134212,0.0
2019-02-25,-0.0,-0.6379123696655461,-0.0,-0.618340835280041,1.0,-0.5925588285567773,0.0
2019-02-26,-0.0,-0.6407398962549166,-0.0,-0.6201333865359402,1.0,-0.5892663740523285,0.0
2019-02-27,-0.0,-0.6412387566890584,-0.0,-0.6120915404759194,1.0,-0.5930775361493794,0.0
2019-02-28,-0.0,-0.6520374386485561,-0.0,-0.6241867366738957,1.0,-0.5773028193128639,0.0
2019-03-01,-0.0,-0.6611112713012889,-0.0,-0.6631873360053055,1.0,-0.559124592716473,0.0
2019-03-04,-0.0,-0.6465102809151463,-0.0,-0.6614827686070084,1.0,-0.5880393860411237,0.0
2019-03-05,-0.0,-0.6318986311720771,-0.0,-0.6881920427795054,1.0,-0.5861257229213287,0.0
2019-03-06,-0.0,-0.6344657375145181,-0.0,-0.6846109175377468,1.0,-0.5845238095238096,0.0
2019-03-07,-0.0,-0.6334184858337204,-0.0,-0.6858453320947515,1.0,-0.5836623316302832,0.0
2019-03-08,-0.0,-0.6315376112630171,-0.0,-0.6948920821455582,1.0,-0.5824073535400548,0.0
2019-03-11,-0.0,-0.6300242981351913,-0.0,-0.6965953335870487,1.0,-0.6008372610439415,0.0
2019-03-12,-0.0,-0.6057545058310756,-0.0,-0.710713865001767,1.0,-0.6285487100954177,0.0
2019-03-13,-0.0,-0.6184740144429974,-0.0,-0.714099680359891,1.0,-0.6270569432934769,0.0
2019-03-14,-0.0,-0.6115822130299897,-0.0,-0.7217905155857587,1.0,-0.6213029989658738,0.0
2019-03-15,-0.0,-0.6089696180812354,-0.0,-0.7244031594828861,1.0,-0.6249149483773629,0.0
2019-03-18,-0.0,-0.6145793172988523,-0.0,-0.7266526290815267,1.0,-0.6244550550134939,0.0
2019-03-19,-0.0,-0.6023145113017702,-0.0,-0.6904768691388993,1.0,-0.5576204999572443,0.0
2019-03-20,-0.0,-0.59948637466115,-0.0,-0.6918818661720645,1.0,-0.5621058638892852,0.0
2019-03-21,-0.0,-0.5983639265762171,-0.0,-0.692537909018356,1.0,-0.5594002964314218,0.0
2019-03-22,-0.0,-0.5939308842913634,-0.0,-0.7216459395953922,1.0,-0.5499169006819875,0.0
2019-03-25,-0.0,-0.5958136200716846,-0.0,-0.7236702508960573,1.0,-0.547899641577061,0.0
2019-03-26,-0.0,-0.6140027105741227,-0.0,-0.7234926035929525,1.0,-0.5461230139277373,0.0
2019-03-27,-0.0,-0.6199240768434373,-0.0,-0.7172437593466008,1.0,-0.5387093063384332,0.0
2019-03-28,-0.0,-0.6180467580329378,-0.0,-0.7123977887826788,1.0,-0.5487446734999424,0.0
2019-03-29,-0.0,-0.605821325648415,-0.0,-0.7169164265129683,1.0,-0.5591066282420749,0.0
2019-04-01,-0.0,-0.6163984541731558,-0.0,-0.7209436465363097,1.0,-0.5466632058602988,0.0
2019-04-02,-0.0,-0.6233032652237817,-0.0,-0.7309144355745122,1.0,-0.5277097322689415,0.0
2019-04-03,-0.0,-0.6228808639108221,-0.0,-0.7645726892707849,1.0,-0.5154725963771482,0.0
2019-04-04,-0.0,-0.6191416458563215,-0.0,-0.7630814797607295,1.0,-0.5215750043556536,0.0
2019-04-05,-0.0,-0.6135702652396463,-0.0,-0.7649197301070266,1.0,-0.5298394602140531,0.0
