Date,IWF,IWM,MTUM,PM,SPY,VLUE,VXX
2018-09-24,-0.4262995025265384,-0.8591797563555172,-0.0,1.0,-0.8191076814603,-0.8124877590191546,0.0
2018-09-25,-0.42444741603083463,-0.8656886651459137,-0.0,1.0,-0.8240383859041926,-0.818807519861559,0.0
2018-09-26,-0.42402548873067697,-0.8655154781103725,-0.0,1.0,-0.8242142941430988,-0.8197301655980804,0.0
2018-09-27,-0.4311973549555223,-0.8559001810595922,-0.0,1.0,-0.827206171770448,-0.8217350232228607,0.0
2018-09-28,-0.43439359899097396,-0.8557013913523314,-0.0,1.0,-0.8285444010878563,-0.8228292144574515,0.0
2018-10-01,-0.43469178622103105,-0.8554705975090651,-0.0,1.0,-0.8285117452309633,-0.8227179568027747,0.0
2018-10-02,-0.437766041305376,-0.8445924641336907,-0.0,1.0,-0.8323742708497556,-0.8266593094750119,0.0
2018-10-03,-0.43964013950539,-0.8308893468611288,-0.0,1.0,-0.8464648065948003,-0.8462270133164236,0.0
2018-10-04,-0.4450963291841751,-0.8238325537144217,-0.0,1.0,-0.8532466502814556,-0.841948783001665,0.0
2018-10-05,-0.4194801077825329,-0.8127278491044541,-0.0,1.0,-0.8686796639721034,-0.861705500079252,0.0
2018-10-08,-0.41527805264199485,-0.808113991688106,-0.0,1.0,-0.8735800514545814,-0.8611122105679795,0.0
2018-10-09,-0.41010501287893797,-0.8089558153358429,-0.0,1.0,-0.8770358628888447,-0.8666534574995046,0.0
2018-10-10,-0.41109834831861203,-0.8076603160771576,-0.0,1.0,-0.8776884382302848,-0.8644195349942566,0.0
2018-10-11,-0.3098141807409687,-0.7944446581772016,-0.0,1.0,-0.8539991536182819,-0.8889316354403108,0.0
2018-10-12,-0.30735160508782555,-0.7779754694124773,-0.0,1.0,-0.833358570563295,-0.8668988491823137,0.0
2018-10-15,-0.277979157227005,-0.8024467603081105,-0.0,1.0,-0.8277450536172782,-0.8676937018577253,0.0
2018-10-16,-0.2696854869268662,-0.8233042819249715,-0.0,1.0,-0.8283061765820386,-0.8680181887078438,0.0
2018-10-17,-0.2406015037593985,-0.7727611106975358,-0.0,1.0,-0.8252810243430357,-0.8835330901511204,0.0
2018-10-18,-0.23980752732291394,-0.771643850945578,-0.0,1.0,-0.8321086202394719,-0.8864933417882055,0.0
2018-10-19,-0.2163164868445959,-0.7776642059435926,-0.0,1.0,-0.8718152564830589,-0.9199697141775507,0.0
2018-10-22,-0.21720813724001822,-0.7654850463033248,-0.0,1.0,-0.8827235463792319,-0.9298998026415668,0.0
2018-10-23,-0.21572649572649574,-0.7664577397910732,-0.0,1.0,-0.8850142450142451,-0.9315099715099715,0.0
2018-10-24,-0.2137314568276911,-0.7611639406618486,-0.0,1.0,-0.8898060098896918,-0.9390642829973372,0.0
2018-10-25,-0.16221211785146578,-0.7045210897933534,-0.0,1.0,-0.9210010720490925,-0.908949761561495,0.0
2018-10-26,-0.1441792676261614,-0.6855164875204954,-0.0,1.0,-0.9195117507742756,-0.8944069958098013,0.0
2018-10-29,-0.12576020851433536,-0.6864682884448305,-0.0,1.0,-0.911345207066319,-0.8965030408340574,0.0
2018-10-30,-0.10471660433535457,-0.6914418503322319,-0.0,1.0,-0.9164518354453361,-0.9183762390617625,0.0
2018-10-31,-0.1108070150167453,-0.6640138283697649,-0.0,1.0,-0.9142208938024415,-0.9120602110266844,0.0
2018-11-01,-0.07357215520999855,-0.7095625635808749,-0.0,1.0,-0.9255922104345299,-0.9245022525795671,0.0
2018-11-02,-0.07985435143124954,-0.6743456629894008,-0.0,1.0,-0.933773163169659,-0.9171894152426275,0.0
2018-11-05,-0.07470600966741216,-0.690534593463675,-0.0,1.0,-0.9359714306327104,-0.9060313108722314,0.0
2018-11-06,-0.07599091138601362,-0.6909149926064846,-0.0,1.0,-0.9349009990262199,-0.9048220146427669,0.0
2018-11-07,-0.07495218505286709,-0.6934069503085416,-0.0,1.0,-0.9344303706109487,-0.9058857493414166,0.0
2018-11-08,-0.041050903119868636,-0.6927607624759049,-0.0,1.0,-0.9231455700721068,-0.9126508174484187,0.0
2018-11-09,-0.04038420338498894,-0.6932085981575378,-0.0,1.0,-0.92458758837392,-0.9125187459830038,0.0
2018-11-12,-0.03896011648968285,-0.6729054941932735,-0.0,1.0,-0.9310650992648365,-0.908584011080726,0.0
2018-11-13,-0.009370722633629312,-0.6623030217948267,-0.0,1.0,-0.9328957989681675,-0.9050994981223458,0.0
2018-11-14,-0.008475768446226349,-0.6656819300837027,-0.0,1.0,-0.9350777238517269,-0.9076809453471196,0.0
2018-11-15,-0.006774069004246956,-0.6648064301007336,-0.0,1.0,-0.9363307711207048,-0.9019339440525077,0.0
2018-11-16,-0.003462264810799468,-0.6546478282157095,-0.0,1.0,-0.9334475764146323,-0.9056445408127579,0.0
2018-11-19,-0.003287517923967404,-0.6547406707935508,-0.0,1.0,-0.9336201168118071,-0.9057461616479557,0.0
2018-11-20,-0.0,-0.6329852258041982,-0.0,1.0,-0.9269323460584681,-0.932835038943802,0.0
2018-11-21,-0.0,-0.622708599440743,-0.0,1.0,-0.9242586391410917,-0.9052369938205546,0.0
2018-11-23,-0.0,-0.6049791086350974,-0.0,1.0,-0.9547353760445682,-0.9221796657381615,0.0
2018-11-26,-0.0,-0.6100261096605744,-0.0,1.0,-0.951958224543081,-0.9193385552654482,0.0
2018-11-27,-0.0,-0.6113901687047494,-0.0,1.0,-0.9420445491391556,-0.9107285135275576,0.0
2018-11-28,-0.0,-0.6036157956832535,-0.0,1.0,-0.9502394336872787,-0.9161982094524256,0.0
2018-11-29,-0.0,-0.5805436826808001,-0.0,1.0,-0.9303470678748504,-0.9085313728842537,0.0
2018-11-30,-0.0,-0.5819960994970405,-0.0,1.0,-0.9335203749957233,-0.9060115646491258,0.0
2018-12-03,-0.0,-0.5827119107888076,-0.0,1.0,-0.9328179517000753,-0.9051446945337621,0.0
2018-12-04,-0.0,-0.5821831441911188,-0.0,1.0,-0.925126946801622,-0.9006577377909553,0.0
2018-12-06,-0.0,-0.5051678736010533,-0.0,1.0,-0.9181369321922317,-0.868334430546412,0.0
2018-12-07,-0.0,-0.505018923811091,-0.0,1.0,-0.9189073556030937,-0.8671713016290933,0.0
2018-12-10,-0.0,-0.4981151696347329,-0.0,1.0,-0.9081632653061225,-0.8433965943065124,0.0
2018-12-11,-0.0,-0.49826146297078605,-0.0,1.0,-0.9083937217690833,-0.8429792350437071,0.0
2018-12-12,-0.0,-0.49845633876052126,-0.0,1.0,-0.9089077378050762,-0.8424815573104548,0.0
2018-12-13,-0.0,-0.49364991717283274,-0.0,1.0,-0.914509370838341,-0.8399974015006335,0.0
2018-12-14,-0.0,-0.48108213438991915,-0.0,1.0,-0.9251079860998342,-0.8415121301679062,0.0
2018-12-17,-0.0,-0.4757699275362319,-0.0,1.0,-0.9152109213250518,-0.8440087991718427,0.0
2018-12-18,-0.0,-0.4590868282672823,-0.0,1.0,-0.90550852892138,-0.8417340002565089,0.0
2018-12-19,-0.0,-0.5106304245441701,-0.0,1.0,-0.9663257754154612,-0.8871022000941935,0.0
2018-12-20,-0.0,-0.5022595654939244,-0.0,1.0,-0.9638804271415659,-0.8813644428078868,0.0
