Date,IWF,IWM,MTUM,PLUG,SPY,VLUE,VXX
2018-09-24,-0.8140593591107957,-1.5922312876906703,-0.30726025777462457,1.0,-1.1646564975759726,-1.0341137519214851,0.0
2018-09-25,-0.8147163120567377,-1.5908392434988181,-0.30874704491725774,1.0,-1.1634751773049647,-1.0324468085106384,0.0
2018-09-26,-0.8293352428690773,-1.6135577037832676,-0.32312925170068024,1.0,-1.1740661176751401,-1.0272108843537413,0.0
2018-09-27,-0.8293250581846393,-1.6137136718983112,-0.3231485349406218,1.0,-1.1741361818941338,-1.0272721847586084,0.0
2018-09-28,-0.825809148453362,-1.6182969067239938,-0.32431625462797087,1.0,-1.1747282933237788,-1.0284246984354473,0.0
2018-10-01,-0.8255181888776058,-1.6193178424227943,-0.3250104533779344,1.0,-1.1745415447105907,-1.028911056687175,0.0
2018-10-02,-0.8277674890973176,-1.6019475476432283,-0.3316207658760977,1.0,-1.1788637314056991,-1.033813250492861,0.0
2018-10-03,-0.8271538599319362,-1.5966326347841662,-0.33118395128067346,1.0,-1.1796525165681533,-1.0358827392680159,0.0
2018-10-04,-0.8316423967534018,-1.587908808784913,-0.3323585581284317,1.0,-1.1851277154452138,-1.030914299355455,0.0
2018-10-05,-0.8127340823970037,-1.580167647583378,-0.3109208727186255,1.0,-1.1970750847155343,-1.044052077759943,0.0
2018-10-08,-0.8099649622899222,-1.5759249361601044,-0.30334342894471167,1.0,-1.2048815250311775,-1.0444800760140152,0.0
2018-10-09,-0.8089554011520874,-1.5765781816022328,-0.3004929033790605,1.0,-1.2063067878140032,-1.046261654492547,0.0
2018-10-10,-0.8105444398266343,-1.5748382117200024,-0.3023214391735439,1.0,-1.207148370242831,-1.04227275425993,0.0
2018-10-11,-0.7387527327120009,-1.56915199631803,-0.20665055804855598,1.0,-1.1862846622943275,-1.0522954780807732,0.0
2018-10-12,-0.7786096872660254,-1.5872257098427691,-0.20146288083856473,1.0,-1.1686920463053618,-1.0234406496573172,0.0
2018-10-15,-0.7583017350338964,-1.6195564747788118,-0.1714925887624957,1.0,-1.168620016086407,-1.0271170860622774,0.0
2018-10-16,-0.756199304750869,-1.67143684820394,-0.1436848203939745,1.0,-1.1827346465816917,-1.0396871378910777,0.0
2018-10-17,-0.7287382512104812,-1.6120193677015096,-0.1131301623469097,1.0,-1.1829678154371972,-1.0595841640558246,0.0
2018-10-18,-0.7275005696058328,-1.6100478468899524,-0.11403508771929825,1.0,-1.1848370927318297,-1.0596946912736387,0.0
2018-10-19,-0.7085196716671384,-1.5982451174639118,-0.09029153693744692,1.0,-1.1983017265779792,-1.0655533540900086,0.0
2018-10-22,-0.7168633681343622,-1.5855083976395823,-0.07103949160236041,1.0,-1.2177144802541988,-1.0829550612800727,0.0
2018-10-23,-0.7170496453900709,-1.5854184397163122,-0.07154609929078014,1.0,-1.2171347517730498,-1.0825531914893618,0.0
2018-10-24,-0.7163925127623368,-1.5872943845717524,-0.06602382302892795,1.0,-1.219058423142371,-1.0833806012478728,0.0
2018-10-25,-0.6618984253714792,-1.5271678864493237,-0.03825681969394544,1.0,-1.2682967398536262,-1.0489021956087825,0.0
2018-10-26,-0.6402560141249172,-1.5210770249393069,-0.0,1.0,-1.305175457956301,-1.0510924740675347,0.0
2018-10-29,-0.6055564706528305,-1.5367594575303358,-0.0,1.0,-1.290287157524845,-1.0579805633338826,0.0
2018-10-30,-0.6006805334504144,-1.5363591460402832,-0.0,1.0,-1.2899950606443116,-1.06119312880742,0.0
2018-10-31,-0.6051915542011319,-1.5025032651284285,-0.0,1.0,-1.2838484980409228,-1.050391815411406,0.0
2018-11-01,-0.5806574300461832,-1.5207280630263518,-0.0,1.0,-1.2817712578103777,-1.0501494159195872,0.0
2018-11-02,-0.5868802934671198,-1.4774235313157469,-0.0,1.0,-1.2900685116253978,-1.0402977828127529,0.0
2018-11-05,-0.5809688208005179,-1.4947675045851765,-0.0,1.0,-1.2913475024274463,-1.0272413421081024,0.0
2018-11-06,-0.5823310501051723,-1.4950649911008036,-0.0,1.0,-1.2901138018445608,-1.0259425057979614,0.0
2018-11-07,-0.581135738553632,-1.496845170684355,-0.0,1.0,-1.2885185784393032,-1.0263711373564146,0.0
2018-11-08,-0.5329696775228622,-1.5025402427937322,-0.0,1.0,-1.2749344884753195,-1.0374351569602653,0.0
2018-11-09,-0.5319854514334618,-1.502674368848952,-0.0,1.0,-1.2766902011125376,-1.0374411638853231,0.0
2018-11-12,-0.5291799787007455,-1.4863684771033014,-0.0,1.0,-1.2780085197018105,-1.0312566560170395,0.0
2018-11-13,-0.48610670892762814,-1.4844162704701533,-0.0,1.0,-1.2862123613312204,-1.0258848388800845,0.0
2018-11-14,-0.485193019566367,-1.4871496562665258,-0.0,1.0,-1.2878371232152301,-1.027974616604971,0.0
2018-11-15,-0.48357972544878564,-1.4884899683210135,-0.0,1.0,-1.2916578669482575,-1.0160506863780359,0.0
2018-11-16,-0.4792927432510656,-1.4760301005104457,-0.0,1.0,-1.2876914171446614,-1.0193127400936695,0.0
2018-11-19,-0.4815048671402262,-1.4751381215469612,-0.0,1.0,-1.2863456985003947,-1.0187319126545646,0.0
2018-11-20,-0.43168285803823253,-1.463961140708242,-0.0,1.0,-1.28951216964379,-1.037814687140917,0.0
2018-11-21,-0.4387063389391979,-1.455006468305304,-0.0,1.0,-1.2858990944372575,-0.99503234152652,0.0
2018-11-23,-0.4391063763768941,-1.4512592439364949,-0.0,1.0,-1.2863422454362103,-0.9947251383358329,0.0
2018-11-26,-0.4425709081446787,-1.4512099921935988,-0.0,1.0,-1.3015873015873016,-1.0088992974238877,0.0
2018-11-27,-0.4272623731621454,-1.4560468005798302,-0.0,1.0,-1.2938496583143508,-0.9998446883412715,0.0
2018-11-28,-0.43166735794276234,-1.4441103276648695,-0.0,1.0,-1.302675238490253,-1.0061177934467027,0.0
2018-11-29,-0.3785142622614406,-1.42750872152678,-0.0,1.0,-1.3034578288528627,-1.0208290580751076,0.0
2018-11-30,-0.3781288469429626,-1.427831350020517,-0.0,1.0,-1.3042675420599097,-1.0190295445219533,0.0
2018-12-03,-0.3736590874095365,-1.4317610224298105,-0.0,1.0,-1.3066262895857927,-1.0206333726838783,0.0
2018-12-04,-0.35457920792079206,-1.4583849009900989,-0.0,1.0,-1.312809405940594,-1.0309921617161715,0.0
2018-12-06,-0.34144248725584214,-1.3628425781052844,-0.0,1.0,-1.344369858173926,-0.9985867864533388,0.0
2018-12-07,-0.32864826466409575,-1.373401664298762,-0.0,1.0,-1.3557438603612746,-1.0162878019078547,0.0
2018-12-10,-0.28941695493056596,-1.3774502431443325,-0.0,1.0,-1.3555923196470645,-0.9908256880733946,0.0
2018-12-11,-0.2670939092698188,-1.3959226926376342,-0.0,1.0,-1.3595397890699903,-1.0236665489226422,0.0
2018-12-12,-0.26795175859110865,-1.3956199222889436,-0.0,1.0,-1.3594388656204266,-1.0231619316748246,0.0
2018-12-13,-0.2670178282009725,-1.3913594003241492,-0.0,1.0,-1.3810271474878444,-1.025374797406807,0.0
2018-12-14,-0.2724466039072781,-1.3766069440226745,-0.0,1.0,-1.3872861625670614,-1.0249013058001823,0.0
2018-12-17,-0.2640193998181267,-1.37647772052137,-0.0,1.0,-1.3850156613115086,-1.0264726684853995,0.0
2018-12-18,-0.24805774146659315,-1.3622374818304848,-0.0,1.0,-1.3787780061149817,-1.023206856799158,0.0
2018-12-19,-0.21282542311474562,-1.4232182599244345,-0.0,1.0,-1.45629108224212,-1.0833807773924746,0.0
2018-12-20,-0.20845796802475502,-1.4005673027333676,-0.0,1.0,-1.4710159876224858,-1.0773078906652913,0.0
2018-12-21,-0.21880506166906935,-1.4448715895135886,-0.0,1.0,-1.5211703774894547,-1.154519728762881,0.0
2018-12-24,-0.173980271927486,-1.4113569714742735,-0.0,1.0,-1.5321247667288722,-1.2145027992535324,0.0
2018-12-26,-0.17311155842779954,-1.4381290390931243,-0.0,1.0,-1.4937493378535862,-1.1922343468587773,0.0
2018-12-27,-0.4166713286713287,-1.4524755244755247,-0.0,1.0,-1.4857062937062937,-1.2394405594405595,0.0
2018-12-28,-0.4100799910499524,-1.4605918218940537,-0.0,1.0,-1.4860994574033675,-1.2370643844045421,0.0
2018-12-31,-0.4083734467704018,-1.4650733236314786,-0.0,1.0,-1.486510690697414,-1.2372103436695396,0.0
2019-01-02,-0.40064538043478265,-1.4865828804347827,-0.0,1.0,-1.5052083333333335,-1.2687952898550725,0.0
2019-01-03,-0.3852744616439138,-1.5072828011652482,-0.0,1.0,-1.510367281658765,-1.3091334894613582,0.0
2019-01-04,-0.3532682705401725,-1.5120857921016795,-0.0,1.0,-1.4976736268724467,-1.3111098502042668,0.0
2019-01-07,-0.3183963573768671,-1.4700982841912376,-0.0,1.0,-1.4852573713143429,-1.2790271530901216,0.0
2019-01-08,-0.3173779096303058,-1.5467252396166136,-0.0,1.0,-1.5112391602008217,-1.3298722044728435,0.0
2019-01-09,-0.31524032156907467,-1.5443297793488797,-0.0,1.0,-1.5113176349848907,-1.3306916015736359,0.0
2019-01-10,-0.3228477773304963,-1.5467824486744495,-0.0,1.0,-1.5384438438093047,-1.3427454137673243,0.0
2019-01-11,-0.3264281592613964,-1.519619157530294,-0.0,1.0,-1.5521638776687825,-1.3721869590305829,0.0
2019-01-14,-0.3301038062283737,-1.5158592848904267,-0.0,1.0,-1.5458477508650519,-1.37520184544406,0.0
2019-01-15,-0.33052412837681827,-1.5122373585776956,-0.0,1.0,-1.5460055414453937,-1.3835719233433386,0.0
2019-01-16,-0.29862965973754496,-1.5297874811287888,-0.0,1.0,-1.5440715364069213,-1.4339797932876552,0.0
2019-01-17,-0.30094043887147337,-1.5255427841634739,-0.0,1.0,-1.5446998722860792,-1.434053175432486,0.0
2019-01-18,-0.30207000814048146,-1.5023839981393186,-0.0,1.0,-1.540469822072334,-1.4697057797418305,0.0
2019-01-22,-0.0,-1.6499758978067005,-0.0,1.0,-1.7989877078814172,-1.5766449746926972,0.0
2019-01-23,-0.0,-1.6130707900459047,-0.0,1.0,-1.8153539502295237,-1.6116815655955545,0.0
2019-01-24,-0.020044144842808566,-1.5605201932828252,-0.0,1.0,-1.8159040744496808,-1.5690508858796157,0.0
2019-01-25,-0.0,-1.5575672884136338,-0.0,1.0,-1.9164590801385262,-1.6017376511331187,0.0
2019-01-28,-0.0,-1.5236677401713556,-0.0,1.0,-1.9524822264082153,-1.6003524336148751,0.0
2019-01-29,-0.0,-1.5186970048191302,-0.0,1.0,-1.9580308668334045,-1.623375831147441,0.0
2019-01-30,-0.0,-1.517437244243572,-0.0,1.0,-1.9597508092591462,-1.6304281438954378,0.0
2019-01-31,-0.0,-1.5432854083817678,-0.0,1.0,-1.9092688895686754,-1.665524625267666,0.0
2019-02-01,-0.0,-1.5453317782824871,-0.0,1.0,-1.917439076790866,-1.6755877478362284,0.0
2019-02-04,-0.0,-1.5479014318195783,-0.0,1.0,-1.9252135439070852,-1.672033429607325,0.0
2019-02-05,-0.0,-1.5436797839032477,-0.0,1.0,-1.9229541408312358,-1.6725397507520412,0.0
2019-02-06,-0.0,-1.4291196788097065,-0.0,1.0,-1.8515085316171696,-1.6236051248745351,0.0
2019-02-07,-0.0,-1.4114024282949147,-0.0,1.0,-1.8443310458091384,-1.609713179658631,0.0
2019-02-08,-0.0,-1.4179350061703004,-0.0,1.0,-1.854615972263031,-1.6039254862784276,0.0
2019-02-11,-0.0,-1.4022602860674553,-0.0,1.0,-1.8631467420095353,-1.6206957443051384,0.0
2019-02-12,-0.0,-1.4136607828089025,-0.0,1.0,-1.8678198240746207,-1.6220556113111753,0.0
2019-02-13,-0.0,-1.4301989256832537,-0.0,1.0,-1.861401334041674,-1.6112980343545245,0.0
2019-02-14,-0.0,-1.4157443030482393,-0.0,1.0,-1.8769458419650786,-1.6262799644865347,0.0
2019-02-15,-0.0,-1.6039061492845172,-0.0,1.0,-2.0431867990202397,-1.7986334923295089,0.0
2019-02-19,-0.0,-1.5806493422331669,-0.0,1.0,-2.085412481368673,-1.8143995852504697,0.0
2019-02-20,-0.0,-1.59958411852622,-0.0,1.0,-2.0786925726168044,-1.819871336669049,0.0
2019-02-21,-0.0,-1.6294293903074517,-0.0,1.0,-2.0762767066180303,-1.8081031787389266,0.0
2019-02-22,-0.0,-1.6352941176470588,-0.0,1.0,-2.0658433539161525,-1.7987650308742282,0.0
2019-02-25,-0.0,-1.6362210897687182,-0.0,1.0,-2.08218999085326,-1.8150398536521626,0.0
2019-02-26,-0.0,-1.6160668047643707,-0.0,1.0,-2.0712713619886065,-1.7859269808389437,0.0
2019-02-27,-0.0,-1.6030209140201395,-0.0,1.0,-2.0631293570875293,-1.7888587658146138,0.0
2019-02-28,-0.0,-1.6079483037156703,-0.0,1.0,-2.0668174474959615,-1.7872051696284328,0.0
2019-03-01,-0.0,-1.6124886994704895,-0.0,1.0,-2.064961901071936,-1.7799948340436524,0.0
2019-03-04,-0.0,-1.5975916028076502,-0.0,1.0,-2.0636228990920213,-1.7783501835275934,0.0
2019-03-05,-0.0,-1.5888002076438907,-0.0,1.0,-2.105638829407566,-1.7944325481798715,0.0
2019-03-06,-0.0,-1.5841442844167641,-0.0,1.0,-2.1111327364733357,-1.7923316465550798,0.0
2019-03-07,-0.0,-1.559249676584735,-0.0,1.0,-2.1251617076326004,-1.7838939197930141,0.0
2019-03-08,-0.0,-1.5977204156889038,-0.0,1.0,-2.2382165605095543,-1.8687227623198124,0.0
2019-03-11,-0.0,-1.6025302753534945,-0.0,1.0,-2.2463297476490087,-1.9165144442189297,0.0
2019-03-12,-0.0,-1.5752747252747252,-0.0,1.0,-2.29739010989011,-1.995467032967033,0.0
2019-03-13,-0.026149684400360685,-1.590275369355622,-0.004647291392106541,1.0,-2.310328084899771,-2.004786016508289,0.0
2019-03-14,-0.024709505809883806,-1.5947081058378834,-0.0,1.0,-2.3495030099398013,-2.030939381212376,0.0
2019-03-15,-0.03194751479711902,-1.5828995222135065,-0.015189331812023105,1.0,-2.4128217927690225,-2.0883548456107826,0.0
2019-03-18,-0.05569136745607334,-1.72253628724217,-0.057983193277310933,1.0,-2.5699770817417877,-2.233231474407945,0.0
2019-03-19,-0.04079416782999845,-1.768962308050256,-0.02768729641693811,1.0,-2.6184271754304325,-2.2996742671009773,0.0
2019-03-20,-0.05421922745436026,-1.7666692783828255,-0.030792133510930037,1.0,-2.6434223928543448,-2.340045443861161,0.0
2019-03-21,-0.08750393452943028,-1.7633774000629525,-0.03777148253068933,1.0,-2.6842933585143216,-2.2961126849228832,0.0
2019-03-22,-0.0713144865037534,-1.762418144066443,-0.10413671937390193,1.0,-2.7470851301708996,-2.301070116594793,0.0
2019-03-25,-0.03521626093122194,-1.5874891672575437,-0.22051524462302058,1.0,-2.7542740092964633,-2.2807846844717563,0.0
2019-03-26,-0.016161133667701617,-1.5931056444550593,-0.25459756388822546,1.0,-2.762598519226176,-2.3346867287636335,0.0
2019-03-27,-0.024078194532739988,-1.565877304513668,-0.2590591226954863,1.0,-2.767085187539733,-2.330578512396694,0.0
2019-03-28,-0.007236005089058524,-1.5563772264631042,-0.29087150127226463,1.0,-2.7554071246819336,-2.3417620865139948,0.0
2019-03-29,-0.0,-1.5542925278219397,-0.30349761526232116,1.0,-2.751112877583466,-2.3403020667726553,0.0
2019-04-01,-0.0,-1.5736909119847209,-0.29707146267706513,1.0,-2.7523476046474618,-2.3347922966735637,0.0
2019-04-02,-0.0,-1.5852821454226194,-0.38694229387820256,1.0,-2.7394843962008135,-2.2697741240322453,0.0
2019-04-03,-0.009377254147631643,-1.5893243568165425,-0.3803798990141861,1.0,-2.765568646309209,-2.2701771259116774,0.0
2019-04-04,-0.020856730306433497,-1.5861543398042675,-0.36892347184341406,1.0,-2.76800898443767,-2.2777956040429967,0.0
2019-04-05,-0.03219834178539806,-1.5827899863157049,-0.35627465185542945,1.0,-2.780326813169122,-2.298156644932786,0.0
2019-04-08,-0.028633475428295665,-1.5777366685433927,-0.3535751628729993,1.0,-2.7838816054049706,-2.299284163114293,0.0
2019-04-09,-0.0544421906693712,-1.556997971602434,-0.3664908722109534,1.0,-2.82474645030426,-2.3109127789046653,0.0
2019-04-10,-0.04580152671755725,-1.5529478642195875,-0.36056521032970607,1.0,-2.8332791944128632,-2.3282442748091605,0.0
2019-04-11,-0.0665962803540973,-1.5284658491025744,-0.378543003329814,1.0,-2.8378136928449607,-2.310159993502802,0.0
2019-04-12,-0.06652604251176376,-1.5245010546811617,-0.37806263183514527,1.0,-2.836443290605225,-2.307317864676294,0.0
2019-04-15,-0.05458248472505092,-1.5385743380855397,-0.3874541751527495,1.0,-2.8360081466395113,-2.3299389002036657,0.0
2019-04-16,-0.05506158740517171,-1.5434374745085242,-0.3834733665062403,1.0,-2.839709601109389,-2.3355901786442614,0.0
2019-04-17,-0.05121293800539084,-1.522911051212938,-0.3869149718206322,1.0,-2.8546924773339866,-2.3522012578616356,0.0
2019-04-18,-0.058400718778077274,-1.5206240300579923,-0.38234092951074083,1.0,-2.8488115657926976,-2.357755452095075,0.0
2019-04-22,-0.08034913125050983,-1.5184762215515133,-0.36038828615710905,1.0,-2.8428909372705764,-2.3553307773880414,0.0
2019-04-23,-0.07917721002367155,-1.519957554485348,-0.36160313443800507,1.0,-2.839523304220064,-2.362337768345441,0.0
2019-04-24,-0.063003663003663,-1.4997964997964999,-0.3778591778591779,1.0,-2.82979242979243,-2.3695563695563697,0.0
2019-04-25,-0.07202462934456777,-1.5130033217208134,-0.38378028032082967,1.0,-2.7938912744065463,-2.3389775581301144,0.0
2019-04-26,-0.0794744951747628,-1.4986619090098126,-0.38715432649420156,1.0,-2.8018003406049794,-2.3425512934879573,0.0
2019-04-29,-0.09154589371980676,-1.4770531400966183,-0.3885668276972624,1.0,-2.7654589371980673,-2.32890499194847,0.0
2019-04-30,-0.09351360051504909,-1.476742314501851,-0.3920006438113633,1.0,-2.763157894736842,-2.3222275873169163,0.0
2019-05-01,-0.11387613755335427,-1.479906579689136,-0.386486268824998,1.0,-2.75904002577112,-2.314166062656036,0.0
2019-05-02,-0.10643942439102821,-1.4882225259265214,-0.3741458316584934,1.0,-2.7354288929978297,-2.334994774499558,0.0
2019-05-03,-0.10869740123903773,-1.4821787754445248,-0.3741250301713734,1.0,-2.74133075870947,-2.339367608013517,0.0
2019-05-06,-0.0955245428296439,-1.44906961822265,-0.37921077959576516,1.0,-2.7487167147898623,-2.3480109079242864,0.0
2019-05-07,-0.09879614767255217,-1.4487961476725522,-0.38210272873194223,1.0,-2.746950240770466,-2.349036918138042,0.0
2019-05-08,-0.08820251552300588,-1.4168126094570928,-0.40765801623945225,1.0,-2.709281961471103,-2.3385607387358696,0.0
2019-05-09,-0.09184241941902108,-1.4156784719458815,-0.40907282132908873,1.0,-2.7077596498209306,-2.334341424592121,0.0
2019-05-10,-0.09043062200956936,-1.4169059011164273,-0.407097288676236,1.0,-2.7166666666666663,-2.3433811802232856,0.0
2019-05-13,-0.09777812795461707,-1.406555310431768,-0.3914276709738418,1.0,-2.678695241096754,-2.3045225338796094,0.0
2019-05-14,-0.013940520446096652,-1.3049876084262702,-0.516263940520446,1.0,-2.6466078066914496,-2.2628562577447333,0.0
2019-05-15,-0.0,-1.3140713235862922,-0.5340759650344241,1.0,-2.6533611820221243,-2.234238415719038,0.0
2019-05-16,-0.0,-1.3143033959928832,-0.5338438926278333,1.0,-2.652897037208943,-2.2347025605322197,0.0
2019-05-17,-0.0,-1.296884686918785,-0.5525418474891507,1.0,-2.64863608183509,-2.251472411655301,0.0
2019-05-20,-0.0,-1.2570780541216957,-0.5977631784764587,1.0,-2.682152354137338,-2.283982480838417,0.0
2019-05-21,-0.0,-1.2625380235551051,-0.6096248342562982,1.0,-2.6554090944544106,-2.2721316589969582,0.0
2019-05-22,-0.0,-1.240260249274908,-0.6480363721878185,1.0,-2.675080348044211,-2.2755350003919417,0.0
2019-05-23,-0.0,-1.2311309663766752,-0.6756015361705462,1.0,-2.6814013637432397,-2.249549337722392,0.0
2019-05-24,-0.0,-1.183046875,-0.700078125,1.0,-2.67734375,-2.25203125,0.0
2019-05-28,-0.0,-1.1699937616968186,-0.7088271990018715,1.0,-2.6725670617592017,-2.246412975670618,0.0
2019-05-29,-0.0,-1.1992579142654138,-0.7285071445488276,1.0,-2.722428357148496,-2.2443356753769637,0.0
