Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZYXI
2018-11-13,-1.7963291888691535,-5.802841918294849,-0.0,-5.779751332149201,-5.356423919478981,0.0,1.0
2018-11-14,-1.8041114844830994,-5.808855505040522,-0.0,-5.790472425380509,-5.3633129076892665,0.0,1.0
2018-11-15,-1.7863029827315542,-5.777864992150707,-0.0,-5.769230769230769,-5.290031397174254,0.0,1.0
2018-11-16,-1.7518987341772152,-5.69016553067186,-0.0,-5.734566699123661,-5.297565725413826,0.0,1.0
2018-11-19,-1.766036264379021,-5.693507506336518,-0.0,-5.7358159485279785,-5.301618249171378,0.0,1.0
2018-11-20,-1.4827258921791953,-5.526575550493546,-0.0,-5.649202733485193,-5.324031890660592,0.0,1.0
2018-11-21,-1.487307763572355,-5.404854548823421,-0.0,-5.5527144710024094,-5.083935519733186,0.0,1.0
2018-11-23,-1.4743024963289282,-5.3157121879588844,-0.0,-5.521108663729809,-5.0444199706314246,0.0,1.0
2018-11-26,-1.468475073313783,-5.328262463343109,-0.0,-5.504032258064517,-5.027492668621701,0.0,1.0
2018-11-27,-1.416405529953917,-5.420829493087558,-0.0,-5.540829493087558,-5.055115207373271,0.0,1.0
2018-11-28,-1.4203833394765941,-5.413380022115739,-0.0,-5.540914117213416,-5.055105049760412,0.0,1.0
2018-11-29,-1.1903077467279801,-5.185355500530598,-0.0,-5.365228157056951,-4.945702157764415,0.0,1.0
2018-11-30,-1.1902740937223695,-5.186737400530504,-0.0,-5.369761273209549,-4.936693191865605,0.0,1.0
2018-12-03,-1.1781741126611338,-5.185767261168992,-0.0,-5.364117958679145,-4.930425569486139,0.0,1.0
2018-12-04,-1.1261451726568006,-5.216701902748414,-0.0,-5.348837209302325,-4.926356589147287,0.0,1.0
2018-12-06,-0.9882427708929139,-4.496981251986019,-0.0,-4.9659993644741025,-4.436924054655227,0.0,1.0
2018-12-07,-1.0203885053780704,-4.544710226360571,-0.0,-5.024080911863863,-4.464922138384973,0.0,1.0
2018-12-10,-0.860318994683422,-4.6628000644433705,-0.0,-5.130497825036249,-4.457225712904785,0.0,1.0
2018-12-11,-0.8816129032258064,-4.6611290322580645,-0.0,-5.140806451612903,-4.445483870967742,0.0,1.0
2018-12-12,-0.8810522918011621,-4.6646223369916076,-0.0,-5.143156875403486,-4.450613298902518,0.0,1.0
2018-12-13,-0.8816300129366106,-4.654915912031048,-0.0,-5.180627425614489,-4.453589909443726,0.0,1.0
2018-12-14,-0.9113204482702615,-4.608900438525256,-0.0,-5.244274809160306,-4.477018028260517,0.0,1.0
2018-12-17,-0.8127202819609098,-4.56296058955463,-0.0,-5.138256968920218,-4.506728612624158,0.0,1.0
2018-12-18,-0.7304941999046559,-4.499602733195615,-0.0,-5.13062132528206,-4.530112823772446,0.0,1.0
2018-12-19,-0.7302924348378893,-4.500476795931341,-0.0,-5.131436745073108,-4.53099173553719,0.0,1.0
2018-12-20,-0.7113062568605928,-4.390779363336994,-0.0,-5.113062568605929,-4.466206680257175,0.0,1.0
2018-12-21,-0.6729938271604939,-4.346759259259259,-0.0,-5.073919753086421,-4.338271604938272,0.0,1.0
2018-12-24,-0.5565440289505428,-4.174607961399276,-0.0,-4.982358262967431,-4.365048250904705,0.0,1.0
2018-12-26,-0.529643691588785,-4.117844626168225,-0.0,-4.759783878504673,-4.1956775700934585,0.0,1.0
2018-12-27,-0.21918941273779988,-3.918665563826855,-0.0,-4.417838433967466,-4.229804245933279,0.0,1.0
2018-12-28,-0.1993640259919812,-3.9557583298769523,-0.0,-4.43384487764413,-4.236692935158302,0.0,1.0
2018-12-31,-0.20047006774505738,-3.956173095534356,-0.0,-4.432877091110189,-4.236001659062629,0.0,1.0
2019-01-02,-0.2107904642409034,-3.9901017705283706,-0.0,-4.471490310888052,-4.268785724243692,0.0,1.0
2019-01-03,-0.24643954202736662,-3.9864562971237083,-0.0,-4.503769896676906,-4.226054174811505,0.0,1.0
2019-01-04,-0.09283163965943424,-3.995468277945619,-0.0,-4.416506454270805,-4.227684702004944,0.0,1.0
2019-01-07,-0.0,-3.7297648434454986,-0.0,-4.2551643497466545,-4.007145641158893,0.0,1.0
2019-01-08,-0.0,-3.660111269245698,-0.0,-4.287229913313495,-3.9908138180877217,0.0,1.0
2019-01-09,-0.0,-3.6106228999741536,-0.0,-4.289868182993022,-4.022744895321789,0.0,1.0
2019-01-10,-0.0,-3.5922680412371135,-0.0,-4.285824742268041,-4.008505154639175,0.0,1.0
2019-01-11,-0.0,-3.591097845834414,-0.0,-4.325330910978458,-4.060472359200623,0.0,1.0
2019-01-14,-0.03350812124312572,-3.531525770558895,-0.0,-4.25719401457987,-3.9670034531269986,0.0,1.0
2019-01-15,-0.03742765273311897,-3.5333762057877816,-0.0,-4.282829581993569,-4.008231511254019,0.0,1.0
2019-01-16,-0.0,-3.529193341869398,-0.0,-4.2489116517285535,-4.026120358514724,0.0,1.0
2019-01-17,-0.0,-3.3891275003067856,-0.0,-4.05509878512701,-3.827218063566081,0.0,1.0
2019-01-18,-0.0,-3.1794478527607364,-0.0,-3.86125530910807,-3.757314771118452,0.0,1.0
2019-01-22,-0.0,-3.205192840937737,-0.0,-4.4054701285606255,-3.993319889084951,0.0,1.0
2019-01-23,-0.0,-3.0423921271763814,-0.0,-4.457103204642947,-4.117209184960888,0.0,1.0
2019-01-24,-0.0,-2.9877269881026924,-0.0,-4.466499686912962,-4.069254852849092,0.0,1.0
2019-01-25,-0.0,-2.6730572597137012,-0.0,-4.840107361963191,-4.267893660531697,0.0,1.0
2019-01-28,-0.0,-2.6275924256086562,-0.0,-4.956588947571815,-4.297436558031689,0.0,1.0
2019-01-29,-0.0,-2.6558985090243263,-0.0,-5.0209259743656816,-4.401909495160869,0.0,1.0
2019-01-30,-0.0,-2.6278645833333334,-0.0,-4.9859375,-4.40703125,0.0,1.0
2019-01-31,-0.0,-2.6683508226454205,-0.0,-4.8422075398367665,-4.444487627931079,0.0,1.0
2019-02-01,-0.0,-2.6221852610030707,-0.0,-4.8130757420675545,-4.3590071647901745,0.0,1.0
2019-02-04,-0.0,-2.633772210149559,-0.0,-4.811581234820402,-4.337466445097789,0.0,1.0
2019-02-05,-0.0,-2.5616559384071693,-0.0,-4.709579704657328,-4.350246118894358,0.0,1.0
2019-02-06,-0.0,-2.5786059526837954,-0.0,-4.731111676418215,-4.409564996184177,0.0,1.0
2019-02-07,-0.0,-2.570337364735837,-0.0,-4.730744748567791,-4.429789942711649,0.0,1.0
2019-02-08,-0.0,-2.662518013887069,-0.0,-4.930171623214988,-4.508319140573824,0.0,1.0
2019-02-11,-0.0,-2.729828850855746,-0.0,-5.180929095354522,-4.6725074707959795,0.0,1.0
2019-02-12,-0.0,-3.1735513063786307,-0.0,-5.454970077360969,-4.967887899576704,0.0,1.0
2019-02-13,-0.0,-3.3824799506477485,-0.0,-5.79179518815546,-5.248303516347933,0.0,1.0
2019-02-14,-0.0,-3.3823667344067534,-0.0,-5.918086603095201,-5.332030639362201,0.0,1.0
2019-02-15,-0.0,-3.473642800944139,-0.0,-5.92336742722266,-5.3384736428009445,0.0,1.0
2019-02-19,-0.0,-3.360517698425074,-0.0,-5.942460626851707,-5.2903477311710585,0.0,1.0
2019-02-20,-0.0,-3.3101652031552313,-0.0,-5.582378330108647,-4.990474773031701,0.0,1.0
2019-02-21,-0.0,-3.2176340925789857,-0.0,-5.518148420279207,-4.959294636296841,0.0,1.0
2019-02-22,-0.0,-3.176285714285714,-0.0,-5.321142857142856,-4.788428571428571,0.0,1.0
2019-02-25,-0.0,-3.0551301684532923,-0.0,-5.200473339830154,-4.666156202143951,0.0,1.0
2019-02-26,-0.0,-3.0561125034809247,-0.0,-5.200083542188806,-4.667502088554721,0.0,1.0
2019-02-27,-0.0,-3.05340008343763,-0.0,-5.213183145598665,-4.63968849951328,0.0,1.0
2019-02-28,-0.0,-3.074492099322799,-0.0,-5.285129796839729,-4.748730248306998,0.0,1.0
2019-03-01,-0.0,-3.080016934801016,-0.0,-5.29819362122495,-4.734123624047417,0.0,1.0
2019-03-04,-0.0,-3.064214992927864,-0.0,-5.298444130127298,-4.781471004243282,0.0,1.0
2019-03-05,-0.0,-3.060784595487857,-0.0,-5.448627676390286,-4.860468458111797,0.0,1.0
2019-03-06,-0.0,-3.0405095906097905,-0.0,-5.432006870884626,-4.841826510163183,0.0,1.0
2019-03-07,-0.0,-2.9142736486486482,-0.0,-5.398648648648648,-4.763513513513513,0.0,1.0
2019-03-08,-0.0,-2.929985443959243,-0.0,-5.693886462882096,-4.93216885007278,0.0,1.0
2019-03-11,-0.0,-2.9199121522694,-0.0,-5.664275256222547,-5.0572474377745245,0.0,1.0
2019-03-12,-0.0,-2.7705438066465256,-0.0,-5.916314199395771,-5.418882175226586,0.0,1.0
2019-03-13,-0.0,-2.8839537065999377,-0.0,-6.14904598060682,-5.606818892711917,0.0,1.0
2019-03-14,-0.0,-2.8905029678225556,-0.0,-6.13433302093096,-5.5954389253358325,0.0,1.0
2019-03-15,-0.0,-2.840149859506712,-0.0,-6.125195129566031,-5.645020293474866,0.0,1.0
2019-03-18,-0.0,-3.0710869206663367,-0.0,-6.468085106382978,-5.954148111495958,0.0,1.0
2019-03-19,-0.0,-3.1176076394705983,-0.0,-6.555704473111073,-6.079912883230022,0.0,1.0
2019-03-20,-0.0,-3.182097186700767,-0.0,-6.665984654731457,-6.202387041773231,0.0,1.0
2019-03-21,-0.0,-3.1950427350427346,-0.0,-6.785982905982905,-6.112991452991452,0.0,1.0
2019-03-22,-0.0,-3.2091810119979134,-0.0,-7.026256303251609,-6.1528429838289,0.0,1.0
2019-03-25,-0.0,-2.7173763736263736,-0.0,-7.248454670329671,-6.204498626373627,0.0,1.0
2019-03-26,-0.0,-2.7552807831014943,-0.0,-7.178430362356174,-6.239567233384853,0.0,1.0
2019-03-27,-0.0,-2.702456622573441,-0.0,-7.227624119567085,-6.248926301322797,0.0,1.0
2019-03-28,-0.0,-2.666495814112421,-0.0,-7.15684264479754,-6.261916965658637,0.0,1.0
2019-03-29,-0.0,-2.628378378378378,-0.0,-7.061655405405404,-6.201858108108107,0.0,1.0
2019-04-01,-0.0,-2.6599763872491144,-0.0,-7.034913138809243,-6.1711924439197166,0.0,1.0
2019-04-02,-0.0,-2.678187531007111,-0.0,-6.960145526707458,-5.898792789813131,0.0,1.0
2019-04-03,-0.0,-2.662573673870334,-0.0,-6.881466928618206,-5.827930582842174,0.0,1.0
2019-04-04,-0.0,-2.657311669128508,-0.0,-6.895289676678155,-5.859675036927622,0.0,1.0
2019-04-05,-0.0,-2.6368586041907274,-0.0,-6.956112852664577,-5.905956112852665,0.0,1.0
2019-04-08,-0.0,-2.605685010742026,-0.0,-6.9907453313501895,-5.92976367542555,0.0,1.0
2019-04-09,-0.0,-2.5157531998687235,-0.0,-7.055464391204463,-5.83836560551362,0.0,1.0
2019-04-10,-0.0,-2.517918088737201,-0.0,-7.4822525597269625,-6.064505119453925,0.0,1.0
2019-04-11,-0.0,-2.4315716990876224,-0.0,-7.69013599586848,-6.092787054570494,0.0,1.0
2019-04-12,-0.0,-2.4240909874203,-0.0,-7.703256936067551,-6.104945717732207,0.0,1.0
2019-04-15,-0.0,-2.418863402944197,-0.0,-7.618966107497433,-6.079596028757274,0.0,1.0
2019-04-16,-0.0,-2.4219178082191783,-0.0,-7.62431506849315,-6.0770547945205475,0.0,1.0
2019-04-17,-0.0,-2.353564711916567,-0.0,-7.676354932467088,-6.067020003419388,0.0,1.0
2019-04-18,-0.0,-2.337810268616117,-0.0,-7.594865691941517,-6.068344100646039,0.0,1.0
2019-04-22,-0.0,-2.3540955631399316,-0.0,-7.616040955631399,-6.0947098976109215,0.0,1.0
2019-04-23,-0.0,-2.3759372869802315,-0.0,-7.607021131561009,-6.058623040218132,0.0,1.0
2019-04-24,-0.0,-2.2782550109482904,-0.0,-7.530234124978946,-6.035202964460165,0.0,1.0
2019-04-25,-0.0,-2.260446383621413,-0.0,-7.530793757341836,-5.989931196509481,0.0,1.0
2019-04-26,-0.0,-2.0239634242472015,-0.0,-7.118555888380892,-5.622891376320353,0.0,1.0
2019-04-29,-0.0,-1.9910433689503455,-0.0,-7.096480201131364,-5.625707102451289,0.0,1.0
2019-04-30,-0.0,-1.9833516569813099,-0.0,-7.100518297471336,-5.622114025443694,0.0,1.0
2019-05-01,-0.0,-1.9701633165829144,-0.0,-7.124528894472362,-5.608668341708542,0.0,1.0
2019-05-02,-0.0,-1.9953451043338684,-0.0,-7.23868378812199,-5.817335473515249,0.0,1.0
2019-05-03,-0.0,-2.0828938694792356,-0.0,-7.431773236651286,-5.965227422544496,0.0,1.0
2019-05-06,-0.0,-1.9332247557003257,-0.0,-7.392508143322476,-5.960912052117264,0.0,1.0
2019-05-07,-0.0,-1.9008171767344977,-0.0,-7.254125941355552,-5.868130107354591,0.0,1.0
2019-05-08,-0.0,-1.94900113691733,-0.0,-7.307454929348709,-5.985220074711711,0.0,1.0
2019-05-09,-0.0,-1.9438841899804815,-0.0022771633051398826,-7.344827586206897,-5.974463240078075,0.0,1.0
2019-05-10,-0.0,-1.938961038961039,-0.010064935064935065,-7.332629870129869,-5.952110389610389,0.0,1.0
2019-05-13,-0.0,-1.937652216268875,-0.0,-7.334794609514532,-5.96379282351031,0.0,1.0
2019-05-14,-0.0,-1.5488364730093398,-0.4055722653158145,-7.097672946018679,-5.77805920531898,0.0,1.0
2019-05-15,-0.0,-1.5588881909547738,-0.41912688442211055,-7.059830402010051,-5.665829145728643,0.0,1.0
2019-05-16,-0.0,-1.5689384422110553,-0.44739321608040206,-7.02873743718593,-5.658291457286432,0.0,1.0
2019-05-17,-0.0,-1.541195219123506,-0.4854183266932271,-7.065498007968127,-5.844143426294821,0.0,1.0
2019-05-20,-0.0,-1.4871794871794872,-0.5375118708452041,-6.999683444127889,-5.803418803418803,0.0,1.0
2019-05-21,-0.0,-1.4527417591001408,-0.5606936416184971,-6.8886111545071085,-5.7203561943446335,0.0,1.0
2019-05-22,-0.0,-1.36013986013986,-0.5907570690179386,-6.696868349042262,-5.55427181514138,0.0,1.0
2019-05-23,-0.0,-1.3306184012066367,-0.5986425339366517,-6.657767722473605,-5.495927601809955,0.0,1.0
2019-05-24,-0.0,-1.2173784104389087,-0.6330071174377224,-6.55338078291815,-5.424228944246738,0.0,1.0
2019-05-28,-0.0,-1.1870873074101247,-0.623037417461482,-6.480997798972854,-5.382391782831989,0.0,1.0
2019-05-29,-0.0,-1.2158615717375632,-0.6278298485940881,-6.36308579668349,-5.2128334534967555,0.0,1.0
2019-05-30,-0.0,-1.1865124153498872,-0.5891647855530474,-6.210778781038375,-5.121896162528216,0.0,1.0
2019-05-31,-0.0,-1.2041248763949708,-0.5793191128690492,-6.21302443848001,-5.1296793332391575,0.0,1.0
2019-06-03,-0.0,-1.2097882484924976,-0.6710138830458561,-6.181601458420979,-4.96101528537372,0.0,1.0
2019-06-04,-0.0,-1.175321049692909,-0.6825795644891123,-6.174343941931882,-4.926577331099944,0.0,1.0
2019-06-05,-0.0,-1.1053724729991692,-0.8058709498753808,-6.236084187205759,-4.69939075048463,0.0,1.0
2019-06-06,-0.0,-1.1082696316886727,-0.8226546212647672,-6.272550382209868,-4.695205003474635,0.0,1.0
2019-06-07,-0.0,-1.1269177126917713,-0.8341701534170154,-6.27949790794979,-4.706276150627615,0.0,1.0
2019-06-10,-0.0,-1.111034767074344,-0.7632266043699326,-6.205441802940773,-4.662223443726811,0.0,1.0
2019-06-11,-0.0,-1.1125800166991373,-0.9063456721402727,-6.2305872529919295,-4.66629557472864,0.0,1.0
2019-06-12,-0.0,-1.1288659793814435,-0.9179437169127892,-6.229033156868209,-4.655753691836166,0.0,1.0
2019-06-13,-0.0,-1.2219240005650513,-0.9926543297075857,-6.272496115270518,-4.639214578330272,0.0,1.0
2019-06-14,-0.0,-1.182674729292645,-1.0444381943467866,-6.262972858950921,-4.572633947405428,0.0,1.0
2019-06-17,-0.0,-1.1699172162200084,-1.0467237266732146,-6.251157569804968,-4.563350638417287,0.0,1.0
2019-06-18,-0.0,-1.2412778478352249,-1.028583438419504,-6.225304749894913,-4.516323385175844,0.0,1.0
2019-06-19,-0.0,-1.1863983344899376,-1.0749479528105483,-6.175711311589175,-4.442192921582235,0.0,1.0
2019-06-20,-0.0,-1.2108219178082191,-1.0326027397260276,-6.077534246575343,-4.377808219178082,0.0,1.0
2019-06-21,-0.0,-1.2132283036805651,-1.0165693331522476,-6.017655846801575,-4.333831318755942,0.0,1.0
2019-06-24,-0.0,-1.2046263345195731,-1.0353134410073912,-6.051053928278128,-4.396249657815494,0.0,1.0
2019-06-25,-0.0,-1.1263507896924356,-1.067747298420615,-6.186478248822389,-4.473815461346634,0.0,1.0
2019-06-26,-0.0,-1.1202629002936653,-1.0555167109495176,-6.239826597678646,-4.56859180534191,0.0,1.0
2019-06-27,-0.0,-1.0901203470472993,-1.1143296949342292,-6.237055695493983,-4.55247691015953,0.0,1.0
2019-06-28,-0.0,-0.9920731707317072,-1.3666158536585364,-6.88201219512195,-5.003201219512195,0.0,1.0
2019-07-01,-0.0,-0.9563305534495831,-1.3754359363153905,-6.879605761940865,-4.951781652767249,0.0,1.0
2019-07-02,-0.0,-0.953052347382631,-1.3502324883755814,-6.806809659517024,-4.889305534723264,0.0,1.0
2019-07-03,-0.0,-0.9759543131950705,-1.3333333333333333,-6.809137360985873,-4.910129245566576,0.0,1.0
2019-07-05,-0.0,-0.9785414165666266,-1.3196278511404562,-6.7906662665066015,-4.917166866746698,0.0,1.0
2019-07-08,-0.0,-0.9893270085976873,-1.2955825674473762,-6.677290246071746,-4.861547583753334,0.0,1.0
2019-07-09,-0.0,-0.9588779556469379,-1.2904978704655603,-6.607284476428257,-4.8296372448230285,0.0,1.0
2019-07-10,-0.0,-0.8676641487507263,-1.265398024404416,-6.593114468332365,-4.800116211504939,0.0,1.0
2019-07-11,-0.0,-0.888452016892384,-1.2836755497305958,-6.583369739333042,-4.807048201543615,0.0,1.0
2019-07-12,-0.0,-0.9246965930691622,-1.2827898815616317,-6.604912998976458,-4.809621289662231,0.0,1.0
2019-07-15,-0.0,-1.0317830587549206,-1.380376148126549,-6.531272780288671,-4.63595276279341,0.0,1.0
2019-07-16,-0.0,-1.0912071535022352,-1.4321907600596124,-6.682712369597614,-4.697019374068554,0.0,1.0
2019-07-17,-0.0,-1.12150505651398,-1.4107674003569306,-6.670582986317668,-4.669244497323023,0.0,1.0
2019-07-18,-0.0,-1.1212978121744308,-1.42789105521655,-6.6816490549188865,-4.652180383985713,0.0,1.0
2019-07-19,-0.0,-1.1075593952483802,-1.4311015118790498,-6.397696184305255,-4.462491000719942,0.0,1.0
2019-07-22,-0.0,-1.1146210694102303,-1.4196493261846108,-6.421822924213882,-4.53456020866541,0.0,1.0
2019-07-23,-0.0,-1.12464265294454,-1.4110920526014867,-6.312035448827902,-4.4459691252144085,0.0,1.0
2019-07-24,-0.0,-1.1126381411164636,-1.4395012751487672,-6.242419948994049,-4.373760272031737,0.0,1.0
2019-07-25,-0.0,-1.0436429974740387,-1.471372438955936,-6.214566376648891,-4.303536345776031,0.0,1.0
2019-07-26,-0.0,-1.0210629097503139,-1.474822150927605,-6.180638861765936,-4.272422932068629,0.0,1.0
2019-07-29,-0.0,-0.6510293200249532,-1.1716781035558328,-5.746600124766064,-3.9072988147223957,0.0,1.0
2019-07-30,-0.0,-0.647485614210658,-1.1851388541406056,-5.748186139604703,-3.928571428571429,0.0,1.0
2019-07-31,-0.0,-0.7002629272567923,-1.1794165518968325,-5.726555652936021,-3.9142356329034684,0.0,1.0
2019-08-01,-0.0,-0.7625468164794007,-1.164669163545568,-5.692259675405743,-3.8649188514357053,0.0,1.0
2019-08-02,-0.0,-0.7259326897991129,-1.3528567701539262,-5.938820767023219,-4.026871901904513,0.0,1.0
2019-08-05,-0.0,-0.7168932038834951,-1.3438187702265372,-5.904336569579288,-3.980064724919094,0.0,1.0
2019-08-06,-0.0,-0.6882685686178062,-1.277299557304476,-5.52188883423512,-3.809640924741761,0.0,1.0
2019-08-07,-0.0,-0.7141450203126923,-1.2160531823218024,-5.516804136402807,-3.8637203003816327,0.0,1.0
2019-08-08,-0.0,-0.7109086431913322,-1.2132479684806698,-5.520315193302142,-3.8677665599606006,0.0,1.0
2019-08-09,-0.0,-0.6406787998032464,-1.1779390063944908,-5.506763403836694,-3.9715937038858824,0.0,1.0
2019-08-12,-0.0,-0.6131440460163994,-1.2189450495655365,-5.500550728185044,-3.9058866723779215,0.0,1.0
2019-08-13,-0.0,-0.5723024223146563,-1.2103009542451677,-5.526425250795205,-3.924883777832151,0.0,1.0
2019-08-14,-0.0,-0.5707827742088984,-1.1746371639305258,-5.342136569117297,-3.80882702831311,0.0,1.0
2019-08-15,-0.0,-0.6235641987944956,-1.2274536563175253,-5.100875696576822,-3.4207892641874222,0.0,1.0
2019-08-16,-0.0,-0.5986238532110092,-1.2551605504587158,-5.171674311926605,-3.4425458715596333,0.0,1.0
2019-08-19,-0.0,-0.543847799166948,-1.2486772486772486,-5.106495553304064,-3.3583248902397833,0.0,1.0
2019-08-20,-0.0,-0.5779588142113601,-1.2664630006788866,-5.1356641774157055,-3.3346911065852,0.0,1.0
2019-08-21,-0.0,-0.571187963170896,-1.3349427352346732,-5.064001796541658,-3.2582528632382664,0.0,1.0
2019-08-22,-0.0,-0.5775592311130978,-1.3068842199374162,-5.046043808672328,-3.245194456861869,0.0,1.0
2019-08-23,-0.0,-0.5975322490185082,-1.312731351654515,-5.070891755468312,-3.235782389231632,0.0,1.0
2019-08-26,-0.0,-0.5183870967741936,-1.276236559139785,-4.885376344086022,-3.072688172043011,0.0,1.0
2019-08-27,-0.0,-0.5063732432726877,-1.2749754875258743,-4.955877546573701,-3.15731561172241,0.0,1.0
2019-08-28,-0.0,-0.4866833351451244,-1.2845961517556255,-4.957930209805413,-3.1415371236003917,0.0,1.0
2019-08-29,-0.0,-0.44254305209574357,-1.3010939023069426,-4.959601429654501,-3.1274775262644865,0.0,1.0
2019-08-30,-0.0,-0.41054210413541886,-1.3060852796228841,-4.923505463895436,-3.0734947503749734,0.0,1.0
2019-09-03,-0.0,-0.437567045698348,-1.3394121433168849,-4.908281484659945,-3.042051062003862,0.0,1.0
2019-09-04,-0.0,-0.3908390410958904,-1.3637628424657533,-4.896618150684931,-3.0507277397260273,0.0,1.0
2019-09-05,-0.0,-0.3984333650894464,-1.3250767439398752,-4.874986768286228,-2.9868741399386045,0.0,1.0
2019-09-06,-0.0,-0.37271492739997913,-1.3355270030293533,-4.84571189804659,-2.891987882586441,0.0,1.0
2019-09-09,-0.0,-0.3864325284833281,-1.33814152816975,-4.846451343158775,-2.8814675446848543,0.0,1.0
2019-09-10,-0.0,-0.3396404919583727,-1.4695679596341849,-4.908441080626511,-2.7942815095132976,0.0,1.0
2019-09-11,-0.0,-0.33540046247635064,-1.4662602480554972,-4.908240487702333,-2.800924952701282,0.0,1.0
2019-09-12,-0.0,-0.29236089280100597,-1.478780257780572,-4.907576233888714,-2.8001676621607463,0.0,1.0
2019-09-13,-0.0,-0.30346385542168675,-1.4558950086058517,-5.04421256454389,-2.9536359724612735,0.0,1.0
2019-09-16,-0.0,-0.3233204134366925,-1.4360465116279069,-5.0470499569336775,-2.960163652024117,0.0,1.0
2019-09-17,-0.0,-0.21898586159243116,-1.4442436483469758,-5.004464760284894,-2.962687360476241,0.0,1.0
