Date,IWF,IWM,MTUM,PNM,SPY,VLUE,VXX
2018-09-24,-0.3108835703837416,-0.7447013787308208,-0.0,1.0,-0.6195263141514425,-0.4371479256792506,0.0
2018-09-25,-0.3123464086851028,-0.7437085886707936,-0.0,1.0,-0.6188135751392043,-0.43587270973963355,0.0
2018-09-26,-0.3109348654218448,-0.7450821207768689,-0.0,1.0,-0.6221507525135828,-0.4442952601011678,0.0
2018-09-27,-0.31074452463523605,-0.7464929546661667,-0.0,1.0,-0.6223951010716405,-0.444652732214828,0.0
2018-09-28,-0.3149650700166035,-0.746593151843614,-0.0,1.0,-0.6245418376617274,-0.4466338773847937,0.0
2018-10-01,-0.3153604028958137,-0.7543594586087504,-0.0,1.0,-0.6271954674220963,-0.4506767390620082,0.0
2018-10-02,-0.31437598736176936,-0.7710584518167457,-0.0,1.0,-0.6253396524486572,-0.448783570300158,0.0
2018-10-03,-0.3153965884184111,-0.7586798386328262,-0.0,1.0,-0.636987389218894,-0.46542358883135865,0.0
2018-10-04,-0.3208075027817517,-0.7523764107455095,-0.0,1.0,-0.6440629470672389,-0.46186615800349706,0.0
2018-10-05,-0.3029008889310683,-0.7428426813451013,-0.0,1.0,-0.6498370820284078,-0.4679067413242226,0.0
2018-10-08,-0.2996138507311515,-0.7403304424890802,-0.0,1.0,-0.6566436665189593,-0.4685383300626701,0.0
2018-10-09,-0.29480556523943846,-0.7411656577821444,-0.0,1.0,-0.6598421703166102,-0.473457357462048,0.0
2018-10-10,-0.2962962962962963,-0.740170452745303,-0.0,1.0,-0.6608687387130501,-0.4709628362322973,0.0
2018-10-11,-0.2226131114442167,-0.7251368962036159,-0.0,1.0,-0.6370338646027716,-0.4743491694453792,0.0
2018-10-12,-0.21895138111517867,-0.7183614195383173,-0.0,1.0,-0.6276888633406952,-0.46041206547060787,0.0
2018-10-15,-0.19043157640232106,-0.7464941972920696,-0.0,1.0,-0.6237004352030947,-0.4615872823984526,0.0
2018-10-16,-0.18613370423003656,-0.7541801469476612,-0.0,1.0,-0.6226831554440178,-0.46058718592205117,0.0
2018-10-17,-0.16628120737709778,-0.7167170728814564,-0.0,1.0,-0.6164087054498013,-0.46566447251378756,0.0
2018-10-18,-0.16545567780776418,-0.7152347341261603,-0.0,1.0,-0.6187905928408316,-0.4662059966191168,0.0
2018-10-19,-0.1456296340058488,-0.7058754024754084,-0.0,1.0,-0.6307269665908486,-0.4716864088854754,0.0
2018-10-22,-0.1465312425754336,-0.6943751484913281,-0.0,1.0,-0.6443335709194582,-0.48458660014255167,0.0
2018-10-23,-0.14492969051936855,-0.6952463061509647,-0.0,1.0,-0.6466093884710289,-0.4861313434610696,0.0
2018-10-24,-0.1432945863186372,-0.6963165561732616,-0.0,1.0,-0.6474715343223236,-0.48583405178820943,0.0
2018-10-25,-0.10233319688907083,-0.6620373077597801,-0.0,1.0,-0.6914215542950705,-0.4679843284018479,0.0
2018-10-26,-0.0760680484712681,-0.6671875460683432,-0.0,1.0,-0.7291623669546244,-0.47592652652062384,0.0
2018-10-29,-0.061555138872612214,-0.6694011484823625,-0.0,1.0,-0.7231044181413336,-0.47571194187272936,0.0
2018-10-30,-0.0501699683507209,-0.6702907044895089,-0.0,1.0,-0.724241003399367,-0.48578712929316614,0.0
2018-10-31,-0.05475035580469952,-0.6487263644021029,-0.0,1.0,-0.7212233872607395,-0.47979900665136954,0.0
2018-11-01,-0.029272128855619955,-0.6740162525849765,-0.0,1.0,-0.7248419887571723,-0.4845192671773512,0.0
2018-11-02,-0.034309333179177386,-0.6467901841200104,-0.0,1.0,-0.7307280978119489,-0.47859641009336074,0.0
2018-11-05,-0.03336992950421819,-0.648994568357795,-0.0,1.0,-0.7305558765745984,-0.476251011209985,0.0
2018-11-06,-0.02921106884636604,-0.6486251052585732,-0.0,1.0,-0.7389587386393334,-0.48686082638868733,0.0
2018-11-07,-0.02914453249731487,-0.6484658480652559,-0.0,1.0,-0.738599088507649,-0.48666144155127866,0.0
2018-11-08,-0.02474889281268996,-0.6472052566069413,-0.0,1.0,-0.7370249225692536,-0.48562827452456075,0.0
2018-11-09,-0.024543428554889873,-0.6470145581893433,-0.0,1.0,-0.7372579664843276,-0.48542733929553417,0.0
2018-11-12,-0.023637462931506058,-0.6314168082227276,-0.0,1.0,-0.7422911928137506,-0.4817608614286125,0.0
2018-11-13,-0.0,-0.6272042458483137,-0.0,1.0,-0.7488729098898591,-0.4772869942361468,0.0
2018-11-14,-0.0,-0.6288232096363481,-0.0,1.0,-0.7529398300477812,-0.47938542530971934,0.0
2018-11-15,-0.0,-0.6304913253494155,-0.0,1.0,-0.757452768171035,-0.4702603824277589,0.0
2018-11-16,-0.0,-0.623048433048433,-0.0,1.0,-0.754102564102564,-0.47185185185185186,0.0
2018-11-19,-0.0,-0.6235213636234074,-0.0,1.0,-0.7546960066128895,-0.4721660063278511,0.0
2018-11-20,-0.0,-0.6047678439820852,-0.0,1.0,-0.7453653835251433,-0.4844662395827428,0.0
2018-11-21,-0.0,-0.5987495093366231,-0.0,1.0,-0.7457802949587843,-0.4592609207648741,0.0
2018-11-23,-0.0,-0.5831693743324526,-0.0,1.0,-0.7609477767159482,-0.4666085783349261,0.0
2018-11-26,-0.0,-0.5877013012562884,-0.0,1.0,-0.7585790168910372,-0.46418032095781453,0.0
2018-11-27,-0.0,-0.5866316583335661,-0.0,1.0,-0.7503701013938158,-0.4562163068070724,0.0
2018-11-28,-0.0,-0.5824624154697368,-0.0,1.0,-0.7534790141396076,-0.45847538143408034,0.0
2018-11-29,-0.0,-0.5638429923040852,-0.0,1.0,-0.7385871514081592,-0.4559622651918462,0.0
2018-11-30,-0.0,-0.5648762157382847,-0.0,1.0,-0.7391412466843502,-0.4590240937223696,0.0
2018-12-03,-0.0,-0.5685414468935651,-0.0,1.0,-0.7440453056465494,-0.4634945311198712,0.0
2018-12-04,-0.0,-0.5684251293258459,-0.0,1.0,-0.7383883371600874,-0.45951478602450974,0.0
2018-12-06,-0.0,-0.5072362778730704,-0.0,1.0,-0.7423885077186965,-0.4304781303602059,0.0
2018-12-07,-0.0,-0.5077410180042394,-0.0,1.0,-0.7426547532802061,-0.43282620945021333,0.0
2018-12-10,-0.0,-0.5145802179021577,-0.0,1.0,-0.7443922238837856,-0.41139713736381117,0.0
2018-12-11,-0.0,-0.5144788160495806,-0.0,1.0,-0.7489180958486936,-0.4079980766148421,0.0
2018-12-12,-0.0,-0.5149676591650185,-0.0,1.0,-0.7504944673117016,-0.4073608809536537,0.0
2018-12-13,-0.0,-0.5113857817880884,-0.0,1.0,-0.7527696948663873,-0.4054299367308257,0.0
2018-12-14,-0.0,-0.5003603747897813,-0.0,1.0,-0.7620191665999305,-0.4070633458797149,0.0
2018-12-17,-0.0,-0.49592178325672837,-0.0,1.0,-0.7509232445070273,-0.4099736974946199,0.0
2018-12-18,-0.0,-0.49262036619942234,-0.0,1.0,-0.7495694109541854,-0.4076154641087469,0.0
2018-12-19,-0.0,-0.49452971480163577,-0.0,1.0,-0.751925221732434,-0.4090233150990493,0.0
2018-12-20,-0.0,-0.4817670513057485,-0.0,1.0,-0.7552480790050434,-0.4035541707375036,0.0
2018-12-21,-0.0,-0.48748252301685707,-0.0,1.0,-0.766850449785,-0.38372859893950984,0.0
2018-12-24,-0.0,-0.474311614137127,-0.0,1.0,-0.7598836752338286,-0.38575807592548933,0.0
2018-12-26,-0.0,-0.48105969470954635,-0.0,1.0,-0.7880075921618948,-0.40422915497099476,0.0
2018-12-27,-0.0,-0.44307235089157615,-0.0,1.0,-0.7169501947120311,-0.4019778643164583,0.0
2018-12-28,-0.0,-0.444214082776626,-0.0,1.0,-0.7155801274667896,-0.39977987662852904,0.0
2018-12-31,-0.0,-0.4442254530562097,-0.0,1.0,-0.7154960581550117,-0.3999180915327121,0.0
2019-01-02,-0.0,-0.4432654939660462,-0.0,1.0,-0.7137195745551237,-0.3997750051135201,0.0
2019-01-03,-0.0,-0.4464872637633525,-0.0,1.0,-0.7370583401807724,-0.3842440427280197,0.0
2019-01-04,-0.0,-0.4471617279543021,-0.0,1.0,-0.7188249094711073,-0.3840975161931963,0.0
2019-01-07,-0.0,-0.4241969753780777,-0.0,1.0,-0.709411323584552,-0.3661042369703787,0.0
2019-01-08,-0.0,-0.4091522206124794,-0.0,1.0,-0.7235349952540341,-0.36516461008143075,0.0
2019-01-09,-0.0,-0.41456940375128337,-0.0,1.0,-0.7251646507900733,-0.3644604712894097,0.0
2019-01-10,-0.0,-0.4118104507939694,-0.0,1.0,-0.7322579835938088,-0.36452349296339964,0.0
2019-01-11,-0.0,-0.4106913000681457,-0.0,1.0,-0.7386991746800938,-0.3745236112162742,0.0
2019-01-14,-0.0,-0.41364255791651944,-0.0,1.0,-0.7393630444657548,-0.3705900166557311,0.0
2019-01-15,-0.0,-0.421210732651087,-0.0,1.0,-0.7403136296522581,-0.38414541011150144,0.0
2019-01-16,-0.0,-0.4252592422736885,-0.0,1.0,-0.7399424189151316,-0.38263395245738746,0.0
2019-01-17,-0.0,-0.4250302297460702,-0.0,1.0,-0.7274536477226926,-0.36663643692059655,0.0
2019-01-18,-0.0,-0.42486033519553074,-0.0,1.0,-0.7268664296597258,-0.3876333164042662,0.0
2019-01-22,-0.0,-0.37924557039143014,-0.0,1.0,-0.9133370564045286,-0.2458750063461441,0.0
2019-01-23,-0.0,-0.3251016337146176,-0.0,1.0,-0.9186172764689544,-0.2813423225513219,0.0
2019-01-24,-0.0,-0.32280675118297525,-0.0,1.0,-0.925453579290974,-0.28216807105442954,0.0
2019-01-25,-0.0,-0.2650946307344168,-0.0,1.0,-1.0882534457930468,-0.21816498662826578,0.0
2019-01-28,-0.0,-0.254778710907311,-0.0,1.0,-1.1022463805451077,-0.21909938688237415,0.0
2019-01-29,-0.0,-0.24566571066842363,-0.0,1.0,-1.1061416427667106,-0.2319975195721262,0.0
2019-01-30,-0.0,-0.24393203883495143,-0.0,1.0,-1.1029745920264407,-0.23520450320181782,0.0
