Date,CVX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23703020521097531,-0.4535969564214895,-0.05300322803781416,-0.560093382522481,-0.5784528475905003,0.0
2018-09-25,1.0,-0.2425423777758526,-0.4525686563285108,-0.05954546767160473,-0.5586358254642063,-0.574431834589506,0.0
2018-09-26,1.0,-0.24386720217284522,-0.4543904764656592,-0.06206478083735444,-0.5583229795717877,-0.5707763876448322,0.0
2018-09-27,1.0,-0.2435167249703663,-0.456272225273931,-0.06169591488623552,-0.5585301685506954,-0.5710485992656625,0.0
2018-09-28,1.0,-0.2438558954490256,-0.4561961487307003,-0.061961487307002835,-0.558434048458914,-0.5709246515931301,0.0
2018-10-01,1.0,-0.24435448894029205,-0.4556888824634957,-0.06202110741651005,-0.5585947665172762,-0.5707965881162353,0.0
2018-10-02,1.0,-0.248231884057971,-0.43495652173913046,-0.07,-0.5664057971014493,-0.5789855072463769,0.0
2018-10-03,1.0,-0.24794274455261936,-0.4286914696337506,-0.06913537320352342,-0.5687007417709783,-0.58304357904497,0.0
2018-10-04,1.0,-0.2487906612982649,-0.4270486342438375,-0.0695478376734351,-0.5694174897894158,-0.5818439880659271,0.0
2018-10-05,1.0,-0.23887317439242625,-0.42010621716792707,-0.060122380650002895,-0.5765744963343532,-0.590659816429025,0.0
2018-10-08,1.0,-0.23741422063318146,-0.417507640851162,-0.05619629779136151,-0.5811371893201084,-0.5910847125309958,0.0
2018-10-09,1.0,-0.23777393310265285,-0.41750288350634374,-0.05709342560553634,-0.5807381776239907,-0.5903690888119955,0.0
2018-10-10,1.0,-0.24273978942496816,-0.41756334606039563,-0.060916348490107596,-0.5854159435381232,-0.5859076709475876,0.0
2018-10-11,1.0,-0.2181911088400613,-0.4096406063702947,-0.03105660591608471,-0.5834610798841764,-0.5964628399477658,0.0
2018-10-12,1.0,-0.21605950899423013,-0.4065222310216088,-0.026021043104423578,-0.583776445299242,-0.5959950220613192,0.0
2018-10-15,1.0,-0.1991115386791919,-0.43843019636692887,-0.00048101409088336825,-0.587487974647728,-0.6039556335238526,0.0
2018-10-16,1.0,-0.19923035567754166,-0.4382162360997142,-0.0007356894258792903,-0.5874480065646133,-0.6039444271525989,0.0
2018-10-17,1.0,-0.18265631111359446,-0.40853215622730066,-0.0,-0.5873610102251775,-0.6152427781192379,0.0
2018-10-18,1.0,-0.18236165041763278,-0.40807888929239877,-0.0,-0.5877587507333016,-0.6153308936503059,0.0
2018-10-19,1.0,-0.1672128415907576,-0.39610642079537883,-0.0,-0.5942568318151522,-0.6196123083759164,0.0
2018-10-22,1.0,-0.16718971311133946,-0.38886883106062714,-0.0,-0.5981336962257339,-0.6230732913044685,0.0
2018-10-23,1.0,-0.1665046251284758,-0.38898302730631407,-0.0,-0.5988499680546682,-0.6235173199255535,0.0
2018-10-24,1.0,-0.16762908560856646,-0.4035431967259068,-0.0,-0.6051185737511914,-0.6268711106127712,0.0
2018-10-25,1.0,-0.14651060797105422,-0.37437640480236833,-0.0,-0.6097253440052629,-0.6104928457869635,0.0
2018-10-26,1.0,-0.1360607132170933,-0.36659140984141664,-0.0,-0.6128444359818296,-0.6046024535538449,0.0
2018-10-29,1.0,-0.11737127371273713,-0.3742005420054201,-0.0,-0.6063956639566396,-0.6120867208672087,0.0
2018-10-30,1.0,-0.1330030487804878,-0.3775587979094076,-0.0,-0.6089666811846689,-0.6026241289198606,0.0
2018-10-31,1.0,-0.13446676970633695,-0.36947856503701293,-0.0,-0.6074459719623634,-0.6001789636378427,0.0
2018-11-01,1.0,-0.127393883576672,-0.3745970691009562,-0.0,-0.6067936181163149,-0.5999945824416936,0.0
2018-11-02,1.0,-0.13376672421234356,-0.34883470004315925,-0.0,-0.6177708243418213,-0.5971083297367286,0.0
2018-11-05,1.0,-0.12327157457506695,-0.39738754987156366,-0.0,-0.633300541072307,-0.5787014264633547,0.0
2018-11-06,1.0,-0.11374315882580574,-0.3975067720714246,-0.0,-0.6518602465586821,-0.6010282492122284,0.0
2018-11-07,1.0,-0.11315854905102633,-0.3978782772052933,-0.0,-0.6507721634389589,-0.6008232726469044,0.0
2018-11-08,1.0,-0.09896777027398013,-0.39680448031625765,-0.0,-0.6460495250645144,-0.6034700488661945,0.0
2018-11-09,1.0,-0.10026385224274406,-0.39786719437115214,-0.0,-0.6458883025505716,-0.6044415127528584,0.0
2018-11-12,1.0,-0.09994520547945206,-0.3833424657534246,-0.0,-0.6534794520547945,-0.6029589041095891,0.0
2018-11-13,1.0,-0.08518458020254818,-0.378062724599804,-0.0,-0.6567298268539693,-0.6024447348361102,0.0
2018-11-14,1.0,-0.08375634517766496,-0.38152939250040935,-0.0,-0.6587522515146553,-0.6050706839146334,0.0
2018-11-15,1.0,-0.08314245200698081,-0.3830442844677138,-0.0,-0.6632035340314136,-0.5974858202443281,0.0
2018-11-16,1.0,-0.08418840737910709,-0.38445584543172145,-0.0,-0.6632736600807771,-0.5970418076629189,0.0
2018-11-19,1.0,-0.08001532441233615,-0.38825493254522075,-0.0,-0.6682538379443396,-0.6000054730044059,0.0
2018-11-20,1.0,-0.041388518024032046,-0.3814882428271709,-0.0,-0.6774747282090406,-0.6243426609629166,0.0
2018-11-21,1.0,-0.03985448227181409,-0.3782103491339523,-0.0,-0.6779605798990064,-0.618857577238421,0.0
2018-11-23,1.0,-0.04000217255519648,-0.37940960812535646,-0.0,-0.6774841810824757,-0.6187980338375472,0.0
2018-11-26,1.0,-0.04191649555099247,-0.37708418891170425,-0.0,-0.6892813141683778,-0.6295687885010266,0.0
2018-11-27,1.0,-0.03666321130449015,-0.37768017895138845,-0.0,-0.6867805117573244,-0.6267936057613618,0.0
2018-11-28,1.0,-0.03731892953596857,-0.37665384510461847,-0.0,-0.6870447663474917,-0.6269743841558229,0.0
2018-11-29,1.0,-0.028341288782816228,-0.371609893686266,-0.0,-0.6844760251681493,-0.6276307224994575,0.0
2018-11-30,1.0,-0.028675293670817396,-0.3724532703941835,-0.0,-0.6866606982990152,-0.6251051246574971,0.0
2018-12-03,1.0,-0.027196312364425164,-0.372939262472885,-0.0,-0.6865780911062906,-0.6247830802603037,0.0
2018-12-04,1.0,-0.024341374922156336,-0.37327051688192137,-0.0,-0.6857282105434165,-0.6242926380201987,0.0
2018-12-06,1.0,-0.01729818780889621,-0.33748737843439447,-0.0,-0.6900143487272148,-0.6123717914651645,0.0
2018-12-07,1.0,-0.013535074190288784,-0.3384566292612881,-0.0,-0.6914588097643992,-0.6156996224006808,0.0
2018-12-10,1.0,-0.0,-0.340799366838148,-0.0,-0.6939190080464318,-0.6034823901859914,0.0
2018-12-11,1.0,-0.0,-0.3411873350923483,-0.0,-0.6929023746701847,-0.6044327176781003,0.0
2018-12-12,1.0,-0.0,-0.34147950700694096,-0.0,-0.6940170489034334,-0.6036261909160486,0.0
2018-12-13,1.0,-0.0,-0.33875688932253895,-0.0,-0.6963160254212706,-0.6019883441892355,0.0
2018-12-14,1.0,-0.0,-0.3307323245637159,-0.0,-0.7026941530025834,-0.6027046976327305,0.0
2018-12-17,1.0,-0.0,-0.32816734640178924,-0.0,-0.6983028548875149,-0.604788843573214,0.0
2018-12-18,1.0,-0.0,-0.31841499162479064,-0.0,-0.6939646147403685,-0.6048733249581241,0.0
2018-12-19,1.0,-0.0,-0.32245767167946154,-0.0,-0.6989431065306552,-0.6076611631086339,0.0
2018-12-20,1.0,-0.0,-0.31759431612615685,-0.0,-0.6992108643787851,-0.6049078467870906,0.0
2018-12-21,1.0,-0.0,-0.31577017755198244,-0.0,-0.6997852616142042,-0.6031791756140995,0.0
2018-12-24,1.0,-0.0,-0.2976640016667101,-0.0,-0.6925180343238105,-0.6140524492825334,0.0
2018-12-26,1.0,-0.0,-0.297166138994135,-0.0,-0.6872891472465874,-0.610655524990917,0.0
2018-12-27,1.0,-0.0,-0.29121147469346836,-0.0,-0.6708480065804694,-0.6084106624167802,0.0
2018-12-28,1.0,-0.0,-0.29063304168811116,-0.0,-0.6723880597014926,-0.6103190941842511,0.0
2018-12-31,1.0,-0.0,-0.28926981185494044,-0.0,-0.6732556044578282,-0.6112784083597148,0.0
2019-01-02,1.0,-0.0,-0.2884659894560885,-0.0,-0.6712099781406713,-0.612035489263212,0.0
2019-01-03,1.0,-0.0,-0.2898091632542687,-0.0,-0.6667439285070437,-0.6188415874732802,0.0
2019-01-04,1.0,-0.0,-0.2891529164207447,-0.0,-0.6576252918986887,-0.619364109933537,0.0
2019-01-07,1.0,-0.0,-0.2708924230145867,-0.0,-0.6536162884927066,-0.6079061993517018,0.0
2019-01-08,1.0,-0.0,-0.268232197985728,-0.0,-0.655093881269295,-0.6071916594969381,0.0
2019-01-09,1.0,-0.0,-0.2585383118032207,-0.0,-0.6553580908562329,-0.6141011704628764,0.0
2019-01-10,1.0,-0.0,-0.2597192361198938,-0.0,-0.6548880738586063,-0.6147970153028962,0.0
2019-01-11,1.0,-0.0,-0.25164573627709136,-0.0,-0.657636216325704,-0.6225946931334819,0.0
