Date,IWF,IWM,MTUM,NODK,SPY,VLUE,VXX
2018-09-24,-0.16086916191271278,-0.5091136774732156,-0.0,1.0,-0.34764157506609156,-0.30137748712953943,0.0
2018-09-25,-0.15801254400895334,-0.5146541071137122,-0.0,1.0,-0.3518617827414955,-0.3070717433374525,0.0
2018-09-26,-0.15769715058527256,-0.5144802499650235,-0.0,1.0,-0.35193303175861584,-0.30765284708296414,0.0
2018-09-27,-0.16280046674445742,-0.5076546091015169,-0.0,1.0,-0.354095682613769,-0.30914819136522753,0.0
2018-09-28,-0.16101081346194268,-0.5102179041035103,-0.0,1.0,-0.35453207838008266,-0.309760141999673,0.0
2018-10-01,-0.1608803326947339,-0.510910705107238,-0.0,1.0,-0.35451614410541565,-0.31003224148404285,0.0
2018-10-02,-0.16237179636941337,-0.5055253136462396,-0.0,1.0,-0.35635352662196573,-0.3120108403616569,0.0
2018-10-03,-0.16271862894705952,-0.4942364127244982,-0.0,1.0,-0.3654889071487264,-0.325272919356732,0.0
2018-10-04,-0.16644746113016112,-0.4894076753252854,-0.0,1.0,-0.3703790690027714,-0.32239654281553853,0.0
2018-10-05,-0.1593636682652942,-0.48616212422505556,-0.0,1.0,-0.3708503918586969,-0.3230553281085507,0.0
2018-10-08,-0.15721258261133558,-0.48359449802666915,-0.0,1.0,-0.37234067396838,-0.3221316643702856,0.0
2018-10-09,-0.14987189431868933,-0.4875537691277061,-0.0,1.0,-0.38013304186352637,-0.33300425451895727,0.0
2018-10-10,-0.14915931804820692,-0.4883009994121105,-0.0,1.0,-0.38008230452674896,-0.33399176954732507,0.0
2018-10-11,-0.11178074657989412,-0.47950228007057905,-0.0,1.0,-0.36581956506794383,-0.33442562845161433,0.0
2018-10-12,-0.1137521222410866,-0.47454442558007925,-0.0,1.0,-0.3544538766270515,-0.3209507640067912,0.0
2018-10-15,-0.10738573461964258,-0.4788414179525993,-0.0,1.0,-0.3528614355753372,-0.32023677729829875,0.0
2018-10-16,-0.10619888853747798,-0.4806623593728821,-0.0,1.0,-0.35241494600822304,-0.3198165635024624,0.0
2018-10-17,-0.09132450626365297,-0.4549730283981989,-0.0,1.0,-0.3525701038741028,-0.33019036155320763,0.0
2018-10-18,-0.09132857779759251,-0.4552831029870709,-0.0,1.0,-0.3523851983950067,-0.3301827909050379,0.0
2018-10-19,-0.08755145177439093,-0.4555790410501724,-0.0,1.0,-0.35238624986094114,-0.3294248525976193,0.0
2018-10-22,-0.08773412821995819,-0.4531521110468479,-0.0,1.0,-0.35329447880055165,-0.3303154335543,0.0
2018-10-23,-0.08647938740984776,-0.4535437627993945,-0.0,1.0,-0.3547324370047191,-0.33120381088059836,0.0
2018-10-24,-0.08524218298269805,-0.4527865498376551,-0.0,1.0,-0.35466797135613576,-0.3311835609126896,0.0
2018-10-25,-0.06532663316582915,-0.42698405822214525,-0.0,1.0,-0.35992462311557794,-0.3137454513949056,0.0
2018-10-26,-0.04583992887655311,-0.42565648242513604,-0.0,1.0,-0.38194158336405226,-0.31495977622135,0.0
2018-10-29,-0.04127547267771384,-0.4264266862804482,-0.0,1.0,-0.38082464413966166,-0.31475792843854106,0.0
2018-10-30,-0.044025974025974024,-0.42668831168831167,-0.0,1.0,-0.38097402597402596,-0.3128138528138528,0.0
2018-10-31,-0.04658618983065436,-0.4157037419576959,-0.0,1.0,-0.3795752372345233,-0.30992189012975274,0.0
2018-11-01,-0.05084270873744558,-0.4134014397172292,-0.0,1.0,-0.3804689857321436,-0.3105521789732316,0.0
2018-11-02,-0.0533135955032074,-0.40076376820922094,-0.0,1.0,-0.3834288043594859,-0.30788869580142025,0.0
2018-11-05,-0.0545606802370523,-0.39805033067078927,-0.0,1.0,-0.3836425319934724,-0.3109593747315984,0.0
2018-11-06,-0.06344586728754366,-0.408097270728237,-0.0,1.0,-0.3803949467511749,-0.30388479282542147,0.0
2018-11-07,-0.06280453624250787,-0.40923202966668104,-0.0,1.0,-0.3797593894183088,-0.3042344012763572,0.0
2018-11-08,-0.05210631143854539,-0.4086693936992697,-0.0,1.0,-0.3753881738162037,-0.3054847621699184,0.0
2018-11-09,-0.051680195326722494,-0.40866548157032406,-0.0,1.0,-0.37600394080229593,-0.305369343128226,0.0
2018-11-12,-0.051301749893299185,-0.400277422108408,-0.0,1.0,-0.37889457959880496,-0.3035424669227486,0.0
2018-11-13,-0.03551022135692217,-0.3978287552376518,-0.0,1.0,-0.3816184873238244,-0.30126550133322044,0.0
2018-11-14,-0.03573998053239663,-0.397604638368107,-0.0,1.0,-0.3815861864657836,-0.3011130390621694,0.0
2018-11-15,-0.0357241467196228,-0.4039462226281248,-0.0,1.0,-0.391542594991823,-0.29269587749293796,0.0
2018-11-16,-0.03159728862540108,-0.3969953889632605,-0.0,1.0,-0.39397802851618113,-0.30233101719045496,0.0
2018-11-19,-0.029183873302396867,-0.39895270126442167,-0.0,1.0,-0.39663246626080295,-0.3038656392353868,0.0
2018-11-20,-0.01047840812870449,-0.3947290431837426,-0.0,1.0,-0.3989627434377646,-0.31267993226079593,0.0
2018-11-21,-0.011503438413492882,-0.3916005972534752,-0.0,1.0,-0.39755210195369184,-0.30234905680217034,0.0
2018-11-23,-0.010695526940020331,-0.4061546933242968,-0.0,1.0,-0.39662402575398165,-0.3044518807184005,0.0
2018-11-26,-0.009794360822556709,-0.41257154971380117,-0.0,1.0,-0.3951028195887217,-0.3025439898240407,0.0
2018-11-27,-0.0038843969684814964,-0.4151660368595495,-0.0,1.0,-0.39253520234752687,-0.29952078363486667,0.0
2018-11-28,-0.0014408000678023563,-0.42884990253411304,-0.0,1.0,-0.38988473599457585,-0.2986481905246207,0.0
2018-11-29,-0.000761872513332769,-0.4277067637348684,-0.0,1.0,-0.3891052230593414,-0.2987175146025565,0.0
2018-11-30,-0.0008675779762156671,-0.42805450928943245,-0.0,1.0,-0.39002920140505315,-0.2970925557577553,0.0
2018-12-03,-0.0,-0.4290128028780023,-0.0,1.0,-0.3901809332345783,-0.2969844460903608,0.0
2018-12-04,-0.0,-0.4292553754898845,-0.0,1.0,-0.3915686897574409,-0.29759559368710936,0.0
2018-12-06,-0.0,-0.42075963194823746,-0.0,1.0,-0.38929036595101046,-0.2907230788622327,0.0
2018-12-07,-0.0015799119462408628,-0.4232689431442354,-0.0,1.0,-0.3938615154515388,-0.2878599566050852,0.0
2018-12-10,-0.0,-0.42553858369726477,-0.0,1.0,-0.39118624234699206,-0.27283365024970224,0.0
2018-12-11,-0.0,-0.42572312322354117,-0.0,1.0,-0.3902357465306805,-0.2739926433706738,0.0
2018-12-12,-0.0,-0.4260502268782803,-0.0,1.0,-0.39173619388160513,-0.2732576375384229,0.0
2018-12-13,-0.0,-0.42352695361470954,-0.0,1.0,-0.39389887170915167,-0.27198077726702885,0.0
2018-12-14,-0.0,-0.4157178967599073,-0.0,1.0,-0.4003634920303328,-0.272953268294721,0.0
2018-12-17,-0.0,-0.4132978059036596,-0.0,1.0,-0.3874640909280153,-0.2809026187601482,0.0
2018-12-18,-0.0,-0.4195446834356085,-0.0,1.0,-0.39261105409763963,-0.28221668377070813,0.0
2018-12-19,-0.0,-0.4195325262849244,-0.0,1.0,-0.3925983328446362,-0.2822854270514808,0.0
2018-12-20,-0.0,-0.40918785547005687,-0.0,1.0,-0.4018902643024423,-0.27994312479089994,0.0
2018-12-21,-0.0,-0.4097447601499194,-0.0,1.0,-0.40245817542243345,-0.2816432504868192,0.0
2018-12-24,-0.0,-0.40067501406279293,-0.0,1.0,-0.39736244505093854,-0.2853184441342528,0.0
2018-12-26,-0.0,-0.40768531150522963,-0.0,1.0,-0.38267394270122784,-0.27671668940427463,0.0
2018-12-27,-0.0,-0.3863020299981929,-0.0,1.0,-0.3414653735718732,-0.28014376643977273,0.0
2018-12-28,-0.0,-0.38977367979882643,-0.0,1.0,-0.3574100954756404,-0.29726248645554354,0.0
2018-12-31,-0.0,-0.39897661419588176,-0.0,1.0,-0.3583699806830792,-0.2976449796555834,0.0
2019-01-02,-0.0,-0.40447200846279896,-0.0,1.0,-0.3608927423202174,-0.30885067723133725,0.0
2019-01-03,-0.0,-0.4041344419332767,-0.0,1.0,-0.3662526695556615,-0.3030541790209211,0.0
2019-01-04,-0.0,-0.4130304222668627,-0.0,1.0,-0.346097293267339,-0.31182305796591214,0.0
2019-01-07,-0.0,-0.3952682737961812,-0.0,1.0,-0.3425712713712225,-0.29996128217145884,0.0
2019-01-08,-0.0,-0.3807667979350731,-0.0,1.0,-0.3593217572282642,-0.3003325919729029,0.0
2019-01-09,-0.0,-0.37632721270048297,-0.0,1.0,-0.35890276956938183,-0.3027165827711997,0.0
2019-01-10,-0.0,-0.3756748497504329,-0.0,1.0,-0.3592543546908424,-0.3023530610166038,0.0
2019-01-11,-0.0,-0.36937010443864227,-0.0,1.0,-0.36157800261096606,-0.30888952349869453,0.0
