Date,CMPR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7066509585519974,-1.5712755703116634,-0.15524258327085788,-1.049855413944522,-0.8720681160972475,0.0
2018-09-25,1.0,-0.7075415836787425,-1.5821176723905905,-0.15072401356516124,-1.0593206653388598,-0.8832965494966896,0.0
2018-09-26,1.0,-0.7087932798449196,-1.5838673200150775,-0.15308814818803512,-1.0590705939367833,-0.8799741532496905,0.0
2018-09-27,1.0,-0.7174522705209795,-1.571513321108834,-0.15796569949304282,-1.0632078524431021,-0.8829683960737784,0.0
2018-09-28,1.0,-0.7158466974721391,-1.5923348736069585,-0.16053275346561566,-1.0737156836096764,-0.8938842076651263,0.0
2018-10-01,1.0,-0.7205601874557244,-1.5928832216228,-0.1605362105607324,-1.0785243310991226,-0.8967903656476486,0.0
2018-10-02,1.0,-0.7207325049051667,-1.593688685415304,-0.16121648136036623,-1.0779376498800959,-0.8966099847394811,0.0
2018-10-03,1.0,-0.7198627899379287,-1.5861918762931506,-0.16084068387237288,-1.0786779919416314,-0.8992159425024502,0.0
2018-10-04,1.0,-0.7250952640174197,-1.5770277626565052,-0.16211213935764834,-1.0853565596080565,-0.8940664126292869,0.0
2018-10-05,1.0,-0.7106673161227473,-1.5705471667478488,-0.1456946473994696,-1.0886507549926936,-0.8965741191751908,0.0
2018-10-08,1.0,-0.7081533477321813,-1.5663066954643627,-0.14330453563714904,-1.0879049676025918,-0.893952483801296,0.0
2018-10-09,1.0,-0.7095780887040138,-1.5673383393657825,-0.14548106531251687,-1.0873534655069959,-0.8923883096537194,0.0
2018-10-10,1.0,-0.7096861471861472,-1.5716991341991342,-0.14345238095238094,-1.0893939393939394,-0.896969696969697,0.0
2018-10-11,1.0,-0.6286825726141079,-1.558143153526971,-0.041649377593361,-1.057883817427386,-0.9003630705394191,0.0
2018-10-12,1.0,-0.6406760620915033,-1.5494281045751634,-0.032475490196078434,-1.0251225490196079,-0.8585069444444445,0.0
2018-10-15,1.0,-0.609275243883753,-1.6030440778385004,-0.0,-1.027529495888452,-0.8677154093671792,0.0
2018-10-16,1.0,-0.6016775777414075,-1.6191182487725042,-0.0,-1.0267491816693946,-0.8670212765957447,0.0
2018-10-17,1.0,-0.5653778997256174,-1.5523073085557495,-0.0,-1.0067847343477176,-0.8643053130456473,0.0
2018-10-18,1.0,-0.5646166891116764,-1.551049927677191,-0.0,-1.007830814504464,-0.864232630056362,0.0
2018-10-19,1.0,-0.5392205229403059,-1.53334977799704,-0.0,-1.005032067094228,-0.855846077947706,0.0
2018-10-22,1.0,-0.5391441530270163,-1.5242062709524749,-0.0,-1.0078879905344114,-0.8587556694931967,0.0
2018-10-23,1.0,-0.5540024783147459,-1.5337298636926888,-0.0,-1.0071375464684014,-0.8617596034696405,0.0
2018-10-24,1.0,-0.5519635065450218,-1.5288080126933756,-0.0,-1.0104621182070608,-0.8671162237207458,0.0
2018-10-25,1.0,-0.49132810643858404,-1.447374673319078,-0.0,-1.0076502732240438,-0.8053219291993348,0.0
2018-10-26,1.0,-0.4677615571776156,-1.4211585251731238,-0.0,-1.0035092644581696,-0.7866367209432903,0.0
2018-10-29,1.0,-0.4342865126676602,-1.439223174366617,-0.0,-0.9891020864381521,-0.7945696721311476,0.0
2018-10-30,1.0,-0.41025401568920433,-1.4445741501680986,-0.0,-0.9949570414643257,-0.8196675382891296,0.0
2018-10-31,1.0,-0.4125722209382945,-1.4157152761728682,-0.0,-0.9860411370464526,-0.8078114166859257,0.0
2018-11-01,1.0,-0.39268416439872683,-1.4294939803496471,-0.0,-0.9836708335255315,-0.806863785229946,0.0
2018-11-02,1.0,-0.47535068103273026,-1.4611201463712138,-0.0,-1.2005997153893069,-0.9452124415531613,0.0
2018-11-05,1.0,-0.46855921855921856,-1.4842287342287341,-0.0,-1.204008954008954,-0.9307081807081806,0.0
2018-11-06,1.0,-0.4773687694109261,-1.4922865434550177,-0.0,-1.199175194745685,-0.9225599511226515,0.0
2018-11-07,1.0,-0.47889121445709326,-1.4959415998774823,-0.0,-1.2039920363469294,-0.9260809638062176,0.0
2018-11-08,1.0,-0.43720110747545937,-1.4899068713818275,-0.0,-1.182683110999245,-0.9241882708280896,0.0
2018-11-09,1.0,-0.43711309074437565,-1.489304947405506,-0.0,-1.1826966631435905,-0.9238512255272031,0.0
2018-11-12,1.0,-0.43661265238549135,-1.4603421461897357,-0.0,-1.1987658656499272,-0.9210856368835599,0.0
2018-11-13,1.0,-0.3939288725757651,-1.4543425425326124,-0.0,-1.2015277019989088,-0.9102723079212339,0.0
2018-11-14,1.0,-0.39325898635865775,-1.4617146271034551,-0.0,-1.207059643532809,-0.9165587971721597,0.0
2018-11-15,1.0,-0.39854560145439855,-1.493081506918493,-0.0,-1.2456317543682456,-0.9127360872639128,0.0
2018-11-16,1.0,-0.3952026551342653,-1.4806899326159106,-0.0,-1.2397163833852962,-0.9130544101377854,0.0
2018-11-19,1.0,-0.3918278919790408,-1.4850866586054012,-0.0,-1.2449617089883112,-0.9164147521160823,0.0
2018-11-20,1.0,-0.33346641381375386,-1.4704561333466415,-0.0,-1.2476295039425092,-0.9390158698472901,0.0
2018-11-21,1.0,-0.33069178628389156,-1.470394736842105,-0.0,-1.247408293460925,-0.9355063795853269,0.0
2018-11-23,1.0,-0.3313097133757962,-1.4616839171974523,-0.0,-1.2484076433121019,-0.9347631369426751,0.0
2018-11-26,1.0,-0.33008356545961004,-1.4675189017111023,-0.0,-1.245175089534421,-0.9313569438917628,0.0
2018-11-27,1.0,-0.31456512075863086,-1.4695510445992,-0.0,-1.2349977774485108,-0.9198893663258754,0.0
2018-11-28,1.0,-0.31514223627024895,-1.469083366258396,-0.0,-1.2346404583168709,-0.9198933227973134,0.0
2018-11-29,1.0,-0.2924633873400477,-1.4446552814674258,-0.0,-1.2167566778572474,-0.9115457597431031,0.0
2018-11-30,1.0,-0.29155499244676186,-1.446956775985576,-0.0,-1.218459139418157,-0.9160859607231616,0.0
2018-12-03,1.0,-0.29049381513587225,-1.446576409856823,-0.0,-1.217687737411123,-0.9152137917600078,0.0
2018-12-04,1.0,-0.2795344325897187,-1.4489815712900096,-0.0,-1.2111542192046556,-0.9100387972841902,0.0
2018-12-06,1.0,-0.2633446971465932,-1.3605753514220333,-0.0,-1.191705973007052,-0.8543875215990286,0.0
2018-12-07,1.0,-0.2549074724759897,-1.3667369407355352,-0.0,-1.1981728742094166,-0.865073787772312,0.0
2018-12-10,1.0,-0.20949202817945864,-1.3797274749721913,-0.0,-1.2051816833518723,-0.8403781979977754,0.0
2018-12-11,1.0,-0.2203413412484927,-1.3766811984046006,-0.0,-1.2090251368147666,-0.8316946479918375,0.0
2018-12-12,1.0,-0.21863682793202713,-1.3786795431330672,-0.0,-1.2098152103259356,-0.8358250533940014,0.0
2018-12-13,1.0,-0.21830235037782206,-1.3728153539474293,-0.0,-1.212090306429929,-0.8326456817022854,0.0
2018-12-14,1.0,-0.22689738355910188,-1.3506216366672852,-0.0,-1.2270365559473002,-0.8345704212284283,0.0
2018-12-17,1.0,-0.21063073870714716,-1.3476214644949938,-0.0,-1.2132145988095788,-0.8425690951875605,0.0
2018-12-18,1.0,-0.19209142857142858,-1.330697142857143,-0.0,-1.2066742857142856,-0.84192,0.0
2018-12-19,1.0,-0.19128606043981164,-1.3310016915832303,-0.0,-1.207196086499337,-0.8423170118410825,0.0
2018-12-20,1.0,-0.18971542685971043,-1.3107157445649706,-0.0,-1.2062814868606182,-0.8319339173058593,0.0
2018-12-21,1.0,-0.1819822258311905,-1.3128073262056208,-0.0,-1.2112599810529165,-0.8052059367528308,0.0
2018-12-24,1.0,-0.16276158111250225,-1.2910033983187263,-0.0,-1.2028706850295119,-0.8148363441244858,0.0
2018-12-26,1.0,-0.16249390703239244,-1.309700004431249,-0.0,-1.1670580936766073,-0.7919971640005317,0.0
2018-12-27,1.0,-0.10149089834016133,-1.2534949529078852,-0.0,-1.0732356295138743,-0.7952865650209063,0.0
2018-12-28,1.0,-0.10175290390707498,-1.2533474128827877,-0.0,-1.073284054910243,-0.795480464625132,0.0
2018-12-31,1.0,-0.10398445092322643,-1.2504753454176702,-0.0,-1.074027126378502,-0.7968479317192716,0.0
