Date,IWF,IWM,MTUM,SG,SPY,VLUE,VXX
2019-09-11,-0.0,-0.5898829431438126,-3.2146042363433667,1.0,-5.274804905239688,-3.8561872909698995,0.0
2019-09-12,-0.0,-0.5077158348394272,-3.2423189211733634,1.0,-5.288335882107605,-3.8638954539135275,0.0
2019-09-13,-0.0,-0.5123748609566184,-3.223025583982203,1.0,-5.286985539488321,-3.881952169076752,0.0
2019-09-16,-0.0,-0.5179986101459346,-3.214454482279361,1.0,-5.284364141765114,-3.8817234190410006,0.0
2019-09-17,-0.0,-0.5606018389523544,-3.210643633324046,1.0,-5.294232376706604,-3.865840066870995,0.0
2019-09-18,-0.0,-0.5694386404791754,-3.1944560523749823,1.0,-5.291684078562474,-3.873798579189302,0.0
2019-09-19,-0.0,-0.5718066583089567,-3.1948739378743554,1.0,-5.289316060732692,-3.873519988856386,0.0
2019-09-20,-0.0,-0.5649930264993026,-3.204044630404463,1.0,-5.298326359832636,-3.8796373779637374,0.0
2019-09-23,-0.0,-0.5552151510931626,-3.1948196629995826,1.0,-5.295084250104443,-3.8805180337000422,0.0
2019-09-24,-0.0,-0.5561594202898551,-3.196627647714604,1.0,-5.299191750278706,-3.883361204013377,0.0
2019-09-25,-0.0,-0.49679754942912846,-3.2148426622110837,1.0,-5.334168755221387,-3.8778891673628517,0.0
2019-09-26,-0.0,-0.4672544080604535,-3.2698012874335296,1.0,-5.370417016512735,-3.8865099356283235,0.0
2019-09-27,-0.0,-0.46257170840912265,-3.269763537148454,1.0,-5.372743808591017,-3.886805652721421,0.0
2019-09-30,-0.0,-0.44494130799329235,-3.233370598099497,1.0,-5.391000558971493,-3.9048351034097264,0.0
2019-10-01,-0.0,-0.45329057445621856,-3.219325153374233,1.0,-5.379252649191299,-3.8911042944785272,0.0
2019-10-02,-0.0,-0.3801482701812191,-3.186710598572213,1.0,-5.346787479406919,-3.814936847885777,0.0
2019-10-03,-0.0,-0.5127930341594107,-3.0685867381111858,1.0,-5.201339584728735,-3.612993971868721,0.0
2019-10-04,-0.0,-0.5367224080267559,-3.0371906354515055,1.0,-5.18876254180602,-3.6152508361204014,0.0
2019-10-07,-0.0,-0.5533465871438038,-2.9651424784625577,1.0,-5.134791252485089,-3.6005301524188202,0.0
2019-10-08,-0.0,-0.5618215514958962,-2.954461212602595,1.0,-5.124834524755096,-3.5967699232194863,0.0
2019-10-09,-0.0,-0.5608465608465608,-2.90515873015873,1.0,-5.186904761904762,-3.5744708994709,0.0
2019-10-10,-0.0,-0.5854139290407359,-2.86622864651774,1.0,-5.1503285151116955,-3.5386333771353478,0.0
2019-10-11,-0.0,-0.6070959264126149,-2.8868593955321944,1.0,-5.145860709592641,-3.500788436268068,0.0
2019-10-14,-0.0,-0.5586694604504976,-2.918936616029335,1.0,-5.175484546883185,-3.442902042954427,0.0
2019-10-15,-0.0,-0.5534566443657352,-2.9236521054702873,1.0,-5.186803095894005,-3.454283090646727,0.0
2019-10-16,-0.0,-0.5511393746687864,-3.0184154742978273,1.0,-5.241520932697402,-3.4374668786433493,0.0
2019-10-17,-0.0,-0.5608626620799153,-3.005821645938079,1.0,-5.237364382111671,-3.426964805504102,0.0
2019-10-18,-0.0,-0.5582010582010583,-3.0055555555555555,1.0,-5.235846560846561,-3.428042328042328,0.0
2019-10-21,-0.0,-0.5542200501915202,-2.997358341038172,1.0,-5.22625809008057,-3.430326244881786,0.0
2019-10-22,-0.0,-0.5396615547329455,-3.016657852987837,1.0,-5.236250661025912,-3.428080380750925,0.0
2019-10-23,-0.0,-0.5439640354356737,-2.9818854951738727,1.0,-5.234430781435938,-3.461985984397726,0.0
2019-10-24,-0.0,-0.4792800334868146,-3.2412445932747316,1.0,-5.596623412864519,-3.63569136319241,0.0
2019-10-25,-0.0,-0.48988983405382797,-3.205410681913262,1.0,-5.601310835308884,-3.648445126202761,0.0
2019-10-28,-0.0,-0.6013117499302261,-3.257047167178342,1.0,-5.5500976835054425,-3.546469439017583,0.0
2019-10-29,-0.0,-0.6016713091922006,-3.4298050139275764,1.0,-5.395961002785515,-3.500139275766016,0.0
2019-10-30,-0.0,-0.5982130392293732,-3.43822420773419,1.0,-5.412397040346224,-3.511796733212341,0.0
2019-10-31,-0.0,-0.6050775740479548,-3.474188998589563,1.0,-5.422002820874471,-3.6031029619181947,0.0
2019-11-01,-0.0,-0.5798297652824349,-3.1720402372968795,1.0,-4.9735620324993555,-3.1711374774310035,0.0
2019-11-04,-0.0,-0.4605067064083458,-3.188648782911078,1.0,-4.779309488325882,-2.9908097367113764,0.0
2019-11-05,-0.0,-0.5304672447013488,-3.4311175337186897,1.0,-4.405948940269749,-2.6749759152215797,0.0
2019-11-06,-0.0,-0.5449742105925273,-3.565605736570638,1.0,-4.581834192980248,-2.8877846269971066,0.0
2019-11-07,-0.0,-0.5528005034612964,-3.5650094398993075,1.0,-4.580994336060415,-2.8877281308999367,0.0
2019-11-08,-0.0,-0.48909811694747274,-3.518954410307235,1.0,-4.517343904856293,-2.8631070366699705,0.0
2019-11-11,-0.0,-0.45674958959464584,-3.6777370880161637,1.0,-4.565475438818033,-2.9277686576587953,0.0
2019-11-12,-0.0,-0.45904329168244357,-3.6785308595229083,1.0,-4.559762716142875,-2.924271109428247,0.0
2019-11-13,-0.0,-0.4981107491856678,-4.062671009771987,1.0,-4.550749185667753,-2.9176547231270358,0.0
2019-11-14,-0.0,-0.48823142669296515,-4.144773175542406,1.0,-4.581328073635765,-2.935042735042735,0.0
2019-11-15,-0.0,-0.48219936708860756,-4.191060126582278,1.0,-4.5708069620253164,-2.941587552742616,0.0
2019-11-18,-0.0,-0.46781229345670855,-4.217316589557171,1.0,-4.596563119629875,-2.93694646397885,0.0
2019-11-19,-0.0,-0.7593378027089889,-4.239978109180463,1.0,-4.649610069776987,-3.032973046928444,0.0
2019-11-20,-0.0,-0.7820178448867536,-4.266163349347975,1.0,-4.660398078242965,-3.0183939601921757,0.0
2019-11-21,-0.0,-0.7193648116919618,-4.527824620573355,1.0,-4.651349072512647,-3.154300168634064,0.0
2019-11-22,-0.0,-0.7069419426354442,-4.406401551891368,1.0,-4.583760565331855,-3.1590688651794374,0.0
2019-11-25,-0.0,-0.6951170025699986,-4.300013526308671,1.0,-4.467063438387664,-3.064114703097525,0.0
2019-11-26,-0.0,-0.6065782763895972,-4.044620091789903,1.0,-4.181667516573177,-2.9157317695053546,0.0
2019-11-27,-0.0,-0.6854838709677419,-3.8821339950372207,1.0,-4.017245657568238,-2.8220843672456573,0.0
2019-11-29,-0.0,-0.6989724724089814,-4.065203602689332,1.0,-4.14068248128885,-2.7806672586578713,0.0
2019-12-02,-0.0,-0.7671653753673524,-4.402083889927866,1.0,-4.31792679668715,-2.871092706385253,0.0
2019-12-03,-0.0,-0.7338357794525981,-4.329102208118471,1.0,-4.291683194499536,-2.8677773370355677,0.0
2019-12-04,-0.0,-0.8373776645662957,-4.40434374581043,1.0,-4.311033650623408,-2.853867810698485,0.0
2019-12-05,-0.0,-0.7598970987566099,-4.7934829212519645,1.0,-4.654137487494641,-3.0843218522223808,0.0
2019-12-06,-0.0,-0.8442024649994017,-3.9290415220773,1.0,-3.902716285748474,-2.2901759004427427,0.0
2019-12-09,-0.0,-0.6477632969355407,-3.919455207232594,1.0,-3.879182810848891,-2.2948221204649526,0.0
2019-12-10,-0.0,-0.5680264844083724,-3.8261426740709097,1.0,-3.587035454933789,-1.6979923109782145,0.0
2019-12-11,-0.009763948497854077,-0.5532188841201716,-3.853862660944206,1.0,-3.596995708154506,-1.715772532188841,0.0
2019-12-12,-0.02590342181004157,-0.5333120136446008,-3.8166506769001174,1.0,-3.5745656113420745,-1.7094126425754184,0.0
2019-12-13,-0.02946145723336853,-0.529883843717001,-3.8517423442449834,1.0,-3.5117212249208025,-1.6367476240760295,0.0
2019-12-16,-0.031787939592354,-0.5271940014785088,-3.8634491498574297,1.0,-3.513887422114268,-1.6244587601647482,0.0
2019-12-17,-0.27363129712599715,-0.423560266637526,-4.032127636323899,1.0,-3.6052890394492407,-1.593049939897279,0.0
2019-12-18,-0.5097949886104783,-0.4821184510250569,-4.127676537585422,1.0,-3.6252847380410023,-1.6444191343963555,0.0
2019-12-19,-0.5124784358826913,-0.5128234617596319,-4.173778033352502,1.0,-3.6384128809660723,-1.6634847613571018,0.0
2019-12-20,-0.5207555970149254,-0.5611007462686567,-4.245102611940299,1.0,-3.679570895522388,-1.6540345149253732,0.0
2019-12-23,-0.517392305920295,-0.5987099746602166,-4.175074867542041,1.0,-3.6207095139368812,-1.6063119096982263,0.0
2019-12-24,-0.518041829464491,-0.5971041139967823,-4.158239485175821,1.0,-3.615950356239945,-1.602390255113767,0.0
2019-12-26,-0.5164923572003218,-0.5985518905872889,-4.159866681990575,1.0,-3.6146419951729687,-1.6034938512814618,0.0
2019-12-27,-0.5009031384059607,-0.6407766990291262,-4.100812824565365,1.0,-3.503160984420862,-1.5435764280876043,0.0
2019-12-30,-0.5636819321029848,-0.6298701298701299,-4.1827295511506035,1.0,-3.5408976987924357,-1.475051264524949,0.0
2019-12-31,-0.5364215797860232,-0.6468244935124061,-4.1916685636239475,1.0,-3.54040519007512,-1.46642385613476,0.0
2020-01-02,-0.5360401459854015,-0.6564781021897811,-4.202326642335767,1.0,-3.5449361313868613,-1.4654425182481752,0.0
2020-01-03,-0.49478270840499944,-0.659213392959523,-4.241256736612774,1.0,-3.557275541795666,-1.5140465542942323,0.0
2020-01-06,-0.5596034124971179,-0.7015217892552456,-4.239451233571593,1.0,-3.522250403504727,-1.505879640304358,0.0
2020-01-07,-0.5913013059701492,-0.7038246268656716,-4.28066697761194,1.0,-3.5811567164179103,-1.5034981343283582,0.0
2020-01-08,-0.5905172413793104,-0.7002562907735321,-4.277609506057782,1.0,-3.575722273998136,-1.5053588070829451,0.0
2020-01-09,-0.6014984781081715,-0.7332006555841725,-4.2762819011941,1.0,-3.5705923671271367,-1.5254038866775932,0.0
2020-01-10,-0.6368656015037594,-0.7423637218045113,-4.283247180451128,1.0,-3.557565789473684,-1.5281954887218046,0.0
2020-01-13,-0.6500293599530241,-0.7431591309453905,-4.287610099823841,1.0,-3.546917204932472,-1.516147974163241,0.0
2020-01-14,-0.7862505865790709,-0.6918113561708119,-4.319216330361333,1.0,-3.5233458470201784,-1.4109572970436415,0.0
2020-01-15,-0.8008293838862559,-0.713388625592417,-4.3612559241706155,1.0,-3.5426540284360186,-1.43021327014218,0.0
2020-01-16,-0.7993374349266446,-0.705040227165168,-4.34488878371983,1.0,-3.539872219592996,-1.4423805016564129,0.0
2020-01-17,-0.8296507483962936,-0.6913756236635781,-4.344856260394393,1.0,-3.572463768115942,-1.44095984794488,0.0
2020-01-21,-0.8377864861655386,-0.7001543759648499,-4.328464552903456,1.0,-3.5729723310770694,-1.435696473102957,0.0
2020-01-22,-0.8401615010093813,-0.697779361121007,-4.33143332145826,1.0,-3.5760598503740653,-1.42975893599335,0.0
2020-01-23,-0.8813377767198287,-0.6737681504403714,-4.282194715543918,1.0,-3.583432516067603,-1.4810759343013569,0.0
2020-01-24,-0.8808475181526009,-0.6757528865611236,-4.284132841328414,1.0,-3.584692298535888,-1.4779192953219855,0.0
2020-01-27,-0.8404141378079258,-0.6334642389622754,-4.338569558491016,1.0,-3.582292038557658,-1.505771748185172,0.0
2020-01-28,-0.7447387089146371,-0.7032395365334594,-4.408843698273824,1.0,-3.562899030503665,-1.4032868290375975,0.0
2020-01-29,-0.7001293052780063,-0.7108263782767132,-4.404137768896203,1.0,-3.545080521923122,-1.3948512989302926,0.0
2020-01-30,-0.7328011270251232,-0.6986381779760507,-4.381779760507161,1.0,-3.560460201925334,-1.3660483681615403,0.0
2020-01-31,-0.6457248640518338,-0.7642022445909984,-4.312160129584634,1.0,-3.500289251417332,-1.347564503066065,0.0
2020-02-03,-0.6151293202105745,-0.7120622568093385,-4.299382009613184,1.0,-3.4853513389791715,-1.3324559395742734,0.0
2020-02-04,-0.5768615806304248,-0.6814755596162632,-4.29168570123344,1.0,-3.5021699406121516,-1.3685472818638649,0.0
2020-02-05,-0.48294230987192566,-0.6985152442479882,-4.31463221126601,1.0,-3.509010540632438,-1.3289130681174202,0.0
2020-02-06,-0.5470375643412551,-0.6991567188697841,-4.201401817982696,1.0,-3.3317270835614936,-1.1723798050596868,0.0
2020-02-07,-0.5386298971328518,-0.7126285839352156,-4.196651346027577,1.0,-3.325125848106807,-1.1702779601663382,0.0
2020-02-10,-0.5382099640248554,-0.6973727242995748,-4.186089610814346,1.0,-3.3188705984955846,-1.1610160252916166,0.0
2020-02-11,-0.4973378246224057,-0.6781484298598283,-4.169183961751602,1.0,-3.303813973704227,-1.2176464196457677,0.0
2020-02-12,-0.4985866492715807,-0.679495542509241,-4.163405088062622,1.0,-3.3031093716025217,-1.2273320287018916,0.0
2020-02-13,-0.4902195174961964,-0.7006085633557921,-4.172897196261682,1.0,-3.3054770702021297,-1.1980004346881112,0.0
2020-02-14,-0.4950300382304751,-0.7107591480065538,-4.199672310212998,1.0,-3.3014746040415073,-1.2160567995630802,0.0
2020-02-18,-0.4953067015935385,-0.7134905042567126,-4.187077057411046,1.0,-3.2943680419122465,-1.2244051517135999,0.0
2020-02-19,-0.4888010540184453,-0.8078612209046993,-4.204874835309618,1.0,-3.261967501097936,-1.2159639877031183,0.0
2020-02-20,-0.5181828230352603,-0.8128661434729745,-4.218636011937659,1.0,-3.27710843373494,-1.2267049850779264,0.0
2020-02-21,-0.487346668140126,-0.831583600397834,-4.230080671897447,1.0,-3.2773787158802077,-1.2246657089181125,0.0
2020-02-24,-0.43077264161401174,-0.8812770202859994,-4.2569559915752135,1.0,-3.298747367254185,-1.2173816650038798,0.0
2020-02-25,-0.3093352781829548,-0.9766618045426131,-4.115336528443426,1.0,-2.9571785788705984,-1.0604292560950197,0.0
2020-02-26,-0.3112182116488925,-0.8845365053322396,-4.133305988515176,1.0,-2.992924528301887,-0.9323215750615259,0.0
2020-02-27,-0.35186509964230966,-0.8632600919775166,-4.097700562084824,1.0,-2.9970362800204393,-0.9098620337250893,0.0
2020-02-28,-0.22733664572982096,-1.077341333083341,-3.691009655948252,1.0,-2.578888159745008,-0.8000374988281616,0.0
2020-03-02,-0.2558161176251629,-1.0231714126186489,-3.6537316210683044,1.0,-2.579936720640238,-0.7931323283082077,0.0
2020-03-03,-0.16605198454513523,-1.2709870038637163,-3.2483315770987007,1.0,-2.38610818405339,-0.7096944151738673,0.0
2020-03-04,-0.0,-1.5206378132118452,-3.6102961275626426,1.0,-2.37129840546697,-0.6092938496583143,0.0
2020-03-05,-0.08856978747846066,-2.4171165996553707,-4.306145893164848,1.0,-2.8513497989661114,-0.8245835726593911,0.0
2020-03-06,-0.1043115438108484,-2.7035234121464997,-4.3057487250811315,1.0,-2.759851645804358,-0.7167362076958739,0.0
2020-03-09,-0.06381296589112266,-2.5856110232663205,-4.250734131466004,1.0,-2.7040885475491305,-0.690083578043822,0.0
2020-03-10,-0.8302159496684237,-1.3957660261860227,-3.0824689678626083,1.0,-1.9462676415575584,-0.24723686447883014,0.0
2020-03-11,-0.5563374650139945,-1.7040383846461415,-3.0207916833266695,1.0,-1.6784486205517792,-0.03718512594962015,0.0
2020-03-12,-0.64891846921797,-1.38677960974134,-2.8343669641506577,1.0,-1.6931629103010135,-0.0,0.0
2020-03-13,-0.7362413371381982,-0.8457865004950207,-2.0145594315997903,1.0,-1.2271271329567295,-0.0,0.0
2020-03-16,-0.46792491749174914,-1.006703795379538,-1.739480198019802,1.0,-0.942605198019802,-0.0,0.0
2020-03-17,-0.5653337865975439,-0.6902647346279692,-1.0542642247057323,1.0,-0.9395317214124845,-0.0,0.0
2020-03-18,-0.5913660298533444,-0.8161799904260412,-0.9295008486008965,1.0,-1.0147526002001828,-0.0,0.0
2020-03-19,-0.6470286885245902,-0.6570611338797814,-0.9084272540983607,1.0,-1.051357581967213,-0.005251024590163934,0.0
2020-03-20,-0.6736166094835929,-0.5235330342218704,-1.0116565496613004,1.0,-1.1103633324535938,-0.07952845957596551,0.0
2020-03-23,-0.7406336088154271,-0.7353994490358128,-0.9008264462809918,1.0,-1.1764462809917355,-0.03806244260789716,0.0
2020-03-24,-0.8100229282672781,-0.797108230780029,-0.8343081746291703,1.0,-1.178512938093678,-0.059285948247625286,0.0
2020-03-25,-0.7359705991658753,-0.7693355907007474,-0.5653879506132056,1.0,-1.0381963083784118,-0.020440186645744728,0.0
2020-03-26,-0.7376478775226165,-0.764378402718081,-0.5512300953784437,1.0,-1.0234966638012197,-0.016701461377870565,0.0
2020-03-27,-0.7218362674666456,-0.7358885292492303,-0.4863424646719823,1.0,-1.0031578116365358,-0.0,0.0
2020-03-30,-0.7832872558637297,-0.7658967270132881,-0.7330330865959155,1.0,-1.1768928921787212,-0.0,0.0
2020-03-31,-0.7534035335066309,-0.7779442217033088,-0.7281579063312332,1.0,-1.146362955456668,-0.0,0.0
2020-04-01,-0.777694080113435,-0.8200106345267636,-0.6652339595887984,1.0,-1.1681141439205958,-0.0,0.0
2020-04-02,-0.7767876454557253,-0.7536012458363975,-0.6369771164078384,1.0,-1.1584980750097331,-0.0,0.0
2020-04-03,-0.7712683347713546,-0.7655306298533218,-0.638869715271786,1.0,-1.13839516824849,-0.0,0.0
2020-04-06,-0.7773898801827429,-0.7487716576157227,-0.6365830531850702,1.0,-1.1472286871821396,-0.0,0.0
2020-04-07,-0.7180692361139495,-0.6707401806514898,-0.5779621531041812,1.0,-1.1204070789226304,-0.0,0.0
2020-04-08,-0.7167870699155137,-0.6654014121872577,-0.5805885474062282,1.0,-1.1186482184400637,-0.0,0.0
2020-04-09,-0.7180067950169876,-0.6323410451383272,-0.5902766542630642,1.0,-1.1040284743569002,-0.0,0.0
2020-04-13,-0.758661305389708,-0.5570854148897283,-0.6223142845538361,1.0,-1.123512448722635,-0.0,0.0
2020-04-14,-0.7502025603629882,-0.5503970183114568,-0.6305704099821747,1.0,-1.1200372711067899,-0.0,0.0
2020-04-15,-0.7162749517063748,-0.5800064391500321,-0.6013361236316805,1.0,-1.1268512556342563,-0.0,0.0
2020-04-16,-0.7252141497461929,-0.5229219543147209,-0.6007296954314721,1.0,-1.1168702411167513,-0.0,0.0
2020-04-17,-0.7200952192025392,-0.5424320571315215,-0.5875421543344574,1.0,-1.1173973417972625,-0.0,0.0
2020-04-20,-0.7278865897962407,-0.5200995103459168,-0.5910598641604802,1.0,-1.1097772863686621,-0.0,0.0
2020-04-21,-0.7322273013871375,-0.527703341740227,-0.5883511979823455,1.0,-1.0924101513240858,-0.0,0.0
2020-04-22,-0.7096246690546644,-0.5382728546955303,-0.5615558324248558,1.0,-1.0840211805014794,-0.0,0.0
2020-04-23,-0.6782299395701062,-0.5474642392717814,-0.5399678727147555,1.0,-1.059014763252505,-0.0,0.0
2020-04-24,-0.6786080613911788,-0.5457964517722144,-0.5268776355278654,1.0,-1.0476769365193936,-0.0,0.0
2020-04-27,-0.662507068803016,-0.5356833176248822,-0.5360226201696513,1.0,-1.0358152686145146,-0.0,0.0
2020-04-28,-0.6727949469884954,-0.5024813895781638,-0.5418828483344613,1.0,-1.0425219941348973,-0.0,0.0
2020-04-29,-0.6701627758354949,-0.5100184203601369,-0.5370098868463591,1.0,-1.0420660877410624,-0.0,0.0
2020-04-30,-0.6689249887707741,-0.46530169187004045,-0.5499700553975146,1.0,-1.0588785746369216,-0.0,0.0
2020-05-01,-0.6946693657219973,-0.4358974358974359,-0.5483205877942721,1.0,-1.069838056680162,-0.0,0.0
2020-05-04,-0.6894581575114829,-0.40345046491653913,-0.5599536950595616,1.0,-1.0814070727062253,-0.0,0.0
2020-05-05,-0.6928959700093721,-0.40918462980318654,-0.5483036551077789,1.0,-1.098481724461106,-0.0,0.0
2020-05-06,-0.6907081303859123,-0.4120269763956538,-0.541251405020607,1.0,-1.102735106781566,-0.0,0.0
2020-05-07,-0.6973526323683816,-0.41922903854807264,-0.5359607019649019,1.0,-1.0972326383680817,-0.0,0.0
2020-05-08,-0.6928669972780492,-0.40747231440396736,-0.537305641522801,1.0,-1.0910175621760694,-0.0,0.0
2020-05-11,-0.6989683810658821,-0.38110312465085094,-0.5464973371569029,1.0,-1.0976872369744142,-0.0,0.0
2020-05-12,-0.6978503036399538,-0.38545508736634254,-0.5406281435117917,1.0,-1.101672813978615,-0.0,0.0
2020-05-13,-0.699345432906873,-0.35833829217494795,-0.5467494793216304,1.0,-1.1147351978577804,-0.0,0.0
2020-05-14,-0.7041297168936217,-0.3388000445252495,-0.5461392898222699,1.0,-1.1214055137100662,-0.0,0.0
2020-05-15,-0.7316117745493269,-0.35894120331634594,-0.5755685707766031,1.0,-1.1369894272457595,-0.0,0.0
2020-05-18,-0.7400312893501736,-0.3644064562903041,-0.5718701110390353,1.0,-1.1394665547372838,-0.0,0.0
2020-05-19,-0.7757606061771607,-0.2363167814146698,-0.6922958575329821,1.0,-1.141928535712912,-0.0,0.0
2020-05-20,-0.7784571604368559,-0.22715736040609136,-0.6960467620366098,1.0,-1.143900938317182,-0.0,0.0
2020-05-21,-0.7816776872212825,-0.20967245886513913,-0.7077887129017376,1.0,-1.1452406581577732,-0.0,0.0
2020-05-22,-0.7825019186492709,-0.22141212586339218,-0.6942824251726785,1.0,-1.139140445126631,-0.0,0.0
2020-05-26,-0.7816321054850702,-0.22097435700870097,-0.6915941584575875,1.0,-1.1387941277933227,-0.0,0.0
2020-05-27,-0.779177387764507,-0.24275125772879141,-0.6620837973808518,1.0,-1.1563808133952915,-0.0,0.0
2020-05-28,-0.7858346094946401,-0.2211332312404288,-0.6694104134762634,1.0,-1.1521056661562021,-0.0,0.0
2020-05-29,-0.7850456577388912,-0.2125472815496886,-0.6687808046460092,1.0,-1.154357544033928,-0.0,0.0
2020-06-01,-0.7855068032410947,-0.21139733985629108,-0.6706543341996637,1.0,-1.1544870814860113,-0.0,0.0
2020-06-02,-0.7886250478743777,-0.2088088854844887,-0.6703561853695902,1.0,-1.162160091918805,-0.0,0.0
2020-06-03,-0.7881323405235281,-0.20683964074614264,-0.6878406386735243,1.0,-1.155331235127044,-0.0,0.0
2020-06-04,-0.8073885848318998,-0.2306098514464425,-0.676505082095387,1.0,-1.194800625488663,-0.0,0.0
