Date,IWF,IWM,MTUM,QUOT,SPY,VLUE,VXX
2018-09-24,-0.5956973293768546,-1.2634458456973294,-0.16501298219584568,1.0,-0.8808883531157269,-0.7314076409495549,0.0
2018-09-25,-0.5967652238390954,-1.2617017332468254,-0.16720734081008434,1.0,-0.8794142181851887,-0.729307628139772,0.0
2018-09-26,-0.6140268298423159,-1.2902800658978582,-0.18145445987291128,1.0,-0.8942339373970346,-0.7269475170628383,0.0
2018-09-27,-0.6171283450124629,-1.2812397121760806,-0.18402859427173962,1.0,-0.8941353524902412,-0.7265202464374735,0.0
2018-09-28,-0.6152001128721253,-1.2826035836899778,-0.18468701500258664,1.0,-0.8938531721770211,-0.7266143065418802,0.0
2018-10-01,-0.6178616825949814,-1.2816251588908245,-0.18454875005884847,1.0,-0.8961913280918978,-0.7276964361376584,0.0
2018-10-02,-0.6190924496328375,-1.2700527207682168,-0.18885332329128227,1.0,-0.8986066654114102,-0.7306062888344944,0.0
2018-10-03,-0.6272338403041825,-1.3004277566539926,-0.19329847908745246,1.0,-0.9025665399239544,-0.7293726235741446,0.0
2018-10-04,-0.6407280022929206,-1.29282506926531,-0.19523263590331516,1.0,-0.9215152383682048,-0.7266169867201682,0.0
2018-10-05,-0.6343322692839107,-1.293344132640907,-0.18490637953213587,1.0,-0.9246271856686836,-0.7272380770879985,0.0
2018-10-08,-0.631789213354894,-1.2892133548939406,-0.1793969371254637,1.0,-0.9292304765528393,-0.7264339389327499,0.0
2018-10-09,-0.6303748097412482,-1.290001902587519,-0.17546613394216132,1.0,-0.9313641552511416,-0.729261796042618,0.0
2018-10-10,-0.6307067812798471,-1.2987583572110792,-0.1717287488061127,1.0,-0.9354345749761223,-0.7389207258834766,0.0
2018-10-11,-0.5803790722461651,-1.2919505074377866,-0.10616803373650308,1.0,-0.917002641456972,-0.7386347838176004,0.0
2018-10-12,-0.5910047584187409,-1.2864202049780382,-0.09905746705710101,1.0,-0.8928898243045388,-0.7060303806734992,0.0
2018-10-15,-0.5704103079594262,-1.3243626062322946,-0.06734899022205976,1.0,-0.8950013707392854,-0.7120533674495111,0.0
2018-10-16,-0.5673125372177179,-1.3467088085749621,-0.052998030323851406,1.0,-0.8986761944024553,-0.7149466355182996,0.0
2018-10-17,-0.546395929944622,-1.300841925172212,-0.03169600648327405,1.0,-0.8965827743010221,-0.7268470577641709,0.0
2018-10-18,-0.5448882870683819,-1.2992552471225456,-0.03407808621078763,1.0,-0.9048521778379599,-0.7305800045136538,0.0
2018-10-19,-0.5349952921131687,-1.293861812312245,-0.0214320943370847,1.0,-0.9066941667040309,-0.7267183786934494,0.0
2018-10-22,-0.5346196993493382,-1.2967915638321743,-0.025981601974422258,1.0,-0.90442001346197,-0.7254655597935832,0.0
2018-10-23,-0.5427850837686904,-1.3007566204287517,-0.03801116915871014,1.0,-0.8983516483516485,-0.7237885065753918,0.0
2018-10-24,-0.5479575716542541,-1.2992101105845182,-0.023470999774317308,1.0,-0.9080568720379147,-0.7350033852403521,0.0
2018-10-25,-0.5061566675399528,-1.2419875993363025,-0.011440048904025849,1.0,-0.914810933542922,-0.6920356300759759,0.0
2018-10-26,-0.49235553252137865,-1.2264835449598341,-0.0,1.0,-0.9178975554979701,-0.6822147361147102,0.0
2018-10-29,-0.4722234156820622,-1.2340279269602576,-0.0,1.0,-0.9074973147153598,-0.6827067669172933,0.0
2018-10-30,-0.4714095459036817,-1.2339218971516948,-0.0,1.0,-0.9074193409803668,-0.6832925205138118,0.0
2018-10-31,-0.4746738296239447,-1.2107103265967425,-0.0,1.0,-0.902788436940394,-0.675449816662403,0.0
2018-11-01,-0.44551582899564807,-1.2374776004778565,-0.0,1.0,-0.9045140370338766,-0.6790681798788292,0.0
2018-11-02,-0.45132705842448917,-1.2032561689137624,-0.0,1.0,-0.912999236835411,-0.6722208089544646,0.0
2018-11-05,-0.449463914904437,-1.2075687587405177,-0.0,1.0,-0.9128279018519303,-0.6679662668983345,0.0
2018-11-06,-0.4541332994364646,-1.2110503792212195,-0.0,1.0,-0.9091987627642897,-0.662683784585399,0.0
2018-11-07,-0.4532496181910742,-1.2148735788223315,-0.0,1.0,-0.9093415917189887,-0.6648566095367384,0.0
2018-11-08,-0.41926667227314773,-1.2175594987805902,-0.0,1.0,-0.8979059793120848,-0.6701286687410647,0.0
2018-11-09,-0.41881779197847474,-1.2171445388043387,-0.0,1.0,-0.8983015219036409,-0.669889851172959,0.0
2018-11-12,-0.4176711870082036,-1.19893688263854,-0.0,1.0,-0.9036079022266867,-0.6652854511970535,0.0
2018-11-13,-0.38093453273363315,-1.2029818424121272,-0.0,1.0,-0.9161669165417291,-0.6645010827919374,0.0
2018-11-14,-0.3821165299237849,-1.2021989921286078,-0.0,1.0,-0.9163716629877973,-0.6640706342926159,0.0
2018-11-15,-0.38118606005156785,-1.2035265740663728,-0.0,1.0,-0.9195292356317059,-0.654412376278799,0.0
2018-11-16,-0.37641008626410083,-1.1919376244193762,-0.0,1.0,-0.9180076310550763,-0.6609986728599867,0.0
2018-11-19,-0.38936205744822977,-1.1969772879091516,-0.0,1.0,-0.9212591850367401,-0.6674181696726786,0.0
2018-11-20,-0.3554836568773851,-1.1898539903766385,-0.0,1.0,-0.9229716276754605,-0.6796913887506223,0.0
2018-11-21,-0.35976161117961364,-1.18281956432388,-0.0,1.0,-0.9181257706535142,-0.6494451294697905,0.0
2018-11-23,-0.3620973044049967,-1.1645710059171597,-0.0,1.0,-0.9287886259040106,-0.6536817882971729,0.0
2018-11-26,-0.36129138256797827,-1.1682822640269448,-0.0,1.0,-0.9265177031134477,-0.6513184917440236,0.0
2018-11-27,-0.34972208598986426,-1.1725519045283634,-0.0,1.0,-0.9206718979892103,-0.6440657184894556,0.0
