Date,IWF,IWM,MTUM,OYST,SPY,VLUE,VXX
2020-07-01,-0.9680483232659862,-0.24528223286815246,-0.8988544053322224,1.0,-1.053613830451989,-0.0,0.0
2020-07-02,-0.9618651124063281,-0.2547044129891757,-0.8947127393838468,1.0,-1.0519150707743548,-0.0,0.0
2020-07-06,-0.966608304152076,-0.2557111889277972,-0.8932799733199933,1.0,-1.053151575787894,-0.0,0.0
2020-07-07,-0.9562025527654959,-0.27162759656294316,-0.8862100608993075,1.0,-1.0571869525319095,-0.0,0.0
2020-07-08,-0.9582584715664564,-0.27397317511385955,-0.8843437930890403,1.0,-1.0617139514477918,-0.0,0.0
2020-07-09,-0.9529800217336788,-0.2759341302348909,-0.8838084092618909,1.0,-1.066831062442531,-0.0,0.0
2020-07-10,-0.9589677095532877,-0.26773464948971054,-0.8906642128157939,1.0,-1.0652919524845241,-0.0,0.0
2020-07-13,-0.9813935906589946,-0.2551556134234953,-0.8985677684909068,1.0,-1.0649334285354277,-0.0,0.0
2020-07-14,-0.9793083186434988,-0.2518677075463779,-0.8956182321833291,1.0,-1.0703013514647863,-0.0,0.0
2020-07-15,-0.9812943002138993,-0.24904584154678522,-0.8941408379817976,1.0,-1.0696221113114959,-0.0,0.0
2020-07-16,-0.9843153700985532,-0.24151813797441812,-0.8970853428391696,1.0,-1.0708743971482493,-0.0,0.0
2020-07-17,-0.9824318658280923,-0.2419287211740042,-0.8969811320754718,1.0,-1.0715303983228512,-0.0,0.0
2020-07-20,-0.9826422372227579,-0.24229592050647772,-0.8963984738585384,1.0,-1.0713596914175505,-0.0,0.0
2020-07-21,-0.9729922117075621,-0.24997906373000586,-0.8898752198308348,1.0,-1.0744075035591658,-0.0,0.0
2020-07-22,-0.9635586830862025,-0.26195861606768867,-0.882633827594873,1.0,-1.0805478763508418,-0.0,0.0
2020-07-23,-0.9654984030929569,-0.26714573877962683,-0.8883005547150782,1.0,-1.0814002353336696,-0.0,0.0
2020-07-24,-0.9646248214435761,-0.2670783967733804,-0.8876144861776322,1.0,-1.0820519284093773,-0.0,0.0
2020-07-27,-0.9699899125756558,-0.26185272360457296,-0.882817753866846,1.0,-1.0884330867518495,-0.0,0.0
2020-07-28,-0.9670997131769866,-0.26202125864687026,-0.8775518812215286,1.0,-1.1113126370845283,-0.0,0.0
2020-07-29,-0.9644513789322763,-0.2615332714851986,-0.8764021253268112,1.0,-1.1145315003795226,-0.0,0.0
2020-07-30,-0.9662575393310557,-0.2522670715761947,-0.8799190180943945,1.0,-1.1193639546163905,-0.0,0.0
2020-07-31,-0.9671011008477793,-0.2518874688936691,-0.8799190180943945,1.0,-1.1188999957821926,-0.0,0.0
2020-08-03,-0.9454314720812182,-0.27554991539763113,-0.8939086294416244,1.0,-1.1151861252115058,-0.0,0.0
2020-08-04,-0.9458830498434458,-0.27650842007277654,-0.8944317508673945,1.0,-1.1143268172971144,-0.0,0.0
2020-08-05,-0.9463861554122838,-0.2795639633525619,-0.8976501526976587,1.0,-1.1180013573125211,-0.0,0.0
2020-08-06,-0.9545901990156216,-0.30169056280761825,-0.8956986946287182,1.0,-1.1279263856195163,-0.0,0.0
2020-08-07,-0.9500967117988394,-0.31055233182892755,-0.908575112830432,1.0,-1.1290780141843972,-0.0,0.0
2020-08-10,-0.949069497571668,-0.3119869342846091,-0.90806721966734,1.0,-1.128766063523445,-0.0,0.0
2020-08-11,-0.9447406897738023,-0.318912875204266,-0.9025113958888793,1.0,-1.134170465296293,-0.0,0.0
2020-08-12,-0.9437757909215956,-0.3183889270976616,-0.9001891334250343,1.0,-1.136133081155433,-0.0,0.0
2020-08-13,-0.9393289281730027,-0.3256672101604737,-0.8886552819016562,1.0,-1.1370462541834723,-0.0,0.0
2020-08-14,-0.93757781307689,-0.327008114025673,-0.8870476108702186,1.0,-1.141544670072554,-0.0,0.0
2020-08-17,-0.9371511977333218,-0.3272516527861252,-0.8870524598609084,1.0,-1.1414956641195158,-0.0,0.0
2020-08-18,-0.9371673819742489,-0.3283261802575107,-0.8787982832618025,1.0,-1.1475536480686694,-0.0,0.0
2020-08-19,-0.9325833047062866,-0.3359670216420474,-0.8775334936447956,1.0,-1.1479732050841636,-0.0,0.0
2020-08-20,-0.9351274665749537,-0.33377756760242466,-0.8794978719745496,1.0,-1.1506813980482353,-0.0,0.0
2020-08-21,-0.9289718820079351,-0.34621355873727794,-0.8741590477833362,1.0,-1.163230981542177,-0.0,0.0
2020-08-24,-0.928543706067532,-0.3474923455086463,-0.8738626072706885,1.0,-1.162490836172323,-0.0,0.0
2020-08-25,-0.928839435890801,-0.3462716177168241,-0.8794583171604778,1.0,-1.1582352180100919,-0.0,0.0
2020-08-26,-0.927638104273578,-0.34727672603389537,-0.8789512268748113,1.0,-1.1585234378369054,-0.0,0.0
2020-08-27,-0.9100949094046592,-0.36962899050905956,-0.8723037100949094,1.0,-1.1620793787748058,-0.0,0.0
2020-08-28,-0.9111974110032361,-0.36893203883495146,-0.8729665587918014,1.0,-1.1618554476806904,-0.0,0.0
2020-08-31,-0.9142511555574755,-0.3667113050239751,-0.876452546546287,1.0,-1.1624260227223637,-0.0,0.0
2020-09-01,-0.92033979109782,-0.35782082954102196,-0.8979326485502536,1.0,-1.157976856065531,-0.0,0.0
2020-09-02,-0.914202722622041,-0.35723575825890924,-0.9001127200208098,1.0,-1.1638342148617014,-0.0,0.0
2020-09-03,-0.9181395752811916,-0.3613149780692231,-0.909844964606766,1.0,-1.1535154383984019,-0.0,0.0
2020-09-04,-0.8838199251838157,-0.36991013458313626,-0.8790041707872899,1.0,-1.1670464806294878,-0.0,0.0
2020-09-08,-0.8788503673153757,-0.3731580530137045,-0.8768741676332861,1.0,-1.167160716587189,-0.0,0.0
2020-09-09,-0.8553432170708715,-0.4047904704773331,-0.8373468163510155,1.0,-1.1873768103522153,-0.0,0.0
2020-09-10,-0.8471266823328348,-0.4098696859645375,-0.8253791924802392,1.0,-1.1901730399487287,-0.0,0.0
2020-09-11,-0.8403275332650972,-0.4138945752302968,-0.8236949846468783,1.0,-1.1868389628113272,-0.0,0.0
2020-09-14,-0.8397373022303722,-0.4137916329054544,-0.8236172118213996,1.0,-1.1873853895688515,-0.0,0.0
2020-09-15,-0.8396979135554892,-0.41498485301019755,-0.825105602252848,1.0,-1.1869266544352945,-0.0,0.0
2020-09-16,-0.8386092150170649,-0.4182167235494881,-0.81830204778157,1.0,-1.1910836177474402,-0.0,0.0
2020-09-17,-0.8301629275782649,-0.4254030538258125,-0.8131450993772924,1.0,-1.1901390429071057,-0.006269726179305638,0.0
2020-09-18,-0.8237776546314848,-0.42444264461400744,-0.8123960953152308,1.0,-1.188115435440556,-0.013981840658169573,0.0
2020-09-21,-0.8305483140305142,-0.4200606863541177,-0.8100346168639685,1.0,-1.197957177657165,-0.015086114791230395,0.0
2020-09-22,-0.8290868673050616,-0.4229223666210671,-0.8083105335157319,1.0,-1.2001538987688098,-0.014492134062927497,0.0
2020-09-23,-0.81389162984255,-0.4198807327641684,-0.822386202754301,1.0,-1.201553048178815,-0.032519627611652155,0.0
2020-09-24,-0.8116563102635527,-0.4174844653953289,-0.8201414184701092,1.0,-1.2054424683951146,-0.030726376687379472,0.0
2020-09-25,-0.812561629153269,-0.41663451232583065,-0.819935691318328,1.0,-1.2062165058949623,-0.03185423365487674,0.0
2020-09-28,-0.8102008479294248,-0.41527129459123807,-0.8164532568198364,1.0,-1.2053017001413215,-0.035244743265813026,0.0
2020-09-29,-0.8101227912548667,-0.408633893809096,-0.8199204209985882,1.0,-1.206263637530484,-0.03350019252984213,0.0
2020-09-30,-0.8154626326872663,-0.4114057329494176,-0.8310627873995444,1.0,-1.2094632343461258,-0.030168894236967638,0.0
2020-10-01,-0.8159184726522188,-0.41060371517027866,-0.8323873409012729,1.0,-1.2104403164774682,-0.03061575507395941,0.0
2020-10-02,-0.8146062585969739,-0.40792640990371387,-0.8312843878954608,1.0,-1.2112276478679502,-0.03344222833562586,0.0
2020-10-05,-0.8155122748183499,-0.4072402080914915,-0.8321080012038351,1.0,-1.2128638376542416,-0.03172965303753386,0.0
2020-10-06,-0.8189085252560169,-0.41584928488095757,-0.8403837013351769,1.0,-1.2191159313831397,-0.026746748476861256,0.0
2020-10-07,-0.8148819543355345,-0.4202166688247227,-0.8381026371444602,1.0,-1.2149855410246448,-0.027882083818895936,0.0
2020-10-08,-0.8138712875554981,-0.41825078667183935,-0.8368895211000473,1.0,-1.214707530497004,-0.026811500495711023,0.0
2020-10-09,-0.8114608973528522,-0.41788660016409723,-0.8362050351945416,1.0,-1.2191993781577926,-0.03359675260180507,0.0
2020-10-12,-0.8129589632829374,-0.41827213822894166,-0.8366738660907127,1.0,-1.2205183585313175,-0.03123110151187905,0.0
2020-10-13,-0.7960869565217391,-0.43565217391304345,-0.8443043478260869,1.0,-1.2268260869565215,-0.04495652173913044,0.0
2020-10-14,-0.795803769642624,-0.4356418404213642,-0.8421190092717538,1.0,-1.2324903147172768,-0.046924650676881556,0.0
2020-10-15,-0.794473455178416,-0.43398607484769364,-0.8419495213228895,1.0,-1.2316362053959966,-0.0495213228894691,0.0
