Date,IWF,IWM,MTUM,PVH,SPY,VLUE,VXX
2018-09-24,-0.35073531809436853,-0.6611015097661982,-0.09922718231323573,1.0,-0.5621678025238857,-0.5875697003293442,0.0
2018-09-25,-0.35076792643558224,-0.6610689014249845,-0.0992923989956631,1.0,-0.5621678025238857,-0.5875370919881306,0.0
2018-09-26,-0.3506815365551425,-0.6610252396791235,-0.09896954281614817,1.0,-0.5622839626948413,-0.5879801734820322,0.0
2018-09-27,-0.3604125736738703,-0.6504256712508186,-0.10340537000654877,1.0,-0.5679436804191225,-0.5922069417157826,0.0
2018-09-28,-0.36225425950196594,-0.6497378768020969,-0.1035058977719528,1.0,-0.5684796854521624,-0.5925622542595019,0.0
2018-10-01,-0.36224523232190836,-0.6498459925289992,-0.1037420538698473,1.0,-0.5683858706337244,-0.5925355527885182,0.0
2018-10-02,-0.36264857923677196,-0.6753481940008561,-0.09713213262651872,1.0,-0.5671528760989102,-0.5903328833426624,0.0
2018-10-03,-0.3668799946944325,-0.6960573001293232,-0.09924727260669164,1.0,-0.5675962463109725,-0.5862320522598402,0.0
2018-10-04,-0.36664897498838983,-0.697007894911431,-0.09958203410070988,1.0,-0.5671067471638028,-0.5868771976381609,0.0
2018-10-05,-0.3694885947994946,-0.7035645407993616,-0.09719358914677129,1.0,-0.5680654385848241,-0.5867859280441577,0.0
2018-10-08,-0.36807860841853673,-0.7011353073960962,-0.09484132253352809,1.0,-0.5695126809188686,-0.5860775461426105,0.0
2018-10-09,-0.3652905758291474,-0.7043012541166295,-0.08506037723295964,1.0,-0.576660789727554,-0.595256312165264,0.0
2018-10-10,-0.36661456081418164,-0.7029633817806897,-0.0865400605314797,1.0,-0.5774104499950111,-0.592343765590182,0.0
2018-10-11,-0.364542825805165,-0.7069830823943896,-0.07790740186791636,1.0,-0.579918237112374,-0.5943763087047561,0.0
2018-10-12,-0.37729889784504034,-0.70271426221418,-0.07524263859187366,1.0,-0.5617042276690245,-0.5731205790426057,0.0
2018-10-15,-0.3703192747339378,-0.7132439889633425,-0.06490605702273027,1.0,-0.5616213375377743,-0.5746288266982,0.0
2018-10-16,-0.36814595660749505,-0.7241617357001973,-0.057166337935568697,1.0,-0.5627218934911242,-0.5751150558842866,0.0
2018-10-17,-0.357128950613278,-0.6977415795963398,-0.04756960218054383,1.0,-0.5607112726328769,-0.5817054967875916,0.0
2018-10-18,-0.35872531185031187,-0.7009810291060291,-0.045997920997921,1.0,-0.5601286382536382,-0.5826403326403327,0.0
2018-10-19,-0.349859591362448,-0.6926503340757239,-0.03634485652496692,1.0,-0.5643458894160938,-0.5845840999322165,0.0
2018-10-22,-0.34838351874204804,-0.7197990408769125,-0.05278439304472645,1.0,-0.5597168303265585,-0.5816396437542818,0.0
2018-10-23,-0.3502511579359384,-0.7192249983691043,-0.057048731163154794,1.0,-0.5558744862678582,-0.5793920020875465,0.0
2018-10-24,-0.35051008767641206,-0.7179687754636419,-0.05329030996382125,1.0,-0.5567941071021153,-0.5808154884130243,0.0
2018-10-25,-0.32012582613116425,-0.6787302999491611,-0.044833502796136245,1.0,-0.5765442297915607,-0.5571619217081851,0.0
2018-10-26,-0.3105132163447906,-0.6703947575690746,-0.031441983554393364,1.0,-0.5855518099618789,-0.5525660817239532,0.0
2018-10-29,-0.30211897661277665,-0.6757180976298854,-0.02348140009417674,1.0,-0.5818238894992936,-0.5560822476848218,0.0
2018-10-30,-0.2950114588892726,-0.6771104762502748,-0.01845979970489436,1.0,-0.5839324396446175,-0.5649389382475748,0.0
2018-10-31,-0.30126163262756855,-0.6553931671975517,-0.01961151708200612,1.0,-0.5847854599962526,-0.5618324901630128,0.0
2018-11-01,-0.3045299652984025,-0.6522962453496733,-0.02269672054272048,1.0,-0.5848938631318974,-0.5618532528839841,0.0
2018-11-02,-0.30317679558011046,-0.6625753390256153,-0.023606228026117528,1.0,-0.5845680562531391,-0.5651996484178804,0.0
2018-11-05,-0.2992622822162926,-0.6744938000313923,-0.02326165437137027,1.0,-0.5859676659865013,-0.5562392089153979,0.0
2018-11-06,-0.2983546847525747,-0.6737628736498368,-0.024051745792514446,1.0,-0.5865360462195428,-0.5572406430545089,0.0
2018-11-07,-0.29419720081773865,-0.6764271111810033,-0.03170309797137915,1.0,-0.5848718351942128,-0.5579493631074068,0.0
2018-11-08,-0.2725704788485057,-0.6921822572046787,-0.0026654959390385396,1.0,-0.5889491674245038,-0.5795101759227319,0.0
2018-11-09,-0.2703229661310104,-0.6951161986225982,-0.0034906758074153277,1.0,-0.5944526557438914,-0.581370483348533,0.0
2018-11-12,-0.2707768031804127,-0.7028144128226163,-0.0019246545087398244,1.0,-0.5951915188994763,-0.584463936391746,0.0
2018-11-13,-0.251127254509018,-0.700118987975952,-0.0,1.0,-0.5977580160320641,-0.5822582665330662,0.0
2018-11-14,-0.2524822250759545,-0.699439346008081,-0.0,1.0,-0.598271055846149,-0.5819525793215773,0.0
2018-11-15,-0.2521916092673763,-0.7023168440826549,-0.0,1.0,-0.6039448966812774,-0.5724483406386975,0.0
2018-11-16,-0.24417650400858532,-0.6955053342592008,-0.0,1.0,-0.6174168297455969,-0.5992992866611957,0.0
2018-11-19,-0.24977873308888612,-0.6954102920723227,-0.0,1.0,-0.6160702996586168,-0.5996649386774561,0.0
2018-11-20,-0.2481583357045749,-0.6969237092541654,-0.0,1.0,-0.6170286762148661,-0.5995131050618103,0.0
2018-11-21,-0.25003141887646096,-0.6925348749528717,-0.0,1.0,-0.6141133593062712,-0.5851765740857107,0.0
2018-11-23,-0.2491699604743083,-0.7116205533596839,-0.0,1.0,-0.6132173913043478,-0.5880474308300395,0.0
2018-11-26,-0.24932780818017902,-0.7108784360864201,-0.0,1.0,-0.6141460791446556,-0.5889032992756145,0.0
2018-11-27,-0.24563948903958369,-0.7110234978709983,-0.0,1.0,-0.6112915943857437,-0.5861220627661252,0.0
2018-11-28,-0.24273287996204335,-0.7277241815593863,-0.0,1.0,-0.6078127471137119,-0.5847857029890875,0.0
2018-11-29,-0.2132246944531495,-0.7183954873080539,-0.0,1.0,-0.6087746787840802,-0.5934503290504545,0.0
2018-11-30,-0.21273194583751254,-0.7186559679037112,-0.0,1.0,-0.6087951354062188,-0.5942201604814443,0.0
2018-12-03,-0.212005388639995,-0.7186002067733952,-0.0,1.0,-0.6085090385037126,-0.5938469250289796,0.0
2018-12-04,-0.2140096162911285,-0.719556267873417,-0.0,1.0,-0.6125514597278527,-0.596461456271016,0.0
2018-12-06,-0.2090765269721128,-0.69876229177653,-0.0,1.0,-0.6091757917920402,-0.5849799919347334,0.0
2018-12-07,-0.2084871421037938,-0.6989794335701213,-0.0,1.0,-0.6093619133294041,-0.5851971337283246,0.0
2018-12-10,-0.19898132427843804,-0.699768482790554,-0.0,1.0,-0.6086124401913875,-0.5795338786849822,0.0
2018-12-11,-0.19039816990231234,-0.7041239025596637,-0.0,1.0,-0.6075491529615432,-0.5892790898973662,0.0
