Date,BRBR,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-07-15,1.0,-0.4484029829745322,-0.14245110454481497,-0.49781905163922896,-0.7052483467004362,-0.020205431264950047,0.0
2020-07-16,1.0,-0.45469392352311766,-0.12977980514726586,-0.5032100016894746,-0.7089880047305288,-0.019062904769949877,0.0
2020-07-17,1.0,-0.4524801531445302,-0.12848375654523958,-0.5029277630764034,-0.7086312707617815,-0.02263386070604133,0.0
2020-07-20,1.0,-0.45301238738738736,-0.12832207207207208,-0.5020833333333333,-0.7084459459459459,-0.023451576576576576,0.0
2020-07-21,1.0,-0.44950901775414315,-0.12962494020989843,-0.499929658704032,-0.7083931234349061,-0.02622323513688416,0.0
2020-07-22,1.0,-0.45676612289747265,-0.125038740033246,-0.5053109063759051,-0.7074634434959005,-0.022905925111993915,0.0
2020-07-23,1.0,-0.45739101009531336,-0.12951892166262477,-0.507275393378828,-0.7076871016863122,-0.018075686650499127,0.0
2020-07-24,1.0,-0.44013291281820227,-0.1382349628294661,-0.5004787114214914,-0.7071412480288354,-0.029961703086280694,0.0
2020-07-27,1.0,-0.4364790255563777,-0.13444134555182422,-0.5157664067391428,-0.7001821389948204,-0.0590528772269338,0.0
2020-07-28,1.0,-0.4391327882396513,-0.13589356428591778,-0.518418278681519,-0.6994387624284208,-0.05603828950742144,0.0
2020-07-29,1.0,-0.43710664957995155,-0.13433005837960985,-0.517385732592909,-0.6999003274953722,-0.05906307845650007,0.0
2020-07-30,1.0,-0.436544755941369,-0.13006973103742706,-0.5175750675964139,-0.6995588444570942,-0.06241639390920735,0.0
2020-07-31,1.0,-0.43680091077273375,-0.13004126938949767,-0.5176035292443433,-0.6996726910488117,-0.062046392486124945,0.0
2020-08-03,1.0,-0.4397369095413,-0.12847014606645596,-0.5169271945559636,-0.7008057857122518,-0.06135930070328293,0.0
2020-08-04,1.0,-0.43738786204539626,-0.12143650499814883,-0.5150229259818301,-0.7067467889385698,-0.06735397146356051,0.0
2020-08-05,1.0,-0.436782593798184,-0.12283707383930102,-0.5172748558049226,-0.7083547484438354,-0.07009879504311575,0.0
2020-08-06,1.0,-0.43691815637672055,-0.12416471528927979,-0.5168484779256383,-0.7082072077217432,-0.06950711062881947,0.0
2020-08-07,1.0,-0.433768310442306,-0.12461094771708402,-0.5183461351760372,-0.7050055680877187,-0.0736986379600811,0.0
2020-08-10,1.0,-0.44922636103151864,-0.11613180515759312,-0.526647564469914,-0.7081948424068768,-0.06515759312320918,0.0
2020-08-11,1.0,-0.45616300760510836,-0.11611422011766395,-0.5334481274214378,-0.7092552733534223,-0.05487157411393314,0.0
2020-08-12,1.0,-0.4555000860733345,-0.1157112526539278,-0.5325931026567968,-0.7105640672519653,-0.05477133184139553,0.0
2020-08-13,1.0,-0.4553591921046592,-0.1157333027312371,-0.5323617167775992,-0.710724122102364,-0.05476818912095479,0.0
2020-08-14,1.0,-0.45515836584806063,-0.11570461326600873,-0.5321895799862291,-0.710638053706679,-0.05525591002983705,0.0
2020-08-17,1.0,-0.454858421550908,-0.11552916200476232,-0.532116934905471,-0.7103594686863471,-0.05600022950913733,0.0
2020-08-18,1.0,-0.45451155853840414,-0.11495439683359145,-0.5289680491022772,-0.7115528021568289,-0.05810818562496414,0.0
2020-08-19,1.0,-0.45195892846899555,-0.11759307061320484,-0.5280789307634945,-0.7106350025813112,-0.059829059829059825,0.0
2020-08-20,1.0,-0.45143529006911187,-0.11789165782455335,-0.527802471968111,-0.710361044994408,-0.06025063806601474,0.0
2020-08-21,1.0,-0.44956706233155574,-0.1184700957623717,-0.5262629737943689,-0.709989104879867,-0.06279029760880785,0.0
2020-08-24,1.0,-0.45076159605289584,-0.11594618628266544,-0.5271219987952154,-0.7114827457617395,-0.06325119761337886,0.0
2020-08-25,1.0,-0.4509207733348632,-0.11620102116918134,-0.5280247834318169,-0.7107452240261604,-0.06258963914864323,0.0
2020-08-26,1.0,-0.4493531082360366,-0.11635445652485728,-0.5274391118505981,-0.7108350784589346,-0.06471786339252417,0.0
2020-08-27,1.0,-0.433793360686311,-0.12765041746764985,-0.5218776002065819,-0.7093793934525005,-0.07649269790261957,0.0
2020-08-28,1.0,-0.43292490458836697,-0.12777985021090993,-0.521507073373698,-0.7104364544176303,-0.0768171253120606,0.0
2020-08-31,1.0,-0.4329822950443341,-0.12786593589486067,-0.521507073373698,-0.7102068925937616,-0.07698929667996211,0.0
2020-09-01,1.0,-0.4321622475654247,-0.1317399672517308,-0.5107580937060126,-0.7182212519031341,-0.07974490821866652,0.0
2020-09-02,1.0,-0.4287231904447444,-0.12911654081368976,-0.5105802635734589,-0.7172758333572598,-0.0854460363490195,0.0
2020-09-03,1.0,-0.42942020665901265,-0.13160160734787602,-0.5120551090700345,-0.7152411021814007,-0.08194603903559128,0.0
2020-09-04,1.0,-0.3902974020054694,-0.13220715587967183,-0.48287944393801274,-0.7301731996353691,-0.11309252506836827,0.0
2020-09-08,1.0,-0.388422221589453,-0.13203678920242604,-0.4819898060878727,-0.7284091232666078,-0.11660354793701415,0.0
2020-09-09,1.0,-0.3788351386604662,-0.13585322973969263,-0.46889355186298426,-0.7257131514773436,-0.1262972835025237,0.0
2020-09-10,1.0,-0.373203169213356,-0.13573853989813242,-0.4617996604414262,-0.7255800792303339,-0.13330503678551217,0.0
2020-09-11,1.0,-0.36749406310075766,-0.14028044781182858,-0.46183421915639494,-0.724358249462852,-0.1331561687210223,0.0
2020-09-14,1.0,-0.3677871702807385,-0.14065194650985272,-0.46190381951316045,-0.7237850216278873,-0.13304684628650587,0.0
2020-09-15,1.0,-0.37189381731829363,-0.12885534164475732,-0.4534249286178724,-0.7344867554349362,-0.13835411189325192,0.0
2020-09-16,1.0,-0.37059023066485747,-0.1289857530529172,-0.4481004070556309,-0.7360639981908639,-0.14303482587064675,0.0
2020-09-17,1.0,-0.36971821033888247,-0.12958932760521183,-0.4475565981741612,-0.735451230886634,-0.14406037138577202,0.0
2020-09-18,1.0,-0.36548295053253105,-0.12893748057745005,-0.447410797525214,-0.7341865129813261,-0.14910868152668305,0.0
2020-09-21,1.0,-0.36327694784106634,-0.13134336788003728,-0.4497754934907232,-0.7310440258676683,-0.14854141368501314,0.0
2020-09-22,1.0,-0.3621035388482503,-0.13262914113028498,-0.44878131442935015,-0.732171604484989,-0.14855819470726128,0.0
2020-09-23,1.0,-0.36449179123456443,-0.13317697589646502,-0.4481053434683094,-0.7330243861086778,-0.14691005679730992,0.0
2020-09-24,1.0,-0.3594137542277339,-0.12694475760992108,-0.44430665163472377,-0.7348647125140925,-0.15295941375422772,0.0
2020-09-25,1.0,-0.35992782836683485,-0.12649770234839727,-0.444109272363339,-0.7351357446928476,-0.15353387274111246,0.0
2020-09-28,1.0,-0.35621495195423675,-0.12238284442190098,-0.4364696931270606,-0.737453151858427,-0.16544086566911825,0.0
2020-09-29,1.0,-0.358990322032939,-0.12722847925745656,-0.4364989529684758,-0.7405059709095025,-0.16659120493519722,0.0
2020-09-30,1.0,-0.3612529792305073,-0.12904324140279197,-0.44268527976393146,-0.7403245942571786,-0.16405629326977644,0.0
2020-10-01,1.0,-0.3613333333333334,-0.12973049645390072,-0.4420992907801419,-0.7396879432624115,-0.16402836879432625,0.0
2020-10-02,1.0,-0.3608747447243023,-0.12863058770138416,-0.4416553210800998,-0.7399875198547765,-0.16524846834581347,0.0
2020-10-05,1.0,-0.3549739406299569,-0.13219465216406073,-0.43606956718785406,-0.7400294584183095,-0.16927260367097213,0.0
2020-10-06,1.0,-0.34964462996389895,-0.124153880866426,-0.4241031137184116,-0.7401850180505416,-0.18228226534296033,0.0
2020-10-07,1.0,-0.34609317784913524,-0.12757027773083204,-0.42363810489549886,-0.7357331981296827,-0.18365162526054868,0.0
2020-10-08,1.0,-0.3463477844446322,-0.12724302093016704,-0.424603509958027,-0.7357953745175919,-0.18299107017099073,0.0
2020-10-09,1.0,-0.34586783843163765,-0.12619007379865924,-0.42420145343924287,-0.7349726775956283,-0.18551067545490396,0.0
2020-10-12,1.0,-0.343419274938077,-0.12564737671695564,-0.4246228326953389,-0.7349977482548975,-0.18596599864895297,0.0
2020-10-13,1.0,-0.34323876869545694,-0.1245896119201953,-0.42015321154979374,-0.7295507478182787,-0.1885680612846199,0.0
2020-10-14,1.0,-0.3437806896938747,-0.12483515250147312,-0.42161676814725446,-0.7282190858329358,-0.18746317236735036,0.0
2020-10-15,1.0,-0.34175084175084175,-0.12247474747474749,-0.42241863075196406,-0.7273007856341189,-0.19189113355780024,0.0
2020-10-16,1.0,-0.3401547432159677,-0.12303767660910518,-0.42304888988562456,-0.7261717873962772,-0.19093406593406595,0.0
2020-10-19,1.0,-0.33955286602790385,-0.12447470163052614,-0.4278310080125512,-0.7249397657869671,-0.1848209783156833,0.0
2020-10-20,1.0,-0.33904809928005153,-0.12435218645824578,-0.4239291817239544,-0.7285766310894473,-0.1854777712412808,0.0
2020-10-21,1.0,-0.33711516373924977,-0.1220830882146959,-0.43000812393198307,-0.7264476006387091,-0.18570187970977953,0.0
2020-10-22,1.0,-0.33633516053249807,-0.12207741358093747,-0.4300536972815751,-0.7246056605884327,-0.1836335160532498,0.0
2020-10-23,1.0,-0.34111953450639215,-0.11844350574873416,-0.4316446135340028,-0.7259909922510979,-0.18026687554200352,0.0
2020-10-26,1.0,-0.33900622157743493,-0.11773568060709204,-0.4281170660937979,-0.7239628379320927,-0.18115113132271293,0.0
2020-10-27,1.0,-0.3380482089052561,-0.11583528624037497,-0.4269333779712086,-0.7287133132462895,-0.18033701595804041,0.0
2020-10-28,1.0,-0.34116860691806383,-0.11702779479752688,-0.4195956107614326,-0.7262853005068791,-0.1809725394084554,0.0
2020-10-29,1.0,-0.3353068712474983,-0.11440960640426952,-0.4183900378029797,-0.7317378252168111,-0.17975872804091617,0.0
2020-10-30,1.0,-0.33283279107922475,-0.1117599621812519,-0.4225132782736854,-0.7326548204999861,-0.18100164066627736,0.0
2020-11-02,1.0,-0.33552192299131983,-0.1135099042955709,-0.4228243935010016,-0.7334464722902292,-0.17683062541731584,0.0
2020-11-03,1.0,-0.333426137312768,-0.11300740575755888,-0.42179408653043043,-0.7343671696642352,-0.18152458377415223,0.0
2020-11-04,1.0,-0.33354661028736754,-0.10935543995326452,-0.42114780092914567,-0.7351934792889532,-0.1826021642974379,0.0
2020-11-05,1.0,-0.3163567846158109,-0.11571392945218764,-0.4057191942143035,-0.7364293829144615,-0.19670813821386018,0.0
2020-11-06,1.0,-0.3107194658055335,-0.11206589857967762,-0.4030267370898443,-0.7234065843846639,-0.18748802714758764,0.0
