Date,IWF,IWM,MTUM,SEDG,SPY,VLUE,VXX
2018-09-24,-1.4461485139935881,-2.2428732345550646,-0.4639112728533056,1.0,-1.8646564422493719,-1.6471709557230743,0.0
2018-09-25,-1.44791756862066,-2.238808554853234,-0.4682656507056889,1.0,-1.8612866914884407,-1.6424798683868733,0.0
2018-09-26,-1.4518879415347137,-2.248390464590221,-0.4627631807899774,1.0,-1.8739342265529841,-1.6632155907429964,0.0
2018-09-27,-1.4523499261575883,-2.2388150464772827,-0.4645990791416905,1.0,-1.8711667101033793,-1.660498653461906,0.0
2018-09-28,-1.455535071547713,-2.2768852602932137,-0.4712492318497059,1.0,-1.8928101132473005,-1.6823808269686595,0.0
2018-10-01,-1.457755137888635,-2.275601616019673,-0.4718074828737045,1.0,-1.894519585455823,-1.6830317934305286,0.0
2018-10-02,-1.4599508167925521,-2.25768487616371,-0.47883365536623923,1.0,-1.8985596346390303,-1.687686632706833,0.0
2018-10-03,-1.4856018601323555,-2.262117689143266,-0.47782149883741726,1.0,-1.9591307458415308,-1.7581827937757109,0.0
2018-10-04,-1.4974023647438195,-2.2511644571838048,-0.4810999641705482,1.0,-1.974561089215335,-1.7531350770333214,0.0
2018-10-05,-1.4687750556792871,-2.23260579064588,-0.4461469933184855,1.0,-1.989933184855234,-1.7712249443207126,0.0
2018-10-08,-1.4617978525157511,-2.220693939125033,-0.43854822965657997,1.0,-1.9882864495518682,-1.7645753837962552,0.0
2018-10-09,-1.4630374541878968,-2.242960579243765,-0.41700187717886833,1.0,-2.0174309466344864,-1.7984267453294003,0.0
2018-10-10,-1.4630026809651475,-2.2423592493297586,-0.41644325290437895,1.0,-2.017426273458445,-1.797319034852547,0.0
2018-10-11,-1.3319233425414365,-2.243093922651934,-0.2124482044198895,1.0,-1.9974965469613262,-1.8476346685082874,0.0
2018-10-12,-1.3465228835866518,-2.2189012481956354,-0.19138999745266197,1.0,-1.9482041266876116,-1.786108516600153,0.0
2018-10-15,-1.3332768983323458,-2.233471599085753,-0.16574959790061797,1.0,-1.9473461440785576,-1.7854059087446033,0.0
2018-10-16,-1.3310649880911876,-2.2783259612112965,-0.14205512078938415,1.0,-1.9589145968016333,-1.795848928206873,0.0
2018-10-17,-1.2796589121616029,-2.1698816127162845,-0.09437867373126915,1.0,-1.9360046361453764,-1.7989071943041643,0.0
2018-10-18,-1.2793046357615894,-2.1692880794701987,-0.09437086092715231,1.0,-1.936341059602649,-1.798841059602649,0.0
2018-10-19,-1.2509400032695766,-2.1364230832107243,-0.06130456105934281,1.0,-1.9352623835213338,-1.7900114435180643,0.0
2018-10-22,-1.2553939195815627,-2.1229977116704806,-0.04870872834259562,1.0,-1.9458973520758418,-1.7996077149395229,0.0
2018-10-23,-1.2586418239764647,-2.122007027866307,-0.05614121108114734,1.0,-1.9396093813843263,-1.7956198414644111,0.0
2018-10-24,-1.2588331293349653,-2.116687066503468,-0.043655650754793954,1.0,-1.9421460628314973,-1.7985312117503058,0.0
2018-10-25,-1.1655844155844155,-1.9635899814471243,-0.016929499072356215,1.0,-1.898886827458256,-1.6852968460111317,0.0
2018-10-26,-1.1235989559342854,-1.9454936281283588,-0.0,1.0,-1.930677107323814,-1.677184093351758,0.0
2018-10-29,-1.073178199632578,-1.9741273729332518,-0.0,1.0,-1.9126607470912431,-1.6946570728720147,0.0
2018-10-30,-1.0443319527534898,-1.9808252799509127,-0.0,1.0,-1.919619573554226,-1.725111213376285,0.0
2018-10-31,-1.0481287481970696,-1.9277309648523493,-0.0,1.0,-1.908525013284749,-1.7069004782509676,0.0
2018-11-01,-1.0180923542770628,-1.9454958364875097,-0.0,1.0,-1.9028766086298259,-1.703557910673732,0.0
2018-11-02,-1.0166441745389114,-1.89871045134203,-0.0,1.0,-1.8975108711950817,-1.6845104213525266,0.0
2018-11-05,-1.037463976945245,-1.8948126801152736,-0.0,1.0,-1.9212801456089792,-1.7303200364022449,0.0
2018-11-06,-1.0350850546780075,-1.894668894289186,-0.0,1.0,-1.9270200486026732,-1.7374696233292832,0.0
2018-11-07,-1.0391616949671103,-1.9161694967110297,-0.0,1.0,-1.9400336545816121,-1.7534037020039774,0.0
2018-11-08,-0.9741828338491734,-1.908583075413301,-0.0,1.0,-1.9113006718502303,-1.754812410357062,0.0
2018-11-09,-0.9760537845596011,-1.909880646623357,-0.0,1.0,-1.9117691494183413,-1.7562320592234477,0.0
2018-11-12,-0.9733223115653415,-1.8700683850604944,-0.0,1.0,-1.9234237619298116,-1.7481025024423236,0.0
2018-11-13,-0.9264967397747482,-1.845435684647303,-0.0,1.0,-1.9107883817427387,-1.7268079430942502,0.0
2018-11-14,-0.9327931008846927,-1.8501970113746191,-0.0,1.0,-1.9191881644487399,-1.7321388744331279,0.0
2018-11-15,-0.9365518272176966,-1.8707122038711603,-0.0,1.0,-1.9457439653239665,-1.7202750168148866,0.0
2018-11-16,-0.9273173634875761,-1.8489064127361998,-0.0,1.0,-1.9385508108912362,-1.7245945543817882,0.0
2018-11-19,-0.9276947110020085,-1.848620099680131,-0.0,1.0,-1.9381834411961616,-1.7242431004984007,0.0
2018-11-20,-0.828285820066642,-1.8338393187708255,-0.0,1.0,-1.9580895964457607,-1.7845242502776748,0.0
2018-11-21,-0.8325051154633148,-1.8091932183572057,-0.0,1.0,-1.9424144986845953,-1.7236919029523532,0.0
2018-11-23,-0.8328593305622403,-1.7911470867060453,-0.0,1.0,-1.9457449135856486,-1.7226719171589002,0.0
2018-11-26,-0.834437573616019,-1.8360571260306244,-0.0,1.0,-1.9587014134275618,-1.7324057714958778,0.0
2018-11-27,-0.810019804885205,-1.8494095210151837,-0.0,1.0,-1.9518814640944766,-1.7238318785300373,0.0
2018-11-28,-0.8096705554332674,-1.8553085332746349,-0.0,1.0,-1.9495927801012547,-1.7227969770342653,0.0
2018-11-29,-0.7607975813417795,-1.8127699395335446,-0.0,1.0,-1.9190181399366544,-1.7058019003743161,0.0
2018-11-30,-0.7600777425856609,-1.81298589116038,-0.0,1.0,-1.9195220270659374,-1.7058019003743161,0.0
2018-12-03,-0.7581958195819583,-1.8633663366336635,-0.0,1.0,-1.9659699303263662,-1.7465346534653465,0.0
2018-12-04,-0.7404541140395706,-1.8654449879535664,-0.0,1.0,-1.955829743739505,-1.7391399576549609,0.0
2018-12-06,-0.713015873015873,-1.7147089947089948,-0.0,1.0,-1.9546384479717813,-1.6723809523809525,0.0
2018-12-07,-0.7341709256104485,-1.7252981260647358,-0.0,1.0,-1.9685547984099945,-1.6702867688813172,0.0
2018-12-10,-0.6850261780104713,-1.7137870855148343,-0.0,1.0,-1.95239092495637,-1.6295986038394417,0.0
2018-12-11,-0.6974015088013411,-1.7108130762782898,-0.0,1.0,-1.9570410729253978,-1.6199357362391729,0.0
2018-12-12,-0.6987286951662475,-1.7104638167085777,-0.0,1.0,-1.957180776753283,-1.618818105616094,0.0
2018-12-13,-0.6978140931629303,-1.701934492632167,-0.0,1.0,-1.9681542007123403,-1.6158251274530342,0.0
2018-12-14,-0.7040396288285773,-1.6838066001534917,-0.0,1.0,-1.9746040605595476,-1.6144561501430263,0.0
2018-12-17,-0.6658556930348951,-1.6848324760183515,-0.0,1.0,-1.9513415820937026,-1.649172806895593,0.0
2018-12-18,-0.6373399421726559,-1.6561338289962826,-0.0,1.0,-1.9411400247831474,-1.6495938317499657,0.0
2018-12-19,-0.6310385225001723,-1.660326648749225,-0.0,1.0,-1.9466611536076082,-1.6533664116876854,0.0
2018-12-20,-0.6254533014026685,-1.6284639069449196,-0.0,1.0,-1.9502565856996237,-1.6381115292507697,0.0
2018-12-21,-0.614272134709397,-1.6230309614340033,-0.0,1.0,-1.9493481803367738,-1.6031368821292775,0.0
2018-12-24,-0.5717458608157222,-1.5774666846143492,-0.0,1.0,-1.9416475972540048,-1.6395207968771035,0.0
2018-12-26,-0.5670719553518038,-1.5845458773503422,-0.0,1.0,-1.889376121187961,-1.6030828516377649,0.0
2018-12-27,-0.45525734133249135,-1.501673508051784,-0.0,1.0,-1.7524471108304391,-1.605683612251342,0.0
2018-12-28,-0.44595362941436606,-1.5138037778760505,-0.0,1.0,-1.7543117063617413,-1.6034493650893928,0.0
2018-12-31,-0.44728030829490184,-1.5124139238107273,-0.0,1.0,-1.7541853559921663,-1.6037020658285428,0.0
2019-01-02,-0.44062342251388187,-1.5115471983846542,-0.0,1.0,-1.7513250883392226,-1.606511862695608,0.0
2019-01-03,-0.4404341241797072,-1.5115471983846542,-0.0,1.0,-1.7514512872286723,-1.606511862695608,0.0
2019-01-04,-0.37703685134118825,-1.5319002256204561,-0.0,1.0,-1.7333918275256954,-1.62496866382552,0.0
2019-01-07,-0.33502259128098666,-1.4700207595555013,-0.0,1.0,-1.718524850409085,-1.5823055318109658,0.0
2019-01-08,-0.3468440594059406,-1.443131188118812,-0.0,1.0,-1.7909653465346536,-1.6071782178217824,0.0
2019-01-09,-0.3402966625463535,-1.4218170580964153,-0.0,1.0,-1.7946229913473426,-1.623733003708282,0.0
2019-01-10,-0.34156581872067177,-1.4167078290936033,-0.0,1.0,-1.7956285502593234,-1.62046184243023,0.0
2019-01-11,-0.3453308596165739,-1.396351267779839,-0.0,1.0,-1.8026592455163883,-1.6398886827458257,0.0
2019-01-14,-0.3549224398986465,-1.3936097892590074,-0.0,1.0,-1.7994561522773622,-1.632161176688709,0.0
2019-01-15,-0.3536185228750077,-1.3874822014486474,-0.0,1.0,-1.8035039930663035,-1.6461338451061722,0.0
2019-01-16,-0.33046705845963503,-1.393380760903186,-0.0,1.0,-1.793133312712651,-1.6691617692545624,0.0
2019-01-17,-0.3276661514683153,-1.3953632148377126,-0.0,1.0,-1.7923956723338486,-1.667017001545595,0.0
2019-01-18,-0.3363251059586138,-1.3884318125155823,-0.0,1.0,-1.7975567190226875,-1.7105459985041138,0.0
2019-01-22,-0.0,-1.4295168337188382,-0.0,1.0,-2.1800950912361863,-1.8154716011308145,0.0
2019-01-23,-0.0,-1.3416982221936975,-0.0,1.0,-2.200372248251075,-1.8760028239522495,0.0
2019-01-24,-0.0,-1.3413646877409406,-0.0,1.0,-2.2061166795168337,-1.8776021588280647,0.0
2019-01-25,-0.0,-1.244542066027689,-0.0,1.0,-2.3925053248136314,-2.0189696485623,0.0
2019-01-28,-0.0,-1.2063185899567674,-0.0,1.0,-2.4324575989358164,-2.0123711340206185,0.0
2019-01-29,-0.0,-1.2165396443374783,-0.0,1.0,-2.4269955876454072,-2.0417836609172353,0.0
2019-01-30,-0.0,-1.2155856276248251,-0.0,1.0,-2.420371975201653,-2.0302646490233984,0.0
2019-01-31,-0.0,-1.2449675650371164,-0.0,1.0,-2.364408479903698,-2.0782451681936736,0.0
2019-02-01,-0.0,-0.9762499999999998,-0.0,1.0,-2.105654761904762,-1.8704761904761904,0.0
2019-02-04,-0.0,-0.9808127755928971,-0.0,1.0,-2.1157788106304376,-1.8621141699439876,0.0
2019-02-05,-0.0,-0.97705986959099,-0.0,1.0,-2.085121517486663,-1.8655008891523415,0.0
2019-02-06,-0.0,-0.9600592592592592,-0.0,1.0,-2.088414814814815,-1.8774518518518517,0.0
2019-02-07,-0.0,-0.9652106916375275,-0.0,1.0,-2.093581461506549,-1.867836187992651,0.0
2019-02-08,-0.0,-0.966771681626345,-0.0,1.0,-2.1137728110325154,-1.8636985079950068,0.0
2019-02-11,-0.0,-0.9546566433983653,-0.0,1.0,-2.1335242527295506,-1.8780502356661297,0.0
2019-02-12,-0.0,-0.9752155172413792,-0.0,1.0,-2.140205938697318,-1.8711685823754791,0.0
2019-02-13,-0.0,-1.0196857504063572,-0.0,1.0,-2.1426765396424057,-1.8578050689302268,0.0
2019-02-14,-0.0,-0.9669386521607737,-0.0,1.0,-2.1834391054699305,-1.893804774856452,0.0
2019-02-15,-0.0,-0.9898928765962599,-0.0,1.0,-2.1752708345942025,-1.8869454699509776,0.0
2019-02-19,-0.0,-0.9478742168967824,-0.0,1.0,-2.236299495164528,-1.898181375828721,0.0
2019-02-20,-0.0,-0.9344988769501609,-0.0,1.0,-2.2425787652522313,-1.8934620287743582,0.0
2019-02-21,-0.0,-0.9448953438701411,-0.0,1.0,-2.2605724049551474,-1.8969304936840181,0.0
2019-02-22,-0.0,-0.9472719496547932,-0.0,1.0,-2.2743324983197897,-1.8883118470092257,0.0
2019-02-25,-0.0,-0.9352261553588987,-0.0,1.0,-2.299963126843658,-1.9103367748279254,0.0
2019-02-26,-0.0,-0.936039360393604,-0.0,1.0,-2.3150061500615005,-1.8990159901599017,0.0
2019-02-27,-0.0,-0.9243982023025304,-0.0,1.0,-2.337807055346919,-1.894292926183587,0.0
2019-02-28,-0.0,-0.9404423575929816,-0.0,1.0,-2.353453601878166,-1.884282713456073,0.0
2019-03-01,-0.0,-0.9452130945027796,-0.0,1.0,-2.356578134651019,-1.8748610253242741,0.0
2019-03-04,-0.0,-0.9317196979076391,-0.0,1.0,-2.347406215178903,-1.911291321035038,0.0
2019-03-05,-0.0,-0.8947694212318169,-0.0,1.0,-2.386939028164655,-1.908325595790777,0.0
2019-03-06,-0.0,-0.8950293300401357,-0.0,1.0,-2.382278481012658,-1.897437480703921,0.0
2019-03-07,-0.0,-0.8594115474578358,-0.0,1.0,-2.412840083712914,-1.8831712421519142,0.0
2019-03-08,-0.0,-0.8312036402169171,-0.0,1.0,-2.497974194352677,-1.9040703110390826,0.0
2019-03-11,-0.0,-0.8314854479022301,-0.0,1.0,-2.4929444374448786,-1.975116542774348,0.0
2019-03-12,-0.0,-0.7633734323009982,-0.0,1.0,-2.553685692347069,-2.0817762989506017,0.0
2019-03-13,-0.0,-0.8048150777770605,-0.0,1.0,-2.5642548247595687,-2.085522494029562,0.0
2019-03-14,-0.0,-0.8068268497330282,-0.0,1.0,-2.4969488939740656,-2.0526951436562424,0.0
2019-03-15,-0.0,-0.7989654511782361,-0.0,1.0,-2.5106328628903505,-2.07650552397982,0.0
2019-03-18,-0.0,-0.8354116299783689,-0.0,1.0,-2.4713704033592063,-2.0553505535055354,0.0
2019-03-19,-0.0,-0.8393679631525077,-0.0,1.0,-2.481000511770727,-2.0767656090071647,0.0
2019-03-20,-0.0,-0.8483533316313505,-0.0,1.0,-2.4548761807505746,-2.0792698493745214,0.0
2019-03-21,-0.0,-0.8432470258922323,-0.0,1.0,-2.4789744894713404,-2.039506329919206,0.0
2019-03-22,-0.0,-0.848961692248162,-0.0,1.0,-2.561911518122017,-2.038243260673288,0.0
2019-03-25,-0.0,-0.7196533620089821,-0.0,1.0,-2.5820102473274718,-2.0237839205515846,0.0
2019-03-26,-0.0,-0.7468362400050369,-0.0,1.0,-2.525530441352389,-2.0236731096140526,0.0
