Date,EB,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-06-12,1.0,-0.0,-1.194095749285776,-1.1958272011081292,-2.871785992554757,-2.395463596225435,0.0
2019-06-13,1.0,-0.0,-1.2004329004329004,-1.2025974025974024,-2.869090909090909,-2.3858874458874455,0.0
2019-06-14,1.0,-0.0,-1.194276327165831,-1.2061213902818608,-2.8671104962822067,-2.3785232578246585,0.0
2019-06-17,1.0,-0.0,-1.1914433880726016,-1.2063094209161624,-2.8682800345721695,-2.377095937770095,0.0
2019-06-18,1.0,-0.0,-1.2261324041811847,-1.2056620209059234,-2.8931184668989545,-2.3858885017421603,0.0
2019-06-19,1.0,-0.0,-1.2214403613934497,-1.2273477543219529,-2.8901051168447567,-2.348449309356268,0.0
2019-06-20,1.0,-0.0,-1.2203595935029967,-1.221141318509511,-2.893772257448102,-2.3506470945887257,0.0
2019-06-21,1.0,-0.0,-1.2367574149778204,-1.2116204227189702,-2.8853613986257285,-2.364181960511438,0.0
2019-06-24,1.0,-0.0,-1.2299130434782608,-1.2073913043478262,-2.8903478260869564,-2.368,0.0
2019-06-25,1.0,-0.0,-1.2197305519339419,-1.211386353759235,-2.8926553672316384,-2.368013906996958,0.0
2019-06-26,1.0,-0.0,-1.2263510573492298,-1.1927595509529196,-2.878600643982247,-2.4047515446871466,0.0
2019-06-27,1.0,-0.0,-1.2317742356937549,-1.2027697935719885,-2.884330633220103,-2.39108091629649,0.0
2019-06-28,1.0,-0.0,-1.1848015320334262,-1.2197945682451254,-2.9078168523676884,-2.3922353760445683,0.0
2019-07-01,1.0,-0.0,-1.1703420732766106,-1.2269491231116514,-2.9105747525612085,-2.374283729814204,0.0
2019-07-02,1.0,-0.0,-1.1692241005635025,-1.2190723883831815,-2.908192457737321,-2.372778500216732,0.0
2019-07-03,1.0,-0.0,-1.1766542364062094,-1.213077790304397,-2.9065128783279857,-2.3760298326250977,0.0
2019-07-05,1.0,-0.0,-1.1782582269688286,-1.2034383954154728,-2.911522097768516,-2.3896848137535818,0.0
2019-07-08,1.0,-0.0,-1.1830973681924781,-1.2004690350039087,-2.9107096325892474,-2.3915573699296444,0.0
2019-07-09,1.0,-0.0,-1.174403470715835,-1.1972234273318871,-2.912451193058568,-2.392711496746204,0.0
2019-07-10,1.0,-0.0,-1.1752863589031588,-1.1984553974314476,-2.9118361679972233,-2.391877820201319,0.0
2019-07-11,1.0,-0.0,-1.1795383547379383,-1.1958521346754598,-2.909232905241236,-2.392919125303714,0.0
2019-07-12,1.0,-0.0,-1.182977615825091,-1.195904910636821,-2.907079646017699,-2.390074613916363,0.0
2019-07-15,1.0,-0.0,-1.1785961871750432,-1.2053726169844021,-2.913951473136915,-2.3676776429809356,0.0
2019-07-16,1.0,-0.0,-1.1769650749631682,-1.2071236675621804,-2.9137706907011007,-2.3683161452465553,0.0
2019-07-17,1.0,-0.0,-1.1828739816259317,-1.203848153926157,-2.9115964638585545,-2.3687814179233837,0.0
2019-07-18,1.0,-0.0,-1.1849731042859621,-1.217074440395627,-2.913413152871768,-2.3605760888426164,0.0
2019-07-19,1.0,-0.0,-1.1851916074215363,-1.215449973989943,-2.9123461071614356,-2.357031385469048,0.0
2019-07-22,1.0,-0.0,-1.1847627340008708,-1.2050500653025686,-2.921811057901611,-2.39538528515455,0.0
2019-07-23,1.0,-0.0,-1.1881041539667334,-1.2016023687189759,-2.9213620134111293,-2.3975441957676566,0.0
2019-07-24,1.0,-0.0,-1.1860545992001392,-1.2151799687010956,-2.912710832898626,-2.3802816901408455,0.0
2019-07-25,1.0,-0.0,-1.1701943095072866,-1.2197258848022208,-2.915943789035392,-2.368667591950035,0.0
2019-07-26,1.0,-0.0,-1.1525129982668978,-1.2233102253032928,-2.9212305025996534,-2.368370883882149,0.0
2019-07-29,1.0,-0.0,-1.1344472340057137,-1.223270712492425,-2.9183620465760542,-2.3811791186910227,0.0
2019-07-30,1.0,-0.0,-1.1260074529855273,-1.2267960828494668,-2.922956928676662,-2.390501776583759,0.0
2019-07-31,1.0,-0.0,-1.139452244756457,-1.2244756456924943,-2.918356734269371,-2.3847287224822327,0.0
2019-08-01,1.0,-0.0,-1.1537730961837334,-1.1921947850112242,-2.9205663961319286,-2.367639440511138,0.0
2019-08-02,1.0,-0.0,-1.1254526642524574,-1.2281427832384895,-2.9246421796861526,-2.3440248318675634,0.0
2019-08-05,1.0,-0.0,-1.1179562295364467,-1.2195416164053077,-2.9372738238841976,-2.341547475443736,0.0
2019-08-06,1.0,-0.0,-1.0814827183169142,-1.1604608448822844,-2.8272666555351478,-2.279428953080648,0.0
2019-08-07,1.0,-0.0,-1.101435965937552,-1.1206378360327265,-2.821673067290032,-2.3049757889464018,0.0
2019-08-08,1.0,-0.0,-1.1036416910841356,-1.1297614064462116,-2.829970699037254,-2.3083298451234824,0.0
2019-08-09,1.0,-0.0,-1.0672512201174622,-1.1031516254446192,-2.791628753412193,-2.309951195301514,0.0
2019-08-12,1.0,-0.0,-1.0532871401468282,-1.1125958921059143,-2.795430174049328,-2.2873876103274764,0.0
2019-08-13,1.0,-0.0,-1.0453199539397928,-1.1028952130284586,-2.796430333936503,-2.2803092613916762,0.0
2019-08-14,1.0,-0.0,-1.054838182412553,-1.08989865969271,-2.767734553775744,-2.2602157567832624,0.0
2019-08-15,1.0,-0.0,-1.085087578338422,-1.097862767154106,-2.724248754619958,-2.127591193957898,0.0
2019-08-16,1.0,-0.0,-1.0762705017370928,-1.1152944978589319,-2.7555950553445903,-2.1322614526945136,0.0
2019-08-19,1.0,-0.0,-1.0458149779735681,-1.1128554265118142,-2.744973968762515,-2.1060472567080497,0.0
2019-08-20,1.0,-0.0,-1.0433742624780737,-1.1109073512996333,-2.7333758571200764,-2.0855525434539945,0.0
2019-08-21,1.0,-0.0,-1.0470354158376443,-1.114126541981695,-2.727576601671309,-2.069876641464385,0.0
2019-08-22,1.0,-0.0,-1.0462992376111817,-1.1095139771283353,-2.7291931385006354,-2.056543837357052,0.0
2019-08-23,1.0,-0.0,-1.0503539893405458,-1.1118447219791585,-2.738047887996182,-2.0545700421605284,0.0
2019-08-26,1.0,-0.0,-0.9953161592505856,-1.0945355191256831,-2.7143637782982046,-2.0021077283372364,0.0
2019-08-27,1.0,-0.0,-0.9885576399159337,-1.0828987312212968,-2.7049894917101267,-2.0074725616875537,0.0
2019-08-28,1.0,-0.0,-0.9671774130823677,-1.1005677840864898,-2.7131523683596486,-1.9969666329625884,0.0
2019-08-29,1.0,-0.0,-0.9505181952777995,-1.1260811969142055,-2.7344346606405363,-1.9813761396399907,0.0
2019-08-30,1.0,-0.0,-0.9247904377522508,-1.136370692331574,-2.739444271965228,-1.960959329400807,0.0
2019-09-03,1.0,-0.0,-0.9342361273250837,-1.1446026928165618,-2.757413028251226,-1.9465328041092693,0.0
2019-09-04,1.0,-0.0,-0.9145412130637637,-1.1441679626749612,-2.7633748055987564,-1.9539657853810266,0.0
2019-09-05,1.0,-0.0,-0.9360843934222773,-1.138768228358672,-2.76683214396525,-1.9149860378529318,0.0
2019-09-06,1.0,-0.0,-0.9108039230828636,-1.169356707081628,-2.7776662290524365,-1.8647772028728087,0.0
2019-09-09,1.0,-0.0,-0.9029014430457476,-1.1661037764814246,-2.754528707399447,-1.8522413263739637,0.0
2019-09-10,1.0,-0.0,-0.9037457783236106,-1.161575069081977,-2.756063862450107,-1.8544673011974209,0.0
2019-09-11,1.0,-0.0,-0.8898201767753734,-1.1248095092959465,-2.7345321548308443,-1.8704663212435233,0.0
2019-09-12,1.0,-0.0,-0.9140601275432735,-1.107273003340419,-2.7171272395991495,-1.8534011539629518,0.0
2019-09-13,1.0,-0.0,-0.9107874374146564,-1.0968745258686088,-2.714990138067061,-1.8634501593081476,0.0
2019-09-16,1.0,-0.0,-0.9063114878159527,-1.0894505827153018,-2.7121991826850307,-1.8597699409716966,0.0
2019-09-17,1.0,-0.0,-0.8897208985704561,-1.0933363588230847,-2.717267982754709,-1.8634747749791998,0.0
2019-09-18,1.0,-0.0,-0.851237809452363,-1.0798949737434358,-2.6995498874718677,-1.87119279819955,0.0
2019-09-19,1.0,-0.0,-0.855212789912182,-1.079336485776477,-2.696689934699392,-1.87457779779329,0.0
2019-09-20,1.0,-0.0,-0.8740127867619405,-1.1013162843174125,-2.6801805189921017,-1.866115080857465,0.0
2019-09-23,1.0,-0.0,-0.8727381935580749,-1.096779037465275,-2.6757264058863277,-1.8628275396050753,0.0
2019-09-24,1.0,-0.0,-0.8700755027285639,-1.065934065934066,-2.6719742842191825,-1.8675338267175001,0.0
2019-09-25,1.0,-0.0,-0.8552670844524024,-1.0629662787227694,-2.6786034019695615,-1.8636227991644285,0.0
2019-09-26,1.0,-0.0,-0.8289483776942547,-1.251668328603206,-2.7405077855334814,-1.8492751399861929,0.0
2019-09-27,1.0,-0.0,-0.7946242372750444,-1.2578975824515333,-2.7779408357148374,-1.8933343631729358,0.0
2019-09-30,1.0,-0.0,-0.7156596602807727,-1.326766462421469,-2.7935313736135887,-1.92018924998061,0.0
2019-10-01,1.0,-0.0,-0.6929524992238435,-1.3466314809065505,-2.795017075442409,-1.9269636758770565,0.0
2019-10-02,1.0,-0.0,-0.7313888020018768,-1.4259461995620897,-2.792305286205818,-1.8701126055677197,0.0
2019-10-03,1.0,-0.0,-0.8437475863134317,-1.384876805437553,-2.726577585541052,-1.7685178033521278,0.0
2019-10-04,1.0,-0.0,-0.8696734059097978,-1.4181959564541213,-2.7157076205287716,-1.7724727838258165,0.0
2019-10-07,1.0,-0.0,-0.8537953288260604,-1.3531038721573447,-2.6998309772587583,-1.7761216963736939,0.0
2019-10-08,1.0,-0.0,-0.8499691928527418,-1.3617529266789894,-2.70956561922366,-1.780499075785582,0.0
2019-10-09,1.0,-0.0,-0.8577615682698883,-1.3435149304764076,-2.67441683762632,-1.7224375047488791,0.0
2019-10-10,1.0,-0.0,-0.9279427942794278,-1.459060191733459,-2.6750746503221747,-1.7958510136727956,0.0
2019-10-11,1.0,-0.0,-0.9570640441352843,-1.5569680978651956,-2.6740225473734713,-1.8075477732469818,0.0
2019-10-14,1.0,-0.0,-0.9197908286403862,-1.6258246178600162,-2.7149637972646823,-1.784473049074819,0.0
2019-10-15,1.0,-0.0,-0.9215434083601287,-1.6588424437299034,-2.706752411575563,-1.7513665594855305,0.0
2019-10-16,1.0,-0.0,-0.9249316830091625,-1.6687831538337887,-2.702057547018164,-1.741520655843112,0.0
2019-10-17,1.0,-0.002738843241501531,-0.8823908490414049,-1.727323989044627,-2.695263412276462,-1.7476236507169325,0.0
2019-10-18,1.0,-0.0,-0.9305499475086813,-1.7599935395300008,-2.637002341920375,-1.7481224259064847,0.0
2019-10-21,1.0,-0.005488823482618726,-0.8300851165380638,-1.7355818948373243,-2.5910428764616977,-1.79261793015671,0.0
2019-10-22,1.0,-0.0,-0.808573246381422,-1.7455861301097504,-2.596866550023859,-1.8018927946556387,0.0
2019-10-23,1.0,-0.0,-0.8083565459610027,-1.7416633505769994,-2.603024273776363,-1.8055710306406683,0.0
2019-10-24,1.0,-0.035424773022049286,-0.7965304798962387,-1.8391699092088198,-2.6215142671854736,-1.813715953307393,0.0
2019-10-25,1.0,-0.05057618437900128,-0.7875320102432778,-1.8040973111395646,-2.572903329065301,-1.7873719590268886,0.0
2019-10-28,1.0,-0.06078147612156295,-0.8215147129763628,-1.8258562469850457,-2.570027335584499,-1.7617784209680012,0.0
2019-10-29,1.0,-0.1176230178191924,-0.8290011443518064,-1.897743992153016,-2.551087134216119,-1.7784861860389078,0.0
2019-10-30,1.0,-0.12579126765135532,-0.8282746307417627,-1.8792403830546989,-2.5215874046421036,-1.7605908131796786,0.0
2019-10-31,1.0,-0.1335280279062221,-0.8392958546280522,-1.8673643222195182,-2.5081528352397178,-1.764013953111057,0.0
2019-11-01,1.0,-0.13853516100251442,-0.8357531024413984,-1.8639792359477654,-2.5143158407007866,-1.7584556736150538,0.0
2019-11-04,1.0,-0.1445966514459665,-0.8086998317712089,-1.8770327645598013,-2.4618280861972286,-1.7187374829768485,0.0
2019-11-05,1.0,-0.22733224222585924,-0.8361702127659575,-2.031342062193126,-2.4366612111292962,-1.6518821603927987,0.0
2019-11-06,1.0,-0.22589760638297873,-0.8439162234042554,-2.04936835106383,-2.4610206117021276,-1.7308843085106385,0.0
2019-11-07,1.0,-0.22434029801048866,-0.87355365021227,-2.044285357529343,-2.4555065345875304,-1.726712727878132,0.0
2019-11-08,1.0,-0.2243434764485202,-0.8518549395581493,-2.0606919549812424,-2.4664443518132555,-1.7334722801167153,0.0
2019-11-11,1.0,-0.4088951310861423,-0.9556179775280899,-2.413951310861423,-2.641104868913857,-1.9437265917602995,0.0
2019-11-12,1.0,-0.40922702601534716,-0.9744525547445256,-2.414093206064009,-2.626988583192963,-1.9331836047164517,0.0
2019-11-13,1.0,-0.47050834303453626,-1.0020372526193249,-2.622429181218471,-2.654734187039193,-1.9514939852541715,0.0
2019-11-14,1.0,-0.4637248289815975,-0.9922921283360633,-2.6042971384526448,-2.62318142402929,-1.951344060121399,0.0
2019-11-15,1.0,-0.46175123998473866,-0.976440289965662,-2.6027279664250287,-2.5722052651659673,-1.925314765356734,0.0
2019-11-18,1.0,-0.4869491204842066,-0.9504444864762626,-2.576319273690183,-2.5478532248912424,-1.8954983922829582,0.0
2019-11-19,1.0,-0.5489255564082886,-1.1009209516500384,-2.514581734458941,-2.511607828089025,-1.9173062164236379,0.0
2019-11-20,1.0,-0.545890476647166,-1.1013714395319842,-2.508967104632205,-2.5127073942648894,-1.9215498225760046,0.0
2019-11-21,1.0,-0.6425613866153105,-1.0346653827636014,-2.5772749157438612,-2.444005777563794,-1.9307655272026962,0.0
2019-11-22,1.0,-0.6296225146479685,-1.0316972433003555,-2.5486504658534246,-2.442992988185573,-1.9522620305446163,0.0
2019-11-25,1.0,-0.6306894565008643,-1.0311119646629539,-2.5485884386402917,-2.442097176877281,-1.949971192625312,0.0
2019-11-26,1.0,-0.6313868613138687,-0.9837687283903187,-2.5641567422205145,-2.4591817134076064,-1.9657126392623894,0.0
2019-11-27,1.0,-0.6286976565501344,-0.9989435266999616,-2.55436035343834,-2.4537072608528616,-1.9685939300806763,0.0
2019-11-29,1.0,-0.6754571703561116,-0.9769971126082772,-2.608084696823869,-2.4663137632338783,-1.8977863330125118,0.0
2019-12-02,1.0,-0.7220965680007866,-1.0075720326482447,-2.7073458550496605,-2.492083784049562,-1.9047103943357262,0.0
2019-12-03,1.0,-0.6764016409454973,-0.9983395194373901,-2.697792537605001,-2.4956046102754446,-1.8992967376440713,0.0
2019-12-04,1.0,-0.6916106401636949,-1.0397544577608886,-2.668712851992595,-2.4637045698138946,-1.8800545649420248,0.0
2019-12-05,1.0,-0.7229415834733617,-1.0502125135909854,-2.712563012750816,-2.4849263615696353,-1.9137095977068301,0.0
2019-12-06,1.0,-0.810127866856099,-1.1220824030850416,-2.7706515120763138,-2.537446722143292,-1.9077531966714023,0.0
2019-12-09,1.0,-0.7608630804414835,-0.9940340061648603,-2.768420005965994,-2.5245102913393653,-1.8954956746544693,0.0
2019-12-10,1.0,-0.9949732269697302,-1.0292864167850508,-3.218773904491312,-2.794448694131789,-1.8901759370560598,0.0
2019-12-11,1.0,-1.004069511658601,-1.0174879014518257,-3.2529696436427633,-2.8166520017597887,-1.9075010998680157,0.0
2019-12-12,1.0,-1.0038499615003849,-1.018589814101859,-3.2533274667253327,-2.8160818391816083,-1.9079309206907928,0.0
2019-12-13,1.0,-1.0095405197938372,-1.0118434038820048,-3.2989362868735608,-2.790656870270863,-1.8552472858866105,0.0
2019-12-16,1.0,-1.0104189515244573,-1.0107479710462821,-3.302807633252906,-2.7914016231629746,-1.8519412151787675,0.0
2019-12-17,1.0,-1.1816450022411475,-0.9429627969520394,-3.414051994621246,-2.84648139847602,-1.820596145226356,0.0
2019-12-18,1.0,-1.3926283987915407,-1.0454380664652567,-3.660664652567976,-3.029003021148036,-1.9568580060422958,0.0
2019-12-19,1.0,-1.4017531044558071,-1.084489895300706,-3.686510835159484,-3.0299488677867052,-1.9717555393231068,0.0
2019-12-20,1.0,-1.4098500548579787,-1.1230037791052052,-3.7015725953919296,-3.0179202730708274,-1.9381933438985735,0.0
2019-12-23,1.0,-1.4222766217870257,-1.150061199510404,-3.7063647490820077,-3.0350061199510407,-1.9261933904528765,0.0
2019-12-24,1.0,-1.426839720827721,-1.1525652014203502,-3.700134688380066,-3.0383249663279046,-1.9265336108730255,0.0
2019-12-26,1.0,-1.404993909866017,-1.1465286236297199,-3.6796589524969545,-3.0140073081607794,-1.9350791717417783,0.0
2019-12-27,1.0,-1.4027811661380825,-1.1707733593559404,-3.6966333252012684,-3.001829714564528,-1.925957550622103,0.0
2019-12-30,1.0,-1.4502579218865144,-1.1666666666666667,-3.7538688282977155,-3.0266519282731514,-1.8846720707442888,0.0
2019-12-31,1.0,-1.4328394759397574,-1.167258479245745,-3.7504591649320433,-3.0181217093179864,-1.8755969144116567,0.0
2020-01-02,1.0,-1.4313485756204913,-1.1741044137425114,-3.743367159799486,-3.0092920894974933,-1.8683213106736765,0.0
2020-01-03,1.0,-1.431980319803198,-1.1676506765067651,-3.764206642066421,-3.0328413284132845,-1.9034440344403445,0.0
2020-01-06,1.0,-1.4830677290836654,-1.2081673306772909,-3.7955677290836656,-3.0451942231075697,-1.9180776892430278,0.0
2020-01-07,1.0,-1.480891323291423,-1.207394497697,-3.7965890700858953,-3.0445661645711444,-1.9192082659031495,0.0
2020-01-08,1.0,-1.4782446544007957,-1.2003978120338141,-3.7941322725012436,-3.0385380407757334,-1.9203132769766285,0.0
2020-01-09,1.0,-1.4910536779324055,-1.2214214711729623,-3.7691351888667994,-3.022490059642147,-1.9214711729622267,0.0
2020-01-10,1.0,-1.5009854644000986,-1.2089184528208918,-3.733555062823356,-2.9825080068982506,-1.892461197339246,0.0
2020-01-13,1.0,-1.5094386181369526,-1.2102405922270203,-3.7471930906847626,-2.9823565700185073,-1.8888340530536707,0.0
2020-01-14,1.0,-1.5956182695878203,-1.1740314395345959,-3.7952716920410943,-2.986632008911994,-1.8263398935511819,0.0
2020-01-15,1.0,-1.6036877688998155,-1.172956361401352,-3.7590657652120467,-2.955377996312231,-1.8014751075599262,0.0
2020-01-16,1.0,-1.602335586969883,-1.1639827904118007,-3.746281499692685,-2.9583282114320837,-1.821757836508912,0.0
2020-01-17,1.0,-1.605777504609711,-1.141241548862938,-3.748862937922557,-2.9632452366318374,-1.8334357713583282,0.0
2020-01-21,1.0,-1.614086935106514,-1.1523211427164142,-3.7433813569757417,-2.970200714197759,-1.8338874522842015,0.0
2020-01-22,1.0,-1.6129508802166688,-1.148221100578604,-3.7473839714391235,-2.968607657269482,-1.833559029915056,0.0
2020-01-23,1.0,-1.6395348837209303,-1.14213260761999,-3.7313211281543794,-2.9847847600197923,-1.8724641266699655,0.0
2020-01-24,1.0,-1.6497386109036594,-1.1423948220064726,-3.7607667413492663,-3.0068459049041576,-1.8872292755787903,0.0
2020-01-27,1.0,-1.6447731260967662,-1.107796440210579,-3.8321634494860866,-3.0241915266984205,-1.9254199047380294,0.0
2020-01-28,1.0,-1.5827641872594063,-1.138333540295542,-3.8585620265739475,-2.9906867006084688,-1.8475102446293306,0.0
2020-01-29,1.0,-1.5508212918364825,-1.137334815363715,-3.847474373224651,-2.973693960726195,-1.8408052365073482,0.0
2020-01-30,1.0,-1.5491571305524796,-1.1186169558262582,-3.8324104835732746,-2.9707149009474594,-1.833887043189369,0.0
2020-01-31,1.0,-1.4968792069514134,-1.1606902459919226,-3.8027169257128866,-2.9472524782768326,-1.8308652551707258,0.0
2020-02-03,1.0,-1.449496161228407,-1.104006717850288,-3.7509596928982725,-2.8962332053742803,-1.795465451055662,0.0
2020-02-04,1.0,-1.4235406470096694,-1.0847558791930287,-3.731049301659305,-2.8917273486928496,-1.8063745971111378,0.0
2020-02-05,1.0,-1.3562145557655954,-1.0874291115311907,-3.733931947069943,-2.8720463137996215,-1.7650047258979205,0.0
2020-02-06,1.0,-1.4323097144222727,-1.0817301947663998,-3.852551081371729,-2.88242322858167,-1.6997251762456684,0.0
2020-02-07,1.0,-1.4311477367729608,-1.0836020542219038,-3.8495163024005734,-2.8799713364385524,-1.6987937417890842,0.0
2020-02-10,1.0,-1.4338498212157331,-1.0637663885578068,-3.849463647199046,-2.8790226460071513,-1.6929678188319428,0.0
2020-02-11,1.0,-1.4123858108909717,-1.0544548582275477,-3.82726302052438,-2.8641594495195157,-1.705540396251038,0.0
2020-02-12,1.0,-1.4307160729179078,-1.0471821756225426,-3.8491600142976288,-2.8872870249017035,-1.7004646729417372,0.0
2020-02-13,1.0,-1.4268525137002621,-1.0519418632356445,-3.8550154872527993,-2.8873004527043125,-1.6920419347152726,0.0
2020-02-14,1.0,-1.407512402551382,-1.0553980628395936,-3.8261280415780767,-2.833805811481219,-1.6889912591542642,0.0
2020-02-18,1.0,-1.4103868449071337,-1.057494380693245,-3.8368626523127887,-2.8380456642612093,-1.6870933396427303,0.0
2020-02-19,1.0,-1.4058453130569089,-1.1208268979446359,-3.8410359985743137,-2.822383271949626,-1.6906261138172747,0.0
2020-02-20,1.0,-1.4156013257575757,-1.1150568181818183,-3.8133285984848486,-2.8110795454545454,-1.6820549242424243,0.0
2020-02-21,1.0,-1.0544196612969847,-0.9313300289136721,-3.4256505576208176,-2.479140850888063,-1.43577034283354,0.0
2020-02-24,1.0,-1.0031805983500646,-0.9368850014909054,-3.2702514660570516,-2.368353046416857,-1.3606003379385747,0.0
2020-02-25,1.0,-0.8663861617578308,-0.9492286115007013,-3.140252454417952,-2.1644693782141187,-1.2298270219728846,0.0
2020-02-26,1.0,-0.8325868864206378,-0.8626836259405232,-3.047294876388391,-2.097545682551057,-1.11725188104622,0.0
2020-02-27,1.0,-0.8378064054392557,-0.8590982286634461,-3.0398103417427085,-2.0961710502773303,-1.1132581857219537,0.0
2020-02-28,1.0,-0.6921924421508241,-0.9653737306475778,-2.789245879806892,-1.8481771266855336,-1.0286332611952722,0.0
2020-03-02,1.0,-0.6547139058076692,-1.0682851505533157,-2.9052071716565155,-1.8929398644591233,-1.0573904091961912,0.0
2020-03-03,1.0,-0.5855519755808037,-1.2866711887400373,-2.7219772765813124,-1.8342377480074614,-1.0505341699169068,0.0
2020-03-04,1.0,-0.46861715428857215,-1.3699258147870301,-2.7891139451529554,-1.7571892973243313,-0.9505709760773527,0.0
2020-03-05,1.0,-0.40835525791278,-1.52618990672088,-2.5514629673921707,-1.614127401738021,-0.8725185362353503,0.0
2020-03-06,1.0,-0.409831052671814,-1.6484213745126517,-2.337130188823484,-1.4751930280559589,-0.7740998394618148,0.0
2020-03-09,1.0,-0.39894953185658827,-1.637055644363249,-2.360584608358073,-1.4685240161376267,-0.7468980741417371,0.0
2020-03-10,1.0,-0.7174291798412596,-1.0764664128541008,-1.9520552364973867,-1.221010518164806,-0.4859004968703621,0.0
2020-03-11,1.0,-0.5492895484685822,-1.3261130407325545,-2.0011998736975056,-1.0904957372908115,-0.3480896747710768,0.0
2020-03-12,1.0,-0.5627116630027925,-1.1788366704295645,-1.8452260709405266,-1.0462242291010635,-0.30835957459449825,0.0
2020-03-13,1.0,-0.6520282459667028,-0.9125302819442298,-1.4501829802587496,-0.8883562702953457,-0.25132725117261995,0.0
2020-03-16,1.0,-0.5614718614718615,-0.9905723905723907,-1.320875420875421,-0.7914862914862915,-0.14555074555074554,0.0
2020-03-17,1.0,-0.576662787189103,-0.7019699124962283,-0.9385749385749386,-0.8472778999094789,-0.2460019828440881,0.0
2020-03-18,1.0,-0.5690126409292791,-0.7711820977109668,-0.8124359412367611,-0.8657755380936112,-0.2521352921079604,0.0
2020-03-19,1.0,-0.5653744792994984,-0.7615829295247811,-0.8079571537872992,-0.8687409674402788,-0.246960809317351,0.0
2020-03-20,1.0,-0.577594756586607,-0.8783148635246432,-0.7846147212280626,-0.8765038161355698,-0.19498943555689707,0.0
2020-03-23,1.0,-0.570973496432212,-0.9324243968739381,-0.7073564390078151,-0.8563540604825007,-0.18021576622494054,0.0
2020-03-24,1.0,-0.5795171043173073,-0.9308638843080046,-0.6860755211636855,-0.8426571948073914,-0.1894371855046725,0.0
2020-03-25,1.0,-0.5939198711495872,-0.9317092812562916,-0.5232937386752566,-0.8389772498490035,-0.13863499094020537,0.0
2020-03-26,1.0,-0.5983919597989951,-0.9307336683417086,-0.5143316582914573,-0.8364221105527638,-0.1402211055276382,0.0
2020-03-27,1.0,-0.6043834315781145,-0.9177908770819322,-0.47015072991256873,-0.8470150729912569,-0.11682557265498279,0.0
2020-03-30,1.0,-0.5889855528874544,-0.9144982876038263,-0.48659607133015786,-0.849387867574696,-0.09707514860449555,0.0
2020-03-31,1.0,-0.5671875611953159,-0.9371401715427095,-0.49551560725335836,-0.8297889006383895,-0.08686797477773861,0.0
2020-04-01,1.0,-0.579702756754637,-0.9684326104858633,-0.45974667660091756,-0.8393004195913886,-0.07427159719226696,0.0
2020-04-02,1.0,-0.5813472715216289,-0.960135741311386,-0.45235401958107424,-0.8440925225260366,-0.0626438350821079,0.0
2020-04-03,1.0,-0.5803861669212391,-0.982806564054361,-0.46398778051932793,-0.8185485450201699,-0.07077115889241374,0.0
2020-04-06,1.0,-0.5855767725778682,-0.97405697292221,-0.45938331507278135,-0.8225856941618406,-0.07133354202535608,0.0
2020-04-07,1.0,-0.5626409756470543,-0.9416217456130289,-0.4337653400619337,-0.8131284168673777,-0.07191191650418625,0.0
2020-04-08,1.0,-0.5571084889448963,-0.9456982472219041,-0.4196356971016153,-0.8093328750906938,-0.08687516706762898,0.0
2020-04-09,1.0,-0.5571859834154916,-0.9511635905078528,-0.4206503878635026,-0.8096602850701212,-0.08265504986816463,0.0
