Date,IWF,IWM,MTUM,NBB,SPY,VLUE,VXX
2018-09-24,-0.09395432889765072,-0.21945128963364546,-0.0,1.0,-0.16640381140134713,-0.1630359783144406,0.0
2018-09-25,-0.09537496304569194,-0.218917320894787,-0.0,1.0,-0.16603160003941794,-0.16208980718063268,0.0
2018-09-26,-0.09487743970559244,-0.21862062167312873,-0.0,1.0,-0.1661957021751988,-0.1632056252875074,0.0
2018-09-27,-0.095851051603264,-0.2165104175217955,-0.0,1.0,-0.16628630535078068,-0.1631832137521139,0.0
2018-09-28,-0.09404311337831166,-0.21999341780483792,-0.0,1.0,-0.16727003455652462,-0.16422576929405958,0.0
2018-10-01,-0.0947723717790401,-0.2195109903679921,-0.0,1.0,-0.16786037704783074,-0.16435333827282458,0.0
2018-10-02,-0.09705969608069355,-0.2118864752612322,-0.0,1.0,-0.17135840722550025,-0.16784784256848076,0.0
2018-10-03,-0.09667479567624572,-0.20796533087266014,-0.0,1.0,-0.17275243870287374,-0.17037964671763778,0.0
2018-10-04,-0.09667474487693092,-0.20848376939182614,-0.0,1.0,-0.17270883822147484,-0.17074698715729428,0.0
2018-10-05,-0.10516054854781463,-0.21861929915185044,-0.0,1.0,-0.17336243813840332,-0.16916334794127938,0.0
2018-10-08,-0.10345171754137904,-0.21646843549862763,-0.0,1.0,-0.17496465108541961,-0.16859352906928388,0.0
2018-10-09,-0.1052360029292324,-0.21701284867851675,-0.0,1.0,-0.17457226549497368,-0.16749883496438317,0.0
2018-10-10,-0.10461456477210279,-0.21770554047527854,-0.0,1.0,-0.174457526353478,-0.1685290346217256,0.0
2018-10-11,-0.08580371043072132,-0.20769006227296316,-0.0,1.0,-0.1627205500778412,-0.16547742605085627,0.0
2018-10-12,-0.08945140940669169,-0.20154914956480077,-0.0,1.0,-0.15202427533338655,-0.15402060209215043,0.0
2018-10-15,-0.08114733222972112,-0.20778683305743026,-0.0,1.0,-0.149465172545524,-0.15333312110021646,0.0
2018-10-16,-0.08433965574999601,-0.20455596854212196,-0.0,1.0,-0.1512594317801139,-0.1550879767734937,0.0
2018-10-17,-0.07837450148961995,-0.19237377638361258,-0.0,1.0,-0.14891470546509245,-0.1566544239348035,0.0
2018-10-18,-0.07889670842932434,-0.1938965506359075,-0.0,1.0,-0.14823113579701455,-0.15690977372424023,0.0
2018-10-19,-0.0711113890799925,-0.18611232722496715,-0.0,1.0,-0.14943085871536682,-0.1569360185127275,0.0
2018-10-22,-0.07179696195388065,-0.19081061591760592,-0.0,1.0,-0.14870436268439122,-0.15630731607907072,0.0
2018-10-23,-0.07533429593822588,-0.19175717245275914,-0.0,1.0,-0.1467606252746563,-0.15559671040241072,0.0
2018-10-24,-0.07550140108938636,-0.19561726645886462,-0.0,1.0,-0.1475866628884481,-0.15553666446270584,0.0
2018-10-25,-0.06287901990811638,-0.1761408882082695,-0.0,1.0,-0.14980091883614088,-0.14258805513016845,0.0
2018-10-26,-0.05627916166390565,-0.17157317202911987,-0.0,1.0,-0.1524537592899372,-0.13950484064623006,0.0
2018-10-29,-0.052724742049683804,-0.17144240370359165,-0.0,1.0,-0.14961118339435384,-0.1391267511876305,0.0
2018-10-30,-0.05226770748237571,-0.17143202928806994,-0.0,1.0,-0.1496172581767571,-0.13949653565701492,0.0
2018-10-31,-0.055065052267428735,-0.16190118071745505,-0.0,1.0,-0.1494021207791231,-0.1377152741219824,0.0
2018-11-01,-0.05032004086906872,-0.1653995251975839,-0.0,1.0,-0.14911199927878113,-0.13769270066412237,0.0
2018-11-02,-0.0512832037394939,-0.16033679416303354,-0.0,1.0,-0.15007416063643308,-0.13650051687716303,0.0
2018-11-05,-0.05012805343797271,-0.16342913627581662,-0.0,1.0,-0.15030927526247212,-0.13383456394434542,0.0
2018-11-06,-0.05282634425517252,-0.1658501505685649,-0.0,1.0,-0.14854600206750865,-0.13097217852487752,0.0
2018-11-07,-0.05225738713064348,-0.16743662816859156,-0.0,1.0,-0.14849257537123145,-0.13173841307934606,0.0
2018-11-08,-0.046952346871831564,-0.166532474503489,-0.0,1.0,-0.14555376632671319,-0.1319705373650623,0.0
2018-11-09,-0.0464613319412335,-0.16672384219554032,-0.0,1.0,-0.14634946677604593,-0.1320008949213215,0.0
2018-11-12,-0.046390680257957145,-0.16055454842640196,-0.0,1.0,-0.14832535885167464,-0.13065767184760319,0.0
2018-11-13,-0.03642914920214722,-0.15734980513273034,-0.0,1.0,-0.14858445473931906,-0.12834767262298696,0.0
2018-11-14,-0.03647219730282218,-0.15730105739959116,-0.0,1.0,-0.14856537788431842,-0.1283144844625498,0.0
2018-11-15,-0.03630169172932331,-0.15707236842105263,-0.0,1.0,-0.14876057330827067,-0.12639508928571427,0.0
2018-11-16,-0.03527238609042398,-0.15441564534099572,-0.0,1.0,-0.1483609922007858,-0.12796868586172522,0.0
2018-11-19,-0.035680778702943595,-0.15427465697197137,-0.0,1.0,-0.14811774363785624,-0.1278732262225871,0.0
2018-11-20,-0.019557872662666745,-0.1502009669715151,-0.0,1.0,-0.14986602201898994,-0.13665754063027905,0.0
2018-11-21,-0.01882376882376882,-0.1495145066573638,-0.0,1.0,-0.14926739926739926,-0.1359672073957788,0.0
2018-11-23,-0.01971245402607975,-0.14189768713020978,-0.0,1.0,-0.1542543139164692,-0.13785634331070373,0.0
2018-11-26,-0.019444000406899857,-0.14341766817316495,-0.0,1.0,-0.1533867147196024,-0.13696539897984392,0.0
2018-11-27,-0.017816017033850433,-0.14332478743898378,-0.0,1.0,-0.15184171265516594,-0.13547415229073423,0.0
2018-11-28,-0.01812413073713491,-0.14250115901715346,-0.0,1.0,-0.1523383171070932,-0.13580783495595736,0.0
2018-11-29,-0.014882069343803228,-0.14070845001299115,-0.0,1.0,-0.1516354398221658,-0.13621929039521927,0.0
2018-11-30,-0.014764248293379901,-0.14064281487682026,-0.0,1.0,-0.15155363766254384,-0.13626982637936758,0.0
2018-12-03,-0.015452666271556396,-0.1409965451943509,-0.0,1.0,-0.15217045635236126,-0.1369201636334726,0.0
2018-12-04,-0.01582342561254303,-0.1407764181781365,-0.0,1.0,-0.15266568312650064,-0.13711707020741126,0.0
2018-12-06,-0.016000903049202073,-0.1147154689506286,-0.0,1.0,-0.15384289765912715,-0.12645510857755643,0.0
2018-12-07,-0.01570126682278588,-0.11466297999604999,-0.0,1.0,-0.15381034336822502,-0.12654120700843607,0.0
2018-12-10,-0.00863840315343649,-0.11477334675221203,-0.0,1.0,-0.15335262297144295,-0.12103549013852197,0.0
2018-12-11,-0.013274583857882221,-0.11351237935375577,-0.0,1.0,-0.1551545670723178,-0.11685550426633096,0.0
2018-12-12,-0.013178511471740347,-0.11361219921656408,-0.0,1.0,-0.15514829322887522,-0.11706771124790152,0.0
2018-12-13,-0.013161023231094141,-0.11310647701366452,-0.0,1.0,-0.15556860935117972,-0.11678485013776417,0.0
2018-12-14,-0.012391660482504657,-0.11601954661924699,-0.0,1.0,-0.1545667119393999,-0.1172097061006175,0.0
2018-12-17,-0.009729609000935271,-0.11523374792355906,-0.0,1.0,-0.15169535296006256,-0.11928193531275738,0.0
2018-12-18,-0.0076113225367371315,-0.11212811466985194,-0.0,1.0,-0.15012917025472933,-0.1190588627461874,0.0
2018-12-19,-0.006127638288707637,-0.11271519682085342,-0.0,1.0,-0.15110672650724616,-0.11952368380830634,0.0
2018-12-20,-0.004902775469503075,-0.10711317932524514,-0.0,1.0,-0.15518530829316934,-0.1177497091573874,0.0
2018-12-21,-0.0038437693738375698,-0.10710201832334505,-0.0,1.0,-0.15639594957635874,-0.11036715574843288,0.0
2018-12-24,-0.00016446692159039514,-0.10196949138604497,-0.0,1.0,-0.1546948453325658,-0.11372887627975824,0.0
2018-12-26,-0.0010207414666013393,-0.10298600903696446,-0.0,1.0,-0.14759921607055365,-0.10939626544722085,0.0
2018-12-27,-0.0,-0.09109002852783123,-0.0,1.0,-0.12298812446095667,-0.11279771777350228,0.0
2018-12-28,-0.0,-0.0906119629048973,-0.0,1.0,-0.12397364015624586,-0.11403555390216034,0.0
2018-12-31,-0.0,-0.09120265780730898,-0.0,1.0,-0.12382724252491695,-0.11386046511627909,0.0
2019-01-02,-0.0,-0.09177644710578843,-0.0,1.0,-0.12493679308050566,-0.11395874916833,0.0
2019-01-03,-0.0,-0.09236508994003999,-0.0,1.0,-0.12283810792804797,-0.11724183877415058,0.0
2019-01-04,-0.0,-0.0971703504831271,-0.0,1.0,-0.10958412525418998,-0.12234346548997196,0.0
2019-01-07,-0.0,-0.09134476130289386,-0.0,1.0,-0.10717012928878006,-0.11807146430734392,0.0
2019-01-08,-0.0,-0.08976332372946022,-0.0,1.0,-0.10815539856073464,-0.11768033574087962,0.0
2019-01-09,-0.0,-0.08699137840395331,-0.0,1.0,-0.10798023341394175,-0.11929607822521292,0.0
2019-01-10,-0.0,-0.08600893326326853,-0.0,1.0,-0.10892012611665791,-0.11878612716763005,0.0
2019-01-11,-0.0,-0.0818814185590869,-0.0,1.0,-0.11025786006390616,-0.1228024037133953,0.0
2019-01-14,-0.0,-0.08129493566067744,-0.0,1.0,-0.10802960003154533,-0.1250640764448417,0.0
2019-01-15,-0.0,-0.08035949260487395,-0.0,1.0,-0.10811095320806358,-0.12738828359387336,0.0
2019-01-16,-0.0,-0.08082388044006888,-0.0,1.0,-0.10349768004311309,-0.13010160491068495,0.0
2019-01-17,-0.0,-0.08083647493070971,-0.0,1.0,-0.10329834885523256,-0.1294381904399112,0.0
2019-01-18,-0.0,-0.08223414659934974,-0.0,1.0,-0.10589199333879623,-0.13354127567338955,0.0
2019-01-22,-0.0,-0.04971657714299858,-0.0,1.0,-0.07611574543924354,-0.11182207480383177,0.0
2019-01-23,-0.0,-0.047685505384843396,-0.0,1.0,-0.07569657148503113,-0.11167374765339394,0.0
2019-01-24,-0.0,-0.04738604490244777,-0.0,1.0,-0.07673203098936131,-0.11151474713027147,0.0
2019-01-25,-0.0,-0.03410504450321848,-0.0,1.0,-0.05794476045553905,-0.11563590691158533,0.0
2019-01-28,-0.0,-0.027149868239731163,-0.0,1.0,-0.06835819452167397,-0.11330174310374005,0.0
2019-01-29,-0.0,-0.02374698926423064,-0.0,1.0,-0.06819089577710268,-0.11842025635129083,0.0
2019-01-30,-0.0,-0.02498850963980745,-0.0,1.0,-0.06949853649096495,-0.11501245796947193,0.0
2019-01-31,-0.0,-0.023173098949855923,-0.0,1.0,-0.06718028478074776,-0.1153229404034193,0.0
2019-02-01,-0.0,-0.023694045646415654,-0.0,1.0,-0.07330761136443352,-0.11249531319924043,0.0
2019-02-04,-0.0,-0.023929699698609246,-0.0,1.0,-0.07711487950421826,-0.10936005906774635,0.0
2019-02-05,-0.0,-0.02374012843615079,-0.0,1.0,-0.07798081923397873,-0.10765900322904447,0.0
2019-02-06,-0.0,-0.028931500241196333,-0.0,1.0,-0.07537385431741438,-0.10167631452001928,0.0
2019-02-07,-0.0,-0.0281047959085207,-0.0,1.0,-0.0739409437421596,-0.1041686770240278,0.0
2019-02-08,-0.0,-0.029878629367595125,-0.0,1.0,-0.07698055900396533,-0.09839819691692078,0.0
2019-02-11,-0.0,-0.030080262238183615,-0.0,1.0,-0.07661066788787389,-0.09845983272674684,0.0
2019-02-12,-0.0,-0.03378851963746223,-0.0,1.0,-0.07737764350453173,-0.09728096676737161,0.0
2019-02-13,-0.0,-0.03899886399342566,-0.0,1.0,-0.07576197036714766,-0.09375679791168152,0.0
2019-02-14,-0.0,-0.02542671873669355,-0.0,1.0,-0.0842731486550604,-0.10688954584717203,0.0
2019-02-15,-0.0,-0.035038397410152494,-0.0,1.0,-0.07932625019776796,-0.10266895468983898,0.0
2019-02-19,-0.0,-0.029512263336454393,-0.0,1.0,-0.08493743692012111,-0.10154796502790714,0.0
2019-02-20,-0.0,-0.03105143997857682,-0.0,1.0,-0.08283224188718748,-0.10334250310392677,0.0
2019-02-21,-0.0,-0.032394899942544894,-0.0,1.0,-0.08749067882595991,-0.10256347566715157,0.0
2019-02-22,-0.0,-0.036882996499530425,-0.0,1.0,-0.07977899474319725,-0.10301381892692921,0.0
2019-02-25,-0.0,-0.03929354953364954,-0.0,1.0,-0.08324447549362061,-0.10308735032050104,0.0
2019-02-26,-0.0,-0.04000196088043532,-0.0,1.0,-0.08145007108191578,-0.10409824010980931,0.0
2019-02-27,-0.0,-0.039034732946049956,-0.0,1.0,-0.08178297423830183,-0.10476260509351178,0.0
2019-02-28,-0.0,-0.03708565399808622,-0.0,1.0,-0.08002306352283044,-0.1096866795887823,0.0
2019-03-01,-0.0,-0.036989342261795254,-0.0,1.0,-0.08204864049449943,-0.10739909488943669,0.0
2019-03-04,-0.0,-0.04055802372699312,-0.0,1.0,-0.06737294341649172,-0.11260557535517257,0.0
2019-03-05,-0.0,-0.03541067824597884,-0.0,1.0,-0.07548162191914867,-0.11226224695737264,0.0
2019-03-06,-0.0,-0.03443890030329714,-0.0,1.0,-0.07714509343508463,-0.11138831816847666,0.0
2019-03-07,-0.0,-0.032301020096512124,-0.0,1.0,-0.0792498931036589,-0.11012155641072628,0.0
2019-03-08,-0.0,-0.02746048652685447,-0.0,1.0,-0.08658072256705966,-0.11022147133360266,0.0
2019-03-11,-0.0,-0.0267841777908892,-0.0,1.0,-0.08995255303980135,-0.11245912923765272,0.0
2019-03-12,-0.0,-0.021051076559441592,-0.0,1.0,-0.0921323140180473,-0.11787371816178553,0.0
2019-03-13,-0.0,-0.024710739715189875,-0.0,1.0,-0.09373763844936708,-0.11769432357594937,0.0
2019-03-14,-0.0,-0.02262303593724889,-0.0,1.0,-0.09713070675353253,-0.11647772929003226,0.0
2019-03-15,-0.0,-0.023766694593662215,-0.0,1.0,-0.09650830417426444,-0.11179833423685377,0.0
2019-03-18,-0.0,-0.02566548166131969,-0.0,1.0,-0.09851234346161945,-0.11450372223804982,0.0
2019-03-19,-0.0,-0.026375207800908122,-0.0,1.0,-0.09800759248691164,-0.1162196362553656,0.0
2019-03-20,-0.0,-0.027359475175190103,-0.0,1.0,-0.09719944336762586,-0.11792405944038566,0.0
2019-03-21,-0.0,-0.026925609771250355,-0.0,1.0,-0.111268498154844,-0.10433518470197935,0.0
2019-03-22,-0.0,-0.02654211709166698,-0.0,1.0,-0.11780732482077165,-0.11120318404961893,0.0
2019-03-25,-0.0,-0.011281436228027436,-0.0,1.0,-0.12615719051010083,-0.11188985920067963,0.0
2019-03-26,-0.0,-0.022396965167254958,-0.0,1.0,-0.13043751334648093,-0.10330490271200492,0.0
2019-03-27,-0.0,-0.019824728806749698,-0.0,1.0,-0.13226948573724387,-0.10343009240658899,0.0
2019-03-28,-0.0,-0.019559072922555116,-0.0,1.0,-0.13064505998366935,-0.1059983669367502,0.0
2019-03-29,-0.0,-0.01758175516150098,-0.0,1.0,-0.1308961671773748,-0.10736173205405133,0.0
2019-04-01,-0.0,-0.01906377631165567,-0.0,1.0,-0.12976437323279927,-0.10784794219289978,0.0
2019-04-02,-0.0,-0.021115247245837316,-0.0,1.0,-0.1335454499723326,-0.10294783439810856,0.0
2019-04-03,-0.0,-0.021819782430987863,-0.0,1.0,-0.1307677796642143,-0.10503678551216751,0.0
