Date,IFN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23409276372378202,-0.2735493262168898,-0.061776317240466685,-0.3394720010586445,-0.29661895414746037,0.0
2018-09-25,1.0,-0.23365847199540982,-0.27444057024319196,-0.06084212384693473,-0.3402259787262215,-0.2976784216798341,0.0
2018-09-26,1.0,-0.23326486892378365,-0.27427725877338277,-0.05910024514675677,-0.3412177830782482,-0.3006470990967115,0.0
2018-09-27,1.0,-0.2369967740509965,-0.2674886207963233,-0.06127093552521102,-0.3423925051924521,-0.3014052764152194,0.0
2018-09-28,1.0,-0.23431758820664925,-0.27172517597060514,-0.061711452476869266,-0.3432644207357563,-0.30242595953782814,0.0
2018-10-01,1.0,-0.23683918628125206,-0.2713800829691417,-0.06107327461898529,-0.34569736229119064,-0.3034585265212858,0.0
2018-10-02,1.0,-0.23762617859123683,-0.2642262895174709,-0.06371602884082085,-0.34746533555185805,-0.3054908485856905,0.0
2018-10-03,1.0,-0.237777136643068,-0.2653853836081582,-0.06396058501076367,-0.3472114338977785,-0.30500011096562285,0.0
2018-10-04,1.0,-0.23977724035410797,-0.2620088305118591,-0.06429855117481308,-0.34984801757227485,-0.302811120232522,0.0
2018-10-05,1.0,-0.24028378228577763,-0.2618556701030928,-0.06276466023722425,-0.35007205409599823,-0.3020507704245649,0.0
2018-10-08,1.0,-0.24540414356580098,-0.2731925209310678,-0.06520616821171242,-0.3526744629750174,-0.308141231397724,0.0
2018-10-09,1.0,-0.24900429783308203,-0.27463378411826916,-0.07153304381089534,-0.3507346819378502,-0.30431358430278344,0.0
2018-10-10,1.0,-0.2484296624339103,-0.27956527633422207,-0.06848479370961183,-0.3524786479280582,-0.31054272673866873,0.0
2018-10-11,1.0,-0.22456457914836317,-0.275512681839253,-0.035120637513520674,-0.34906514204984435,-0.3231716739144831,0.0
2018-10-12,1.0,-0.2385311056123678,-0.27293231436266885,-0.03440120875030109,-0.33654498872271005,-0.30737731841373417,0.0
2018-10-15,1.0,-0.2541678659198087,-0.2590165386233312,-0.048641707441273496,-0.34279451812163747,-0.30938517058914694,0.0
2018-10-16,1.0,-0.2542511735010185,-0.25879018687450184,-0.04888849526171287,-0.34279514657691973,-0.3094057213710035,0.0
2018-10-17,1.0,-0.25100092392978135,-0.2501429891328259,-0.04648246733248273,-0.3416120374851512,-0.31059439482599327,0.0
2018-10-18,1.0,-0.25632609611674173,-0.26149342440841855,-0.04169346432769289,-0.34277350247277727,-0.315450976913353,0.0
2018-10-19,1.0,-0.2540674187068147,-0.2567164838075896,-0.03836729287622243,-0.3434512903154595,-0.31492968939711696,0.0
2018-10-22,1.0,-0.2575060800353748,-0.2505858943179306,-0.029184169798806104,-0.35169135529515805,-0.3219544550077382,0.0
2018-10-23,1.0,-0.25778642321890405,-0.2503813081633104,-0.029974137359358072,-0.35089192952983045,-0.32144830787594775,0.0
2018-10-24,1.0,-0.25761864744128443,-0.2514485381927551,-0.030231323809102567,-0.35112123490645314,-0.3211110619664735,0.0
2018-10-25,1.0,-0.2430049910334248,-0.22699479290452218,-0.028476978588250546,-0.35607026337964265,-0.30607350431043795,0.0
2018-10-26,1.0,-0.23623685904312378,-0.22274190087963955,-0.018000429092469426,-0.36451405277837373,-0.30396910534220123,0.0
2018-10-29,1.0,-0.2317378198687389,-0.22442653440793553,-0.01357504756611155,-0.36216516664172566,-0.30587681980460485,0.0
2018-10-30,1.0,-0.23064426488820486,-0.22453080244538495,-0.012889572912658714,-0.36236159206532426,-0.30712667265187465,0.0
2018-10-31,1.0,-0.23162422280896006,-0.21789029895238907,-0.013861681287794907,-0.3609147432075633,-0.30499957414189593,0.0
2018-11-01,1.0,-0.22561287027579163,-0.22612359550561797,-0.007086312563840654,-0.36259363295880154,-0.3065840994211781,0.0
2018-11-02,1.0,-0.22470615840781588,-0.23093496021672816,-0.007551355617653961,-0.3620384393865057,-0.3078990592802748,0.0
2018-11-05,1.0,-0.21755435607292278,-0.2763651340747003,-0.0009754828640176887,-0.3792243827361211,-0.2936203420693243,0.0
2018-11-06,1.0,-0.22299114890662966,-0.28136931620964944,-0.0,-0.3763884068031933,-0.2886584519264145,0.0
2018-11-07,1.0,-0.22058599612816218,-0.2846453353055054,-0.0035238074522002043,-0.3762208252670045,-0.29019206925804275,0.0
2018-11-08,1.0,-0.22279871814436136,-0.28506027773538833,-0.004120250267053258,-0.37816921366440676,-0.2898781365132655,0.0
2018-11-09,1.0,-0.22393662294581088,-0.2859387617031492,-0.0033609043888173542,-0.3783199842866808,-0.2908491739595382,0.0
2018-11-12,1.0,-0.22409518009396207,-0.27655733426135376,-0.0029580650774317036,-0.382221158865495,-0.2892161127544806,0.0
2018-11-13,1.0,-0.2177577971340264,-0.2731536516307519,-0.0,-0.3835563144357749,-0.2869215639656775,0.0
2018-11-14,1.0,-0.2208887729367771,-0.2753500304374294,-0.0,-0.3884468214627359,-0.2893947299765197,0.0
2018-11-15,1.0,-0.22098461940087455,-0.2785258990145104,-0.0,-0.3946091761481062,-0.2813322600996367,0.0
2018-11-16,1.0,-0.22108125747851626,-0.2785162623735451,-0.0,-0.39449581203089307,-0.28147503535298596,0.0
2018-11-19,1.0,-0.22004091759892047,-0.27913202455055935,-0.0,-0.39537718190919774,-0.2819179036259958,0.0
2018-11-20,1.0,-0.19830684623045947,-0.2737409604642099,-0.0,-0.39901701814402635,-0.2940934482310657,0.0
2018-11-21,1.0,-0.20287175959760972,-0.2695068999613086,-0.0,-0.39809122565667854,-0.2790722668844847,0.0
2018-11-23,1.0,-0.2029362452173165,-0.26935643351532607,-0.0,-0.39809122565667854,-0.2791152572976226,0.0
2018-11-26,1.0,-0.2029318831545687,-0.2693506437675988,-0.0,-0.3981041635320165,-0.2791092577864712,0.0
2018-11-27,1.0,-0.19871959575196985,-0.27057639602603634,-0.0,-0.39561921891058577,-0.2762504282288455,0.0
2018-11-28,1.0,-0.2006731263934145,-0.2636983364774481,-0.0,-0.4001243354484651,-0.27921883038929857,0.0
2018-11-29,1.0,-0.18862785154919987,-0.258682328907048,-0.0,-0.39894024514811033,-0.28175008512087163,0.0
2018-11-30,1.0,-0.1895991100842853,-0.26370170709793356,-0.0,-0.4066230265691182,-0.279318016514782,0.0
2018-12-03,1.0,-0.1897344829799525,-0.26374120113823574,-0.0,-0.4066625302210145,-0.2794026401934145,0.0
2018-12-04,1.0,-0.1886929571443839,-0.2637597520572833,-0.0,-0.4061558191728118,-0.27882868440739556,0.0
2018-12-06,1.0,-0.1887997654401139,-0.23248654422082135,-0.0,-0.40811325891641703,-0.26486418563739555,0.0
