Date,AMT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.348842689568496,-0.4352220360284877,-0.0,-0.4860441977377461,-0.34824046920821117,0.0
2018-09-25,1.0,-0.3466397037581742,-0.4388475982876802,-0.0,-0.48874648738083354,-0.35204979383880036,0.0
2018-09-26,1.0,-0.3459436738125263,-0.4384720470786045,-0.0,-0.4890447667087012,-0.35369377889869696,0.0
2018-09-27,1.0,-0.34512063567237616,-0.4420238377141053,-0.0,-0.4895677112110927,-0.35435577656747436,0.0
2018-09-28,1.0,-0.3446207277606757,-0.44252374562580576,-0.0,-0.4894624674402084,-0.35446102033835875,0.0
2018-10-01,1.0,-0.3442415285548401,-0.447508708962314,-0.0,-0.4906048770188959,-0.35672437453816114,0.0
2018-10-02,1.0,-0.34321888298575315,-0.45600401765654325,-0.0,-0.4888853646287633,-0.3550868289588454,0.0
2018-10-03,1.0,-0.3426065361549232,-0.45074106364428945,-0.0,-0.49039655491268397,-0.3581675517159388,0.0
2018-10-04,1.0,-0.3448385137454776,-0.4469590936699501,-0.0,-0.4931470673673647,-0.3558507407505216,0.0
2018-10-05,1.0,-0.33066743837310253,-0.4377417063481624,-0.0,-0.49943437426008264,-0.362973875983268,0.0
2018-10-08,1.0,-0.328141416263921,-0.43449254044967434,-0.0,-0.5019174196259719,-0.3620245849968481,0.0
2018-10-09,1.0,-0.32405289586455294,-0.43476089071167545,-0.0,-0.5042984462497042,-0.36590688014301864,0.0
2018-10-10,1.0,-0.32896713491289564,-0.4351527290936405,-0.0,-0.5086577234272461,-0.362728302980787,0.0
2018-10-11,1.0,-0.2855423229606864,-0.42015622999103597,-0.0,-0.49253425534639517,-0.362914585734409,0.0
2018-10-12,1.0,-0.28260535613702703,-0.42022120948333247,-0.0,-0.4950330278048031,-0.36243535255261405,0.0
2018-10-15,1.0,-0.2736212930087614,-0.42642213083348235,-0.0,-0.4929627832128534,-0.36133745434110703,0.0
2018-10-16,1.0,-0.26924649831305597,-0.4342603005827625,-0.0,-0.49202535528064617,-0.3604181576525918,0.0
2018-10-17,1.0,-0.26031272892616264,-0.4160204107408998,-0.0,-0.4882410892464698,-0.3615328264329199,0.0
2018-10-18,1.0,-0.2595035891214235,-0.41446769790718835,-0.0,-0.49120412496208676,-0.362349610757254,0.0
2018-10-19,1.0,-0.2477167804094741,-0.40357788036932957,-0.0,-0.4954084704937775,-0.3623042954636692,0.0
2018-10-22,1.0,-0.24826191379092402,-0.3920869675135887,-0.0,-0.5109088610795095,-0.3768423713816205,0.0
2018-10-23,1.0,-0.24752800748552206,-0.3922818197911135,-0.0,-0.5117214171914118,-0.37733606453733914,0.0
2018-10-24,1.0,-0.2468048490370258,-0.3876698807987245,-0.0,-0.5146660592716322,-0.38167185483258675,0.0
2018-10-25,1.0,-0.21827198263100758,-0.3528816737392677,-0.0,-0.5349353597157801,-0.3610974045198855,0.0
2018-10-26,1.0,-0.2082151589242054,-0.3446210268948655,-0.0,-0.5368215158924206,-0.35530562347188266,0.0
2018-10-29,1.0,-0.20920666013712047,-0.34392752203721844,-0.0,-0.5407443682664055,-0.35467678746327136,0.0
2018-10-30,1.0,-0.18442673509165822,-0.35185413634008533,-0.0,-0.5487898152031778,-0.38217660556117544,0.0
2018-10-31,1.0,-0.18266403001723963,-0.38675083662914506,-0.0,-0.5655359497008416,-0.40028901734104044,0.0
2018-11-01,1.0,-0.14328435163701983,-0.4374838875998968,-0.0,-0.5808713585975767,-0.41634441866460425,0.0
2018-11-02,1.0,-0.15340366806820233,-0.40588644981556476,-0.0,-0.6027807155570459,-0.4174426703123791,0.0
2018-11-05,1.0,-0.15298911641821838,-0.40692216433692685,-0.0,-0.6027492649713726,-0.41641306029813796,0.0
2018-11-06,1.0,-0.14719086544699622,-0.4060983521473984,-0.0,-0.6127416634228623,-0.4290125859608148,0.0
2018-11-07,1.0,-0.1467506872050205,-0.4060733364452051,-0.0,-0.6117680618225195,-0.42863440692910115,0.0
2018-11-08,1.0,-0.12651392424593072,-0.4063874103216848,-0.0,-0.6055182699478001,-0.43300161999537146,0.0
2018-11-09,1.0,-0.12496453534858529,-0.4092233886152021,-0.0,-0.610224136596941,-0.4348095225813108,0.0
2018-11-12,1.0,-0.12475904078957513,-0.39435063099185236,-0.0,-0.618089289845015,-0.4330326162387231,0.0
2018-11-13,1.0,-0.10167848579154125,-0.3909239324524259,-0.0,-0.6263200857099128,-0.4319932656497118,0.0
2018-11-14,1.0,-0.10223185818135441,-0.3904348935084811,-0.0,-0.6263231730646601,-0.4316796326999107,0.0
2018-11-15,1.0,-0.1020173646578141,-0.3946629213483146,-0.0,-0.6342696629213482,-0.4226762002042901,0.0
2018-11-16,1.0,-0.09779308585278734,-0.38660543436662836,-0.0,-0.6353871667304503,-0.4315601479780584,0.0
2018-11-19,1.0,-0.09571614683117481,-0.3882800725470662,-0.0,-0.6376478401920965,-0.432855646665134,0.0
2018-11-20,1.0,-0.049018608208004084,-0.38343104766760133,-0.0,-0.6520265103237319,-0.46456793270456287,0.0
2018-11-21,1.0,-0.045354716788395734,-0.38474896572858674,-0.0,-0.6556514633025181,-0.46800143010368256,0.0
2018-11-23,1.0,-0.04655731013546264,-0.37498405571570703,-0.0,-0.6601954131482947,-0.4693487078752009,0.0
2018-11-26,1.0,-0.04602947926760851,-0.3777222420564084,-0.0,-0.6586423216198297,-0.46771561177130616,0.0
2018-11-27,1.0,-0.04017460599446743,-0.37839758394030915,-0.0,-0.6554323274877547,-0.46384793036063243,0.0
2018-11-28,1.0,-0.04086190705819649,-0.377020887794726,-0.0,-0.6558462983173015,-0.464252176340702,0.0
2018-11-29,1.0,-0.01558337103503745,-0.3693761624692103,-0.0,-0.6564872065550695,-0.471975066606344,0.0
2018-11-30,1.0,-0.015709043382094206,-0.36980344844920326,-0.0,-0.6579701402503394,-0.4699643090534359,0.0
2018-12-03,1.0,-0.015963999296075622,-0.36988712069789076,-0.0,-0.6580687331875203,-0.47012092415214823,0.0
2018-12-04,1.0,-0.006532006833484072,-0.37727364084011655,-0.0,-0.6574464877901718,-0.4710581851070244,0.0
2018-12-06,1.0,-0.001273417411534223,-0.32567650299987755,-0.0,-0.6693032937431125,-0.45262642341128934,0.0
2018-12-07,1.0,-0.013371160725299126,-0.32988775132601456,-0.0,-0.6756630072776614,-0.44808190452695207,0.0
2018-12-10,1.0,-0.0,-0.32934482674415766,-0.0,-0.6764669971429269,-0.4361309858123123,0.0
2018-12-11,1.0,-0.0,-0.3295399042688288,-0.0,-0.6760769756764676,-0.4365048354009964,0.0
2018-12-12,1.0,-0.0,-0.32966174136036147,-0.0,-0.6764440102576628,-0.43619489559164737,0.0
2018-12-13,1.0,-0.0,-0.3258742968941062,-0.0,-0.6847150892638787,-0.43499633162142337,0.0
2018-12-14,1.0,-0.0011996866124767407,-0.312285770247772,-0.0,-0.697434139653315,-0.4374204289491725,0.0
2018-12-17,1.0,-0.0,-0.30835060343776666,-0.0,-0.6846275752773375,-0.4451298305497989,0.0
2018-12-18,1.0,-0.0,-0.3120119458519987,-0.0,-0.6896281608773348,-0.4462803848131013,0.0
2018-12-19,1.0,-0.0,-0.312559711912986,-0.0,-0.6900369907645574,-0.4471473016339629,0.0
2018-12-20,1.0,-0.0,-0.30215038033937974,-0.0,-0.6932904232494635,-0.4426321435537351,0.0
2018-12-21,1.0,-0.0,-0.2999781728227391,-0.0,-0.6943225086702399,-0.4309412363883297,0.0
2018-12-24,1.0,-0.0,-0.29421295736499725,-0.0,-0.6925588256632247,-0.4315252351817368,0.0
2018-12-26,1.0,-0.0,-0.29323145157402497,-0.0,-0.6892204599141879,-0.4279998071638625,0.0
2018-12-27,1.0,-0.0,-0.27069922048737094,-0.0,-0.6450057351529764,-0.4251972190360261,0.0
2018-12-28,1.0,-0.0,-0.27113211520014974,-0.0,-0.6443394239992514,-0.4240928339143251,0.0
2018-12-31,1.0,-0.0,-0.2714957534919632,-0.0,-0.644135607496315,-0.42401909173861163,0.0
2019-01-02,1.0,-0.0,-0.27086304861224775,-0.0,-0.6418266420370847,-0.4255383823976431,0.0
2019-01-03,1.0,-0.0,-0.27126614261650756,-0.0,-0.6536823881714393,-0.41456110799176493,0.0
2019-01-04,1.0,-0.0,-0.2751129325199087,-0.0,-0.6346807618870208,-0.41871187072137106,0.0
2019-01-07,1.0,-0.0,-0.2532784071404051,-0.0,-0.630873097608422,-0.4044398672617004,0.0
2019-01-08,1.0,-0.0,-0.24747543979894907,-0.0,-0.634155814484807,-0.403038610920722,0.0
2019-01-09,1.0,-0.0,-0.24612363270991755,-0.0,-0.6337831974606655,-0.40364458450366514,0.0
2019-01-10,1.0,-0.0,-0.2434605807232769,-0.0,-0.6381787860096406,-0.4028739177118315,0.0
2019-01-11,1.0,-0.0,-0.24525928128645605,-0.0,-0.6390191458700276,-0.4031612416222522,0.0
2019-01-14,1.0,-0.0,-0.24840356137419606,-0.0,-0.6401318349316792,-0.40026550090407637,0.0
2019-01-15,1.0,-0.0,-0.24340296866410113,-0.0,-0.6364073666849918,-0.41082554517133957,0.0
2019-01-16,1.0,-0.0,-0.2457863243959256,-0.0,-0.6260220161695519,-0.4120495135431416,0.0
2019-01-17,1.0,-0.0,-0.24660380373981142,-0.0,-0.6255622274481153,-0.41101395009018477,0.0
2019-01-18,1.0,-0.0,-0.2481168473268418,-0.0,-0.6246325555759692,-0.4237782472900974,0.0
2019-01-22,1.0,-0.0,-0.1576301779879818,-0.0,-0.7668563072634633,-0.3603399821783535,0.0
2019-01-23,1.0,-0.0,-0.11477578577619633,-0.0,-0.7739154235664432,-0.3922266319967155,0.0
2019-01-24,1.0,-0.0,-0.1129569622564009,-0.0,-0.7777600292090732,-0.3912418419971703,0.0
2019-01-25,1.0,-0.0,-0.04711686430705169,-0.0,-0.883452521046438,-0.3324884584049968,0.0
2019-01-28,1.0,-0.0,-0.04653530303373075,-0.0,-0.8834468248761397,-0.332307761916612,0.0
2019-01-29,1.0,-0.0,-0.03614922326794421,-0.0,-0.8852477605170653,-0.3464338360358317,0.0
2019-01-30,1.0,-0.0,-0.03404371212637026,-0.0,-0.8837066793763192,-0.35183041692199446,0.0
2019-01-31,1.0,-0.0,-0.044761213001634284,-0.0,-0.8565689122934447,-0.36848556382785547,0.0
2019-02-01,1.0,-0.0,-0.04503151523425944,-0.0,-0.8655653400687191,-0.36487132227455793,0.0
2019-02-04,1.0,-0.0,-0.03421141888072357,-0.0,-0.870751837196156,-0.3562012436404749,0.0
2019-02-05,1.0,-0.0,-0.030885411956226825,-0.0,-0.8666003436736909,-0.36352536854481327,0.0
2019-02-06,1.0,-0.0,-0.03588689642711956,-0.0,-0.8654636614119878,-0.35710736708975116,0.0
2019-02-07,1.0,-0.0,-0.04256425326069757,-0.0,-0.874296435272045,-0.34358823662379345,0.0
2019-02-08,1.0,-0.0,-0.05155198120453621,-0.0,-0.8865494962273528,-0.32094609858582207,0.0
2019-02-11,1.0,-0.0,-0.04622105525249553,-0.0,-0.889992983091514,-0.3272821928970778,0.0
