Date,IWF,IWM,LINX,MTUM,SPY,VLUE,VXX
2020-02-24,-0.10919800634345266,-0.8616738947504693,1.0,-2.1068677584309667,-1.7711178717069065,-0.6241180658942327,0.0
2020-02-25,-0.18484701898657638,-0.8813036642883056,1.0,-1.9527149594872415,-1.4464868787035916,-0.5813883178135204,0.0
2020-02-26,-0.1737731295253419,-0.7973796115389035,1.0,-1.883519135731525,-1.399724169635674,-0.4920698770256292,0.0
2020-02-27,-0.24188705393232474,-0.7664857373830696,1.0,-1.864476267467375,-1.4374639103822613,-0.46408361242637713,0.0
2020-02-28,-0.20835539553108123,-0.8665148787461612,1.0,-1.6285078894419147,-1.164936990363232,-0.4266652546860108,0.0
2020-03-02,-0.26177512290532323,-0.8046730454088914,1.0,-1.6002008775175767,-1.1881905164666702,-0.43141090024845374,0.0
2020-03-03,-0.21963008631319358,-0.9117139334155362,1.0,-1.3557090012330455,-1.0553884093711468,-0.38969173859432793,0.0
2020-03-04,-0.10971695360373505,-1.0043283727263885,1.0,-1.451658398988425,-0.9992218655772785,-0.2984145511137049,0.0
2020-03-05,-0.09176615258492594,-1.4092329763795666,1.0,-1.3968335297433006,-0.9962596710560024,-0.22969718706768458,0.0
2020-03-06,-0.09621568142468463,-1.3550828592629236,1.0,-1.3509275290625773,-0.9226811773435567,-0.22196388820183033,0.0
2020-03-09,-0.08373029514315179,-1.338162353287826,1.0,-1.3664489515297353,-0.918283160634484,-0.20419388105878308,0.0
2020-03-10,-0.45018157532245273,-0.7891221772342113,1.0,-1.0031306090078056,-0.7001293985056559,-0.2316233251241808,0.0
2020-03-11,-0.4291700903861955,-0.8033278553820872,1.0,-0.982251437962202,-0.6705834018077239,-0.22313064913722266,0.0
2020-03-12,-0.435790560120678,-0.7274820372355206,1.0,-0.9262831963796593,-0.6594021674407526,-0.2207137469731253,0.0
2020-03-13,-0.48389127536661236,-0.5973559472670715,1.0,-0.7682195230336246,-0.5895052584802252,-0.2641830839875574,0.0
2020-03-16,-0.388112624631372,-0.7671675326499088,1.0,-0.7379932593736835,-0.5342999578710855,-0.0831694986659177,0.0
2020-03-17,-0.3926749968124442,-0.5277954864210124,1.0,-0.5162884100471758,-0.5680543159505291,-0.1827744485528497,0.0
2020-03-18,-0.3858791624621594,-0.5317545408678103,1.0,-0.4885216952573158,-0.5603872351160444,-0.18680625630676084,0.0
2020-03-19,-0.4104193138500635,-0.6847075792437927,1.0,-0.5754661904598372,-0.6223084583948625,-0.14131666609430268,0.0
2020-03-20,-0.4153899360193671,-0.7546602109631678,1.0,-0.5561819125021614,-0.622203008818952,-0.10997752031817395,0.0
2020-03-23,-0.43193335647344666,-0.8650468587296077,1.0,-0.45761888233252346,-0.6272474835126692,-0.08917042693509197,0.0
2020-03-24,-0.4363604852686309,-0.861421143847487,1.0,-0.4489081455805892,-0.6204506065857885,-0.0990987868284229,0.0
2020-03-25,-0.44655692093670296,-0.8559504488092478,1.0,-0.32781292438143816,-0.6191580272266569,-0.06276704978304794,0.0
2020-03-26,-0.43688409197559835,-0.856606556278072,1.0,-0.3586847221291144,-0.6312596366561641,-0.06844539786820407,0.0
2020-03-27,-0.4318256633089736,-0.849167160445059,1.0,-0.328955164921983,-0.6294686944499309,-0.05247218381723616,0.0
2020-03-30,-0.4321646090534979,-0.85840329218107,1.0,-0.3242469135802469,-0.6346995884773662,-0.042699588477366254,0.0
2020-03-31,-0.41647702912173085,-0.8857557468421225,1.0,-0.3229774743577059,-0.6248474654529864,-0.04795356353682267,0.0
2020-04-01,-0.4213515239087335,-0.8585637958264726,1.0,-0.38096038173325714,-0.635101985953829,-0.06435028058738533,0.0
2020-04-02,-0.4503781190658627,-0.7962487923510011,1.0,-0.3765532864709998,-0.6618915947629677,-0.04634040710264184,0.0
2020-04-03,-0.44674693986162856,-0.8037187333688132,1.0,-0.37766098988823843,-0.6488823842469398,-0.04922831293241085,0.0
2020-04-06,-0.44685805528758193,-0.8027344399720568,1.0,-0.3780646019759822,-0.6480157014071388,-0.05086324473570407,0.0
2020-04-07,-0.4371807967313585,-0.7938317572242908,1.0,-0.3713137170911727,-0.6441068898481004,-0.04853537184091733,0.0
2020-04-08,-0.44107551487414187,-0.8043814779916544,1.0,-0.34997980885718133,-0.6685623906313098,-0.10122492933100014,0.0
