Date,GL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.14026081771278942,-0.4125897695159576,-0.09444919758367686,-0.44712348655725803,-0.49819812812734954,0.0
2018-09-25,1.0,-0.13979610366027653,-0.41357752470881215,-0.09336169550442294,-0.44797530415834397,-0.499390386261641,0.0
2018-09-26,1.0,-0.13942444923060954,-0.41334302099281206,-0.09219710927160911,-0.4485818823468355,-0.5013623271142019,0.0
2018-09-27,1.0,-0.13892063162268856,-0.415930812383129,-0.09162684396426345,-0.44891439850405157,-0.5017141076251818,0.0
2018-09-28,1.0,-0.13749123308309738,-0.41751305296516616,-0.09203314543990442,-0.4488401693638466,-0.5017274073304413,0.0
2018-10-01,1.0,-0.13720344048021205,-0.4184964789647377,-0.09230049632305175,-0.4486396590702388,-0.5019099342566847,0.0
2018-10-02,1.0,-0.13752598752598755,-0.4180873180873181,-0.0926975051975052,-0.4485966735966736,-0.5018191268191269,0.0
2018-10-03,1.0,-0.13736392215957807,-0.4118319519862818,-0.09174049728493855,-0.451115903245083,-0.5060926498480085,0.0
2018-10-04,1.0,-0.1379659696064424,-0.4108845304585011,-0.09201194960384465,-0.4515131835303286,-0.5053383556306014,0.0
2018-10-05,1.0,-0.1243512559684451,-0.40458272783890387,-0.07963981731368071,-0.4648121237284617,-0.5215902013701474,0.0
2018-10-08,1.0,-0.12326352892390627,-0.4029649595687331,-0.07814119842421728,-0.4659962678830603,-0.5213819199668256,0.0
2018-10-09,1.0,-0.12044715975562201,-0.40649941505264525,-0.06774990250877422,-0.4737813596776291,-0.5312621864032238,0.0
2018-10-10,1.0,-0.12138382761936942,-0.4053492059366309,-0.06900943518831389,-0.4744366178878694,-0.5290203519351233,0.0
2018-10-11,1.0,-0.09098316824119579,-0.4022306536630083,-0.03501311400269919,-0.4726643069949836,-0.54554251228642,0.0
2018-10-12,1.0,-0.08498474632758224,-0.4086702386751096,-0.028738431563565515,-0.48375932524931425,-0.5574896813392468,0.0
2018-10-15,1.0,-0.07642496992654399,-0.42031174016534,-0.018018479178930666,-0.48442578894832483,-0.5602620869698753,0.0
2018-10-16,1.0,-0.07583435708435708,-0.42280917280917285,-0.0161496723996724,-0.4844389844389844,-0.5601453726453727,0.0
2018-10-17,1.0,-0.06711562318033368,-0.40309881262816777,-0.00802551963340844,-0.4852781083065394,-0.5681915997873364,0.0
2018-10-18,1.0,-0.06544735039699652,-0.4011313766774054,-0.009639532229014992,-0.49052535450648127,-0.5699753938256259,0.0
2018-10-19,1.0,-0.05707077078339852,-0.3947016525797906,-0.00401160590387284,-0.4941844329506749,-0.5730541188343636,0.0
2018-10-22,1.0,-0.05885029576823904,-0.3851812528439254,-0.0,-0.5031093584104354,-0.5807927599979777,0.0
2018-10-23,1.0,-0.05538383582467697,-0.3867747656447935,-0.0,-0.507651380795541,-0.5837851532809729,0.0
2018-10-24,1.0,-0.05359493670886076,-0.38526582278481014,-0.0,-0.5080506329113924,-0.584759493670886,0.0
2018-10-25,1.0,-0.04152915291529153,-0.37136213621362135,-0.0,-0.5093759375937594,-0.5780078007800781,0.0
2018-10-26,1.0,-0.040708848121802074,-0.36979907650068633,-0.0,-0.5091725945338824,-0.576263571695994,0.0
2018-10-29,1.0,-0.026679596200706153,-0.3742602814660102,-0.0,-0.5041275050972202,-0.5813814709831419,0.0
2018-10-30,1.0,-0.01837394331178518,-0.3746892093485828,-0.0,-0.5047737444057683,-0.5884883142715067,0.0
2018-10-31,1.0,-0.018839824260927843,-0.37160870752351877,-0.0,-0.5041576687268846,-0.5875840841958945,0.0
2018-11-01,1.0,-0.0068944992807896425,-0.38123108972769204,-0.0,-0.5039432567828976,-0.5879420663657556,0.0
2018-11-02,1.0,-0.009905881771695362,-0.3669375756527754,-0.0,-0.5081149181097305,-0.5853363306242435,0.0
2018-11-05,1.0,-0.009435127324820313,-0.36819225924370785,-0.0,-0.5081384147998123,-0.5841628176945686,0.0
2018-11-06,1.0,-0.007171649726735415,-0.3667433291292628,-0.0,-0.5110171377698642,-0.5880505477656601,0.0
2018-11-07,1.0,-0.00729692292470565,-0.36682497279113485,-0.0,-0.5112793113683586,-0.5881567230632235,0.0
2018-11-08,1.0,-0.0,-0.3651793181482757,-0.0,-0.5047473803315786,-0.589855856742264,0.0
2018-11-09,1.0,-0.0,-0.36519493297257405,-0.0,-0.5048333538310171,-0.5896937646045997,0.0
2018-11-12,1.0,-0.0,-0.35638780565570355,-0.0,-0.5079341721237094,-0.5882814607706081,0.0
2018-11-13,1.0,-0.0,-0.3487249500219416,-0.0,-0.5039738651323808,-0.5852552537910186,0.0
2018-11-14,1.0,-0.0,-0.3489967289947762,-0.0,-0.5061514426597666,-0.5859005028560269,0.0
2018-11-15,1.0,-0.0,-0.34893814156486963,-0.0,-0.507497622704996,-0.5818155219076878,0.0
2018-11-16,1.0,-0.0,-0.34284114969943297,-0.0,-0.50604784735574,-0.5848767309985642,0.0
2018-11-19,1.0,-0.0,-0.34280012654839265,-0.0,-0.5058528631573824,-0.5849699447567593,0.0
2018-11-20,1.0,-0.0,-0.3276995077475206,-0.0,-0.4983874487742186,-0.5988021048037052,0.0
2018-11-21,1.0,-0.0,-0.32402517543225057,-0.0,-0.4981552484988787,-0.5892594468156936,0.0
2018-11-23,1.0,-0.0,-0.32076926784595367,-0.0,-0.4996385019520895,-0.5895792162722322,0.0
2018-11-26,1.0,-0.0,-0.3232544692333639,-0.0,-0.4980484749192888,-0.587987278947622,0.0
2018-11-27,1.0,-0.0,-0.32295093777767103,-0.0,-0.4938161907735165,-0.5847361974976586,0.0
2018-11-28,1.0,-0.0,-0.34105161601543654,-0.0,-0.4886637723106609,-0.5822238301977809,0.0
2018-11-29,1.0,-0.0,-0.3418030017856281,-0.0,-0.4890931904830848,-0.5821388929105737,0.0
2018-11-30,1.0,-0.0,-0.3416670688739804,-0.0,-0.48892321057966115,-0.5826777354119407,0.0
2018-12-03,1.0,-0.0,-0.34345337294398953,-0.0,-0.48923991015143825,-0.5825664806898051,0.0
2018-12-04,1.0,-0.0,-0.34470208252988815,-0.0,-0.48491129965291163,-0.5807221365214038,0.0
2018-12-06,1.0,-0.0,-0.34010823812387253,-0.0,-0.4837282020444979,-0.5814311485267588,0.0
2018-12-07,1.0,-0.0,-0.3404475706405223,-0.0,-0.4832703008696071,-0.585166092549322,0.0
2018-12-10,1.0,-0.0,-0.33871353419416544,-0.0,-0.4784074605451937,-0.5740554758488762,0.0
2018-12-11,1.0,-0.0,-0.34118408127081484,-0.0,-0.4728178834127991,-0.5819536622181757,0.0
2018-12-12,1.0,-0.0,-0.34192666490803136,-0.0,-0.4721456150027578,-0.5840667641909877,0.0
2018-12-13,1.0,-0.0,-0.3409483171924442,-0.0,-0.472888100489021,-0.5833253427941317,0.0
2018-12-14,1.0,-0.0,-0.34015676310553944,-0.0,-0.4735971619645725,-0.5832114863731154,0.0
2018-12-17,1.0,-0.0,-0.3377014682672534,-0.0,-0.4664020278349036,-0.5872112487445598,0.0
2018-12-18,1.0,-0.0,-0.33172137786459577,-0.0,-0.4627662108723617,-0.5876887893658583,0.0
2018-12-19,1.0,-0.0,-0.33176902186859786,-0.0,-0.4627662108723617,-0.5876887893658583,0.0
2018-12-20,1.0,-0.0,-0.32893391358112767,-0.0,-0.46322322893629164,-0.5859075884045564,0.0
2018-12-21,1.0,-0.0,-0.3281135249105684,-0.0,-0.46393120276705124,-0.5770059936983251,0.0
2018-12-24,1.0,-0.0,-0.32005572346052136,-0.0,-0.45969493766528147,-0.5814129202871174,0.0
2018-12-26,1.0,-0.0,-0.32011771630370806,-0.0,-0.4547851677457328,-0.5794231901118304,0.0
2018-12-27,1.0,-0.0,-0.30795783620989226,-0.0,-0.4305803312869223,-0.5781535966639639,0.0
2018-12-28,1.0,-0.0,-0.3075924724205062,-0.0,-0.431120793547789,-0.5788912579957356,0.0
2018-12-31,1.0,-0.0,-0.30621943021395953,-0.0,-0.4320684299589698,-0.5798001808108673,0.0
2019-01-02,1.0,-0.0,-0.3060538636258286,-0.0,-0.4318360914105595,-0.5798451768414221,0.0
2019-01-03,1.0,-0.0,-0.3091027550260611,-0.0,-0.4238644825018615,-0.5939128816083397,0.0
2019-01-04,1.0,-0.0,-0.3089858971979959,-0.0,-0.4155223603637038,-0.5950315457413249,0.0
2019-01-07,1.0,-0.0,-0.30214218184333713,-0.0,-0.4128254202504208,-0.5909331980538197,0.0
2019-01-08,1.0,-0.0,-0.29514840314075846,-0.0,-0.41790048124525087,-0.5895829975362085,0.0
2019-01-09,1.0,-0.0,-0.2947000046046876,-0.0,-0.41787539715430305,-0.589768384215131,0.0
2019-01-10,1.0,-0.0,-0.2954236624519219,-0.0,-0.41758216449020014,-0.5901563831502338,0.0
2019-01-11,1.0,-0.0,-0.2907091986078779,-0.0,-0.41925000576209465,-0.5948786502869523,0.0
2019-01-14,1.0,-0.0,-0.29188753168932935,-0.0,-0.4194745333026043,-0.593316432357686,0.0
2019-01-15,1.0,-0.0,-0.28937720491595376,-0.0,-0.41974682376812933,-0.5966704327976204,0.0
2019-01-16,1.0,-0.0,-0.28820980825958703,-0.0,-0.41823377581120946,-0.5981286873156343,0.0
2019-01-17,1.0,-0.0,-0.2901477946093012,-0.0,-0.4176754052246893,-0.5978418759078648,0.0
2019-01-18,1.0,-0.0,-0.2922071926503855,-0.0,-0.41962513272702096,-0.5964636905036702,0.0
2019-01-22,1.0,-0.0,-0.2185334151385007,-0.0,-0.36650987342922714,-0.6873224714250006,0.0
2019-01-23,1.0,-0.0,-0.18500659600600464,-0.0,-0.36676067870627305,-0.7227175544739116,0.0
2019-01-24,1.0,-0.0,-0.18272644515248065,-0.0,-0.37271279016841147,-0.7203914428766499,0.0
2019-01-25,1.0,-0.0,-0.1291683773550477,-0.0,-0.33652661831120845,-0.8152456548515123,0.0
2019-01-28,1.0,-0.0,-0.13172183474566643,-0.0,-0.32680555240020903,-0.813322125542404,0.0
