Date,GTN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8637208341936815,-1.9306215155895108,-0.0,-1.5823525363066968,-1.5060912657443732,0.0
2018-09-25,1.0,-0.86455252115292,-1.9288023663754557,-0.0,-1.5811377863383091,-1.5045057439636789,0.0
2018-09-26,1.0,-0.8713369647659106,-1.9376680686754466,-0.0,-1.5850513686823418,-1.5010687443977109,0.0
2018-09-27,1.0,-0.8722027129380983,-1.931212559388556,-0.0,-1.583075122219927,-1.4991392962886456,0.0
2018-09-28,1.0,-0.873880699820912,-1.930844468935115,-0.0,-1.5835514533682324,-1.499655599944896,0.0
2018-10-01,1.0,-0.8747847647909636,-1.9296094772367243,-0.0,-1.5837178869068116,-1.4994145602314208,0.0
2018-10-02,1.0,-0.8771168938455184,-1.9199366652898253,-0.0,-1.5855707008123365,-1.5015833677543715,0.0
2018-10-03,1.0,-0.8755503577325262,-1.9043065492570173,-0.0,-1.5897083104017613,-1.5098376444689048,0.0
2018-10-04,1.0,-0.876460882716898,-1.9009349649388145,-0.0,-1.5895091434071222,-1.507837206104771,0.0
2018-10-05,1.0,-0.8369580084803722,-1.881274791410204,-0.0,-1.5986869101354124,-1.5220216112706881,0.0
2018-10-08,1.0,-0.8285305538524422,-1.869882144560256,-0.0,-1.5980652633013148,-1.5159752026704816,0.0
2018-10-09,1.0,-0.8244872930435375,-1.8700688151529603,-0.0,-1.5997819717926005,-1.5190434012400353,0.0
2018-10-10,1.0,-0.8266021930123273,-1.8680787305046653,-0.0,-1.6011714227337739,-1.5147449431315128,0.0
2018-10-11,1.0,-0.6553836234687299,-1.7950354609929078,-0.0,-1.511798839458414,-1.485235332043843,0.0
2018-10-12,1.0,-0.6508297053441858,-1.7653479714808504,-0.0,-1.4629945106946811,-1.4304372515616128,0.0
2018-10-15,1.0,-0.6083788706739527,-1.7948621317756424,-0.0,-1.4511651278186044,-1.4266063689466744,0.0
2018-10-16,1.0,-0.5994711659531604,-1.81761521027449,-0.0,-1.451523545706371,-1.4269705363888188,0.0
2018-10-17,1.0,-0.5477092241905925,-1.722052535125229,-0.0,-1.4200366524129504,-1.4188759926695174,0.0
2018-10-18,1.0,-0.5465045221217306,-1.7199340014666338,-0.0,-1.4242239061354192,-1.4202517721828403,0.0
2018-10-19,1.0,-0.5077996965098633,-1.6994233687405158,-0.0,-1.4361153262518969,-1.426525037936267,0.0
2018-10-22,1.0,-0.5080346855860772,-1.6891637863076827,-0.0,-1.4382390394760778,-1.4284761384997877,0.0
2018-10-23,1.0,-0.547973224246932,-1.7341018966158421,-0.0,-1.459898351307797,-1.4561175158051318,0.0
2018-10-24,1.0,-0.5458439381712086,-1.740269414612949,-0.0,-1.4631572412936866,-1.4584393817120864,0.0
2018-10-25,1.0,-0.4668777113377887,-1.6122640403329813,-0.0,-1.4198616484933755,-1.3633485754484698,0.0
2018-10-26,1.0,-0.4333736257410925,-1.5750302193058194,-0.0,-1.4122488919587868,-1.3354630748863179,0.0
2018-10-29,1.0,-0.40237497145467,-1.5775862068965518,-0.0,-1.394896094998858,-1.334265814112811,0.0
2018-10-30,1.0,-0.3884736091298146,-1.5774037089871613,-0.0,-1.3950927246790301,-1.345164051355207,0.0
2018-10-31,1.0,-0.39132641551996383,-1.5360929393187457,-0.0,-1.383092713737875,-1.3290660951951274,0.0
2018-11-01,1.0,-0.37675779052761843,-1.5429744628192148,-0.0,-1.37900776240297,-1.3261896726290923,0.0
2018-11-02,1.0,-0.38117516012252856,-1.4954608744082432,-0.0,-1.3811751601225286,-1.3116680590364802,0.0
2018-11-05,1.0,-0.3807004844367726,-1.496519850771201,-0.0,-1.380867531599755,-1.3101508992705606,0.0
2018-11-06,1.0,-0.3855401569544164,-1.4995269104469304,-0.0,-1.376579284243335,-1.304113096231981,0.0
2018-11-07,1.0,-0.392293433690951,-1.5135651294725607,-0.0,-1.3935853507835758,-1.3175869235522104,0.0
2018-11-08,1.0,-0.3608893324462187,-1.5010534486582392,-0.0,-1.372200044355733,-1.310323796850743,0.0
2018-11-09,1.0,-0.35989988876529483,-1.506674082313682,-0.0,-1.3807007786429366,-1.3145161290322582,0.0
2018-11-12,1.0,-0.3569928137092316,-1.4767827529021558,-0.0,-1.3871752349364288,-1.3069098949695963,0.0
2018-11-13,1.0,-0.3044383561643836,-1.4729315068493152,-0.0,-1.3970958904109587,-1.304986301369863,0.0
2018-11-14,1.0,-0.3044550386322538,-1.4730670173708147,-0.0,-1.3971724478053589,-1.3050578113869253,0.0
2018-11-15,1.0,-0.301903303434697,-1.4717786042441479,-0.0,-1.397177860424415,-1.2984029752789323,0.0
2018-11-16,1.0,-0.2944228983448954,-1.4556726935052164,-0.0,-1.398863822581526,-1.3134320205385916,0.0
2018-11-19,1.0,-0.3051033273036233,-1.459025379597654,-0.0,-1.4003179301649948,-1.3171079318094612,0.0
2018-11-20,1.0,-0.25301270220388666,-1.4421886874389318,-0.0,-1.3989251981326676,-1.3341656714797525,0.0
2018-11-21,1.0,-0.25507634610233054,-1.4250736672917224,-0.0,-1.3875167425663004,-1.2899544602196624,0.0
2018-11-23,1.0,-0.2555710306406685,-1.4241482751232053,-0.0,-1.3872937647310906,-1.2897471609170774,0.0
2018-11-26,1.0,-0.2543098832851483,-1.4292215440625335,-0.0,-1.3839811542991756,-1.2863261591176784,0.0
2018-11-27,1.0,-0.23685190109013562,-1.431587343791545,-0.0,-1.373677213507046,-1.275618186652486,0.0
2018-11-28,1.0,-0.23770273863334218,-1.4312682797128424,-0.0,-1.373304972081893,-1.2754586546131348,0.0
2018-11-29,1.0,-0.17976878612716762,-1.4120861797162376,-0.0,-1.3728323699421965,-1.2901208617971625,0.0
2018-11-30,1.0,-0.1794777491724899,-1.4127042505122682,-0.0,-1.3744548941312458,-1.2873955761046603,0.0
2018-12-03,1.0,-0.1783576604011341,-1.4121075291399772,-0.0,-1.3735167489236586,-1.286464349469705,0.0
2018-12-04,1.0,-0.16270547586640144,-1.4197989739294314,-0.0,-1.3682336928070358,-1.2843681289917286,0.0
2018-12-06,1.0,-0.13956885262415633,-1.3179711896846984,-0.0,-1.348796212350156,-1.2303817870454317,0.0
2018-12-07,1.0,-0.14590263078318716,-1.318213889728858,-0.0,-1.3499143231529078,-1.2257836911601652,0.0
2018-12-10,1.0,-0.10224674420916594,-1.320558703648474,-0.0,-1.3478476985783876,-1.2000198826921165,0.0
2018-12-11,1.0,-0.1043737574552684,-1.3196819085487077,-0.0,-1.347614314115308,-1.1985089463220677,0.0
2018-12-12,1.0,-0.1102189416986684,-1.3236247568699817,-0.0,-1.3552940002992369,-1.198144730936113,0.0
2018-12-13,1.0,-0.1095309381237525,-1.3171157684630739,-0.0,-1.367065868263473,-1.196307385229541,0.0
2018-12-14,1.0,-0.11174299112042303,-1.3141773919984037,-0.0,-1.366906115933353,-1.1956998902524194,0.0
2018-12-17,1.0,-0.08648836401528309,-1.3120627201905424,-0.0,-1.349029921103558,-1.2144097652954897,0.0
2018-12-18,1.0,-0.06317654005117103,-1.2933969691005707,-0.0,-1.3446664042511316,-1.2190021649281637,0.0
2018-12-19,1.0,-0.06229395266446883,-1.2937558431333958,-0.0,-1.3451754170152046,-1.2193081730059538,0.0
2018-12-20,1.0,-0.061245421245421254,-1.2730647130647132,-0.0,-1.3424175824175824,-1.2073260073260075,0.0
2018-12-21,1.0,-0.052680087315061845,-1.269366965801601,-0.0,-1.3405772495755517,-1.1882124666504972,0.0
2018-12-24,1.0,-0.041121675756551956,-1.258120565664366,-0.0,-1.3357304889232104,-1.1915150345093874,0.0
2018-12-26,1.0,-0.03734974241556955,-1.2588723526044647,-0.0,-1.3042835336767793,-1.1695764167143674,0.0
2018-12-27,1.0,-0.0,-1.1926559585020704,-0.0,-1.1917004140692544,-1.1658552122673704,0.0
2018-12-28,1.0,-0.0,-1.2048791609667124,-0.0,-1.1920656634746922,-1.1630642954856363,0.0
2018-12-31,1.0,-0.0,-1.2064672078810543,-0.0,-1.1916902307762474,-1.1626379640609321,0.0
2019-01-02,1.0,-0.0,-1.2051398888180078,-0.0,-1.1894650505786932,-1.1620340836598926,0.0
2019-01-03,1.0,-0.0,-1.2039887077679627,-0.0,-1.1960203988707767,-1.1532647299881613,0.0
2019-01-04,1.0,-0.0,-1.203298689561681,-0.0,-1.1644374152733845,-1.1510167193854497,0.0
2019-01-07,1.0,-0.0,-1.1548307366376838,-0.0,-1.1437083462064705,-1.11515205013903,0.0
2019-01-08,1.0,-0.0,-1.142410635675295,-0.0,-1.1484416270470152,-1.1113312202852614,0.0
2019-01-09,1.0,-0.0,-1.1486349402372866,-0.0,-1.1508843117364267,-1.1110130992810834,0.0
2019-01-10,1.0,-0.0,-1.1473790944760394,-0.0,-1.1510823083366397,-1.1101265264735705,0.0
2019-01-11,1.0,-0.0,-1.1374491420484698,-0.0,-1.1589421546081728,-1.126083495489121,0.0
2019-01-14,1.0,-0.0,-1.1375656703898283,-0.0,-1.1578296763939782,-1.1194207761246744,0.0
2019-01-15,1.0,-0.0,-1.1325109430959013,-0.0,-1.1570057921032852,-1.1319361542202768,0.0
2019-01-16,1.0,-0.0,-1.120555800617556,-0.0,-1.1429642699603,-1.147640052933392,0.0
2019-01-17,1.0,-0.0,-1.1171282413124008,-0.0,-1.144337625683542,-1.1484829775974599,0.0
2019-01-18,1.0,-0.0,-1.1132503334815473,-0.0,-1.1545131169408627,-1.1787016451756336,0.0
2019-01-22,1.0,-0.0,-1.1202387461272096,-0.0,-1.2474485146710406,-1.1885365409148896,0.0
2019-01-23,1.0,-0.0,-1.074304254444089,-0.0,-1.2585568706301695,-1.236896220810675,0.0
2019-01-24,1.0,-0.0,-1.0751701146275745,-0.0,-1.2548294286888615,-1.2368360962688953,0.0
2019-01-25,1.0,-0.0,-1.0038411092373993,-0.0,-1.3759134345137718,-1.3045250140528388,0.0
2019-01-28,1.0,-0.0,-0.9773823460547881,-0.0,-1.4068836338094124,-1.2984781081713883,0.0
2019-01-29,1.0,-0.0,-0.9613830686836418,-0.0,-1.413088414920605,-1.3234520342008833,0.0
2019-01-30,1.0,-0.0,-0.9604225352112676,-0.0,-1.4120187793427232,-1.3224413145539906,0.0
2019-01-31,1.0,-0.0,-0.9902748414376321,-0.0,-1.3336622034296453,-1.3742071881606763,0.0
2019-02-01,1.0,-0.0,-0.9901619280738092,-0.0,-1.346121257766899,-1.3709282620975334,0.0
2019-02-04,1.0,-0.0,-0.9999530868830926,-0.0,-1.3400731844623759,-1.3512854194032653,0.0
2019-02-05,1.0,-0.0,-0.9890677051564772,-0.0,-1.3307840285271901,-1.372120302162999,0.0
2019-02-06,1.0,-0.0,-0.9787443693693694,-0.0,-1.3302834084084083,-1.3831174924924923,0.0
2019-02-07,1.0,-0.0,-0.9700514740290127,-0.0,-1.3314927468413664,-1.3779129620963968,0.0
2019-02-08,1.0,-0.0,-0.9659650274248747,-0.0,-1.34742862500586,-1.3745722188364353,0.0
2019-02-11,1.0,-0.0,-0.9641550154827813,-0.0,-1.3470019705357983,-1.3805479966219387,0.0
2019-02-12,1.0,-0.0,-0.9717158428866755,-0.0,-1.3474440894568689,-1.3792050366472466,0.0
2019-02-13,1.0,-0.0,-0.95519888346127,-0.0,-1.3350546638753198,-1.3619911607350548,0.0
2019-02-14,1.0,-0.0,-0.9439107820626963,-0.0,-1.3516236352560798,-1.3903284757040437,0.0
2019-02-15,1.0,-0.0,-0.9522871217452498,-0.0,-1.3503166783954963,-1.3889749003049494,0.0
2019-02-19,1.0,-0.0,-0.9242664922444402,-0.0,-1.366146514670155,-1.381564193608671,0.0
2019-02-20,1.0,-0.0,-0.9391162029459902,-0.0,-1.3637596446107083,-1.3732990413841477,0.0
2019-02-21,1.0,-0.0,-0.962833426599515,-0.0,-1.351287073307219,-1.3491885842193623,0.0
