Date,BOOM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-06,1.0,-0.7504006410256411,-2.591105769230769,-0.0,-1.869551282051282,-1.8017628205128207,0.0
2018-11-07,1.0,-0.7513257271412501,-2.6009963040334245,-0.0,-1.8738550538325567,-1.8085328619636831,0.0
2018-11-08,1.0,-0.680916633741604,-2.58711971552746,-0.0,-1.8345318056104307,-1.7993678387988938,0.0
2018-11-09,1.0,-0.68359436797975,-2.5889099825976905,-0.0,-1.8359436797975004,-1.8016927701313084,0.0
2018-11-12,1.0,-0.6751882057716436,-2.551129234629862,-0.0,-1.8308500627352573,-1.7847396486825595,0.0
2018-11-13,1.0,-0.6074802539879202,-2.541892519746012,-0.0,-1.8253058695988849,-1.7688555056527797,0.0
2018-11-14,1.0,-0.6076184577268504,-2.541344069371322,-0.0,-1.8249458036543822,-1.7684267575100652,0.0
2018-11-15,1.0,-0.6028253821213526,-2.538675312644743,-0.0,-1.8226802532036437,-1.7554423344140806,0.0
2018-11-16,1.0,-0.5930286241920592,-2.5159279778393353,-0.0,-1.819482917820868,-1.7662357648507234,0.0
2018-11-19,1.0,-0.5956448137888583,-2.515235457063712,-0.0,-1.8180978762696214,-1.7656971375807942,0.0
2018-11-20,1.0,-0.5068868427060346,-2.492428277908835,-0.0,-1.8148542728863861,-1.795601552393273,0.0
2018-11-21,1.0,-0.5067907255946574,-2.470923688752157,-0.0,-1.795452840099047,-1.7303969385458093,0.0
2018-11-23,1.0,-0.5074492775323801,-2.449052931047391,-0.0,-1.800329415287864,-1.729879463951486,0.0
2018-11-26,1.0,-0.5071487386780449,-2.4492851261321955,-0.0,-1.7998353170147467,-1.7293959128677299,0.0
2018-11-27,1.0,-0.4815146094215862,-2.4620602265951104,-0.0,-1.79077221228384,-1.7193649373881932,0.0
2018-11-28,1.0,-0.4813460677510819,-2.472914490374571,-0.0,-1.788464408297269,-1.718773317415311,0.0
2018-11-29,1.0,-0.4114976199194434,-2.431636763090443,-0.0,-1.7659465397290368,-1.7143170999633832,0.0
2018-11-30,1.0,-0.415636952044719,-2.443439246837305,-0.0,-1.7805972344807297,-1.7154310091203295,0.0
2018-12-03,1.0,-0.41119435874834726,-2.4427794916997208,-0.0,-1.7784633465550168,-1.712942559130307,0.0
2018-12-04,1.0,-0.39222563203273414,-2.444761069706269,-0.0,-1.7659652199327778,-1.7038579570363874,0.0
2018-12-06,1.0,-0.34670125499544274,-2.3021804669424384,-0.0,-1.7392554161116174,-1.6229404753558156,0.0
2018-12-07,1.0,-0.34410939691444603,-2.3037868162692843,-0.0,-1.7403225806451612,-1.6244039270687238,0.0
2018-12-10,1.0,-0.2775006927126628,-2.3186478248822393,-0.0,-1.7408561928512054,-1.5901911886949294,0.0
2018-12-11,1.0,-0.276707773313011,-2.318899819869752,-0.0,-1.7401274767909105,-1.592282111680754,0.0
2018-12-12,1.0,-0.2786362691428176,-2.318688933545839,-0.0,-1.7409049961887604,-1.59122721918093,0.0
2018-12-13,1.0,-0.27821213588874283,-2.313152978620356,-0.0,-1.740053968034318,-1.587559676191794,0.0
2018-12-14,1.0,-0.28735473159933594,-2.2894299944659657,-0.0,-1.7526286662977308,-1.5881294964028778,0.0
2018-12-17,1.0,-0.2562148056585634,-2.2834775442933664,-0.0,-1.726548551023211,-1.6008790001373436,0.0
2018-12-18,1.0,-0.22331221472852372,-2.2615982015123643,-0.0,-1.720621295728592,-1.6069895769466584,0.0
2018-12-19,1.0,-0.22438692098092639,-2.2609673024523156,-0.0,-1.7200272479564032,-1.6066757493188009,0.0
2018-12-20,1.0,-0.21896575064302148,-2.2293217815080544,-0.0,-1.7269527548395829,-1.5934073372140245,0.0
2018-12-21,1.0,-0.20530782702411424,-2.236157887646504,-0.0,-1.7352822309039473,-1.559073151017109,0.0
2018-12-24,1.0,-0.16113333333333335,-2.1939333333333333,-0.0,-1.7229333333333334,-1.588666666666667,0.0
2018-12-26,1.0,-0.15239410681399632,-2.2046172059984213,-0.0,-1.668902920284136,-1.55123651670613,0.0
2018-12-27,1.0,-0.04084682440846824,-2.113823163138232,-0.0,-1.527895392278954,-1.5440224159402243,0.0
2018-12-28,1.0,-0.0330491068650028,-2.12248708533018,-0.0,-1.5276031617601293,-1.5407356693844525,0.0
2018-12-31,1.0,-0.0345450018672974,-2.120876384912237,-0.0,-1.5277604879870534,-1.541142786007718,0.0
2019-01-02,1.0,-0.02735978112175103,-2.120942668822286,-0.0,-1.5251834348961573,-1.5446461882850393,0.0
2019-01-03,1.0,-0.033484500217431816,-2.1172889358265516,-0.0,-1.527800211219482,-1.5337640554140524,0.0
2019-01-04,1.0,-0.0,-2.12250046145327,-0.0,-1.4966467729034638,-1.5335630345167046,0.0
2019-01-07,1.0,-0.0,-2.0540183662445233,-0.0,-1.4665386231318647,-1.4814837044595162,0.0
2019-01-08,1.0,-0.0,-2.025957676398297,-0.0,-1.4891193573526766,-1.479767400035969,0.0
2019-01-09,1.0,-0.0,-2.0053245587795394,-0.0,-1.4877654801076878,-1.4896201017050554,0.0
2019-01-10,1.0,-0.0,-2.0,-0.0,-1.4907645406180885,-1.4868790722697112,0.0
2019-01-11,1.0,-0.0,-1.983586917455373,-0.0,-1.5001198035222234,-1.5064693902000719,0.0
2019-01-14,1.0,-0.0,-1.9852535667186189,-0.0,-1.5088118930583863,-1.500359669104424,0.0
2019-01-15,1.0,-0.0,-1.9740111637956905,-0.0,-1.5068123161875036,-1.5212172138527098,0.0
2019-01-16,1.0,-0.0,-1.9652095808383232,-0.0,-1.4923353293413173,-1.5304191616766465,0.0
2019-01-17,1.0,-0.0,-1.9607901825800658,-0.0,-1.4941634241245134,-1.53127806046094,0.0
2019-01-18,1.0,-0.0,-1.957632247911875,-0.0,-1.5196707420409152,-1.5752330226364846,0.0
2019-01-22,1.0,-0.0,-2.092911518781979,-0.0,-1.5823661549981278,-1.5646449519530758,0.0
2019-01-23,1.0,-0.0,-2.023338312173264,-0.0,-1.5858227532984814,-1.6143266118994275,0.0
2019-01-24,1.0,-0.0,-2.0278020196982918,-0.0,-1.5868968956489216,-1.6189377883056975,0.0
2019-01-25,1.0,-0.0,-1.9832452060903356,-0.0,-1.6966299292858509,-1.6907689367395045,0.0
2019-01-28,1.0,-0.0,-1.9592214422463305,-0.0,-1.7291001914486281,-1.6932354818123803,0.0
2019-01-29,1.0,-0.0,-1.9416329933936245,-0.0,-1.754409595279328,-1.7179783208261175,0.0
2019-01-30,1.0,-0.0,-1.9402860624719391,-0.0,-1.7528061060868452,-1.7208004618048873,0.0
2019-01-31,1.0,-0.0,-1.9662317728319263,-0.0,-1.6814402660526988,-1.7478255308262982,0.0
2019-02-01,1.0,-0.0,-1.958710912571793,-0.0,-1.6882578174856413,-1.7345883854499042,0.0
2019-02-04,1.0,-0.0,-1.893930940425268,-0.0,-1.6227140288884754,-1.6825987229557993,0.0
2019-02-05,1.0,-0.0,-1.8800740283775446,-0.0,-1.6135101789019124,-1.6754472547809995,0.0
2019-02-06,1.0,-0.0,-1.8864712029012232,-0.0,-1.6007130124777182,-1.6594750752965763,0.0
2019-02-07,1.0,-0.0,-1.889195486877606,-0.0,-1.5934510669610007,-1.6493745401030169,0.0
2019-02-08,1.0,-0.0,-1.8781807006760909,-0.0,-1.6063306699446835,-1.6617086662569145,0.0
2019-02-11,1.0,-0.0,-1.8722013199284524,-0.0,-1.6128415469068031,-1.6829087769074198,0.0
2019-02-12,1.0,-0.0,-1.872600024773938,-0.0,-1.6345844171931128,-1.6863000123869691,0.0
2019-02-13,1.0,-0.0,-1.8723588286173236,-0.0,-1.6306684789324106,-1.6751513653774865,0.0
2019-02-14,1.0,-0.0,-1.82490874218895,-0.0,-1.6713481408154427,-1.6907133576687496,0.0
2019-02-15,1.0,-0.0,-1.855303077208842,-0.0,-1.6577920871772647,-1.6784719212432668,0.0
2019-02-19,1.0,-0.0,-1.8385262116716123,-0.0,-1.6675939663699308,-1.6758160237388724,0.0
2019-02-20,1.0,-0.0,-1.8512192102983043,-0.0,-1.6612204480752568,-1.6764451045921525,0.0
2019-02-21,1.0,-0.0,-1.840257968498078,-0.0,-1.6727024680639961,-1.688205382611931,0.0
2019-02-22,1.0,-0.0,-1.8396577380952381,-0.0,-1.6775793650793651,-1.683159722222222,0.0
2019-02-25,1.0,-0.5009431641105553,-2.1787090953825965,-0.12851636184696139,-2.186746493889937,-2.206511933076355,0.0
2019-02-26,1.0,-0.4966601498859564,-2.1594982078853047,-0.1358748778103617,-2.170576735092864,-2.183365917236885,0.0
2019-02-27,1.0,-0.5024730398118868,-2.1407605610962457,-0.1444093083596854,-2.1616800454066327,-2.1590042974134436,0.0
2019-02-28,1.0,-0.505268276868212,-2.1360836440265847,-0.1487275085102934,-2.156994650672718,-2.1578862052196466,0.0
2019-03-01,1.0,-0.5042527339003645,-2.1374645605508302,-0.15066828675577154,-2.1548805184285134,-2.1532604293236126,0.0
2019-03-04,1.0,-0.4966394040003239,-2.1345857964207626,-0.15078143979269576,-2.1534537209490647,-2.1623613248036277,0.0
2019-03-05,1.0,-0.5220355490625761,-2.118415713010308,-0.15623731839948055,-2.1583475367259153,-2.161107052998945,0.0
2019-03-06,1.0,-0.5259349593495934,-2.1146341463414635,-0.16341463414634147,-2.165121951219512,-2.1609756097560973,0.0
2019-03-07,1.0,-0.5357056207035988,-2.07076425394258,-0.17363526081682168,-2.164092195713708,-2.1431459765467045,0.0
2019-03-08,1.0,-0.555045118949959,-2.0635767022149305,-0.24848236259228879,-2.1812141099261693,-2.155045118949959,0.0
2019-03-11,1.0,-0.5534382767191384,-2.068599834299917,-0.2804473902236951,-2.1898922949461475,-2.192543496271748,0.0
2019-03-12,1.0,-0.543993371996686,-1.995857497928749,-0.3437448218724109,-2.1816072908036452,-2.21980115990058,0.0
2019-03-13,1.0,-0.5731788631438572,-2.000666777796299,-0.39323220536756126,-2.163777296216036,-2.2039506584430737,0.0
2019-03-14,1.0,-0.5768115942028986,-1.9821946169772258,-0.40248447204968946,-2.141449275362319,-2.1785507246376814,0.0
2019-03-15,1.0,-0.5844284651624101,-1.9587569220596743,-0.4147450202496074,-2.1281924125960825,-2.1789404082982062,0.0
2019-03-18,1.0,-0.6041297935103244,-1.9922461019806152,-0.47526337968815846,-2.1501053518752635,-2.2064053940160138,0.0
2019-03-19,1.0,-0.5977554636739515,-1.998143616572441,-0.47430596574128764,-2.149945152307822,-2.217956290608387,0.0
2019-03-20,1.0,-0.6158390410958904,-2.0106164383561644,-0.4867294520547945,-2.185958904109589,-2.2624999999999997,0.0
2019-03-21,1.0,-0.6405859543300302,-2.015079707022835,-0.49719948298147354,-2.217578629900905,-2.246531667384748,0.0
2019-03-22,1.0,-0.6489194841408156,-2.0156849076333216,-0.5453990937608924,-2.250784245381666,-2.252962704775183,0.0
2019-03-25,1.0,-0.6096768678406564,-1.9021200205163278,-0.5827491878953667,-2.234570011967858,-2.219353735681313,0.0
2019-03-26,1.0,-0.6106645925157722,-1.923602108720076,-0.6104053236539625,-2.2487252614294357,-2.2489845302912457,0.0
2019-03-27,1.0,-0.6189245087900723,-1.8940020682523266,-0.6165977249224406,-2.2468114443295417,-2.2413822819717337,0.0
2019-03-28,1.0,-0.6076320096476872,-1.884744594711,-0.6390731329141184,-2.236626755103799,-2.245929881988113,0.0
2019-03-29,1.0,-0.5967102996899759,-1.8904581467447468,-0.6491560454702032,-2.2328625559765762,-2.2425938684119875,0.0
2019-04-01,1.0,-0.5927426305809343,-1.90380968798483,-0.6477331494569901,-2.2344423375280127,-2.2404757800379245,0.0
2019-04-02,1.0,-0.6042166609530338,-1.8908124785738774,-0.691035310250257,-2.2054336647240316,-2.178865272540281,0.0
2019-04-03,1.0,-0.608729074137342,-1.881619405534677,-0.6887598223436966,-2.1972155790912193,-2.1648445507345406,0.0
2019-04-04,1.0,-0.636030725259021,-1.975259021078957,-0.6826545194712397,-2.31680957484816,-2.321007502679528,0.0
2019-04-05,1.0,-0.650313339301701,-1.9686660698299017,-0.6857654431512982,-2.321754700089526,-2.3260519247985676,0.0
2019-04-08,1.0,-0.6447027268663388,-1.9659365221278498,-0.6792132320071523,-2.3229324988824316,-2.327760393383996,0.0
2019-04-09,1.0,-0.6810598626104024,-1.9214916584887145,-0.7002408778660006,-2.3232224105629404,-2.2952984209117675,0.0
2019-04-10,1.0,-0.6813420912480028,-1.9048464406177883,-0.7093023255813953,-2.3142197763181254,-2.266554233978342,0.0
2019-04-11,1.0,-0.6999378385578545,-1.8809164372613445,-0.7278216854631028,-2.318977000266406,-2.252553059230974,0.0
2019-04-12,1.0,-0.5902761387774369,-1.7126111242231137,-0.6048304618047361,-1.999763983950909,-1.9597199276217447,0.0
2019-04-15,1.0,-0.5879746835443037,-1.725158227848101,-0.6122626582278481,-2.0076740506329114,-1.9783227848101264,0.0
2019-04-16,1.0,-0.5936452179466708,-1.734312629730161,-0.6301293309915376,-2.0315344084304643,-1.9937729522593004,0.0
2019-04-17,1.0,-0.5956240517447896,-1.7179589555218397,-0.6455322207138864,-2.036572706220554,-1.9896989539247782,0.0
2019-04-18,1.0,-0.6017882803768162,-1.713316302091649,-0.6436212677630527,-2.0323327478844004,-1.9923359412422161,0.0
2019-04-22,1.0,-0.6155016414444711,-1.7231163423812956,-0.6355993274081192,-2.035951637440948,-1.996877251981744,0.0
2019-04-23,1.0,-0.6218602038359683,-1.7261054490008827,-0.63911403579167,-2.043174705079849,-1.994783725222695,0.0
2019-04-24,1.0,-0.6146008824709186,-1.7085439229843562,-0.6486161251504212,-2.044925792218211,-2.0057761732851986,0.0
2019-04-25,1.0,-0.6204052214302875,-1.7049731720989831,-0.6504364539120686,-2.0344358132457754,-1.998078001121166,0.0
2019-04-26,1.0,-0.6240523501715746,-1.6818290639214746,-0.6528609049557098,-2.0327986593248744,-1.9885883010134864,0.0
2019-04-29,1.0,-0.630867079945254,-1.6766765960872716,-0.6505917397955077,-2.060945173496498,-2.031800982207552,0.0
2019-04-30,1.0,-0.6285969036232472,-1.6914160654940424,-0.6450514711842426,-2.0821917808219177,-2.0584420847856046,0.0
2019-05-01,1.0,-0.6384062070637679,-1.6685524933322555,-0.6516608744847652,-2.0790430776691182,-2.0445324496888384,0.0
2019-05-02,1.0,-0.6366944287215979,-1.671545241368157,-0.6472871351176518,-2.073906363709873,-2.056602247917846,0.0
2019-05-03,1.0,-0.6394530301804353,-1.6664778703778622,-0.6489198155190549,-2.0772716239177926,-2.05906626749737,0.0
2019-05-06,1.0,-0.6346821742993296,-1.6316129553347871,-0.6606897665778209,-2.083191987723124,-2.0666343590986185,0.0
2019-05-07,1.0,-0.6325028312570782,-1.6344442646820905,-0.6671250606697946,-2.0848568192849055,-2.0704578547160657,0.0
2019-05-08,1.0,-0.6050413422172273,-1.617885526210163,-0.6620374086858795,-2.0770651039576142,-2.065505338363972,0.0
2019-05-09,1.0,-0.6082490771946719,-1.615150056170759,-0.6640988605360295,-2.076713208152784,-2.0601027122452256,0.0
2019-05-10,1.0,-0.60908431988403,-1.6191511637271483,-0.6713376822098736,-2.0900378513328497,-2.0638640573407425,0.0
2019-05-13,1.0,-0.6143363973552652,-1.6236897274633122,-0.6601354620222545,-2.0940170940170937,-2.0709562973713918,0.0
2019-05-14,1.0,-0.5407879029048944,-1.5350576999602068,-0.7546358933545563,-2.0832471150019893,-2.044886589733386,0.0
2019-05-15,1.0,-0.5300215293836218,-1.5420620365202138,-0.769635595247588,-2.09345347260984,-2.0386731520612393,0.0
2019-05-16,1.0,-0.5220065500439333,-1.546209761163032,-0.7751417844875789,-2.1007268951194185,-2.043773464334212,0.0
2019-05-17,1.0,-0.5203355972832601,-1.5332001598082299,-0.7878545745105872,-2.0923691570115857,-2.056652017578905,0.0
2019-05-20,1.0,-0.5195321823534091,-1.5173044792744053,-0.7940965868406397,-2.0791630201288887,-2.0460657172408308,0.0
2019-05-21,1.0,-0.5176554795609989,-1.5178940671226342,-0.7953714013042787,-2.077063782408144,-2.0449339907746147,0.0
2019-05-22,1.0,-0.5094788609502657,-1.504719600222099,-0.8031252478781631,-2.0754342825414454,-2.0394225430316495,0.0
2019-05-23,1.0,-0.5114582507334866,-1.507255570533661,-0.8086591071286972,-2.0699389421933234,-2.0322734121005475,0.0
2019-05-24,1.0,-0.492914501653283,-1.481262793260904,-0.8136513934813415,-2.0614863800976226,-2.0234608723035747,0.0
2019-05-28,1.0,-0.4941787287602265,-1.475298930144745,-0.8110446821900565,-2.0613593455003145,-2.024779735682819,0.0
2019-05-29,1.0,-0.5078352626191039,-1.4864949996062682,-0.812347428931412,-2.06260335459485,-2.005354752342704,0.0
2019-05-30,1.0,-0.5076753522789892,-1.4833503896717308,-0.8095725419192317,-2.062111312288436,-2.009289144296623,0.0
2019-05-31,1.0,-0.509327036599764,-1.482487209759937,-0.8107831562377017,-2.0604486422668242,-2.007870916961826,0.0
2019-06-03,1.0,-0.5018340747678139,-1.477249668305627,-0.8204948099586358,-2.0412861937095137,-1.9637087333177243,0.0
2019-06-04,1.0,-0.4761271133375078,-1.4827019411396365,-0.8152003757044458,-2.050720100187852,-2.0024264245460235,0.0
2019-06-05,1.0,-0.45808936825885976,-1.4496147919876734,-0.8294298921417566,-2.036594761171032,-1.9303543913713406,0.0
2019-06-06,1.0,-0.4580898185173793,-1.4481697939095663,-0.8215164564749308,-2.030759766225777,-1.931405721316518,0.0
2019-06-07,1.0,-0.46675511159669114,-1.5005462775089746,-0.8294833775557983,-2.0514281254877478,-1.9556734821289214,0.0
2019-06-10,1.0,-0.44931827035449945,-1.5091546552395794,-0.832411375146085,-2.0393455395403195,-1.960966108297624,0.0
2019-06-11,1.0,-0.46918317800924114,-1.5107682668963898,-0.8786122640770616,-2.024120917847913,-1.948782206907354,0.0
2019-06-12,1.0,-0.473317138155317,-1.5118721103361805,-0.8835514458114568,-2.0222553091450512,-1.94538045607711,0.0
2019-06-13,1.0,-0.4894171536882009,-1.5236929395040275,-0.8934607486968882,-2.0304059390301687,-1.9606697204233137,0.0
2019-06-14,1.0,-0.4990091161315894,-1.508680142687277,-0.9200158541418945,-2.0478795085216013,-1.9514863258026158,0.0
2019-06-17,1.0,-0.5001189626457293,-1.5106669839003886,-0.9207708779443254,-2.047188516139266,-1.9520183995558726,0.0
2019-06-18,1.0,-0.5017454776261504,-1.517137416693113,-0.9198667089812756,-2.0453824182799107,-1.949857188194224,0.0
2019-06-19,1.0,-0.5043181998256874,-1.5032881705094685,-0.9366135805403693,-2.04468742571904,-1.934315822834958,0.0
2019-06-20,1.0,-0.5127899586908167,-1.5100095328884653,-0.9325548141086749,-2.0486177311725453,-1.940181124880839,0.0
2019-06-21,1.0,-0.5178755449861275,-1.5102655568767338,-0.9278636543797066,-2.038921918351169,-1.9322235434007131,0.0
2019-06-24,1.0,-0.5207787048073104,-1.5017083829956297,-0.9350019864918554,-2.0389352403655145,-1.949543106873262,0.0
2019-06-25,1.0,-0.5208101667990468,-1.4914217633042095,-0.9391580619539316,-2.0417791898332007,-1.9497220015885621,0.0
2019-06-26,1.0,-0.5149538657333758,-1.4941139039134586,-0.9377982818962775,-2.043827553293032,-1.9634902958956413,0.0
2019-06-27,1.0,-0.5262653680344883,-1.4853903879929746,-0.9447549097876417,-2.0484592048539034,-1.9785246686891265,0.0
2019-06-28,1.0,-0.5257174656172986,-1.4629143811113758,-0.949757532395262,-2.0438826615788215,-1.967485491692503,0.0
2019-07-01,1.0,-0.5388708012387835,-1.4483443182720561,-0.9519574366711666,-2.0466131978083064,-1.9552132136901454,0.0
2019-07-02,1.0,-0.5278946115387667,-1.4568685024998014,-0.9477025632886278,-2.0449170700738035,-1.9584953575113084,0.0
2019-07-03,1.0,-0.528020320685823,-1.4642800444515,-0.9428480711224003,-2.0421495475472295,-1.9604699158596601,0.0
2019-07-05,1.0,-0.5312176886980037,-1.451523105066412,-0.9466316710411198,-2.0507436570428696,-1.9735146743020757,0.0
2019-07-08,1.0,-0.5316999443162835,-1.450640362739639,-0.9477368546655001,-2.051308567337523,-1.973430912417469,0.0
2019-07-09,1.0,-0.5281399046104929,-1.4433227344992052,-0.9488871224165343,-2.0517488076311605,-1.977106518282989,0.0
2019-07-10,1.0,-0.525248508946322,-1.4463618290258449,-0.9491053677932405,-2.0517693836978133,-1.9798011928429422,0.0
2019-07-11,1.0,-0.5346820809248555,-1.4443641618497107,-0.9658798972382787,-2.0849389852280025,-1.9983943481053308,0.0
2019-07-12,1.0,-0.5417603597815612,-1.4362351429489237,-0.9663507870221651,-2.0882589142306456,-1.9982332155477032,0.0
2019-07-15,1.0,-0.4979013641133263,-1.2985309548793282,-0.8530205366511766,-1.9652975565882176,-1.880377754459601,0.0
2019-07-16,1.0,-0.5092029148824281,-1.3051611449177372,-0.8702576816167079,-1.9633385921418376,-1.8646983697693635,0.0
2019-07-17,1.0,-0.5110108981585869,-1.3112363773017663,-0.8690717775272454,-1.9610672679443817,-1.863509958662157,0.0
2019-07-18,1.0,-0.5098671869137841,-1.309071809109327,-0.868462519696856,-1.9580550761611766,-1.8581076011105275,0.0
2019-07-19,1.0,-0.520435762584523,-1.3106686701728023,-0.8701728024042075,-1.9565740045078888,-1.8552967693463562,0.0
2019-07-22,1.0,-0.5196122633002705,-1.30575593627893,-0.8677487225728885,-1.9593477607454162,-1.8617373008716562,0.0
2019-07-23,1.0,-0.5246210693009578,-1.3068396048563458,-0.8739914033632455,-1.968856044038911,-1.8666013121182414,0.0
2019-07-24,1.0,-0.5211172174960476,-1.3036964541142813,-0.8767597681246706,-1.9663479635624481,-1.8604983813897462,0.0
2019-07-25,1.0,-0.5380174705658944,-1.271781238131409,-0.9128750474743639,-2.0114698063045955,-1.8618306114698064,0.0
2019-07-26,1.0,-0.5334241804830039,-1.2587629646453176,-0.9099099099099098,-2.009160420925127,-1.8592626239685062,0.0
2019-07-29,1.0,-0.5496140238018655,-1.2709070440656158,-0.9995979414602767,-2.172000643293664,-2.0488903184303635,0.0
2019-07-30,1.0,-0.5514966205342775,-1.269794013517863,-1.0041036369488252,-2.1700193112327004,-2.0509333762471837,0.0
2019-07-31,1.0,-0.5467289719626168,-1.2928617466967451,-1.0042700612310667,-2.165001611343861,-2.047856912665163,0.0
2019-08-01,1.0,-0.5519595245743655,-1.3033247671056858,-0.9906039190491487,-2.1528268551236747,-2.0321233536781236,0.0
2019-08-02,1.0,-0.5421018801221276,-1.2992929455246665,-0.9948577856339386,-2.1579623975574482,-2.0404949381327335,0.0
2019-08-05,1.0,-0.5371854463856388,-1.2951594806860074,-0.9876582785702837,-2.1561147619810868,-2.037906715819843,0.0
2019-08-06,1.0,-0.4810325830316386,-1.2756178183535336,-0.9563985518652605,-2.126239571855816,-2.031008972139147,0.0
2019-08-07,1.0,-0.4659351069708692,-1.3051235493802793,-0.9356595879055813,-2.130338675298018,-2.0573932264940398,0.0
2019-08-08,1.0,-0.46338573347025824,-1.3061063275140214,-0.9346709850699106,-2.1331858756615847,-2.0621692076783313,0.0
2019-08-09,1.0,-0.4369767623816602,-1.2809639308348328,-0.9151866051169705,-2.1179876379000078,-2.0729989828651907,0.0
2019-08-12,1.0,-0.436230071897468,-1.271491090965927,-0.9301344170053142,-2.120584557674273,-2.0564238824632697,0.0
2019-08-13,1.0,-0.4288821564514876,-1.2433776120562416,-0.9207643905849451,-2.1166006369921537,-2.058572205391129,0.0
2019-08-14,1.0,-0.40127829970737716,-1.2435699984598798,-0.9082858462960111,-2.0991067303249653,-2.048359772062221,0.0
2019-08-15,1.0,-0.3709025594970813,-1.2230953450082322,-0.8853465050142195,-2.0484208950755876,-1.9562191288729234,0.0
2019-08-16,1.0,-0.3724932654893744,-1.2254564501646212,-0.8841664172403472,-2.0448219096079017,-1.9559263693504938,0.0
2019-08-19,1.0,-0.37011783887941896,-1.1975098199066183,-0.88045653301712,-2.0337211887645448,-1.9294448973541838,0.0
