Date,IWF,IWM,MTUM,PAM,SPY,VLUE,VXX
2018-11-06,-0.5548303923938442,-2.1122391426959957,-0.0,1.0,-2.2300378696317784,-2.160341632422851,0.0
2018-11-07,-0.5529686618867317,-2.114799001047289,-0.0,1.0,-2.2276645452348345,-2.160638040763715,0.0
2018-11-08,-0.4677510266527096,-2.150495208954022,-0.0,1.0,-2.226346726789597,-2.2075851517835576,0.0
2018-11-09,-0.4669887278582931,-2.150161030595813,-0.0,1.0,-2.227536231884058,-2.206843800322061,0.0
2018-11-12,-0.46347909658817876,-2.102514816594586,-0.0,1.0,-2.2443536761172513,-2.198702546852475,0.0
2018-11-13,-0.38844668610607613,-2.074395145401529,-0.0,1.0,-2.2372133343841125,-2.1807865079990543,0.0
2018-11-14,-0.3928228900255754,-2.114210358056266,-0.0,1.0,-2.271019820971867,-2.2142742966751916,0.0
2018-11-15,-0.4128064278101172,-2.1933262277609247,-0.0,1.0,-2.359924571615971,-2.232680167254243,0.0
2018-11-16,-0.40637482677101167,-2.1708649221488545,-0.0,1.0,-2.3466210157332683,-2.228091627944893,0.0
2018-11-19,-0.4080684596577017,-2.169682151589242,-0.0,1.0,-2.3450692746536266,-2.2272208638956807,0.0
2018-11-20,-0.29154542515357257,-2.1447623666343354,-0.0,1.0,-2.3596023278370515,-2.2868574199806013,0.0
2018-11-21,-0.2864058408062852,-2.1050710261090386,-0.0,1.0,-2.3302912467264503,-2.214109991270534,0.0
2018-11-23,-0.28609943699944496,-2.1005471413845056,-0.0,1.0,-2.329950043612719,-2.213067956545873,0.0
2018-11-26,-0.28426556805577563,-2.105292346696245,-0.0,1.0,-2.3249881159879577,-2.2081286642370466,0.0
2018-11-27,-0.2553074382764586,-2.1082717408397547,-0.0,1.0,-2.3083031923258375,-2.1910677779525085,0.0
2018-11-28,-0.2554681353265146,-2.1170731707317074,-0.0,1.0,-2.3054287962234463,-2.189771833202203,0.0
2018-11-29,-0.16953355028668834,-2.0807376414070973,-0.0,1.0,-2.2953664962033162,-2.2026964202696417,0.0
2018-11-30,-0.17920753236563355,-2.114947038054139,-0.0,1.0,-2.335739505688505,-2.216398587681444,0.0
2018-12-03,-0.17407320322909317,-2.1151344149227995,-0.0,1.0,-2.33411709381613,-2.214280115996551,0.0
2018-12-04,-0.16350136772176632,-2.112465806955842,-0.0,1.0,-2.3295037123876514,-2.2100820633059786,0.0
2018-12-06,-0.12218794673087052,-1.9309307049883377,-0.0,1.0,-2.3340606425400647,-2.1367090512376796,0.0
2018-12-07,-0.13407189690255483,-1.9332278242520162,-0.0,1.0,-2.338231969251639,-2.1308312608335216,0.0
2018-12-10,-0.059847418709725216,-1.930079253388638,-0.0,1.0,-2.330790311828754,-2.086067698688986,0.0
2018-12-11,-0.04095004095004094,-1.9501154046608589,-0.0,1.0,-2.3363115181297,-2.118085027175936,0.0
2018-12-12,-0.04669899291309213,-1.953301007086908,-0.0,1.0,-2.342633345766505,-2.1172696754942186,0.0
2018-12-13,-0.046138938580799045,-1.9426803816338698,-0.0,1.0,-2.3527131782945734,-2.112254025044723,0.0
2018-12-14,-0.053454437164979156,-1.9242108397855868,-0.0,1.0,-2.3575789160214415,-2.109663490172722,0.0
2018-12-17,-0.0034923465596671125,-1.931193342249963,-0.0,1.0,-2.333927775300936,-2.1618368256798925,0.0
2018-12-18,-0.0,-1.885190615835777,-0.0,1.0,-2.300733137829912,-2.1454545454545455,0.0
2018-12-19,-0.0,-1.885190615835777,-0.0,1.0,-2.3005131964809387,-2.145674486803519,0.0
2018-12-20,-0.0,-1.8477724568277463,-0.0,1.0,-2.287476418516906,-2.120592076621681,0.0
2018-12-21,-0.0,-1.8336327703916637,-0.0,1.0,-2.276248652533238,-2.076607977003234,0.0
2018-12-24,-0.0,-1.7707705553164013,-0.0,1.0,-2.2641698952503946,-2.1396183096570525,0.0
2018-12-26,-0.0,-1.7616361071932298,-0.0,1.0,-2.197602256699577,-2.092947813822285,0.0
2018-12-27,-0.0,-1.6211909978092016,-0.0,1.0,-1.9709885149040696,-2.0466042620991836,0.0
2018-12-28,-0.0,-1.6213778927126847,-0.0,1.0,-1.9672435514886282,-2.0423048869438367,0.0
2018-12-31,-0.0,-1.6196697393726374,-0.0,1.0,-1.9684992373499566,-2.043570528549638,0.0
2019-01-02,-0.0,-1.6198341625207298,-0.0,1.0,-1.9693532338308457,-2.044311774461028,0.0
2019-01-03,-0.0,-1.6236709197235513,-0.0,1.0,-1.9664407230196703,-2.0552897395002656,0.0
2019-01-04,-0.0,-1.6374106433677522,-0.0,1.0,-1.9135557320624836,-2.068109610802224,0.0
2019-01-07,-0.0,-1.5483870967741933,-0.0,1.0,-1.8647470018598085,-2.0,0.0
2019-01-08,-0.0,-1.5195884195053366,-0.0,1.0,-1.8785709720713235,-1.992842078353678,0.0
2019-01-09,-0.0,-1.5004461440407901,-0.0,1.0,-1.874442319949012,-1.998597833014659,0.0
2019-01-10,-0.0,-1.4953205577131217,-0.0,1.0,-1.8758515311644492,-1.9953523906538488,0.0
2019-01-11,-0.0,-1.4757791002751648,-0.0,1.0,-1.8950534331605557,-2.028412363217508,0.0
2019-01-14,-0.0,-1.4787397540983607,-0.0,1.0,-1.8972207991803278,-2.0277920081967213,0.0
2019-01-15,-0.0,-1.4686758576466816,-0.0,1.0,-1.8931708881051619,-2.05046489259378,0.0
2019-01-16,-0.0,-1.4671094648103207,-0.0,1.0,-1.857708519606591,-2.0616937028994764,0.0
2019-01-17,-0.0,-1.4628494829567218,-0.0,1.0,-1.8588663347376486,-2.0615345333843997,0.0
2019-01-18,-0.0,-1.4737352200038767,-0.0,1.0,-1.8845383472249144,-2.102926923822446,0.0
2019-01-22,-0.0,-1.3787451296520221,-0.0,1.0,-2.057906758027677,-2.2810694612387477,0.0
2019-01-23,-0.0,-1.3321185125194035,-0.0,1.0,-2.087264628467301,-2.329621380846325,0.0
2019-01-24,-0.0,-1.3352441327218776,-0.0,1.0,-2.0806582141893717,-2.3280954950094417,0.0
2019-01-25,-0.0,-1.1717517279899463,-0.0,1.0,-2.270543880471968,-2.539481952105006,0.0
2019-01-28,-0.0,-1.0965425902690646,-0.0,1.0,-2.3501324410985642,-2.5239091035828802,0.0
2019-01-29,-0.0,-1.0829828987945052,-0.0,1.0,-2.3616484440706476,-2.564059433697785,0.0
2019-01-30,-0.0,-1.0760336370007009,-0.0,1.0,-2.3554309740714787,-2.576243868255081,0.0
2019-01-31,-0.0,-1.1102129753286005,-0.0,1.0,-2.2794686160118083,-2.639207141350952,0.0
2019-02-01,-0.0,-1.1086696246214522,-0.0,1.0,-2.2950912036058875,-2.639059088668216,0.0
2019-02-04,-0.0,-1.0994657669056656,-0.0,1.0,-2.294249964853086,-2.635667088429636,0.0
2019-02-05,-0.0,-1.0816068544139337,-0.0,1.0,-2.27417655734251,-2.6671114544560717,0.0
2019-02-06,-0.0,-1.0565758919147141,-0.0,1.0,-2.298923369221026,-2.681303215818732,0.0
2019-02-07,-0.0,-1.0554500035184013,-0.0,1.0,-2.3005418337907257,-2.6808106396453453,0.0
2019-02-08,-0.0,-1.034444054717643,-0.0,1.0,-2.3141353910908453,-2.6665731322343036,0.0
2019-02-11,-0.0,-1.023288637967537,-0.0,1.0,-2.3503175723359213,-2.683556810162315,0.0
2019-02-12,-0.0,-1.0671976107516177,-0.0,1.0,-2.361231600654199,-2.682429069188651,0.0
2019-02-13,-0.0,-1.1123085649461146,-0.0,1.0,-2.3350113442994895,-2.6427963698241634,0.0
2019-02-14,-0.0,-1.0812602466319765,-0.0,1.0,-2.391047116686863,-2.655713165585573,0.0
2019-02-15,-0.0,-1.1392783431784215,-0.0,1.0,-2.354280834104334,-2.623372001992741,0.0
2019-02-19,-0.0,-1.1010288653901115,-0.0,1.0,-2.410331523292369,-2.6334667047727924,0.0
2019-02-20,-0.0,-1.1338839382742882,-0.0,1.0,-2.464898935014127,-2.646018981380859,0.0
2019-02-21,-0.0,-1.131357774235618,-0.0,1.0,-2.4676133893638603,-2.646355600637589,0.0
2019-02-22,-0.0,-1.1267381228273463,-0.0,1.0,-2.472769409038239,-2.6427433371958284,0.0
2019-02-25,-0.0,-1.1256567425569177,-0.0,1.0,-2.5058377116170463,-2.665718038528897,0.0
2019-02-26,-0.0,-1.1323690554459784,-0.0,1.0,-2.5121630506245887,-2.6606764555482503,0.0
2019-02-27,-0.0,-1.1212496358869792,-0.0,1.0,-2.530075735508302,-2.6309350422371103,0.0
2019-02-28,-0.0,-1.1150874635568513,-0.0,1.0,-2.5255102040816326,-2.6481049562682215,0.0
2019-03-01,-0.0,-1.1169692992051339,-0.0,1.0,-2.524028294319259,-2.651425654488442,0.0
2019-03-04,-0.0,-1.1025095391840327,-0.0,1.0,-2.524655121808042,-2.7106692104490753,0.0
2019-03-05,-0.0,-1.0889330975537872,-0.0,1.0,-2.561892130857648,-2.717211906867079,0.0
2019-03-06,-0.0,-1.0822696082048255,-0.0,1.0,-2.582085147199882,-2.7140854423374896,0.0
2019-03-07,-0.0,-1.0291783036895488,-0.0,1.0,-2.618183154490666,-2.702337204174629,0.0
2019-03-08,-0.0,-0.9873022944976608,-0.0,1.0,-2.7078785178584686,-2.730377960941561,0.0
2019-03-11,-0.0,-0.9903867818250094,-0.0,1.0,-2.700413067968457,-2.819601952684942,0.0
2019-03-12,-0.0,-0.8742705570291777,-0.0,1.0,-2.7517241379310344,-2.9527093596059113,0.0
2019-03-13,-0.0,-0.9252465030956203,-0.0,1.0,-2.7690132232668345,-2.9493235496445767,0.0
2019-03-14,-0.0,-0.9262313860252004,-0.0,1.0,-2.7649484536082474,-2.945322642229858,0.0
2019-03-15,-0.0,-0.9042113323124044,-0.0,1.0,-2.7688361408882085,-2.9839203675344566,0.0
2019-03-18,-0.0,-0.9528418770326778,-0.0,1.0,-2.7826389964379743,-3.008053275514945,0.0
2019-03-19,-0.0,-0.9774542038515736,-0.0,1.0,-2.787145764834821,-3.063801471739471,0.0
2019-03-20,-0.0,-1.012290238714252,-0.0,1.0,-2.7868904120381317,-3.0791774994091234,0.0
2019-03-21,-0.0,-1.0167562440720836,-0.0,1.0,-2.8668194751817895,-3.0202339551059123,0.0
2019-03-22,-0.0,-1.0124969959144436,-0.0,1.0,-2.992710085716575,-3.0057678442682048,0.0
2019-03-25,-0.0,-0.8654525472957061,-0.0,1.0,-3.0076929115315174,-2.9768427663081876,0.0
2019-03-26,-0.0,-0.8956295361312716,-0.0,1.0,-2.9878510571158094,-3.005443357526033,0.0
2019-03-27,-0.0,-0.8715305313243458,-0.0,1.0,-3.0384615384615388,-3.0202220459952422,0.0
2019-03-28,-0.0,-0.8614121772394007,-0.0,1.0,-3.051880777813197,-3.0561045584953774,0.0
2019-03-29,-0.0,-0.8711377245508982,-0.0,1.0,-3.0554890219560877,-3.0574051896207584,0.0
2019-04-01,-0.0,-0.8789636811571168,-0.0,1.0,-3.0249543034252566,-3.043312405626639,0.0
2019-04-02,-0.0,-0.9328805433479824,-0.0,1.0,-3.10043947263284,-2.957091490211746,0.0
2019-04-03,-0.0,-0.9352110428468842,-0.0,1.0,-3.091438602090481,-2.952285965052262,0.0
2019-04-04,-0.0,-0.929476893453145,-0.0,1.0,-3.129813863928113,-2.963896020539153,0.0
2019-04-05,-0.0,-0.9152979066022544,-0.0,1.0,-3.1603864734299516,-2.975845410628019,0.0
2019-04-08,-0.0,-0.8987035993236171,-0.0,1.0,-3.1735244383605767,-2.9799500764956925,0.0
2019-04-09,-0.0,-0.8525382755842064,-0.0,1.0,-3.2547139403706686,-2.950765511684126,0.0
2019-04-10,-0.0,-0.8274919614147911,-0.0,1.0,-3.252411575562701,-2.9586816720257234,0.0
2019-04-11,-0.0,-0.7791097258850795,-0.0,1.0,-3.306880843922321,-2.905698074003037,0.0
2019-04-12,-0.0,-0.7858343337334933,-0.0,1.0,-3.3122849139655863,-2.905082032813125,0.0
2019-04-15,-0.0,-0.7864216113443713,-0.0,1.0,-3.247484750059415,-2.8881406955557316,0.0
2019-04-16,-0.0,-0.7847758579504737,-0.0,1.0,-3.2804363404729675,-2.897205191496138,0.0
2019-04-17,-0.0,-0.7772991943846215,-0.0,1.0,-3.317221025763739,-2.8818696657892637,0.0
2019-04-18,-0.0,-0.7654975853059931,-0.0,1.0,-3.2963344153273693,-2.8551975298867864,0.0
2019-04-22,-0.0,-0.7912044057785935,-0.0,1.0,-3.3177428366190433,-2.872535717136244,0.0
2019-04-23,-0.0,-0.8180228862047043,-0.0,1.0,-3.3034011443102353,-2.825174825174825,0.0
2019-04-24,-0.0,-0.8013811504355334,-0.0,1.0,-3.2340893039315706,-2.811975202071726,0.0
2019-04-25,-0.0,-0.7758156477668673,-0.0,1.0,-3.269322141273361,-2.87377256889452,0.0
2019-04-26,-0.0,-0.7755487373141373,-0.0,1.0,-3.2661474313586654,-2.8255054677051374,0.0
2019-04-29,-0.0,-0.7367387033398821,-0.0,1.0,-3.2597249508840864,-2.8620039292730843,0.0
2019-04-30,-0.0,-0.7301038062283738,-0.0,1.0,-3.2717835797420576,-2.8622208241585407,0.0
2019-05-01,-0.0,-0.6902139710509754,-0.0,1.0,-3.3101793580868466,-2.8661107614852104,0.0
2019-05-02,-0.0,-0.6870764381402679,-0.0,1.0,-3.289440504334121,-2.903782505910165,0.0
2019-05-03,-0.0,-0.71201455350787,-0.0,1.0,-3.2913074428537534,-2.9061931503598832,0.0
2019-05-06,-0.0,-0.6817822720808975,-0.0,1.0,-3.292463264338758,-2.9258966661399906,0.0
2019-05-07,-0.0,-0.6974590358584659,-0.0,1.0,-3.288609198131877,-2.9297079078603656,0.0
2019-05-08,-0.0,-0.7129767405435038,-0.0,1.0,-3.2187328686663013,-2.8996789098598166,0.0
2019-05-09,-0.0,-0.7069998423458932,-0.0,1.0,-3.278023017499606,-2.8976824846287244,0.0
2019-05-10,-0.0,-0.7089805251123551,-0.0,1.0,-3.2856579673578805,-2.889931404241899,0.0
2019-05-13,-0.0,-0.7125819445541426,-0.0,1.0,-3.281494352736751,-2.9041149988152597,0.0
2019-05-14,-0.0,-0.6419571770889696,-0.0,1.0,-3.2510628430084254,-2.836747313905851,0.0
2019-05-15,-0.0,-0.6572929542645242,-0.0,1.0,-3.2713998763906056,-2.796894313967862,0.0
2019-05-16,-0.0,-0.6610483995670327,-0.0,1.0,-3.27145507963507,-2.7990567496520797,0.0
2019-05-17,-0.0,-0.6382550854667801,-0.0,1.0,-3.2560909583107747,-2.8402041921262278,0.0
2019-05-20,-0.0,-0.6225759097581705,-0.0,1.0,-3.2605269257513716,-2.8431584640346133,0.0
2019-05-21,-0.0,-0.6137680599551881,-0.0,1.0,-3.265317159854748,-2.8470988178938423,0.0
2019-05-22,-0.0,-0.6115119075323869,-0.0,1.0,-3.2766271041812116,-2.8692886509968196,0.0
2019-05-23,-0.0,-0.5995640666355286,-0.0,1.0,-3.349447298770045,-2.8355130001556907,0.0
2019-05-24,-0.0,-0.53733653176507,-0.0,1.0,-3.351466377776058,-2.849415770331966,0.0
2019-05-28,-0.0,-0.5434900472465339,-0.0,1.0,-3.3497018046626903,-2.852141584695221,0.0
2019-05-29,-0.0,-0.5713954387321222,-0.0,1.0,-3.3591032083494397,-2.80046385775029,0.0
2019-05-30,-0.0,-0.563813349814586,-0.0,1.0,-3.3543726823238567,-2.807401112484549,0.0
2019-05-31,-0.0,-0.5875057068939278,-0.0,1.0,-3.299954344848577,-2.7217318520773093,0.0
2019-06-03,-0.0,-0.5974496340451219,-0.0,1.0,-3.306572096883724,-2.641439674036067,0.0
2019-06-04,-0.0,-0.6303129902143871,-0.0,1.0,-3.259505490401136,-2.580040337640995,0.0
2019-06-05,-0.0,-0.5858423853612307,-0.0,1.0,-3.25143981920245,-2.452941605307283,0.0
2019-06-06,-0.0,-0.5886514477426883,-0.0,1.0,-3.2551236233680982,-2.4496389760046675,0.0
2019-06-07,-0.0,-0.6284536380731954,-0.0,1.0,-3.1906552871401708,-2.4136409662953855,0.0
2019-06-10,-0.0,-0.626458576429405,-0.0,1.0,-3.2000437572928826,-2.4663068844807468,0.0
2019-06-11,-0.0,-0.628139227493024,-0.0,1.0,-3.2319723894845063,-2.483110588926421,0.0
2019-06-12,-0.0,-0.6204787434871254,-0.0,1.0,-3.336479649626218,-2.594200709808956,0.0
2019-06-13,-0.0,-0.7168301294625342,-0.0,1.0,-3.51581012161632,-2.6135739505688504,0.0
2019-06-14,-0.0,-0.6885362387494078,-0.0,1.0,-3.611479551555345,-2.5951365861361126,0.0
2019-06-17,-0.0,-0.6803175601320547,-0.0,1.0,-3.6127967300738875,-2.5673636220720013,0.0
2019-06-18,-0.0,-0.7175828460038987,-0.0,1.0,-3.553060428849902,-2.5266276803118908,0.0
2019-06-19,-0.0,-0.5646011131725417,-0.0,1.0,-3.4163265306122446,-2.440222634508349,0.0
2019-06-20,-0.0,-0.5816712389708609,-0.0,1.0,-3.396752428264255,-2.436049529176244,0.0
2019-06-21,-0.0,-0.5943249833739748,-0.0,1.0,-3.3691716544742483,-2.4259218207345006,0.0
2019-06-24,-0.0,-0.592461459024858,-0.0,1.0,-3.3628383860736153,-2.42096333997197,0.0
2019-06-25,-0.0,-0.5396532644780524,-0.0,1.0,-3.400959055699004,-2.436739210623386,0.0
2019-06-26,-0.0,-0.5343923162172147,-0.0,1.0,-3.36697451052826,-2.486885851496121,0.0
2019-06-27,-0.0,-0.5310048838241823,-0.0,1.0,-3.4012135563119723,-2.4675891667899954,0.0
2019-06-28,-0.0,-0.5658874329958308,-0.0,1.0,-3.398302561048243,-2.480792138177487,0.0
2019-07-01,-0.0,-0.5444800119109655,-0.0,1.0,-3.4397379587582817,-2.4601354872329337,0.0
2019-07-02,-0.0,-0.5598214285714286,-0.0,1.0,-3.4195684523809526,-2.4610863095238096,0.0
2019-07-03,-0.0,-0.5552827380952381,-0.0,1.0,-3.426041666666667,-2.459151785714286,0.0
2019-07-05,-0.0,-0.5628492660755532,-0.0,1.0,-3.4151702555696297,-2.473064600253334,0.0
2019-07-08,-0.0,-0.5660447483832601,-0.0,1.0,-3.394335835873039,-2.4729056715974127,0.0
2019-07-09,-0.0,-0.5444800119109655,-0.0,1.0,-3.4052706022481947,-2.4946028437430208,0.0
2019-07-10,-0.0,-0.5562257968424188,-0.0,1.0,-3.4020703008638664,-2.488829311885612,0.0
2019-07-11,-0.0,-0.5617743376004763,-0.0,1.0,-3.3926763917832687,-2.4883149746948496,0.0
2019-07-12,-0.0,-0.5684946796636654,-0.0,1.0,-3.3955651462162364,-2.4769700126497507,0.0
2019-07-15,-0.0,-0.657867571154697,-0.0,1.0,-3.3410263972865364,-2.3747234921103084,0.0
2019-07-16,-0.0,-0.6976467083705689,-0.0,1.0,-3.3827077747989276,-2.366770926422401,0.0
2019-07-17,-0.0,-0.7300425659024719,-0.0,1.0,-3.3768202524083337,-2.360839369725935,0.0
2019-07-18,-0.0,-0.7336956521739131,-0.0,1.0,-3.368448481238833,-2.3427635497319836,0.0
2019-07-19,-0.0,-0.7459797498511018,-0.0,1.0,-3.3682251340083385,-2.3306283502084573,0.0
2019-07-22,-0.0,-0.7210306821566875,-0.0,1.0,-3.3658772713732494,-2.3602174560619598,0.0
2019-07-23,-0.0,-0.7410654079568442,-0.0,1.0,-3.3761894058589945,-2.375065557803252,0.0
2019-07-24,-0.0,-0.7421327367636092,-0.0,1.0,-3.3669649515287103,-2.3480238627889634,0.0
2019-07-25,-0.0,-0.7106395607656922,-0.0,1.0,-3.382623534649057,-2.3262353464905767,0.0
2019-07-26,-0.0,-0.6862396204033215,-0.0,1.0,-3.3967971530249113,-2.3309608540925266,0.0
2019-07-29,-0.0,-0.6963610761135404,-0.0,1.0,-3.3892388645964577,-2.3256503372118877,0.0
2019-07-30,-0.0,-0.6910174354447142,-0.0,1.0,-3.354226440079453,-2.311483851982638,0.0
2019-07-31,-0.0,-0.7043081899720629,-0.0,1.0,-3.3395088957506247,-2.30804293486252,0.0
2019-08-01,-0.0,-0.7350157728706626,-0.0,1.0,-3.3189787983273424,-2.282150979385225,0.0
2019-08-02,-0.0,-0.7126950406563622,-0.0,1.0,-3.3226869826386345,-2.2900886381950043,0.0
2019-08-05,-0.0,-0.6978275181040158,-0.0,1.0,-3.3187769731548533,-2.2982225148123767,0.0
2019-08-06,-0.0,-0.696242320331476,-0.0,1.0,-3.171310187169596,-2.2763251893127587,0.0
2019-08-07,-0.0,-0.7253911806543385,-0.0,1.0,-3.1109530583214795,-2.276031294452347,0.0
2019-08-08,-0.0,-0.7159422351853169,-0.0,1.0,-3.109838514619051,-2.288041545137654,0.0
2019-08-09,-0.0,-0.6765078917700114,-0.0,1.0,-3.060949830890643,-2.3087655016910937,0.0
2019-08-12,-0.0,-0.6672456216529166,-0.0,1.0,-3.2842668982486614,-2.285424808221161,0.0
2019-08-13,-1.2810430463576157,-1.7846647350993379,-1.613203642384106,1.0,-2.3494412251655628,-2.3193294701986753,0.0
2019-08-14,-1.2645420792079207,-1.788572607260726,-1.6071575907590758,1.0,-2.339624587458746,-2.313634488448845,0.0
2019-08-15,-1.213978602139786,-1.7373262673732626,-1.5620437956204378,1.0,-2.27017298270173,-2.2154784521547843,0.0
2019-08-16,-1.2360828931328727,-1.7573140999593662,-1.5971149939049167,1.0,-2.3191791954490046,-2.2486793986184477,0.0
2019-08-19,-1.2007220921155348,-1.6587626854020296,-1.5338602654176423,1.0,-2.219262295081967,-2.1453942232630756,0.0
2019-08-20,-1.201884776061401,-1.649956280967648,-1.547459438453318,1.0,-2.1969299523948314,-2.1190129214028954,0.0
2019-08-21,-1.1985822396781303,-1.6174920969441517,-1.5609732733020405,1.0,-2.1454162276080084,-2.056997796723824,0.0
2019-08-22,-1.189364338130182,-1.6130753835890594,-1.5439817020871056,1.0,-2.1343752978175927,-2.049461545792433,0.0
2019-08-23,-1.1890912558405644,-1.612091160484409,-1.5454372079717744,1.0,-2.1356918089062646,-2.05320873462382,0.0
2019-08-26,-1.1558015195572648,-1.5693649751430447,-1.519463464965763,1.0,-2.1146233936778915,-2.0208235625175877,0.0
2019-08-27,-1.1623657939348278,-1.5720474665662085,-1.5232623846298738,1.0,-2.124317197212281,-2.0359766434356756,0.0
2019-08-28,-1.1585791011024216,-1.572316969754075,-1.5225666635258646,1.0,-2.1290869688118343,-2.039856779421464,0.0
2019-08-29,-1.1648931161126284,-1.560598926452585,-1.5267915999623316,1.0,-2.130049910537715,-2.0346548639231563,0.0
2019-08-30,-1.1841275904880146,-1.5690955973641487,-1.562601470728679,1.0,-2.173240378187375,-2.0611211918632413,0.0
2019-09-03,-1.186964795432921,-1.568696479543292,-1.5660323501427211,1.0,-2.156898192197907,-2.0361560418648907,0.0
2019-09-04,-1.1819394170318156,-1.5662030863021528,-1.5705848733092016,1.0,-2.16441226900362,-2.042484282720518,0.0
2019-09-05,-1.1677346400301545,-1.5551262721447419,-1.5564455333584621,1.0,-2.1364493026762155,-2.007538635506973,0.0
2019-09-06,-1.168488073743229,-1.569229307231778,-1.5638126009693054,1.0,-2.162976337546327,-2.038582153378314,0.0
2019-09-09,-1.1690715777482437,-1.5720524017467248,-1.5610404404784508,1.0,-2.1586292006835013,-2.032276438200114,0.0
2019-09-10,-1.1761697291153628,-1.56184883500663,-1.570278461829892,1.0,-2.149365410115552,-2.013828376586475,0.0
2019-09-11,-1.177333838288203,-1.5615413747396325,-1.5713879946979739,1.0,-2.1472259041848134,-2.010414694186707,0.0
2019-09-12,-1.1778719397363466,-1.5378531073446327,-1.56864406779661,1.0,-2.134557438794727,-1.9973634651600753,0.0
2019-09-13,-1.1794389003954058,-1.5370928262097534,-1.563641498776125,1.0,-2.1335906608924873,-2.0006590096027117,0.0
2019-09-16,-1.1774769693551421,-1.535815002820079,-1.5639217898101145,1.0,-2.1273735664598608,-1.9956758789246098,0.0
2019-09-17,-1.188136722841093,-1.583737979624869,-1.5779301152051795,1.0,-2.1566219175473673,-2.014662477387413,0.0
