Date,DFS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2366284031161395,-0.3776805131169653,-0.20331984474357914,-0.45305144933520525,-0.48209320890797486,0.0
2018-09-25,1.0,-0.23531683632651937,-0.38125189660404424,-0.19983999558608515,-0.45612292752903527,-0.48613754862203096,0.0
2018-09-26,1.0,-0.23516428945843793,-0.3811349904819709,-0.19943719480232844,-0.45631362595525143,-0.48679890749579274,0.0
2018-09-27,1.0,-0.23419838045490976,-0.3864522013100075,-0.1982146311803886,-0.45717602188873235,-0.4877152253820855,0.0
2018-09-28,1.0,-0.23220259323767659,-0.3887368333748031,-0.19861214785325262,-0.45721710762765755,-0.48787702855879017,0.0
2018-10-01,1.0,-0.23404902883072323,-0.38777599468762103,-0.19816280227989597,-0.4586630512976592,-0.48821315920535663,0.0
2018-10-02,1.0,-0.23480426061695947,-0.3820445428136672,-0.20024899709503388,-0.45992530087148986,-0.48961128786830815,0.0
2018-10-03,1.0,-0.23474386295076527,-0.37306617219716054,-0.19859961807765755,-0.46439542800210337,-0.4967481249827028,0.0
2018-10-04,1.0,-0.2345238095238095,-0.3741694352159468,-0.1986987818383167,-0.4638427464008859,-0.49734219269102986,0.0
2018-10-05,1.0,-0.22520284815366784,-0.36772092509797427,-0.19142242093061768,-0.47000055196776513,-0.505492079262571,0.0
2018-10-08,1.0,-0.22465866776996277,-0.3669838642945801,-0.190787477589298,-0.4703902909943456,-0.5054199420769548,0.0
2018-10-09,1.0,-0.22326133134707166,-0.3674032387100334,-0.18728792518414303,-0.47245441253551823,-0.5083174708267815,0.0
2018-10-10,1.0,-0.2230896551724138,-0.36739310344827586,-0.18711724137931035,-0.47255172413793106,-0.5084689655172414,0.0
2018-10-11,1.0,-0.1894961732969143,-0.3664440057332937,-0.14560402412310355,-0.47180679882088866,-0.5310057603375071,0.0
2018-10-12,1.0,-0.19118238622650113,-0.36002574485773287,-0.14489527742765965,-0.4632733513904905,-0.5223792539354769,0.0
2018-10-15,1.0,-0.1801553294054633,-0.37734333154793787,-0.13012854847348687,-0.46422067487948576,-0.5262453133369042,0.0
2018-10-16,1.0,-0.1801553294054633,-0.3775040171397965,-0.13004820567755757,-0.4641938939475094,-0.5262185324049277,0.0
2018-10-17,1.0,-0.17328059883736363,-0.36158522018421685,-0.12435962094869005,-0.4638600589281448,-0.5313619833833249,0.0
2018-10-18,1.0,-0.172249946910172,-0.36000212359311956,-0.12521235931195582,-0.4654650668931833,-0.5315619027394352,0.0
2018-10-19,1.0,-0.16498521022607227,-0.3528681597295585,-0.12048383688992184,-0.46859814071413486,-0.534095710965561,0.0
2018-10-22,1.0,-0.1708686440677966,-0.3442796610169492,-0.10603813559322034,-0.4818591101694915,-0.5452595338983051,0.0
2018-10-23,1.0,-0.16912019166777587,-0.34995341408225744,-0.09657926261147345,-0.49322507653400777,-0.5531744975376015,0.0
2018-10-24,1.0,-0.1689942276487644,-0.3478839145585615,-0.09368765461655096,-0.4944271539914346,-0.5550501423137286,0.0
2018-10-25,1.0,-0.15004300346634003,-0.32169199093017803,-0.09101097239959342,-0.5023065495582372,-0.5412442336261044,0.0
2018-10-26,1.0,-0.14401139453580214,-0.31687168198886445,-0.0817298977081445,-0.5088696102550823,-0.538210539945617,0.0
2018-10-29,1.0,-0.18100688981717572,-0.3333152498236858,-0.08522758096891445,-0.5594857049856237,-0.55349102153746,0.0
2018-10-30,1.0,-0.1701925427042881,-0.3365287999348234,-0.07698992477527632,-0.5637509165467235,-0.5682046546995084,0.0
2018-10-31,1.0,-0.17115093113902122,-0.3293633607622347,-0.0779558250324816,-0.5623105240363794,-0.5660459073191858,0.0
2018-11-01,1.0,-0.16542695626301696,-0.33693976359849614,-0.0715966568391442,-0.5635768575369885,-0.5672824646344432,0.0
2018-11-02,1.0,-0.17082895552143104,-0.31989008324577706,-0.06794364072307982,-0.570300924055066,-0.5650475497723538,0.0
2018-11-05,1.0,-0.1737628838163078,-0.3141492633964708,-0.06750849927149101,-0.5709621714964114,-0.5718255895526415,0.0
2018-11-06,1.0,-0.17416761103016565,-0.3143920997247855,-0.06758944471426258,-0.5705844260968107,-0.5714208623387836,0.0
2018-11-07,1.0,-0.17339122930039377,-0.3141215815308269,-0.06890878688170883,-0.5696639516694536,-0.5709315497060251,0.0
2018-11-08,1.0,-0.16408178598261244,-0.3152302243211334,-0.05999785338628314,-0.5680208221530535,-0.5759364602339808,0.0
2018-11-09,1.0,-0.16265335158787683,-0.31569622292019006,-0.060911116480094486,-0.5695149123513463,-0.5757160881587071,0.0
2018-11-12,1.0,-0.16233435952349085,-0.30683978048454025,-0.06055414268504886,-0.572908579842056,-0.5743809396332485,0.0
2018-11-13,1.0,-0.15294493556289274,-0.30322718074342314,-0.05200234316753648,-0.5782298434338055,-0.5763393332623282,0.0
2018-11-14,1.0,-0.15479108931997443,-0.30278725218503516,-0.051668087827755275,-0.5791942016627585,-0.5762364101470902,0.0
2018-11-15,1.0,-0.15444015444015444,-0.30256956463853013,-0.05099187857808548,-0.5802689388896286,-0.57449074690454,0.0
2018-11-16,1.0,-0.15543171030878353,-0.30518372353474477,-0.051783904858407545,-0.5806356994293638,-0.5734894138979254,0.0
2018-11-19,1.0,-0.1555668124133518,-0.30457502399488107,-0.053481923856244,-0.5795830222885784,-0.572864455582809,0.0
2018-11-20,1.0,-0.13956268763782248,-0.3017083344403411,-0.03642498472329233,-0.5889104386407715,-0.5902122798161481,0.0
2018-11-21,1.0,-0.1398483126767263,-0.2965830712719008,-0.03924314896540789,-0.5877223117782299,-0.5792394492745963,0.0
2018-11-23,1.0,-0.13986420438033342,-0.29518374679665,-0.03986684631845922,-0.5879104911362976,-0.5791128371773533,0.0
2018-11-26,1.0,-0.13971792298346628,-0.29699963023612064,-0.039353441445248535,-0.587000158470234,-0.5780994136601342,0.0
2018-11-27,1.0,-0.1399767146486029,-0.29680884843353095,-0.040246613039796784,-0.5890929297205758,-0.5799640135478409,0.0
2018-11-28,1.0,-0.14037362404741746,-0.2950095258255716,-0.040881668077900085,-0.5895692209991533,-0.5802021591871296,0.0
2018-11-29,1.0,-0.12985749592469895,-0.29131829415785876,-0.03052531945101751,-0.5917862964715781,-0.5857390755639691,0.0
2018-11-30,1.0,-0.129146825918813,-0.29144195101418013,-0.03062271447738812,-0.5918023729972903,-0.587803530556944,0.0
2018-12-03,1.0,-0.12916206406817107,-0.2925411603808321,-0.0275366892851507,-0.5926831834201252,-0.5881331860501815,0.0
2018-12-04,1.0,-0.12314314209227863,-0.29436774972442387,-0.029683481182090177,-0.5902052385701537,-0.5871607789617342,0.0
2018-12-06,1.0,-0.1260705356667908,-0.31549550508005747,-0.01016011489972871,-0.6043672535773179,-0.6036225331134636,0.0
2018-12-07,1.0,-0.12772917054490335,-0.31470893279791506,-0.011727787676515172,-0.6038879876605591,-0.6013084062441827,0.0
2018-12-10,1.0,-0.11775285653829876,-0.3150126957257723,-0.008437367752856539,-0.6066440964875158,-0.597095852729581,0.0
2018-12-11,1.0,-0.11851675526990929,-0.3146869792906451,-0.009151260281943453,-0.606469359147293,-0.5960485598666985,0.0
2018-12-12,1.0,-0.11697363190671789,-0.31755664502451303,-0.006413144295746654,-0.6079766794752882,-0.6011130250430634,0.0
2018-12-13,1.0,-0.1166529812200355,-0.3163457208698647,-0.007310677297168437,-0.6083490053770562,-0.6001377373983525,0.0
2018-12-14,1.0,-0.11670025456088248,-0.3227354688162919,-0.0044813322019516336,-0.6067034365719134,-0.6010818837505303,0.0
2018-12-17,1.0,-0.11464681256955117,-0.3222139791214032,-0.0025170897143765567,-0.6066451168459541,-0.6035451221450904,0.0
2018-12-18,1.0,-0.1128818764229364,-0.32088208820882086,-0.0005824111822947001,-0.6080902207867845,-0.6048604860486048,0.0
2018-12-19,1.0,-0.11026374324753735,-0.3218144264378774,-0.0008738481093104544,-0.6095487766126471,-0.6055237792606716,0.0
2018-12-20,1.0,-0.10700327453258687,-0.31617724728002533,-0.007420513362205556,-0.6083236505756839,-0.6018274004436464,0.0
2018-12-21,1.0,-0.10501249835547954,-0.31693198263386396,-0.004946717537166162,-0.6131561636626759,-0.591185370346007,0.0
2018-12-24,1.0,-0.100081409700885,-0.3124819454292392,-0.005593634286614669,-0.61317261482707,-0.594763517949526,0.0
2018-12-26,1.0,-0.10141102691403188,-0.31512934413378624,-0.002456232035536974,-0.604206950614058,-0.5897831199372877,0.0
