Date,FBP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24332188981526892,-0.8480954716364231,-0.06758214811181952,-0.537126042177538,-0.5734510380905672,0.0
2018-09-25,1.0,-0.24291271097046413,-0.8602650316455696,-0.06002768987341772,-0.5476002109704641,-0.5855748945147679,0.0
2018-09-26,1.0,-0.24410513471622203,-0.8619199947234771,-0.06232892523826798,-0.5472743462058502,-0.5821653530323516,0.0
2018-09-27,1.0,-0.24510643906939958,-0.8582350227377579,-0.0633691425558558,-0.546892506425888,-0.5816911619323799,0.0
2018-09-28,1.0,-0.24573198866257992,-0.8577549271636674,-0.06364115747149166,-0.5469316459033682,-0.5817019313163271,0.0
2018-10-01,1.0,-0.2457233264115495,-0.8578397442236065,-0.06391113747981148,-0.5468538844391707,-0.5817264906555919,0.0
2018-10-02,1.0,-0.2458940703119847,-0.86178352351428,-0.06315546467911087,-0.5461710968933448,-0.5808983576281248,0.0
2018-10-03,1.0,-0.24724929786882538,-0.8684288782421941,-0.06416652899388733,-0.545580703783248,-0.5787212952255081,0.0
2018-10-04,1.0,-0.24630460056469025,-0.8799534960969938,-0.06397608370702541,-0.544693572496263,-0.5867463876432486,0.0
2018-10-05,1.0,-0.23804164321890825,-0.8785130259194279,-0.05610910655764838,-0.5471217186931047,-0.5904862789234996,0.0
2018-10-08,1.0,-0.2365246703460127,-0.8764665058329753,-0.05413265474734789,-0.5480022472652764,-0.589708846954625,0.0
2018-10-09,1.0,-0.23369168491605286,-0.8819430619151901,-0.04164178114008893,-0.5583316742982282,-0.6024620080960914,0.0
2018-10-10,1.0,-0.23654235712150898,-0.8809484275894133,-0.04433301232026035,-0.5606548666688805,-0.5983794374522631,0.0
2018-10-11,1.0,-0.18581070171472858,-0.8811638195498434,-0.0,-0.5480350050053282,-0.614234507701747,0.0
2018-10-12,1.0,-0.18812165263963274,-0.8760520275439938,-0.0,-0.5292336138740117,-0.5945230808467227,0.0
2018-10-15,1.0,-0.13851078276051604,-0.9501115457984416,-0.0,-0.5335769019366937,-0.6109799864205114,0.0
2018-10-16,1.0,-0.13248956074191565,-0.961868384423656,-0.0,-0.5326773055384716,-0.6099440002589583,0.0
2018-10-17,1.0,-0.1124450671931724,-0.9267881026686198,-0.0,-0.5277370868097573,-0.6175402840583403,0.0
2018-10-18,1.0,-0.11140862580089893,-0.9250581747473783,-0.0,-0.5321475247840363,-0.6190430652513469,0.0
2018-10-19,1.0,-0.09545497675301261,-0.9174494733845715,-0.0,-0.5317708827529494,-0.6181484644336908,0.0
2018-10-22,1.0,-0.09654339046649918,-0.9037428053550418,-0.0,-0.5473654084650363,-0.6323019683912614,0.0
2018-10-23,1.0,-0.09469395550179838,-0.9045739567749944,-0.0,-0.5498297100296018,-0.6339243084954006,0.0
2018-10-24,1.0,-0.09228860469555258,-0.9005853534389514,-0.0,-0.5510911751606541,-0.6373353693452949,0.0
2018-10-25,1.0,-0.062019572129781125,-0.8629642206649585,-0.0,-0.5514463001265706,-0.6106566233445498,0.0
2018-10-26,1.0,-0.04370832568667034,-0.8511959380926163,-0.0,-0.5605615709304459,-0.6031993637976387,0.0
2018-10-29,1.0,-0.011771558198706355,-0.877502222494712,-0.0,-0.553968302627142,-0.6222678642592195,0.0
2018-10-30,1.0,-0.02398892818699062,-0.8801476241734584,-0.0,-0.5561740735045364,-0.6151929878517608,0.0
2018-10-31,1.0,-0.027575045042293952,-0.8624912205698233,-0.0,-0.5534552783461081,-0.6102238372980732,0.0
2018-11-01,1.0,-0.02229882252455616,-0.8658105057653591,-0.0,-0.552589835885547,-0.6097553535476786,0.0
2018-11-02,1.0,-0.02997175913273208,-0.8341076796939054,-0.0,-0.566183838935957,-0.6063891166378185,0.0
2018-11-05,1.0,-0.025845836117354068,-0.8465042823300736,-0.0,-0.5676668893883253,-0.5970965194678977,0.0
2018-11-06,1.0,-0.032797349463509526,-0.8526702939299067,-0.0,-0.5637557372564516,-0.5903522903431715,0.0
2018-11-07,1.0,-0.033092037228541885,-0.8530324228967698,-0.0,-0.564572054261208,-0.5908206095261269,0.0
2018-11-08,1.0,-0.006424951737451738,-0.8559362934362935,-0.0,-0.5564370173745173,-0.5976110038610039,0.0
2018-11-09,1.0,-0.0052558448619585574,-0.8572162145834591,-0.0,-0.5597172717936325,-0.5983809581344771,0.0
2018-11-12,1.0,-0.0042111595728681,-0.8452098059858625,-0.0,-0.5630621146036997,-0.5955181230260189,0.0
2018-11-13,1.0,-0.0,-0.8442254702288248,-0.0,-0.5591230382173236,-0.5917095962621302,0.0
2018-11-14,1.0,-0.0,-0.8439138380418827,-0.0,-0.5601725635878847,-0.5918092213667276,0.0
2018-11-15,1.0,-0.0,-0.8448296545105566,-0.0,-0.5600407869481765,-0.5941698656429942,0.0
2018-11-16,1.0,-0.0,-0.8602222154945355,-0.0,-0.5703127365202385,-0.5969241016015259,0.0
2018-11-19,1.0,-0.009779652211118242,-0.8668439228629932,-0.0,-0.5755325326243085,-0.6040157696891905,0.0
2018-11-20,1.0,-0.0,-0.8587058930796585,-0.0,-0.5702519527094794,-0.6102786979910647,0.0
