Date,BL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.736877949117089,-1.2774237486014497,-0.3249501386389064,-0.8664201974996351,-0.6588509996594833,0.0
2018-09-25,1.0,-0.7398366076638786,-1.2746547364326009,-0.3297023925306361,-0.8639369772417819,-0.654785061272126,0.0
2018-09-26,1.0,-0.7440159898600888,-1.281138790035587,-0.33529956612879636,-0.8654511773021986,-0.6490518207965681,0.0
2018-09-27,1.0,-0.7461291264972245,-1.2728113740383677,-0.3374233128834356,-0.864592462751972,-0.6480669977602492,0.0
2018-09-28,1.0,-0.7422524195913579,-1.2847785707302766,-0.33854726757258774,-0.869293186039691,-0.6531919053670935,0.0
2018-10-01,1.0,-0.7420805631599531,-1.284904184591318,-0.33887368009386004,-0.8691826359014471,-0.6534513101290575,0.0
2018-10-02,1.0,-0.7422609717868338,-1.2993240595611284,-0.3355211598746082,-0.8683875391849529,-0.6526743730407524,0.0
2018-10-03,1.0,-0.7574457470690945,-1.3515589922673985,-0.34063357445747067,-0.8815165876777251,-0.6576702419556,0.0
2018-10-04,1.0,-0.7569430569430571,-1.355144855144855,-0.341058941058941,-0.880969030969031,-0.6608391608391608,0.0
2018-10-05,1.0,-0.7429437487577023,-1.3479924468296562,-0.32627708209103556,-0.8863546014708805,-0.6655734446432121,0.0
2018-10-08,1.0,-0.7444256420465858,-1.3512840931714116,-0.32684650607206855,-0.8873183356559825,-0.6671809675492734,0.0
2018-10-09,1.0,-0.7663145124601931,-1.3740585351058991,-0.3498458272253955,-0.896325127634838,-0.6683010665723095,0.0
2018-10-10,1.0,-0.7710220584472082,-1.398996878038794,-0.3424944981831209,-0.911407953324121,-0.694047801832233,0.0
2018-10-11,1.0,-0.7158585958329219,-1.377110694183865,-0.2832526908265034,-0.8774069319640565,-0.6836180507554064,0.0
2018-10-12,1.0,-0.7412536086509762,-1.3790184469344817,-0.27924842197974264,-0.8489504330381171,-0.6446151587806429,0.0
2018-10-15,1.0,-0.7336425781249999,-1.390966796875,-0.267529296875,-0.8474609375,-0.6432617187499999,0.0
2018-10-16,1.0,-0.7418769019338373,-1.3816138215372533,-0.27991557867870814,-0.8542259742809463,-0.6506331599096888,0.0
2018-10-17,1.0,-0.7202750132217894,-1.3302081830857253,-0.2671763065531997,-0.8406654166065676,-0.6495985383912688,0.0
2018-10-18,1.0,-0.7190249531227462,-1.3282369344680032,-0.26823404971392856,-0.8427328236934467,-0.6496946968604259,0.0
2018-10-19,1.0,-0.7046797560045749,-1.3150019062142586,-0.25381242851696534,-0.846216164696912,-0.6457777354174609,0.0
2018-10-22,1.0,-0.7037443881937148,-1.3232400420288468,-0.2613430127041742,-0.8432992644951762,-0.6443308816505874,0.0
2018-10-23,1.0,-0.7109131829717953,-1.3261983431499305,-0.2725183163338601,-0.8368529425848777,-0.642101230666092,0.0
2018-10-24,1.0,-0.7113535237548443,-1.325678197215444,-0.268025453327592,-0.8374240466963303,-0.6419788526864743,0.0
2018-10-25,1.0,-0.6669580419580419,-1.2547846889952152,-0.2645380934854619,-0.8285333087964667,-0.5858023555391977,0.0
2018-10-26,1.0,-0.65223120967009,-1.2361174225211304,-0.250840679814596,-0.830727983277288,-0.5742524765972917,0.0
2018-10-29,1.0,-0.6343084505131799,-1.2513451191391238,-0.23411855134059772,-0.8213591355066238,-0.5802776145046797,0.0
2018-10-30,1.0,-0.6337085763370858,-1.251277182512772,-0.23382612233826122,-0.8213752882137529,-0.5808580858085809,0.0
2018-10-31,1.0,-0.6355046332222578,-1.271374446523942,-0.2308851052175104,-0.8329301136622997,-0.5940566942073311,0.0
2018-11-01,1.0,-0.629479347132306,-1.2775599525850279,-0.2249019786632625,-0.8329534056715601,-0.5942372572262241,0.0
2018-11-02,1.0,-0.6409768474468761,-1.2375062298944315,-0.2164831679579539,-0.8472656426985637,-0.5886004258982376,0.0
2018-11-05,1.0,-0.6869371504408001,-1.241492084557778,-0.19736467911650396,-0.9130249312731065,-0.7009669162953834,0.0
2018-11-06,1.0,-0.6998813197246617,-1.253168763351531,-0.19069546641348206,-0.9100878234037503,-0.6933776406361263,0.0
2018-11-07,1.0,-0.6948289805432663,-1.2575044003615432,-0.20065648637077207,-0.9089006231863375,-0.6953046953046953,0.0
2018-11-08,1.0,-0.7058456517565752,-1.2656459973123442,-0.2054137070454982,-0.9212420810136304,-0.7011902476483011,0.0
2018-11-09,1.0,-0.7138299415091603,-1.2770822255522791,-0.19964228742688647,-0.9301493691690434,-0.7132015275293663,0.0
2018-11-12,1.0,-0.7127255232138561,-1.2600433004570604,-0.19966321866730816,-0.9317296127014674,-0.7070002405580947,0.0
2018-11-13,1.0,-0.6975302755792887,-1.2579860780013348,-0.180318489558501,-0.9335367597978449,-0.698436159054067,0.0
2018-11-14,1.0,-0.6984172387490465,-1.2571033562166285,-0.1804443173150267,-0.9334954233409611,-0.697892829900839,0.0
2018-11-15,1.0,-0.6996410624551328,-1.2625508494855229,-0.17803302225412776,-0.9373055754965303,-0.7083512802105767,0.0
2018-11-16,1.0,-0.6958597965713194,-1.249558282794518,-0.17138627572704263,-0.9386848765579484,-0.7198796619072632,0.0
2018-11-19,1.0,-0.7049813982702808,-1.2581050393776878,-0.19568053341063923,-0.942986906314925,-0.7299125477122289,0.0
2018-11-20,1.0,-0.6776982564004035,-1.2547192468418273,-0.16355252413660598,-0.9537441759930833,-0.7536385032902638,0.0
2018-11-21,1.0,-0.6947429009976976,-1.2580583269378358,-0.17272640061396777,-0.9646488871834229,-0.7063507290867229,0.0
2018-11-23,1.0,-0.7003977879111284,-1.2970311438827982,-0.15950325021829825,-0.9739497428931795,-0.7201901620258078,0.0
2018-11-26,1.0,-0.7000339492700907,-1.3033124787817063,-0.157670110092633,-0.9714341141665453,-0.7173965759736165,0.0
2018-11-27,1.0,-0.6953249384860327,-1.3089689776619866,-0.14203695662662227,-0.9672890432768851,-0.711004969363632,0.0
2018-11-28,1.0,-0.6945370236197653,-1.3203883495145632,-0.13944838912234941,-0.9652224315316622,-0.7106699512147999,0.0
2018-11-29,1.0,-0.6803847442216586,-1.305833373211466,-0.13365554864334594,-0.9568837632196009,-0.7086184619801885,0.0
2018-11-30,1.0,-0.6838598341402619,-1.3106274866976655,-0.1290446287330425,-0.9642874262978764,-0.7059105507885528,0.0
2018-12-03,1.0,-0.683564925730714,-1.3126018207954002,-0.12295160517489219,-0.965884044082415,-0.7065644465740297,0.0
2018-12-04,1.0,-0.6726673670136568,-1.3156336548562697,-0.12639671473593736,-0.9587909464234553,-0.7016044312864101,0.0
2018-12-06,1.0,-0.6429693274205469,-1.2181263858093125,-0.18542128603104213,-0.9331577974870657,-0.6396895787139689,0.0
2018-12-07,1.0,-0.6421937808991359,-1.2192856812826318,-0.18375456267615395,-0.9342512590675969,-0.6409462643810933,0.0
2018-12-10,1.0,-0.6220119749531513,-1.2214452214452214,-0.1775218245806481,-0.930435577494401,-0.6191782074135015,0.0
2018-12-11,1.0,-0.6281652801901453,-1.2174787457720084,-0.1829234847792303,-0.9315293902550508,-0.6106591096078252,0.0
