Date,HOME,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9628544165757907,-2.0140403489640133,-0.05602508178844057,-1.4683069792802619,-1.314408396946565,0.0
2018-09-25,1.0,-0.9734488734835355,-2.0553206239168116,-0.04811091854419411,-1.50315424610052,-1.3523743500866552,0.0
2018-09-26,1.0,-0.9741421143847488,-2.0562218370883882,-0.04977469670710572,-1.5026689774696709,-1.3496013864818024,0.0
2018-09-27,1.0,-0.9748701973001039,-2.0482519903080654,-0.051644167532018,-1.5005192107995846,-1.3475250951886466,0.0
2018-09-28,1.0,-0.9872607030978072,-2.0542290288896625,-0.05304559693699965,-1.5104768534632789,-1.356421858684302,0.0
2018-10-01,1.0,-0.9876096338577196,-2.0531811220938323,-0.05359877488514548,-1.5103021021857161,-1.3561882221912849,0.0
2018-10-02,1.0,-0.9878201559020044,-2.050459354120267,-0.055957683741648105,-1.509674276169265,-1.3560690423162585,0.0
2018-10-03,1.0,-0.9882352941176471,-2.050817960320223,-0.05743125652627915,-1.5092238078663418,-1.3556561085972851,0.0
2018-10-04,1.0,-0.9896398275622307,-2.043457099151717,-0.05875399805312195,-1.510151578361841,-1.3512028925045194,0.0
2018-10-05,1.0,-0.9788766535078607,-2.042385206731768,-0.039337904287000486,-1.5129164069533902,-1.352240459865642,0.0
2018-10-08,1.0,-0.9781492785793562,-2.04238346281909,-0.02809378468368479,-1.5301054384017756,-1.3580049944506103,0.0
2018-10-09,1.0,-0.981803028198361,-2.04528406723156,-0.03299069315182664,-1.529726350882067,-1.3556049451312682,0.0
2018-10-10,1.0,-0.9864902701945962,-2.0660786784264316,-0.02813943721125578,-1.5424891502169957,-1.3765924681506372,0.0
2018-10-11,1.0,-0.8203220132593695,-2.0550669733459612,-0.0,-1.4919496685157625,-1.3976457854146935,0.0
2018-10-12,1.0,-0.8488598910338334,-2.0638999125580146,-0.0,-1.459743055088451,-1.3538037263738483,0.0
2018-10-15,1.0,-0.8010320332395121,-2.1034043693874818,-0.0,-1.4468569896796677,-1.3502211499798955,0.0
2018-10-16,1.0,-0.7930525751072961,-2.118897532188841,-0.0,-1.4452789699570814,-1.3487795064377683,0.0
2018-10-17,1.0,-0.7419911122902435,-2.0408569344033958,-0.0,-1.4555946143131924,-1.394176560323672,0.0
2018-10-18,1.0,-0.7427258805513017,-2.042812437579067,-0.0,-1.4702044077501832,-1.4024901791064652,0.0
2018-10-19,1.0,-0.7098003152916449,-2.015436153441934,-0.0,-1.4574356279558593,-1.3859038360483449,0.0
2018-10-22,1.0,-0.7106472364447944,-2.0101089667848235,-0.0,-1.4573979256925298,-1.3861100170670866,0.0
2018-10-23,1.0,-0.7155421370438436,-2.0102389078498293,-0.0,-1.453596744552376,-1.3839590443686007,0.0
2018-10-24,1.0,-0.7127750410509032,-2.00440065681445,-0.0,-1.458784893267652,-1.3922495894909688,0.0
2018-10-25,1.0,-0.6223028331978235,-1.8820439051848146,-0.0,-1.4475576959159422,-1.3023953968353243,0.0
2018-10-26,1.0,-0.582754594063057,-1.843340913281298,-0.0,-1.4452707270604144,-1.2745375207424252,0.0
2018-10-29,1.0,-0.5323652473541718,-1.8846295840511937,-0.0,-1.43459266551809,-1.3015013536795472,0.0
2018-10-30,1.0,-0.517402533513713,-1.8842700774812449,-0.0,-1.4346328864838276,-1.3130611240929775,0.0
2018-10-31,1.0,-0.5192132580586414,-1.839252109512536,-0.0,-1.4188065319006862,-1.2933284769015967,0.0
2018-11-01,1.0,-0.4971248713758247,-1.851643362992555,-0.0,-1.4138974638339084,-1.2902366684825373,0.0
2018-11-02,1.0,-0.5000605107103958,-1.8486627133002542,-0.0,-1.4126225341885514,-1.2897252813748035,0.0
2018-11-05,1.0,-0.4914133139146793,-1.8848231081983131,-0.0,-1.4204745433582135,-1.2716184234480248,0.0
2018-11-06,1.0,-0.5137496944512344,-1.9129186018088484,-0.0,-1.420923979467123,-1.2633830359325349,0.0
2018-11-07,1.0,-0.5119004027828634,-1.9117539362870741,-0.0,-1.4176736238252166,-1.2613816672769438,0.0
2018-11-08,1.0,-0.45094248429192846,-1.917895118414693,-0.0,-1.3987433542774288,-1.2739850169163847,0.0
2018-11-09,1.0,-0.45394577584120066,-1.9204187847978698,-0.0,-1.400326797385621,-1.277112079399661,0.0
2018-11-12,1.0,-0.45025548542230237,-1.8967237751728285,-0.0,-1.397775773970544,-1.2666065524496544,0.0
2018-11-13,1.0,-0.39211704986563156,-1.9013436846819947,-0.0,-1.4123618990743505,-1.2661092863541357,0.0
2018-11-14,1.0,-0.3987998799879989,-1.907050705070507,-0.0,-1.4222022202220224,-1.2725472547254726,0.0
2018-11-15,1.0,-0.39650215620507906,-1.908900335409679,-0.0,-1.426689027311931,-1.2573071394345952,0.0
2018-11-16,1.0,-0.3882345907813714,-1.8902971244096372,-0.0,-1.4273928379267053,-1.2723740060979254,0.0
2018-11-19,1.0,-0.39376719703313795,-1.8896399090800338,-0.0,-1.4258284483789927,-1.2723411891374568,0.0
2018-11-20,1.0,-0.35550812285070554,-1.8763785129847028,-0.0,-1.4194236926360726,-1.2777777777777777,0.0
2018-11-21,1.0,-0.3539253539253539,-1.858254358254358,-0.0,-1.4019539019539018,-1.2358722358722358,0.0
2018-11-23,1.0,-0.3557256402708272,-1.8820724168383869,-0.0,-1.4061230497497792,-1.243626729467177,0.0
2018-11-26,1.0,-0.35433951162106503,-1.8876728449543985,-0.0,-1.4023536334215947,-1.2397175639894087,0.0
2018-11-27,1.0,-0.34215600350569675,-1.883727724218522,-0.0,-1.3897750511247444,-1.2272275781478237,0.0
2018-11-28,1.0,-0.34052279920290707,-1.9054038213574025,-0.0,-1.3873520103153207,-1.227640370413785,0.0
2018-11-29,1.0,-0.30157725074833064,-1.8716325120884179,-0.0,-1.3649551001611788,-1.218224729449689,0.0
2018-11-30,1.0,-0.30069648304840846,-1.872215506820929,-0.0,-1.3652794566281012,-1.217924365394578,0.0
2018-12-03,1.0,-0.3005008347245409,-1.8725461976857982,-0.0,-1.3655517817051408,-1.2181221576190202,0.0
2018-12-04,1.0,-0.28812976442941485,-1.874476987447699,-0.0,-1.3570814466670489,-1.2118988937926292,0.0
2018-12-06,1.0,-0.26495584988962473,-1.7615342163355407,-0.0,-1.343101545253863,-1.1491721854304635,0.0
2018-12-07,1.0,-0.24411503112955826,-1.8847909872517048,-0.0,-1.4883486510524757,-1.3121849985176401,0.0
2018-12-10,1.0,-0.2622134197575321,-1.8971912135397913,-0.0,-1.5066618653222903,-1.3356739887168407,0.0
2018-12-11,1.0,-0.26459821160655345,-1.8959971193662606,-0.0,-1.506571445718058,-1.33415351377303,0.0
2018-12-12,1.0,-0.2721354951479718,-1.902115604846001,-0.0,-1.5178711349526852,-1.3352419986739799,0.0
2018-12-13,1.0,-0.2715183752417795,-1.8966392649903288,-0.0,-1.5395309477756285,-1.3367988394584138,0.0
2018-12-14,1.0,-0.27232034841519476,-1.9011008952334867,-0.0,-1.5375635131865475,-1.3378901524316478,0.0
2018-12-17,1.0,-0.2453556183490651,-1.8977935429567725,-0.0,-1.5157818793963806,-1.3532134912523297,0.0
2018-12-18,1.0,-0.2189211717075494,-1.875625148844963,-0.0,-1.5058347225529887,-1.3534770183376994,0.0
2018-12-19,1.0,-0.2147495085482814,-1.8777625543575387,-0.0,-1.5090248406505034,-1.3554536248287365,0.0
2018-12-20,1.0,-0.2101990049751244,-1.8493840322198534,-0.0,-1.5187751717602465,-1.3444089078417438,0.0
2018-12-21,1.0,-0.19911842491918896,-1.8465471642668236,-0.0,-1.5153100205700853,-1.3161328239788421,0.0
2018-12-24,1.0,-0.1682955206515416,-1.8141942990110531,-0.0,-1.502152414194299,-1.3326934264107038,0.0
2018-12-26,1.0,-0.16679179901819233,-1.843892578688998,-0.0,-1.457580132832804,-1.3070747906439504,0.0
2018-12-27,1.0,-0.09631697039347671,-1.758441416297269,-0.0,-1.32813440595414,-1.289717068899469,0.0
2018-12-28,1.0,-0.09504538991578257,-1.759105326479274,-0.0,-1.3267527069889533,-1.2877611287323636,0.0
2018-12-31,1.0,-0.09472763071537955,-1.76044629183986,-0.0,-1.3265696784073506,-1.287519142419602,0.0
2019-01-02,1.0,-0.09021899404729398,-1.7592703839222326,-0.0,-1.323412156627164,-1.2882420403036425,0.0
2019-01-03,1.0,-0.09279982531797588,-1.757737867787543,-0.0,-1.3241989191549757,-1.2840766417380862,0.0
2019-01-04,1.0,-0.019555507135853578,-1.794530994661728,-0.0,-1.315230417256782,-1.3178995533282492,0.0
2019-01-07,1.0,-0.0,-1.7415330714513217,-0.0,-1.2913791272958912,-1.2755069540290902,0.0
2019-01-08,1.0,-0.0,-1.75234291799787,-0.0,-1.2914802981895634,-1.2809904153354634,0.0
2019-01-09,1.0,-0.0,-1.7451616333475117,-0.0,-1.289344959591663,-1.2823798383666525,0.0
2019-01-10,1.0,-0.0,-1.7414160801876732,-0.0,-1.3051823416506716,-1.2850821070590743,0.0
2019-01-11,1.0,-0.0,-1.724569472670874,-0.0,-1.3165044389774307,-1.3070916675580275,0.0
2019-01-14,1.0,-0.0,-1.7173924659364144,-0.0,-1.308362276248998,-1.317552765161635,0.0
2019-01-15,1.0,-0.0,-1.7558711086837793,-0.0,-1.337247405789186,-1.3684325505188422,0.0
