Date,IWF,IWM,MTUM,SHO,SPY,VLUE,VXX
2018-09-24,-0.2525939274792486,-0.6504477937964176,-0.023509174311926603,1.0,-0.41781345565749234,-0.386085626911315,0.0
2018-09-25,-0.25156664751115126,-0.6537777412910818,-0.02052376652163205,1.0,-0.42073721369345707,-0.3898968338669513,0.0
2018-09-26,-0.2522648274352027,-0.6546788187316966,-0.02200509072994499,1.0,-0.4204231327147823,-0.38757971371486444,0.0
2018-09-27,-0.2515762925598991,-0.6589725313887823,-0.02113602719447338,1.0,-0.42124019957234493,-0.38848072811009376,0.0
2018-09-28,-0.2537456780637726,-0.6581691454914659,-0.021129466000768343,1.0,-0.4219856209867735,-0.3890565830634981,0.0
2018-10-01,-0.2531259446536041,-0.6609414933084174,-0.021599934046002914,1.0,-0.42224298551760153,-0.39017285443403227,0.0
2018-10-02,-0.2530425684233713,-0.6722011123960571,-0.01864089432237458,1.0,-0.4209758246599482,-0.38859518695963435,0.0
2018-10-03,-0.25310460665803897,-0.6719718038384228,-0.018834154803535536,1.0,-0.4209874163614836,-0.38866095767822234,0.0
2018-10-04,-0.2530983200220325,-0.6721013494904985,-0.01914073258055632,1.0,-0.42079316992564036,-0.3889286697879373,0.0
2018-10-05,-0.2578753768288298,-0.6815830959426943,-0.01839201261166579,1.0,-0.42096966009348125,-0.38689603672871087,0.0
2018-10-08,-0.2567310082014746,-0.679783503161848,-0.01640294921713197,1.0,-0.42227929196697317,-0.38627012398862287,0.0
2018-10-09,-0.25391501981762243,-0.6841930208708668,-0.005155353529754151,1.0,-0.4311372266415366,-0.39729482524460213,0.0
2018-10-10,-0.2533040870724123,-0.6871945801865837,-0.003081963571745891,1.0,-0.43191914704575746,-0.4010162150155487,0.0
2018-10-11,-0.2051879129210441,-0.6822809487707138,-0.0,1.0,-0.4144373443084588,-0.4057456947904257,0.0
2018-10-12,-0.20131674806400257,-0.6838455519279026,-0.0,1.0,-0.41124092712015325,-0.4018779849437414,0.0
2018-10-15,-0.17978557189806582,-0.7046495339690749,-0.0,1.0,-0.40703625882226174,-0.4023759495716826,0.0
2018-10-16,-0.18093877990946325,-0.7032226773011424,-0.0,1.0,-0.4075231730976504,-0.4028616081051951,0.0
2018-10-17,-0.1698711120579463,-0.683052833404346,-0.0,1.0,-0.4039731572219855,-0.40605027694929696,0.0
2018-10-18,-0.1705756929637527,-0.6852611940298508,-0.0,1.0,-0.40303837953091687,-0.40639658848614074,0.0
2018-10-19,-0.16139374668786433,-0.680948595654478,-0.0,1.0,-0.40257021727609965,-0.4047959724430312,0.0
2018-10-22,-0.1612586819362706,-0.6722072000424156,-0.0,1.0,-0.40790520120884366,-0.4096283335984306,0.0
2018-10-23,-0.1593429920925543,-0.6728758690229795,-0.0,1.0,-0.41017884625590406,-0.4110810380512658,0.0
2018-10-24,-0.157847295864263,-0.6697507953340404,-0.0,1.0,-0.4106839872746554,-0.4128313891834571,0.0
2018-10-25,-0.1437503256395561,-0.6524514145782317,-0.0,1.0,-0.40973271505236286,-0.3991559422706195,0.0
2018-10-26,-0.13548186850137087,-0.6449743934612798,-0.0,1.0,-0.4117996999637887,-0.3942631007190523,0.0
2018-10-29,-0.1212105602060528,-0.6517707662588539,-0.0,1.0,-0.40497102382485517,-0.3977076625885383,0.0
2018-10-30,-0.10237074531274211,-0.6551056247094675,-0.0,1.0,-0.4088115283301482,-0.41622333557150976,0.0
2018-10-31,-0.10587268572015511,-0.6412448963870272,-0.0,1.0,-0.4076984310402383,-0.4130395706545464,0.0
2018-11-01,-0.10217592117417633,-0.6437185671764343,-0.0,1.0,-0.40724109617161036,-0.41283485579390333,0.0
2018-11-02,-0.10606021911790996,-0.6252777281201318,-0.0,1.0,-0.4128508312689941,-0.4096330158081569,0.0
2018-11-05,-0.10771983640081799,-0.6216257668711657,-0.0,1.0,-0.4131646216768916,-0.41372699386503065,0.0
2018-11-06,-0.09822537251655628,-0.6212748344370861,-0.0,1.0,-0.43173116721854304,-0.435689155629139,0.0
2018-11-07,-0.09747554679189477,-0.6257686220584802,-0.0,1.0,-0.4328671872973043,-0.43836753755545754,0.0
2018-11-08,-0.10513517753490562,-0.629922083355122,-0.0,1.0,-0.43996757830884275,-0.4396276734821942,0.0
2018-11-09,-0.10526315789473684,-0.6297748843046513,-0.0,1.0,-0.4399822208277774,-0.4395900332052187,0.0
2018-11-12,-0.10470904021056472,-0.6204883642144216,-0.0,1.0,-0.44317619159304716,-0.43762541370234276,0.0
2018-11-13,-0.0882208366750317,-0.6191498719374952,-0.0,1.0,-0.4443898274390086,-0.43536077406669604,0.0
2018-11-14,-0.08978408325998033,-0.6186506498213639,-0.0,1.0,-0.4452441360741469,-0.43522497799409726,0.0
2018-11-15,-0.08912273444165783,-0.6192569227189285,-0.0,1.0,-0.4469064301781421,-0.4302298523670398,0.0
2018-11-16,-0.08742323373071167,-0.6141301543066522,-0.0,1.0,-0.4459926717242091,-0.4328327398462094,0.0
2018-11-19,-0.08403795929976987,-0.6169161947612029,-0.0,1.0,-0.449797016005999,-0.4350321930028702,0.0
2018-11-20,-0.053441399716969,-0.6124019040267593,-0.0,1.0,-0.45475363437540206,-0.45243792615463785,0.0
2018-11-21,-0.06156601842374617,-0.6114636642784034,-0.0,1.0,-0.4578300921187308,-0.42799385875127943,0.0
2018-11-23,-0.06296192108022403,-0.600235276065775,-0.0,1.0,-0.4640308927703757,-0.43012045111628266,0.0
2018-11-26,-0.06290594793637805,-0.6003682299391397,-0.0,1.0,-0.463893008745461,-0.42998516851634017,0.0
2018-11-27,-0.05808769203332399,-0.6016407225293623,-0.0,1.0,-0.46100736286973576,-0.42697001350284064,0.0
2018-11-28,-0.05898389726865064,-0.5991133306155727,-0.0,1.0,-0.46211271911944557,-0.4276905829596413,0.0
2018-11-29,-0.0428322340990069,-0.5921461602607838,-0.0,1.0,-0.4608445151997574,-0.4311525535087054,0.0
2018-11-30,-0.042647801920161696,-0.5922940879231936,-0.0,1.0,-0.4611419909044972,-0.43044466902476,0.0
2018-12-03,-0.03885584103278066,-0.5961270725224654,-0.0,1.0,-0.4641184660169599,-0.43224908239463355,0.0
2018-12-04,-0.0327338856334613,-0.5996665993129925,-0.0,1.0,-0.46188623964437264,-0.43147605576884224,0.0
2018-12-06,-0.02735479390903229,-0.5732106542334209,-0.0,1.0,-0.46133624324190264,-0.4181340211299042,0.0
2018-12-07,-0.034299480912997046,-0.5735787199165487,-0.0,1.0,-0.4623848198097509,-0.41343168666020913,0.0
2018-12-10,-0.02242506475885038,-0.5755766621438263,-0.0,1.0,-0.4625632169729863,-0.406438879980264,0.0
2018-12-11,-0.01074071324275497,-0.5820031182715866,-0.0,1.0,-0.4619001658128542,-0.42017472220159874,0.0
2018-12-12,-0.009730613053382194,-0.5825987917203129,-0.0,1.0,-0.46184510250569477,-0.42180845795780925,0.0
2018-12-13,-0.00987379361544172,-0.5811680277159119,-0.0,1.0,-0.4625587725810443,-0.4210343974263796,0.0
2018-12-14,-0.013284516240754026,-0.5718526581401677,-0.0,1.0,-0.4677287682754867,-0.4209732083219949,0.0
2018-12-17,-0.0015042043745222302,-0.5724114122259759,-0.0,1.0,-0.4593494932557394,-0.4326190417478362,0.0
2018-12-18,-0.0,-0.5692969518190757,-0.0,1.0,-0.45698131760078664,-0.4319321533923304,0.0
2018-12-19,-0.0,-0.5693283508702921,-0.0,1.0,-0.45697708722588254,-0.4321467204248205,0.0
2018-12-20,-0.0,-0.5638373489546312,-0.0,1.0,-0.45770729674746924,-0.4295203313806711,0.0
2018-12-21,-0.0,-0.5694175960346963,-0.0,1.0,-0.46324659231722426,-0.44565055762081784,0.0
2018-12-24,-0.0,-0.5487633467314378,-0.0,1.0,-0.4546889256035312,-0.46245653835721157,0.0
2018-12-26,-0.0,-0.5497087521812863,-0.0,1.0,-0.44903777619387025,-0.45904097131761984,0.0
2018-12-27,-0.0,-0.5353559772754745,-0.0,1.0,-0.42482775293122205,-0.45734316451106005,0.0
2018-12-28,-0.0,-0.5394266099400502,-0.0,1.0,-0.42332237478244056,-0.45457841810094757,0.0
2018-12-31,-0.0,-0.5429449337075389,-0.0,1.0,-0.42274750798412847,-0.45374044324010454,0.0
2019-01-02,-0.0,-0.5422811004206353,-0.0,1.0,-0.4207803510129091,-0.45438282647584965,0.0
2019-01-03,-0.0,-0.5421511979305176,-0.0,1.0,-0.43120663394821457,-0.4442617798515582,0.0
2019-01-04,-0.0,-0.5446102021174206,-0.0,1.0,-0.415279114533205,-0.44627045235803653,0.0
2019-01-07,-0.0,-0.5357867354001098,-0.0,1.0,-0.41130283286795066,-0.4394644519223885,0.0
2019-01-08,-0.0,-0.5335448019270672,-0.0,1.0,-0.41253070667080066,-0.43890863125760216,0.0
2019-01-09,-0.0,-0.5408832113296015,-0.0,1.0,-0.41454954308406294,-0.43679728242667815,0.0
2019-01-10,-0.0,-0.5386197331292745,-0.0,1.0,-0.4169257257640251,-0.4357692859534172,0.0
2019-01-11,-0.0,-0.5353983361703147,-0.0,1.0,-0.4199611613243509,-0.4420896166478867,0.0
2019-01-14,-0.0,-0.535518994627782,-0.0,1.0,-0.42145529547198773,-0.4413372985418265,0.0
2019-01-15,-0.0,-0.5337588176016124,-0.0,1.0,-0.4215413407553146,-0.4440472191563895,0.0
2019-01-16,-0.0,-0.535519911769642,-0.0,1.0,-0.4155218298209019,-0.44654630895010666,0.0
2019-01-17,-0.0,-0.535991565225726,-0.0,1.0,-0.4149813093070066,-0.44526981692705836,0.0
2019-01-18,-0.0,-0.5334727028066129,-0.0,1.0,-0.4180123029603999,-0.4514369473279508,0.0
2019-01-22,-0.0,-0.5681812749480125,-0.0,1.0,-0.3945072543442407,-0.42751631331118384,0.0
2019-01-23,-0.0,-0.5610905177567858,-0.0,1.0,-0.3962453664952768,-0.43417433935190713,0.0
2019-01-24,-0.0,-0.5648491518530038,-0.0,1.0,-0.3907696724645309,-0.43692131014187624,0.0
2019-01-25,-0.0,-0.5681785422572431,-0.0,1.0,-0.39648296737615907,-0.4376831787824917,0.0
2019-01-28,-0.0,-0.5724474654157292,-0.0,1.0,-0.3843521133502465,-0.43657555885309457,0.0
2019-01-29,-0.0,-0.5624145294018857,-0.0,1.0,-0.382596386842926,-0.4541637676639236,0.0
2019-01-30,-0.0,-0.559306152848185,-0.0,1.0,-0.38065492636282827,-0.4625567594839392,0.0
2019-01-31,-0.0,-0.5708167929748587,-0.0,1.0,-0.36309394923613614,-0.47198364008179955,0.0
2019-02-01,-0.0,-0.5671570156703702,-0.0,1.0,-0.3731131962275923,-0.4594562165534784,0.0
2019-02-04,-0.0,-0.5657348530293941,-0.0,1.0,-0.37763647270545886,-0.4561727654469106,0.0
2019-02-05,-0.0,-0.5581829495955196,-0.0,1.0,-0.37628643913647025,-0.4589057488870805,0.0
2019-02-06,-0.0,-0.571224460637234,-0.0,1.0,-0.3716483307139115,-0.4384197742534648,0.0
2019-02-07,-0.0,-0.5735686386586644,-0.0,1.0,-0.3753453367628846,-0.4327188720586834,0.0
2019-02-08,-0.0,-0.582309289174163,-0.0,1.0,-0.39189672862630937,-0.41191629482927294,0.0
2019-02-11,-0.0,-0.5641559560565808,-0.0,1.0,-0.3873770374093487,-0.44189942796965126,0.0
2019-02-12,-0.0,-0.5452077628289083,-0.0,1.0,-0.3896416240028575,-0.4463626622216931,0.0
2019-02-13,-0.0,-0.5569689737470167,-0.0,1.0,-0.3910501193317423,-0.43861575178997614,0.0
2019-02-14,-0.0,-0.5343683941978278,-0.0,1.0,-0.41011249605170447,-0.485263746142819,0.0
2019-02-15,-0.0,-0.5441684928171414,-0.0,1.0,-0.40759678597516436,-0.48310202093985877,0.0
2019-02-19,-0.0,-0.5402948702327282,-0.0,1.0,-0.4132326063116851,-0.4834165955891312,0.0
2019-02-20,-0.0,-0.5503229737964656,-0.0,1.0,-0.40448507007922,-0.4827300426569165,0.0
2019-02-21,-0.0,-0.5385724409256409,-0.0,1.0,-0.40705715612247395,-0.49795958263079443,0.0
2019-02-22,-0.0,-0.5355439806323821,-0.0,1.0,-0.41897146210842934,-0.49089086151664096,0.0
2019-02-25,-0.0,-0.5351618991592519,-0.0,1.0,-0.42302130058582743,-0.4929529132044023,0.0
2019-02-26,-0.0,-0.5392274678111588,-0.0,1.0,-0.4236664622930717,-0.4895892090741876,0.0
2019-02-27,-0.0,-0.547406697624137,-0.0,1.0,-0.42161126262254,-0.48789956020736597,0.0
2019-02-28,-0.0,-0.5401934007529343,-0.0,1.0,-0.41583622450234986,-0.5045397504982654,0.0
2019-03-01,-0.0,-0.5440882997856563,-0.0,1.0,-0.42602675601764023,-0.4936066421936978,0.0
2019-03-04,-0.0,-0.5340587380911351,-0.0,1.0,-0.42825139706063364,-0.4994953349252849,0.0
