Date,IWF,IWM,MTUM,PSXP,SPY,VLUE,VXX
2018-10-25,-0.13985501343976542,-0.5561076267274849,-0.0,1.0,-0.4799761070837066,-0.53919252803345,0.0
2018-10-26,-0.13006138272668533,-0.5473023906956709,-0.0,1.0,-0.4819890157225932,-0.5328451432263623,0.0
2018-10-29,-0.11805071570256796,-0.5507693132471989,-0.0,1.0,-0.47617005307457244,-0.5355438803409639,0.0
2018-10-30,-0.12089680326110278,-0.5510620038618322,-0.0,1.0,-0.4763462776228277,-0.5335228491739971,0.0
2018-10-31,-0.12547974413646054,-0.5340618336886994,-0.0,1.0,-0.4756130063965885,-0.5301172707889126,0.0
2018-11-01,-0.09727241093177012,-0.5629701009127653,-0.0,1.0,-0.4806070826306914,-0.5358815814127788,0.0
2018-11-02,-0.10210873848447734,-0.5404174876191491,-0.0,1.0,-0.4878587784227062,-0.5321635869854624,0.0
2018-11-05,-0.10380853388768956,-0.5368460328882493,-0.0,1.0,-0.48823325604328244,-0.5362863463127315,0.0
2018-11-06,-0.09986367645879554,-0.5351634545989148,-0.0,1.0,-0.4941594718131031,-0.5438240089813157,0.0
2018-11-07,-0.09907087584009423,-0.5385171499718853,-0.0,1.0,-0.49447077409162715,-0.5455592149302487,0.0
2018-11-08,-0.07402286625897368,-0.5423291677745281,-0.0,1.0,-0.488380749800585,-0.5541345386865196,0.0
2018-11-09,-0.07275438736651488,-0.5437937738009639,-0.0,1.0,-0.49162472370908894,-0.5548720406913265,0.0
2018-11-12,-0.07233647339790367,-0.5296006368581664,-0.0,1.0,-0.49847419397638315,-0.5531378532572642,0.0
2018-11-13,-0.05443107940936488,-0.5259389887610876,-0.0,1.0,-0.4997236333008712,-0.5519964203932303,0.0
2018-11-14,-0.05266079784281069,-0.5313400481137812,-0.0,1.0,-0.5033706082956618,-0.5562164591429403,0.0
2018-11-15,-0.052417006406523005,-0.5362683327156245,-0.0,1.0,-0.5117805898236882,-0.5468841001747233,0.0
2018-11-16,-0.05167173252279635,-0.5328399629972248,-0.0,1.0,-0.5106911589797806,-0.5478789480639619,0.0
2018-11-19,-0.060341848533985484,-0.5355538424732184,-0.0,1.0,-0.5115500146202716,-0.5507589250112975,0.0
2018-11-20,-0.015632451910338616,-0.5306290074717821,-0.0,1.0,-0.5226273117481851,-0.5806793492660697,0.0
2018-11-21,-0.010722933241093047,-0.5347098422158955,-0.0,1.0,-0.5264880398052311,-0.5888566639171966,0.0
2018-11-23,-0.01046086515624583,-0.5432444693512662,-0.0,1.0,-0.5253382435353454,-0.5895444720198543,0.0
2018-11-26,-0.010930568175744294,-0.5416644395745362,-0.0,1.0,-0.5279277353145545,-0.5919878133518628,0.0
2018-11-27,-0.012236354854290775,-0.5432834218859014,-0.0,1.0,-0.5321472656040358,-0.5957709440240434,0.0
2018-11-28,-0.0102984673299274,-0.554987899973111,-0.0,1.0,-0.5292282871739715,-0.5943533207851572,0.0
2018-11-29,-0.0,-0.5434209475113845,-0.0,1.0,-0.5232350669755799,-0.5964155415301856,0.0
2018-11-30,-0.0,-0.5434649484810565,-0.0,1.0,-0.5236028648260072,-0.5954098884421843,0.0
2018-12-03,-0.0,-0.5459393163760465,-0.0,1.0,-0.5245294086279528,-0.5957713432517464,0.0
2018-12-04,-0.0,-0.5460779082177161,-0.0,1.0,-0.5254802561366061,-0.5965314834578441,0.0
2018-12-06,-0.0,-0.5063901930099113,-0.0,1.0,-0.5219092331768388,-0.579942618675013,0.0
2018-12-07,-0.0,-0.5082975604648728,-0.0,1.0,-0.5226154329389593,-0.5866139671238614,0.0
2018-12-10,-0.0,-0.509384004361031,-0.0,1.0,-0.5173013524388028,-0.5691405134594917,0.0
2018-12-11,-0.0,-0.5106134220166801,-0.0,1.0,-0.5139130660708254,-0.5736184364363844,0.0
2018-12-12,-0.0,-0.5110868491512647,-0.0,1.0,-0.515765941407367,-0.5726689022329668,0.0
2018-12-13,-0.0,-0.5068635607321131,-0.0,1.0,-0.5222025790349418,-0.5707674708818636,0.0
2018-12-14,-0.0,-0.48247978436657685,-0.0,1.0,-0.5721684900375245,-0.587944611806987,0.0
2018-12-17,-0.0,-0.4792770005006192,-0.0,1.0,-0.5537375174558007,-0.6017969593971492,0.0
2018-12-18,-0.0,-0.470620595709009,-0.0,1.0,-0.5479265449401409,-0.6011054934115736,0.0
2018-12-19,-0.0,-0.47845397345741025,-0.0,1.0,-0.5579231216623487,-0.607307143234812,0.0
2018-12-20,-0.0,-0.46637349905203285,-0.0,1.0,-0.5642511059616601,-0.6026174425953233,0.0
2018-12-21,-0.0,-0.46463056255247687,-0.0,1.0,-0.5632346767422334,-0.59598026868178,0.0
2018-12-24,-0.0,-0.44452554744525546,-0.0,1.0,-0.5536496350364963,-0.6087069864442127,0.0
2018-12-26,-0.0,-0.44391146797361763,-0.0,1.0,-0.5538726244166949,-0.6091921061550093,0.0
2018-12-27,-0.0,-0.41577658258212763,-0.0,1.0,-0.5000883771431457,-0.6091962730096205,0.0
2018-12-28,-0.0,-0.42806020151772795,-0.0,1.0,-0.5019669551534225,-0.6079794929062714,0.0
2018-12-31,-0.0,-0.42610837438423643,-0.0,1.0,-0.5035549235691432,-0.6095424305520288,0.0
2019-01-02,-0.0,-0.42524099441907665,-0.0,1.0,-0.5014459665144597,-0.6100710299340437,0.0
2019-01-03,-0.0,-0.42605052685032374,-0.0,1.0,-0.498844737844357,-0.6141678303922814,0.0
2019-01-04,-0.0,-0.4360658231699586,-0.0,1.0,-0.47453028727908925,-0.6249651360328609,0.0
2019-01-07,-0.0,-0.4287261643870122,-0.0,1.0,-0.47061638832212394,-0.6196125846998665,0.0
2019-01-08,-0.0,-0.4193734915526951,-0.0,1.0,-0.4769961786001609,-0.617734312148029,0.0
2019-01-09,-0.0,-0.4500435071914829,-0.0,1.0,-0.4916312637559503,-0.6175717868659467,0.0
2019-01-10,-0.0,-0.4580984011740172,-0.0,1.0,-0.4925980278571613,-0.6239025771736052,0.0
2019-01-11,-0.0,-0.4491028785336259,-0.0,1.0,-0.49781851039111913,-0.634723118626565,0.0
2019-01-14,-0.0,-0.45354838709677414,-0.0,1.0,-0.5027612903225807,-0.6243096774193548,0.0
2019-01-15,-0.0,-0.45245715465620484,-0.0,1.0,-0.5029682015279785,-0.6256194507536651,0.0
2019-01-16,-0.0,-0.46095835384974215,-0.0,1.0,-0.5096275947858087,-0.6209604270868427,0.0
2019-01-17,-0.0,-0.4559954428937624,-0.0,1.0,-0.5106289324460785,-0.6226664250019419,0.0
2019-01-18,-0.0,-0.45588999792056556,-0.0,1.0,-0.5157257226034518,-0.6276772717820752,0.0
2019-01-22,-0.0,-0.41880185296657857,-0.0,1.0,-0.5194587662592582,-0.6789238137611557,0.0
2019-01-23,-0.0,-0.40737135641376404,-0.0,1.0,-0.5227296643165316,-0.7006734715353047,0.0
2019-01-24,-0.0,-0.401516552616978,-0.0,1.0,-0.541625934634997,-0.6989616634521388,0.0
2019-01-25,-0.0,-0.3514930964358343,-0.0,1.0,-0.5665739055977738,-0.7577330621855934,0.0
2019-01-28,-0.0,-0.33597706385145093,-0.0,1.0,-0.591061332761716,-0.7524450041531578,0.0
2019-01-29,-0.0,-0.3349769535855933,-0.0,1.0,-0.5857808982741988,-0.7590845749812414,0.0
2019-01-30,-0.0,-0.3356545961002785,-0.0,1.0,-0.5863777587315192,-0.7563477608742232,0.0
2019-01-31,-0.0,-0.3472292968016943,-0.0,1.0,-0.5574381383877108,-0.776199029516635,0.0
2019-02-01,-0.0,-0.3439589655450224,-0.0,1.0,-0.5679834573139619,-0.7735317023390714,0.0
2019-02-04,-0.0,-0.3433428833991027,-0.0,1.0,-0.5642737445267313,-0.7952051462241203,0.0
2019-02-05,-0.0,-0.33889924617005757,-0.0,1.0,-0.5553754289265354,-0.8076247602064252,0.0
2019-02-06,-0.0,-0.343852071804562,-0.0,1.0,-0.5504386556890268,-0.8051019030908355,0.0
2019-02-07,-0.0,-0.345129633134175,-0.0,1.0,-0.564789532023034,-0.7935872827056694,0.0
2019-02-08,-0.0,-0.3421024083315253,-0.0,1.0,-0.5675037969190714,-0.8024788457366023,0.0
2019-02-11,-0.0,-0.3305960408962367,-0.0,1.0,-0.5811942571242115,-0.8073471829453992,0.0
2019-02-12,-0.0,-0.3396488741071916,-0.0,1.0,-0.5842375006815332,-0.8022463333515075,0.0
2019-02-13,-0.0,-0.344654636646132,-0.0,1.0,-0.5830289483726762,-0.7981791419069946,0.0
2019-02-14,-0.0,-0.3072935141477257,-0.0,1.0,-0.6110671505361674,-0.8101994597396929,0.0
2019-02-15,-0.0,-0.34493117762726677,-0.0,1.0,-0.5922547520209744,-0.7938606073847498,0.0
2019-02-19,-0.0,-0.3239196725364688,-0.0,1.0,-0.6252300760968105,-0.7980275267162991,0.0
2019-02-20,-0.0,-0.32598559880817723,-0.0,1.0,-0.6230860485005655,-0.8098049493751207,0.0
2019-02-21,-0.0,-0.3179974056799051,-0.0,1.0,-0.6270526867772473,-0.8148649021610135,0.0
2019-02-22,-0.0,-0.30781120618272145,-0.0,1.0,-0.6358818658570246,-0.816450455423682,0.0
2019-02-25,-0.0,-0.3043056633048875,-0.0,1.0,-0.6441870774686911,-0.8222043666186413,0.0
2019-02-26,-0.0,-0.2975158708252829,-0.0,1.0,-0.6479160916367651,-0.81471156500138,0.0
2019-02-27,-0.0,-0.29987019801706755,-0.0,1.0,-0.6524344776160623,-0.8094396420779364,0.0
2019-02-28,-0.0,-0.3019836124368913,-0.0,1.0,-0.6531299141997958,-0.8037078930670125,0.0
2019-03-01,-0.0,-0.2837608707542526,-0.0,1.0,-0.6452442159383034,-0.8057758573538261,0.0
2019-03-04,-0.0,-0.2800971403623663,-0.0,1.0,-0.6548242741759441,-0.7937131630648332,0.0
2019-03-05,-0.0,-0.2746568827286316,-0.0,1.0,-0.6616116320152194,-0.7815192281559994,0.0
2019-03-06,-0.0,-0.2671358960476448,-0.0,1.0,-0.6608012994044397,-0.7791553871142394,0.0
2019-03-07,-0.0,-0.22164006663442418,-0.0,1.0,-0.6872749744747165,-0.7779837712934601,0.0
2019-03-08,-0.0,-0.2111120049339018,-0.0,1.0,-0.6860268683130883,-0.7843294988335613,0.0
2019-03-11,-0.0,-0.20564026447173123,-0.0,1.0,-0.6754284172176495,-0.8176224531102416,0.0
2019-03-12,-0.0,-0.16668937515328228,-0.0,1.0,-0.6901381584325693,-0.8682181104722456,0.0
2019-03-13,-0.0,-0.17743216231757072,-0.0,1.0,-0.6955997919005503,-0.8651460803373403,0.0
2019-03-14,-0.0,-0.17656864888500218,-0.0,1.0,-0.697010275470048,-0.8592588543944031,0.0
2019-03-15,-0.0,-0.1698692470052904,-0.0,1.0,-0.705051944848003,-0.866231737068611,0.0
2019-03-18,-0.0,-0.1866154356479434,-0.0,1.0,-0.7084807607253426,-0.8691950464396284,0.0
2019-03-19,-0.0,-0.19159514484904036,-0.0,1.0,-0.7049968058217371,-0.8809543649140349,0.0
2019-03-20,-0.0,-0.19507854858890586,-0.0,1.0,-0.6976504935353817,-0.887751981092729,0.0
2019-03-21,-0.0,-0.1920091260677221,-0.0,1.0,-0.7400740101833561,-0.8502545839013939,0.0
2019-03-22,-0.0,-0.1924790539972539,-0.0,1.0,-0.7559615546277356,-0.8537002269734076,0.0
2019-03-25,-0.0,-0.1579562531307397,-0.0,1.0,-0.771302944286748,-0.8536483553180833,0.0
2019-03-26,-0.0,-0.15271720899027172,-0.0,1.0,-0.7723079503522309,-0.8704293861120429,0.0
2019-03-27,-0.0,-0.13736064153790273,-0.0,1.0,-0.7848780351504652,-0.8719438933750594,0.0
2019-03-28,-0.0,-0.13255944055944058,-0.0,1.0,-0.780979020979021,-0.8836643356643358,0.0
2019-03-29,-0.0,-0.12568214255729998,-0.0,1.0,-0.7820502056922173,-0.8908012201606358,0.0
2019-04-01,-0.0,-0.12795817281232802,-0.0,1.0,-0.7678866263070997,-0.8559438635112823,0.0
2019-04-02,-0.0,-0.1330202153372885,-0.0,1.0,-0.7718083937596133,-0.8418204790156009,0.0
2019-04-03,-0.0,-0.13376723238314933,-0.0,1.0,-0.7723403086724885,-0.8400889767671774,0.0
2019-04-04,-0.0,-0.13258137109610846,-0.0,1.0,-0.7830561501728964,-0.8287502058290797,0.0
2019-04-05,-0.0,-0.13293748969157182,-0.0,1.0,-0.79737753587333,-0.8185716641926439,0.0
2019-04-08,-0.0,-0.13749555804608699,-0.0,1.0,-0.7919798813656617,-0.8040073258070689,0.0
2019-04-09,-0.0,-0.13790457398119982,-0.0,1.0,-0.8013099838307435,-0.8013373893502151,0.0
2019-04-10,-0.0,-0.13099671412924424,-0.0,1.0,-0.8072289156626505,-0.7999999999999999,0.0
2019-04-11,-0.0,-0.11034936653320901,-0.0,1.0,-0.8418801074973948,-0.7900784292217408,0.0
2019-04-12,-0.0,-0.1116478208365353,-0.0,1.0,-0.8444395652651224,-0.7884509825447359,0.0
2019-04-15,-0.0,-0.1137393884447375,-0.0,1.0,-0.8385669935987253,-0.7950493145416083,0.0
2019-04-16,-0.0,-0.10850013709898547,-0.0,1.0,-0.8353715382506168,-0.7981080340005483,0.0
2019-04-17,-0.0,-0.10918672631954549,-0.0,1.0,-0.8516729338786265,-0.7839047017813522,0.0
2019-04-18,-0.0,-0.12367829945762342,-0.0,1.0,-0.8592286199528845,-0.756368816085027,0.0
2019-04-22,-0.0,-0.12720780112621893,-0.0,1.0,-0.8614476033511881,-0.7582200247218789,0.0
2019-04-23,-0.0,-0.1312844496408886,-0.0,1.0,-0.9090251099604699,-0.7434998051333445,0.0
2019-04-24,-0.0,-0.12112112112112113,-0.0,1.0,-0.9086586586586587,-0.7507785563341118,0.0
2019-04-25,-0.0,-0.11532680102438482,-0.0,1.0,-0.911034405968155,-0.7572931744794567,0.0
2019-04-26,-0.0,-0.10000279025642456,-0.0,1.0,-0.9424091073969698,-0.7478445269120232,0.0
2019-04-29,-0.0,-0.0956499902341025,-0.0,1.0,-0.9419626663690394,-0.7526437679622757,0.0
2019-04-30,-0.0,-0.10612324168354466,-0.0,1.0,-0.9402380489970315,-0.728074799544988,0.0
2019-05-01,-0.0,-0.11458969942774598,-0.0,1.0,-0.9427190399466636,-0.7206233679648868,0.0
2019-05-02,-0.0,-0.11351516498166869,-0.0,1.0,-0.931118764581713,-0.73283524052883,0.0
2019-05-03,-0.0,-0.1147522772717174,-0.0,1.0,-0.9302654965563207,-0.7321428571428571,0.0
2019-05-06,-0.0,-0.09571606821017607,-0.0,1.0,-0.939886316373215,-0.7371690004159156,0.0
2019-05-07,-0.0,-0.097966882090256,-0.0,1.0,-0.939117410479017,-0.7366099908468088,0.0
2019-05-08,-0.0,-0.10805365422830647,-0.0,1.0,-0.9171726650474719,-0.734764848752484,0.0
2019-05-09,-0.0,-0.10845202605719333,-0.0,1.0,-0.9176327702329691,-0.7342111074307166,0.0
2019-05-10,-0.0,-0.10918572887061616,-0.0,1.0,-0.9177175022764272,-0.732402527524075,0.0
2019-05-13,-0.0,-0.10695438344431245,-0.0,1.0,-0.9223883071312133,-0.7336225236924268,0.0
2019-05-14,-0.0,-0.06315070364803935,-0.0,1.0,-0.9333242246208499,-0.7361388167782484,0.0
2019-05-15,-0.0,-0.06591182583962367,-0.0,1.0,-0.9411989935455639,-0.7278197133792802,0.0
2019-05-16,-0.0,-0.06943381790359601,-0.0,1.0,-0.9390370532298612,-0.7240682041753197,0.0
2019-05-17,-0.0,-0.06919545255793615,-0.0,1.0,-0.9380465675557498,-0.7255684302579799,0.0
2019-05-20,-0.0,-0.06455402267449803,-0.0,1.0,-0.9401994263078816,-0.7270864635978692,0.0
2019-05-21,-0.0,-0.06526901973630334,-0.0,1.0,-0.9377610351322578,-0.7267218082057162,0.0
2019-05-22,-0.0,-0.059369202226345084,-0.0,1.0,-0.9428953399541635,-0.7260995307213793,0.0
2019-05-23,-0.0,-0.06136022897642088,-0.0,1.0,-0.9521875425923402,-0.7123347417200491,0.0
2019-05-24,-0.0,-0.057073582695398695,-0.0,1.0,-0.9557305146157409,-0.7114719263355763,0.0
2019-05-28,-0.0,-0.056235716617695074,-0.0,1.0,-0.9560615953857874,-0.708346936554576,0.0
2019-05-29,-0.0,-0.05700525155778074,-0.0,1.0,-0.9569807624282333,-0.7070011700361895,0.0
2019-05-30,-0.0,-0.053040173724212804,-0.0,1.0,-0.9515472312703582,-0.7098262757871878,0.0
2019-05-31,-0.0,-0.05674567619668214,-0.0,1.0,-0.9467568081235915,-0.7116016399228909,0.0
2019-06-03,-0.0,-0.07017638057397514,-0.0,1.0,-0.9417434025074499,-0.6727160460683509,0.0
2019-06-04,-0.0,-0.06186756851061546,-0.0,1.0,-0.9518211342834902,-0.6703706685991894,0.0
2019-06-05,-0.0,-0.06282708604521425,-0.0,1.0,-0.972398586722631,-0.6213373004277023,0.0
2019-06-06,-0.0,-0.06101703912097245,-0.0,1.0,-0.9646478050851957,-0.6284038430914592,0.0
2019-06-07,-0.0,-0.056168104825822955,-0.0,1.0,-0.9728081389155214,-0.6342814530733994,0.0
2019-06-10,-0.0,-0.05803191489361702,-0.0,1.0,-0.9640425531914895,-0.6375265957446808,0.0
2019-06-11,-0.0,-0.054631576146251894,-0.0,1.0,-0.9709678277761515,-0.6354612948721361,0.0
2019-06-12,-0.0,-0.04993754484811439,-0.0,1.0,-0.9701544103967895,-0.6375740824408005,0.0
2019-06-13,-0.0,-0.044166467479350914,-0.0,1.0,-0.9660319230871379,-0.6456059278145169,0.0
2019-06-14,-0.0,-0.04906685125529139,-0.0,1.0,-0.9628071670083331,-0.6504619152844706,0.0
2019-06-17,-0.0,-0.058129918634120314,-0.0,1.0,-0.9465919701213817,-0.662985194077631,0.0
2019-06-18,-0.0,-0.07458386683738796,-0.0,1.0,-0.9395806658130602,-0.6533557405036279,0.0
2019-06-19,-0.0,-0.07558975451301986,-0.0,1.0,-0.9484264337824165,-0.6385324032163586,0.0
2019-06-20,-0.0,-0.08298212856761802,-0.0,1.0,-0.9456121632435316,-0.6388103494265137,0.0
2019-06-21,-0.0,-0.08694956391859814,-0.0,1.0,-0.9403355292988025,-0.6398527725175366,0.0
2019-06-24,-0.0,-0.0612118935165307,-0.0,1.0,-0.9514813224559896,-0.6708351223701159,0.0
2019-06-25,-0.0,-0.0644337517808661,-0.0,1.0,-0.950162630036827,-0.6735034004462246,0.0
2019-06-26,-0.0,-0.06307451065210339,-0.0,1.0,-0.9748837460798098,-0.6656212825781335,0.0
2019-06-27,-0.0,-0.06922682775545427,-0.0,1.0,-0.971899355465063,-0.6556727164855317,0.0
2019-06-28,-0.0,-0.03483528966300644,-0.0,1.0,-1.0087629144804455,-0.6610050305620165,0.0
2019-07-01,-0.0,-0.03602750108271979,-0.0,1.0,-1.0062256388046775,-0.6645192724122997,0.0
2019-07-02,-0.0,-0.0448269339890297,-0.0,1.0,-0.9946769704666433,-0.6625415439487693,0.0
2019-07-03,-0.0,-0.03361254868484234,-0.0,1.0,-0.9940777890412421,-0.6399455796830816,0.0
2019-07-05,-0.0,-0.0,-0.0,1.0,-1.0035221524853686,-0.6446863165700061,0.0
2019-07-08,-0.0,-0.0,-0.0,1.0,-1.001081737111498,-0.6373278454962799,0.0
2019-07-09,-0.0,-0.0,-0.0,1.0,-1.0026393581081081,-0.63671875,0.0
2019-07-10,-0.0,-0.0,-0.0,1.0,-1.0126093737608712,-0.6308652092310132,0.0
2019-07-11,-0.0,-0.0,-0.0,1.0,-1.0076043619465054,-0.6328254957357484,0.0
2019-07-12,-0.0,-0.0,-0.0,1.0,-1.0094531435663172,-0.6310897520530221,0.0
2019-07-15,-0.0,-0.0,-0.0,1.0,-1.0210170565559487,-0.619290278291176,0.0
2019-07-16,-0.0,-0.004082277647554583,-0.0,1.0,-1.0360030551239168,-0.5936421817798729,0.0
2019-07-17,-0.0,-0.009276829011174362,-0.0,1.0,-1.0327851570735822,-0.5934008011806873,0.0
2019-07-18,-0.0,-0.009899947340705633,-0.0,1.0,-1.0347551342812007,-0.5883096366508689,0.0
2019-07-19,-0.0,-0.01150817686250757,-0.0,1.0,-1.0353935691148974,-0.5865483369762726,0.0
2019-07-22,-0.0,-0.0,-0.0,1.0,-1.0249657642473402,-0.6085536711260929,0.0
2019-07-23,-0.0,-0.0,-0.0,1.0,-1.055106558907471,-0.6122269344642715,0.0
2019-07-24,-0.0,-0.0,-0.0,1.0,-1.0583642032886496,-0.6066679103483197,0.0
2019-07-25,-0.0,-0.0,-0.0,1.0,-1.0706183096341269,-0.5922138786813654,0.0
2019-07-26,-0.0,-0.0,-0.0,1.0,-1.073472647411154,-0.5885797950219619,0.0
2019-07-29,-0.0,-0.0,-0.0,1.0,-1.066131835806926,-0.6080224628961091,0.0
2019-07-30,-0.0,-0.0,-0.0,1.0,-1.0711797180682854,-0.6087795465508924,0.0
2019-07-31,-0.0,-0.0,-0.0,1.0,-1.0716892036917793,-0.6112899763897832,0.0
2019-08-01,-0.0,-0.0,-0.0,1.0,-1.0789692882284976,-0.6079748502028642,0.0
2019-08-02,-0.0,-0.0,-0.0,1.0,-1.0848980686695278,-0.5975053648068669,0.0
2019-08-05,-0.0,-0.0,-0.0,1.0,-1.090938363699788,-0.5924276169265034,0.0
2019-08-06,-0.0,-0.0,-0.0,1.0,-1.0510941179583522,-0.5948985261820973,0.0
2019-08-07,-0.0,-0.0007382019509622989,-0.0,1.0,-1.0263643553915105,-0.6093329818085947,0.0
2019-08-08,-0.0,-0.0,-0.0,1.0,-1.0235064695496352,-0.6117216117216118,0.0
2019-08-09,-0.0,-0.0,-0.0,1.0,-1.006050605060506,-0.6132589449421133,0.0
2019-08-12,-0.0,-0.0,-0.0,1.0,-1.0100864553314122,-0.6097720723080954,0.0
2019-08-13,-0.0,-0.0,-0.0,1.0,-1.0039733368187165,-0.610064043915828,0.0
2019-08-14,-0.0,-0.0,-0.0,1.0,-0.9929709465791939,-0.6103821722378423,0.0
2019-08-15,-0.0,-0.0,-0.0,1.0,-0.9939723497576115,-0.5709852001949368,0.0
2019-08-16,-0.0,-0.0,-0.0,1.0,-0.9936630920006156,-0.5718867053209502,0.0
2019-08-19,-0.0,-0.0,-0.0,1.0,-0.9950659576643829,-0.5614326618263626,0.0
2019-08-20,-0.0,-0.0,-0.0,1.0,-0.9937503188612827,-0.5571399418397021,0.0
2019-08-21,-0.0,-0.0,-0.0,1.0,-1.0064476668620506,-0.5420117740003568,0.0
2019-08-22,-0.0,-0.0,-0.0,1.0,-1.0077116896999314,-0.5374004224886106,0.0
2019-08-23,-0.0,-0.0,-0.0,1.0,-1.0061349693251533,-0.5394954560496907,0.0
2019-08-26,-0.0,-0.0,-0.0,1.0,-1.0021677757612422,-0.518501714055253,0.0
2019-08-27,-0.0,-0.0,-0.0,1.0,-0.9951133501259446,-0.5237783375314862,0.0
2019-08-28,-0.0,-0.0,-0.0,1.0,-1.00078036500944,-0.5165261170547515,0.0
2019-08-29,-0.0,-0.0,-0.0,1.0,-1.0015604943243313,-0.5153658352420024,0.0
2019-08-30,-0.0,-0.0,-0.0,1.0,-1.0015066670014816,-0.5096050021344449,0.0
2019-09-03,-0.0,-0.0,-0.0,1.0,-1.0080402010050251,-0.5044974874371859,0.0
2019-09-04,-0.0,-0.0,-0.0,1.0,-1.0101558572146807,-0.5036450477626948,0.0
2019-09-05,-0.0,-0.0,-0.0,1.0,-1.0100794824862722,-0.49725446932276907,0.0
2019-09-06,-0.0,-0.0,-0.0,1.0,-1.0364005311020368,-0.4687977553423353,0.0
2019-09-09,-0.0,-0.0,-0.0,1.0,-1.0377282861938522,-0.46747000025051977,0.0
2019-09-10,-0.0,-0.0,-0.0,1.0,-1.0195832601990922,-0.48787643238634937,0.0
2019-09-11,-0.0,-0.0,-0.0,1.0,-1.0159215705939872,-0.4914374545545721,0.0
2019-09-12,-0.0,-0.0,-0.0,1.0,-1.0178589319707445,-0.4869001102093979,0.0
2019-09-13,-0.0,-0.0,-0.0,1.0,-1.0130331457160726,-0.48853033145716074,0.0
2019-09-16,-0.0,-0.0,-0.0,1.0,-1.0203814274557226,-0.49895447560023176,0.0
2019-09-17,-0.0,-0.030086067107396783,-0.0,1.0,-0.9928651615317451,-0.4717475364849694,0.0
2019-09-18,-0.0,-0.026994660945062622,-0.0,1.0,-0.9899955092061274,-0.47789531460505963,0.0
2019-09-19,-0.0,-0.02782005539060356,-0.0,1.0,-0.9885476184535543,-0.4786796077746451,0.0
2019-09-20,-0.0,-0.036878901373283396,-0.0,1.0,-0.9866167290886392,-0.47335830212234703,0.0
2019-09-23,-0.0,-0.03856336480343674,-0.0,1.0,-0.98344073130526,-0.47562315799990007,0.0
2019-09-24,-0.0,-0.03873547419717606,-0.0,1.0,-0.9838310633512432,-0.47649631388229413,0.0
2019-09-25,-0.0,-0.04019509754877439,-0.0,1.0,-0.9793146573286643,-0.4817408704352176,0.0
2019-09-26,-0.0,-0.016935443101966534,-0.0,1.0,-1.0415044739901926,-0.4692128810474697,0.0
