Date,ARKK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4086162251372962,-0.6350340039268133,-0.3081125686480949,-0.27504766240787637,-0.2187064280226503,0.0
2018-09-25,1.0,-0.4101214690069126,-0.6336016840667937,-0.31055670924245443,-0.2738030893522601,-0.21662447017324266,0.0
2018-09-26,1.0,-0.41124075128059195,-0.6350313033579965,-0.31280591918042117,-0.2733921457029027,-0.21328969834945932,0.0
2018-09-27,1.0,-0.4132252559726962,-0.629835039817975,-0.3142491467576792,-0.27357792946530146,-0.21325369738339023,0.0
2018-09-28,1.0,-0.41437391527015105,-0.6290721825475858,-0.3141093123168407,-0.27402054229379463,-0.21364554585028595,0.0
2018-10-01,1.0,-0.41909685527405677,-0.628973751106795,-0.3127302847676445,-0.2791979663534318,-0.21624632258433066,0.0
2018-10-02,1.0,-0.4196607071457131,-0.6221511395441823,-0.31495973039355685,-0.2809447649511624,-0.21828411492545838,0.0
2018-10-03,1.0,-0.42207363618101984,-0.63758716675754,-0.316469136511034,-0.2799093178752834,-0.21364823370734928,0.0
2018-10-04,1.0,-0.42373562064316245,-0.6341260506612353,-0.31670443787830976,-0.28236610344530827,-0.2117387188387504,0.0
2018-10-05,1.0,-0.428476992498491,-0.6406748483890438,-0.3185123444370994,-0.27948150490041096,-0.20696691863305838,0.0
2018-10-08,1.0,-0.42907271053842616,-0.6420271514035896,-0.31902899217671427,-0.27899217671422,-0.20708697653014266,0.0
2018-10-09,1.0,-0.43291365351926014,-0.6433201763231438,-0.3262266270995995,-0.27629721397908324,-0.2023394508628886,0.0
2018-10-10,1.0,-0.4343492539033243,-0.6421616638820072,-0.32793685544736995,-0.27691997464999707,-0.19934320447081869,0.0
2018-10-11,1.0,-0.426473104785808,-0.6445439507158748,-0.3170098682334151,-0.2685813701443158,-0.19548228851748334,0.0
2018-10-12,1.0,-0.43571044970180056,-0.6423867265892196,-0.31920065575623957,-0.25252268294751123,-0.17671500042398036,0.0
2018-10-15,1.0,-0.4431412544620092,-0.634823502748031,-0.32701569494022326,-0.2530454983285172,-0.17496742025043913,0.0
2018-10-16,1.0,-0.4434748115827053,-0.6336204454014847,-0.3279594265314218,-0.25313084376947925,-0.17512891709639034,0.0
2018-10-17,1.0,-0.44310784036229833,-0.6326068497028021,-0.3275686385508067,-0.25244834418341355,-0.1747240305689216,0.0
2018-10-18,1.0,-0.4435102618542109,-0.6333757961783439,-0.3272186836518047,-0.25205944798301483,-0.17469214437367303,0.0
2018-10-19,1.0,-0.4434527172070952,-0.6341373856061461,-0.3264885323692238,-0.2496328098519941,-0.1708564004067337,0.0
2018-10-22,1.0,-0.44215109703686944,-0.6381192038000453,-0.330496494005881,-0.2473705044107668,-0.16924903867903188,0.0
2018-10-23,1.0,-0.44296819787985864,-0.63773851590106,-0.33249469964664313,-0.24551236749116606,-0.16814134275618373,0.0
2018-10-24,1.0,-0.44660386432430904,-0.6348411553367845,-0.3239978500099013,-0.24973832357350984,-0.17378143653285805,0.0
2018-10-25,1.0,-0.4425539083557952,-0.6283131176999102,-0.32437668463611863,-0.24761343216531898,-0.16486972147349507,0.0
2018-10-26,1.0,-0.443881571541146,-0.6295733423392997,-0.3261004165259484,-0.2476922210964764,-0.16711696498930542,0.0
2018-10-29,1.0,-0.4344227801935755,-0.6398372843316034,-0.3180530228643569,-0.24132416888764202,-0.17177724786085005,0.0
2018-10-30,1.0,-0.43102384291725104,-0.6403085553997195,-0.31576437587657785,-0.24213183730715288,-0.17579242636746145,0.0
2018-10-31,1.0,-0.43177046885934217,-0.6357172848145556,-0.3164730580825752,-0.24103568929321204,-0.17416375087473757,0.0
2018-11-01,1.0,-0.4349312190065278,-0.6322528226823186,-0.3195864735382288,-0.24088756899111868,-0.1740117109797439,0.0
2018-11-02,1.0,-0.4309179836589296,-0.6545192389245427,-0.32099742727092817,-0.23965960815357212,-0.18110881795821437,0.0
2018-11-05,1.0,-0.42470254957507086,-0.676685552407932,-0.31949008498583575,-0.24439093484419264,-0.16759206798866855,0.0
2018-11-06,1.0,-0.4350317748524739,-0.6854573309123921,-0.313578075351793,-0.24182932364956874,-0.16114389468906037,0.0
2018-11-07,1.0,-0.4329864753749752,-0.6851342538773427,-0.31690719895659075,-0.23995576852193143,-0.16036746151010803,0.0
2018-11-08,1.0,-0.42512418153081954,-0.6879374576653872,-0.30898622713930907,-0.23673515466245199,-0.16346805147888913,0.0
2018-11-09,1.0,-0.42723469214677445,-0.6894329168315713,-0.30725956917510033,-0.23743427376038898,-0.16557358511901396,0.0
2018-11-12,1.0,-0.4273781640658069,-0.68484916894771,-0.3073905804667438,-0.23845133617405537,-0.16386827327369696,0.0
2018-11-13,1.0,-0.42746500690004785,-0.6880333455374996,-0.30613681809220716,-0.23547469513053765,-0.15923620694510943,0.0
2018-11-14,1.0,-0.4290262594387467,-0.6873661670235546,-0.3058999211089823,-0.23622224726698973,-0.159049926744055,0.0
2018-11-15,1.0,-0.42928354173707334,-0.6879013180128422,-0.30576208178438663,-0.23605947955390336,-0.15726033569899742,0.0
2018-11-16,1.0,-0.4298888826216933,-0.6901968526143607,-0.3063624569913701,-0.2370692086412093,-0.15672062722093744,0.0
2018-11-19,1.0,-0.43001353485224453,-0.6890085720730882,-0.3092713737875028,-0.23547823144597338,-0.15598917211820437,0.0
2018-11-20,1.0,-0.435449257355848,-0.6927486304851188,-0.31309651550234374,-0.23273281752979044,-0.1497148020556842,0.0
2018-11-21,1.0,-0.4383288379411104,-0.6906889188581703,-0.31765565295572035,-0.2281692515171949,-0.1347774780849629,0.0
2018-11-23,1.0,-0.43874507597073725,-0.6967360720315138,-0.3155036578503095,-0.22734946539110862,-0.13539673607203154,0.0
2018-11-26,1.0,-0.43863399814340776,-0.6992601760949676,-0.3148330473431039,-0.22619482967172072,-0.13409659906045177,0.0
2018-11-27,1.0,-0.43881453154875716,-0.7000618603081767,-0.3144471937914745,-0.22545270498256664,-0.13308401754583285,0.0
2018-11-28,1.0,-0.4380574547705467,-0.7064517036661884,-0.3127092653555049,-0.2239104133254551,-0.13252300160378155,0.0
2018-11-29,1.0,-0.4320392431674842,-0.7032936229852839,-0.30752627890679746,-0.22483531885073582,-0.13541695865451997,0.0
2018-11-30,1.0,-0.43231502242152464,-0.7035594170403586,-0.30731502242152464,-0.22488789237668164,-0.13464125560538115,0.0
2018-12-03,1.0,-0.4322620415254,-0.7038863515368882,-0.3058645521028888,-0.22522345820841155,-0.1347474011600213,0.0
2018-12-04,1.0,-0.43316796995431484,-0.7044479946186832,-0.30541775273970684,-0.2253146108355055,-0.1343927800667059,0.0
2018-12-06,1.0,-0.42960949633902823,-0.6897326381184824,-0.31961393388063014,-0.21608054138007543,-0.11839915686709562,0.0
2018-12-07,1.0,-0.43147911929454824,-0.6892851200709889,-0.3213632078087738,-0.21515722921634964,-0.11571737563085797,0.0
2018-12-10,1.0,-0.426973738712617,-0.6925965813381934,-0.3209620854389308,-0.2128241239333941,-0.10805511832767238,0.0
2018-12-11,1.0,-0.4304293800911224,-0.690238851304708,-0.323760872566616,-0.21375120806295733,-0.10313406047218003,0.0
2018-12-12,1.0,-0.42999171499585753,-0.6904170118751727,-0.32336371168185585,-0.21383595691797846,-0.10408726871030104,0.0
2018-12-13,1.0,-0.43064079172886605,-0.6922651628241278,-0.3221927351136175,-0.21349588101951675,-0.10576657267650799,0.0
2018-12-14,1.0,-0.43024349750968455,-0.6978970669618152,-0.319120088544549,-0.21245157719977864,-0.10730492529053681,0.0
2018-12-17,1.0,-0.4268120944360072,-0.6992130332735054,-0.31594643103686315,-0.20698605550186386,-0.11232914538174789,0.0
2018-12-18,1.0,-0.42860303675636807,-0.7032663108111845,-0.3164532455679398,-0.20695854191442872,-0.11046270431728297,0.0
2018-12-19,1.0,-0.4269908444665726,-0.7036483832600338,-0.31659889912317096,-0.20783890686803308,-0.11091748955826625,0.0
2018-12-20,1.0,-0.4213950923628343,-0.6951475048249242,-0.32555831265508683,-0.2080783016266887,-0.10692031982354563,0.0
2018-12-21,1.0,-0.4223959340386156,-0.6976769880949093,-0.3251111786316051,-0.20741375024169267,-0.10957655442919094,0.0
2018-12-24,1.0,-0.43004520369394605,-0.7079508583155384,-0.32008652486203165,-0.21115394215036468,-0.10396849607587565,0.0
2018-12-26,1.0,-0.4350942980037498,-0.7160306606374764,-0.31661519797066284,-0.19526855630307707,-0.09424285871842948,0.0
2018-12-27,1.0,-0.4169720661291636,-0.7023644705051987,-0.3179412004234873,-0.175122838450471,-0.10228845997231045,0.0
