Date,IWF,IWM,MTUM,SPY,VLUE,VTR,VXX
2018-09-24,-0.3606491685033059,-0.8002738262205303,-0.0,-0.6480331262939959,-0.5303880317905563,1.0,0.0
2018-09-25,-0.3585751356451993,-0.8123883665284939,-0.0,-0.6573989822397466,-0.5417382805917837,1.0,0.0
2018-09-26,-0.35788692984526177,-0.8121228466439673,-0.0,-0.6577554529211476,-0.5434379530054276,1.0,0.0
2018-09-27,-0.3580771305285868,-0.8118257820927723,-0.0,-0.6576995685005393,-0.5434533441208198,1.0,0.0
2018-09-28,-0.35874439461883406,-0.8115243265113455,-0.0,-0.6577767288175596,-0.5436123942142351,1.0,0.0
2018-10-01,-0.36000000000000004,-0.8231239388794567,-0.0,-0.6625466893039049,-0.5499151103565366,1.0,0.0
2018-10-02,-0.3602431734818639,-0.8240048906398588,-0.0,-0.6622062219807091,-0.5497894307838609,1.0,0.0
2018-10-03,-0.3598533704432829,-0.8203109089674836,-0.0,-0.6627180775235898,-0.5512864028239767,1.0,0.0
2018-10-04,-0.368966104581843,-0.8140350877192983,-0.0,-0.6754896951115653,-0.5481178674842446,1.0,0.0
2018-10-05,-0.3493387589013225,-0.8037300779925399,-0.0,-0.6819260766361479,-0.5559850796880298,1.0,0.0
2018-10-08,-0.34560964051181364,-0.7994380881456908,-0.0,-0.6852278112517771,-0.5547017805158756,1.0,0.0
2018-10-09,-0.338728323699422,-0.8034002040122408,-0.0,-0.6928595715742946,-0.5652499149948997,1.0,0.0
2018-10-10,-0.3427170916022739,-0.8031793580011574,-0.0,-0.6962249378765701,-0.5619362085985635,1.0,0.0
2018-10-11,-0.2519246084417308,-0.8022630740642421,-0.0,-0.6785240244226174,-0.5855787098486859,1.0,0.0
2018-10-12,-0.24855207617551783,-0.7920879552370669,-0.0,-0.6638853440659664,-0.567618860639377,1.0,0.0
2018-10-15,-0.22357816425751295,-0.8134564557705485,-0.0,-0.6587920514242829,-0.567135445557477,1.0,0.0
2018-10-16,-0.21728612990748913,-0.8268118073943316,-0.0,-0.6582981922787747,-0.5665391781896636,1.0,0.0
2018-10-17,-0.1995578198596559,-0.790861610432888,-0.0,-0.6480502419173957,-0.5657342433272454,1.0,0.0
2018-10-18,-0.1987438313144908,-0.7893994744600398,-0.0,-0.6501634301095942,-0.566173171825931,1.0,0.0
2018-10-19,-0.17954256670902158,-0.7763659466327827,-0.0,-0.654574332909784,-0.5661372299872934,1.0,0.0
2018-10-22,-0.17979887983706722,-0.7654340631364561,-0.0,-0.6630282586558045,-0.5740198574338086,1.0,0.0
2018-10-23,-0.17509540454734954,-0.7730814867075009,-0.0,-0.6752717827021134,-0.5834589359586955,1.0,0.0
2018-10-24,-0.17439762917149854,-0.7704870506378044,-0.0,-0.6828694755830435,-0.5935124339646952,1.0,0.0
2018-10-25,-0.1300539511266265,-0.7350047603935259,-0.0,-0.7321167883211679,-0.5764201840685498,1.0,0.0
2018-10-26,-0.11031024757129428,-0.719711689125666,-0.0,-0.7376997806330304,-0.5660607959887183,1.0,0.0
2018-10-29,-0.08853388141504732,-0.7269867962132536,-0.0,-0.7285749875435974,-0.5700361235675137,1.0,0.0
2018-10-30,-0.07445614909929565,-0.7286043757401982,-0.0,-0.7305055164246089,-0.5829956990587796,1.0,0.0
2018-10-31,-0.0754599894504949,-0.7207794222594558,-0.0,-0.7271711812342921,-0.5793850259083434,1.0,0.0
2018-11-01,-0.047908106088905486,-0.7486925663055659,-0.0,-0.731478022662184,-0.5848586726435063,1.0,0.0
2018-11-02,-0.05437235325028593,-0.7168248276714784,-0.0,-0.7407189885938611,-0.5791783870668603,1.0,0.0
2018-11-05,-0.06100787499610919,-0.7091231674292651,-0.0,-0.7460391570952781,-0.5964453574874716,1.0,0.0
2018-11-06,-0.05449282657941102,-0.7115529826327712,-0.0,-0.7634029700478228,-0.6167883211678832,1.0,0.0
2018-11-07,-0.05413902600056591,-0.7111642091363536,-0.0,-0.7624107900776558,-0.6162479957242116,1.0,0.0
2018-11-08,-0.030241810157269844,-0.7082426804251879,-0.0,-0.7517871573320072,-0.617796978927084,1.0,0.0
2018-11-09,-0.030237111159451817,-0.70800832841294,-0.0,-0.7518257248516113,-0.6175456042760806,1.0,0.0
2018-11-12,-0.02997891865079365,-0.6883370535714286,-0.0,-0.7651289682539681,-0.6167534722222222,1.0,0.0
2018-11-13,-0.0,-0.6840747904577692,-0.0,-0.772005772005772,-0.6141352737097419,1.0,0.0
2018-11-14,-0.0008601093567610739,-0.6837562204337408,-0.0,-0.7729925661977022,-0.6141795171100326,1.0,0.0
2018-11-15,-0.0,-0.683752299202943,-0.0,-0.7750766400980994,-0.6067443286327407,1.0,0.0
2018-11-16,-0.0,-0.672751177154039,-0.0,-0.7724270776004403,-0.6123952791536721,1.0,0.0
2018-11-19,-0.0,-0.6750727746284665,-0.0,-0.7750574536540524,-0.6140340125631991,1.0,0.0
2018-11-20,-0.0,-0.6547760602457392,-0.0,-0.7648099027409373,-0.6293179670111894,1.0,0.0
2018-11-21,-0.0,-0.6528130671506353,-0.0,-0.7713853599516032,-0.6006049606775559,1.0,0.0
2018-11-23,-0.0,-0.6361567175503019,-0.0,-0.7892021486449576,-0.6094503960426086,1.0,0.0
2018-11-26,-0.0,-0.639386034095735,-0.0,-0.7868713219680884,-0.6071406904082994,1.0,0.0
2018-11-27,-0.0,-0.6398322977619594,-0.0,-0.7776738855040116,-0.5986909573505459,1.0,0.0
2018-11-28,-0.0,-0.6341765274088385,-0.0,-0.7824800772760203,-0.6019681236416323,1.0,0.0
2018-11-29,-0.0,-0.6135300253315452,-0.0,-0.7665921621218894,-0.6000596036358218,1.0,0.0
2018-11-30,-0.0,-0.6145178118944701,-0.0,-0.7688776270681174,-0.5976449545386793,1.0,0.0
