Date,IWF,IWM,MTUM,SPY,TOKE,VLUE,VXX
2020-08-13,-0.23093995702783743,-0.4465799353056454,-0.23603994994451397,-0.44457299364861996,1.0,-0.0029513847897433476,0.0
2020-08-14,-0.23147754639467347,-0.44642772819568394,-0.23683713462718986,-0.4437833498606979,1.0,-0.00252632573074562,0.0
2020-08-17,-0.23381592310054086,-0.44963510545334306,-0.23610684679152594,-0.4422191256701542,1.0,-0.0,0.0
2020-08-18,-0.2339958455292229,-0.4500283259371164,-0.23418468510999907,-0.4422859031252951,1.0,-0.0,0.0
2020-08-19,-0.2332382142772917,-0.44746833950428033,-0.23576162064004905,-0.441879112326958,1.0,-0.0,0.0
2020-08-20,-0.23288252203006454,-0.45040290278497713,-0.23464963950803447,-0.4381980114037981,1.0,-0.0,0.0
2020-08-21,-0.21268360923292143,-0.46003730473303805,-0.20020983912333878,-0.4305199347167172,1.0,-0.02809512706924691,0.0
2020-08-24,-0.21333054257075748,-0.45601060489778833,-0.2172143538221819,-0.4273587757854834,1.0,-0.011721202818670203,0.0
2020-08-25,-0.20774142797649345,-0.47265281569571055,-0.20875942806903894,-0.41613067419369765,1.0,-0.00835222803202073,0.0
2020-08-26,-0.2075611392610074,-0.4727100252192221,-0.20899562712570277,-0.41623284977210157,1.0,-0.00819046296938988,0.0
2020-08-27,-0.20524088165228857,-0.473945925943058,-0.20859449082961354,-0.4153849712052178,1.0,-0.009644517427203554,0.0
2020-08-28,-0.20545854053428936,-0.4731351913958598,-0.2088585636636984,-0.4154735746501677,1.0,-0.00999190470683474,0.0
2020-08-31,-0.2051151487096401,-0.4732322647841685,-0.20847124175442658,-0.4160166647378776,1.0,-0.011711607452841107,0.0
2020-09-01,-0.20677911125527082,-0.47145637366201754,-0.21722811732542513,-0.41274732403503084,1.0,-0.008665029424030397,0.0
2020-09-02,-0.20138502871965908,-0.4676903835464147,-0.21748193440800445,-0.4124050398369465,1.0,-0.017162312395775432,0.0
2020-09-03,-0.20393746381007527,-0.4689982628836132,-0.2184829183555298,-0.4107701215981471,1.0,-0.01396641574985524,0.0
2020-09-04,-0.18101352900710846,-0.47223113964687,-0.20369181380417337,-0.41052510891997246,1.0,-0.025567530382939695,0.0
2020-09-08,-0.17826226354600835,-0.4688315852150415,-0.20443823569825495,-0.4095406036733385,1.0,-0.02901571016351395,0.0
2020-09-09,-0.1780793701652401,-0.4700645397537419,-0.20110312628736213,-0.4083169313864604,1.0,-0.031102668558612167,0.0
2020-09-10,-0.1759945130315501,-0.4713763145861911,-0.19727937814357568,-0.4079789666209419,1.0,-0.0336076817558299,0.0
2020-09-11,-0.1719156511022867,-0.4718608790907846,-0.19569583276279157,-0.407321192204117,1.0,-0.03539641243324661,0.0
2020-09-14,-0.17421547162926473,-0.47089947089947093,-0.1956759715380405,-0.40501277139208175,1.0,-0.034802043422733075,0.0
2020-09-15,-0.17541181563418468,-0.46679273655191267,-0.19382105670866465,-0.4056868150645918,1.0,-0.0366589961495523,0.0
2020-09-16,-0.1766288854933978,-0.46048940682797784,-0.19266117813405095,-0.40703322766767774,1.0,-0.043718214782549204,0.0
2020-09-17,-0.1714227198252321,-0.46359002366648466,-0.1896277079919898,-0.40433278718368837,1.0,-0.04662752594210814,0.0
2020-09-18,-0.1711664541977782,-0.46207430340557276,-0.19131305773083226,-0.40484429065743943,1.0,-0.04707703514842469,0.0
2020-09-21,-0.17185579680458826,-0.4616960262187628,-0.18963084346124084,-0.4052528562975101,1.0,-0.04752150757886112,0.0
2020-09-22,-0.17282853823549513,-0.4601471559716623,-0.1917127952800747,-0.40429166951411194,1.0,-0.04895327911797535,0.0
2020-09-23,-0.17836123910762353,-0.4589625439116748,-0.19063369679273692,-0.4068616268990374,1.0,-0.04630685706464711,0.0
2020-09-24,-0.17352001631210495,-0.45438274541788437,-0.18133623326310067,-0.40198010829425224,1.0,-0.054351027436054286,0.0
2020-09-25,-0.17293965693050237,-0.4557340644898144,-0.18039473386055155,-0.4005574312841314,1.0,-0.05637760304547824,0.0
2020-09-28,-0.1711240836274776,-0.4531631821884334,-0.17598877726491086,-0.4003982260838085,1.0,-0.061973934292696174,0.0
2020-09-29,-0.16592736033865485,-0.4504514647272072,-0.18137398392290197,-0.39677107023034835,1.0,-0.05719303776091508,0.0
2020-09-30,-0.16578117964880684,-0.45126069338135977,-0.18151733453399369,-0.39626294461954076,1.0,-0.05639351643403872,0.0
2020-10-01,-0.16522852905487392,-0.4446317019459799,-0.18104804278459394,-0.3950159543391308,1.0,-0.06114331940137522,0.0
2020-10-02,-0.15991021324354657,-0.43784511784511787,-0.1790796857463524,-0.39845117845117844,1.0,-0.06938271604938272,0.0
2020-10-05,-0.15417909443609698,-0.44212957771747663,-0.17360005382252028,-0.3990939875759683,1.0,-0.07362472247763001,0.0
2020-10-06,-0.15620863712843522,-0.44273696017947284,-0.1767134043746495,-0.39856421761076843,1.0,-0.06918676388109928,0.0
2020-10-07,-0.15518633122561548,-0.4436073366518678,-0.1771379882505942,-0.3969460513924391,1.0,-0.06937530830978968,0.0
2020-10-08,-0.15330003807305545,-0.4442677655595619,-0.1730756310049047,-0.39804259703030165,1.0,-0.07088307092786275,0.0
2020-10-09,-0.14978775015160703,-0.44332142937358215,-0.17200098825326235,-0.4021966174786066,1.0,-0.07872335646744379,0.0
2020-10-12,-0.1554406474820144,-0.44482913669064755,-0.17088579136690646,-0.40247302158273385,1.0,-0.0745953237410072,0.0
2020-10-13,-0.1545881770962157,-0.44503406561284375,-0.1728014750522789,-0.4038405324578958,1.0,-0.07229105299844849,0.0
2020-10-14,-0.15446715689581508,-0.4443994692932155,-0.17295194405091188,-0.40524860014841807,1.0,-0.07166790348332547,0.0
2020-10-15,-0.15507973279953216,-0.44472683925237844,-0.17293808056498955,-0.40532151773464387,1.0,-0.07109601673376667,0.0
2020-10-16,-0.16023979626332513,-0.4389128034076311,-0.1775709359716932,-0.4087579725496383,1.0,-0.0682202339365802,0.0
2020-10-19,-0.16004867715328797,-0.4385450939739487,-0.17634200207328615,-0.4090007662144499,1.0,-0.06963537206472259,0.0
2020-10-20,-0.15847314491611306,-0.4385992568404459,-0.17757009345794394,-0.40531471681116993,1.0,-0.07204143677513793,0.0
2020-10-21,-0.15826106543529678,-0.43914855276495096,-0.17952472125239327,-0.4041446108796035,1.0,-0.07144948755490482,0.0
2020-10-22,-0.15856541414323347,-0.4365895940743409,-0.17668910552266023,-0.4054303532431276,1.0,-0.07413828038813967,0.0
2020-10-23,-0.15972768328577527,-0.4358640213898937,-0.17323117711820613,-0.4052396252274923,1.0,-0.07277506909025547,0.0
2020-10-26,-0.15868740601081857,-0.4346508652615985,-0.17390523645994657,-0.402531816039324,1.0,-0.07474244158642517,0.0
2020-10-27,-0.15807652626384966,-0.4353160184811376,-0.17104023684564662,-0.4043870273179922,1.0,-0.07403669313237339,0.0
2020-10-28,-0.1599462064328141,-0.4350106466435056,-0.17673428219208787,-0.404258657402219,1.0,-0.06544884007620756,0.0
2020-10-29,-0.15647305496074235,-0.43656316916488225,-0.17019093504639546,-0.40375178443968596,1.0,-0.06357066381156318,0.0
