Date,IWF,IWM,MTUM,SPY,TOKE,VLUE,VXX
2020-03-23,-0.2780438252793499,-0.5081023557296958,-0.24444928167174573,-0.3875586513810284,1.0,-0.00043535045711798,0.0
2020-03-24,-0.29033192516596257,-0.5163789981894991,-0.22018105009052505,-0.3785636692818346,1.0,-0.008545564272782137,0.0
2020-03-25,-0.29162013772566536,-0.5080727712637261,-0.15666294435138656,-0.37011446119486324,1.0,-0.0,0.0
2020-03-26,-0.2760736196319018,-0.5127692966186331,-0.19900603985352167,-0.390046131164693,1.0,-0.0,0.0
2020-03-27,-0.27707965024607006,-0.5166276458502556,-0.20268526924363323,-0.3926609011419561,1.0,-0.0,0.0
2020-03-30,-0.2622576424408231,-0.5098370405614369,-0.21665278934221482,-0.3902224336862139,1.0,-0.0,0.0
2020-03-31,-0.2563610063787911,-0.5152593014156649,-0.21446017405325937,-0.385193616466292,1.0,-0.0,0.0
2020-04-01,-0.2561842073996626,-0.5093030439845068,-0.22522158591355182,-0.38554760829788753,1.0,-0.0,0.0
2020-04-02,-0.25800203151205914,-0.49585429806533915,-0.22041905841778284,-0.38792431436468006,1.0,-0.0,0.0
2020-04-03,-0.25606189263138035,-0.5020756675158033,-0.2219784885366544,-0.37859703745636386,1.0,-0.0,0.0
2020-04-06,-0.258619470694978,-0.49343671199302436,-0.22169066528409492,-0.38290952796172795,1.0,-0.0,0.0
2020-04-07,-0.24367081277650385,-0.4745095314201005,-0.21309614805549765,-0.3849628239872142,1.0,-0.0,0.0
2020-04-08,-0.24339421472278883,-0.47777211199703323,-0.20834878546263674,-0.38830428333024297,1.0,-0.0,0.0
2020-04-09,-0.24696374971138305,-0.46130223966751327,-0.21473100900484876,-0.38593858231355344,1.0,-0.0,0.0
2020-04-13,-0.24720605892675718,-0.4609310058187863,-0.21497182968504663,-0.3859102244389027,1.0,-0.0,0.0
2020-04-14,-0.2537209947305168,-0.44390773782009796,-0.2292918554127762,-0.3842562632892669,1.0,-0.0,0.0
2020-04-15,-0.2513738166705149,-0.4457169244978065,-0.2272685292080351,-0.3845763103209421,1.0,-0.0,0.0
2020-04-16,-0.2552563629656953,-0.43616285503504243,-0.2303808557727776,-0.3836453338251568,1.0,-0.0,0.0
2020-04-17,-0.25121619440665854,-0.44504645747354343,-0.2229267055541466,-0.3864155119544417,1.0,-0.0,0.0
2020-04-20,-0.2548988003407861,-0.4373344999884869,-0.2262082939970987,-0.38416726150728775,1.0,-0.0,0.0
2020-04-21,-0.25368052999631946,-0.43908722856091276,-0.2264906146485094,-0.38109587780640414,1.0,-0.0,0.0
2020-04-22,-0.24529642276050143,-0.44762472213946886,-0.21738432981185693,-0.3813277723033206,1.0,-0.0,0.0
2020-04-23,-0.23933481254431915,-0.45426264382276915,-0.21348674428711942,-0.38035546812452825,1.0,-0.0,0.0
2020-04-24,-0.23800041200302136,-0.4595435922085651,-0.21167799674975396,-0.37968367323582597,1.0,-0.0,0.0
2020-04-27,-0.23861553967381344,-0.46062396921385373,-0.21160894264247757,-0.3797874289902877,1.0,-0.0,0.0
2020-04-28,-0.2312573280915925,-0.4811596202036922,-0.2093477711106513,-0.37726739775156903,1.0,-0.0,0.0
2020-04-29,-0.2318250793212857,-0.4803421161539523,-0.2097300777118683,-0.37727042810502603,1.0,-0.0,0.0
2020-04-30,-0.2310143997065028,-0.4595982757039347,-0.21636246904521692,-0.3859717508942493,1.0,-0.0,0.0
2020-05-01,-0.23871633237822348,-0.4482750716332378,-0.21611461318051575,-0.389134670487106,1.0,-0.0,0.0
2020-05-04,-0.23733357776301015,-0.4495749215151585,-0.21464744838332686,-0.3899493572263342,1.0,-0.0,0.0
2020-05-05,-0.2385190622562738,-0.4490984997935496,-0.21959443960178004,-0.3867045923750975,1.0,-0.0,0.0
2020-05-06,-0.23841089983255728,-0.44915934582654765,-0.21937289263022686,-0.3867926692203592,1.0,-0.0,0.0
2020-05-07,-0.23780795522319584,-0.44944258384181307,-0.21904390512455843,-0.3875992109005827,1.0,-0.0,0.0
2020-05-08,-0.23737987660833465,-0.4492098805073278,-0.21955918442237563,-0.3873535010664893,1.0,-0.0,0.0
2020-05-11,-0.24071867265560543,-0.4389724081034008,-0.22298102484187365,-0.38901365844715374,1.0,-0.0,0.0
2020-05-12,-0.23980199834998622,-0.44126409386744886,-0.21881015675130625,-0.39180951507929235,1.0,-0.0,0.0
2020-05-13,-0.2397254004576659,-0.4286270022883295,-0.22270022883295196,-0.3972768878718535,1.0,-0.0,0.0
2020-05-14,-0.23929424738099614,-0.441991361882007,-0.21418397353427676,-0.4018792501378423,1.0,-0.0,0.0
2020-05-15,-0.2399889660245506,-0.4406693945105972,-0.21385223667877337,-0.40421130062985605,1.0,-0.0,0.0
2020-05-18,-0.23998336337169,-0.45071398863163736,-0.2233698414899025,-0.39655252091131754,1.0,-0.0,0.0
2020-05-19,-0.2384125882216823,-0.46060395695938916,-0.21566585676269817,-0.3993057965984033,1.0,-0.0,0.0
2020-05-20,-0.23846207231591368,-0.45978208064404197,-0.21590672496356444,-0.39921808129178527,1.0,-0.0,0.0
2020-05-21,-0.23752282761968607,-0.4534547724173005,-0.22101759171501886,-0.3996624979772995,1.0,-0.0,0.0
2020-05-22,-0.2407911576497964,-0.46808609656777195,-0.21675392670157068,-0.4013030831878999,1.0,-0.0,0.0
2020-05-26,-0.24556143720429102,-0.47083899376961635,-0.22370824940272638,-0.4021173935447604,1.0,-0.0,0.0
2020-05-27,-0.24028077753779697,-0.48621936332049953,-0.20821203868907878,-0.4129495727298338,1.0,-0.0,0.0
2020-05-28,-0.2499060503570086,-0.4716976700488538,-0.2149332957534761,-0.41220405862457715,1.0,-0.0,0.0
2020-05-29,-0.25391901102258574,-0.46252555876753865,-0.21803097605114105,-0.4157559519612682,1.0,-0.0,0.0
2020-06-01,-0.2549356425159423,-0.47208038214462195,-0.20547332752900202,-0.420617925971245,1.0,-0.0,0.0
2020-06-02,-0.255165921393269,-0.4725582489997646,-0.20562485290656626,-0.42014591668627915,1.0,-0.0,0.0
2020-06-03,-0.25500670698703315,-0.4721954204221872,-0.2072105993928412,-0.41893959005012593,1.0,-0.0,0.0
2020-06-04,-0.2549711730791858,-0.47200847158489234,-0.20741263678079774,-0.41882574420520063,1.0,-0.0,0.0
2020-06-05,-0.2511942019436666,-0.4739628679671506,-0.2047673953455538,-0.4231828129044403,1.0,-0.0,0.0
2020-06-08,-0.250164504606129,-0.46296296296296297,-0.21829761233314532,-0.4186407219402143,1.0,-0.0,0.0
2020-06-09,-0.24833771089183881,-0.4719481318473297,-0.21861763801140532,-0.4273443600482715,1.0,-0.0,0.0
2020-06-10,-0.25151472119662976,-0.46729148916027646,-0.22282968853545393,-0.42511597084161695,1.0,-0.0,0.0
2020-06-11,-0.24965680473372784,-0.47214201183431953,-0.21810650887573965,-0.4269585798816568,1.0,-0.0,0.0
2020-06-12,-0.25433964051436286,-0.4676391881971251,-0.22416937030809672,-0.42202855992611366,1.0,-0.0,0.0
2020-06-15,-0.2543267751023984,-0.4654923408386012,-0.22582096266306792,-0.4219523166891587,1.0,-0.0,0.0
2020-06-16,-0.2538957040685833,-0.46663193293231653,-0.22666129872590346,-0.4210439065978307,1.0,-0.0,0.0
2020-06-17,-0.25260244156335765,-0.4637314280306615,-0.22764266111479134,-0.4219030945396044,1.0,-0.0,0.0
2020-06-18,-0.25312891854165187,-0.4625831026569191,-0.22833416140251261,-0.4218657581564814,1.0,-0.0,0.0
2020-06-19,-0.2536144435768202,-0.46245947800572634,-0.22829559168027258,-0.42187832753602617,1.0,-0.0,0.0
2020-06-22,-0.2537564184472682,-0.46248314048413436,-0.22777501715529685,-0.42223326471214595,1.0,-0.0,0.0
2020-06-23,-0.252531465884357,-0.46190971893631116,-0.22773729535345888,-0.4236538279549541,1.0,-0.0,0.0
2020-06-24,-0.25265573615350034,-0.46187332907469186,-0.22779000165613839,-0.423616532992642,1.0,-0.0,0.0
2020-06-25,-0.2508211829761089,-0.46094950020086495,-0.2283715764350025,-0.4229505872344448,1.0,-0.0,0.0
2020-06-26,-0.2508390451429922,-0.46121484282675496,-0.2285511699361853,-0.42290238714251954,1.0,-0.0,0.0
2020-06-29,-0.2502954105024342,-0.4615966346835562,-0.22786784515763106,-0.4235477619700335,1.0,-0.0,0.0
2020-06-30,-0.2513940081277762,-0.4587468103203856,-0.22904262357055097,-0.4235421982799357,1.0,-0.0,0.0
2020-07-01,-0.24997048893925444,-0.4589087990178719,-0.22558254833911748,-0.4263994145005548,1.0,-0.0,0.0
2020-07-02,-0.25465075050230473,-0.4532561162983099,-0.22831816570145372,-0.42758539179765986,1.0,-0.0,0.0
2020-07-06,-0.256774651217782,-0.4534641759281154,-0.2266966185859541,-0.4276897611728541,1.0,-0.0,0.0
2020-07-07,-0.2540638881013137,-0.4561241848596541,-0.22495510821283432,-0.4275824591248464,1.0,-0.0,0.0
2020-07-08,-0.2544655514601645,-0.4526746054248181,-0.22887723277573008,-0.4267555051507419,1.0,-0.0,0.0
2020-07-09,-0.252438880359041,-0.4530766505255699,-0.22846344632101098,-0.4281327506791071,1.0,-0.0,0.0
2020-07-10,-0.25000590583732957,-0.4564739788807257,-0.22600458292976777,-0.4298504641988141,1.0,-0.0,0.0
2020-07-13,-0.24857662595383778,-0.45684991377070094,-0.22622788159417892,-0.4307921283280966,1.0,-0.0,0.0
2020-07-14,-0.23891486046182178,-0.45735939934834957,-0.21908202294942625,-0.4456958020493932,1.0,-0.0,0.0
2020-07-15,-0.23992821045671373,-0.4544467009871062,-0.2221461295045577,-0.4449770934680961,1.0,-0.0,0.0
2020-07-16,-0.2401037980655815,-0.45213493748525596,-0.2254069355980184,-0.44142486435480066,1.0,-0.0,0.0
2020-07-17,-0.23982995114618563,-0.4548102217211574,-0.22470405862457724,-0.4293968432919955,1.0,-0.0,0.0
2020-07-20,-0.2468827342368886,-0.45282262816735414,-0.22809664113140835,-0.42929876252209775,1.0,-0.0,0.0
2020-07-21,-0.23629258186783436,-0.46090825623278486,-0.22181415825034725,-0.43520022600466135,1.0,-0.0,0.0
2020-07-22,-0.23334588767007203,-0.46393766771809236,-0.21978720399227908,-0.4368909185066616,1.0,-0.0,0.0
2020-07-23,-0.2340220028740371,-0.4651228533063206,-0.22080614384320008,-0.4358406558458386,1.0,-0.0,0.0
2020-07-24,-0.23448649412429645,-0.4679132421166663,-0.21762475566964182,-0.4349904622848127,1.0,-0.0,0.0
2020-07-27,-0.23737159551408918,-0.4655310526811799,-0.2161200640844407,-0.4370464612194892,1.0,-0.0,0.0
2020-07-28,-0.24084473808400186,-0.4649126946672959,-0.21875884851344973,-0.43508730533270407,1.0,-0.0,0.0
2020-07-29,-0.23885816910061913,-0.4626636419490524,-0.2206153409896498,-0.4409234840966019,1.0,-0.0,0.0
2020-07-30,-0.23615984175948385,-0.4513151388136671,-0.22299667977488405,-0.4442979254479949,1.0,-0.0,0.0
2020-07-31,-0.2372809496890899,-0.45159694742792544,-0.22307801017524026,-0.44342377991332205,1.0,-0.0,0.0
2020-08-03,-0.22887705574666603,-0.45883794354648694,-0.22666226850761037,-0.4418029310588568,1.0,-0.0,0.0
2020-08-04,-0.2284112061450013,-0.4576942107867392,-0.22591362126245848,-0.44416955302655453,1.0,-0.0,0.0
2020-08-05,-0.22837337608752034,-0.4584915002475656,-0.2266286280149954,-0.4442741612241529,1.0,-0.0,0.0
2020-08-06,-0.22870082083215398,-0.45218888574393806,-0.23065855269365035,-0.4471648268704595,1.0,-0.0,0.0
2020-08-07,-0.22830996240157014,-0.4547045330937123,-0.23578235474946202,-0.4438033531178321,1.0,-0.0020809193880205255,0.0
2020-08-10,-0.2363739725702916,-0.44839756496198213,-0.24044816069355948,-0.4435180140701613,1.0,-0.0,0.0
2020-08-11,-0.2320690062625546,-0.4440742053645279,-0.24064752451849225,-0.4444759541533735,1.0,-0.0019614793808342195,0.0
2020-08-12,-0.23230820105820107,-0.4440665154950869,-0.2403155706727135,-0.4449877173091459,1.0,-0.0003779289493575208,0.0
