Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WST
2018-09-24,-0.3082965637117262,-0.8071934750635112,-0.13347372643401526,-0.5440566920711325,-0.5496724160984089,0.0,1.0
2018-09-25,-0.3124498260636875,-0.8053920256890553,-0.13894835429488894,-0.5422799036660422,-0.5458589777896709,0.0,1.0
2018-09-26,-0.31233692379741756,-0.8053790058205661,-0.1385562320198033,-0.5424499899645414,-0.5464307218839901,0.0,1.0
2018-09-27,-0.314093780288092,-0.7997727348684871,-0.1400688479663113,-0.5421944453728151,-0.545971057117075,0.0,1.0
2018-09-28,-0.31353808107475856,-0.8000200514654279,-0.1404605153226615,-0.5419911105169936,-0.5459011462754403,0.0,1.0
2018-10-01,-0.31336698198348767,-0.8005147574957383,-0.14075609185412977,-0.5418992546044055,-0.5460440552194404,0.0,1.0
2018-10-02,-0.3136802700625021,-0.7988234900899094,-0.14158227213476388,-0.5420301480664461,-0.5462749423443297,0.0,1.0
2018-10-03,-0.31385592512117666,-0.7991642988467323,-0.14186862777870632,-0.541902055824837,-0.5460137054989136,0.0,1.0
2018-10-04,-0.3131570137261466,-0.8030465349849346,-0.14198192166052895,-0.5408771342484098,-0.5487780381653833,0.0,1.0
2018-10-05,-0.31756279632805406,-0.8136790073640674,-0.14126231547799187,-0.5419819092773799,-0.5480681932815495,0.0,1.0
2018-10-08,-0.31605660313939027,-0.8114349097509328,-0.1358945917784276,-0.5487210513932305,-0.5491243991798594,0.0,1.0
2018-10-09,-0.3168706293706294,-0.8117939752555138,-0.13764120494889726,-0.5479424421732115,-0.5478079612694998,0.0,1.0
2018-10-10,-0.31664593349695724,-0.8122247251454122,-0.13717513364489123,-0.5480281074538547,-0.5480617288101401,0.0,1.0
2018-10-11,-0.2788244159758855,-0.8099013793781331,-0.09308345073883556,-0.5366141345303235,-0.5579764752137872,0.0,1.0
2018-10-12,-0.2854923286074966,-0.8049459441962842,-0.09108564769858224,-0.518061759564964,-0.5372564251958308,0.0,1.0
2018-10-15,-0.2798228887236999,-0.8129342943020587,-0.08351378429914999,-0.5176949678420218,-0.5380239811253676,0.0,1.0
2018-10-16,-0.27948162750864497,-0.8141421323077918,-0.08253886177810814,-0.5176615066412436,-0.5379245709853602,0.0,1.0
2018-10-17,-0.2696371006351537,-0.7915483067888035,-0.07583543455363698,-0.5138042194631516,-0.540870064792059,0.0,1.0
2018-10-18,-0.26946031340758947,-0.7914658666581559,-0.07579867870934798,-0.5139309992659497,-0.5408674560367663,0.0,1.0
2018-10-19,-0.2615247945683556,-0.7866683587677273,-0.06916463085757796,-0.5148640502554015,-0.5404676544306608,0.0,1.0
2018-10-22,-0.2604183247906784,-0.7970774569418356,-0.07758428575976568,-0.5109993314443985,-0.5375187036388526,0.0,1.0
2018-10-23,-0.26157665255720697,-0.796473695935839,-0.08045574615702875,-0.5082588078036983,-0.5358199929983133,0.0,1.0
2018-10-24,-0.26255526223720616,-0.7940905187494036,-0.07417066887185522,-0.5105435577748799,-0.539200407111733,0.0,1.0
2018-10-25,-0.2333044768736087,-0.7558125154588178,-0.06941009151620084,-0.5199418748454118,-0.5132945832302745,0.0,1.0
2018-10-26,-0.22930747379762956,-0.8182649296372482,-0.0,-0.6422111209063899,-0.5753093675515069,0.0,1.0
2018-10-29,-0.22530753417952817,-0.8200802688680784,-0.0,-0.6425098704604039,-0.575064443501811,0.0,1.0
2018-10-30,-0.21487765089722677,-0.8205546492659054,-0.0,-0.6432952691680262,-0.5839477977161501,0.0,1.0
2018-10-31,-0.21561483409238777,-0.8146389069616135,-0.0,-0.6413142485361093,-0.5815224463240078,0.0,1.0
2018-11-01,-0.20941642838575514,-0.8185599168183,-0.0,-0.6403041330907201,-0.5810046789706265,0.0,1.0
2018-11-02,-0.21965055593374178,-0.7818405783007553,-0.0,-0.6605076339589614,-0.5795973937566857,0.0,1.0
2018-11-05,-0.21396813033459902,-0.8003764644792782,-0.0,-0.6635835523967157,-0.5674552948430857,0.0,1.0
2018-11-06,-0.21207887982846566,-0.7990968454566129,-0.0,-0.6663201325493,-0.5712614924791267,0.0,1.0
2018-11-07,-0.2115703015940006,-0.7989156900301918,-0.0,-0.6651949485439729,-0.5707560951855338,0.0,1.0
2018-11-08,-0.19679633867276888,-0.7971444225996712,-0.0,-0.6580720018048797,-0.5709543300995907,0.0,1.0
2018-11-09,-0.1959766594667784,-0.7973822495889615,-0.0,-0.6595312550372352,-0.5709403913730294,0.0,1.0
2018-11-12,-0.1952808988764045,-0.7824398073836276,-0.0,-0.6647191011235954,-0.567800963081862,0.0,1.0
2018-11-13,-0.18563429851223806,-0.7827227643577027,-0.0,-0.6656854903215486,-0.5654455287154055,0.0,1.0
2018-11-14,-0.186186378323043,-0.7821747336767011,-0.0,-0.6656322978982053,-0.5650852554464314,0.0,1.0
2018-11-15,-0.1853638280201878,-0.7826934134031814,-0.0,-0.6676355970101578,-0.5585830192295407,0.0,1.0
2018-11-16,-0.18481658692185007,-0.7793301435406699,-0.0,-0.666347687400319,-0.5593301435406699,0.0,1.0
2018-11-19,-0.1822623914154318,-0.7813937148696984,-0.0,-0.6690725600408789,-0.5609351047521717,0.0,1.0
2018-11-20,-0.18409010911650825,-0.7855748616044286,-0.0,-0.6713065181914178,-0.558958113340373,0.0,1.0
2018-11-21,-0.1916251309565383,-0.7812628972348329,-0.0,-0.671195910981301,-0.5306200196831646,0.0,1.0
2018-11-23,-0.19308594988899458,-0.7688867745004757,-0.0,-0.6771328893117665,-0.5324452901998097,0.0,1.0
2018-11-26,-0.19221133415786634,-0.7741096628928424,-0.0,-0.6749119969555704,-0.5300478863412933,0.0,1.0
2018-11-27,-0.18328755879660322,-0.7778198693058055,-0.0,-0.6706758847113048,-0.5250812892635035,0.0,1.0
2018-11-28,-0.18208530805687204,-0.78521327014218,-0.0,-0.6682148499210111,-0.524044233807267,0.0,1.0
2018-11-29,-0.16689629258517036,-0.7757076653306614,-0.0,-0.6637650300601203,-0.5248622244488979,0.0,1.0
2018-11-30,-0.16727739672398131,-0.7767233549437814,-0.0,-0.6658523599235805,-0.5220959002787434,0.0,1.0
2018-12-03,-0.16630148992112181,-0.7766683360460749,-0.0,-0.665456366595718,-0.5216601978214599,0.0,1.0
2018-12-04,-0.16114025227925566,-0.7785375296615461,-0.0,-0.6627326089671537,-0.519826401898339,0.0,1.0
2018-12-06,-0.1560853810785299,-0.7239426326847538,-0.0,-0.669528942480436,-0.4954173137236991,0.0,1.0
2018-12-07,-0.1540874756335283,-0.7246284113060429,-0.0,-0.6702911793372319,-0.49677144249512667,0.0,1.0
2018-12-10,-0.13771551073401975,-0.7264108215827773,-0.0,-0.6701893173103053,-0.48509918777740874,0.0,1.0
2018-12-11,-0.1500317479515012,-0.7233997520636167,-0.0,-0.6753242826474767,-0.474828409881172,0.0,1.0
2018-12-12,-0.1485627836611195,-0.7244175491679273,-0.0,-0.6754311649016641,-0.47727685325264746,0.0,1.0
2018-12-13,-0.14866213151927438,-0.7223280423280424,-0.0,-0.6762509448223735,-0.4761904761904762,0.0,1.0
2018-12-14,-0.15082650871838266,-0.716660119065607,-0.0,-0.6784926415037321,-0.4759602308784866,0.0,1.0
2018-12-17,-0.14543754900186961,-0.716331946203486,-0.0,-0.6750497557445269,-0.47868041734515404,0.0,1.0
2018-12-18,-0.1391280866512647,-0.7106423835098563,-0.0,-0.6727474571694321,-0.4778421194755319,0.0,1.0
