Date,INT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.0478348065067222,-1.906335883532645,-0.2624229369382753,-1.6203669315902847,-1.5908044269479313,0.0
2018-09-25,1.0,-1.0529014042648044,-1.903707556282042,-0.2696337023553013,-1.61795081358199,-1.5858533323426705,0.0
2018-09-26,1.0,-1.0538753065319166,-1.9049565282009366,-0.27153154492085907,-1.6176711005424687,-1.583116593594412,0.0
2018-09-27,1.0,-1.0560172132363852,-1.8928624424988871,-0.27407627244398275,-1.615744175693723,-1.580798338032349,0.0
2018-09-28,1.0,-1.0536350148367952,-1.894213649851632,-0.27499999999999997,-1.6150593471810089,-1.5804896142433233,0.0
2018-10-01,1.0,-1.0639868744872847,-1.90126034752778,-0.27623238123648297,-1.6269669624878813,-1.589156536654486,0.0
2018-10-02,1.0,-1.0668407310704962,-1.8833271167474823,-0.2837001118985453,-1.6317791868705707,-1.5943304737038417,0.0
2018-10-03,1.0,-1.0655933214072748,-1.8694841979725698,-0.28205128205128205,-1.6352862254025045,-1.6012969588550983,0.0
2018-10-04,1.0,-1.0657179047760972,-1.8673720289099174,-0.28328738544072724,-1.6346024886372104,-1.5999552939423292,0.0
2018-10-05,1.0,-1.0402709542950723,-1.8593121929432785,-0.24966502903081736,-1.6619770730981094,-1.632574065803186,0.0
2018-10-08,1.0,-1.0349354695149087,-1.850689808633734,-0.2443999406616229,-1.6596944073579587,-1.6275033377837116,0.0
2018-10-09,1.0,-1.0339687013275978,-1.8511458874137803,-0.24178595268115402,-1.6608321590150559,-1.6289401468515907,0.0
2018-10-10,1.0,-1.0370178041543026,-1.8494065281899108,-0.24465875370919882,-1.6630563798219584,-1.6242581602373887,0.0
2018-10-11,1.0,-0.9157797644387682,-1.8253866893713635,-0.07833120476798637,-1.6276429686391372,-1.648077195969916,0.0
2018-10-12,1.0,-0.9198106640679382,-1.8000139217597102,-0.05861060838089934,-1.5841570374495335,-1.5982876235556174,0.0
2018-10-15,1.0,-0.8899063475546306,-1.844190079778009,-0.013111342351716961,-1.5843218869233437,-1.6056885189039196,0.0
2018-10-16,1.0,-0.8876560332871013,-1.8505547850208044,-0.007836338418862691,-1.5837725381414702,-1.6049237170596393,0.0
2018-10-17,1.0,-0.8347814373274062,-1.7541590893783257,-0.0,-1.55135717653398,-1.595069711052738,0.0
2018-10-18,1.0,-0.8349304899446618,-1.753745444729383,-0.0,-1.560197057632609,-1.5996760696450263,0.0
2018-10-19,1.0,-0.7974607417307049,-1.725425993985967,-0.0,-1.5616438356164382,-1.5977280320748413,0.0
2018-10-22,1.0,-0.7972088675213674,-1.713341346153846,-0.0,-1.5655715811965811,-1.6012286324786325,0.0
2018-10-23,1.0,-0.7989453307522862,-1.7127695080435217,-0.0,-1.5635137841265603,-1.5998264468326546,0.0
2018-10-24,1.0,-0.794374458441645,-1.7051922948743585,-0.0,-1.563620609211491,-1.6021462374191828,0.0
2018-10-25,1.0,-0.7051615770427274,-1.58313757856644,-0.0,-1.5437115103802932,-1.5167925845978032,0.0
2018-10-26,1.0,-0.6661458658833822,-1.548903193550403,-0.0,-1.5430285607149552,-1.4915317792637959,0.0
2018-10-29,1.0,-0.6270252754374596,-1.673298768632534,-0.0,-1.590149060272197,-1.590408295528192,0.0
2018-10-30,1.0,-0.5880505246274143,-1.7404932166009488,-0.0,-1.6538795696050255,-1.7007284635434068,0.0
2018-10-31,1.0,-0.5893305163079361,-1.6916017430344643,-0.0,-1.639772877327347,-1.6816981381222764,0.0
2018-11-01,1.0,-0.5603556140928547,-1.710240368784985,-0.0,-1.63523213697728,-1.679618044122489,0.0
2018-11-02,1.0,-0.602446072172569,-1.6728714468113701,-0.0,-1.725488878435589,-1.7191720986492844,0.0
2018-11-05,1.0,-0.5962791322452817,-1.6889650077238232,-0.0,-1.7255020484921757,-1.7056215998388073,0.0
2018-11-06,1.0,-0.603250285407293,-1.6945806191659394,-0.0,-1.7202336982069708,-1.6974011147673091,0.0
2018-11-07,1.0,-0.6007242489270387,-1.6933342274678111,-0.0,-1.7166711373390557,-1.6953460300429184,0.0
2018-11-08,1.0,-0.5375140719157672,-1.6900867492219058,-0.0,-1.6926031388649758,-1.7018740480762864,0.0
2018-11-09,1.0,-0.540185676392573,-1.6927718832891248,-0.0,-1.694031830238727,-1.704376657824934,0.0
2018-11-12,1.0,-0.534368216799316,-1.6585542327172267,-0.0,-1.6930211142537657,-1.6916398079326451,0.0
2018-11-13,1.0,-0.4777222906803295,-1.6396653479473378,-0.0,-1.688501199818406,-1.6795512030611581,0.0
2018-11-14,1.0,-0.4776585365853659,-1.646959349593496,-0.0,-1.6939837398373985,-1.6855284552845529,0.0
2018-11-15,1.0,-0.47519480519480517,-1.6483766233766235,-0.0,-1.699025974025974,-1.670909090909091,0.0
2018-11-16,1.0,-0.466882276843467,-1.6283311772315656,-0.0,-1.6945666235446313,-1.6784605433376456,0.0
2018-11-19,1.0,-0.47165048543689325,-1.6282847896440131,-0.0,-1.6937216828478967,-1.6788349514563108,0.0
2018-11-20,1.0,-0.3924383210509452,-1.606151874399231,-0.0,-1.6968279397628967,-1.7127843639859022,0.0
2018-11-21,1.0,-0.3873674911660777,-1.5795053003533568,-0.0,-1.6757950530035333,-1.6672766279656739,0.0
2018-11-23,1.0,-0.3884026947050305,-1.5605993829881006,-0.0,-1.6800982182207391,-1.6669394950576089,0.0
2018-11-26,1.0,-0.3894843021056613,-1.5604589585172108,-0.0,-1.6838986256461983,-1.6704703063926363,0.0
2018-11-27,1.0,-0.3690461307663458,-1.5571946493311664,-0.0,-1.6687085885735715,-1.6558319789973748,0.0
2018-11-28,1.0,-0.3685263947960971,-1.5650487865899425,-0.0,-1.666437327995997,-1.6546785088816613,0.0
2018-11-29,1.0,-0.313677363932012,-1.5286862612750811,-0.0,-1.6450880530158924,-1.6485856292569185,0.0
2018-11-30,1.0,-0.31351616663598997,-1.529296275845144,-0.0,-1.6468494999693233,-1.6456837842812444,0.0
2018-12-03,1.0,-0.30853485939326813,-1.5389206818041967,-0.0,-1.6544212663836073,-1.651529136668513,0.0
2018-12-04,1.0,-0.2925470022659073,-1.5404495070120645,-0.0,-1.6453548900728767,-1.6457835752342458,0.0
2018-12-06,1.0,-0.25706579101677024,-1.4092295062741877,-0.0,-1.6177436378562216,-1.5797466869942536,0.0
2018-12-07,1.0,-0.2521718713312984,-1.411892463019488,-0.0,-1.6208617046254987,-1.5849964780464896,0.0
2018-12-10,1.0,-0.196256808436667,-1.4178931510024335,-0.0,-1.6224939158651057,-1.5577703094217175,0.0
2018-12-11,1.0,-0.17871720116618076,-1.436618075801749,-0.0,-1.6282215743440231,-1.5873469387755101,0.0
2018-12-12,1.0,-0.17835063571678525,-1.4371865158054355,-0.0,-1.6281348419456434,-1.588592091449901,0.0
2018-12-13,1.0,-0.17854647099930118,-1.4322734684369904,-0.0,-1.6275914279058934,-1.5850221290472861,0.0
2018-12-14,1.0,-0.18449991272473382,-1.416128469191831,-0.0,-1.6339093500901847,-1.583813347297376,0.0
2018-12-17,1.0,-0.16020343293070569,-1.4092353927064671,-0.0,-1.614344333352598,-1.5956192567762817,0.0
2018-12-18,1.0,-0.13277580478863557,-1.386241264749685,-0.0,-1.608374384236453,-1.600698820025203,0.0
2018-12-19,1.0,-0.13051449524464306,-1.3873610633665636,-0.0,-1.609888850693251,-1.601581299415607,0.0
2018-12-20,1.0,-0.12676937070092661,-1.3603547268489569,-0.0,-1.6103689386618154,-1.5871752600761753,0.0
2018-12-21,1.0,-0.11493862775043838,-1.363425533118389,-0.0,-1.6192092312913626,-1.5588551388653205,0.0
2018-12-24,1.0,-0.0873846153846154,-1.330965034965035,-0.0,-1.6055944055944056,-1.5705174825174826,0.0
2018-12-26,1.0,-0.08053395112802691,-1.3314578851563792,-0.0,-1.5627447735672126,-1.5412874400132384,0.0
2018-12-27,1.0,-0.00969709608466712,-1.2496220217923986,-0.0,-1.4376205620144935,-1.5165528387466762,0.0
2018-12-28,1.0,-0.0,-1.2642465395664664,-0.0,-1.4421519979106816,-1.5168973622355706,0.0
2018-12-31,1.0,-0.0,-1.2641943066074692,-0.0,-1.4420475319926873,-1.5167406633585794,0.0
2019-01-02,1.0,-0.0,-1.2631551472123617,-0.0,-1.4408018375443725,-1.5163917310503237,0.0
2019-01-03,1.0,-0.011223637502610148,-1.2598663604092712,-0.0,-1.4512946335351846,-1.4978596784297349,0.0
2019-01-04,1.0,-0.0,-1.269055036344756,-0.0,-1.417133956386293,-1.505919003115265,0.0
2019-01-07,1.0,-0.0,-1.2085291294022535,-0.0,-1.3843666312970542,-1.4599060178869183,0.0
2019-01-08,1.0,-0.0,-1.193733628853516,-0.0,-1.388625831150514,-1.4549163812210355,0.0
2019-01-09,1.0,-0.0,-1.1910299003322258,-0.0,-1.3875968992248062,-1.4551495016611296,0.0
2019-01-10,1.0,-0.0,-1.1878489161595331,-0.0,-1.3884222702811448,-1.4531509329578032,0.0
2019-01-11,1.0,-0.0,-1.1732930209120687,-0.0,-1.3957168052406148,-1.470042831947594,0.0
2019-01-14,1.0,-0.0,-1.1786416578429888,-0.0,-1.4036202289114104,-1.459839661170776,0.0
2019-01-15,1.0,-0.0,-1.1743522400121218,-0.0,-1.401282893075408,-1.47512500631345,0.0
2019-01-16,1.0,-0.0,-1.1747944929144183,-0.0,-1.3774270008573302,-1.4908971708104293,0.0
2019-01-17,1.0,-0.0,-1.1657675825560876,-0.0,-1.381245273506428,-1.4945802873708092,0.0
2019-01-18,1.0,-0.0,-1.170148950231305,-0.0,-1.392964262111738,-1.5205124294646941,0.0
