Date,FMX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.40202559676946625,-0.6535317680007815,-0.011170091510079133,-0.6718663496922526,-0.517960074250171,0.0
2018-09-25,1.0,-0.4010899360396815,-0.657127006918157,-0.008256102336509594,-0.6749118913979899,-0.5218966192403081,0.0
2018-09-26,1.0,-0.4028022731726435,-0.6595793324188386,-0.011235221111764322,-0.6747338167091254,-0.5177673264093017,0.0
2018-09-27,1.0,-0.4085322000653808,-0.6499182739457339,-0.014547237659365806,-0.676822491010134,-0.5192219679633867,0.0
2018-09-28,1.0,-0.4091027988490714,-0.6495880198796757,-0.014909756735547999,-0.6767590897201151,-0.5193238294533089,0.0
2018-10-01,1.0,-0.40856618129345396,-0.6554506099960645,-0.015643447461629278,-0.6779483143119506,-0.5219401810310901,0.0
2018-10-02,1.0,-0.4105525659535373,-0.6404383777398609,-0.021361071006693794,-0.6821433258957869,-0.5267751673447959,0.0
2018-10-03,1.0,-0.41063927540036754,-0.6409162509845104,-0.02169204515620898,-0.681904699396167,-0.5265161459700709,0.0
2018-10-04,1.0,-0.4189375987361769,-0.6337216956292786,-0.022511848341232227,-0.693522906793049,-0.5224789362822538,0.0
2018-10-05,1.0,-0.40761386365872054,-0.6262255303800374,-0.009017280388234907,-0.7037741417188575,-0.5323474440108863,0.0
2018-10-08,1.0,-0.4061076706314099,-0.6235787542186835,-0.0038664438546479243,-0.7100167109014056,-0.5330449883679019,0.0
2018-10-09,1.0,-0.40659304649867284,-0.6236851590916538,-0.004554838286856506,-0.7097355572303962,-0.5322607071468362,0.0
2018-10-10,1.0,-0.40875122910521144,-0.6222877745001639,-0.006653556211078336,-0.711340544083907,-0.5285480170435922,0.0
2018-10-11,1.0,-0.3453230533962024,-0.6088951191538168,-0.0,-0.6946285204536766,-0.5370842360137632,0.0
2018-10-12,1.0,-0.3519124308002013,-0.5994589833920484,-0.0,-0.6788500251635632,-0.5152239557121289,0.0
2018-10-15,1.0,-0.326739512685255,-0.6228020597839738,-0.0,-0.6747362471740769,-0.5156367746797288,0.0
2018-10-16,1.0,-0.32335855810594405,-0.6283480390617642,-0.0,-0.673689829497284,-0.5146481615222784,0.0
2018-10-17,1.0,-0.31153130812151275,-0.6046187228766274,-0.0,-0.6682579045257284,-0.5154060756354619,0.0
2018-10-18,1.0,-0.3110801177746785,-0.6037811870447855,-0.0,-0.669053153571982,-0.5154191848752518,0.0
2018-10-19,1.0,-0.3013922257130537,-0.5955153083225528,-0.0,-0.6704552454875871,-0.512751801885049,0.0
2018-10-22,1.0,-0.30189144230176823,-0.5957735198077752,-0.0,-0.6700757809130675,-0.5127841784240034,0.0
2018-10-23,1.0,-0.2954609003635008,-0.6040016155590766,-0.0,-0.6840649951843912,-0.5233479355019107,0.0
2018-10-24,1.0,-0.2938493048659384,-0.6004530784508441,-0.0,-0.6848001489572989,-0.5241745283018867,0.0
2018-10-25,1.0,-0.2611303692539563,-0.5576186887716654,-0.0,-0.6990504898266767,-0.4965486058779201,0.0
2018-10-26,1.0,-0.2442454097626511,-0.5464696223316913,-0.0,-0.7055978504254365,-0.4891774891774891,0.0
2018-10-29,1.0,-0.22161727954302038,-0.5581042484826848,-0.0,-0.6981732714506724,-0.4972331310246341,0.0
2018-10-30,1.0,-0.268529843444227,-0.583904109589041,-0.0,-0.7203094422700587,-0.4849865459882583,0.0
2018-10-31,1.0,-0.2798824897484546,-0.5617846869453454,-0.0,-0.73018544586572,-0.4883101781014749,0.0
2018-11-01,1.0,-0.2624208884948176,-0.575901183232947,-0.0,-0.7299966368055767,-0.48913076711407344,0.0
2018-11-02,1.0,-0.2623748737257783,-0.578841032234365,-0.0,-0.7297578596136773,-0.4902194875562494,0.0
2018-11-05,1.0,-0.25812871226501743,-0.5913599902026819,-0.0,-0.7312473210458637,-0.48089522993080636,0.0
2018-11-06,1.0,-0.24923391215526045,-0.5924412665985699,-0.0,-0.749992261738942,-0.5036060296530164,0.0
2018-11-07,1.0,-0.2483985765124555,-0.5935324152870184,-0.0,-0.748847284542782,-0.5037908092217237,0.0
2018-11-08,1.0,-0.23910232729959363,-0.5914296268932397,-0.0,-0.7447666543529122,-0.5031400073882527,0.0
2018-11-09,1.0,-0.24586473218473473,-0.6074231574997655,-0.0,-0.7554172790094119,-0.5181201338294612,0.0
2018-11-12,1.0,-0.2464220986188363,-0.5874945315917754,-0.0,-0.7720454971564277,-0.5188425723392287,0.0
2018-11-13,1.0,-0.22974397123550927,-0.5816750356456512,-0.0,-0.7748434690967702,-0.5133283739383795,0.0
2018-11-14,1.0,-0.22825343530435863,-0.5861157744201952,-0.0,-0.7776845115960952,-0.5168190014300814,0.0
2018-11-15,1.0,-0.2274519544226769,-0.585830047502251,-0.0,-0.7789437734794623,-0.5124654599646062,0.0
