Date,IWF,IWM,MOS,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4259171033825631,-0.6703191996188661,1.0,-0.0999743467585297,-0.7367977425147506,-0.7317037417085059,0.0
2018-09-25,-0.42550227306056604,-0.6712494500659921,1.0,-0.09909810822701275,-0.7375714914210295,-0.7328053966857311,0.0
2018-09-26,-0.4297639185114363,-0.6779068912260058,1.0,-0.10498639405751267,-0.7386555857909832,-0.7260057365595352,0.0
2018-09-27,-0.431547619047619,-0.6722883597883598,1.0,-0.10655496766607878,-0.7383891828336272,-0.7255291005291005,0.0
2018-09-28,-0.42819305473808117,-0.6773469688051794,1.0,-0.107416127133608,-0.7391112419070041,-0.7265303119482048,0.0
2018-10-01,-0.42790389639059573,-0.6780234740056662,1.0,-0.10780381912505979,-0.7388792817984474,-0.7266271753927666,0.0
2018-10-02,-0.4300489528506754,-0.6622621369943686,1.0,-0.11376936950200597,-0.7431999705546762,-0.7313850344142221,0.0
2018-10-03,-0.4296806005298793,-0.6531866352664115,1.0,-0.1124889608478069,-0.7467986458639976,-0.737562555195761,0.0
2018-10-04,-0.42935502871447506,-0.6546900309232808,1.0,-0.11286997496686792,-0.7460241496097777,-0.7384037696951848,0.0
2018-10-05,-0.41391349086766377,-0.6461725037668589,1.0,-0.09595384219617066,-0.7618610120906986,-0.7570835323949873,0.0
2018-10-08,-0.4138336579808152,-0.6464405160057334,1.0,-0.09540960711529274,-0.7622110331140431,-0.7574332022492557,0.0
2018-10-09,-0.4106675513288363,-0.6510376350031333,1.0,-0.08312138302185854,-0.7717571602344355,-0.7695086438866159,0.0
2018-10-10,-0.4100044332791488,-0.655497266144525,1.0,-0.08020540860056155,-0.7734224915028818,-0.7752696911482194,0.0
2018-10-11,-0.36478010093727475,-0.6512977649603461,1.0,-0.016258111031002165,-0.7710165825522711,-0.80155010814708,0.0
2018-10-12,-0.38676133103843946,-0.6518215720022948,1.0,-0.011689615605278255,-0.7549483648881239,-0.7805149168100975,0.0
2018-10-15,-0.36633734249713634,-0.67590206185567,1.0,-0.0,-0.7535080183276059,-0.7838989117983963,0.0
2018-10-16,-0.3627577319587629,-0.6817010309278351,1.0,-0.0,-0.7523625429553265,-0.7827892325315007,0.0
2018-10-17,-0.33872391511599165,-0.6400550828007485,1.0,-0.0,-0.7526217294587055,-0.7995127290703011,0.0
2018-10-18,-0.33848815450340713,-0.6397627369981994,1.0,-0.0,-0.7528863467852983,-0.7995621932704869,0.0
2018-10-19,-0.3212244468599881,-0.6253374943020442,1.0,-0.0,-0.7575300676741822,-0.8023422981170447,0.0
2018-10-22,-0.3211392094279401,-0.6153063729788504,1.0,-0.0,-0.7633895689383046,-0.8075830381256358,0.0
2018-10-23,-0.31942299592868173,-0.615927277832374,1.0,-0.0,-0.7654429313491506,-0.8089288221255089,0.0
2018-10-24,-0.32197735902622526,-0.636715284431669,1.0,-0.0,-0.77504524646013,-0.8150040810532667,0.0
2018-10-25,-0.30343770680227095,-0.6088955452613981,1.0,-0.0,-0.7727700184598238,-0.7978823447459162,0.0
2018-10-26,-0.2868629007212119,-0.5968804996721765,1.0,-0.0,-0.7778736326305256,-0.7891576658959937,0.0
2018-10-29,-0.26565184523400454,-0.6047007078551302,1.0,-0.0,-0.7693972922823173,-0.7964401072091266,0.0
2018-10-30,-0.26294273248823385,-0.604555292177677,1.0,-0.0,-0.7693840393005599,-0.7984815692741076,0.0
2018-10-31,-0.2646606257479911,-0.59322961189947,1.0,-0.0,-0.766763549324671,-0.7947341425884766,0.0
2018-11-01,-0.2587708810166365,-0.5971031325795102,1.0,-0.0,-0.7659276466368325,-0.794315580910737,0.0
2018-11-02,-0.25898469527193224,-0.5972260180377152,1.0,-0.0,-0.7658171631593332,-0.7942402295709211,0.0
2018-11-05,-0.257214083256497,-0.6017143052282895,1.0,-0.0,-0.7659051326708329,-0.790117132807431,0.0
2018-11-06,-0.25794775482328836,-0.6020146832849582,1.0,-0.0,-0.7653406180638552,-0.7894143759603892,0.0
2018-11-07,-0.2808841229893861,-0.6723930408140935,1.0,-0.0,-0.84378305430937,-0.8503118503118503,0.0
2018-11-08,-0.26005429864253393,-0.6705882352941176,1.0,-0.0,-0.8357285067873303,-0.8535384615384616,0.0
2018-11-09,-0.2588111710797986,-0.6714963596189373,1.0,-0.0,-0.8381932118665556,-0.8537327489404862,0.0
2018-11-12,-0.25788410189795774,-0.6562387241105578,1.0,-0.0,-0.8432561160424334,-0.8508695965937793,0.0
2018-11-13,-0.23050204110864425,-0.6504332879753634,1.0,-0.0,-0.8490295781708802,-0.8509274511208194,0.0
2018-11-14,-0.23040286481647268,-0.6505282005371531,1.0,-0.0,-0.8490599820948971,-0.850993733213966,0.0
2018-11-15,-0.22927248014879464,-0.6502253380070105,1.0,-0.0,-0.8503827169325416,-0.8469132269833322,0.0
