Date,CUTR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.5600118249901458,-2.815530153724872,-0.5802128498226251,-2.0066022861647617,-1.89180134016555,0.0
2018-09-25,1.0,-1.560259944860181,-2.812327688066168,-0.5819220165419456,-2.003741630563214,-1.8881449389523437,0.0
2018-09-26,1.0,-1.5824875621890544,-2.845373134328358,-0.6007960199004975,-2.025273631840796,-1.896318407960199,0.0
2018-09-27,1.0,-1.5926479378362226,-2.8314405260011952,-0.6076907750547917,-2.0302849173142063,-1.8999800757122933,0.0
2018-09-28,1.0,-1.593762455161419,-2.830410522120366,-0.6091072140294937,-2.0304902351534473,-1.900358708648864,0.0
2018-10-01,1.0,-1.5948318866606803,-2.834780005986232,-0.6114935648009577,-2.0325251920582663,-1.903422129103063,0.0
2018-10-02,1.0,-1.6028318939546093,-2.878590078328982,-0.6074512954408516,-2.04177545691906,-1.9115284193613173,0.0
2018-10-03,1.0,-1.6001203248771683,-2.865336408302417,-0.6051338614258498,-2.0420134362779505,-1.9144690664794946,0.0
2018-10-04,1.0,-1.6023227873448138,-2.852623147777333,-0.6062274729675611,-2.0441529835802963,-1.90678814577493,0.0
2018-10-05,1.0,-1.5686859643887399,-2.835372525614245,-0.5662986173281608,-2.0549089823933158,-1.9220133293544217,0.0
2018-10-08,1.0,-1.8486721611721613,-3.1583104395604398,-0.8229166666666666,-2.363209706959707,-2.2538919413919416,0.0
2018-10-09,1.0,-1.8487520036638425,-3.16086558277994,-0.8208152049461873,-2.3643233340966336,-2.2547515456835354,0.0
2018-10-10,1.0,-1.862580496780129,-3.1697332106715734,-0.8314167433302668,-2.3789098436062557,-2.2568997240110398,0.0
2018-10-11,1.0,-1.7702765512433187,-3.3366256100395075,-0.5931907971182896,-2.473390657680688,-2.446200325354404,0.0
2018-10-12,1.0,-1.7758482805895122,-3.311207585970524,-0.5606077916143037,-2.407860162230093,-2.36913058379984,0.0
2018-10-15,1.0,-1.736648250460405,-3.446017495395948,-0.4753683241252302,-2.4375,-2.4147099447513813,0.0
2018-10-16,1.0,-1.7317157313707452,-3.454576816927323,-0.4661913523459062,-2.4349126034958606,-2.4121435142594296,0.0
2018-10-17,1.0,-1.6406768414067685,-3.287104622871046,-0.3939393939393939,-2.365184693651847,-2.3725945587259454,0.0
2018-10-18,1.0,-1.6390977443609023,-3.2846085802742144,-0.3942945599292348,-2.3665413533834583,-2.3724015922158337,0.0
2018-10-19,1.0,-1.599059183896729,-3.255004922874959,-0.34547642489880753,-2.3704189913576195,-2.369762608029756,0.0
2018-10-22,1.0,-1.5995630802839975,-3.240961223375204,-0.33675587110868377,-2.3735663571818675,-2.372255598033861,0.0
2018-10-23,1.0,-1.5994758680934702,-3.240336317973357,-0.3370823323869841,-2.3716968770473903,-2.370714129722647,0.0
2018-10-24,1.0,-1.602249153837755,-3.236925428540234,-0.3181570040397423,-2.3796265967900423,-2.3812643301670486,0.0
2018-10-25,1.0,-1.4871418074944895,-3.0948882124488297,-0.24939645218851686,-2.383436548756167,-2.2816206570798783,0.0
2018-10-26,1.0,-1.4659509525313124,-3.1110409430586254,-0.18208609620039995,-2.458267550784128,-2.3079675823597516,0.0
2018-10-29,1.0,-1.428209993674889,-3.172675521821632,-0.12987560615644106,-2.460573476702509,-2.3506219692177948,0.0
2018-10-30,1.0,-1.413686014135789,-3.2303491111587057,-0.10237738273720283,-2.5183122724352107,-2.444206468194474,0.0
2018-10-31,1.0,-1.422172571550165,-3.1717203957867857,-0.0986275135652729,-2.5157995531439514,-2.4311096925204807,0.0
2018-11-01,1.0,-1.395019321597252,-3.2648132245598966,-0.044869042507513945,-2.5561399742378703,-2.473379132674968,0.0
2018-11-02,1.0,-1.3969934363751852,-3.1702307855176795,-0.026783823840779167,-2.552508998517891,-2.439974592420072,0.0
2018-11-05,1.0,-1.3924965458603467,-3.217026251461367,-0.02625146136677649,-2.56573493463705,-2.4267190987352536,0.0
2018-11-06,1.0,-1.4046378044888843,-3.229018189554303,-0.02106158919263908,-2.563025210084034,-2.419423465588767,0.0
2018-11-07,1.0,-1.3974318157699246,-3.223071208744561,-0.025894088931338214,-2.553751459195585,-2.412182956595564,0.0
2018-11-08,1.0,-1.3248326426522155,-3.2728721708638826,-0.0,-2.563383274891085,-2.4646690043566037,0.0
2018-11-09,1.0,-1.3363373028644996,-3.302971784143332,-0.0,-2.597146228945392,-2.4920072953545755,0.0
2018-11-12,1.0,-1.3145639288738358,-3.2403683319220997,-0.0,-2.5740897544453856,-2.4552286198137176,0.0
2018-11-13,1.0,-1.2280500521376434,-3.2165797705943695,-0.0,-2.5569343065693433,-2.4258602711157455,0.0
2018-11-14,1.0,-1.2324634655532358,-3.217640918580376,-0.0,-2.5604384133611693,-2.4279749478079333,0.0
2018-11-15,1.0,-1.2381551362683438,-3.238888888888889,-0.0,-2.5855345911949685,-2.419601677148847,0.0
2018-11-16,1.0,-1.2214248569942798,-3.2001040041601665,-0.0,-2.565470618824753,-2.4134165366614666,0.0
2018-11-19,1.0,-1.2216907559529997,-3.1996464593948213,-0.0,-2.5643131953831753,-2.412498700218363,0.0
2018-11-20,1.0,-1.1023848684210527,-3.165912828947368,-0.0,-2.5594161184210527,-2.4518914473684212,0.0
2018-11-21,1.0,-1.1117911056711547,-3.154120767033864,-0.0,-2.5539575683394533,-2.379946960424317,0.0
2018-11-23,1.0,-1.123704995384142,-3.1338598830649302,-0.0,-2.5939070673915277,-2.4058877833623966,0.0
2018-11-26,1.0,-1.1253986215409937,-3.1570826046703013,-0.0,-2.596749305626993,-2.4077769776771936,0.0
2018-11-27,1.0,-1.0898784598100297,-3.161372689204372,-0.0,-2.5760392196915536,-2.386170973342866,0.0
2018-11-28,1.0,-1.0920420880580242,-3.1568086627847585,-0.0,-2.578608642353662,-2.3880886709571967,0.0
2018-11-29,1.0,-0.9919622224454939,-3.1085099969858336,-0.0,-2.556716567868984,-2.3900331558324126,0.0
2018-11-30,1.0,-0.9898563824445112,-3.1086672692578086,-0.0,-2.5565933514110677,-2.3881691272471626,0.0
2018-12-03,1.0,-0.9831612709231232,-3.105442517790919,-0.0,-2.5515686077979356,-2.3828806254385086,0.0
2018-12-04,1.0,-0.9547988849064117,-3.1040422142572677,-0.0,-2.5306650736758267,-2.3666865790521703,0.0
2018-12-06,1.0,-0.8602620087336245,-2.8492985227167145,-0.0,-2.3981231998513426,-2.1834990244355663,0.0
2018-12-07,1.0,-0.861389817911557,-2.849498327759197,-0.0,-2.3981791155704197,-2.181159420289855,0.0
2018-12-10,1.0,-0.7777374250953332,-2.8293989467949885,-0.0,-2.3599055747230797,-2.1123116034138367,0.0
2018-12-11,1.0,-0.7757900472212133,-2.8305484925535778,-0.0,-2.3595168906647297,-2.1151471122411913,0.0
2018-12-12,1.0,-0.7774044137680501,-2.8301698301698304,-0.0,-2.359821996185633,-2.1144310235219326,0.0
2018-12-13,1.0,-0.7756822921389065,-2.8182972164294133,-0.0,-2.3647656179164023,-2.108260041708224,0.0
2018-12-14,1.0,-0.7773048360804202,-2.8087303024814347,-0.0,-2.3647889875022643,-2.105506248867959,0.0
2018-12-17,1.0,-0.7338174645866954,-2.7932580240272546,-0.0,-2.324726555495786,-2.113501882732652,0.0
2018-12-18,1.0,-0.6910196527716577,-2.7453952586586765,-0.0,-2.28765312417379,-2.0888340530536706,0.0
2018-12-19,1.0,-0.6938127974616605,-2.744579587519831,-0.0,-2.286797109113344,-2.088489335448616,0.0
2018-12-20,1.0,-0.6820360847206485,-2.697899416020222,-0.0,-2.276039396844766,-2.060054039919812,0.0
2018-12-21,1.0,-0.6607773851590106,-2.6854261828837367,-0.0,-2.261311729725071,-2.0108592605360682,0.0
2018-12-24,1.0,-0.6061713702822169,-2.6269126147568858,-0.0,-2.2360591635498133,-2.0313668820129207,0.0
2018-12-26,1.0,-0.6399327968874349,-2.7916703510478382,-0.0,-2.2999381023963217,-2.111061986028827,0.0
2018-12-27,1.0,-0.4765995745377189,-2.6154475535918835,-0.0,-2.063001145475372,-2.0268368515791195,0.0
2018-12-28,1.0,-0.465780403741999,-2.6374528147053997,-0.0,-2.071885770556376,-2.031019202363368,0.0
2018-12-31,1.0,-0.4643181255671974,-2.659434040095702,-0.0,-2.084233974094547,-2.042158237769161,0.0
2019-01-02,1.0,-0.45701357466063347,-2.6545454545454543,-0.0,-2.076676264911559,-2.038831756478815,0.0
2019-01-03,1.0,-0.49151131824234356,-2.6741844207723036,-0.0,-2.129910119840213,-2.0266311584553924,0.0
2019-01-04,1.0,-0.4094813346547737,-2.7001156260323755,-0.0,-2.10389824909151,-2.0455896927651143,0.0
2019-01-07,1.0,-0.346059600031618,-2.5858034937949563,-0.0,-2.027981977709272,-1.9446684056596313,0.0
2019-01-08,1.0,-0.48004334477153693,-2.7915838901932455,-0.0,-2.46424056348203,-2.294292938414304,0.0
2019-01-09,1.0,-0.47296303108331794,-2.802648519404083,-0.0,-2.534485929740666,-2.386150450616148,0.0
2019-01-10,1.0,-0.4808896364825717,-2.8518830015886367,-0.0,-2.5764881786748903,-2.435566769460798,0.0
2019-01-11,1.0,-0.4879744456971063,-2.8442314919203304,-0.0,-2.5963923337091317,-2.466366027809094,0.0
2019-01-14,1.0,-0.5078514339445228,-2.842125058768218,-0.0,-2.5970850963798777,-2.4559473436765393,0.0
2019-01-15,1.0,-0.5027327553712778,-2.8331134564643796,-0.0,-2.6011119487372785,-2.486241990199774,0.0
2019-01-16,1.0,-0.477358136039083,-2.834084930477264,-0.0,-2.584366779406238,-2.499154453213078,0.0
2019-01-17,1.0,-0.4877545275405836,-2.815707985361734,-0.0,-2.5818710706577837,-2.4980763817209346,0.0
2019-01-18,1.0,-0.5129420688347398,-2.800986062387409,-0.0,-2.6010239878638477,-2.5664169906134444,0.0
2019-01-22,1.0,-0.07741744117065455,-3.069210994660866,-0.0,-2.985465691121218,-2.7552896974490806,0.0
2019-01-23,1.0,-0.06828885400313972,-2.9638932496075356,-0.0,-2.9836145996860286,-2.79572213500785,0.0
2019-01-24,1.0,-0.07497546614327773,-2.9611383709519137,-0.0,-2.9832188420019623,-2.7943081452404317,0.0
