Date,BPOP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.16832073811041307,-0.7045737351664694,-0.07089744757048771,-0.5174967373820146,-0.5736744665998967,0.0
2018-09-25,1.0,-0.1673917673187502,-0.7085095378624237,-0.06760169156347927,-0.5209163649639479,-0.5779609966838054,0.0
2018-09-26,1.0,-0.16744752053544265,-0.7086400973532097,-0.06781259507149377,-0.5208092485549133,-0.5775479160328567,0.0
2018-09-27,1.0,-0.16772113395790242,-0.7078111692420003,-0.06810439226183235,-0.5206837814819321,-0.5774120939287017,0.0
2018-09-28,1.0,-0.1666869448838058,-0.7086628543618445,-0.0685606521474632,-0.5205012775276797,-0.5772904246258669,0.0
2018-10-01,1.0,-0.16837107377647917,-0.7076637448259069,-0.06829802775748722,-0.5217007548088629,-0.5775505234964694,0.0
2018-10-02,1.0,-0.16853966803715548,-0.7123800822293286,-0.06721486218973656,-0.5208771128369118,-0.576488503121669,0.0
2018-10-03,1.0,-0.16837138508371383,-0.708523592085236,-0.06687975646879755,-0.5218873668188737,-0.5784779299847793,0.0
2018-10-04,1.0,-0.16733907940583165,-0.717433828473623,-0.06669111803899994,-0.5204780243291154,-0.5844489271960388,0.0
2018-10-05,1.0,-0.15751651898541458,-0.7140464663073597,-0.058615754696872815,-0.5244359185164885,-0.5903596114612831,0.0
2018-10-08,1.0,-0.15609607783520824,-0.712222560048647,-0.056856187290969896,-0.5254180602006688,-0.5898449376710246,0.0
2018-10-09,1.0,-0.15339835416031697,-0.7155440414507772,-0.0471807375800061,-0.5326729655592807,-0.5990551661078939,0.0
2018-10-10,1.0,-0.15407818165199108,-0.7145120502117547,-0.04820084701867707,-0.5331038054903872,-0.5969044209500015,0.0
2018-10-11,1.0,-0.11243798829575499,-0.7151471942488786,-0.0006535365237798176,-0.5268989691946648,-0.6154828743724565,0.0
2018-10-12,1.0,-0.1075966158653421,-0.7125254252277217,-0.0,-0.5192052589688413,-0.6085546679244171,0.0
2018-10-15,1.0,-0.07279602930749231,-0.7518317182699125,-0.0,-0.5160718506263294,-0.6136847081068305,0.0
2018-10-16,1.0,-0.06702357360466148,-0.7631104143867018,-0.0,-0.515129107634062,-0.6125883640450768,0.0
2018-10-17,1.0,-0.04730517965468968,-0.7301096593560429,-0.0,-0.5142032197853476,-0.6248541763882407,0.0
2018-10-18,1.0,-0.04654825444045848,-0.728760171493569,-0.0,-0.5160264823402456,-0.62525155306676,0.0
2018-10-19,1.0,-0.029106811862835962,-0.7195030120481929,-0.0,-0.5195783132530121,-0.6280120481927711,0.0
2018-10-22,1.0,-0.029335109463685855,-0.7122089655971272,-0.0,-0.5231669176416077,-0.6311247538515,0.0
2018-10-23,1.0,-0.027506449088432222,-0.7129358569316832,-0.0,-0.5254340453899887,-0.6325903596997189,0.0
2018-10-24,1.0,-0.02533113062632235,-0.7086630148103064,-0.0,-0.5273744312088804,-0.6369011390313886,0.0
2018-10-25,1.0,-0.0,-0.6728687415426252,-0.0,-0.5324481281010375,-0.6138080739738385,0.0
2018-10-26,1.0,-0.0,-0.660545073375262,-0.0,-0.5307617051013277,-0.6039412997903564,0.0
2018-10-29,1.0,-0.0,-0.6777559607293128,-0.0,-0.5127629733520337,-0.6145301542776999,0.0
2018-10-30,1.0,-0.0,-0.6797125049132462,-0.0,-0.5153574035599977,-0.6124992981076983,0.0
2018-10-31,1.0,-0.0,-0.6656716417910448,-0.0,-0.5146603431440927,-0.6094573859673594,0.0
2018-11-01,1.0,-0.0,-0.6655692882850207,-0.0,-0.5148285578774098,-0.6095471919203191,0.0
2018-11-02,1.0,-0.0,-0.6439215250992035,-0.0,-0.5239614840303021,-0.607042761606127,0.0
2018-11-05,1.0,-0.0,-0.656790603393219,-0.0,-0.5241162913392386,-0.5958681587204621,0.0
2018-11-06,1.0,-0.0,-0.6553841878560511,-0.0,-0.5254967347505904,-0.5980825343893289,0.0
2018-11-07,1.0,-0.0,-0.6551858230098327,-0.0,-0.5247486250763846,-0.5977167935114716,0.0
2018-11-08,1.0,-0.0,-0.6510903426791277,-0.0,-0.5090287541697681,-0.5967799740854078,0.0
2018-11-09,1.0,-0.0,-0.6552612622596554,-0.0,-0.5158752147171275,-0.5994071036737407,0.0
2018-11-12,1.0,-0.0,-0.6391667127148146,-0.0,-0.5254185776648064,-0.5983312151185279,0.0
2018-11-13,1.0,-0.0,-0.6347417324133381,-0.0,-0.5199714105066389,-0.5943040932457322,0.0
2018-11-14,1.0,-0.0,-0.6349450972837604,-0.0,-0.5221124473676968,-0.5949583069598481,0.0
2018-11-15,1.0,-0.0,-0.634839489885664,-0.0,-0.5226473175021987,-0.5909740545294635,0.0
2018-11-16,1.0,-0.0,-0.6343500961802693,-0.0,-0.5225886232481451,-0.5910414949161857,0.0
2018-11-19,1.0,-0.0,-0.6355255916345625,-0.0,-0.5235553109521189,-0.5927077600440286,0.0
2018-11-20,1.0,-0.0,-0.6208699460731981,-0.0,-0.5138101886069365,-0.6027209767047165,0.0
2018-11-21,1.0,-0.0,-0.6262993906306008,-0.0,-0.5169989246422367,-0.6140017095431108,0.0
2018-11-23,1.0,-0.0,-0.6179694816283811,-0.0,-0.5212086156558146,-0.6151875723020989,0.0
2018-11-26,1.0,-0.0,-0.621141614120109,-0.0,-0.5191783462290387,-0.6132114436765151,0.0
2018-11-27,1.0,-0.0,-0.621099961616494,-0.0,-0.5126117234194221,-0.6079673191862697,0.0
2018-11-28,1.0,-0.0,-0.6250411409764126,-0.0,-0.5108337904552935,-0.6068568294020845,0.0
2018-11-29,1.0,-0.0,-0.6102339737492867,-0.0,-0.5003668577950487,-0.6068371423136498,0.0
2018-11-30,1.0,-0.0,-0.6106129768503424,-0.0,-0.5013585479839148,-0.6051244429953266,0.0
2018-12-03,1.0,-0.0,-0.6200324523527956,-0.0,-0.5142047798465389,-0.6159621572564011,0.0
2018-12-04,1.0,-0.0,-0.629729655248436,-0.0,-0.5099346873535977,-0.6161710805522639,0.0
2018-12-06,1.0,-0.0,-0.5978918918918918,-0.0,-0.5033243243243244,-0.6014864864864865,0.0
2018-12-07,1.0,-0.0,-0.5980853480447834,-0.0,-0.5028395262047703,-0.6033857969603549,0.0
2018-12-10,1.0,-0.0,-0.5962584760526386,-0.0,-0.49492106885368925,-0.5889952024872022,0.0
2018-12-11,1.0,-0.0,-0.5989577737187064,-0.0,-0.4896583216933491,-0.5975341141076609,0.0
2018-12-12,1.0,-0.0,-0.5993711198903492,-0.0,-0.4891558493912764,-0.5989948668332931,0.0
2018-12-13,1.0,-0.0,-0.6034863670654166,-0.0,-0.48898049358767115,-0.6017889858820994,0.0
2018-12-14,1.0,-0.0,-0.6205430868776566,-0.0,-0.48298454124590523,-0.6037848228064001,0.0
2018-12-17,1.0,-0.0,-0.6180694271986179,-0.0,-0.473627382173514,-0.6076499487124116,0.0
2018-12-18,1.0,-0.0,-0.6164191574805271,-0.0,-0.4713365496051532,-0.6074171899846372,0.0
2018-12-19,1.0,-0.0,-0.6205757304953016,-0.0,-0.4769409916863,-0.6105288813063613,0.0
2018-12-20,1.0,-0.0,-0.6220619730528371,-0.0,-0.4775395125654025,-0.6113807032287798,0.0
2018-12-21,1.0,-0.0,-0.6255844752560881,-0.0,-0.4830671099218898,-0.594124165517987,0.0
2018-12-24,1.0,-0.0,-0.6123326702865437,-0.0,-0.47478630181173054,-0.6009085533035858,0.0
2018-12-26,1.0,-0.0,-0.6133961304824854,-0.0,-0.46618855200834913,-0.5964034360031042,0.0
2018-12-27,1.0,-0.0,-0.5965101306073108,-0.0,-0.4391506582923817,-0.592252910414422,0.0
2018-12-28,1.0,-0.0,-0.6038843127450723,-0.0,-0.4383010079212611,-0.5894628806021212,0.0
2018-12-31,1.0,-0.0,-0.6070789002422838,-0.0,-0.4377962709364795,-0.5886442641946698,0.0
2019-01-02,1.0,-0.0,-0.6062830531217933,-0.0,-0.4356565895756045,-0.5891546294103718,0.0
2019-01-03,1.0,-0.0,-0.6068137538834184,-0.0,-0.43352114159338634,-0.592491180032647,0.0
2019-01-04,1.0,-0.0,-0.6082890152209793,-0.0,-0.4176469047182416,-0.5938539729113725,0.0
2019-01-07,1.0,-0.0,-0.5904535592519888,-0.0,-0.4110445293935324,-0.5814133691497055,0.0
2019-01-08,1.0,-0.0,-0.5761281832959206,-0.0,-0.4239750238666563,-0.5801016590551384,0.0
2019-01-09,1.0,-0.0,-0.5648799855621729,-0.0,-0.4248072807899554,-0.5884961456157991,0.0
2019-01-10,1.0,-0.0,-0.5673379808933644,-0.0,-0.4243996901626646,-0.5902401239349342,0.0
2019-01-11,1.0,-0.0,-0.5572194730160376,-0.0,-0.4307329585200923,-0.6028965981812058,0.0
2019-01-14,1.0,-0.0,-0.5578991008732154,-0.0,-0.4350529888839945,-0.5981913818568134,0.0
2019-01-15,1.0,-0.0,-0.5527652516456747,-0.0,-0.438760172083139,-0.6000881148603121,0.0
2019-01-16,1.0,-0.0,-0.5555038999948344,-0.0,-0.42344645901131256,-0.6038276770494343,0.0
2019-01-17,1.0,-0.0,-0.5524482740828647,-0.0,-0.42211444197925796,-0.6052835251019039,0.0
2019-01-18,1.0,-0.0,-0.5490328268422964,-0.0,-0.42788985116423794,-0.6160348493491677,0.0
2019-01-22,1.0,-0.0,-0.5570579533362747,-0.0,-0.36020347252861334,-0.6780773922296333,0.0
2019-01-23,1.0,-0.0,-0.5422516900676028,-0.0,-0.3617004680187208,-0.696151846073843,0.0
2019-01-24,1.0,-0.0,-0.5385575697677443,-0.0,-0.36895627974719764,-0.693334026892767,0.0
2019-01-25,1.0,-0.0,-0.533300055171689,-0.0,-0.3049943514699314,-0.7889026088327247,0.0
2019-01-28,1.0,-0.0,-0.5360681883546422,-0.0,-0.2924935289042278,-0.7860224331320105,0.0
2019-01-29,1.0,-0.0,-0.5152981171548117,-0.0,-0.29003661087866106,-0.8097018828451883,0.0
2019-01-30,1.0,-0.0,-0.5126230882044835,-0.0,-0.2892049025769956,-0.8170699769536979,0.0
2019-01-31,1.0,-0.0,-0.5080575876701986,-0.0,-0.26372653666918333,-0.8316367707167217,0.0
2019-02-01,1.0,-0.0,-0.5029316463508717,-0.0,-0.23098287301342385,-0.8377050866635807,0.0
2019-02-04,1.0,-0.0,-0.5075642770914135,-0.0,-0.2272622197107852,-0.8336886445945598,0.0
2019-02-05,1.0,-0.0,-0.49745566692367005,-0.0,-0.22310460035980467,-0.8494988434849653,0.0
2019-02-06,1.0,-0.0,-0.4900498791587391,-0.0,-0.2203938910885998,-0.8606211755026483,0.0
2019-02-07,1.0,-0.0,-0.48850840660188183,-0.0,-0.23129723893259294,-0.8510206180266338,0.0
2019-02-08,1.0,-0.0,-0.4946098232433684,-0.0,-0.24357424035814446,-0.8346669411068515,0.0
2019-02-11,1.0,-0.0,-0.48374706776995846,-0.0,-0.24669399118397647,-0.8473435929162478,0.0
2019-02-12,1.0,-0.0,-0.49734847504979685,-0.0,-0.2502522182269705,-0.8392270481413456,0.0
2019-02-13,1.0,-0.0,-0.4962699088773587,-0.0,-0.2509099357236893,-0.8341980949430806,0.0
2019-02-14,1.0,-0.0,-0.4661168136101559,-0.0,-0.27936499728520825,-0.8400341288104042,0.0
2019-02-15,1.0,-0.0,-0.46050106333316043,-0.0,-0.28663312412469527,-0.8463613257949064,0.0
2019-02-19,1.0,-0.0,-0.4557109557109557,-0.0,-0.28966588966588963,-0.8446257446257447,0.0
2019-02-20,1.0,-0.0,-0.44816330760064244,-0.0,-0.29146158230143515,-0.8509403657841563,0.0
