Date,ETV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1758515077391108,-0.28615182223683944,-0.07184114781393246,-0.2631297662850213,-0.2585459105017575,0.0
2018-09-25,1.0,-0.17496499464624002,-0.2883823408285973,-0.06959887982867967,-0.26507289350135904,-0.261119347664937,0.0
2018-09-26,1.0,-0.17540824941825747,-0.2889355655773151,-0.0706534049957785,-0.2648009719733943,-0.2594674738988077,0.0
2018-09-27,1.0,-0.17742831854764013,-0.2842763929769673,-0.0720210773315769,-0.2650721445773213,-0.25953522837206433,0.0
2018-09-28,1.0,-0.17667764512144915,-0.2849526554137505,-0.07225195553725813,-0.2650267599835323,-0.25955125566076576,0.0
2018-10-01,1.0,-0.17644394110985276,-0.28555544116133014,-0.07241840831874806,-0.26494388963245136,-0.25971378564810044,0.0
2018-10-02,1.0,-0.17685576032121897,-0.28195202306187583,-0.07377741171625656,-0.2658087099763204,-0.26070215175537936,0.0
2018-10-03,1.0,-0.17697820982823248,-0.28257198171108455,-0.07391769988054536,-0.2656835688099847,-0.2604316843102525,0.0
2018-10-04,1.0,-0.177467515084121,-0.28164576512015815,-0.07409237865777064,-0.26624245793949874,-0.2598175490620045,0.0
2018-10-05,1.0,-0.17646091550019527,-0.28091920001644366,-0.07257815872232842,-0.2660171425047789,-0.2594807917617315,0.0
2018-10-08,1.0,-0.17620593310871888,-0.2805283918152683,-0.0722121784863177,-0.2661270441285233,-0.25932697838770646,0.0
2018-10-09,1.0,-0.17657209770528176,-0.280502085173696,-0.07309406906752676,-0.2656285309283645,-0.2585615383035109,0.0
2018-10-10,1.0,-0.17604475156301413,-0.2820212240868707,-0.07183695294504772,-0.2658769332017111,-0.26077657124053966,0.0
2018-10-11,1.0,-0.16215069406558769,-0.27756561799114987,-0.05554545270857328,-0.26103736032814046,-0.2642702713624699,0.0
2018-10-12,1.0,-0.15950920245398775,-0.2818226140657376,-0.051680006500629753,-0.26760248649087887,-0.27083248689716816,0.0
2018-10-15,1.0,-0.15791716552689786,-0.28340672497412694,-0.049554577000344976,-0.26745672598875786,-0.27094705655553075,0.0
2018-10-16,1.0,-0.15595639972343106,-0.2952983283849189,-0.04130231423109774,-0.26916663277341685,-0.27187131410908205,0.0
2018-10-17,1.0,-0.15222922219529925,-0.28622486067361275,-0.038385429286810435,-0.2683951215572248,-0.2739883692755028,0.0
2018-10-18,1.0,-0.15211597480213213,-0.2860806008722339,-0.03840251978678727,-0.26847439832014214,-0.27398643191729927,0.0
2018-10-19,1.0,-0.14795109121207864,-0.28124560804706167,-0.03517577850502941,-0.2693998835505049,-0.27395747585680724,0.0
2018-10-22,1.0,-0.14924504055899124,-0.27827082162075334,-0.03180467432334752,-0.27220705164243836,-0.2763231868926191,0.0
2018-10-23,1.0,-0.14908229246154464,-0.2784047552110527,-0.031366721555082536,-0.2726615526727981,-0.27659745371300054,0.0
2018-10-24,1.0,-0.14984451800581805,-0.2761761460527636,-0.027826261410372154,-0.27390911826662656,-0.27846323603169826,0.0
2018-10-25,1.0,-0.14404525605398966,-0.2672687574434299,-0.026974990075426756,-0.27393807066296144,-0.2726677252878126,0.0
2018-10-26,1.0,-0.1367821997391614,-0.2654823538710825,-0.011559894083705492,-0.28903687309805165,-0.2732087104295933,0.0
2018-10-29,1.0,-0.13225533255864338,-0.2675831642802277,-0.007858507474445078,-0.28680597955606324,-0.27504776160557776,0.0
2018-10-30,1.0,-0.14331506361423849,-0.2691782583747205,-0.013375808781337185,-0.28728308830803934,-0.2655177189892954,0.0
2018-10-31,1.0,-0.14626031146024057,-0.2578308034571693,-0.01431299588525978,-0.2869883645384207,-0.26338274959147917,0.0
2018-11-01,1.0,-0.15805561620452158,-0.24884381016653107,-0.023858200512097815,-0.2891169290010123,-0.2650006947063377,0.0
2018-11-02,1.0,-0.1590472227176347,-0.2449913798228405,-0.023343836077918474,-0.29007391554208034,-0.2642133840635713,0.0
2018-11-05,1.0,-0.15566439945269586,-0.2560431497749311,-0.022843998492930655,-0.29189553629855836,-0.25653889627000337,0.0
2018-11-06,1.0,-0.15947720195950096,-0.25897939350667376,-0.02096348743579064,-0.290295710120783,-0.25358481585053844,0.0
2018-11-07,1.0,-0.15968736982007897,-0.25909027791553435,-0.02063041796433318,-0.29057150225149275,-0.2537343040209478,0.0
2018-11-08,1.0,-0.1595970412675749,-0.25896840978047475,-0.020128105974973724,-0.2907569357685367,-0.2536141352846689,0.0
2018-11-09,1.0,-0.15903547561918735,-0.25889864958654746,-0.02058339447540106,-0.2910626821868369,-0.25342560828094945,0.0
2018-11-12,1.0,-0.15896908439978638,-0.25345649464960346,-0.020471942559882904,-0.29283778705223806,-0.2522301560614752,0.0
2018-11-13,1.0,-0.155481622930488,-0.2516487194125637,-0.01651672342854893,-0.2938165639703132,-0.2511565643640372,0.0
2018-11-14,1.0,-0.15532585154557985,-0.25189998031108485,-0.01645993305768852,-0.29389643630635953,-0.2513093128568616,0.0
2018-11-15,1.0,-0.15522435077080585,-0.25185564371640645,-0.016183969600913548,-0.2939300269732827,-0.25165875844145613,0.0
2018-11-16,1.0,-0.15444804875651233,-0.24893345129263736,-0.01515777056915364,-0.2937579868278777,-0.25373046299026836,0.0
2018-11-19,1.0,-0.15472469579917833,-0.2478229246525525,-0.018733659648915886,-0.2917575829057813,-0.25273731595604565,0.0
2018-11-20,1.0,-0.14113361275412276,-0.24630812017705356,-0.0032120333738101764,-0.2997767245093815,-0.26810685886638724,0.0
2018-11-21,1.0,-0.14118842051802946,-0.2447747782943314,-0.0034574364183302736,-0.2991366175723718,-0.264816189397195,0.0
2018-11-23,1.0,-0.14087200905577893,-0.2368359420742418,-0.005972130059721301,-0.30239275537686877,-0.2656231703032906,0.0
2018-11-26,1.0,-0.14097982934020659,-0.23593618807724603,-0.0061117294436959365,-0.3032042645422061,-0.2664167301271162,0.0
2018-11-27,1.0,-0.14032625855113134,-0.23633280710986376,-0.0041123389658734326,-0.3026369642752733,-0.2655869340661482,0.0
2018-11-28,1.0,-0.14047090008965812,-0.23535259034031109,-0.004463415584921842,-0.3029665146376642,-0.265816863524734,0.0
2018-11-29,1.0,-0.13853335926862478,-0.23427348764831746,-0.003131686442326396,-0.30278156000778056,-0.26644621668936,0.0
2018-11-30,1.0,-0.13930009531775825,-0.2347929270332834,-0.0020814285992180053,-0.3041609119380629,-0.26492501021261694,0.0
2018-12-03,1.0,-0.13865006808014005,-0.23602411982104649,-0.0,-0.30511573623808597,-0.265337482979965,0.0
2018-12-04,1.0,-0.13951042822924575,-0.23573056026172812,-0.0,-0.306245253256996,-0.2658760296780978,0.0
2018-12-06,1.0,-0.13489792390865965,-0.21730780310741515,-0.008162246250168047,-0.3034435076533062,-0.256717048531756,0.0
2018-12-07,1.0,-0.13171473680157111,-0.2201085910123609,-0.0036389541376256307,-0.3069814009010744,-0.26290962301205284,0.0
2018-12-10,1.0,-0.12354414886496205,-0.22159536422574538,-0.001396087131136568,-0.30861175390617535,-0.25731989519784276,0.0
2018-12-11,1.0,-0.11324158845319668,-0.22778833419704037,-0.0,-0.3083242164257884,-0.26999481775781653,0.0
2018-12-12,1.0,-0.11338029520720168,-0.2277970786387455,-0.0,-0.3083360525154034,-0.2699284055356149,0.0
2018-12-13,1.0,-0.11359751061255065,-0.22884692956339678,-0.0,-0.3078119897812182,-0.2705672192236031,0.0
2018-12-14,1.0,-0.11768889230591807,-0.21702193092048358,-0.00019220789205604783,-0.3157783458588809,-0.2713783227939339,0.0
2018-12-17,1.0,-0.11996377579529473,-0.2176535193356327,-0.0006165822077496677,-0.3203529933139367,-0.2682325285650976,0.0
2018-12-18,1.0,-0.12194838184250839,-0.22310988733978399,-0.0002908611428903841,-0.32462042620852805,-0.26908533865932405,0.0
2018-12-19,1.0,-0.125569846165784,-0.22246794312207802,-0.0,-0.3232070457234864,-0.26865700595549863,0.0
2018-12-20,1.0,-0.12577371597104994,-0.22269437491510952,-0.0,-0.32310767021751363,-0.2687777713099327,0.0
2018-12-21,1.0,-0.1243702146229222,-0.23144364660610148,-0.0,-0.3335184670924743,-0.2942436624747094,0.0
2018-12-24,1.0,-0.11919535232976328,-0.22507212583488126,-0.0,-0.3321938110105522,-0.2995889815436905,0.0
2018-12-26,1.0,-0.1168766644143249,-0.2245717238364005,-0.0,-0.34111053698477684,-0.3047815890933662,0.0
2018-12-27,1.0,-0.11755243088655863,-0.22449952335557677,-0.0,-0.3391523673339689,-0.30481410867492853,0.0
2018-12-28,1.0,-0.11755476554586801,-0.22438481857361323,-0.0,-0.339218684832476,-0.3048996047744831,0.0
2018-12-31,1.0,-0.11149728347714925,-0.23629753914988816,-0.0,-0.34296100990731865,-0.30666746564397573,0.0
2019-01-02,1.0,-0.11141070964907027,-0.2362634070345737,-0.0,-0.34296043301975354,-0.3066890366908343,0.0
2019-01-03,1.0,-0.10779293515221827,-0.2381885826299156,-0.0,-0.3409609153098372,-0.31327759331119737,0.0
2019-01-04,1.0,-0.1047563874627939,-0.23867835953574784,-0.0,-0.3401785892646677,-0.3140094688267844,0.0
2019-01-07,1.0,-0.10152747470739934,-0.23257290220194404,-0.0,-0.33959531838920853,-0.3100376909343385,0.0
2019-01-08,1.0,-0.1006476735407478,-0.2364207096594747,-0.0,-0.33830015496483484,-0.31134024714904435,0.0
2019-01-09,1.0,-0.10166012316399943,-0.24305956912529642,-0.0,-0.3394383881061044,-0.30878689439384577,0.0
2019-01-10,1.0,-0.09900434721637918,-0.24985475889977363,-0.0,-0.34038503916501395,-0.31408137508263717,0.0
2019-01-11,1.0,-0.09836460802828785,-0.24125045204323542,-0.0,-0.3453007594326355,-0.3241853176357134,0.0
2019-01-14,1.0,-0.10224920102108499,-0.2419046853329581,-0.0007236035456573737,-0.34632469699101526,-0.3188076621575446,0.0
2019-01-15,1.0,-0.10826779512156173,-0.2392710287835842,-0.0,-0.34292786139167236,-0.3056209828735678,0.0
2019-01-16,1.0,-0.10053942156491968,-0.24393399550150283,-0.0,-0.33466032365293896,-0.3113716435438604,0.0
2019-01-17,1.0,-0.10206558942927646,-0.24158242458011622,-0.0,-0.33471304624691556,-0.3116293878850593,0.0
2019-01-18,1.0,-0.1012724071702945,-0.24155729833546735,-0.0,-0.3364076504481434,-0.32142285531370035,0.0
2019-01-22,1.0,-0.01588674793550924,-0.22740857255210378,-0.0,-0.3975815965395202,-0.32532441997640577,0.0
2019-01-23,1.0,-0.012328099092948405,-0.23407783087876716,-0.0,-0.39730810494489416,-0.30693455573978345,0.0
2019-01-24,1.0,-0.009842903364128953,-0.2374770981951429,-0.0,-0.39268311698436836,-0.3090866565313999,0.0
2019-01-25,1.0,-0.0,-0.20982317502542835,-0.0,-0.44028245051247944,-0.3059032939519599,0.0
2019-01-28,1.0,-0.0,-0.1943445634331275,-0.0,-0.4607597905104354,-0.29908934573594936,0.0
2019-01-29,1.0,-0.0,-0.19792661301323147,-0.0,-0.457606641074108,-0.29313872595825946,0.0
2019-01-30,1.0,-0.0,-0.19750564246244845,-0.0,-0.45731185306249517,-0.29085921083352795,0.0
2019-01-31,1.0,-0.0,-0.19361871946115364,-0.0,-0.47367089100430226,-0.2794097607506473,0.0
2019-02-01,1.0,-0.0,-0.19440212508301105,-0.0,-0.4860932067658893,-0.2727254970897301,0.0
2019-02-04,1.0,-0.0,-0.19158531823506442,-0.0,-0.48590394377196405,-0.2748730964467005,0.0
2019-02-05,1.0,-0.0,-0.18435132390845893,-0.0,-0.481488713582754,-0.28682730610013274,0.0
2019-02-06,1.0,-0.0,-0.17587115666178624,-0.0,-0.48316251830161056,-0.2931576378721327,0.0
2019-02-07,1.0,-0.0,-0.17512591262249635,-0.0,-0.48364111974388,-0.2933666497481747,0.0
2019-02-08,1.0,-0.0,-0.17112885548770942,-0.0,-0.4868874275872867,-0.2990840770314702,0.0
2019-02-11,1.0,-0.0,-0.1679139565864744,-0.0,-0.48661938719536085,-0.3045607710994436,0.0
2019-02-12,1.0,-0.0,-0.17203140333660455,-0.0,-0.4887340529931306,-0.30194308145240434,0.0
2019-02-13,1.0,-0.0,-0.17641717985157115,-0.0,-0.49040738986262433,-0.3069635243960208,0.0
2019-02-14,1.0,-0.0,-0.1787497779444565,-0.0,-0.4911473856660679,-0.3039298896630677,0.0
2019-02-15,1.0,-0.0,-0.18734202211690365,-0.0,-0.48708530805687206,-0.30029620853080574,0.0
2019-02-19,1.0,-0.0,-0.18067724366564056,-0.0,-0.49352750809061485,-0.2991159523245718,0.0
2019-02-20,1.0,-0.0,-0.17877447883765002,-0.0,-0.49322883765003156,-0.3020767530006317,0.0
2019-02-21,1.0,-0.0,-0.18033014013142268,-0.0,-0.49845617924154856,-0.3004512706832396,0.0
2019-02-22,1.0,-0.0,-0.18265978280220757,-0.0,-0.49706248887306387,-0.2983996993254604,0.0
2019-02-25,1.0,-0.0,-0.17930309580945206,-0.0,-0.5022509569045872,-0.30168772187295484,0.0
2019-02-26,1.0,-0.0,-0.1768681863230922,-0.0,-0.5045589692765114,-0.3007333994053519,0.0
2019-02-27,1.0,-0.0,-0.1752577319587629,-0.0,-0.5071966693100715,-0.3000793021411578,0.0
2019-02-28,1.0,-0.0,-0.1765837597683367,-0.0,-0.5079138402951326,-0.29892102027053835,0.0
2019-03-01,1.0,-0.0,-0.17734801150451257,-0.0,-0.5071506496082515,-0.29903798472676785,0.0
2019-03-04,1.0,-0.0,-0.17701536936043633,-0.0,-0.5036390679226574,-0.3024690133862171,0.0
2019-03-05,1.0,-0.0,-0.17162666878575966,-0.0,-0.5111848378893833,-0.3038382072472981,0.0
2019-03-06,1.0,-0.0,-0.17027531683286323,-0.0,-0.5131103253744388,-0.30302729331373407,0.0
2019-03-07,1.0,-0.0,-0.164029462566261,-0.0,-0.5184141039131213,-0.30290456431535273,0.0
2019-03-08,1.0,-0.0,-0.15742418510184983,-0.0,-0.5334820095179307,-0.30029270623842613,0.0
2019-03-11,1.0,-0.0,-0.1577063782408144,-0.0,-0.534416255765866,-0.296107046285987,0.0
2019-03-12,1.0,-0.0,-0.14244302279088364,-0.0,-0.5418032786885245,-0.31497401039584166,0.0
2019-03-13,1.0,-0.0,-0.1472424662209641,-0.0,-0.5458451283904515,-0.3146017787949969,0.0
